date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-08-02,0,-0.947660831124679,0.0,0.0007635,0.0,0.2884,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-03,-2,-1.37362821900164,0.0,0.0007699,0.0,0.3007,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-04,-2,-1.3707549831282002,0.0,0.0007788,0.0,0.307,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-05,-2,-1.420185878430925,0.0,0.0007661,0.0,0.3051,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-06,-2,-1.457937877293422,0.0,0.0007845,0.0,0.3157,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-07,0,-0.025208029725651074,0.0,0.0008578,0.0,0.319,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-08,0,-0.7408623830511869,0.0,0.0008517,0.0,0.3304,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-09,-2,-1.8658267274291642,0.0,0.0008322,0.0,0.348,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-10,-2,-2.3774612677702445,0.0,0.0008578,0.0,0.3826,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-11,-2,-2.0616465004627487,0.0,0.0008198,0.0,0.3681,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-12,-2,-1.7792013497641515,0.0,0.0008584,0.0,0.3849,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-13,-2,-1.535086345392926,0.0,0.0008484,0.0,0.3771,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-14,-2,-2.075240492465089,0.0,0.000847,0.0,0.4074,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-15,-2,-1.9630401782994926,0.0,0.000855,0.0,0.4193,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-16,-2,-1.3235888661934805,0.0,0.000907,0.0,0.4232,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-17,-2,-1.236806334355395,0.0,0.0008824,0.0,0.4119,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-18,-1,-1.1345010618618538,110869441.3469889,0.0008437,-237111.6544092637,0.3945,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-19,-1,-0.7109446726984939,110869441.3469889,0.0008226,-237111.6544092637,0.3719,200000,179383.02672683826,-20616.97327316174,0.8969151336341913
2020-08-20,-1,-1.0400795697919762,110869441.3469889,0.000845,-237111.6544092637,0.3987,200000,188221.09455117906,-11778.905448820937,0.9411054727558953
2020-08-21,-1,-1.07478257884222,110869441.3469889,0.0007758,-237111.6544092637,0.3715,200000,174099.49221003545,-25900.507789964555,0.8704974610501772
2020-08-22,-2,-1.4752990470234995,0.0,0.0007962,0.0,0.4036,200000,194505.10984801536,-5494.89015198464,0.9725255492400768
2020-08-23,-1,-1.1767874933251476,125568179.3725083,0.0007745,-252472.88401871154,0.3852,200000,194505.10984801536,-5494.89015198464,0.9725255492400768
2020-08-24,-1,-1.1566117986735347,125568179.3725083,0.0007816,-252472.88401871154,0.3925,200000,197239.69597489678,-2760.3040251032216,0.9861984798744838
2020-08-25,-1,-0.7340041055715665,125568179.3725083,0.0007459,-252472.88401871154,0.3619,200000,185031.24172032566,-14968.758279674337,0.9251562086016283
2020-08-26,-1,-0.6437166563375201,125568179.3725083,0.0007359,-252472.88401871154,0.3566,200000,182437.45364130137,-17562.54635869863,0.9121872682065069
2020-08-27,-1,-0.32050595615357247,125568179.3725083,0.0007156,-252472.88401871154,0.3394,200000,175545.88599491765,-24454.114005082345,0.8777294299745882
2020-08-28,-1,-0.3587498353311258,125568179.3725083,0.0007313,-252472.88401871154,0.3494,200000,180042.03525125314,-19957.96474874686,0.9002101762562656
2020-08-29,-1,-1.028400066991483,125568179.3725083,0.0007416,-252472.88401871154,0.3665,200000,185652.67381550994,-14347.326184490055,0.9282633690775497
2020-08-30,-1,-0.8365445010015189,125568179.3725083,0.000742,-252472.88401871154,0.365,200000,185324.19176123088,-14675.808238769125,0.9266209588061544
2020-08-31,-1,-1.0651741096866056,125568179.3725083,0.0007249,-252472.88401871154,0.3613,200000,182242.82622309175,-17757.173776908254,0.9112141311154587
2020-09-01,-1,-1.0522923705440204,125568179.3725083,0.00073,-252472.88401871154,0.3648,200000,183766.879031957,-16233.12096804299,0.918834395159785
2020-09-02,0,0.1675041304412783,0.0,0.0007035,0.0,0.3381,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-03,2,1.8373869598002042,0.0,0.0006018,0.0,0.2732,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-04,0,0.17914486814544012,0.0,0.0006042,0.0,0.2889,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-05,0,-0.8288774600921033,0.0,0.0005336,0.0,0.2646,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-06,-2,-2.2375636786238773,0.0,0.0005402,0.0,0.2863,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-07,-2,-1.4789583688526904,0.0,0.0005492,0.0,0.2844,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-08,-2,-1.462084450882462,0.0,0.0005328,0.0,0.2767,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-09,-2,-1.3394381292438615,0.0,0.0005491,0.0,0.2855,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-10,-2,-1.954343248738974,0.0,0.0005535,0.0,0.2994,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-11,0,0.4760252868686849,0.0,0.0006032,0.0,0.2931,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-12,0,-0.5550142706321789,0.0,0.000588,0.0,0.2987,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-13,0,-0.8651993257866238,0.0,0.0005446,0.0,0.281,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-14,0,-0.6185857725421694,0.0,0.0005563,0.0,0.2847,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-15,0,-0.11350638413472927,0.0,0.0005457,0.0,0.2736,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-16,0,0.47966018298146246,0.0,0.0005526,0.0,0.2708,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-17,0,-0.11753016245979134,0.0,0.0005585,0.0,0.2812,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-18,0,0.18818800951392606,0.0,0.0005497,0.0,0.2735,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-19,0,-0.3231751674332739,0.0,0.0005345,0.0,0.2719,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-20,0,0.11549883120274448,0.0,0.0005255,0.0,0.2627,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-21,0,0.3495968147405292,0.0,0.0004844,0.0,0.2398,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-22,0,0.18477290468346028,0.0,0.0004878,0.0,0.2436,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-23,0,-0.4010801023215883,0.0,0.0004541,0.0,0.2326,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-24,0,0.15632942820405515,0.0,0.0004884,0.0,0.2469,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-25,0,-0.857215802022718,0.0,0.0004914,0.0,0.2558,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-26,-2,-1.740443652342695,0.0,0.0004925,0.0,0.263,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-27,-2,-2.231960244677304,0.0,0.0004732,0.0,0.2597,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-28,-2,-2.4619112018518674,0.0,0.0004747,0.0,0.2686,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-29,-2,-2.2005829421618515,0.0,0.00048,0.0,0.2741,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-09-30,-2,-2.3631051487572634,0.0,0.0004804,0.0,0.2833,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-01,-2,-1.7283336442255632,0.0,0.000472,0.0,0.272,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-02,-2,-1.3942095339270086,0.0,0.000471,0.0,0.2688,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-03,-2,-1.3495136090503197,0.0,0.0004625,0.0,0.2659,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-04,-2,-1.5463925281693904,0.0,0.000465,0.0,0.275,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-05,-2,-1.4608122667845653,0.0,0.0004551,0.0,0.2712,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-06,0,-0.9398216667215684,0.0,0.0004392,0.0,0.2533,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-07,0,-0.8274466696183171,0.0,0.0004471,0.0,0.2574,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-08,0,-0.5690823126496244,0.0,0.0004622,0.0,0.2626,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-09,0,-0.4674707609344317,0.0,0.0004761,0.0,0.2699,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-10,0,-0.7732630331828153,0.0,0.0004691,0.0,0.2729,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-11,0,-0.31496664210496306,0.0,0.000497,0.0,0.2823,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-12,0,-0.19951806780551953,0.0,0.0005071,0.0,0.2877,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-13,0,-0.6579842722657971,0.0,0.0004882,0.0,0.2842,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-14,0,-0.061834446049658986,0.0,0.0004793,0.0,0.2734,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-15,0,-0.29226702560551443,0.0,0.00048,0.0,0.2767,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-16,0,0.06890969877696868,0.0,0.00046,0.0,0.2639,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-17,0,0.10862123347918741,0.0,0.0004688,0.0,0.2695,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-18,0,0.8143516888721305,0.0,0.0004786,0.0,0.2725,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-19,0,-0.7116689752035578,0.0,0.0004754,0.0,0.2769,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-20,2,3.260866480196743,0.0,0.0004901,0.0,0.2635,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-21,2,2.2725343265099,0.0,0.0005182,0.0,0.2809,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-22,2,1.7125380164827646,0.0,0.000518,0.0,0.2828,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-23,1,1.0262235498325216,-192220973.2498817,0.0004982,346847.11652695056,0.2761,200000,191528.97774618212,-8471.022253817879,0.9576448887309106
2020-10-24,0,-0.2718204437291665,0.0,0.0005028,0.0,0.288,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-25,0,-0.17311234339916942,0.0,0.0004882,0.0,0.2782,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-26,0,0.03056707170871575,0.0,0.0004832,0.0,0.2738,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-27,0,0.09584792400292799,0.0,0.0004909,0.0,0.2775,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-28,0,-0.9924480465020079,0.0,0.0004636,0.0,0.2692,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-29,0,-0.1548386459258596,0.0,0.0004558,0.0,0.2595,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-30,0,-0.5053626575399399,0.0,0.0004483,0.0,0.2571,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-10-31,0,0.1798848829012239,0.0,0.0004499,0.0,0.2539,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-01,0,0.4927135705478216,0.0,0.0004513,0.0,0.2527,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-02,0,0.3181988110654518,0.0,0.0004395,0.0,0.2467,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-03,0,0.5208766879389355,0.0,0.0004398,0.0,0.2455,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-04,2,2.032749111884331,0.0,0.0004403,0.0,0.2359,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-05,0,-0.529090424019837,0.0,0.0004374,0.0,0.2492,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-06,0,-0.5094151102866198,0.0,0.0004699,0.0,0.2674,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-07,0,-0.02197782097042152,0.0,0.0004578,0.0,0.2573,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-08,0,-0.48932376375394826,0.0,0.0004693,0.0,0.2662,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-09,2,2.136536999084011,0.0,0.0004703,0.0,0.2514,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-10,2,1.8071006229479711,0.0,0.0004733,0.0,0.2544,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-11,2,2.405241575361368,0.0,0.0004792,0.0,0.2513,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-12,2,1.7766787330950755,0.0,0.0004691,0.0,0.2484,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-13,2,1.2599277421999562,0.0,0.0004794,0.0,0.2566,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-14,2,1.84851631922523,0.0,0.0004826,0.0,0.2515,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-15,2,1.6188932520494563,0.0,0.0004804,0.0,0.2503,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-16,2,1.9431129841909534,0.0,0.0004973,0.0,0.2532,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-17,0,0.8209310733456169,0.0,0.0005021,0.0,0.2658,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-18,0,0.968489075136363,0.0,0.0004903,0.0,0.2572,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-19,2,1.4766739554628978,0.0,0.0004952,0.0,0.2536,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-20,0,0.35749412874441294,0.0,0.0004999,0.0,0.266,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-21,-2,-2.2641742199576047,0.0,0.0005471,0.0,0.3267,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-22,-2,-1.339057061205099,0.0,0.0005564,0.0,0.3196,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-23,-2,-2.372202403979142,0.0,0.000583,0.0,0.3612,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-24,-2,-1.270973905209023,0.0,0.0006555,0.0,0.3845,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-25,0,-0.594399927157462,0.0,0.0006298,0.0,0.3552,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-26,0,0.051951457305293776,0.0,0.0005607,0.0,0.3046,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-27,0,-0.30286142645982894,0.0,0.0005652,0.0,0.3126,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-28,-2,-1.2057656533637755,0.0,0.0005829,0.0,0.3397,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-29,-2,-1.4851882851026539,0.0,0.0005733,0.0,0.3435,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-11-30,0,-0.17259484286491186,0.0,0.0006355,0.0,0.3523,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-01,0,-0.08595402100531538,0.0,0.00059,0.0,0.3263,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-02,0,-0.7176635063174176,0.0,0.0005979,0.0,0.3445,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-03,0,-0.05063249076651915,0.0,0.0006283,0.0,0.3489,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-04,0,0.053837564338042265,0.0,0.0005814,0.0,0.322,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-05,0,-0.4623551023995228,0.0,0.0005969,0.0,0.3415,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-06,0,-0.2541427626780699,0.0,0.0005953,0.0,0.3383,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-07,1,1.0398298125363463,-158143552.44117326,0.0005953,295489.19261842576,0.3186,200000,188285.71353646088,-11714.286463539116,0.9414285676823044
2020-12-08,1,1.0240364427054387,-158143552.44117326,0.0005569,295489.19261842576,0.2991,200000,176450.96186666054,-23549.03813333946,0.8822548093333027
2020-12-09,1,0.48166576177545173,-158143552.44117326,0.0005567,295489.19261842576,0.3084,200000,179167.38264752366,-20832.617352476344,0.8958369132376183
2020-12-10,2,1.8145452106666426,0.0,0.0005434,0.0,0.2852,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-11,2,1.9806988471165117,0.0,0.0005316,0.0,0.2738,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-12,0,0.827837009238216,0.0,0.0005399,0.0,0.2907,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-13,0,0.24493259096590783,0.0,0.000548,0.0,0.3014,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-14,2,1.666078103249695,0.0,0.0005834,0.0,0.3025,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-15,2,1.2214999551786627,0.0,0.0005825,0.0,0.3054,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-16,0,0.8074113924439309,0.0,0.0006198,0.0,0.3296,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-17,0,0.9311212073207091,0.0,0.0006077,0.0,0.3206,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-18,0,0.837017535989977,0.0,0.0006137,0.0,0.3239,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-19,0,-0.762836599495008,0.0,0.000611,0.0,0.3405,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-20,0,-0.06671839603534761,0.0,0.0005963,0.0,0.3243,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-21,2,2.281063790916443,0.0,0.0006134,0.0,0.3044,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-22,2,2.4601530146816173,0.0,0.000635,0.0,0.3072,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-23,2,1.854786696557659,0.0,0.000541,0.0,0.2647,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-24,0,0.48407362109079044,0.0,0.0005681,0.0,0.2944,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-25,0,0.7793171217861359,0.0,0.000574,0.0,0.2926,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-26,1,1.1536830634138677,-165690336.8791167,0.0005732,331265.0892888374,0.2867,200000,189947.40219821938,-10052.59780178062,0.9497370109910969
2020-12-27,1,0.24147313696707326,-165690336.8791167,0.0005739,331265.0892888374,0.297,200000,193475.4158537098,-6524.584146290203,0.967377079268549
2020-12-28,0,-0.60181308302952,0.0,0.0005725,0.0,0.3064,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2020-12-29,0,-0.38858891170096255,0.0,0.0005719,0.0,0.3025,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2020-12-30,0,0.896050356715568,0.0,0.0005874,0.0,0.2954,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2020-12-31,0,0.6613403944814314,0.0,0.0005849,0.0,0.2964,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-01,2,2.112327876460163,0.0,0.0006155,0.0,0.2912,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-02,2,3.9328229899043237,0.0,0.0008032,0.0,0.2863,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-03,2,1.7977573050413709,0.0,0.0007508,0.0,0.3098,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-04,0,0.48087158038053696,0.0,0.0007322,0.0,0.3433,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-05,0,0.29362268424349885,0.0,0.0007393,0.0,0.352,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-06,0,-0.15831254895791885,0.0,0.000765,0.0,0.3819,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-07,0,0.16917674696737678,0.0,0.0007992,0.0,0.3831,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-08,0,0.6308224007067429,0.0,0.0008147,0.0,0.3693,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-09,1,1.0857077249565337,-91060852.80845201,0.0010065,212159.13970302534,0.432,200000,183305.4967034139,-16694.503296586103,0.9165274835170695
2021-01-10,1,0.7843297139857254,-91060852.80845201,0.0009735,212159.13970302534,0.427,200000,179239.69286221985,-20760.307137780153,0.8961984643110992
2021-01-11,2,1.2493441797391467,0.0,0.0008877,0.0,0.368,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-12,0,0.8371888613081507,0.0,0.0008387,0.0,0.3592,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-13,0,-0.8215854712959784,0.0,0.0008084,0.0,0.4151,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-14,-2,-1.285596235016577,0.0,0.0007747,0.0,0.4251,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-15,-2,-1.7196569172977165,0.0,0.0007204,0.0,0.4324,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-16,-2,-1.519903759244583,0.0,0.0007155,0.0,0.425,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-17,-2,-1.6079454813649465,0.0,0.0007062,0.0,0.4357,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-18,-2,-1.7289578232962397,0.0,0.0007288,0.0,0.4774,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-19,-2,-1.6114073656628318,0.0,0.0007036,0.0,0.4693,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-20,-2,-1.4854573651974783,0.0,0.0007018,0.0,0.4728,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-21,-2,-1.4327190233347575,0.0,0.0006025,0.0,0.4189,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-22,-2,-1.424416441073654,0.0,0.000645,0.0,0.4556,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-23,0,-0.9963124850421031,0.0,0.0006917,0.0,0.451,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-24,0,-0.9438238037043005,0.0,0.0006926,0.0,0.4563,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-25,0,-0.8220232940192325,0.0,0.0006618,0.0,0.4324,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-26,0,-0.6999429069814516,0.0,0.000671,0.0,0.4332,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-27,0,-0.4973851633609476,0.0,0.0006255,0.0,0.3915,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-28,0,0.31541153973626257,0.0,0.0007498,0.0,0.4038,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-29,0,0.7268213577269911,0.0,0.0008071,0.0,0.4125,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-30,0,0.3541992261378597,0.0,0.0007772,0.0,0.4296,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-01-31,0,0.7162277385444454,0.0,0.0007528,0.0,0.4079,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-02-01,0,0.9176685664877451,0.0,0.0007557,0.0,0.4164,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-02-02,1,1.1651726739366313,-117258414.6274032,0.0007934,216154.3358861099,0.4304,200000,186065.6523307634,-13934.347669236595,0.930328261653817
2021-02-03,1,0.8055618775859084,-117258414.6274032,0.0008064,216154.3358861099,0.453,200000,192475.09971194575,-7524.900288054254,0.9623754985597287
2021-02-04,1,0.7053853380412585,-117258414.6274032,0.000781,216154.3358861099,0.4411,200000,186924.49938336498,-13075.500616635021,0.9346224969168249
2021-02-05,0,-0.38710108758003886,0.0,0.0008201,0.0,0.5176,200000,170347.79391204633,-29652.206087953673,0.8517389695602317
2021-02-06,-2,-1.3371351668657316,0.0,0.0007917,0.0,0.5639,200000,170347.79391204633,-29652.206087953673,0.8517389695602317
2021-02-07,-1,-1.1222673420848628,106467371.19502895,0.0008,-152450.14669057305,0.5587,200000,170347.79391204633,-29652.206087953673,0.8517389695602317
2021-02-08,-1,-0.43317271875298086,106467371.19502895,0.001128,-152450.14669057305,0.7234,200000,230377.6308239532,30377.630823953194,1.1518881541197659
2021-02-09,-1,-0.2953225502079223,106467371.19502895,0.001196,-152450.14669057305,0.7522,200000,242007.97628990366,42007.97628990366,1.2100398814495184
2021-02-10,-2,-1.93187941327595,0.0,0.0011239,0.0,0.8853,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-11,-2,-2.3736977323215624,0.0,0.001292,0.0,1.1757,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-12,-2,-1.8950081448912164,0.0,0.0014056,0.0,1.2363,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-13,-2,-1.9022938226023374,0.0,0.0013934,0.0,1.3157,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-14,-2,-1.6245887487801218,0.0,0.0012804,0.0,1.1903,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-15,-2,-1.6003314627144436,0.0,0.0012961,0.0,1.2719,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-16,-2,-1.3976817048390253,0.0,0.0012916,0.0,1.2548,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-17,0,-0.8321653971811226,0.0,0.0015463,0.0,1.3007,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-18,-2,-1.2772787084524126,0.0,0.0014987,0.0,1.4956,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-19,0,-0.4663957407057204,0.0,0.0018465,0.0,1.4871,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-20,0,0.9138632027036694,0.0,0.0022773,0.0,1.3788,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-21,2,3.0824285970524508,0.0,0.00378,0.0,1.409,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-22,2,2.4044324481094095,0.0,0.0034332,0.0,1.3115,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
2021-02-23,2,2.2414426221971593,0.0,0.0030186,0.0,1.0921,200000,185653.23029111762,-14346.769708882377,0.9282661514555881
