date,statusList,zscore,VETUSDT_position,VETUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-02-01,0,0.9677311502736582,0.0,0.005997,0.0,0.03862,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-02,2,1.5653798016386122,0.0,0.006229,0.0,0.0394,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-03,0,0.5306522732586789,0.0,0.006304,0.0,0.04111,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-04,2,1.500791866302985,0.0,0.006532,0.0,0.04117,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-05,2,1.2336097420486625,0.0,0.006472,0.0,0.04095,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-06,-2,-1.2078382440113014,0.0,0.0068,0.0,0.04684,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-07,0,-0.9681381256162153,0.0,0.006817,0.0,0.04669,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-08,0,-0.40018590839114654,0.0,0.006669,0.0,0.04483,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-09,-2,-2.0291242065382984,0.0,0.006825,0.0,0.04946,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-10,-2,-2.208124672840467,0.0,0.00651,0.0,0.04853,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-11,0,-0.4001053730737978,0.0,0.007485,0.0,0.05124,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-12,-1,-1.0773274374710884,13091714.0048962,0.00747,-1844842.5507748462,0.05301,200000,195590.2072331492,-4409.792766850791,0.9779510361657461
2020-02-13,0,-0.03525472472790219,0.0,0.008059,0.0,0.05431,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-14,0,0.5696353780294168,0.0,0.008301,0.0,0.05425,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-15,0,0.08289153534758711,0.0,0.00747,0.0,0.04983,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-16,0,0.40480136196072614,0.0,0.007081,0.0,0.0465,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-17,0,-0.30785782589986,0.0,0.006743,0.0,0.0458,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-18,0,-0.22219048740407452,0.0,0.007058,0.0,0.04787,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-19,0,0.7274354047491562,0.0,0.006484,0.0,0.04213,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-20,2,1.2572711294218695,0.0,0.00649,0.0,0.04101,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-21,1,1.1430755488148006,-14343244.610302476,0.006633,2262514.661120959,0.04205,200000,190277.48300027265,-9722.516999727348,0.9513874150013633
2020-02-22,1,1.056281555937937,-14343244.610302476,0.006593,2262514.661120959,0.04199,200000,189568.00233619328,-10431.997663806716,0.9478400116809664
2020-02-23,2,1.3945438194172999,0.0,0.006955,0.0,0.04342,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-02-24,2,1.9109745757490137,0.0,0.006713,0.0,0.04061,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-02-25,2,1.7314323088656791,0.0,0.006211,0.0,0.03761,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-02-26,2,1.9452412524000793,0.0,0.005554,0.0,0.03268,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-02-27,2,2.2071406126859636,0.0,0.005806,0.0,0.03278,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-02-28,2,1.8879195089656864,0.0,0.00575,0.0,0.03242,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-02-29,2,1.496005925682348,0.0,0.005615,0.0,0.03215,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-01,0,0.8646012288553379,0.0,0.005427,0.0,0.03232,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-02,0,0.7516429697421813,0.0,0.005837,0.0,0.03483,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-03,0,0.8972192264130618,0.0,0.005773,0.0,0.03397,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-04,0,0.351514200048916,0.0,0.006035,0.0,0.03653,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-05,0,0.621456908825367,0.0,0.006129,0.0,0.03638,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-06,0,0.21518826954123937,0.0,0.00614,0.0,0.03714,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-07,0,-0.04864960404348751,0.0,0.005788,0.0,0.03539,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-08,0,-0.999845829400278,0.0,0.004698,0.0,0.02999,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-09,0,-0.262106568011765,0.0,0.004674,0.0,0.02859,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-10,0,-0.4801806803652772,0.0,0.004691,0.0,0.02883,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-11,-2,-1.284336147777724,0.0,0.004462,0.0,0.0283,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-12,2,3.70227608539143,0.0,0.002283,0.0,0.01071,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-13,2,3.0588462074995375,0.0,0.002823,0.0,0.01262,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-14,2,2.533635438870249,0.0,0.002545,0.0,0.01116,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-15,2,1.8332593138985995,0.0,0.002524,0.0,0.01147,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-16,2,1.8828808223440938,0.0,0.00226,0.0,0.00987,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-17,2,1.5723861716742975,0.0,0.002467,0.0,0.01088,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-18,2,1.5792821277206506,0.0,0.002544,0.0,0.01092,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-19,2,1.3224206937292728,0.0,0.002907,0.0,0.01264,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-20,0,0.820920813623702,0.0,0.002845,0.0,0.01311,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-21,0,0.6563926986059868,0.0,0.002897,0.0,0.01353,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-22,0,0.7609432872890082,0.0,0.00261,0.0,0.01187,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-23,0,0.4471794202715053,0.0,0.002859,0.0,0.01348,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-24,0,0.7157657176082032,0.0,0.00306,0.0,0.01374,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-25,0,0.34886739177628706,0.0,0.003056,0.0,0.0143,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-26,0,0.33886567575208276,0.0,0.003079,0.0,0.01429,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-27,0,0.1852290309977806,0.0,0.002998,0.0,0.01405,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-28,0,0.3321336749361971,0.0,0.002969,0.0,0.01354,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-29,0,0.16398086038091672,0.0,0.002721,0.0,0.0125,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-30,0,-0.29680694446364725,0.0,0.002933,0.0,0.01381,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-03-31,0,0.1897393982886125,0.0,0.003108,0.0,0.01404,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-01,0,0.4444169372740798,0.0,0.003153,0.0,0.01411,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-02,0,0.4136002711161983,0.0,0.003228,0.0,0.01446,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-03,0,0.7789652627529223,0.0,0.00326,0.0,0.01447,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-04,0,-0.1475827919296476,0.0,0.003245,0.0,0.01478,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-05,0,0.7618581865180702,0.0,0.00323,0.0,0.01437,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-06,2,1.7618671990872021,0.0,0.003643,0.0,0.01573,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-07,2,3.1595612533969875,0.0,0.003872,0.0,0.01564,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-08,2,2.5146006365780926,0.0,0.003979,0.0,0.01609,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-09,0,0.8544471133487923,0.0,0.003866,0.0,0.0167,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-10,2,1.6950115268034829,0.0,0.003608,0.0,0.01487,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-11,2,1.7679587103847438,0.0,0.003679,0.0,0.01492,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-12,2,1.4297510168188454,0.0,0.003681,0.0,0.01505,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-13,1,1.10667464662027,-26571953.82087203,0.003609,6431802.9067422645,0.01491,200000,191796.36267905432,-8203.63732094568,0.9589818133952716
2020-04-14,1,1.1747442294827142,-26571953.82087203,0.003667,6431802.9067422645,0.015,200000,193916.39826227172,-6083.601737728284,0.9695819913113586
2020-04-15,2,1.9945482003970068,0.0,0.003658,0.0,0.01411,200000,198243.83074167086,-1756.1692583291442,0.9912191537083542
2020-04-16,2,1.6133270661320602,0.0,0.003828,0.0,0.01491,200000,198243.83074167086,-1756.1692583291442,0.9912191537083542
2020-04-17,1,1.143626591077215,-26201933.74856871,0.003783,6599328.586606886,0.01502,200000,198243.83074167086,-1756.1692583291442,0.9912191537083542
2020-04-18,2,1.3582086012792962,0.0,0.003968,0.0,0.01544,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-19,0,0.867990366641355,0.0,0.003904,0.0,0.01555,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-20,0,0.9524221862437704,0.0,0.003644,0.0,0.01438,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-21,0,0.9935729246095868,0.0,0.003677,0.0,0.01441,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-22,2,1.3922174905133922,0.0,0.003898,0.0,0.01489,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-23,0,0.9408610838614813,0.0,0.003952,0.0,0.01536,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-24,0,-0.6148592470176687,0.0,0.004085,0.0,0.01693,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-25,-2,-3.138548315459732,0.0,0.004216,0.0,0.02032,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-26,0,-0.649417045974587,0.0,0.00448,0.0,0.01874,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-27,-2,-2.142812373234782,0.0,0.004356,0.0,0.02023,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-28,-2,-2.14550951591286,0.0,0.004287,0.0,0.02055,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-29,0,-0.9507221908797946,0.0,0.004766,0.0,0.02094,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-04-30,-2,-1.3837572291717903,0.0,0.004353,0.0,0.01997,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-05-01,-2,-1.3345564171147604,0.0,0.004437,0.0,0.02053,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-05-02,0,-0.9024555027735721,0.0,0.004515,0.0,0.02029,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-05-03,-1,-1.1377567791439103,23120899.17806801,0.004332,-4995498.0169272125,0.02005,200000,200319.4704787812,319.47047878120793,1.0015973523939061
2020-05-04,0,-0.12503660850632262,0.0,0.004444,0.0,0.0189,200000,191985.1070513713,-8014.892948628694,0.9599255352568565
2020-05-05,0,-0.5496575835059572,0.0,0.004419,0.0,0.01959,200000,191985.1070513713,-8014.892948628694,0.9599255352568565
2020-05-06,0,-0.27701883442295766,0.0,0.00425,0.0,0.01852,200000,191985.1070513713,-8014.892948628694,0.9599255352568565
2020-05-07,0,0.8531374472254563,0.0,0.00451,0.0,0.01806,200000,191985.1070513713,-8014.892948628694,0.9599255352568565
2020-05-08,1,1.0710586963433482,-20069528.23033361,0.004783,5081659.794901305,0.01889,200000,191985.1070513713,-8014.892948628694,0.9599255352568565
2020-05-09,1,0.47968943574479916,-20069528.23033361,0.004549,5081659.794901305,0.01879,200000,186780.67146598312,-13219.32853401688,0.9339033573299156
2020-05-10,0,0.16210557060361858,0.0,0.004165,0.0,0.01768,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-11,0,0.6295254618162879,0.0,0.004113,0.0,0.01697,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-12,0,0.45727820438133104,0.0,0.004243,0.0,0.01785,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-13,0,0.7752597799248055,0.0,0.004459,0.0,0.01853,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-14,0,0.11337934230523701,0.0,0.004494,0.0,0.01944,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-15,0,-0.49463543951951905,0.0,0.004377,0.0,0.0195,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-16,-2,-1.7073801948244238,0.0,0.004449,0.0,0.02156,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-17,-1,-1.0453215291802656,20981806.02766106,0.004426,-4512413.677280265,0.02058,200000,185730.9469568557,-14269.05304314429,0.9286547347842785
2020-05-18,-1,-0.62089774528098,20981806.02766106,0.004487,-4512413.677280265,0.02023,200000,185431.4923374949,-14568.507662505086,0.9271574616874746
2020-05-19,-1,-0.6386372441525767,20981806.02766106,0.004534,-4512413.677280265,0.0205,200000,187635.98891366067,-12364.011086339335,0.9381799445683033
2020-05-20,0,0.018869422026460813,0.0,0.004525,0.0,0.01967,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-21,0,-0.7311871959536858,0.0,0.004237,0.0,0.01915,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-22,0,-0.18663219752945623,0.0,0.00464,0.0,0.02034,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-23,0,-0.0826920141647393,0.0,0.004609,0.0,0.02003,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-24,0,-0.6074586526603871,0.0,0.004467,0.0,0.01999,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-25,0,-0.5142011874244659,0.0,0.005064,0.0,0.02256,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-26,-2,-1.927137626817793,0.0,0.004871,0.0,0.02386,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-27,-1,-1.1150835539767474,18336136.81717649,0.004896,-3913414.3791149138,0.02294,200000,179547.45171379222,-20452.548286207777,0.8977372585689611
2020-05-28,0,1.8247998512399062,0.0,0.005508,0.0,0.02211,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-05-29,2,1.3948631266074756,0.0,0.005547,0.0,0.02271,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-05-30,2,2.9197712531757554,0.0,0.006227,0.0,0.02242,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-05-31,2,2.4396646913335354,0.0,0.006247,0.0,0.02233,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-06-01,2,2.0760790302963805,0.0,0.006655,0.0,0.02372,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-06-02,2,2.668134251152012,0.0,0.00725,0.0,0.02303,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-06-03,2,1.4440396436253735,0.0,0.007099,0.0,0.02496,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-06-04,1,1.0206930318681144,-12260665.630348697,0.006732,3366182.7497352134,0.02452,200000,165077.60204701487,-34922.397952985135,0.8253880102350744
2020-06-05,1,0.7847430917083837,-12260665.630348697,0.006693,3366182.7497352134,0.02481,200000,165575.62908485447,-34424.370915145526,0.8278781454242724
2020-06-06,1,0.4329403663792483,-12260665.630348697,0.007301,3366182.7497352134,0.02799,200000,183734.57493226446,-16265.425067735545,0.9186728746613223
2020-06-07,1,0.4521529686801294,-12260665.630348697,0.007246,3366182.7497352134,0.02752,200000,181478.13243021973,-18521.86756978027,0.9073906621510986
2020-06-08,1,1.135603246065131,-12260665.630348697,0.007787,3366182.7497352134,0.02709,200000,186663.69395385223,-13336.306046147773,0.9333184697692611
2020-06-09,2,1.305064536878351,0.0,0.008181,0.0,0.02752,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-10,2,1.4649561686220953,0.0,0.009008,0.0,0.02926,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-11,2,1.9435979784587798,0.0,0.008762,0.0,0.02621,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-12,2,2.0604088236719855,0.0,0.00971,0.0,0.02755,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-13,2,1.207593806755259,0.0,0.009597,0.0,0.02961,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-14,0,0.4471620171663466,0.0,0.00864,0.0,0.02905,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-15,0,0.8737819534254584,0.0,0.00901,0.0,0.02858,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-16,0,-0.4535694860492165,0.0,0.009061,0.0,0.03274,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-17,0,-0.04190275373434355,0.0,0.009013,0.0,0.03102,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-18,0,-0.38517830379033635,0.0,0.00866,0.0,0.03046,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-19,0,-0.9974954249471635,0.0,0.008379,0.0,0.0312,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-20,0,-0.9890725913102814,0.0,0.00829,0.0,0.03097,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-21,0,-0.6192878018561537,0.0,0.008626,0.0,0.03117,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-22,0,0.21184524970320556,0.0,0.009283,0.0,0.03128,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-23,0,0.1718699040749324,0.0,0.008903,0.0,0.03004,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-24,0,0.7081570626229262,0.0,0.008996,0.0,0.02888,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-25,0,0.8364631612047874,0.0,0.008882,0.0,0.02803,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-26,1,1.1175489873251556,-9651623.549904149,0.008949,3149977.357698477,0.02742,200000,172744.75829618447,-27255.241703815525,0.8637237914809224
2020-06-27,1,1.1033882989837926,-9651623.549904149,0.008608,3149977.357698477,0.02621,200000,165642.082062852,-34357.91793714801,0.8282104103142599
2020-06-28,1,0.9229725117234723,-9651623.549904149,0.00869,3149977.357698477,0.02662,200000,167725.0059106005,-32274.994089399494,0.8386250295530026
2020-06-29,1,0.5672865059299809,-9651623.549904149,0.008691,3149977.357698477,0.02722,200000,169624.64394876952,-30375.356051230483,0.8481232197438475
2020-06-30,1,0.5194307874304915,-9651623.549904149,0.008837,3149977.357698477,0.02772,200000,172608.76966590475,-27391.23033409525,0.8630438483295237
2020-07-01,2,1.3224412446821185,0.0,0.009436,0.0,0.02788,200000,175996.1093804465,-24003.89061955351,0.8799805469022325
2020-07-02,1,1.103114266022843,-9208670.436398413,0.009556,3039656.465983532,0.02895,200000,175996.1093804465,-24003.89061955351,0.8799805469022325
2020-07-03,1,1.1928039878739156,-9208670.436398413,0.010223,3039656.465983532,0.03069,200000,187427.29481233557,-12572.705187664425,0.9371364740616779
2020-07-04,2,3.1952327052632334,0.0,0.012525,0.0,0.02968,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-05,2,3.3635770014329136,0.0,0.014307,0.0,0.02799,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-06,2,2.0838419958509515,0.0,0.01442,0.0,0.03112,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-07,2,2.5138193936427493,0.0,0.017325,0.0,0.03214,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-08,2,2.1394806848142394,0.0,0.019932,0.0,0.0365,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-09,2,1.5826377051629772,0.0,0.01825,0.0,0.03538,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-10,1,1.16370797302143,-5874107.795021479,0.017119,2869830.232390773,0.03504,200000,201117.70268594538,1117.7026859453763,1.0055885134297269
2020-07-11,1,1.0093092159963069,-5874107.795021479,0.018535,2869830.232390773,0.0383,200000,218791.08588128973,18791.085881289735,1.0939554294064486
2020-07-12,1,0.2628336701844486,-5874107.795021479,0.018155,2869830.232390773,0.04318,200000,230563.69645324856,30563.696453248558,1.1528184822662428
2020-07-13,0,-0.10638664427742546,0.0,0.018461,0.0,0.04705,200000,174534.09425585106,-25465.905744148942,0.8726704712792552
2020-07-14,0,-0.050500588228216986,0.0,0.01845,0.0,0.04591,200000,174534.09425585106,-25465.905744148942,0.8726704712792552
2020-07-15,0,-0.24615086806604833,0.0,0.018996,0.0,0.04875,200000,174534.09425585106,-25465.905744148942,0.8726704712792552
2020-07-16,0,-0.7962186550213172,0.0,0.018036,0.0,0.05205,200000,174534.09425585106,-25465.905744148942,0.8726704712792552
2020-07-17,0,-0.6843824937285821,0.0,0.018211,0.0,0.05088,200000,174534.09425585106,-25465.905744148942,0.8726704712792552
2020-07-18,-1,-1.0015704994133465,4803338.129013955,0.018168,-1601818.0456667682,0.05448,200000,174534.09425585106,-25465.905744148942,0.8726704712792552
2020-07-19,-1,-1.0354539170613979,4803338.129013955,0.018017,-1601818.0456667682,0.05423,200000,173408.33568695327,-26591.664313046727,0.8670416784347663
2020-07-20,-2,-1.526044555104736,0.0,0.016074,0.0,0.0556,200000,186386.32050915307,-13613.679490846931,0.9319316025457653
2020-07-21,-2,-1.2256015820895898,0.0,0.0175,0.0,0.05648,200000,186386.32050915307,-13613.679490846931,0.9319316025457653
2020-07-22,-1,-1.1055607475638387,5335384.453802973,0.017467,-1698745.174162897,0.05486,200000,186386.32050915307,-13613.679490846931,0.9319316025457653
2020-07-23,-1,-0.9904532833536964,5335384.453802973,0.017381,-1698745.174162897,0.0531,200000,182937.6859395993,-17062.314060400706,0.9146884296979965
2020-07-24,-1,-0.7321631868537691,5335384.453802973,0.016995,-1698745.174162897,0.04941,200000,174609.85784777027,-25390.14215222973,0.8730492892388513
2020-07-25,-1,-0.4427825267191079,5335384.453802973,0.018218,-1698745.174162897,0.05028,200000,182612.94133629304,-17387.058663706965,0.9130647066814652
2020-07-26,-1,-0.7402446220454721,5335384.453802973,0.017554,-1698745.174162897,0.05289,200000,183503.970963533,-16496.029036466993,0.9175198548176651
2020-07-27,-2,-1.6017087064341138,0.0,0.015641,0.0,0.06221,200000,208614.50955189456,8614.50955189456,1.043072547759473
2020-07-28,-2,-1.8695526070156714,0.0,0.01598,0.0,0.07266,200000,208614.50955189456,8614.50955189456,1.043072547759473
2020-07-29,-2,-1.6702643230452539,0.0,0.015583,0.0,0.06878,200000,208614.50955189456,8614.50955189456,1.043072547759473
2020-07-30,-2,-1.5589472468703223,0.0,0.017315,0.0,0.07629,200000,208614.50955189456,8614.50955189456,1.043072547759473
2020-07-31,-2,-1.4421033189583692,0.0,0.017204,0.0,0.07437,200000,208614.50955189456,8614.50955189456,1.043072547759473
2020-08-01,-2,-1.3276932132117933,0.0,0.017319,0.0,0.07495,200000,208614.50955189456,8614.50955189456,1.043072547759473
2020-08-02,-2,-1.2767865997292356,0.0,0.016207,0.0,0.07163,200000,208614.50955189456,8614.50955189456,1.043072547759473
