date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-02-04,0,1.0653408789619259,0.0,0.006656,0.0,2.307,200000,191257.69143046715,-8742.308569532848,0.9562884571523358
2020-02-05,0,-0.28105218540743254,0.0,0.006681,0.0,2.442,200000,191257.69143046715,-8742.308569532848,0.9562884571523358
2020-02-06,0,0.6003849490349462,0.0,0.007113,0.0,2.544,200000,191257.69143046715,-8742.308569532848,0.9562884571523358
2020-02-07,2,1.2501625326549688,0.0,0.007299,0.0,2.572,200000,191257.69143046715,-8742.308569532848,0.9562884571523358
2020-02-08,0,-0.3404513260462699,0.0,0.007077,0.0,2.6,200000,191257.69143046715,-8742.308569532848,0.9562884571523358
2020-02-09,1,1.0438394737982941,-12586054.976998365,0.007598,35457.48821476958,2.697,200000,191257.69143046712,-8742.308569532877,0.9562884571523356
2020-02-10,2,1.7013968201737657,0.0,0.007472,0.0,2.597,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-11,0,0.6519101057661238,0.0,0.007594,0.0,2.709,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-12,0,0.9887712851827448,0.0,0.007946,0.0,2.805,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-13,0,-0.3377848204906125,0.0,0.007778,0.0,2.849,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-14,0,-0.036222245425228033,0.0,0.008343,0.0,3.032,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-15,0,-0.10841758749036497,0.0,0.007382,0.0,2.69,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-16,0,-0.9051800378485683,0.0,0.006682,0.0,2.493,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-17,-2,-1.6603822847405656,0.0,0.006532,0.0,2.51,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-18,-2,-1.7749717887719394,0.0,0.006785,0.0,2.639,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-19,-2,-2.0216987002026667,0.0,0.006205,0.0,2.443,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-20,-2,-1.387982611617223,0.0,0.006189,0.0,2.389,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-21,0,-0.9637298588997448,0.0,0.006347,0.0,2.416,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-22,-1,-1.0964533716030658,15526968.605339304,0.006222,-40455.94583853482,2.388,200000,193217.5973248423,-6782.402675157704,0.9660879866242115
2020-02-23,-2,-1.2226246389611788,0.0,0.006432,0.0,2.491,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-02-24,0,-0.8458352954662048,0.0,0.006165,0.0,2.358,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-02-25,-2,-2.5684766571439375,0.0,0.005595,0.0,2.384,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-02-26,-2,-1.805040088656635,0.0,0.00505,0.0,2.097,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-02-27,-2,-1.2780201892199587,0.0,0.00523,0.0,2.123,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-02-28,0,-0.718724117214436,0.0,0.005251,0.0,2.073,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-02-29,0,-0.6891342947392542,0.0,0.005115,0.0,2.025,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-01,0,-0.880587913776401,0.0,0.005049,0.0,2.028,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-02,-2,-1.2988528099799124,0.0,0.005283,0.0,2.182,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-03,-2,-1.2567809196847248,0.0,0.005186,0.0,2.145,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-04,0,-0.09810290611835205,0.0,0.005471,0.0,2.152,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-05,0,-0.46431839114642737,0.0,0.005473,0.0,2.194,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-06,0,-0.6775401098609228,0.0,0.00571,0.0,2.314,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-07,0,-0.9792199887769475,0.0,0.005386,0.0,2.212,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-08,0,-0.8515888116510163,0.0,0.004615,0.0,1.893,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-09,-2,-2.0079760685298393,0.0,0.004498,0.0,1.943,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-10,-2,-1.564530438509267,0.0,0.004562,0.0,1.954,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-11,-2,-1.7942143474788252,0.0,0.004444,0.0,1.943,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-12,-2,-2.1991240744593177,0.0,0.002293,0.0,1.039,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-13,-2,-2.802698799625299,0.0,0.002562,0.0,1.258,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-14,-2,-1.3381897785600343,0.0,0.002599,0.0,1.173,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-15,0,-0.7650083750859612,0.0,0.002761,0.0,1.209,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-16,0,-0.5558942224721728,0.0,0.002417,0.0,1.047,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-17,0,-0.626932090257977,0.0,0.002515,0.0,1.097,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-18,0,-0.7979330822569222,0.0,0.00251,0.0,1.111,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-19,0,-0.6634299388822278,0.0,0.002847,0.0,1.256,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-20,2,1.534182699226694,0.0,0.003146,0.0,1.232,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-21,2,2.609401177704871,0.0,0.003433,0.0,1.232,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-22,2,1.2205711700580777,0.0,0.002959,0.0,1.147,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-23,2,1.4299879800636937,0.0,0.003258,0.0,1.234,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-24,2,1.312470415059581,0.0,0.003346,0.0,1.272,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-25,0,0.5303865302159807,0.0,0.003137,0.0,1.261,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-26,0,0.4597384906157894,0.0,0.003161,0.0,1.277,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-27,0,0.4027827512100972,0.0,0.00297,0.0,1.204,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-28,0,0.2481250908931392,0.0,0.002958,0.0,1.213,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-29,0,0.03463325323331888,0.0,0.002743,0.0,1.141,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-30,0,0.22300822978393006,0.0,0.002925,0.0,1.197,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-03-31,0,0.5164756807149599,0.0,0.003034,0.0,1.21,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-01,0,0.31240032319693506,0.0,0.003036,0.0,1.223,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-02,0,0.08712240395299069,0.0,0.003122,0.0,1.268,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-03,0,0.2599675413494218,0.0,0.003169,0.0,1.268,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-04,0,0.2859539867635168,0.0,0.003241,0.0,1.29,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-05,0,0.19630079321219232,0.0,0.003157,0.0,1.258,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-06,0,-0.24604247067421098,0.0,0.00349,0.0,1.416,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-07,0,-0.3367107963099944,0.0,0.003395,0.0,1.375,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-08,-2,-1.3947590052773435,0.0,0.003571,0.0,1.5,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-09,-2,-1.3888159909420126,0.0,0.003491,0.0,1.476,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-10,-2,-1.539889254050309,0.0,0.003169,0.0,1.341,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-11,-2,-1.673859004866182,0.0,0.00315,0.0,1.348,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-12,-2,-1.6822158697820688,0.0,0.003169,0.0,1.36,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-13,-1,-1.1939577207906937,30599605.349793527,0.003172,-72380.2745485049,1.341,200000,194123.89633909013,-5876.103660909866,0.9706194816954506
2020-04-14,-1,-0.9173245902017663,30599605.349793527,0.003163,-72380.2745485049,1.331,200000,193124.69714545694,-6875.302854543057,0.9656234857272847
2020-04-15,-2,-1.4418172849074653,0.0,0.003021,0.0,1.295,200000,195414.94411767775,-4585.055882322253,0.9770747205883887
2020-04-16,-2,-1.2331760343155524,0.0,0.003279,0.0,1.403,200000,195414.94411767775,-4585.055882322253,0.9770747205883887
2020-04-17,0,-0.8541859387842712,0.0,0.00326,0.0,1.383,200000,195414.94411767775,-4585.055882322253,0.9770747205883887
2020-04-18,0,-0.6395605009096305,0.0,0.003405,0.0,1.437,200000,195414.94411767775,-4585.055882322253,0.9770747205883887
2020-04-19,0,-0.7666611600520077,0.0,0.003277,0.0,1.391,200000,195414.94411767775,-4585.055882322253,0.9770747205883887
2020-04-20,-1,-1.0684947527355186,32014243.793852843,0.003052,-74528.9641943851,1.311,200000,195414.94411767775,-4585.055882322253,0.9770747205883887
2020-04-21,-1,-1.1461672803313165,32014243.793852843,0.003044,-74528.9641943851,1.315,200000,195456.94602410443,-4543.053975895571,0.9772847301205222
2020-04-22,-1,-0.9023944768022651,32014243.793852843,0.003178,-74528.9641943851,1.367,200000,203622.36083058876,3622.360830588761,1.0181118041529438
2020-04-23,0,0.36115601263155206,0.0,0.003336,0.0,1.389,200000,192136.15808738556,-7863.841912614444,0.9606807904369278
2020-04-24,2,2.2158145843257366,0.0,0.003587,0.0,1.426,200000,192136.15808738556,-7863.841912614444,0.9606807904369278
2020-04-25,0,0.12174856611623346,0.0,0.003527,0.0,1.482,200000,192136.15808738556,-7863.841912614444,0.9606807904369278
2020-04-26,0,-0.6540270728321103,0.0,0.003577,0.0,1.532,200000,192136.15808738556,-7863.841912614444,0.9606807904369278
2020-04-27,0,-0.23815036562993772,0.0,0.003538,0.0,1.505,200000,192136.15808738556,-7863.841912614444,0.9606807904369278
2020-04-28,-1,-1.1753061602579724,27292067.910139993,0.00352,-62912.952877336465,1.527,200000,192136.15808738556,-7863.841912614444,0.9606807904369278
2020-04-29,0,0.9390274973787127,0.0,0.003922,0.0,1.633,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-04-30,0,0.497686907160321,0.0,0.00366,0.0,1.536,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-01,0,0.6316269109746846,0.0,0.003791,0.0,1.585,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-02,0,0.6377233409907631,0.0,0.003933,0.0,1.642,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-03,0,0.7244332085803813,0.0,0.003804,0.0,1.584,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-04,0,0.8443716010811703,0.0,0.003754,0.0,1.558,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-05,0,0.3986410894180723,0.0,0.003699,0.0,1.547,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-06,0,-0.14303606042348238,0.0,0.00357,0.0,1.508,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-07,0,-0.9201388745171689,0.0,0.003699,0.0,1.588,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-08,-1,-1.179824709599033,24514946.46208652,0.003831,-56678.79293678544,1.657,200000,187833.51979250694,-12166.480207493063,0.9391675989625347
2020-05-09,-1,-0.5386414626883285,24514946.46208652,0.003734,-56678.79293678544,1.594,200000,181884.80603066704,-18115.193969332962,0.9094240301533352
2020-05-10,-1,-0.8979990313621373,24514946.46208652,0.003352,-56678.79293678544,1.442,200000,163904.9199557586,-36095.08004424139,0.819524599778793
2020-05-11,-1,-0.7659932611802451,24514946.46208652,0.003268,-56678.79293678544,1.401,200000,159521.83394253516,-40478.16605746484,0.7976091697126758
2020-05-12,-1,-1.1371775037075598,24514946.46208652,0.003396,-56678.79293678544,1.468,200000,166457.22621644684,-33542.77378355316,0.8322861310822343
2020-05-13,0,0.21661909371878268,0.0,0.003544,0.0,1.49,200000,185403.95100668262,-14596.048993317381,0.927019755033413
2020-05-14,-2,-1.306119234548613,0.0,0.00355,0.0,1.536,200000,185403.95100668262,-14596.048993317381,0.927019755033413
2020-05-15,-1,-1.1289518215013823,26699877.737137474,0.003472,-61760.14357317876,1.501,200000,185403.95100668262,-14596.048993317381,0.927019755033413
2020-05-16,-2,-1.9881435085387555,0.0,0.003495,0.0,1.54,200000,187198.49941808244,-12801.500581917557,0.9359924970904122
2020-05-17,-2,-1.8257381917461168,0.0,0.003502,0.0,1.547,200000,187198.49941808244,-12801.500581917557,0.9359924970904122
2020-05-18,0,-0.9262702018591461,0.0,0.003639,0.0,1.579,200000,187198.49941808244,-12801.500581917557,0.9359924970904122
2020-05-19,-2,-1.5167087228971332,0.0,0.00359,0.0,1.582,200000,187198.49941808244,-12801.500581917557,0.9359924970904122
2020-05-20,-2,-1.3132184718578022,0.0,0.00358,0.0,1.576,200000,187198.49941808244,-12801.500581917557,0.9359924970904122
2020-05-21,1,1.0107508123769695,26247686.40186237,0.003566,-62524.548903835144,1.497,200000,187198.49941808244,-12801.500581917557,0.9359924970904122
2020-05-22,1,0.7117982740529641,26247686.40186237,0.00417,-62524.548903835144,1.763,200000,219683.63201322744,19683.63201322744,1.0984181600661371
2020-05-23,1,0.7094329205614834,26247686.40186237,0.003939,-62524.548903835144,1.668,200000,207680.58430853288,7680.584308532882,1.0384029215426644
2020-05-24,2,1.9697246023342996,0.0,0.003773,0.0,1.56,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-25,2,3.9150988105900266,0.0,0.004598,0.0,1.657,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-26,2,2.439823690265063,0.0,0.004459,0.0,1.658,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-27,2,2.066677562840716,0.0,0.00441,0.0,1.635,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-28,2,1.7802148643505813,0.0,0.004558,0.0,1.689,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-29,2,1.4109884258598149,0.0,0.004499,0.0,1.687,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-30,1,1.1197009052516822,-19854032.399234675,0.004752,52356.47167656114,1.802,200000,188692.72392232635,-11307.276077673654,0.9434636196116317
2020-05-31,2,1.2947580285182567,0.0,0.00471,0.0,1.747,200000,190738.46050376934,-9261.53949623066,0.9536923025188467
2020-06-01,1,1.1589366888003039,-18725550.805396557,0.005093,50459.910186182366,1.89,200000,190738.46050376934,-9261.53949623066,0.9536923025188467
2020-06-02,2,1.211582810189303,0.0,0.004899,0.0,1.794,200000,191949.85502539587,-8050.144974604133,0.9597492751269794
2020-06-03,1,1.1308254397375423,-19156672.15822314,0.00501,52473.98989212572,1.829,200000,191949.85502539587,-8050.144974604133,0.9597492751269794
2020-06-04,1,0.8192715717841039,-19156672.15822314,0.004952,52473.98989212572,1.838,200000,191311.03394924809,-8688.966050751915,0.9565551697462404
2020-06-05,2,1.491077596008458,0.0,0.005146,0.0,1.798,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-06,2,1.4431135707031122,0.0,0.005327,0.0,1.848,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-07,2,1.2064933148019157,0.0,0.005165,0.0,1.807,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-08,2,1.2515142613490535,0.0,0.005267,0.0,1.825,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-09,2,1.7641069101652969,0.0,0.005431,0.0,1.805,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-10,2,1.7283469449922169,0.0,0.005658,0.0,1.863,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-11,2,1.508057064796834,0.0,0.005085,0.0,1.686,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-12,2,2.4152092462215715,0.0,0.00564,0.0,1.745,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-13,2,2.733405392070853,0.0,0.006057,0.0,1.778,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-14,2,1.739593275948147,0.0,0.005607,0.0,1.72,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-15,2,1.6607309634978662,0.0,0.00552,0.0,1.674,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-16,2,1.8346318888416546,0.0,0.005911,0.0,1.732,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-17,2,1.3919421841251156,0.0,0.005715,0.0,1.71,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-18,2,1.4211257729485092,0.0,0.005711,0.0,1.682,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-19,2,1.6111512159799528,0.0,0.00587,0.0,1.676,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-20,2,1.7444172413118826,0.0,0.006064,0.0,1.68,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-21,1,1.106426882161592,-16430641.216546914,0.00597,56732.75191601218,1.729,200000,196181.85612557014,-3818.143874429865,0.9809092806278507
2020-06-22,2,1.6801148402902304,0.0,0.006767,0.0,1.838,200000,203093.2072163127,3093.2072163127013,1.0154660360815635
2020-06-23,2,1.4109591041494678,0.0,0.006545,0.0,1.796,200000,203093.2072163127,3093.2072163127013,1.0154660360815635
2020-06-24,2,1.3553678207728885,0.0,0.006352,0.0,1.736,200000,203093.2072163127,3093.2072163127013,1.0154660360815635
2020-06-25,0,0.9821119752732264,0.0,0.006149,0.0,1.718,200000,203093.2072163127,3093.2072163127013,1.0154660360815635
2020-06-26,1,1.131962406149223,-16587161.647853047,0.006122,60516.450302834535,1.678,200000,203093.2072163127,3093.2072163127013,1.0154660360815635
2020-06-27,1,0.5070983916429035,-16587161.647853047,0.005522,60516.450302834535,1.577,200000,187028.7487470146,-12971.251252985414,0.9351437437350729
2020-06-28,1,0.34862323696285963,-16587161.647853047,0.005625,60516.450302834535,1.615,200000,191036.85150825116,-8963.148491748841,0.9551842575412558
2020-06-29,0,-0.34792683229789556,0.0,0.005613,0.0,1.671,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-06-30,0,-0.4906388609779066,0.0,0.005518,0.0,1.643,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-01,0,-0.2935588527585496,0.0,0.00567,0.0,1.657,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-02,-2,-1.2163935333239204,0.0,0.005443,0.0,1.647,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-03,0,-0.8109614843172899,0.0,0.005488,0.0,1.636,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-04,-2,-1.2301998878151175,0.0,0.005601,0.0,1.695,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-05,2,2.4562564855989764,0.0,0.006866,0.0,1.774,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-06,0,0.13082408459472808,0.0,0.006409,0.0,1.821,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-07,0,0.5107200571723998,0.0,0.006483,0.0,1.807,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-08,-2,-1.4514834568089015,0.0,0.006624,0.0,2.019,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-09,-2,-2.465203219344318,0.0,0.006415,0.0,2.13,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-10,-2,-1.5249370764661265,0.0,0.006419,0.0,2.037,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-11,-2,-1.562160147392459,0.0,0.00645,0.0,2.079,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-12,-2,-1.3534173325560743,0.0,0.006368,0.0,2.045,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-13,-2,-2.461075095485385,0.0,0.006015,0.0,2.211,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-14,-2,-2.2870882963011043,0.0,0.006164,0.0,2.346,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-15,-2,-1.9333961049321107,0.0,0.006028,0.0,2.293,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-16,-2,-1.9006535057156504,0.0,0.005841,0.0,2.303,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-17,-2,-1.7623350093810783,0.0,0.005945,0.0,2.392,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-18,-2,-1.5540650851929125,0.0,0.005871,0.0,2.364,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-19,-1,-1.1905545978551217,16151180.418088699,0.006039,-41611.33896964064,2.344,200000,195073.9570896753,-4926.042910324701,0.9753697854483765
2020-07-20,-1,-0.8560134175633843,16151180.418088699,0.005934,-41611.33896964064,2.215,200000,188010.22041869233,-11989.779581307666,0.9400511020934617
2020-07-21,-1,-0.9846201592343264,16151180.418088699,0.006069,-41611.33896964064,2.351,200000,195849.77187500545,-4150.228124994552,0.9792488593750273
2020-07-22,-1,-0.7514573810011755,16151180.418088699,0.006288,-41611.33896964064,2.376,200000,200427.1638608079,427.1638608078938,1.0021358193040395
2020-07-23,-1,-0.6835113779361461,16151180.418088699,0.006229,-41611.33896964064,2.357,200000,198683.6287757175,-1316.3712242825131,0.9934181438785874
2020-07-24,-1,-0.6759025458659179,16151180.418088699,0.005979,-41611.33896964064,2.287,200000,191733.03994332044,-8266.960056679556,0.9586651997166022
2020-07-25,-1,-0.8593927867243416,16151180.418088699,0.006084,-41611.33896964064,2.409,200000,198505.49724151593,-1494.5027584840718,0.9925274862075797
2020-07-26,-1,-0.7629261104756261,16151180.418088699,0.00598,-41611.33896964064,2.357,200000,194661.9848516134,-5338.015148386592,0.9733099242580671
2020-07-27,-2,-1.252458702089227,0.0,0.005545,0.0,2.32,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-07-28,0,-0.9603676504387013,0.0,0.005826,0.0,2.374,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-07-29,0,-0.9951348405813258,0.0,0.0057,0.0,2.351,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-07-30,0,-0.9671442375608195,0.0,0.005749,0.0,2.373,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-07-31,0,-0.9654500961713833,0.0,0.005862,0.0,2.42,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-08-01,-2,-2.2727846951200763,0.0,0.006032,0.0,2.65,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-08-02,-2,-2.131680782108929,0.0,0.005414,0.0,2.403,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-08-03,-2,-2.5822499718113088,0.0,0.005509,0.0,2.621,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
2020-08-04,-2,-2.649942458803411,0.0,0.005589,0.0,2.848,200000,202053.96808093978,2053.9680809397832,1.0102698404046988
