date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-08-04,0,0.7097613865226299,0.0,86.88,0.0,0.00914,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-08-05,2,1.2052942150734764,0.0,92.2,0.0,0.00907,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-08-06,1,1.1466980400113997,-905.249788963442,100.42,9090518.380770884,0.01,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-08-07,1,0.8739787187879738,-905.249788963442,96.53,9090518.380770884,0.00996,200000,177925.32520111906,-22074.674798880937,0.8896266260055953
2020-08-08,1,0.6868977139724759,-905.249788963442,98.36,9090518.380770884,0.01035,200000,183127.23448342283,-16872.765516577172,0.9156361724171141
2020-08-09,1,0.25954381245895913,-905.249788963442,97.72,9090518.380770884,0.01088,200000,187365.8493602948,-12634.150639705214,0.936829246801474
2020-08-10,0,-0.7267823330483371,0.0,95.54,0.0,0.01256,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-11,0,-0.5617123981188343,0.0,88.55,0.0,0.01104,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-12,0,-0.773688840754611,0.0,91.7,0.0,0.01155,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-13,0,-0.34525760419410195,0.0,92.77,0.0,0.01084,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-14,0,-0.9380228937000576,0.0,92.0,0.0,0.01132,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-15,0,-0.3723173628043846,0.0,93.95,0.0,0.01074,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-16,-1,-1.1412635517121625,810.651281246069,95.06,-6541639.286523881,0.01178,200000,154121.02159050264,-45878.97840949736,0.7706051079525132
2020-08-17,-1,-0.7869534435591663,810.651281246069,97.62,-6541639.286523881,0.01169,200000,155607.54133470543,-44392.45866529457,0.7780377066735271
2020-08-18,-1,-0.8638941376752061,810.651281246069,92.66,-6541639.286523881,0.01125,200000,148708.38969365443,-51291.61030634557,0.7435419484682722
2020-08-19,-1,-0.5136631984782917,810.651281246069,87.72,-6541639.286523881,0.01029,200000,138423.79864923592,-61576.20135076408,0.6921189932461795
2020-08-20,-1,-0.4965207799574637,810.651281246069,91.5,-6541639.286523881,0.01076,200000,144562.63095701227,-55437.36904298773,0.7228131547850614
2020-08-21,0,-0.1667645521117473,0.0,86.75,0.0,0.00995,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-22,0,0.5218845610153335,0.0,90.82,0.0,0.00984,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-23,0,0.7302789116175488,0.0,91.41,0.0,0.0098,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-24,0,-0.3775283654996493,0.0,91.82,0.0,0.01084,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-25,0,-0.24706145931588758,0.0,84.5,0.0,0.00994,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-26,0,-0.45651381799671764,0.0,85.8,0.0,0.01031,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-27,0,0.4425626928041543,0.0,83.35,0.0,0.00954,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-28,0,-0.11026290661209771,0.0,84.99,0.0,0.01009,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-29,0,-0.9183094514716155,0.0,85.0,0.0,0.01057,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-30,0,-0.1524789474880894,0.0,88.27,0.0,0.0105,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-08-31,-2,-1.7949565307321402,0.0,86.1,0.0,0.01111,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-09-01,0,-0.8443727311301797,0.0,89.05,0.0,0.01094,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-09-02,0,0.28315724875595677,0.0,83.27,0.0,0.00972,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-09-03,1,1.1975382174200448,-1117.7652690939847,66.6,10019268.764691705,0.00743,200000,148886.33384331875,-51113.666156681255,0.7444316692165938
2020-09-04,2,1.386176343261293,0.0,72.62,0.0,0.008,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-05,2,2.8545114220476333,0.0,68.02,0.0,0.00672,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-06,2,2.1476574318661856,0.0,70.12,0.0,0.00701,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-07,2,2.751578811530854,0.0,76.05,0.0,0.00692,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-08,2,1.8121589785223668,0.0,74.74,0.0,0.00712,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-09,2,1.6140841807502848,0.0,75.5,0.0,0.00717,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-10,2,1.559951884854314,0.0,77.01,0.0,0.00721,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-11,1,1.0889232774118633,-972.2681123841631,77.09,10020340.746483307,0.00748,200000,149904.29756739028,-50095.702432609716,0.7495214878369514
2020-09-12,2,1.2730796336031105,0.0,79.34,0.0,0.00747,200000,152192.10422771948,-47807.89577228052,0.7609605211385974
2020-09-13,2,1.388534284352395,0.0,75.53,0.0,0.00691,200000,152192.10422771948,-47807.89577228052,0.7609605211385974
2020-09-14,1,1.1650282146915647,-1012.85840694609,75.13,10964849.007760769,0.00694,200000,152192.10422771948,-47807.89577228052,0.7609605211385974
2020-09-15,2,1.6185372133828386,0.0,72.95,0.0,0.00629,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-16,2,1.6636849887675176,0.0,73.01,0.0,0.00611,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-17,2,1.4627469593742273,0.0,73.32,0.0,0.00615,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-18,2,1.5007965296422008,0.0,72.24,0.0,0.00593,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-19,2,1.581979023935767,0.0,72.85,0.0,0.00581,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-20,2,1.3752372190883453,0.0,70.77,0.0,0.00572,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-21,2,1.701284188917704,0.0,66.81,0.0,0.00516,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-22,2,1.650391780366137,0.0,68.12,0.0,0.00522,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-23,2,1.7329862330713641,0.0,64.86,0.0,0.00486,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-24,1,1.0657290765306195,-1158.8082663786804,67.79,14655897.831681112,0.00536,200000,157111.22475562152,-42888.775244378485,0.7855561237781076
2020-09-25,1,0.7693975379893542,-1158.8082663786804,68.55,14655897.831681112,0.00552,200000,160336.86269113826,-39663.13730886174,0.8016843134556912
2020-09-26,1,0.7967449010660965,-1158.8082663786804,69.04,14655897.831681112,0.00551,200000,160758.11976334703,-39241.88023665297,0.8037905988167351
2020-09-27,1,0.67568674606164,-1158.8082663786804,68.78,14655897.831681112,0.00551,200000,160456.82961408858,-39543.17038591142,0.8022841480704429
2020-09-28,1,0.4076191544940809,-1158.8082663786804,67.35,14655897.831681112,0.00548,200000,158360.0568582166,-41639.94314178341,0.791800284291083
2020-09-29,1,0.837110220071168,-1158.8082663786804,68.45,14655897.831681112,0.00536,200000,157876.0382114314,-42123.96178856859,0.7893801910571571
2020-09-30,1,0.6465528302937301,-1158.8082663786804,69.17,14655897.831681112,0.00546,200000,160175.96994639217,-39824.03005360783,0.8008798497319609
2020-10-01,1,0.4996322973636378,-1158.8082663786804,68.06,14655897.831681112,0.0054,200000,158010.338900811,-41989.66109918899,0.790051694504055
2020-10-02,1,0.5044314694879617,-1158.8082663786804,65.95,14655897.831681112,0.00521,200000,152780.63287073257,-47219.367129267426,0.7639031643536629
2020-10-03,1,0.690848174214878,-1158.8082663786804,65.6,14655897.831681112,0.00512,200000,151056.01917264872,-48943.980827351275,0.7552800958632436
2020-10-04,1,0.5318722364438989,-1158.8082663786804,66.39,14655897.831681112,0.00521,200000,153290.50850793917,-46709.49149206083,0.7664525425396959
2020-10-05,0,0.1295385155830489,0.0,67.15,0.0,0.00532,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-06,2,2.9527052587723746,0.0,65.28,0.0,0.00468,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-07,2,1.4382812098602287,0.0,65.94,0.0,0.00494,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-08,2,1.4689173990475672,0.0,66.34,0.0,0.00494,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-09,-2,-1.4238179667947437,0.0,67.27,0.0,0.00553,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-10,0,-0.6688523844258384,0.0,67.92,0.0,0.00543,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-11,1,1.084993902083554,-1094.378910740527,71.71,14559909.40430486,0.00539,200000,156955.82337840638,-43044.17662159362,0.784779116892032
2020-10-12,1,0.32606354687494266,-1094.378910740527,71.66,14559909.40430486,0.00553,200000,158939.49174947204,-41060.50825052796,0.7946974587473602
2020-10-13,1,0.4184852010304521,-1094.378910740527,71.23,14559909.40430486,0.00549,200000,157886.51244168144,-42113.487558318564,0.7894325622084072
2020-10-14,1,1.1516672788070559,-1094.378910740527,70.05,14559909.40430486,0.00525,200000,153100.76706997445,-46899.23293002555,0.7655038353498722
2020-10-15,1,1.048711377184287,-1094.378910740527,69.27,14559909.40430486,0.00519,200000,151373.55695533854,-48626.44304466146,0.7568677847766927
2020-10-16,1,0.6208462608926307,-1094.378910740527,66.06,14559909.40430486,0.00501,200000,145239.81695908657,-54760.18304091343,0.7261990847954329
2020-10-17,1,0.5863115458286705,-1094.378910740527,67.33,14559909.40430486,0.0051,200000,147940.0700221145,-52059.929977885506,0.7397003501105724
2020-10-18,1,0.4353076164007501,-1094.378910740527,67.29,14559909.40430486,0.00511,200000,148041.8939597279,-51958.106040272105,0.7402094697986394
2020-10-19,2,3.201846414248114,0.0,74.93,0.0,0.00496,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-20,2,2.3859789306876964,0.0,70.65,0.0,0.00471,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-21,2,1.814239728000565,0.0,74.73,0.0,0.00505,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-22,2,1.3544593525473705,0.0,74.98,0.0,0.00515,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-23,0,0.44269516300011996,0.0,72.13,0.0,0.00521,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-24,0,0.8263684389732463,0.0,73.31,0.0,0.00515,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-25,0,0.13926597149012354,0.0,71.06,0.0,0.00518,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-26,0,0.6963314838004734,0.0,69.19,0.0,0.00488,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-27,1,1.158155240302457,-1178.3779824370458,70.75,17260919.722033333,0.00483,200000,166740.48451484198,-33259.515485158016,0.8337024225742099
2020-10-28,1,0.9421631800903533,-1178.3779824370458,67.91,17260919.722033333,0.00467,200000,160632.14388919546,-39367.85611080454,0.8031607194459773
2020-10-29,2,1.766327811570721,0.0,67.1,0.0,0.00436,200000,170552.03714830242,-29447.96285169758,0.8527601857415121
2020-10-30,2,2.6298566861976354,0.0,69.69,0.0,0.00417,200000,170552.03714830242,-29447.96285169758,0.8527601857415121
2020-10-31,2,2.4277973387842566,0.0,70.08,0.0,0.00408,200000,170552.03714830242,-29447.96285169758,0.8527601857415121
2020-11-01,1,1.0457513837216665,-1239.6571968912808,68.79,19425061.178622145,0.00439,200000,170552.03714830242,-29447.96285169758,0.8527601857415121
2020-11-02,1,0.993559616237809,-1239.6571968912808,64.95,19425061.178622145,0.00413,200000,160741.23760579815,-39258.762394201854,0.8037061880289907
2020-11-03,1,0.8380742394887702,-1239.6571968912808,64.32,19425061.178622145,0.00411,200000,159571.75234818418,-40428.24765181582,0.7978587617409209
2020-11-04,1,0.9660957814134545,-1239.6571968912808,64.75,19425061.178622145,0.00407,200000,159327.80249570258,-40672.19750429742,0.7966390124785129
2020-11-05,1,1.0067162716810747,-1239.6571968912808,67.78,19425061.178622145,0.00422,200000,165997.72297907647,-34002.27702092353,0.8299886148953823
2020-11-06,0,-0.930609769311253,0.0,70.09,0.0,0.00499,200000,160508.5547970878,-39491.445202912204,0.8025427739854389
2020-11-07,0,-0.7546932962301482,0.0,66.57,0.0,0.00464,200000,160508.5547970878,-39491.445202912204,0.8025427739854389
2020-11-08,-2,-1.8058661280457489,0.0,68.06,0.0,0.00521,200000,160508.5547970878,-39491.445202912204,0.8025427739854389
2020-11-09,-2,-1.473693656361408,0.0,68.09,0.0,0.00515,200000,160508.5547970878,-39491.445202912204,0.8025427739854389
2020-11-10,-2,-1.764274065026319,0.0,68.86,0.0,0.00547,200000,160508.5547970878,-39491.445202912204,0.8025427739854389
2020-11-11,-1,-1.1315572949232653,1157.9032953187693,69.31,-15344986.11826843,0.00523,200000,160508.5547970878,-39491.445202912204,0.8025427739854389
2020-11-12,0,0.8664213219265932,0.0,77.69,0.0,0.00488,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-13,0,0.10822311105609532,0.0,77.74,0.0,0.00519,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-14,0,0.7243942224834629,0.0,77.29,0.0,0.00487,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-15,0,0.259564181519727,0.0,74.98,0.0,0.00489,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-16,0,0.980120777263974,0.0,80.66,0.0,0.00493,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-17,0,0.9956470853947749,0.0,83.21,0.0,0.00504,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-18,0,0.9957144234579594,0.0,80.05,0.0,0.00482,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-19,2,1.7459467073468893,0.0,82.21,0.0,0.00461,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-20,2,1.4040564373152737,0.0,83.36,0.0,0.0048,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-21,1,1.1687933042875247,-768.9255580042433,94.57,13197330.312243426,0.00551,200000,145434.58004092256,-54565.41995907744,0.7271729002046128
2020-11-22,1,0.9933691454401854,-768.9255580042433,90.45,13197330.312243426,0.00532,200000,139759.11398261884,-60240.886017381155,0.6987955699130942
2020-11-23,1,0.7422128382198224,-768.9255580042433,94.24,13197330.312243426,0.00565,200000,147028.46085049523,-52971.539149504766,0.7351423042524762
2020-11-24,2,1.7788689734070933,0.0,114.5,0.0,0.00611,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-11-25,0,0.25801315086918597,0.0,102.06,0.0,0.00634,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-11-26,0,0.5345864949686954,0.0,91.83,0.0,0.0055,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-11-27,0,0.2727932787995832,0.0,92.32,0.0,0.00565,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-11-28,2,1.3592023653582403,0.0,109.07,0.0,0.00594,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-11-29,0,0.8284627026581972,0.0,108.15,0.0,0.00614,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-11-30,2,1.6179724118868237,0.0,112.83,0.0,0.006,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-01,2,1.5078731072393132,0.0,103.91,0.0,0.00558,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-02,0,0.4941832280760646,0.0,105.23,0.0,0.00599,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-03,0,0.6684627060020425,0.0,107.54,0.0,0.00603,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-04,0,0.44641115640139123,0.0,98.86,0.0,0.00559,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-05,0,0.5492909399300567,0.0,102.99,0.0,0.00577,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-06,0,0.8727793184335743,0.0,102.09,0.0,0.00561,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-07,2,1.4363810488127147,0.0,101.53,0.0,0.0054,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-08,2,1.4921874204186183,0.0,95.01,0.0,0.005,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-09,0,0.4041502625082094,0.0,95.62,0.0,0.00529,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-10,0,0.35336510528954707,0.0,92.86,0.0,0.00514,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-11,2,1.3100995742789454,0.0,93.25,0.0,0.0049,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-12,0,0.384633858562424,0.0,94.74,0.0,0.00519,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-13,1,1.0383580602178177,-782.9160343438228,97.61,14810161.64967065,0.00516,200000,152840.8682246011,-47159.13177539891,0.7642043411230054
2020-12-14,0,0.01716169520008976,0.0,96.69,0.0,0.00537,200000,149010.45152657398,-50989.548473426024,0.7450522576328699
2020-12-15,0,0.27124049599446914,0.0,96.96,0.0,0.0053,200000,149010.45152657398,-50989.548473426024,0.7450522576328699
2020-12-16,2,1.5322814933157998,0.0,105.39,0.0,0.00547,200000,149010.45152657398,-50989.548473426024,0.7450522576328699
2020-12-17,2,1.444113893188405,0.0,108.22,0.0,0.00565,200000,149010.45152657398,-50989.548473426024,0.7450522576328699
2020-12-18,-1,-1.1564241582163337,-689.5439681933086,108.05,12193981.303320292,0.00611,200000,149010.45152657398,-50989.548473426024,0.7450522576328699
2020-12-19,-2,-2.142138411134601,0.0,108.27,0.0,0.00638,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-20,-2,-3.7010743213423374,0.0,109.56,0.0,0.00816,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-21,-2,-1.6072854402398518,0.0,103.9,0.0,0.0066,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-22,-2,-2.8937920534948236,0.0,105.76,0.0,0.00856,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-23,-2,-1.9811935739372208,0.0,91.4,0.0,0.00686,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-24,-2,-2.2824051237809284,0.0,98.54,0.0,0.00855,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-25,-2,-1.8891100653223,0.0,103.12,0.0,0.00885,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-26,-2,-2.1363282986543233,0.0,107.99,0.0,0.01114,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-27,-2,-2.531245714411319,0.0,107.48,0.0,0.01775,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-28,-2,-1.7316968834795121,0.0,107.11,0.0,0.01325,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-29,-2,-1.476920592622091,0.0,103.93,0.0,0.01248,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-30,-2,-1.6486113005449772,0.0,101.89,0.0,0.01558,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2020-12-31,-2,-1.3386648630449665,0.0,99.45,0.0,0.01371,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-01,-2,-1.3136459614018179,0.0,87.97,0.0,0.01321,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-02,0,-0.9902586097599579,0.0,87.02,0.0,0.01126,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-03,0,-0.6166464015418418,0.0,89.65,0.0,0.00982,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-04,0,-0.46643915258033253,0.0,89.01,0.0,0.00939,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-05,0,-0.40721543159978896,0.0,89.11,0.0,0.00948,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-06,0,-0.4113197313148356,0.0,94.22,0.0,0.01038,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-07,0,0.0701338188703961,0.0,98.96,0.0,0.00956,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-08,0,-0.09738374682028106,0.0,96.2,0.0,0.01011,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-09,0,0.2854911681558903,0.0,109.94,0.0,0.01067,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-10,2,2.2707974957311574,0.0,146.54,0.0,0.00989,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-11,2,1.9890436050018072,0.0,125.01,0.0,0.00852,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-12,2,2.099654386223882,0.0,128.53,0.0,0.0083,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-13,2,1.788385708735641,0.0,133.1,0.0,0.00872,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-14,2,1.6544040234861068,0.0,132.99,0.0,0.00862,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-15,2,1.229273426488863,0.0,124.3,0.0,0.00858,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-16,0,0.8153073313160177,0.0,124.85,0.0,0.00932,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-17,0,0.6528079835335108,0.0,124.26,0.0,0.00948,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-18,0,0.6859055436585539,0.0,129.3,0.0,0.00961,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-19,0,0.4910960240413199,0.0,124.46,0.0,0.00952,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-20,0,0.3454482771192042,0.0,121.13,0.0,0.00942,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-21,0,-0.914107360167582,0.0,99.77,0.0,0.01033,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-22,0,-0.7358202295188949,0.0,104.72,0.0,0.01009,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-23,0,-0.8126755052186561,0.0,105.29,0.0,0.01022,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-24,0,-0.9827762976370911,0.0,106.16,0.0,0.01067,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-25,0,-0.6635984474489256,0.0,105.0,0.0,0.00971,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-26,0,-0.6923007433764666,0.0,104.97,0.0,0.00962,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-27,0,-0.5700793069126798,0.0,96.45,0.0,0.00858,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-28,0,-0.8830064577978896,0.0,102.68,0.0,0.0096,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-29,0,-0.9324228501501234,0.0,104.56,0.0,0.00984,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-30,-2,-2.010202425009127,0.0,105.17,0.0,0.0137,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-01-31,-2,-1.5917852781711679,0.0,102.42,0.0,0.01258,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-02-01,-2,-1.2430444783893337,0.0,103.54,0.0,0.01191,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-02-02,-2,-1.2358673204271264,0.0,109.85,0.0,0.01296,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-02-03,-2,-1.4016494385193894,0.0,116.84,0.0,0.01475,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-02-04,-2,-1.4228002389239347,0.0,111.0,0.0,0.01451,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-02-05,-1,-1.1972141105072283,631.7518967176046,120.42,-4975511.013913274,0.01529,200000,152151.1268054679,-47848.87319453209,0.7607556340273396
2021-02-06,-1,-0.8123232395844132,631.7518967176046,118.94,-4975511.013913274,0.01406,200000,145096.25545121252,-54903.74454878748,0.7254812772560626
2021-02-07,-1,-0.5710926329081143,631.7518967176046,118.31,-4975511.013913274,0.01349,200000,141862.21047834988,-58137.78952165012,0.7093110523917494
2021-02-08,-1,-0.76367089544718,631.7518967176046,126.16,-4975511.013913274,0.0151,200000,154832.03559998344,-45167.96440001656,0.7741601779999172
2021-02-09,-1,-1.0339057557336093,631.7518967176046,137.36,-4975511.013913274,0.01735,200000,173102.5566245255,-26897.44337547451,0.8655127831226275
2021-02-10,-1,-0.8173495138646283,631.7518967176046,139.75,-4975511.013913274,0.01726,200000,174164.64766642835,-25835.352333571645,0.8708232383321418
2021-02-11,-1,-0.9862609367146078,631.7518967176046,164.6,-4975511.013913274,0.02125,200000,209715.9712453748,9715.971245374792,1.048579856226874
2021-02-12,-1,-0.8501239979986509,631.7518967176046,169.76,-4975511.013913274,0.02175,200000,215463.56653939426,15463.566539394262,1.0773178326969712
2021-02-13,0,1.6833877751385993,0.0,267.61,0.0,0.02378,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-14,2,1.3177485449714295,0.0,230.69,0.0,0.02147,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-15,2,2.3768122901674946,0.0,259.69,0.0,0.02043,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-16,2,1.9454189958122192,0.0,249.46,0.0,0.02032,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-17,2,1.7627741623286186,0.0,265.96,0.0,0.0217,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-18,2,1.5828862732045985,0.0,281.15,0.0,0.02309,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-19,2,1.6718637738874924,0.0,323.84,0.0,0.0253,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-20,2,1.540046474297095,0.0,297.28,0.0,0.02294,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-21,1,1.1926459811350827,-168.15742510567688,301.52,2103851.7351810657,0.0241,200000,101405.65363572737,-98594.34636427263,0.5070282681786369
2021-02-22,2,1.2081333436823307,0.0,271.7,0.0,0.02116,200000,102576.52332050842,-97423.47667949158,0.5128826166025421
2021-02-23,1,1.175488936429619,-222.11364453793345,230.91,2899279.912959537,0.01769,200000,102576.52332050842,-97423.47667949158,0.5128826166025421
2021-02-24,1,0.7441333744924041,-222.11364453793345,237.4,2899279.912959537,0.01935,200000,108830.84552907244,-91169.15447092756,0.5441542276453621
2021-02-25,1,0.7298114375633629,-222.11364453793345,218.5,2899279.912959537,0.0176,200000,99559.15779962632,-100440.84220037368,0.4977957889981316
2021-02-26,1,0.4532671869885043,-222.11364453793345,206.7,2899279.912959537,0.01726,200000,95952.46162367245,-104047.53837632755,0.4797623081183623
2021-02-27,0,-1.1068417745891053,0.0,210.69,0.0,0.024,200000,79790.92917717673,-120209.07082282327,0.3989546458858837
