date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-02-24,0,0.19819695175571292,0.0,103.41,0.0,0.00809,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-02-25,0,0.5150893606301266,0.0,95.52,0.0,0.00743,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-02-26,0,0.6789881572321512,0.0,84.29,0.0,0.00649,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-02-27,2,1.3064177594095305,0.0,89.88,0.0,0.00667,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-02-28,2,1.2280448753874837,0.0,88.09,0.0,0.00658,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-02-29,2,1.2386272861502547,0.0,85.35,0.0,0.00636,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-01,2,1.3825501432385348,0.0,84.59,0.0,0.00624,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-02,2,1.3749660145595874,0.0,90.26,0.0,0.00666,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-03,0,0.9246522787973969,0.0,88.56,0.0,0.00665,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-04,0,0.19202009314835325,0.0,86.88,0.0,0.00674,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-05,0,-0.09802018609006526,0.0,89.87,0.0,0.00703,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-06,0,-0.3416320443024214,0.0,93.94,0.0,0.00739,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-07,0,-0.7381047698993175,0.0,88.12,0.0,0.00698,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-08,0,-0.7431353261449498,0.0,73.7,0.0,0.00584,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-09,-2,-1.9300899504277051,0.0,73.65,0.0,0.00609,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-10,-2,-1.6654438467847859,0.0,74.6,0.0,0.00613,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-11,-2,-1.7199441697657953,0.0,72.24,0.0,0.006,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-12,2,3.462558931375121,0.0,44.4,0.0,0.0028,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-13,2,2.9151210509103382,0.0,51.16,0.0,0.00311,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-14,2,1.7534707983125153,0.0,45.97,0.0,0.00297,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-15,2,1.5289692527678584,0.0,47.31,0.0,0.00306,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-16,2,1.2883551435135816,0.0,43.12,0.0,0.00281,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-17,2,1.550552895271992,0.0,45.57,0.0,0.00285,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-18,2,3.3215128862152317,0.0,62.64,0.0,0.00287,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-19,2,1.633403564286826,0.0,65.47,0.0,0.00354,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-20,2,2.346284866799451,0.0,71.78,0.0,0.00329,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-21,2,1.968609812551804,0.0,71.37,0.0,0.00327,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-22,2,1.5531466190724241,0.0,62.44,0.0,0.00295,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-23,2,1.6136966257135574,0.0,70.87,0.0,0.00319,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-24,2,1.2674359162769775,0.0,69.53,0.0,0.00324,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-25,0,0.8430000626171782,0.0,67.72,0.0,0.00336,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-26,0,0.6960761639096934,0.0,68.23,0.0,0.00343,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-27,0,0.7524316256565838,0.0,67.59,0.0,0.00331,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-28,0,0.7472878345675446,0.0,65.21,0.0,0.00315,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-29,0,0.5758233828256859,0.0,60.46,0.0,0.00297,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-30,0,0.689866242718575,0.0,65.81,0.0,0.00314,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-03-31,0,0.05194620030266662,0.0,64.97,0.0,0.00335,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-01,0,-0.09856646417579616,0.0,66.03,0.0,0.00344,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-02,0,-0.1469848935450357,0.0,67.51,0.0,0.00351,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-03,0,0.01785709185655133,0.0,67.4,0.0,0.0034,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-04,0,-0.23893783630363058,0.0,68.46,0.0,0.0035,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-05,0,-0.5915341417231709,0.0,66.89,0.0,0.00346,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-06,-2,-1.316754984787079,0.0,73.19,0.0,0.00388,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-07,0,-0.5602831643190093,0.0,72.22,0.0,0.00368,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-08,-1,-1.1505059330754033,1295.1911611214396,75.52,-24700211.234315936,0.00396,200000,195625.67297578222,-4374.327024217782,0.9781283648789111
2020-04-09,0,1.2207410247036115,0.0,82.83,0.0,0.00386,200000,183687.8044645529,-16312.1955354471,0.9184390223227645
2020-04-10,1,1.0687900803591204,-1239.4588695313962,74.1,26316304.364549126,0.00349,200000,183687.8044645529,-16312.1955354471,0.9184390223227645
2020-04-11,2,1.447380461669441,0.0,74.97,0.0,0.00346,200000,185555.6228119817,-14444.37718801829,0.9277781140599085
2020-04-12,0,0.9763191514897346,0.0,74.1,0.0,0.00352,200000,185555.6228119817,-14444.37718801829,0.9277781140599085
2020-04-13,0,-0.9402938451134141,0.0,73.13,0.0,0.0038,200000,185555.6228119817,-14444.37718801829,0.9277781140599085
2020-04-14,-2,-1.4125992091648312,0.0,72.32,0.0,0.00387,200000,185555.6228119817,-14444.37718801829,0.9277781140599085
2020-04-15,0,0.5113910093710006,0.0,70.7,0.0,0.00345,200000,185555.6228119817,-14444.37718801829,0.9277781140599085
2020-04-16,1,1.0759834687730805,-1219.3167486659331,76.09,25700224.766202454,0.00361,200000,185555.6228119817,-14444.37718801829,0.9277781140599085
2020-04-17,1,1.1466966475051352,-1219.3167486659331,76.31,25700224.766202454,0.0036,200000,185566.8702490262,-14433.129750973807,0.9278343512451309
2020-04-18,1,0.8794146404146079,-1219.3167486659331,80.16,25700224.766202454,0.00382,200000,195915.28917995456,-4084.7108200454386,0.9795764458997728
2020-04-19,2,1.7082220222455393,0.0,80.23,0.0,0.00365,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-20,2,1.5522978986284381,0.0,74.29,0.0,0.00337,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-21,2,1.330487966720724,0.0,74.48,0.0,0.00339,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-22,2,1.7481689678353936,0.0,80.8,0.0,0.00355,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-23,2,1.6565706397885267,0.0,81.26,0.0,0.00354,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-24,0,0.839904319366736,0.0,81.37,0.0,0.0037,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-25,2,1.3950465410555084,0.0,85.78,0.0,0.00374,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-26,0,0.5525766687010973,0.0,84.12,0.0,0.00384,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-27,0,-0.10914770302373966,0.0,82.75,0.0,0.00391,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-28,0,-0.2934312229560871,0.0,82.21,0.0,0.0039,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-29,0,0.14601411920108995,0.0,85.36,0.0,0.00396,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-04-30,0,0.0077382385719318245,0.0,80.74,0.0,0.00377,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-01,0,-0.25486057883176544,0.0,82.95,0.0,0.00393,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-02,0,-0.2827270924734927,0.0,83.26,0.0,0.00395,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-03,0,-0.6481587645477807,0.0,81.07,0.0,0.00389,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-04,0,-0.9650223084069696,0.0,79.54,0.0,0.00381,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-05,-2,-1.658491850642026,0.0,79.37,0.0,0.0039,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-06,-2,-1.9463886870017537,0.0,77.11,0.0,0.00387,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-07,0,-0.6039935632784279,0.0,78.76,0.0,0.00375,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-08,0,-0.9336891813920104,0.0,81.8,0.0,0.00395,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-09,-1,-1.1676769265868452,1190.9510312904295,79.59,-24304562.20010392,0.0039,200000,189575.58516081056,-10424.414839189441,0.9478779258040528
2020-05-10,-1,-0.9768507036065077,1190.9510312904295,72.1,-24304562.20010392,0.00352,200000,171419.62830040575,-28580.371699594252,0.8570981415020287
2020-05-11,-2,-1.6923482187118066,0.0,69.73,0.0,0.00355,200000,192811.76555929784,-7188.234440702159,0.9640588277964892
2020-05-12,0,-0.5284114686129405,0.0,73.31,0.0,0.00355,200000,192811.76555929784,-7188.234440702159,0.9640588277964892
2020-05-13,0,-0.4240453959224704,0.0,73.81,0.0,0.00357,200000,192811.76555929784,-7188.234440702159,0.9640588277964892
2020-05-14,-1,-1.1606732174239331,1292.9973548772655,74.56,-25915559.887002397,0.00372,200000,192811.76555929784,-7188.234440702159,0.9640588277964892
2020-05-15,-2,-1.3532821629547191,0.0,72.44,0.0,0.00363,200000,193220.51956180742,-6779.480438192579,0.9661025978090371
2020-05-16,-2,-2.8432571241563767,0.0,73.71,0.0,0.00396,200000,193220.51956180742,-6779.480438192579,0.9661025978090371
2020-05-17,-1,-1.0226613081896616,1287.6217483793644,75.03,-25490833.715278026,0.00379,200000,193220.51956180742,-6779.480438192579,0.9661025978090371
2020-05-18,-2,-1.3680812974634287,0.0,76.2,0.0,0.00392,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-19,0,-0.4632951591068641,0.0,77.15,0.0,0.00385,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-20,0,0.5630930957777365,0.0,78.35,0.0,0.00379,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-21,-2,-1.8235559485799748,0.0,73.09,0.0,0.00385,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-22,-2,-2.88864537374013,0.0,74.77,0.0,0.00427,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-23,-2,-2.8414365072777423,0.0,73.87,0.0,0.00446,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-24,-2,-2.8238627040064648,0.0,71.67,0.0,0.00468,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-25,-2,-2.8071333346926957,0.0,73.6,0.0,0.00539,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-26,-2,-1.9320624668060569,0.0,72.61,0.0,0.00495,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-27,-2,-1.4601873830686758,0.0,73.6,0.0,0.00481,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-28,-1,-1.0430293584968817,1299.1460864587643,75.06,-20791877.451939203,0.00469,200000,195027.8104991897,-4972.189500810287,0.9751390524959486
2020-05-29,-2,-1.2596785023966297,0.0,74.16,0.0,0.00489,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-05-30,0,-0.810682625901251,0.0,79.01,0.0,0.00493,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-05-31,0,-0.5802688745158622,0.0,76.33,0.0,0.00465,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-06-01,0,-0.35419020918986444,0.0,80.06,0.0,0.00477,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-06-02,0,-0.5231778732916081,0.0,78.26,0.0,0.00482,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-06-03,0,-0.5922867368074465,0.0,78.2,0.0,0.00491,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-06-04,-2,-1.3715332296325449,0.0,78.6,0.0,0.00561,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-06-05,0,-0.7213728145346542,0.0,77.81,0.0,0.00512,200000,200355.41746739045,355.417467390449,1.0017770873369523
2020-06-06,-1,-1.1448615716160475,1279.4087960880618,78.3,-18050037.609674815,0.00555,200000,200355.41746739048,355.4174673904781,1.0017770873369525
2020-06-07,-1,-0.9055664870763879,1279.4087960880618,77.99,-18050037.609674815,0.00541,200000,197431.79547524868,-2568.204524751316,0.9871589773762435
2020-06-08,-1,-0.8111215763940139,1279.4087960880618,77.77,-18050037.609674815,0.00537,200000,196428.3240357223,-3571.6759642777033,0.9821416201786115
2020-06-09,-2,-1.2316760822857928,0.0,77.42,0.0,0.00558,200000,202022.7983362382,2022.7983362381929,1.010113991681191
2020-06-10,-1,-1.118386908418327,1291.5407130561196,78.21,-18134901.10738224,0.00557,200000,202022.7983362382,2022.7983362381929,1.010113991681191
2020-06-11,0,-0.11415940503792549,0.0,72.24,0.0,0.0048,200000,195769.4225404989,-4230.577459501103,0.9788471127024945
2020-06-12,0,-0.41420574590466874,0.0,73.27,0.0,0.00499,200000,195769.4225404989,-4230.577459501103,0.9788471127024945
2020-06-13,-1,-1.1482805636595674,1319.5566361586605,74.18,-18330470.27532761,0.00534,200000,195769.4225404989,-4230.577459501103,0.9788471127024945
2020-06-14,-2,-2.327893418870128,0.0,72.56,0.0,0.00585,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-15,-2,-1.7391318127399442,0.0,71.77,0.0,0.00562,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-16,-2,-2.5089031597966094,0.0,72.63,0.0,0.00664,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-17,-2,-2.064456490320555,0.0,72.42,0.0,0.00659,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-18,-2,-1.5533765887781306,0.0,71.46,0.0,0.00623,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-19,-2,-1.4565781453180202,0.0,70.1,0.0,0.00619,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-20,-2,-1.3115067218857748,0.0,71.01,0.0,0.00626,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-21,-2,-1.2767523964107232,0.0,70.14,0.0,0.00625,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-22,-1,-1.0385387592440276,1432.708724813307,72.33,-16448860.645356586,0.0063,200000,207255.644131493,7255.644131492998,1.036278220657465
2020-06-23,-1,-0.6736583711700158,1432.708724813307,74.01,-16448860.645356586,0.00619,200000,207853.22011819013,7853.220118190133,1.0392661005909507
2020-06-24,-1,-0.47521572557827096,1432.708724813307,72.42,-16448860.645356586,0.00595,200000,201627.4866908514,1627.486690851394,1.008137433454257
2020-06-25,-1,-0.54548559842144,1432.708724813307,71.11,-16448860.645356586,0.00595,200000,199750.63826134597,-249.36173865402816,0.9987531913067299
2020-06-26,-1,-0.37726771807381815,1432.708724813307,70.68,-16448860.645356586,0.00584,200000,197325.19883868704,-2674.801161312964,0.9866259941934352
2020-06-27,0,0.04902982011785488,0.0,66.92,0.0,0.00531,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-06-28,0,-0.1300338546711553,0.0,67.7,0.0,0.00552,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-06-29,0,-0.31918779501657807,0.0,68.93,0.0,0.00577,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-06-30,0,-0.19075429952297873,0.0,68.11,0.0,0.00567,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-01,0,-0.26994689258389004,0.0,68.31,0.0,0.00578,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-02,0,-0.10439449875072944,0.0,66.62,0.0,0.00562,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-03,0,-0.7786918815211175,0.0,66.46,0.0,0.00583,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-04,-2,-1.2195798113901346,0.0,67.63,0.0,0.00609,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-05,0,-0.05911487976599579,0.0,67.24,0.0,0.00577,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-06,0,-0.021246256325512393,0.0,70.26,0.0,0.006,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-07,0,0.27936007908590427,0.0,69.92,0.0,0.00589,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-08,0,0.20283531976995198,0.0,72.7,0.0,0.00613,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-09,-2,-1.3022214318470167,0.0,71.86,0.0,0.00637,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-10,-2,-3.149120018550668,0.0,71.75,0.0,0.00719,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-11,-2,-1.9771653742810578,0.0,72.68,0.0,0.00694,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-12,0,-0.9677128268638515,0.0,72.05,0.0,0.00652,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-13,-2,-1.2484803262908997,0.0,71.84,0.0,0.00666,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-14,-2,-1.514612551597795,0.0,71.82,0.0,0.00685,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-15,-1,-1.1887571846487426,1397.0910172513354,71.12,-14830016.88759925,0.0067,200000,198722.22629382997,-1277.7737061700318,0.9936111314691498
2020-07-16,-1,-1.18164876516928,1397.0910172513354,69.28,-14830016.88759925,0.00658,200000,194371.97679557558,-5628.0232044244185,0.9718598839778779
2020-07-17,-2,-1.3044265056490942,0.0,69.58,0.0,0.00671,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-18,-2,-2.2975459817177373,0.0,69.2,0.0,0.00738,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-19,-2,-2.753108225130397,0.0,70.35,0.0,0.00848,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-20,-2,-2.847793605527951,0.0,68.86,0.0,0.00963,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-21,-2,-1.956959280607757,0.0,71.09,0.0,0.0091,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-22,-2,-2.56564262581924,0.0,73.38,0.0,0.0124,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-23,-2,-1.9854178303333796,0.0,73.35,0.0,0.01174,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-24,-2,-1.5701747770046546,0.0,71.94,0.0,0.01089,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-25,-2,-1.289607901600794,0.0,74.65,0.0,0.01087,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-26,-1,-1.0253457439253884,1334.8077465423173,75.3,-9590746.499488216,0.01048,200000,201022.04662927298,1022.0466292729834,1.0051102331463648
2020-07-27,0,-0.1380666402466853,0.0,77.55,0.0,0.00879,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-07-28,0,-0.25175953449022276,0.0,79.82,0.0,0.00943,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-07-29,0,0.0899932728420231,0.0,81.38,0.0,0.00909,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-07-30,0,-0.06408028518831083,0.0,81.15,0.0,0.00941,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-07-31,0,0.3087051329188815,0.0,82.45,0.0,0.00899,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-08-01,0,0.9913363863788874,0.0,93.13,0.0,0.00914,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-08-02,0,0.7599130963788843,0.0,85.29,0.0,0.00877,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
2020-08-03,0,0.9763672805125028,0.0,87.72,0.0,0.00877,200000,181810.3676154177,-18189.632384582306,0.9090518380770884
