date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,EOSUSDT_position,EOSUSDT_price,init,total_asset,pnl,return
2020-08-05,2,2.752620278196451,0.0,92.2,0.0,3.0545,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-06,2,3.255007335078583,0.0,100.42,0.0,3.089,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-07,2,2.3303416843769504,0.0,96.53,0.0,3.0104,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-08,2,1.9676215215742778,0.0,98.36,0.0,3.0649,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-09,2,1.7789552637459922,0.0,97.72,0.0,3.0272,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-10,0,0.3708937290334043,0.0,95.54,0.0,3.2365,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-11,0,0.3020295220343156,0.0,88.55,0.0,3.0048,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-12,0,0.6549128008072921,0.0,91.7,0.0,3.0253,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-13,0,0.24520085312381792,0.0,92.77,0.0,3.1365,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-14,0,-0.4695081175369179,0.0,92.0,0.0,3.2606,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-15,-2,-1.7762500382997433,0.0,93.95,0.0,3.7228,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-16,-2,-1.8821974022240269,0.0,95.06,0.0,3.88,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-17,-2,-1.2573363051449766,0.0,97.62,0.0,3.7762,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-18,-1,-1.180063706588186,1087.3672748209335,92.66,-28188.073994210976,3.5744,200000,201510.90336981538,1510.9033698153798,1.007554516849077
2020-08-19,-1,-1.0490180938748814,1087.3672748209335,87.72,-28188.073994210976,3.3487,200000,189777.26073170657,-10222.73926829343,0.9488863036585329
2020-08-20,-1,-0.8900740289029591,1087.3672748209335,91.5,-28188.073994210976,3.4429,200000,196542.8256007844,-3457.1743992156116,0.982714128003922
2020-08-21,-1,-0.8073010453478384,1087.3672748209335,86.75,-28188.073994210976,3.2528,200000,186019.27817908546,-13980.721820914536,0.9300963908954273
2020-08-22,-1,-0.6230678664917161,1087.3672748209335,90.82,-28188.073994210976,3.362,200000,193523.00066777447,-6476.999332225532,0.9676150033388723
2020-08-23,-1,-0.3933173148844632,1087.3672748209335,91.41,-28188.073994210976,3.3212,200000,193014.473940955,-6985.526059044991,0.9650723697047751
2020-08-24,-1,-0.5186301617289838,1087.3672748209335,91.82,-28188.073994210976,3.3854,200000,195269.96887405994,-4730.031125940062,0.9763498443702997
2020-08-25,-1,-0.4781954514554995,1087.3672748209335,84.5,-28188.073994210976,3.1206,200000,179846.23842870365,-20153.761571296345,0.8992311921435183
2020-08-26,-1,-0.22285048807884272,1087.3672748209335,85.8,-28188.073994210976,3.1179,200000,181183.7080861865,-18816.291913813504,0.9059185404309325
2020-08-27,0,0.06895535061418935,0.0,83.35,0.0,2.979,200000,194851.11344224509,-5148.886557754915,0.9742555672112254
2020-08-28,0,-0.16835343656998678,0.0,84.99,0.0,3.1159,200000,194851.11344224509,-5148.886557754915,0.9742555672112254
2020-08-29,0,-0.09637103754563846,0.0,85.0,0.0,3.126,200000,194851.11344224509,-5148.886557754915,0.9742555672112254
2020-08-30,0,-0.10485859896277726,0.0,88.27,0.0,3.2614,200000,194851.11344224509,-5148.886557754915,0.9742555672112254
2020-08-31,0,-0.18466557782859197,0.0,86.1,0.0,3.2081,200000,194851.11344224509,-5148.886557754915,0.9742555672112254
2020-09-01,-1,-1.0730826690965543,1094.0545392602196,89.05,-28057.123810944173,3.4724,200000,194851.1134422451,-5148.886557754886,0.9742555672112255
2020-09-02,0,0.14555036228281898,0.0,83.27,0.0,3.1016,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-03,-2,-1.2281881155116086,0.0,66.6,0.0,2.6133,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-04,-2,-2.3038221725396184,0.0,72.62,0.0,2.9948,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-05,-2,-2.8424587029039525,0.0,68.02,0.0,2.9387,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-06,-2,-1.7461048458726078,0.0,70.12,0.0,2.9024,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-07,0,0.20007690290565722,0.0,76.05,0.0,2.852,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-08,0,0.47357651753388386,0.0,74.74,0.0,2.7622,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-09,0,0.7292878987748953,0.0,75.5,0.0,2.7514,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-10,0,0.8953766743005448,0.0,77.01,0.0,2.7767,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-11,0,0.8193205932731078,0.0,77.09,0.0,2.7846,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-12,2,1.2031215465685772,0.0,79.34,0.0,2.8052,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-13,0,0.7624018802755741,0.0,75.53,0.0,2.7249,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-14,0,0.5888083563335269,0.0,75.13,0.0,2.7317,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-15,0,0.24138191754363558,0.0,72.95,0.0,2.7034,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-16,0,0.2326751718405647,0.0,73.01,0.0,2.713,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-17,0,0.15805395450796933,0.0,73.32,0.0,2.7375,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-18,0,0.22077549227242174,0.0,72.24,0.0,2.6905,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-19,0,0.30009212066084495,0.0,72.85,0.0,2.7031,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-20,0,-0.028857682898288477,0.0,70.77,0.0,2.6715,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-21,0,0.06695107528747156,0.0,66.81,0.0,2.5051,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-22,0,-0.05689111818797583,0.0,68.12,0.0,2.5718,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-23,0,-0.045624427130165394,0.0,64.86,0.0,2.4423,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-24,0,0.011638797424509973,0.0,67.79,0.0,2.5337,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-25,0,0.011143285420122986,0.0,68.55,0.0,2.5445,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-26,0,-0.320536231103712,0.0,69.04,0.0,2.5655,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-27,-1,-1.013020636611518,1386.8215118498913,68.78,-36832.67698383424,2.5897,200000,190771.16717007104,-9228.832829928957,0.9538558358503553
2020-09-28,-2,-1.4073551733366654,0.0,67.35,0.0,2.5626,200000,191756.15638575453,-8243.843614245474,0.9587807819287726
2020-09-29,-1,-1.1803900005821633,1400.7023841180023,68.45,-36883.27685819475,2.5995,200000,191756.15638575453,-8243.843614245474,0.9587807819287726
2020-09-30,0,-0.17733780987428527,0.0,69.17,0.0,2.5777,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-01,0,-0.27326813013984697,0.0,68.06,0.0,2.5446,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-02,0,-0.5374547427436688,0.0,65.95,0.0,2.4787,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-03,0,-0.9500862517192651,0.0,65.6,0.0,2.4786,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-04,-2,-1.3651315698684205,0.0,66.39,0.0,2.5176,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-05,0,-0.3214607790124851,0.0,67.15,0.0,2.5257,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-06,-2,-3.9810250393467714,0.0,65.28,0.0,2.6959,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-07,-2,-2.204289314160414,0.0,65.94,0.0,2.6436,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-08,-2,-1.2967054266444924,0.0,66.34,0.0,2.6066,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-09,-1,-1.1369111155159362,1411.8001726897646,67.27,-35965.991674937686,2.6406,200000,189943.5952336809,-10056.404766319087,0.9497179761684046
2020-10-10,-1,-0.7388028434766736,1411.8001726897646,67.92,-35965.991674937686,2.6415,200000,190893.63473843673,-9106.365261563275,0.9544681736921836
2020-10-11,0,0.9845174953216319,0.0,71.71,0.0,2.6576,200000,184286.62432541227,-15713.375674587733,0.9214331216270614
2020-10-12,1,1.0874148377605537,-1285.8402478747716,71.66,34865.79088947561,2.6428,200000,184286.62432541227,-15713.375674587733,0.9214331216270614
2020-10-13,1,0.8871067032157539,-1285.8402478747716,71.23,34865.79088947561,2.6383,200000,183576.81695982348,-16423.18304017652,0.9178840847991174
2020-10-14,1,0.7156866924459195,-1285.8402478747716,70.05,34865.79088947561,2.6065,200000,180950.79331704593,-19049.20668295407,0.9047539665852297
2020-10-15,1,0.4590582802875111,-1285.8402478747716,69.27,34865.79088947561,2.5985,200000,179668.9115965878,-20331.0884034122,0.898344557982939
2020-10-16,0,-0.2863332329433355,0.0,66.06,0.0,2.5362,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-17,0,0.5677761683336514,0.0,67.33,0.0,2.5217,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-18,0,0.20214763015825113,0.0,67.29,0.0,2.5459,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-19,2,2.6732431088710866,0.0,74.93,0.0,2.5819,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-20,2,1.4485958544259663,0.0,70.65,0.0,2.5264,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-21,2,1.8485984122239747,0.0,74.73,0.0,2.6055,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-22,2,1.214102741380401,0.0,74.98,0.0,2.6693,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-23,0,0.5357712781094456,0.0,72.13,0.0,2.6395,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-24,0,0.67497247049879,0.0,73.31,0.0,2.6597,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-25,0,-0.39158119730557733,0.0,71.06,0.0,2.7074,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-26,0,-0.4768481064539981,0.0,69.19,0.0,2.6291,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-27,0,-0.4528930813445492,0.0,70.75,0.0,2.6739,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-28,-2,-1.3448600969798448,0.0,67.91,0.0,2.6524,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-29,-2,-1.515489610104977,0.0,67.1,0.0,2.6387,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-30,0,0.8223757145899017,0.0,69.69,0.0,2.5068,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-10-31,0,0.6917158634487076,0.0,70.08,0.0,2.528,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-01,0,0.25953758047891556,0.0,68.79,0.0,2.5185,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-02,0,-0.3618216004508863,0.0,64.95,0.0,2.433,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-03,0,0.13151486345774754,0.0,64.32,0.0,2.3655,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-04,0,0.4509750140148291,0.0,64.75,0.0,2.3506,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-05,0,0.5438817356284285,0.0,67.78,0.0,2.4464,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-06,0,0.43565115811573923,0.0,70.09,0.0,2.5349,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-07,0,-0.6300829761104695,0.0,66.57,0.0,2.4971,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-08,0,-0.36052276803362343,0.0,68.06,0.0,2.5361,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-09,0,0.19292437474752674,0.0,68.09,0.0,2.4975,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-10,0,0.6969130316133738,0.0,68.86,0.0,2.498,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-11,0,0.9892640789770254,0.0,69.31,0.0,2.4982,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-12,2,3.467110242638848,0.0,77.69,0.0,2.4632,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-13,2,1.860360031915451,0.0,77.74,0.0,2.5982,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-14,2,1.9191969394398667,0.0,77.29,0.0,2.5359,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-15,2,1.444161521355543,0.0,74.98,0.0,2.4961,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-16,2,1.8718528648728032,0.0,80.66,0.0,2.583,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-17,2,1.383189424202271,0.0,83.21,0.0,2.7162,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-18,1,1.126528684485539,-1129.3105074711534,80.05,34280.575678990484,2.6371,200000,180802.61224613164,-19197.38775386836,0.9040130612306582
2020-11-19,2,1.4421695089718223,0.0,82.21,0.0,2.6363,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-20,0,0.6892829375569426,0.0,83.36,0.0,2.7798,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-21,0,0.23089198129230218,0.0,94.57,0.0,3.2306,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-22,0,0.30912976847748863,0.0,90.45,0.0,3.0633,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-23,0,-0.7174347113369904,0.0,94.24,0.0,3.3789,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-24,2,1.5109729598892094,0.0,114.5,0.0,3.5987,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-25,0,0.26117334024932415,0.0,102.06,0.0,3.4247,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-26,0,0.9512761840790186,0.0,91.83,0.0,2.9522,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-27,2,1.452625091334349,0.0,92.32,0.0,2.8734,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-28,2,3.007002631201185,0.0,109.07,0.0,2.9982,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-29,2,2.2313854163628792,0.0,108.15,0.0,3.0311,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-11-30,2,1.5636001516980618,0.0,112.83,0.0,3.2615,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-12-01,2,1.4594550480571917,0.0,103.91,0.0,2.9942,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-12-02,2,1.2197187033791899,0.0,105.23,0.0,3.0565,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-12-03,2,1.2756373920857615,0.0,107.54,0.0,3.0803,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-12-04,1,1.0895285361696452,-926.9135515011762,98.86,32202.232816069118,2.8456,200000,183269.34740281256,-16730.652597187436,0.9163467370140628
2020-12-05,1,0.8041953232082533,-926.9135515011762,102.99,32202.232816069118,3.0079,200000,192323.92275656044,-7676.077243439562,0.9616196137828021
2020-12-06,1,0.6719858214245744,-926.9135515011762,102.09,32202.232816069118,2.9969,200000,191135.4759992326,-8864.524000767386,0.9556773799961631
2020-12-07,1,0.7390289525839008,-926.9135515011762,101.53,32202.232816069118,2.9491,200000,189077.13768178388,-10922.862318216125,0.9453856884089193
2020-12-08,1,0.4654738631722125,-926.9135515011762,95.01,32202.232816069118,2.803,200000,178328.9151115685,-21671.084888431506,0.8916445755578425
2020-12-09,1,0.4708145622797178,-926.9135515011762,95.62,32202.232816069118,2.8085,200000,179071.44465847258,-20928.55534152742,0.8953572232923629
2020-12-10,1,0.34042017871929686,-926.9135515011762,92.86,32202.232816069118,2.7401,200000,174310.53053171022,-25689.469468289783,0.8715526526585511
2020-12-11,1,0.5702029777047583,-926.9135515011762,93.25,32202.232816069118,2.6938,200000,173181.06343741168,-26818.936562588322,0.8659053171870583
2020-12-12,1,0.32073943530814114,-926.9135515011762,94.74,32202.232816069118,2.7672,200000,176925.8085178479,-23074.19148215209,0.8846290425892396
2020-12-13,1,0.2212526850810939,-926.9135515011762,97.61,32202.232816069118,2.8507,200000,182274.93685079803,-17725.063149201975,0.9113746842539902
2020-12-14,0,-0.02899694054271867,0.0,96.69,0.0,2.847,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-15,0,-0.29710130119505007,0.0,96.96,0.0,2.8615,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-16,0,-0.4619347785649999,0.0,105.39,0.0,3.102,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-17,2,1.5628553313466231,0.0,108.22,0.0,3.0416,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-18,2,1.5310369892697786,0.0,108.05,0.0,3.0594,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-19,2,1.8868296285675012,0.0,108.27,0.0,3.0535,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-20,0,0.8496162262217715,0.0,109.56,0.0,3.1361,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-21,2,1.6497113505681162,0.0,103.9,0.0,2.9288,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-22,2,2.5696826068235468,0.0,105.76,0.0,2.898,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-23,2,3.5370493843068513,0.0,91.4,0.0,2.3148,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-24,2,1.4192150557226508,0.0,98.54,0.0,2.6682,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-25,2,2.1767458291652817,0.0,103.12,0.0,2.6661,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-26,2,2.7686967035848187,0.0,107.99,0.0,2.6128,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-27,2,1.6685542283610928,0.0,107.48,0.0,2.7167,200000,181212.8618701125,-18787.13812988749,0.9060643093505626
2020-12-28,1,1.1788037691201114,-845.9194373546471,107.11,32783.28060462271,2.7638,200000,181212.86187011248,-18787.13812988752,0.9060643093505624
2020-12-29,2,1.2985558585091268,0.0,103.93,0.0,2.6391,200000,182610.91315072117,-17389.08684927883,0.9130545657536059
2020-12-30,1,1.0306235525790235,-896.1179367490488,101.89,34952.132823703476,2.6123,200000,182610.91315072117,-17389.08684927883,0.9130545657536059
2020-12-31,1,0.6919204523315111,-896.1179367490488,99.45,34952.132823703476,2.5911,200000,179683.40016919098,-20316.59983080902,0.8984170008459549
2021-01-01,0,-1.3936091140871945,0.0,87.97,0.0,2.6378,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-02,-2,-1.4429459684320056,0.0,87.02,0.0,2.6321,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-03,-2,-1.7180630681792408,0.0,89.65,0.0,2.7985,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-04,-2,-1.737956883961435,0.0,89.01,0.0,2.8191,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-05,-2,-1.7911759906405718,0.0,89.11,0.0,2.8862,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-06,-2,-2.2408224587914995,0.0,94.22,0.0,3.3711,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-07,-2,-1.2663624016871446,0.0,98.96,0.0,3.1943,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-08,-1,-1.169857419128096,879.6552603127338,96.2,-27215.165640343796,3.1094,200000,169245.67208417,-30754.327915830014,0.8462283604208499
2021-01-09,-1,-1.1966390613983993,879.6552603127338,109.94,-27215.165640343796,3.6145,200000,195078.5155258046,-4921.4844741954,0.975392577629023
2021-01-10,0,2.4550874671010154,0.0,146.54,0.0,3.0552,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-11,2,1.9054743858396403,0.0,125.01,0.0,2.6663,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-12,2,2.028142043945828,0.0,128.53,0.0,2.5969,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-13,2,1.59011356753002,0.0,133.1,0.0,2.767,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-14,2,1.3416865746610227,0.0,132.99,0.0,2.8089,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-15,0,0.9758173159534704,0.0,124.3,0.0,2.7566,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-16,0,0.9001204558954182,0.0,124.85,0.0,2.777,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-17,0,0.8408681665169978,0.0,124.26,0.0,2.764,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-18,0,0.907207942483481,0.0,129.3,0.0,2.8144,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-19,0,0.6891796665284893,0.0,124.46,0.0,2.7895,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-20,0,0.5262696156371135,0.0,121.13,0.0,2.7756,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-21,0,-0.07782032325944928,0.0,99.77,0.0,2.5451,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-22,0,-0.025019771489117333,0.0,104.72,0.0,2.6208,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-23,0,-0.2099753625495668,0.0,105.29,0.0,2.7028,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-24,0,-0.24878441908040225,0.0,106.16,0.0,2.7135,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-25,0,-0.2501087108927984,0.0,105.0,0.0,2.6481,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-26,0,-0.3353517102994987,0.0,104.97,0.0,2.6278,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-27,0,-0.6962572988467977,0.0,96.45,0.0,2.5001,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-28,0,-0.9979715723558238,0.0,102.68,0.0,2.709,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-29,-1,-1.1817148865461031,590.5162791809504,104.56,-22673.465831066456,2.7232,200000,123488.76430232034,-76511.23569767966,0.6174438215116017
2021-01-30,-2,-1.6172702319487215,0.0,105.17,0.0,2.9319,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-01-31,-2,-1.6217899463046956,0.0,102.42,0.0,2.9297,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-01,-2,-1.7090203401580872,0.0,103.54,0.0,3.055,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-02,0,-0.9711170805773315,0.0,109.85,0.0,2.9979,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-03,0,-0.5272565904273393,0.0,116.84,0.0,3.0665,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-04,0,-0.8219702218295829,0.0,111.0,0.0,3.0226,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-05,0,-0.8463612065854983,0.0,120.42,0.0,3.3128,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-06,0,-0.5584853944926439,0.0,118.94,0.0,3.2092,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-07,-2,-1.401823641507869,0.0,118.31,0.0,3.44,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-08,-1,-1.119145766821067,506.73946453298805,126.16,-17789.534698355947,3.5937,200000,127860.50169096355,-72139.49830903645,0.6393025084548177
2021-02-09,-2,-1.9774640872081926,0.0,137.36,0.0,4.1631,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-10,-2,-1.3944269129582862,0.0,139.75,0.0,4.126,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-11,0,-0.3890099186001383,0.0,164.6,0.0,4.5833,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-12,0,-0.40291715636588954,0.0,169.76,0.0,4.7489,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-13,2,3.4239884621808705,0.0,267.61,0.0,5.5562,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-14,2,2.200373583065219,0.0,230.69,0.0,5.0667,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-15,2,3.1263904782017784,0.0,259.69,0.0,4.7148,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-16,2,2.300359525079774,0.0,249.46,0.0,4.6447,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-17,2,2.0597484148725664,0.0,265.96,0.0,4.8441,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-18,2,2.088705041887404,0.0,281.15,0.0,4.8146,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-19,2,2.073778249669618,0.0,323.84,0.0,5.2267,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-20,2,1.7422229169500083,0.0,297.28,0.0,4.839,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-21,2,1.3559403072216112,0.0,301.52,0.0,5.1008,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-22,1,1.1253245151182547,-243.49352363900982,271.7,14112.931794423483,4.6877,200000,132314.38074543793,-67685.61925456207,0.6615719037271897
2021-02-23,1,1.1750370832873225,-243.49352363900982,230.91,14112.931794423483,3.8521,200000,110589.51410878246,-89410.48589121754,0.5529475705439123
2021-02-24,1,1.1465784310705538,-243.49352363900982,237.4,14112.931794423483,3.8892,200000,112693.37684677274,-87306.62315322726,0.5634668842338637
2021-02-25,1,0.9170757094760879,-243.49352363900982,218.5,14112.931794423483,3.6711,200000,105013.3188256317,-94986.6811743683,0.5250665941281585
2021-02-26,1,0.7257691355771161,-243.49352363900982,206.7,14112.931794423483,3.5477,200000,100398.55946325952,-99601.44053674048,0.5019927973162976
2021-02-27,1,0.5718177061871366,-243.49352363900982,210.69,14112.931794423483,3.6715,200000,103117.2795787288,-96882.7204212712,0.515586397893644
2021-02-28,1,0.423117468188079,-243.49352363900982,196.77,14112.931794423483,3.4765,200000,96975.82802976121,-103024.17197023879,0.48487914014880606
2021-03-01,1,0.769989614480174,-243.49352363900982,224.94,14112.931794423483,3.7049,200000,107058.43421251842,-92941.56578748158,0.5352921710625921
2021-03-02,1,0.49394973602219067,-243.49352363900982,216.04,14112.931794423483,3.671,200000,104412.91346430028,-95587.08653569972,0.5220645673215014
