date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-01-28,0,-0.9879414601653876,0.0,0.000648,0.0,0.0058,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-01-29,0,-0.47974781599797867,0.0,0.0006531,0.0,0.005733,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-01-30,0,-0.8034898540469728,0.0,0.000638,0.0,0.005687,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-01-31,-2,-1.2770662486222566,0.0,0.0006329,0.0,0.005766,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-01,-2,-1.731201438512167,0.0,0.0006448,0.0,0.005997,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-02,-2,-1.7221312607193038,0.0,0.0006719,0.0,0.006229,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-03,-2,-2.2131569363091064,0.0,0.0006619,0.0,0.006304,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-04,-2,-1.644979346513433,0.0,0.000695,0.0,0.006532,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-05,-2,-1.2281164474033788,0.0,0.0006959,0.0,0.006472,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-06,0,-0.741403759271259,0.0,0.00074,0.0,0.0068,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-07,0,0.7880460366522574,0.0,0.0007744,0.0,0.006817,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-08,2,2.5875449498497467,0.0,0.000808,0.0,0.006669,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-09,2,1.5057419132079795,0.0,0.0008003,0.0,0.006825,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-10,2,1.229087601610325,0.0,0.0007595,0.0,0.00651,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-11,-2,-1.8540441465342372,0.0,0.000771,0.0,0.007485,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-12,0,0.5715274303178189,0.0,0.0008498,0.0,0.00747,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-13,0,-0.6346299704527459,0.0,0.0008714,0.0,0.008059,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-14,0,-0.7530193465825757,0.0,0.0008915,0.0,0.008301,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-15,0,0.5954317519330949,0.0,0.000849,0.0,0.00747,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-16,1,1.1742051251801306,-125398445.89686812,0.0008258,14624210.792491697,0.007081,200000,207108.0732432674,7108.073243267398,1.035540366216337
2020-02-17,2,1.2010231892419432,0.0,0.0007907,0.0,0.006743,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-18,0,0.2886151154338651,0.0,0.0007956,0.0,0.007058,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-19,0,0.20800887963131776,0.0,0.0007284,0.0,0.006484,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-20,0,0.01437984200815414,0.0,0.0007235,0.0,0.00649,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-21,0,-0.213667769266489,0.0,0.0007332,0.0,0.006633,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-22,0,-0.20496492231302296,0.0,0.0007301,0.0,0.006593,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-23,0,-0.8812001625586748,0.0,0.0007501,0.0,0.006955,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-24,-2,-1.6908456343497187,0.0,0.0006961,0.0,0.006713,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-25,-2,-1.2600529387681763,0.0,0.0006552,0.0,0.006211,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-26,0,-0.013983816001590248,0.0,0.0006203,0.0,0.005554,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-27,0,-0.17982132618213473,0.0,0.000643,0.0,0.005806,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-28,0,-0.1857319053839691,0.0,0.0006341,0.0,0.00575,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-02-29,0,-0.12335911579273602,0.0,0.0006189,0.0,0.005615,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-03-01,0,0.5378386968581526,0.0,0.0006107,0.0,0.005427,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-03-02,0,-0.3873736250086166,0.0,0.0006394,0.0,0.005837,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-03-03,0,-0.3995558575927457,0.0,0.000631,0.0,0.005773,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-03-04,-2,-1.3651569709730573,0.0,0.0006388,0.0,0.006035,200000,207649.57104014952,7649.571040149516,1.0382478552007477
2020-03-05,-1,-1.1875700655394041,159313772.47211105,0.0006517,-16939922.58444685,0.006129,200000,207649.5710401495,7649.571040149487,1.0382478552007475
2020-03-06,-2,-1.2585686526478297,0.0,0.0006483,0.0,0.00614,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-07,0,-0.07270457445493131,0.0,0.0006335,0.0,0.005788,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-08,2,1.8334774563386433,0.0,0.0005399,0.0,0.004698,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-09,2,1.451655928137635,0.0,0.0005328,0.0,0.004674,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-10,2,1.8545781283187033,0.0,0.0005435,0.0,0.004691,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-11,2,2.0194966683777564,0.0,0.0005245,0.0,0.004462,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-12,2,2.680376387160059,0.0,0.0002819,0.0,0.002283,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-13,0,0.6745193807915291,0.0,0.0003223,0.0,0.002823,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-14,2,1.804567032153434,0.0,0.0003081,0.0,0.002545,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-15,2,1.9699299331479774,0.0,0.0003117,0.0,0.002524,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-16,2,1.8263900572182155,0.0,0.0002807,0.0,0.00226,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-17,1,1.0379698497022796,-351395576.7537666,0.0002965,42232990.88264767,0.002467,200000,208377.5770149836,8377.577014983603,1.041887885074918
2020-03-18,1,0.6012663806096818,-351395576.7537666,0.0003,42232990.88264767,0.002544,200000,212859.40183158562,12859.401831585623,1.064297009157928
2020-03-19,0,-0.13564774545174188,0.0,0.0003304,0.0,0.002907,200000,201707.3710785713,1707.3710785713047,1.0085368553928564
2020-03-20,0,-0.022130252879887683,0.0,0.0003259,0.0,0.002845,200000,201707.3710785713,1707.3710785713047,1.0085368553928564
2020-03-21,0,-0.49285938756212117,0.0,0.0003237,0.0,0.002897,200000,201707.3710785713,1707.3710785713047,1.0085368553928564
2020-03-22,0,0.2945795779714768,0.0,0.0003046,0.0,0.00261,200000,201707.3710785713,1707.3710785713047,1.0085368553928564
2020-03-23,0,-0.13826640664505324,0.0,0.0003273,0.0,0.002859,200000,201707.3710785713,1707.3710785713047,1.0085368553928564
2020-03-24,-1,-1.138440148201273,301505786.36557746,0.0003345,-32958720.764472436,0.00306,200000,201707.3710785713,1707.3710785713047,1.0085368553928564
2020-03-25,-2,-1.933256459143854,0.0,0.0003198,0.0,0.003056,200000,206007.67125508742,6007.671255087422,1.0300383562754372
2020-03-26,-2,-1.7635093982557415,0.0,0.0003251,0.0,0.003079,200000,206007.67125508742,6007.671255087422,1.0300383562754372
2020-03-27,-2,-1.8839319678102648,0.0,0.0003112,0.0,0.002998,200000,206007.67125508742,6007.671255087422,1.0300383562754372
2020-03-28,-1,-1.1753732230777416,323098606.1089828,0.0003188,-34693107.318135306,0.002969,200000,206007.67125508742,6007.671255087422,1.0300383562754372
2020-03-29,0,-0.1720684467283789,0.0,0.0003091,0.0,0.002721,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-03-30,0,-0.32926946415659625,0.0,0.0003298,0.0,0.002933,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-03-31,0,-0.8489649363177074,0.0,0.0003378,0.0,0.003108,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-01,-2,-1.2165463678967348,0.0,0.0003331,0.0,0.003153,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-02,-2,-1.5611131336159463,0.0,0.0003299,0.0,0.003228,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-03,-2,-1.4609680699553438,0.0,0.0003317,0.0,0.00326,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-04,-2,-1.3935632794480375,0.0,0.0003292,0.0,0.003245,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-05,-2,-1.2961144384259007,0.0,0.0003285,0.0,0.00323,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-06,-2,-1.9124042791605076,0.0,0.0003525,0.0,0.003643,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-07,-2,-2.5959958355650037,0.0,0.0003431,0.0,0.003872,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-08,-2,-2.0069942758635557,0.0,0.0003585,0.0,0.003979,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-09,-2,-1.3114352005212182,0.0,0.0003647,0.0,0.003866,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-10,-1,-1.145569988537898,293613231.50724304,0.0003415,-27790720.221652854,0.003608,200000,200537.837119447,537.8371194470092,1.002689185597235
2020-04-11,-2,-1.3547462870391591,0.0,0.0003387,0.0,0.003679,200000,203333.09530340464,3333.0953034046397,1.016665476517023
2020-04-12,-2,-1.376747258857653,0.0,0.0003346,0.0,0.003681,200000,203333.09530340464,3333.0953034046397,1.016665476517023
2020-04-13,0,-0.9489100911981292,0.0,0.000337,0.0,0.003609,200000,203333.09530340464,3333.0953034046397,1.016665476517023
2020-04-14,-1,-1.0790067403345678,302849412.1289911,0.0003357,-27724719.839569762,0.003667,200000,203333.09530340464,3333.0953034046397,1.016665476517023
2020-04-15,-2,-1.226376251739294,0.0,0.0003268,0.0,0.003658,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-16,-2,-1.2668095219636675,0.0,0.0003363,0.0,0.003828,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-17,0,-0.9940270337064759,0.0,0.0003376,0.0,0.003783,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-18,-2,-1.2480325872706528,0.0,0.0003437,0.0,0.003968,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-19,-2,-1.3167946950304457,0.0,0.0003348,0.0,0.003904,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-20,-2,-1.2768044205089977,0.0,0.000312,0.0,0.003644,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-21,-2,-1.2163710044557492,0.0,0.0003146,0.0,0.003677,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-22,-2,-1.6844523939478158,0.0,0.0003193,0.0,0.003898,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-23,-2,-1.5015162000710411,0.0,0.0003251,0.0,0.003952,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-24,-2,-1.5266486015722558,0.0,0.0003333,0.0,0.004085,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-25,-2,-1.6251329157859191,0.0,0.000341,0.0,0.004216,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-26,-2,-2.121643381611011,0.0,0.0003455,0.0,0.00448,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-27,-2,-1.47234327052436,0.0,0.0003457,0.0,0.004356,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-28,-2,-1.2257198161586842,0.0,0.0003426,0.0,0.004287,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-29,-2,-1.7531502331958326,0.0,0.0003616,0.0,0.004766,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-04-30,0,-0.8147063024695923,0.0,0.000351,0.0,0.004353,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-01,0,-0.5438255201937928,0.0,0.0003623,0.0,0.004437,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-02,2,2.3403837461257795,0.0,0.0004421,0.0,0.004515,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-03,2,3.4299993736406145,0.0,0.0005045,0.0,0.004332,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-04,2,3.1177923542864505,0.0,0.0005696,0.0,0.004444,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-05,2,2.2705893012065017,0.0,0.0005493,0.0,0.004419,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-06,2,1.6048884546426152,0.0,0.0004995,0.0,0.00425,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-07,2,1.5689549169617334,0.0,0.0005433,0.0,0.00451,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-08,0,0.9087261449414833,0.0,0.0005271,0.0,0.004783,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-09,1,1.0150961843426327,-198398508.0917822,0.0005186,22618040.513607003,0.004549,200000,205778.9325927965,5778.932592796511,1.0288946629639826
2020-05-10,1,0.8537823792364099,-198398508.0917822,0.0004688,22618040.513607003,0.004165,200000,187213.35933260067,-12786.640667399333,0.9360667966630033
2020-05-11,1,1.0837193985437878,-198398508.0917822,0.0004898,22618040.513607003,0.004113,200000,190203.58989582054,-9796.410104179464,0.9510179494791027
2020-05-12,1,0.8797004250720725,-198398508.0917822,0.0004961,22618040.513607003,0.004243,200000,194393.84576356766,-5606.1542364323395,0.9719692288178383
2020-05-13,1,0.7962877194210509,-198398508.0917822,0.0005215,22618040.513607003,0.004459,200000,204318.66462003806,4318.664620038064,1.0215933231001904
2020-05-14,1,0.6195198346339261,-198398508.0917822,0.0005167,22618040.513607003,0.004494,200000,204157.98319917376,4157.983199173759,1.0207899159958689
2020-05-15,1,0.8528582962220964,-198398508.0917822,0.00053,22618040.513607003,0.004377,200000,204150.37261670243,4150.372616702429,1.0207518630835122
2020-05-16,1,0.7093393445664414,-198398508.0917822,0.0005333,22618040.513607003,0.004449,200000,206433.586610385,6433.586610385013,1.0321679330519251
2020-05-17,1,0.7408529932358727,-198398508.0917822,0.000539,22618040.513607003,0.004426,200000,207044.24317469524,7044.243174695235,1.0352212158734762
2020-05-18,1,0.5303104031211614,-198398508.0917822,0.0005363,22618040.513607003,0.004487,200000,207888.26767417742,7888.267674177419,1.0394413383708871
2020-05-19,1,0.3837570413247953,-198398508.0917822,0.0005372,22618040.513607003,0.004534,200000,209129.87423559956,9129.874235599564,1.0456493711779977
2020-05-20,0,-0.03637403109718252,0.0,0.0005203,0.0,0.004525,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-21,0,0.6277594891741886,0.0,0.0005134,0.0,0.004237,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-22,0,-0.6971615104383496,0.0,0.000535,0.0,0.00464,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-23,0,-0.892315262045218,0.0,0.0005269,0.0,0.004609,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-24,0,0.38792274666177146,0.0,0.0005315,0.0,0.004467,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-25,-2,-1.5598145618212766,0.0,0.0005659,0.0,0.005064,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-26,0,-0.3674397692535749,0.0,0.0005634,0.0,0.004871,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-27,0,-0.7617698956088148,0.0,0.0005584,0.0,0.004896,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-28,-2,-3.0539353949646757,0.0,0.0005685,0.0,0.005508,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-29,-2,-2.6813931046713897,0.0,0.00056,0.0,0.005547,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-30,-2,-2.8693162141625406,0.0,0.0005828,0.0,0.006227,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-05-31,-2,-1.685781738894981,0.0,0.000627,0.0,0.006247,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-06-01,-2,-2.0314766417582106,0.0,0.000628,0.0,0.006655,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-06-02,-2,-2.3459950994795213,0.0,0.0006233,0.0,0.00725,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-06-03,-2,-1.5736899682046432,0.0,0.000652,0.0,0.007099,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-06-04,-1,-1.0760987320859783,159508369.11768997,0.0006478,-15349007.949263155,0.006732,200000,206659.04302887912,6659.043028879125,1.0332952151443957
2020-06-05,-1,-1.0438174336354678,159508369.11768997,0.000638,-15349007.949263155,0.006693,200000,204497.2497015045,4497.249701504508,1.0224862485075226
2020-06-06,-2,-1.5452008306687262,0.0,0.0006376,0.0,0.007301,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-07,-2,-1.43302738366618,0.0,0.0006279,0.0,0.007246,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-08,-2,-1.600036943068686,0.0,0.0006394,0.0,0.007787,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-09,-2,-1.7077198621551826,0.0,0.0006348,0.0,0.008181,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-10,-2,-1.9491392588690595,0.0,0.0006364,0.0,0.009008,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-11,-2,-1.9564458581871604,0.0,0.0005783,0.0,0.008762,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-12,-2,-1.9005403474483278,0.0,0.0006051,0.0,0.00971,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-13,-2,-1.648069843248857,0.0,0.00061,0.0,0.009597,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-14,-2,-1.210354444704075,0.0,0.0005931,0.0,0.00864,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-15,-2,-1.293469209016337,0.0,0.0005923,0.0,0.00901,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-16,-2,-1.2970585622940525,0.0,0.0005834,0.0,0.009061,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-17,-1,-1.1713947895556363,186410937.91187966,0.0005821,-12039255.182348292,0.009013,200000,217019.6139170103,17019.613917010312,1.0850980695850516
2020-06-18,-1,-0.9323787213982493,186410937.91187966,0.0005773,-12039255.182348292,0.00866,200000,211874.9843356643,11874.98433566431,1.0593749216783215
2020-06-19,-1,-0.7874236395136751,186410937.91187966,0.0005653,-12039255.182348292,0.008379,200000,206255.0223744819,6255.022374481894,1.0312751118724095
2020-06-20,-1,-0.5607432440643793,186410937.91187966,0.000576,-12039255.182348292,0.00829,200000,207178.12569891004,7178.125698910037,1.0358906284945502
2020-06-21,-1,-0.7447605911567345,186410937.91187966,0.0005715,-12039255.182348292,0.008626,200000,210384.4662195756,10384.46621957561,1.051922331097878
2020-06-22,-1,-0.9037976033509568,186410937.91187966,0.0005875,-12039255.182348292,0.009283,200000,221276.8318809685,21276.8318809685,1.1063841594048425
2020-06-23,-1,-0.6533238990983995,186410937.91187966,0.0005815,-12039255.182348292,0.008903,200000,215583.44928420486,15583.449284204864,1.0779172464210243
2020-06-24,-1,-0.858151154228946,186410937.91187966,0.0005625,-12039255.182348292,0.008996,200000,213161.29219583754,13161.292195837537,1.0658064609791877
2020-06-25,-1,-0.7710647692166712,186410937.91187966,0.0005608,-12039255.182348292,0.008882,200000,211471.91851059964,11471.918510599644,1.0573595925529982
2020-06-26,-1,-0.9141938084662602,186410937.91187966,0.0005526,-12039255.182348292,0.008949,200000,210749.97891693958,10749.97891693958,1.053749894584698
2020-06-27,-1,-0.9362942252207004,186410937.91187966,0.0005318,-12039255.182348292,0.008608,200000,202767.24539119168,2767.245391191682,1.0138362269559584
2020-06-28,-1,-1.0547274958611073,186410937.91187966,0.000535,-12039255.182348292,0.00869,200000,204350.97931746228,4350.9793174622755,1.0217548965873113
2020-06-29,-1,-0.9280008280721397,186410937.91187966,0.000542,-12039255.182348292,0.008691,200000,205667.8951380278,5667.895138027787,1.028339475690139
2020-06-30,-2,-1.79215816733862,0.0,0.0005276,0.0,0.008837,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-01,-2,-1.9933075122445572,0.0,0.000549,0.0,0.009436,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-02,-2,-1.9550364797960165,0.0,0.0005484,0.0,0.009556,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-03,-2,-2.482048424264194,0.0,0.0005451,0.0,0.010223,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-04,-2,-3.169270751516834,0.0,0.000552,0.0,0.012525,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-05,-2,-2.864994879595156,0.0,0.000558,0.0,0.014307,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-06,-2,-2.2627463929285727,0.0,0.0005672,0.0,0.01442,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-07,-2,-2.4111211925865397,0.0,0.0005556,0.0,0.017325,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-08,-2,-2.0422502507084537,0.0,0.0006315,0.0,0.019932,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-09,0,-0.9107756375118661,0.0,0.0008031,0.0,0.01825,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-10,0,-0.921116313673574,0.0,0.0007321,0.0,0.017119,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-11,-1,-1.1488880130270074,156901910.98794928,0.0007172,-6071219.345052993,0.018535,200000,225060.10112111445,25060.10112111445,1.1253005056055723
2020-07-12,-1,-1.049106908834752,156901910.98794928,0.0007,-6071219.345052993,0.018155,200000,220054.3249010016,20054.324901001586,1.100271624505008
2020-07-13,-1,-0.9682855837523514,156901910.98794928,0.000708,-6071219.345052993,0.018461,200000,223167.3333084914,23167.33330849139,1.115836666542457
2020-07-14,-1,-0.8274713444337664,156901910.98794928,0.0007188,-6071219.345052993,0.01845,200000,224795.09053436568,24795.090534365678,1.1239754526718284
2020-07-15,-1,-0.9964340344452899,156901910.98794928,0.0006824,-6071219.345052993,0.018996,200000,222398.74673680324,22398.746736803238,1.1119937336840162
2020-07-16,-1,-0.48788365979095616,156901910.98794928,0.000735,-6071219.345052993,0.018036,200000,224823.4166835185,24823.416683518502,1.1241170834175924
2020-07-17,-1,-0.5229168662835316,156901910.98794928,0.0007209,-6071219.345052993,0.018211,200000,223673.56312397268,23673.56312397268,1.1183678156198633
2020-07-18,-1,-0.5500353653972911,156901910.98794928,0.0007007,-6071219.345052993,0.018168,200000,220243.08209017882,20243.082090178825,1.1012154104508942
2020-07-19,-1,-0.2785399594824884,156901910.98794928,0.0007258,-6071219.345052993,0.018017,200000,223264.56593487336,23264.56593487336,1.1163228296743668
2020-07-20,0,0.3193246753808621,0.0,0.0007081,0.0,0.016074,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-21,0,0.35509051808255765,0.0,0.0007553,0.0,0.0175,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-22,0,0.8218099584998583,0.0,0.0007726,0.0,0.017467,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-23,2,1.3640823656318597,0.0,0.0007841,0.0,0.017381,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-24,2,1.3974614627282973,0.0,0.0007721,0.0,0.016995,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-25,0,0.4503022433906811,0.0,0.0007637,0.0,0.018218,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-26,0,0.5990282826891171,0.0,0.0007493,0.0,0.017554,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-27,2,1.3695336294184233,0.0,0.0007187,0.0,0.015641,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-28,2,1.960624058128555,0.0,0.000769,0.0,0.01598,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-29,2,1.8064577094144847,0.0,0.0007538,0.0,0.015583,200000,211546.63770292938,11546.63770292938,1.0577331885146468
