date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-07-30,0,0.519320000201359,0.0,0.0007611,0.0,0.017315,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-07-31,0,0.5313609103350051,0.0,0.0007611,0.0,0.017204,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-08-01,1,1.1597885872737106,-130423327.80698483,0.000811,6107357.171399312,0.017319,200000,211546.63770292938,11546.63770292938,1.0577331885146468
2020-08-02,1,1.1283950163511502,-130423327.80698483,0.0007635,6107357.171399312,0.016207,200000,198560.14845750155,-1439.8515424984507,0.9928007422875077
2020-08-03,1,0.7505705120762626,-130423327.80698483,0.0007699,6107357.171399312,0.0167,200000,202405.7848409661,2405.784840966109,1.0120289242048306
2020-08-04,0,-0.8259971029749995,0.0,0.0007788,0.0,0.018734,200000,198705.09615001443,-1294.903849985567,0.9935254807500722
2020-08-05,-1,-1.1123480783803235,129686135.06723301,0.0007661,-5286678.448092759,0.018793,200000,198705.09615001443,-1294.903849985567,0.9935254807500722
2020-08-06,-2,-1.4628898362777347,0.0,0.0007845,0.0,0.019704,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-07,0,0.6551529990019871,0.0,0.0008578,0.0,0.018671,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-08,-2,-1.3667547529964916,0.0,0.0008517,0.0,0.020815,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-09,-2,-2.1151897396076973,0.0,0.0008322,0.0,0.021929,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-10,-2,-1.2721631609923698,0.0,0.0008578,0.0,0.021422,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-11,0,-0.8617978791948087,0.0,0.0008198,0.0,0.019966,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-12,0,-0.49711941896902906,0.0,0.0008584,0.0,0.020429,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-13,0,-0.04715237907300925,0.0,0.0008484,0.0,0.019598,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-14,0,-0.6925495306609327,0.0,0.000847,0.0,0.020513,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-15,0,0.0746181072943162,0.0,0.000855,0.0,0.019575,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-16,0,0.7489731771743284,0.0,0.000907,0.0,0.019842,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-17,0,0.296199352172853,0.0,0.0008824,0.0,0.02002,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-18,0,0.45412171588003336,0.0,0.0008437,0.0,0.019089,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-19,1,1.1029672760691174,-122255674.28336361,0.0008226,5631826.043876066,0.017857,200000,201135.03533098983,1135.0353309898346,1.0056751766549492
2020-08-20,0,0.17912740782309836,0.0,0.000845,0.0,0.019392,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-21,0,0.1090928822635029,0.0,0.0007758,0.0,0.017962,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-22,0,0.46607667395132363,0.0,0.0007962,0.0,0.018165,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-23,0,0.31243381489417377,0.0,0.0007745,0.0,0.017889,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-24,0,0.15214206659334,0.0,0.0007816,0.0,0.01817,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-25,0,0.6181778983528148,0.0,0.0007459,0.0,0.016883,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-26,0,-0.007070607824532964,0.0,0.0007359,0.0,0.017113,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-27,0,0.9985884364475894,0.0,0.0007156,0.0,0.015933,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-28,0,0.8590873507145416,0.0,0.0007313,0.0,0.016317,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-29,0,0.5412478016518121,0.0,0.0007416,0.0,0.016744,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-30,0,-0.224057790729805,0.0,0.000742,0.0,0.017113,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-08-31,-2,-1.618416205459727,0.0,0.0007249,0.0,0.017372,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-09-01,0,-0.6549830211660663,0.0,0.00073,0.0,0.016989,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-09-02,0,0.19481900130261584,0.0,0.0007035,0.0,0.015995,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-09-03,2,3.140439703731753,0.0,0.0006018,0.0,0.012343,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-09-04,-1,-1.1282444499295774,-161559673.5001551,0.0006042,6841488.276478393,0.014268,200000,195228.70945758742,-4771.290542412578,0.9761435472879371
2020-09-05,0,0.07535381816524346,0.0,0.0005336,0.0,0.012101,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-06,0,-0.16297584857187475,0.0,0.0005402,0.0,0.012354,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-07,0,0.6734058601014506,0.0,0.0005492,0.0,0.012201,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-08,0,0.04347222138447878,0.0,0.0005328,0.0,0.012119,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-09,0,-0.7679474006287377,0.0,0.0005491,0.0,0.012841,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-10,0,-0.872563507273099,0.0,0.0005535,0.0,0.013005,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-11,1,1.0925074221142062,-158993134.37630114,0.0006032,7244101.416707066,0.013239,200000,191809.3173115697,-8190.682688430301,0.9590465865578485
2020-09-12,0,-0.08319658878445853,0.0,0.000588,0.0,0.013419,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-13,0,-0.9242041164959395,0.0,0.0005446,0.0,0.01281,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-14,0,-0.4045120947755579,0.0,0.0005563,0.0,0.012861,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-15,0,-0.31415777461867667,0.0,0.0005457,0.0,0.012569,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-16,0,0.3235473092081074,0.0,0.0005526,0.0,0.01246,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-17,-2,-1.4906920357201823,0.0,0.0005585,0.0,0.013514,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-18,-2,-2.6300410748674676,0.0,0.0005497,0.0,0.01443,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-19,-2,-2.894719864633658,0.0,0.0005345,0.0,0.015265,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-20,-2,-2.0499491644783223,0.0,0.0005255,0.0,0.014476,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-21,-2,-1.2385780312045491,0.0,0.0004844,0.0,0.012605,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-22,0,-0.821613652121574,0.0,0.0004878,0.0,0.01234,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-23,0,-0.6423007832323513,0.0,0.0004541,0.0,0.011381,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-24,0,-0.7395844560692476,0.0,0.0004884,0.0,0.012385,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-25,-1,-1.0793023258694316,191380426.75421512,0.0004914,-7285176.365870425,0.012909,200000,188088.68341404264,-11911.316585957364,0.9404434170702132
2020-09-26,-1,-0.9007213275892029,191380426.75421512,0.0004925,-7285176.365870425,0.012851,200000,187876.66165425177,-12123.338345748227,0.9393833082712588
2020-09-27,-1,-1.1687456902497662,191380426.75421512,0.0004732,-7285176.365870425,0.012741,200000,183381.6500176497,-16618.349982350308,0.9169082500882485
2020-09-28,-1,-1.0437440004154124,191380426.75421512,0.0004747,-7285176.365870425,0.012765,200000,183843.5648905619,-16156.435109438113,0.9192178244528094
2020-09-29,-1,-1.1589673614820313,191380426.75421512,0.00048,-7285176.365870425,0.013169,200000,187801.0924041709,-12198.907595829107,0.9390054620208544
2020-09-30,-2,-1.300811435938927,0.0,0.0004804,0.0,0.013519,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-01,0,-0.7491687071908423,0.0,0.000472,0.0,0.012732,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-02,0,0.24424177045747497,0.0,0.000471,0.0,0.011859,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-03,0,0.19320423568334857,0.0,0.0004625,0.0,0.011739,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-04,0,0.4839000386896688,0.0,0.000465,0.0,0.011657,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-05,0,0.6598483484597774,0.0,0.0004551,0.0,0.011383,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-06,2,2.4279573963187326,0.0,0.0004392,0.0,0.010106,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-07,0,0.7094082803245482,0.0,0.0004471,0.0,0.011227,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-08,2,1.587325757447996,0.0,0.0004622,0.0,0.011012,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-09,2,1.2889140526717466,0.0,0.0004761,0.0,0.011455,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-10,0,0.9863671270530215,0.0,0.0004691,0.0,0.0114,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-11,2,1.8370512527358887,0.0,0.000497,0.0,0.011436,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-12,2,1.9758473674043877,0.0,0.0005071,0.0,0.011377,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-13,1,1.0551550264944567,-199342304.0675133,0.0004882,8475780.5997004,0.011482,200000,194637.82569151997,-5362.1743084800255,0.9731891284575999
2020-10-14,1,1.1422976485063694,-199342304.0675133,0.0004793,8475780.5997004,0.011139,200000,189956.4864396219,-10043.51356037811,0.9497824321981094
2020-10-15,2,1.2782904220126696,0.0,0.00048,0.0,0.010963,200000,197402.14892941088,-2597.851070589124,0.9870107446470544
2020-10-16,1,1.0390604287684841,-214567553.18414226,0.00046,9319334.762034316,0.010591,200000,197402.14892941088,-2597.851070589124,0.9870107446470544
2020-10-17,1,0.6825529776840767,-214567553.18414226,0.0004688,9319334.762034316,0.010988,200000,202990.11929795897,2990.1192979589687,1.014950596489795
2020-10-18,0,0.051570139653242406,0.0,0.0004786,0.0,0.011627,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-19,0,0.1827923213946022,0.0,0.0004754,0.0,0.011396,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-20,2,1.7854206107444752,0.0,0.0004901,0.0,0.010781,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-21,2,1.8185410931305508,0.0,0.0005182,0.0,0.011339,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-22,0,0.13655012542053052,0.0,0.000518,0.0,0.012155,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-23,0,-0.9623515496625354,0.0,0.0004982,0.0,0.012218,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-24,0,-0.9349719374748271,0.0,0.0005028,0.0,0.012282,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-25,0,-0.7321987109334767,0.0,0.0004882,0.0,0.01179,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-26,0,-0.004676641883390853,0.0,0.0004832,0.0,0.011368,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-27,0,0.3460696363340344,0.0,0.0004909,0.0,0.01137,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-28,0,0.5714927639664026,0.0,0.0004636,0.0,0.010638,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-29,2,1.2437656747859238,0.0,0.0004558,0.0,0.010186,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-30,0,0.9595402657220639,0.0,0.0004483,0.0,0.01008,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-10-31,2,1.4805495154627997,0.0,0.0004499,0.0,0.009895,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-01,0,-0.09649265351900405,0.0,0.0004513,0.0,0.010505,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-02,0,0.37518738153909836,0.0,0.0004395,0.0,0.01005,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-03,2,2.314131246457552,0.0,0.0004398,0.0,0.00925,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-04,2,1.691244441866844,0.0,0.0004403,0.0,0.009398,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-05,0,0.6926141403428276,0.0,0.0004374,0.0,0.009721,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-06,0,-0.8077294526119695,0.0,0.0004699,0.0,0.011196,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-07,0,0.18507332924662107,0.0,0.0004578,0.0,0.010383,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-08,0,-0.8234354314792881,0.0,0.0004693,0.0,0.011122,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-09,0,-0.5335705806391611,0.0,0.0004703,0.0,0.011035,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-10,-2,-1.3228371652812643,0.0,0.0004733,0.0,0.011583,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-11,0,-0.5760553690817694,0.0,0.0004792,0.0,0.01134,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-12,0,0.30276459339987516,0.0,0.0004691,0.0,0.010644,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-13,-2,-1.58698263348904,0.0,0.0004794,0.0,0.011814,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-14,0,-0.3718240710872952,0.0,0.0004826,0.0,0.011245,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-15,0,-0.06345801549722373,0.0,0.0004804,0.0,0.011039,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-16,0,0.11571282428241784,0.0,0.0004973,0.0,0.011336,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-17,-2,-1.5116221928709201,0.0,0.0005021,0.0,0.012346,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-18,0,-0.9078863960678444,0.0,0.0004903,0.0,0.011777,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-19,0,-0.13040315463041652,0.0,0.0004952,0.0,0.011504,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-20,0,-0.8801652598538773,0.0,0.0004999,0.0,0.012059,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-21,-2,-2.244064467253175,0.0,0.0005471,0.0,0.014426,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-22,-1,-1.1643553880779014,172302547.2727969,0.0005564,-6894580.1727856295,0.013905,200000,191738.27460516838,-8261.725394831621,0.958691373025842
2020-11-23,-2,-2.4087780427184406,0.0,0.000583,0.0,0.016023,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-24,0,-0.5931159095291343,0.0,0.0006555,0.0,0.016174,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-25,-2,-1.5882104812764368,0.0,0.0006298,0.0,0.016548,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-26,-2,-1.3090260171520314,0.0,0.0005607,0.0,0.014627,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-27,0,-0.9108596522979667,0.0,0.0005652,0.0,0.014487,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-28,-2,-1.2454783486694494,0.0,0.0005829,0.0,0.01535,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-29,-1,-1.174262438545113,175961754.4511355,0.0005733,-6658232.052460958,0.015151,200000,201757.74765367195,1757.7476536719478,1.0087887382683598
2020-11-30,-1,-0.30518417902550565,175961754.4511355,0.0006355,-6658232.052460958,0.015972,200000,218168.97729560302,18168.97729560302,1.0908448864780151
2020-12-01,0,-0.15266222631455847,0.0,0.00059,0.0,0.014737,200000,196062.67828461915,-3937.321715380851,0.9803133914230957
2020-12-02,-2,-1.5708535966033488,0.0,0.0005979,0.0,0.016405,200000,196062.67828461915,-3937.321715380851,0.9803133914230957
2020-12-03,-2,-1.5147743965287763,0.0,0.0006283,0.0,0.017397,200000,196062.67828461915,-3937.321715380851,0.9803133914230957
2020-12-04,-1,-1.031267449698531,168612554.42433706,0.0005814,-6244829.8600018835,0.015698,200000,196062.67828461915,-3937.321715380851,0.9803133914230957
2020-12-05,-2,-1.9824667977927048,0.0,0.0005969,0.0,0.017484,200000,204602.44982100528,4602.449821005284,1.0230122491050264
2020-12-06,-2,-1.6265492590216821,0.0,0.0005953,0.0,0.017144,200000,204602.44982100528,4602.449821005284,1.0230122491050264
2020-12-07,-2,-2.0352896723295126,0.0,0.0005953,0.0,0.018137,200000,204602.44982100528,4602.449821005284,1.0230122491050264
2020-12-08,-2,-1.429922994119562,0.0,0.0005569,0.0,0.016382,200000,204602.44982100528,4602.449821005284,1.0230122491050264
2020-12-09,-2,-1.6089712125751188,0.0,0.0005567,0.0,0.016758,200000,204602.44982100528,4602.449821005284,1.0230122491050264
2020-12-10,-1,-1.1651898773592002,188261363.4716648,0.0005434,-6419101.770126288,0.015937,200000,204602.44982100528,4602.449821005284,1.0230122491050264
2020-12-11,-1,-1.054074219134875,188261363.4716648,0.0005316,-6419101.770126288,0.015587,200000,200134.28011249547,134.28011249547126,1.0006714005624773
2020-12-12,-2,-1.44466833508463,0.0,0.0005399,0.0,0.016497,200000,208856.06158442685,8856.061584426847,1.0442803079221343
2020-12-13,-1,-1.12493769199395,190562099.98579094,0.000548,-6340499.74451812,0.01647,200000,208856.06158442685,8856.061584426847,1.0442803079221343
2020-12-14,0,-0.13721656911722988,0.0,0.0005834,0.0,0.01637,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-15,0,-0.22443090398185134,0.0,0.0005825,0.0,0.016501,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-16,0,0.07513502013869021,0.0,0.0006198,0.0,0.017274,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-17,0,0.00886099991219573,0.0,0.0006077,0.0,0.017092,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-18,0,-0.08502893379951501,0.0,0.0006137,0.0,0.017424,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-19,0,-0.0476270765110248,0.0,0.000611,0.0,0.017373,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-20,0,0.829345845183285,0.0,0.0005963,0.0,0.016325,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-21,2,2.703419793696006,0.0,0.0006134,0.0,0.015523,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-22,2,2.43906953927098,0.0,0.000635,0.0,0.015854,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-23,2,2.3084752801446973,0.0,0.000541,0.0,0.013236,200000,201476.11327047806,1476.1132704780612,1.0073805663523903
2020-12-24,1,1.09012740617331,-177324514.40809548,0.0005681,6764121.1733860895,0.014893,200000,201476.1132704781,1476.1132704780903,1.0073805663523905
2020-12-25,2,1.4053956287666347,0.0,0.000574,0.0,0.014598,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2020-12-26,0,-0.4049754720418206,0.0,0.0005732,0.0,0.016471,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2020-12-27,0,-0.5022434758231442,0.0,0.0005739,0.0,0.016542,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2020-12-28,-2,-2.492489366376684,0.0,0.0005725,0.0,0.020212,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2020-12-29,-2,-2.3802484081862967,0.0,0.0005719,0.0,0.021135,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2020-12-30,-2,-1.6033697894091032,0.0,0.0005874,0.0,0.0202,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2020-12-31,0,-0.9743833860853464,0.0,0.0005849,0.0,0.018754,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2021-01-01,0,-0.6742605976384941,0.0,0.0006155,0.0,0.019052,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2021-01-02,2,1.2348891545521918,0.0,0.0008032,0.0,0.019993,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2021-01-03,-2,-1.4712268688280778,0.0,0.0007508,0.0,0.026226,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2021-01-04,-1,-1.1001892360693393,139659753.92763913,0.0007322,-4157202.692325285,0.024598,200000,204517.74365163472,4517.7436516347225,1.0225887182581737
2021-01-05,-2,-1.6201811534484547,0.0,0.0007393,0.0,0.027964,200000,217519.3036611154,17519.30366111541,1.0875965183055771
2021-01-06,-2,-1.697352482678591,0.0,0.000765,0.0,0.030819,200000,217519.3036611154,17519.30366111541,1.0875965183055771
2021-01-07,-1,-1.009826588396063,136085650.43863577,0.0007992,-3793103.3317252365,0.028673,200000,217519.3036611154,17519.30366111541,1.0875965183055771
2021-01-08,-1,-0.5853035997338435,136085650.43863577,0.0008147,-3793103.3317252365,0.027299,200000,214416.9072651238,14416.907265123795,1.072084536325619
2021-01-09,0,0.38517096361435355,0.0,0.0010065,0.0,0.028812,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-10,0,0.6340172442925599,0.0,0.0009735,0.0,0.02707,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-11,0,0.8002577522063788,0.0,0.0008877,0.0,0.024344,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-12,0,0.9042027047766591,0.0,0.0008387,0.0,0.02299,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-13,0,-0.21639379572159115,0.0,0.0008084,0.0,0.026073,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-14,0,-0.34545959207162896,0.0,0.0007747,0.0,0.025743,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-15,0,-0.6718393743452525,0.0,0.0007204,0.0,0.025306,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-16,-1,-1.0175878989980613,132659671.34052834,0.0007155,-3533410.074978521,0.026863,200000,189835.98968829605,-10164.010311703954,0.9491799484414802
2021-01-17,-1,-1.1141923153700184,132659671.34052834,0.0007062,-3533410.074978521,0.027152,200000,189623.4102564979,-10376.589743502089,0.9481170512824896
2021-01-18,-2,-1.5549453405548854,0.0,0.0007288,0.0,0.030803,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-19,-2,-1.3036527499264507,0.0,0.0007036,0.0,0.029015,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-20,-2,-1.8453157791879158,0.0,0.0007018,0.0,0.034595,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-21,-2,-1.4122275022272885,0.0,0.0006025,0.0,0.027918,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-22,-2,-1.5028828552885023,0.0,0.000645,0.0,0.031268,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-23,0,-0.9503015460907923,0.0,0.0006917,0.0,0.030068,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-24,0,-0.9338365868955456,0.0,0.0006926,0.0,0.030606,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-25,0,-0.9449465210319882,0.0,0.0006618,0.0,0.029758,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-26,0,-0.8140234133758514,0.0,0.000671,0.0,0.029444,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-27,0,-0.598629819692235,0.0,0.0006255,0.0,0.026361,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-28,0,0.08473958790377548,0.0,0.0007498,0.0,0.027389,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-29,0,0.46073000971825745,0.0,0.0008071,0.0,0.02783,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-30,0,0.5685769239320727,0.0,0.0007772,0.0,0.026842,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-01-31,0,0.8915998198097841,0.0,0.0007528,0.0,0.025397,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-02-01,0,0.09996315404222442,0.0,0.0007557,0.0,0.029382,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-02-02,0,0.9388356355678856,0.0,0.0007934,0.0,0.028127,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-02-03,0,0.83831726181089,0.0,0.0008064,0.0,0.029177,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-02-04,1,1.030630831212575,-129317062.5831513,0.000781,3644771.7747181947,0.02771,200000,201993.25175488234,1993.251754882338,1.0099662587744116
2021-02-05,0,0.16774202446995215,0.0,0.0008201,0.0,0.032096,200000,191063.57989796955,-8936.420102030446,0.9553178994898478
2021-02-06,0,0.4579430725301928,0.0,0.0007917,0.0,0.029946,200000,191063.57989796955,-8936.420102030446,0.9553178994898478
2021-02-07,0,0.7297203923828557,0.0,0.0008,0.0,0.029139,200000,191063.57989796955,-8936.420102030446,0.9553178994898478
2021-02-08,2,2.6524157282012326,0.0,0.001128,0.0,0.031326,200000,191063.57989796955,-8936.420102030446,0.9553178994898478
2021-02-09,2,1.8269500028538497,0.0,0.001196,0.0,0.035375,200000,191063.57989796955,-8936.420102030446,0.9553178994898478
2021-02-10,1,1.1299269517094492,-85000257.9846826,0.0011239,2676785.2825516206,0.035689,200000,191063.57989796955,-8936.420102030446,0.9553178994898478
2021-02-11,1,0.7662023855403365,-85000257.9846826,0.001292,2676785.2825516206,0.042558,200000,223738.96137104178,23738.961371041776,1.118694806855209
2021-02-12,0,-0.5008282435420289,0.0,0.0014056,0.0,0.054359,200000,165032.5713470159,-34967.42865298409,0.8251628567350795
2021-02-13,0,-0.6854878057263027,0.0,0.0013934,0.0,0.054766,200000,165032.5713470159,-34967.42865298409,0.8251628567350795
2021-02-14,-1,-1.0286678857646165,64445708.89839735,0.0012804,-1581953.6756102827,0.052161,200000,165032.5713470159,-34967.42865298409,0.8251628567350795
2021-02-15,-1,-0.8519473460623247,64445708.89839735,0.0012961,-1581953.6756102827,0.051032,200000,164258.34327695676,-35741.65672304324,0.8212917163847838
2021-02-16,-1,-0.6654075102546578,64445708.89839735,0.0012916,-1581953.6756102827,0.049319,200000,161258.45094059355,-38741.54905940645,0.8062922547029677
2021-02-17,0,0.6338579768173678,0.0,0.0015463,0.0,0.051196,200000,146369.87205396814,-53630.12794603186,0.7318493602698407
2021-02-18,0,-0.24116716993812135,0.0,0.0014987,0.0,0.054483,200000,146369.87205396814,-53630.12794603186,0.7318493602698407
2021-02-19,2,1.7999929266256058,0.0,0.0018465,0.0,0.053602,200000,146369.87205396814,-53630.12794603186,0.7318493602698407
