date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,XLMUSDT_position,XLMUSDT_price,init,total_asset,pnl,return
2020-07-31,2,1.8509137906656759,0.0,58.13,0.0,0.0969,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-01,2,1.2730609421226635,0.0,61.65,0.0,0.10758,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-02,0,0.9022817052055699,0.0,56.77,0.0,0.10251,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-03,0,0.8604857227167274,0.0,58.48,0.0,0.10516,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-04,0,0.32354809495897485,0.0,57.61,0.0,0.11015,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-05,0,0.6173053633239431,0.0,58.88,0.0,0.10749,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-06,0,0.6645566257440751,0.0,59.03,0.0,0.10624,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-07,0,0.5742510069239047,0.0,57.17,0.0,0.10306,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-08,0,0.7046745618883387,0.0,58.46,0.0,0.10325,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-09,0,0.16357425153409966,0.0,56.96,0.0,0.10505,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-10,0,0.21066343705640647,0.0,58.27,0.0,0.10625,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-11,0,-0.06963852698257797,0.0,54.1,0.0,0.10015,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-12,0,-0.27488555921489577,0.0,54.52,0.0,0.10147,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-13,0,0.4472361257668172,0.0,57.14,0.0,0.10111,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-14,0,-0.5283942230926836,0.0,56.78,0.0,0.10479,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-15,0,0.021323407216696712,0.0,59.85,0.0,0.10707,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-16,0,-0.19275652442950184,0.0,63.87,0.0,0.11517,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-17,2,1.6018900869744408,0.0,67.22,0.0,0.11383,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-18,2,2.065970087262011,0.0,65.4,0.0,0.10807,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-19,2,1.9929427324136606,0.0,62.12,0.0,0.10222,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-20,1,1.1202087422244797,-1507.9611754847133,62.8,882736.4077222222,0.10728,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-08-21,2,1.4287250948650698,0.0,59.2,0.0,0.09949,200000,190847.78002529114,-9152.21997470886,0.9542389001264557
2020-08-22,1,1.0636768994279246,-1584.8511877204048,60.21,933423.5548532287,0.10223,200000,190847.78002529114,-9152.21997470886,0.9542389001264557
2020-08-23,1,0.9461208414084548,-1584.8511877204048,60.55,933423.5548532287,0.10293,200000,192040.02591751333,-7959.974082486675,0.9602001295875666
2020-08-24,2,1.3999888298587149,0.0,62.02,0.0,0.10294,200000,193053.62995111928,-6946.370048880723,0.9652681497555964
2020-08-25,1,1.1879381689499442,-1654.5563074316015,58.34,993687.6155606303,0.09714,200000,193053.62995111928,-6946.370048880723,0.9652681497555964
2020-08-26,1,0.7832042402388067,-1654.5563074316015,58.1,993687.6155606303,0.09804,200000,193550.85529134027,-6449.144708659733,0.9677542764567013
2020-08-27,1,0.9195200940158113,-1654.5563074316015,56.1,993687.6155606303,0.09376,200000,185988.75968187753,-14011.240318122465,0.9299437984093877
2020-08-28,1,0.8883272416268475,-1654.5563074316015,57.38,993687.6155606303,0.09569,200000,190024.40885342204,-9975.591146577965,0.9501220442671102
2020-08-29,1,0.5319353963483588,-1654.5563074316015,56.97,993687.6155606303,0.09615,200000,189803.13707053295,-10196.862929467054,0.9490156853526648
2020-08-30,2,2.1170858470238216,0.0,62.89,0.0,0.09821,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-08-31,2,1.5549661064721425,0.0,60.92,0.0,0.09678,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-01,2,1.6251747229670528,0.0,62.69,0.0,0.09881,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-02,2,1.2746166895287945,0.0,58.06,0.0,0.09228,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-03,0,0.3439427397061712,0.0,47.28,0.0,0.07781,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-04,0,0.9853609714854663,0.0,50.32,0.0,0.08074,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-05,2,1.5131882018341904,0.0,47.83,0.0,0.07541,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-06,0,0.5839613323879747,0.0,47.92,0.0,0.07742,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-07,0,0.6386993049162341,0.0,48.84,0.0,0.07867,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-08,0,0.17788969012889896,0.0,47.47,0.0,0.07745,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-09,0,-0.02635386967402923,0.0,47.82,0.0,0.07832,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-10,0,-0.701372639836067,0.0,48.67,0.0,0.08117,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-11,-2,-1.5579407054101968,0.0,48.96,0.0,0.08374,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-12,0,-0.36360879130948137,0.0,50.8,0.0,0.08382,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-13,0,-0.6251277457885853,0.0,48.15,0.0,0.08001,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-14,0,-0.034926198225808135,0.0,49.08,0.0,0.08021,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-15,0,0.4728237988238556,0.0,48.31,0.0,0.07778,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-16,-1,-1.0885635630036714,2088.7627240502848,47.76,-1247147.2396629779,0.07999,200000,199518.6154012832,-481.38459871680243,0.997593077006416
2020-09-17,-1,-0.45290067266786715,2088.7627240502848,48.85,-1247147.2396629779,0.08043,200000,202344.11155594973,2344.1115559497266,1.0117205577797486
2020-09-18,0,0.33209415066767684,0.0,48.54,0.0,0.07825,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-19,0,0.23747383025913496,0.0,48.52,0.0,0.07857,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-20,0,-0.11673403539946098,0.0,47.09,0.0,0.07693,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-21,0,0.36465686131070807,0.0,43.16,0.0,0.06996,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-22,0,0.741486410041382,0.0,44.47,0.0,0.07167,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-23,2,1.9137492284958464,0.0,42.96,0.0,0.0674,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-24,2,1.7491711857944225,0.0,44.92,0.0,0.07043,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-25,0,0.21799977209501062,0.0,46.02,0.0,0.07467,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-26,0,0.7506932723571053,0.0,46.03,0.0,0.07385,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-27,1,1.0559122934493215,-2125.074313566888,46.05,1334146.8594376985,0.07335,200000,195719.34427951038,-4280.6557204896235,0.9785967213975519
2020-09-28,1,0.251209954476227,-2125.074313566888,45.23,1334146.8594376985,0.07323,200000,193816.68571925303,-6183.31428074697,0.9690834285962652
2020-09-29,0,0.1659666390772878,0.0,45.69,0.0,0.07407,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-09-30,0,0.1796993462642628,0.0,46.24,0.0,0.07484,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-01,2,1.3481243384949992,0.0,46.25,0.0,0.07314,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-02,2,1.226277409654166,0.0,44.88,0.0,0.07096,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-03,2,1.8027555679791336,0.0,45.51,0.0,0.071,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-04,2,1.5451674198704917,0.0,46.69,0.0,0.0729,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-05,0,0.7583218155656111,0.0,46.34,0.0,0.07331,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-06,1,1.0096586986638465,-2109.086016393033,45.99,1340291.0860013207,0.07237,200000,193993.73178783117,-6006.268212168827,0.9699686589391558
2020-10-07,2,1.6436725995210637,0.0,46.55,0.0,0.07233,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-08,2,1.620640818742288,0.0,47.21,0.0,0.07311,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-09,0,0.720778762985308,0.0,47.78,0.0,0.07502,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-10,0,0.21325800585705265,0.0,48.88,0.0,0.0773,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-11,2,2.084161612279672,0.0,50.48,0.0,0.07713,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-12,2,1.6094166350054626,0.0,50.58,0.0,0.07761,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-13,2,1.5753237139379603,0.0,49.89,0.0,0.07635,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-14,2,2.4843944117946344,0.0,49.79,0.0,0.07398,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-15,2,1.8958760970876087,0.0,49.53,0.0,0.07408,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-16,-2,-2.0602086198443366,0.0,47.6,0.0,0.07909,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-17,-2,-2.674306198743681,0.0,46.93,0.0,0.08152,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-18,-2,-1.522024837369834,0.0,47.54,0.0,0.07942,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-19,-2,-2.42976621385456,0.0,47.99,0.0,0.0852,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-20,-2,-1.6257060145124735,0.0,46.88,0.0,0.08075,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-21,0,0.13649998389146623,0.0,52.98,0.0,0.08358,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-22,0,0.1855736137328483,0.0,54.35,0.0,0.08552,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-23,1,1.0092110468580844,-1761.353587156724,55.42,1166517.8752417022,0.08368,200000,195228.4316004513,-4771.568399548705,0.9761421580022565
2020-10-24,2,1.7226664255154662,0.0,59.23,0.0,0.08561,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-25,2,1.8851975362305835,0.0,58.84,0.0,0.08304,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-26,2,1.4985278751707944,0.0,56.82,0.0,0.08104,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-27,2,1.482271146847685,0.0,57.91,0.0,0.08183,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-28,2,1.4205595135429079,0.0,55.77,0.0,0.07832,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-29,2,1.203799157429683,0.0,54.87,0.0,0.0775,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-30,1,1.0230375482883434,-1848.6188601027764,54.01,1301915.564404107,0.07669,200000,199687.8092683019,-312.19073169809417,0.9984390463415095
2020-10-31,1,1.1665779024687286,-1848.6188601027764,55.72,1301915.564404107,0.07775,200000,204228.978017346,4228.978017346002,1.02114489008673
2020-11-01,1,0.9063105274317171,-1848.6188601027764,55.6,1301915.564404107,0.07861,200000,205126.79113952123,5126.791139521229,1.0256339556976062
2020-11-02,1,0.9174879994224052,-1848.6188601027764,53.8,1301915.564404107,0.07557,200000,197841.45387554774,-2158.5461244522594,0.9892072693777387
2020-11-03,1,0.9224656021919293,-1848.6188601027764,53.96,1301915.564404107,0.07542,200000,197941.94555850356,-2058.054441496439,0.9897097277925178
2020-11-04,1,1.1457400418778438,-1848.6188601027764,54.67,1301915.564404107,0.07456,200000,198134.817563789,-1865.1824362110056,0.990674087818945
2020-11-05,1,1.0400969385533563,-1848.6188601027764,58.95,1301915.564404107,0.08039,200000,213637.07402550481,13637.074025504815,1.0681853701275241
2020-11-06,2,1.3006727284645572,0.0,63.2,0.0,0.08388,200000,207315.84368458088,7315.843684580876,1.0365792184229043
2020-11-07,0,0.9756367194585317,0.0,58.9,0.0,0.07952,200000,207315.84368458088,7315.843684580876,1.0365792184229043
2020-11-08,1,1.1361650952659426,-1698.7532258651333,61.02,1271876.3416231954,0.0815,200000,207315.84368458088,7315.843684580876,1.0365792184229043
2020-11-09,1,1.0533423087552767,-1698.7532258651333,59.23,1271876.3416231954,0.0797,200000,201985.69799536053,1985.6979953605332,1.0099284899768026
2020-11-10,1,0.498801955107746,-1698.7532258651333,57.93,1271876.3416231954,0.07967,200000,199739.16251148714,-260.8374885128578,0.9986958125574357
2020-11-11,1,0.8753382512503606,-1698.7532258651333,59.27,1271876.3416231954,0.08039,200000,202931.24280011514,2931.242800115142,1.0146562140005757
2020-11-12,2,1.5909123125975415,0.0,60.72,0.0,0.08069,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-13,2,2.9662066471805035,0.0,65.96,0.0,0.08249,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-14,2,2.0879868643391997,0.0,63.85,0.0,0.08094,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-15,2,1.491057279381181,0.0,62.28,0.0,0.08009,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-16,2,3.3655379874009808,0.0,73.84,0.0,0.0825,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-17,2,2.4142628023598727,0.0,76.32,0.0,0.0865,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-18,2,1.963538209676491,0.0,73.42,0.0,0.08365,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-19,2,2.6589197931354285,0.0,81.53,0.0,0.08401,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-20,2,1.8291056490735764,0.0,82.53,0.0,0.08853,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-21,0,0.10886239714220826,0.0,87.14,0.0,0.109,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-22,0,-0.004167368918162062,0.0,82.87,0.0,0.10426,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-23,-2,-1.5363369819076007,0.0,89.03,0.0,0.13231,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-24,-2,-2.987194373447824,0.0,89.25,0.0,0.19571,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-25,-2,-2.534964990863756,0.0,81.75,0.0,0.19295,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-26,-2,-2.1068536568810057,0.0,71.0,0.0,0.16835,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-27,-2,-2.181992189031966,0.0,69.15,0.0,0.20699,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-28,-2,-1.7452883150886795,0.0,72.7,0.0,0.20021,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-29,-2,-1.365938417420403,0.0,78.91,0.0,0.19423,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-11-30,-1,-1.1307137341745743,1185.6043214691165,87.65,-512038.5256307863,0.20295,200000,207836.43755353615,7836.437553536147,1.0391821877676808
2020-12-01,-1,-0.9044921108620599,1185.6043214691165,85.08,-512038.5256307863,0.18382,200000,194994.1374520436,-5005.862547956407,0.974970687260218
2020-12-02,-1,-0.7553941916152787,1185.6043214691165,88.9,-512038.5256307863,0.18514,200000,200199.03681388823,199.03681388823316,1.000995184069441
2020-12-03,-1,-0.6728903087745578,1185.6043214691165,89.0,-512038.5256307863,0.18436,200000,199918.2071960431,-81.7928039568942,0.9995910359802155
2020-12-04,-1,-0.5663885963536749,1185.6043214691165,79.52,-512038.5256307863,0.16154,200000,176993.95907362137,-23006.040926378628,0.8849697953681068
2020-12-05,-1,-0.5399823981154612,1185.6043214691165,83.14,-512038.5256307863,0.1717,200000,186488.15813774837,-13511.841862251633,0.9324407906887419
2020-12-06,-1,-0.5087578812653418,1185.6043214691165,83.55,-512038.5256307863,0.17593,200000,189140.1788729689,-10859.821127031086,0.9457008943648446
2020-12-07,-1,-0.33490003955698416,1185.6043214691165,83.37,-512038.5256307863,0.16804,200000,184886.7861278776,-15113.213872122404,0.924433930639388
2020-12-08,-1,-0.22251340176710246,1185.6043214691165,76.76,-512038.5256307863,0.15263,200000,169159.4278829963,-30840.5721170037,0.8457971394149815
2020-12-09,-1,-0.4356341708122062,1185.6043214691165,77.41,-512038.5256307863,0.17206,200000,179878.9792449574,-20121.020755042613,0.899394896224787
2020-12-10,-1,-0.24428979283798152,1185.6043214691165,74.7,-512038.5256307863,0.16073,200000,170864.5950383793,-29135.40496162069,0.8543229751918966
2020-12-11,0,0.0016251886778658369,0.0,72.2,0.0,0.15077,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-12,0,0.2931652063821992,0.0,76.67,0.0,0.15888,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-13,0,0.3238472621345862,0.0,82.28,0.0,0.1761,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-14,0,0.6577267228639269,0.0,82.35,0.0,0.1702,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-15,0,0.7110900788972739,0.0,81.32,0.0,0.1661,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-16,0,0.4612006494716252,0.0,92.94,0.0,0.19321,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-17,2,1.9270662030465397,0.0,101.01,0.0,0.18612,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-18,2,2.8949253896175975,0.0,109.34,0.0,0.18525,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-19,2,3.254827495875393,0.0,119.85,0.0,0.18139,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-20,2,2.412616604586825,0.0,114.58,0.0,0.17666,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-21,2,1.8272295920691681,0.0,104.45,0.0,0.16519,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-22,2,2.3395514662609256,0.0,114.32,0.0,0.16212,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-23,2,2.706962450684632,0.0,102.45,0.0,0.12661,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-24,2,1.4407741146050212,0.0,111.13,0.0,0.15818,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-25,2,2.2217920662504946,0.0,127.78,0.0,0.15238,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-26,2,2.132751559613642,0.0,129.61,0.0,0.14673,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-27,2,1.8073626437489405,0.0,127.88,0.0,0.14527,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-28,2,1.6756012541971261,0.0,129.83,0.0,0.14448,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-29,2,1.6512743290116085,0.0,128.8,0.0,0.13831,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-30,2,1.7310453196658615,0.0,130.05,0.0,0.13175,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2020-12-31,2,1.4732388826063794,0.0,124.21,0.0,0.12762,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-01,2,1.245340831066738,0.0,126.24,0.0,0.13207,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-02,2,1.682464607023679,0.0,136.96,0.0,0.12751,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-03,2,1.9542648472453727,0.0,161.24,0.0,0.13653,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-04,0,0.6973044889907003,0.0,155.34,0.0,0.16404,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-05,0,-0.0698261241119475,0.0,158.43,0.0,0.19291,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-06,-2,-1.9089318995119202,0.0,168.92,0.0,0.33938,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-07,-2,-1.596899845797768,0.0,169.35,0.0,0.31124,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-08,-2,-1.3375020056149765,0.0,172.19,0.0,0.297,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-09,-2,-1.3309748034899984,0.0,177.26,0.0,0.31054,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-10,-1,-1.165847135590752,586.3346094338201,170.07,-350502.37970618554,0.2845,200000,199435.85405281954,-564.1459471804556,0.9971792702640977
2021-01-11,-2,-1.4830853347540731,0.0,138.87,0.0,0.27119,200000,213064.3071932654,13064.307193265413,1.065321535966327
2021-01-12,-2,-1.4784741448762524,0.0,133.42,0.0,0.27993,200000,213064.3071932654,13064.307193265413,1.065321535966327
2021-01-13,-2,-1.3236701410730485,0.0,147.38,0.0,0.30356,200000,213064.3071932654,13064.307193265413,1.065321535966327
2021-01-14,-1,-1.132395683614369,698.5714989943128,152.5,-351012.03820966295,0.3035,200000,213064.3071932654,13064.307193265413,1.065321535966327
2021-01-15,-1,-1.0122114069420072,698.5714989943128,143.65,-351012.03820966295,0.28374,200000,199945.9515521428,-54.04844785720343,0.9997297577607139
2021-01-16,-1,-0.9668245707151892,698.5714989943128,143.52,-351012.03820966295,0.29075,200000,202315.73164512328,2315.7316451232764,1.0115786582256163
2021-01-17,-1,-0.9639204764790666,698.5714989943128,142.8,-351012.03820966295,0.3038,200000,206393.4672644835,6393.467264483508,1.0319673363224175
2021-01-18,-1,-0.7684564527136657,698.5714989943128,151.96,-351012.03820966295,0.30544,200000,213368.04193793522,13368.041937935224,1.066840209689676
2021-01-19,-1,-0.6378896092461754,698.5714989943128,151.86,-351012.03820966295,0.29748,200000,210504.12896388688,10504.128963886877,1.0525206448194344
2021-01-20,-1,-0.5655257792240823,698.5714989943128,149.69,-351012.03820966295,0.29358,200000,207619.28186205155,7619.281862051546,1.0380964093102578
2021-01-21,-1,-0.46438710136635447,698.5714989943128,129.72,-351012.03820966295,0.2514,200000,178863.12125545152,-21136.878744548478,0.8943156062772576
2021-01-22,-1,-0.41104223436707493,698.5714989943128,137.66,-351012.03820966295,0.26941,200000,190731.5057656224,-9268.494234377606,0.9536575288281119
2021-01-23,-1,-0.35659860868554044,698.5714989943128,137.67,-351012.03820966295,0.26977,200000,190864.85581436782,-9135.144185632176,0.9543242790718391
2021-01-24,0,-0.15891419657688816,0.0,141.01,0.0,0.27138,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-25,0,0.2506312868825803,0.0,137.07,0.0,0.26102,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-26,0,-0.07914308788304883,0.0,134.67,0.0,0.26144,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-27,0,-0.04148648001815812,0.0,122.44,0.0,0.23779,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-28,-2,-1.7619950325266809,0.0,133.27,0.0,0.29306,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-29,-2,-1.514190085761189,0.0,134.65,0.0,0.29322,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-30,-2,-3.0441145226970905,0.0,133.36,0.0,0.32791,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-01-31,-2,-2.093864791749683,0.0,129.36,0.0,0.30704,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-01,-2,-2.085876372222901,0.0,132.0,0.0,0.32323,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-02,-2,-1.602250371449184,0.0,141.98,0.0,0.33932,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-03,0,-0.7589055793418935,0.0,155.93,0.0,0.3467,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-04,0,-0.7850152965794585,0.0,145.07,0.0,0.32569,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-05,0,-0.8152094279670558,0.0,155.05,0.0,0.35155,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-06,-2,-1.3585824299689524,0.0,155.57,0.0,0.37739,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-07,-2,-1.60190488042431,0.0,150.76,0.0,0.3854,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-08,0,-0.864320940432436,0.0,167.28,0.0,0.3966,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-09,0,-0.13739573192330057,0.0,181.49,0.0,0.40022,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-10,0,-0.4145216951462635,0.0,181.56,0.0,0.41495,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-11,-1,-1.0936416126569193,571.3331528412366,183.62,-230041.64881305996,0.45604,200000,209816.38704941573,9816.38704941573,1.0490819352470786
2021-02-12,-2,-1.5985481445051628,0.0,196.69,0.0,0.52853,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-13,0,-0.8996966701626313,0.0,225.76,0.0,0.56456,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-14,0,-0.4953555980873832,0.0,213.49,0.0,0.51591,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-15,0,-0.2302103359343749,0.0,207.83,0.0,0.49474,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-16,0,0.4311323639161825,0.0,210.26,0.0,0.48534,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-17,2,2.091256027201257,0.0,237.49,0.0,0.49737,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-18,2,1.2748489404256682,0.0,226.59,0.0,0.49656,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-19,2,1.3116767868604535,0.0,236.5,0.0,0.51278,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-20,2,1.34631112835278,0.0,226.65,0.0,0.48613,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-21,0,0.9457242183639136,0.0,227.13,0.0,0.49601,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-22,0,0.5797549284439746,0.0,208.32,0.0,0.46363,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-23,0,0.8920057395237837,0.0,177.34,0.0,0.38652,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-24,0,0.4892729008266698,0.0,181.43,0.0,0.40538,200000,219024.78186423949,19024.781864239485,1.0951239093211975
2021-02-25,2,1.2350598069103034,0.0,179.36,0.0,0.38022,200000,219024.78186423949,19024.781864239485,1.0951239093211975
