date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-08-06,0,0.321237101614032,0.0,0.31719,0.0,59.03,200000,179274.67494905717,-20725.325050942833,0.8963733747452858
2020-08-07,0,0.41186820866857077,0.0,0.30778,0.0,57.17,200000,179274.67494905717,-20725.325050942833,0.8963733747452858
2020-08-08,1,1.006827646550418,-271102.5207915817,0.33064,1533.3105965536877,58.46,200000,179274.67494905717,-20725.325050942833,0.8963733747452858
2020-08-09,1,0.9759330548571367,-271102.5207915817,0.32145,1533.3105965536877,56.96,200000,174483.276888152,-25516.723111847998,0.87241638444076
2020-08-10,2,2.172592131732088,0.0,0.37231,0.0,58.27,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-11,2,2.154108858878267,0.0,0.35598,0.0,54.1,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-12,2,2.6793950308126764,0.0,0.40377,0.0,54.52,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-13,2,1.8003362571476254,0.0,0.39628,0.0,57.14,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-14,2,1.697939105326134,0.0,0.40127,0.0,56.78,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-15,0,0.9010102466570103,0.0,0.38413,0.0,59.85,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-16,0,0.599815614618901,0.0,0.39647,0.0,63.87,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-17,0,0.0315304500849479,0.0,0.38679,0.0,67.22,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-18,0,0.9818149874183415,0.0,0.43526,0.0,65.4,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-19,0,0.730636193026962,0.0,0.40443,0.0,62.12,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-20,2,1.515805459478608,0.0,0.45499,0.0,62.8,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-21,2,1.2142298567599699,0.0,0.42093,0.0,59.2,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-22,2,1.5085113134824653,0.0,0.44905,0.0,60.21,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-23,2,1.9571485650117144,0.0,0.48402,0.0,60.55,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-24,2,2.4316571085614003,0.0,0.55199,0.0,62.02,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-25,2,1.9193604921936869,0.0,0.50751,0.0,58.34,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-26,2,1.5635119513355953,0.0,0.49529,0.0,58.1,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-27,0,0.9693864352362407,0.0,0.44932,0.0,56.1,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-28,1,1.126456358117729,-201149.63851757644,0.47443,1663.147839001286,57.38,200000,190862.8460037876,-9137.153996212408,0.954314230018938
2020-08-29,2,1.5876872991324398,0.0,0.50518,0.0,56.97,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-08-30,0,0.52762975006595,0.0,0.49811,0.0,62.89,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-08-31,0,0.35772672242070497,0.0,0.47619,0.0,60.92,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-01,0,0.3175953555541081,0.0,0.489,0.0,62.69,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-02,0,0.6627281310444296,0.0,0.47499,0.0,58.06,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-03,0,0.9172306853220591,0.0,0.4019,0.0,47.28,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-04,0,0.7599910258216088,0.0,0.42422,0.0,50.32,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-05,0,0.45845767755583705,0.0,0.39346,0.0,47.83,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-06,2,1.260218087712413,0.0,0.42602,0.0,47.92,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-07,0,0.6539022248767898,0.0,0.41567,0.0,48.84,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-08,0,0.39413544093568437,0.0,0.3984,0.0,47.47,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-09,2,2.7071390032819442,0.0,0.47727,0.0,47.82,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-10,2,2.3612267968761245,0.0,0.48698,0.0,48.67,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-11,2,2.250356732400446,0.0,0.50008,0.0,48.96,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-12,2,2.415979278879577,0.0,0.54873,0.0,50.8,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-13,2,2.3515324343860136,0.0,0.54238,0.0,48.15,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-14,2,1.6491981085614613,0.0,0.52979,0.0,49.08,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-15,2,1.6668863222333998,0.0,0.53596,0.0,48.31,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-16,2,1.4315980756261564,0.0,0.52668,0.0,47.76,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-17,2,1.561394016179023,0.0,0.55972,0.0,48.85,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-18,2,1.6182461824100411,0.0,0.57489,0.0,48.54,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-19,2,1.4931245159991684,0.0,0.57862,0.0,48.52,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-20,2,1.293401176499418,0.0,0.55705,0.0,47.09,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-21,2,1.9656185942761617,0.0,0.57114,0.0,43.16,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-22,2,1.5740080017737623,0.0,0.57472,0.0,44.47,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-23,2,1.4094730237512274,0.0,0.55482,0.0,42.96,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-24,2,1.9412076381496508,0.0,0.63897,0.0,44.92,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-25,2,1.8494959560011224,0.0,0.66533,0.0,46.02,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-26,2,1.9415591830704118,0.0,0.6965,0.0,46.03,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-27,2,2.198308414479474,0.0,0.74923,0.0,46.05,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-28,2,1.7918514162460302,0.0,0.71583,0.0,45.23,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-29,2,2.045975936285049,0.0,0.77833,0.0,45.69,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-09-30,2,1.4746884722154607,0.0,0.74859,0.0,46.24,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-10-01,1,1.1477444324029327,-135859.6179759472,0.7277,2137.6225729966873,46.25,200000,197730.08800219357,-2269.9119978064264,0.9886504400109679
2020-10-02,1,0.9729856667112099,-135859.6179759472,0.69902,2137.6225729966873,44.88,200000,190905.09123363794,-9094.90876636206,0.9545254561681897
2020-10-03,2,1.282160970426253,0.0,0.75199,0.0,45.51,200000,202611.9588268469,2611.958826846909,1.0130597941342345
2020-10-04,1,1.1779934998389494,-131157.40472996305,0.7724,2169.7575372333145,46.69,200000,202611.9588268469,2611.958826846909,1.0130597941342345
2020-10-05,1,0.8466216209809554,-131157.40472996305,0.7428,2169.7575372333145,46.34,200000,197970.28450880834,-2029.7154911916587,0.9898514225440417
2020-10-06,1,0.21245022402302166,-131157.40472996305,0.68625,2169.7575372333145,45.99,200000,189793.9181332973,-10206.081866702705,0.9489695906664865
2020-10-07,1,0.6605841706674372,-131157.40472996305,0.73954,2169.7575372333145,46.55,200000,197998.36045220765,-2001.6395477923506,0.9899918022610382
2020-10-08,1,0.2029986884791047,-131157.40472996305,0.71955,2169.7575372333145,47.21,200000,196808.56390622968,-3191.436093770317,0.9840428195311484
2020-10-09,0,-0.07326242870834032,0.0,0.71524,0.0,47.78,200000,192749.96585689788,-7250.0341431021225,0.9637498292844894
2020-10-10,0,0.34038539869465734,0.0,0.76602,0.0,48.88,200000,192749.96585689788,-7250.0341431021225,0.9637498292844894
2020-10-11,0,-0.528784404427668,0.0,0.74501,0.0,50.48,200000,192749.96585689788,-7250.0341431021225,0.9637498292844894
2020-10-12,0,-0.9509840617450139,0.0,0.73336,0.0,50.58,200000,192749.96585689788,-7250.0341431021225,0.9637498292844894
2020-10-13,0,-0.5380712220083187,0.0,0.754,0.0,49.89,200000,192749.96585689788,-7250.0341431021225,0.9637498292844894
2020-10-14,-1,-1.096106834123878,131233.12580469094,0.73438,-1935.6293016358493,49.79,200000,192749.96585689788,-7250.0341431021225,0.9637498292844894
2020-10-15,-2,-2.0645932636662114,0.0,0.6885,0.0,49.53,200000,198267.67805039178,-1732.3219496082165,0.9913383902519589
2020-10-16,-2,-1.8104123997486057,0.0,0.66165,0.0,47.6,200000,198267.67805039178,-1732.3219496082165,0.9913383902519589
2020-10-17,-2,-2.0798929300192244,0.0,0.62437,0.0,46.93,200000,198267.67805039178,-1732.3219496082165,0.9913383902519589
2020-10-18,-1,-1.1443143237708258,147998.5056285862,0.66983,-2085.2721713335272,47.54,200000,198267.67805039178,-1732.3219496082165,0.9913383902519589
2020-10-19,-2,-1.87346893877562,0.0,0.63118,0.0,47.99,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-20,-2,-1.9316918559630465,0.0,0.5984,0.0,46.88,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-21,-2,-2.142709780918358,0.0,0.6373,0.0,52.98,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-22,-2,-1.820999213870967,0.0,0.65472,0.0,54.35,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-23,-2,-1.8713303833950163,0.0,0.64431,0.0,55.42,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-24,-2,-1.3597246606416287,0.0,0.72109,0.0,59.23,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-25,-2,-1.4674252592008783,0.0,0.69502,0.0,58.84,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-26,-2,-1.487566079484324,0.0,0.65423,0.0,56.82,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-27,-2,-1.4397505853218595,0.0,0.65889,0.0,57.91,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-28,-2,-1.4163212377573486,0.0,0.62367,0.0,55.77,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-29,-2,-1.4853268443483474,0.0,0.59395,0.0,54.87,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-30,-1,-1.0784327754679393,167763.27261938958,0.61076,-1897.1134305687535,54.01,200000,204926.19277003675,4926.192770036752,1.0246309638501838
2020-10-31,-2,-1.2128481938283706,0.0,0.61054,0.0,55.72,200000,208207.16465628557,8207.164656285575,1.0410358232814279
2020-11-01,-1,-1.0777399613671603,170223.4941677041,0.61157,-1872.3665886356616,55.6,200000,208207.16465628557,8207.164656285575,1.0410358232814279
2020-11-02,-1,-1.0576641942632974,170223.4941677041,0.58875,-1872.3665886356616,53.8,200000,200952.4046598344,952.4046598343994,1.004762023299172
2020-11-03,-1,-1.118636663464371,170223.4941677041,0.58275,-1872.3665886356616,53.96,200000,200230.64234900987,230.64234900986776,1.0011532117450492
2020-11-04,-1,-1.021790863143626,170223.4941677041,0.5912,-1872.3665886356616,54.67,200000,202998.4111526583,2998.4111526582856,1.0149920557632914
2020-11-05,-1,-1.0949926438440605,170223.4941677041,0.62873,-1872.3665886356616,58.95,200000,217400.62788813288,17400.627888132876,1.0870031394406643
2020-11-06,-1,-0.9542854685887571,170223.4941677041,0.67759,-1872.3665886356616,63.2,200000,233675.30581486845,33675.30581486845,1.1683765290743422
2020-11-07,-1,-0.8356254403629879,170223.4941677041,0.6382,-1872.3665886356616,58.9,200000,218919.02604846924,18919.02604846924,1.0945951302423462
2020-11-08,-1,-0.719757920575815,170223.4941677041,0.66452,-1872.3665886356616,61.02,200000,227368.72558287083,27368.72558287083,1.1368436279143541
2020-11-09,-1,-0.7509026516287975,170223.4941677041,0.64278,-1872.3665886356616,59.23,200000,220316.53062600706,20316.530626007065,1.1015826531300352
2020-11-10,-1,-0.2557769459741222,170223.4941677041,0.64041,-1872.3665886356616,57.93,200000,217479.02437960327,17479.024379603274,1.0873951218980165
2020-11-11,-2,-1.752286280876751,0.0,0.61132,0.0,59.27,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-12,-2,-2.2352518599797087,0.0,0.60069,0.0,60.72,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-13,-2,-2.5414482564038474,0.0,0.63125,0.0,65.96,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-14,-2,-2.1808844523755027,0.0,0.61226,0.0,63.85,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-15,-2,-1.7609591516237129,0.0,0.60341,0.0,62.28,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-16,-2,-2.921215878536369,0.0,0.61961,0.0,73.84,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-17,-2,-2.1897420632909634,0.0,0.65411,0.0,76.32,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-18,-2,-1.9359772164436402,0.0,0.62259,0.0,73.42,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-19,-2,-2.309425693054083,0.0,0.62245,0.0,81.53,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-20,-2,-1.8437661455084433,0.0,0.64345,0.0,82.53,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-21,-2,-1.437837075272356,0.0,0.70207,0.0,87.14,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-22,-2,-1.4424778466481991,0.0,0.64934,0.0,82.87,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-23,-2,-1.5318205480212188,0.0,0.66535,0.0,89.03,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-24,-1,-1.1867306293589726,155447.94773399454,0.69194,-1205.1613776477332,89.25,200000,215121.30591012037,15121.305910120369,1.0756065295506019
2020-11-25,-1,-0.5543835807693809,155447.94773399454,0.69374,-1205.1613776477332,81.75,200000,206362.40188368357,6362.401883683575,1.0318120094184178
2020-11-26,-1,-0.2905381096690477,155447.94773399454,0.62041,-1205.1613776477332,71.0,200000,182007.91906663662,-17992.08093336338,0.9100395953331831
2020-11-27,0,-0.18621404586094104,0.0,0.60688,0.0,69.15,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-11-28,0,-0.2692348725746578,0.0,0.62438,0.0,72.7,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-11-29,0,-0.907137542631283,0.0,0.61777,0.0,78.91,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-11-30,-2,-1.3851992872536232,0.0,0.6428,0.0,87.65,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-01,-2,-1.4420777305484893,0.0,0.61372,0.0,85.08,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-02,-2,-1.4609364471897388,0.0,0.63198,0.0,88.9,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-03,0,-0.9348783994372222,0.0,0.66365,0.0,89.0,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-04,0,0.46394393735334066,0.0,0.66648,0.0,79.52,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-05,2,1.4807756611960197,0.0,0.73778,0.0,83.14,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-06,0,0.5916750648192066,0.0,0.69941,0.0,83.55,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-07,0,0.297669019187546,0.0,0.68216,0.0,83.37,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-08,2,2.4574026710098016,0.0,0.745,0.0,76.76,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-09,2,1.6702539005865205,0.0,0.72396,0.0,77.41,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-10,1,1.1862541944476128,-150105.86881813634,0.67992,1366.264823652306,74.7,200000,204119.96465365452,4119.964653654519,1.0205998232682727
2020-12-11,2,1.4444557135145712,0.0,0.68052,0.0,72.2,200000,207625.69023407617,7625.6902340761735,1.0381284511703808
2020-12-12,0,0.850309409965117,0.0,0.69225,0.0,76.67,200000,207625.69023407617,7625.6902340761735,1.0381284511703808
2020-12-13,0,0.5687200671367307,0.0,0.72938,0.0,82.28,200000,207625.69023407617,7625.6902340761735,1.0381284511703808
2020-12-14,0,0.8306504678399456,0.0,0.75209,0.0,82.35,200000,207625.69023407617,7625.6902340761735,1.0381284511703808
2020-12-15,1,1.071055384608552,-135964.3303040327,0.76353,1276.5967181140936,81.32,200000,207625.69023407617,7625.6902340761735,1.0381284511703808
2020-12-16,1,0.8043064388164414,-135964.3303040327,0.85623,1276.5967181140936,92.94,200000,235063.63751774578,35063.63751774578,1.1753181875887289
2020-12-17,0,-0.5669183325631374,0.0,0.8154,0.0,101.01,200000,189541.9706672798,-10458.029332720209,0.947709853336399
2020-12-18,0,-0.27162055153375564,0.0,0.90713,0.0,109.34,200000,189541.9706672798,-10458.029332720209,0.947709853336399
2020-12-19,-1,-1.1956822027540874,105281.20836468655,0.90017,-790.7466444191898,119.85,200000,189541.9706672798,-10458.029332720209,0.947709853336399
2020-12-20,-1,-0.6918359360866607,105281.20836468655,0.915,-790.7466444191898,114.58,200000,186936.05617123895,-13063.943828761054,0.9346802808561947
2020-12-21,0,0.3570839312154214,0.0,0.92725,0.0,104.45,200000,174513.45722070857,-25486.542779291427,0.8725672861035428
2020-12-22,1,1.1528830465805666,-80333.58063152911,1.08618,763.2673951220635,114.32,200000,174513.45722070857,-25486.542779291427,0.8725672861035428
2020-12-23,2,2.2311985359403432,0.0,1.06912,0.0,102.45,200000,182202.95031523358,-17797.049684766418,0.911014751576168
2020-12-24,2,2.1155586674020683,0.0,1.18574,0.0,111.13,200000,182202.95031523358,-17797.049684766418,0.911014751576168
2020-12-25,1,1.1946147411824082,-71011.58706192701,1.28291,712.9556672219188,127.78,200000,182202.95031523358,-17797.049684766418,0.911014751576168
2020-12-26,2,3.0746614969181034,0.0,1.66866,0.0,129.61,200000,208290.96115335583,8290.961153355835,1.0414548057667792
2020-12-27,0,0.9890892297477929,0.0,1.35045,0.0,127.88,200000,208290.96115335583,8290.961153355835,1.0414548057667792
2020-12-28,2,1.8915589306892555,0.0,1.55606,0.0,129.83,200000,208290.96115335583,8290.961153355835,1.0414548057667792
2020-12-29,1,1.1194046355730587,-72724.24380031417,1.43206,808.5829237319714,128.8,200000,208290.96115335583,8290.961153355835,1.0414548057667792
2020-12-30,2,1.7094003833762301,0.0,1.59692,0.0,130.05,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2020-12-31,2,2.639549816257308,0.0,1.86224,0.0,124.21,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-01,2,2.3369162050545658,0.0,1.96621,0.0,126.24,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-02,2,2.481196935586828,0.0,2.40024,0.0,136.96,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-03,0,0.798873657589678,0.0,2.12597,0.0,161.24,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-04,0,0.5519526283782676,0.0,1.96868,0.0,155.34,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-05,0,0.7600432016461404,0.0,2.13193,0.0,158.43,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-06,0,0.4589877926023333,0.0,2.16676,0.0,168.92,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-07,0,-0.02073305449024189,0.0,1.98791,0.0,169.35,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-08,0,-0.1788214299107422,0.0,1.99427,0.0,172.19,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-09,0,-0.3110564065019007,0.0,2.04103,0.0,177.26,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-10,0,-0.32109853417438916,0.0,1.98621,0.0,170.07,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-11,0,0.31919890457478084,0.0,1.81684,0.0,138.87,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-12,0,0.5534450523268745,0.0,1.8215,0.0,133.42,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-13,0,0.7803797969169197,0.0,2.09522,0.0,147.38,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-14,0,0.7877332824397512,0.0,2.19146,0.0,152.5,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-15,0,0.6992765663868353,0.0,2.05549,0.0,143.65,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-16,0,0.5845691894684556,0.0,2.04406,0.0,143.52,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-17,0,0.4160205972660058,0.0,2.00854,0.0,142.8,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-18,0,-0.03445796675857004,0.0,2.04695,0.0,151.96,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-19,0,-0.27820223540558275,0.0,1.998,0.0,151.86,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-20,0,0.05942202980338324,0.0,2.03281,0.0,149.69,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-21,0,0.029502303248964593,0.0,1.7418,0.0,129.72,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-22,0,0.6228490732606243,0.0,1.89757,0.0,137.66,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-23,0,0.8049435583286874,0.0,1.9288,0.0,137.67,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-24,0,0.5588269687718312,0.0,1.95055,0.0,141.01,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-25,2,1.6911116092749046,0.0,2.07529,0.0,137.07,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-26,2,2.6017030408385584,0.0,2.287,0.0,134.67,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-27,2,1.811445443736124,0.0,1.99307,0.0,122.44,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-28,0,0.7546390034118075,0.0,1.99193,0.0,133.27,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-29,0,0.9462903655945778,0.0,2.05641,0.0,134.65,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-30,0,0.6621629601375633,0.0,2.00197,0.0,133.36,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-01-31,0,0.3505327368904515,0.0,1.91015,0.0,129.36,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-02-01,0,0.9623981841474073,0.0,2.04053,0.0,132.0,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-02-02,0,0.6105867291730307,0.0,2.1533,0.0,141.98,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-02-03,0,-0.5211018304206952,0.0,2.18751,0.0,155.93,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-02-04,0,0.11171689492971124,0.0,2.129,0.0,145.07,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-02-05,1,1.009180858716805,-45142.08479812132,2.42866,707.0930387991314,155.05,200000,219269.55133161065,19269.55133161065,1.0963477566580533
2021-02-06,0,-0.015103725541900573,0.0,2.27908,0.0,155.57,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-07,0,0.4542214424189999,0.0,2.29069,0.0,150.76,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-08,2,2.278425614493028,0.0,2.90949,0.0,167.28,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-09,0,0.895123581096999,0.0,2.90652,0.0,181.49,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-10,0,0.4129313982123739,0.0,2.83099,0.0,181.56,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-11,0,0.6867761184213802,0.0,2.92562,0.0,183.62,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-12,0,-0.14440735428378615,0.0,2.99681,0.0,196.69,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-13,0,-0.7203492878727491,0.0,3.34869,0.0,225.76,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-14,0,-0.6055995071781681,0.0,3.18318,0.0,213.49,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-15,2,1.2504086818876492,0.0,3.38903,0.0,207.83,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-16,1,1.1332254543373237,-31121.294834767345,3.40843,504.4932700164847,210.26,200000,212149.50990733213,12149.509907332133,1.0607475495366607
2021-02-17,0,-0.7737401460410398,0.0,3.50799,0.0,237.49,200000,201510.59427853266,1510.5942785326624,1.0075529713926634
2021-02-18,0,0.47843859148232304,0.0,3.56669,0.0,226.59,200000,201510.59427853266,1510.5942785326624,1.0075529713926634
2021-02-19,0,0.3609257426074481,0.0,3.70937,0.0,236.5,200000,201510.59427853266,1510.5942785326624,1.0075529713926634
2021-02-20,1,1.0174420286209727,-27335.034520167537,3.68594,444.54135071372747,226.65,200000,201510.59427853266,1510.5942785326624,1.0075529713926634
2021-02-21,1,0.2682419469875943,-27335.034520167537,3.56677,444.54135071372747,227.13,200000,198466.4580631069,-1533.5419368931034,0.9923322903155345
2021-02-22,1,0.6143887664930334,-27335.034520167537,3.33586,444.54135071372747,208.32,200000,183792.7024351298,-16207.297564870212,0.918963512175649
2021-02-23,2,2.007090533458583,0.0,3.05975,0.0,177.34,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-02-24,2,2.6035084497685177,0.0,3.32063,0.0,181.43,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-02-25,0,0.7950205425238358,0.0,2.99269,0.0,179.36,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-02-26,2,1.8554980042641593,0.0,3.05508,0.0,170.25,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-02-27,2,1.940040614118634,0.0,3.15641,0.0,171.76,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-02-28,2,2.147830707910116,0.0,3.13475,0.0,165.22,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-03-01,2,1.647634336024835,0.0,3.28194,0.0,175.89,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-03-02,2,2.4514810179338116,0.0,3.70038,0.0,179.08,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-03-03,2,2.265835085117536,0.0,3.99035,0.0,187.64,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-03-04,2,2.871704034267107,0.0,4.45092,0.0,180.67,200000,206314.00301604287,6314.003016042872,1.0315700150802143
2021-03-05,2,1.8710809383972953,0.0,4.12896,0.0,180.23,200000,206314.00301604287,6314.003016042872,1.0315700150802143
