date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-08-02,0,-0.32504305433939207,0.0,0.1693,0.0,0.00877,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-03,0,-0.22565959160091348,0.0,0.1697,0.0,0.00877,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-04,0,-0.3697450903190907,0.0,0.1687,0.0,0.00914,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-05,0,-0.12219932222157003,0.0,0.1719,0.0,0.00907,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-06,0,-0.5782547059569598,0.0,0.1753,0.0,0.01,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-07,0,-0.4299415862918373,0.0,0.1767,0.0,0.00996,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-08,0,-0.18050880451369083,0.0,0.1861,0.0,0.01035,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-09,0,-0.3029820089300268,0.0,0.193,0.0,0.01088,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-10,-2,-1.688033394364998,0.0,0.1968,0.0,0.01256,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-11,-1,-1.1478091171215885,504432.821828262,0.1831,-8366091.456227789,0.01104,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-12,-2,-1.5947891827911544,0.0,0.1858,0.0,0.01155,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-13,0,-0.7750440299287565,0.0,0.1854,0.0,0.01084,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-14,-2,-1.3352999429334147,0.0,0.1855,0.0,0.01132,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-15,0,-0.7735104151473498,0.0,0.1832,0.0,0.01074,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-16,0,-0.9659664705199261,0.0,0.1968,0.0,0.01178,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-17,0,-0.9131798091623345,0.0,0.1949,0.0,0.01169,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-18,0,-0.49116875402633564,0.0,0.1924,0.0,0.01125,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-19,0,0.358520608053933,0.0,0.186,0.0,0.01029,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-20,2,1.410628599631842,0.0,0.2075,0.0,0.01076,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-21,2,1.26658530933335,0.0,0.19,0.0,0.00995,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-22,2,2.063639062655234,0.0,0.1991,0.0,0.00984,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-23,2,1.9162830378495166,0.0,0.1984,0.0,0.0098,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-24,0,0.5331087180592816,0.0,0.1998,0.0,0.01084,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-25,1,1.0894968594801913,-491945.562079836,0.1907,9438030.049157418,0.00994,200000,187628.03737724945,-12371.96262275055,0.9381401868862472
2020-08-26,1,0.5553400541758068,-491945.562079836,0.1911,9438030.049157418,0.01031,200000,191316.88672026963,-8683.113279730373,0.9565844336013481
2020-08-27,1,0.9129063350752803,-491945.562079836,0.1823,9438030.049157418,0.00954,200000,179720.48263611586,-20279.517363884137,0.8986024131805793
2020-08-28,1,0.3586608829531662,-491945.562079836,0.1854,9438030.049157418,0.01009,200000,186436.43040559994,-13563.569594400062,0.9321821520279997
2020-08-29,0,0.03195238498202796,0.0,0.1896,0.0,0.01057,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-08-30,0,0.5317498095614006,0.0,0.1966,0.0,0.0105,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-08-31,0,-0.7517097076072586,0.0,0.1904,0.0,0.01111,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-01,0,-0.3951068935574524,0.0,0.1936,0.0,0.01094,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-02,0,0.051592627751258,0.0,0.1776,0.0,0.00972,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-03,0,0.08074417403197981,0.0,0.1367,0.0,0.00743,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-04,0,0.03085500174915016,0.0,0.1473,0.0,0.008,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-05,2,1.8974031928069632,0.0,0.138,0.0,0.00672,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-06,2,1.250115783658787,0.0,0.1399,0.0,0.00701,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-07,0,0.7886487296285188,0.0,0.1355,0.0,0.00692,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-08,2,2.5001423818093618,0.0,0.1553,0.0,0.00712,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-09,2,2.4647415432951383,0.0,0.1617,0.0,0.00717,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-10,2,2.09329910327752,0.0,0.1633,0.0,0.00721,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-11,2,1.6193516415916227,0.0,0.166,0.0,0.00748,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-12,1,1.020382982386116,-569625.5922263913,0.159,12124560.798393069,0.00747,200000,181140.93832799245,-18859.06167200755,0.9057046916399623
2020-09-13,1,1.0316412030323454,-569625.5922263913,0.1485,12124560.798393069,0.00691,200000,168370.11556251522,-31629.884437484783,0.8418505778125761
2020-09-14,2,1.2933122522486642,0.0,0.1541,0.0,0.00694,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-15,2,1.5238389731119164,0.0,0.1447,0.0,0.00629,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-16,2,1.4625290924147503,0.0,0.1421,0.0,0.00611,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-17,2,1.521910351950086,0.0,0.1463,0.0,0.00615,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-18,2,1.3375876557490836,0.0,0.1406,0.0,0.00593,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-19,2,1.2890927044059761,0.0,0.139,0.0,0.00581,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-20,0,0.9486966332503182,0.0,0.1335,0.0,0.00572,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-21,0,0.8368607143073938,0.0,0.12,0.0,0.00516,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-22,0,0.8875851041427928,0.0,0.1226,0.0,0.00522,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-23,0,0.6396596271213212,0.0,0.1126,0.0,0.00486,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-24,0,-0.020966315660137604,0.0,0.1198,0.0,0.00536,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-25,0,-0.4402858067378179,0.0,0.121,0.0,0.00552,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-26,0,-0.29754527698388467,0.0,0.1226,0.0,0.00551,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-27,-1,-1.0326344191179675,767341.3212177386,0.1204,-16767313.080692507,0.00551,200000,184775.79014923144,-15224.209850768559,0.9238789507461572
2020-09-28,-1,-0.7535409575064358,767341.3212177386,0.1211,-16767313.080692507,0.00548,200000,184809.9096816631,-15190.090318336908,0.9240495484083154
2020-09-29,0,1.6212893488367708,0.0,0.1294,0.0,0.00536,200000,175354.6212961679,-24645.378703832102,0.8767731064808395
2020-09-30,2,2.0308445230098124,0.0,0.1356,0.0,0.00546,200000,175354.6212961679,-24645.378703832102,0.8767731064808395
2020-10-01,2,2.6098948987131623,0.0,0.1416,0.0,0.0054,200000,175354.6212961679,-24645.378703832102,0.8767731064808395
2020-10-02,2,1.3581152908054972,0.0,0.1296,0.0,0.00521,200000,175354.6212961679,-24645.378703832102,0.8767731064808395
2020-10-03,1,1.0236448792622554,-696404.3736940742,0.1259,17124474.735953894,0.00512,200000,175354.6212961679,-24645.378703832102,0.8767731064808395
2020-10-04,0,0.19355786029941735,0.0,0.1235,0.0,0.00521,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-05,0,-0.6364311808743243,0.0,0.1211,0.0,0.00532,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-06,0,0.4639734002023432,0.0,0.1125,0.0,0.00468,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-07,0,0.5598290255846371,0.0,0.1194,0.0,0.00494,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-08,0,0.8767644561097726,0.0,0.1215,0.0,0.00494,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-09,0,-0.4275363398985629,0.0,0.1274,0.0,0.00553,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-10,0,-0.2181462650617146,0.0,0.1264,0.0,0.00543,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-11,0,-0.032507562714336226,0.0,0.1267,0.0,0.00539,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-12,0,-0.5743203408902107,0.0,0.1263,0.0,0.00553,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-13,0,-0.8109117084048968,0.0,0.1236,0.0,0.00549,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-14,0,-0.5072971625158732,0.0,0.1203,0.0,0.00525,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-15,0,-0.005991417871603364,0.0,0.1224,0.0,0.00519,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-16,0,0.11755602238506593,0.0,0.1192,0.0,0.00501,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-17,0,0.09728336717280921,0.0,0.1217,0.0,0.0051,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-18,0,-0.0008700140077878227,0.0,0.1219,0.0,0.00511,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-19,0,0.6087724539913909,0.0,0.1211,0.0,0.00496,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-20,0,0.7361760871530851,0.0,0.1154,0.0,0.00471,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-21,0,-0.3105302688773328,0.0,0.1187,0.0,0.00505,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-22,0,-0.3022854263249674,0.0,0.1208,0.0,0.00515,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-23,0,-0.07372869059788759,0.0,0.1227,0.0,0.00521,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-24,1,1.0707368978080272,-688568.192292265,0.125,16712820.201268569,0.00515,200000,172142.04807306625,-27857.951926933747,0.8607102403653313
2020-10-25,1,0.9090863303219164,-688568.192292265,0.1255,16712820.201268569,0.00518,200000,172987.71677525045,-27012.283224749553,0.8649385838762522
2020-10-26,1,1.1487046117090853,-688568.192292265,0.1191,16712820.201268569,0.00488,200000,163567.03428419936,-36432.965715800645,0.8178351714209968
2020-10-27,1,1.0839393668592576,-688568.192292265,0.1178,16712820.201268569,0.00483,200000,161836.254624156,-38163.74537584401,0.8091812731207799
2020-10-28,1,0.9011390146320096,-688568.192292265,0.1132,16712820.201268569,0.00467,200000,155994.7897074086,-44005.21029259139,0.779973948537043
2020-10-29,2,1.6206017731746345,0.0,0.1081,0.0,0.00436,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-10-30,2,1.6834546099355845,0.0,0.1042,0.0,0.00417,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-10-31,2,2.4286002903413135,0.0,0.1058,0.0,0.00408,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-01,0,0.42241721713291724,0.0,0.1071,0.0,0.00439,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-02,0,0.8991203597017309,0.0,0.1024,0.0,0.00413,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-03,0,0.6839196909878197,0.0,0.1015,0.0,0.00411,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-04,2,1.341308820180703,0.0,0.1025,0.0,0.00407,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-05,2,1.2797292001742842,0.0,0.1065,0.0,0.00422,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-06,-2,-2.103304985194415,0.0,0.1143,0.0,0.00499,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-07,-1,-1.0280078781588513,791742.8148693214,0.1097,-18718574.739475124,0.00464,200000,173708.37358232914,-26291.626417670865,0.8685418679116457
2020-11-08,-2,-1.8013629477918576,0.0,0.1192,0.0,0.00521,200000,176856.4044425714,-23143.595557428605,0.884282022212857
2020-11-09,-2,-1.528098122946551,0.0,0.1181,0.0,0.00515,200000,176856.4044425714,-23143.595557428605,0.884282022212857
2020-11-10,-2,-2.2590583151731796,0.0,0.12,0.0,0.00547,200000,176856.4044425714,-23143.595557428605,0.884282022212857
2020-11-11,-1,-1.1205825126108093,735064.0251145943,0.1203,-16907878.053783115,0.00523,200000,176856.4044425714,-23143.595557428605,0.884282022212857
2020-11-12,-1,-0.32444255633943514,735064.0251145943,0.1162,-16907878.053783115,0.00488,200000,167924.88462077745,-32075.115379222552,0.8396244231038872
2020-11-13,-2,-1.2063783605673797,0.0,0.1184,0.0,0.00519,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-14,0,-0.1944518450591604,0.0,0.1161,0.0,0.00487,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-15,0,-0.313243149291348,0.0,0.1158,0.0,0.00489,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-16,0,-0.2882292841022473,0.0,0.1167,0.0,0.00493,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-17,0,-0.5322015456782189,0.0,0.1178,0.0,0.00504,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-18,2,1.4231789308373501,0.0,0.1229,0.0,0.00482,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-19,2,1.7469836437200787,0.0,0.12,0.0,0.00461,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-20,2,1.2983412778508194,0.0,0.1221,0.0,0.0048,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-21,0,-0.5315560263390777,0.0,0.1286,0.0,0.00551,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-22,0,-0.529482643573713,0.0,0.1238,0.0,0.00532,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-23,0,-0.9805394357508118,0.0,0.128,0.0,0.00565,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-24,-2,-1.2212384975431476,0.0,0.1359,0.0,0.00611,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-25,2,4.2146467908302965,0.0,0.384,0.0,0.00634,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-26,2,1.7905268219831203,0.0,0.2355,0.0,0.0055,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-27,2,1.2325826424058848,0.0,0.22,0.0,0.00565,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-28,2,1.8952556047926186,0.0,0.2886,0.0,0.00594,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-29,2,1.4478752651322642,0.0,0.2814,0.0,0.00614,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-11-30,1,1.1833830013777824,-333665.37198071746,0.2661,14798059.24734482,0.006,200000,177576.71096813784,-22423.289031862165,0.8878835548406891
2020-12-01,1,1.189765894878579,-333665.37198071746,0.2565,14798059.24734482,0.00558,200000,168158.33851323812,-31841.661486761877,0.8407916925661906
2020-12-02,1,1.0333714901358426,-333665.37198071746,0.272,14798059.24734482,0.00599,200000,179397.35607035062,-20602.643929649377,0.896986780351753
2020-12-03,1,0.7636960479538203,-333665.37198071746,0.2601,14798059.24734482,0.00603,200000,176018.66051367388,-23981.33948632612,0.8800933025683694
2020-12-04,1,0.3718986145485018,-333665.37198071746,0.2186,14798059.24734482,0.00559,200000,155660.40150764238,-44339.59849235762,0.7783020075382119
2020-12-05,1,0.5010489057268042,-333665.37198071746,0.239,14798059.24734482,0.00577,200000,165130.82576057108,-34869.17423942892,0.8256541288028554
2020-12-06,1,0.575044304165838,-333665.37198071746,0.2419,14798059.24734482,0.00561,200000,163730.76585974,-36269.23414026,0.8186538292987
2020-12-07,1,0.4641212960764251,-333665.37198071746,0.2303,14798059.24734482,0.0054,200000,156752.65510282124,-43247.34489717876,0.7837632755141062
2020-12-08,1,0.31115957226598917,-333665.37198071746,0.2083,14798059.24734482,0.005,200000,143492.79322030756,-56507.20677969244,0.7174639661015378
2020-12-09,0,-0.0012351088492321774,0.0,0.2061,0.0,0.00529,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-10,0,-0.23482191491949658,0.0,0.1915,0.0,0.00514,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-11,0,-0.36799834965215,0.0,0.1808,0.0,0.0049,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-12,0,-0.40389792252168893,0.0,0.1954,0.0,0.00519,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-13,0,-0.18536048916757875,0.0,0.2093,0.0,0.00516,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-14,0,-0.42048929478010644,0.0,0.2178,0.0,0.00537,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-15,0,-0.7754786504661189,0.0,0.2077,0.0,0.0053,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-16,-1,-1.0073380838382224,403029.76190625806,0.2085,-15362286.171381135,0.00547,200000,168063.4107149096,-31936.58928509039,0.8403170535745481
2020-12-17,-2,-1.6737681949123155,0.0,0.1996,0.0,0.00565,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-18,-2,-1.7384069593735647,0.0,0.2117,0.0,0.00611,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-19,-2,-1.4839763221503983,0.0,0.2233,0.0,0.00638,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-20,-2,-2.9760770202960654,0.0,0.2086,0.0,0.00816,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-21,-2,-1.5478526608479355,0.0,0.2066,0.0,0.0066,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-22,-2,-2.621209687705526,0.0,0.1975,0.0,0.00856,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-23,-2,-2.070191380070474,0.0,0.1639,0.0,0.00686,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-24,-2,-2.0838898193901665,0.0,0.1809,0.0,0.00855,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-25,-2,-1.8132995743385603,0.0,0.1856,0.0,0.00885,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-26,-2,-1.891882020646209,0.0,0.2019,0.0,0.01114,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-27,-2,-2.280635534167436,0.0,0.1949,0.0,0.01775,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-28,-2,-1.6546395989528344,0.0,0.193,0.0,0.01325,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-29,-2,-1.4264932737976574,0.0,0.1877,0.0,0.01248,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-30,-2,-1.5243227505067225,0.0,0.1882,0.0,0.01558,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2020-12-31,-2,-1.2385659657664134,0.0,0.186,0.0,0.01371,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2021-01-01,-1,-1.0290526895887757,451152.57916897023,0.1933,-6601649.7769388305,0.01321,200000,174415.5871067239,-25584.41289327611,0.8720779355336195
2021-01-02,-1,-0.6126994495196695,451152.57916897023,0.2049,-6601649.7769388305,0.01126,200000,166775.73996005324,-33224.26003994676,0.8338786998002662
2021-01-03,-1,-0.2909241301879248,451152.57916897023,0.2025,-6601649.7769388305,0.00982,200000,156186.5980912558,-43813.401908744214,0.780932990456279
2021-01-04,-1,-0.24172087463526232,451152.57916897023,0.1908,-6601649.7769388305,0.00939,200000,148069.40351089515,-51930.59648910485,0.7403470175544757
2021-01-05,0,-0.07933969308406529,0.0,0.1981,0.0,0.00948,200000,147625.90105873102,-52374.09894126898,0.7381295052936552
2021-01-06,0,-0.09081585599094978,0.0,0.2088,0.0,0.01038,200000,147625.90105873102,-52374.09894126898,0.7381295052936552
2021-01-07,0,0.5722761092571224,0.0,0.2262,0.0,0.00956,200000,147625.90105873102,-52374.09894126898,0.7381295052936552
2021-01-08,0,0.40634862865021226,0.0,0.2178,0.0,0.01011,200000,147625.90105873102,-52374.09894126898,0.7381295052936552
2021-01-09,0,0.4894488627474668,0.0,0.2313,0.0,0.01067,200000,147625.90105873102,-52374.09894126898,0.7381295052936552
2021-01-10,1,1.1018883687239187,-319260.1666495048,0.2312,7463392.368995502,0.00989,200000,147625.90105873102,-52374.09894126898,0.7381295052936552
2021-01-11,2,1.9844151319361256,0.0,0.2383,0.0,0.00852,200000,160117.49578746632,-39882.50421253368,0.8005874789373316
2021-01-12,2,1.5222694100249765,0.0,0.2182,0.0,0.0083,200000,160117.49578746632,-39882.50421253368,0.8005874789373316
2021-01-13,2,1.316087978063579,0.0,0.2255,0.0,0.00872,200000,160117.49578746632,-39882.50421253368,0.8005874789373316
2021-01-14,2,1.3130428345444938,0.0,0.2278,0.0,0.00862,200000,160117.49578746632,-39882.50421253368,0.8005874789373316
2021-01-15,1,1.1455820306494022,-356291.712922711,0.2247,9330856.397870997,0.00858,200000,160117.49578746632,-39882.50421253368,0.8005874789373316
2021-01-16,1,0.7716317963308339,-356291.712922711,0.2294,9330856.397870997,0.00932,200000,168696.9005726276,-31303.09942737239,0.843484502863138
2021-01-17,1,0.6852712339533171,-356291.712922711,0.233,9330856.397870997,0.00948,200000,171472.4877628087,-28527.512237191288,0.8573624388140435
2021-01-18,1,0.7660935556426205,-356291.712922711,0.2435,9330856.397870997,0.00961,200000,176426.5620802204,-23573.437919779593,0.882132810401102
2021-01-19,1,0.653328813518722,-356291.712922711,0.2389,9330856.397870997,0.00952,200000,173947.84312496753,-26052.156875032466,0.8697392156248377
2021-01-20,1,0.43938811324702576,-356291.712922711,0.2312,9330856.397870997,0.00942,200000,170271.31129567555,-29728.68870432445,0.8513565564783777
2021-01-21,0,-1.38069545208421,0.0,0.2016,0.0,0.01033,200000,135558.15852267746,-64441.84147732254,0.6777907926133873
2021-01-22,-1,-1.0177642797333863,321990.8753507778,0.2105,-6717450.868319002,0.01009,200000,135558.15852267746,-64441.84147732254,0.6777907926133873
2021-01-23,-1,-0.9070867301675513,321990.8753507778,0.2167,-6717450.868319002,0.01022,200000,138427.77056273376,-61572.22943726624,0.6921388528136687
2021-01-24,-1,-1.0395945845267984,321990.8753507778,0.2234,-6717450.868319002,0.01067,200000,143607.9623183275,-56392.03768167249,0.7180398115916375
2021-01-25,-1,-0.5479936477210912,321990.8753507778,0.2162,-6717450.868319002,0.00971,200000,134840.87518221568,-65159.12481778432,0.6742043759110784
2021-01-26,-1,-0.5507725278248116,321990.8753507778,0.2159,-6717450.868319002,0.00962,200000,134139.70734146173,-65860.29265853827,0.6706985367073086
2021-01-27,-1,-0.387190899801169,321990.8753507778,0.1954,-6717450.868319002,0.00858,200000,120552.74549371902,-79447.25450628098,0.6027637274685951
2021-01-28,-1,-0.7979325975558852,321990.8753507778,0.2097,-6717450.868319002,0.0096,200000,132009.01489692053,-67990.98510307947,0.6600450744846027
2021-01-29,-1,-0.945542226015115,321990.8753507778,0.2114,-6717450.868319002,0.00984,200000,134168.58759341342,-65831.41240658658,0.6708429379670671
2021-01-30,-2,-2.681114481238302,0.0,0.2089,0.0,0.0137,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-01-31,-2,-2.0637543406335883,0.0,0.2027,0.0,0.01258,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-02-01,-2,-1.55533856163793,0.0,0.2036,0.0,0.01191,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-02-02,-2,-1.5873833607553371,0.0,0.2112,0.0,0.01296,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-02-03,-2,-1.6256928305785672,0.0,0.2283,0.0,0.01475,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-02-04,-2,-1.458701581668652,0.0,0.2251,0.0,0.01451,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-02-05,-1,-1.1398813966247232,323362.9317423765,0.2479,-5242751.522494122,0.01529,200000,160323.34155787027,-39676.65844212973,0.8016167077893513
2021-02-06,-1,-0.43094364762884463,323362.9317423765,0.2597,-5242751.522494122,0.01406,200000,157690.43977976253,-42309.56022023747,0.7884521988988127
2021-02-07,-1,-0.3737846645298093,323362.9317423765,0.2483,-5242751.522494122,0.01349,200000,151015.7339900778,-48984.2660099222,0.7550786699503891
2021-02-08,-1,-0.5596786789305749,323362.9317423765,0.2655,-5242751.522494122,0.0151,200000,165018.4063672622,-34981.593632737786,0.8250920318363111
2021-02-09,-1,-0.8852712739171696,323362.9317423765,0.285,-5242751.522494122,0.01735,200000,183120.1744618503,-16879.825538149686,0.9156008723092516
2021-02-10,-1,-0.3572561514443767,323362.9317423765,0.3065,-5242751.522494122,0.01726,200000,189600.62985728693,-10399.370142713073,0.9480031492864346
2021-02-11,-1,-0.8236005177446549,323362.9317423765,0.3457,-5242751.522494122,0.02125,200000,223195.03535633965,23195.03535633965,1.1159751767816983
2021-02-12,-1,-0.871759260127373,323362.9317423765,0.3456,-5242751.522494122,0.02175,200000,225784.07482441247,25784.07482441247,1.1289203741220624
2021-02-13,-1,-0.5046368942143076,323362.9317423765,0.3969,-5242751.522494122,0.02378,200000,253015.37881345942,53015.37881345942,1.2650768940672972
2021-02-14,-1,-0.29584708782576047,323362.9317423765,0.3657,-5242751.522494122,0.02147,200000,230815.69932613592,30815.699326135917,1.1540784966306796
2021-02-15,-1,-0.29212005685021986,323362.9317423765,0.344,-5242751.522494122,0.02043,200000,218346.26212393242,18346.26212393242,1.0917313106196622
2021-02-16,0,1.7872114406016872,0.0,0.424,0.0,0.02032,200000,129750.1694361832,-70249.8305638168,0.648750847180916
2021-02-17,0,0.9601258615996813,0.0,0.409,0.0,0.0217,200000,129750.1694361832,-70249.8305638168,0.648750847180916
2021-02-18,2,1.42570702759837,0.0,0.4426,0.0,0.02309,200000,129750.1694361832,-70249.8305638168,0.648750847180916
2021-02-19,0,0.42461876541291893,0.0,0.451,0.0,0.0253,200000,129750.1694361832,-70249.8305638168,0.648750847180916
2021-02-20,2,1.4961631499847583,0.0,0.4492,0.0,0.02294,200000,129750.1694361832,-70249.8305638168,0.648750847180916
2021-02-21,2,3.4750559241513717,0.0,0.6419,0.0,0.0241,200000,129750.1694361832,-70249.8305638168,0.648750847180916
2021-02-22,2,2.4168316972840334,0.0,0.5432,0.0,0.02116,200000,129750.1694361832,-70249.8305638168,0.648750847180916
