date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-02-11,0,0.36934033476754063,0.0,0.1607,0.0,0.00954,200000,191452.74244336807,-8547.257556631928,0.9572637122168404
2020-02-12,0,0.2428764835681753,0.0,0.1808,0.0,0.01082,200000,191452.74244336807,-8547.257556631928,0.9572637122168404
2020-02-13,0,0.25966894667257684,0.0,0.1948,0.0,0.01156,200000,191452.74244336807,-8547.257556631928,0.9572637122168404
2020-02-14,1,1.1730333312928751,-449841.9700267107,0.2128,8353086.494038747,0.01146,200000,191452.74244336807,-8547.257556631928,0.9572637122168404
2020-02-15,2,2.416507463530607,0.0,0.2142,0.0,0.01013,200000,203192.12623847698,3192.12623847698,1.015960631192385
2020-02-16,2,1.711679829143977,0.0,0.1902,0.0,0.00944,200000,203192.12623847698,3192.12623847698,1.015960631192385
2020-02-17,2,1.547391149615967,0.0,0.1813,0.0,0.00906,200000,203192.12623847698,3192.12623847698,1.015960631192385
2020-02-18,1,1.0568405691310738,-558220.127028783,0.182,10831136.793095788,0.00938,200000,203192.126238477,3192.126238477009,1.015960631192385
2020-02-19,1,1.1433175434798477,-558220.127028783,0.1671,10831136.793095788,0.00848,200000,185126.62323196192,-14873.376768038084,0.9256331161598096
2020-02-20,1,1.1385134260902738,-558220.127028783,0.1628,10831136.793095788,0.0082,200000,179693.55838367133,-20306.441616328666,0.8984677919183567
2020-02-21,1,1.155052851135524,-558220.127028783,0.1687,10831136.793095788,0.00841,200000,185261.59585969127,-14738.404140308732,0.9263079792984563
2020-02-22,1,0.46409585840664397,-558220.127028783,0.16,10831136.793095788,0.0084,200000,180296.7693866099,-19703.2306133901,0.9014838469330495
2020-02-23,1,0.9202626518124556,-558220.127028783,0.168,10831136.793095788,0.00845,200000,185304.08724249492,-14695.91275750508,0.9265204362124746
2020-02-24,1,0.4973507639342815,-558220.127028783,0.1558,10831136.793095788,0.00809,200000,174594.5924472293,-25405.40755277069,0.8729729622361466
2020-02-25,1,0.38266941356465484,-558220.127028783,0.1418,10831136.793095788,0.00743,200000,159630.96038538314,-40369.039614616864,0.7981548019269157
2020-02-26,0,0.0422898159146766,0.0,0.1209,0.0,0.00649,200000,200386.86180906516,386.861809065158,1.0019343090453259
2020-02-27,0,0.4430546008168625,0.0,0.1292,0.0,0.00667,200000,200386.86180906516,386.861809065158,1.0019343090453259
2020-02-28,0,0.568457209980431,0.0,0.1294,0.0,0.00658,200000,200386.86180906516,386.861809065158,1.0019343090453259
2020-02-29,0,0.5292167408699665,0.0,0.1254,0.0,0.00636,200000,200386.86180906516,386.861809065158,1.0019343090453259
2020-03-01,1,1.0831997650895895,-782150.1241571631,0.1281,16056639.568034068,0.00624,200000,200386.86180906516,386.861809065158,1.0019343090453259
2020-03-02,1,0.8055162163895379,-782150.1241571631,0.135,16056639.568034068,0.00666,200000,212527.4862843239,12527.48628432391,1.0626374314216196
2020-03-03,1,0.31944053253516785,-782150.1241571631,0.1319,16056639.568034068,0.00665,200000,209942.25450375635,9942.254503756354,1.0497112725187818
2020-03-04,0,-0.4401634812641305,0.0,0.1308,0.0,0.00674,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-05,0,-0.8833449465094668,0.0,0.135,0.0,0.00703,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-06,-2,-2.251213910872005,0.0,0.1355,0.0,0.00739,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-07,-2,-1.9173999768362484,0.0,0.128,0.0,0.00698,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-08,0,-0.6893505228119482,0.0,0.1111,0.0,0.00584,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-09,0,-0.9878603218197484,0.0,0.1145,0.0,0.00609,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-10,0,-0.9829511872657333,0.0,0.1149,0.0,0.00613,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-11,-2,-1.3255653514980987,0.0,0.1106,0.0,0.006,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-12,0,0.8280779844234413,0.0,0.0554,0.0,0.0028,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-13,0,0.7902434616139711,0.0,0.0616,0.0,0.00311,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-14,2,2.621388133526594,0.0,0.0637,0.0,0.00297,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-15,2,3.7519603774956356,0.0,0.0796,0.0,0.00306,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-16,2,1.6724241501539283,0.0,0.0645,0.0,0.00281,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-17,2,1.6970855680678958,0.0,0.0669,0.0,0.00285,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-18,2,1.3734058964460436,0.0,0.0665,0.0,0.00287,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-19,0,0.8027222417489309,0.0,0.0784,0.0,0.00354,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-20,2,1.9512489437259664,0.0,0.0833,0.0,0.00329,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-21,2,1.5991015047431816,0.0,0.0818,0.0,0.00327,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-22,2,1.2471523674301113,0.0,0.0722,0.0,0.00295,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-23,2,1.2889610401397253,0.0,0.0797,0.0,0.00319,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-24,2,1.2698754794499068,0.0,0.0821,0.0,0.00324,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-25,0,0.8309957970637395,0.0,0.0818,0.0,0.00336,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-26,0,0.7092135311399556,0.0,0.0831,0.0,0.00343,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-27,0,0.5681839942218543,0.0,0.0796,0.0,0.00331,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-28,0,0.855234365069484,0.0,0.0788,0.0,0.00315,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-29,2,1.3545593443305581,0.0,0.0789,0.0,0.00297,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-30,2,1.27704428222813,0.0,0.0835,0.0,0.00314,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-03-31,0,0.48257552842097523,0.0,0.0835,0.0,0.00335,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-01,0,-0.05897339951961901,0.0,0.0829,0.0,0.00344,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-02,0,-0.273228400284634,0.0,0.0844,0.0,0.00351,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-03,0,0.2879841825914145,0.0,0.0847,0.0,0.0034,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-04,0,-0.09425160210093195,0.0,0.0854,0.0,0.0035,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-05,0,-0.1233210987615607,0.0,0.0846,0.0,0.00346,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-06,-2,-1.4751768320810623,0.0,0.0892,0.0,0.00388,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-07,0,-0.7369602183543253,0.0,0.0877,0.0,0.00368,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-08,-2,-1.7670630506571285,0.0,0.091,0.0,0.00396,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-09,0,-0.9714206194340216,0.0,0.0912,0.0,0.00386,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-10,-1,-1.0606311509084865,1188694.0547693917,0.0818,-27861081.283706658,0.00349,200000,194470.34736027248,-5529.652639727516,0.9723517368013624
2020-04-11,-1,-0.4642190376127514,1188694.0547693917,0.083,-27861081.283706658,0.00346,200000,195060.94778748456,-4939.052212515438,0.9753047389374228
2020-04-12,-1,-0.2871689395842581,1188694.0547693917,0.0849,-27861081.283706658,0.00352,200000,198991.1313685688,-1008.8686314311926,0.994955656842844
2020-04-13,-2,-2.138757574739474,0.0,0.0832,0.0,0.0038,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-14,-2,-1.932212922297103,0.0,0.0841,0.0,0.00387,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-15,0,-0.40372329775329174,0.0,0.0813,0.0,0.00345,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-16,0,-0.43963360461769607,0.0,0.0848,0.0,0.00361,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-17,0,-0.46136047354948845,0.0,0.0842,0.0,0.0036,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-18,0,-0.9151958472825286,0.0,0.087,0.0,0.00382,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-19,0,-0.21087170554634085,0.0,0.0855,0.0,0.00365,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-20,2,1.8824595049269766,0.0,0.0852,0.0,0.00337,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-21,0,0.9396734878725158,0.0,0.083,0.0,0.00339,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-22,0,0.43291199021893445,0.0,0.0853,0.0,0.00355,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-23,0,0.7353356660315538,0.0,0.0858,0.0,0.00354,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-24,0,0.33958602552852035,0.0,0.0883,0.0,0.0037,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-25,0,0.5210324591847989,0.0,0.0897,0.0,0.00374,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-26,0,0.9607878721603944,0.0,0.0938,0.0,0.00384,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-27,0,-0.36268787702717004,0.0,0.0911,0.0,0.00391,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-28,0,0.007934548062045021,0.0,0.0922,0.0,0.0039,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-29,0,0.4091815138288,0.0,0.095,0.0,0.00396,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-04-30,0,0.7790063128800914,0.0,0.0918,0.0,0.00377,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-05-01,1,1.0201739638541218,-1041587.9569883371,0.0967,25628894.514191397,0.00393,200000,201443.1108815444,1443.1108815443877,1.007215554407722
2020-05-02,2,2.4499630089300597,0.0,0.1043,0.0,0.00395,200000,208846.60146437192,8846.601464371925,1.0442330073218595
2020-05-03,1,1.0691205557356158,-1072107.810392053,0.0974,26844036.177939836,0.00389,200000,208846.60146437195,8846.601464371954,1.0442330073218598
2020-05-04,1,0.5797165826587316,-1072107.810392053,0.0938,26844036.177939836,0.00381,200000,202839.49045272535,2839.490452725353,1.0141974522636268
2020-05-05,0,-0.5049034362786443,0.0,0.0926,0.0,0.0039,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-06,0,-0.9909570812253797,0.0,0.0903,0.0,0.00387,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-07,0,0.47261141730378264,0.0,0.0922,0.0,0.00375,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-08,0,-0.0036269367230753876,0.0,0.0959,0.0,0.00395,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-09,0,-0.9041686054816014,0.0,0.0922,0.0,0.0039,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-10,2,3.32447533085805,0.0,0.0988,0.0,0.00352,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-11,0,0.9260647175068443,0.0,0.0906,0.0,0.00355,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-12,1,1.024171570498507,-1112866.7593693144,0.0914,28652400.50883249,0.00355,200000,203432.04361271067,3432.043612710666,1.0171602180635533
2020-05-13,1,0.9338761164177516,-1112866.7593693144,0.0919,28652400.50883249,0.00357,200000,204561.525002572,4561.525002571987,1.02280762501286
2020-05-14,0,-0.02845533350512633,0.0,0.0917,0.0,0.00372,200000,198894.99555401993,-1105.0044459800702,0.9944749777700996
2020-05-15,0,-0.03074906028572231,0.0,0.0896,0.0,0.00363,200000,198894.99555401993,-1105.0044459800702,0.9944749777700996
2020-05-16,-1,-1.192992120894203,1080951.0627935866,0.092,-25113004.48914393,0.00396,200000,198894.99555401993,-1105.0044459800702,0.9944749777700996
2020-05-17,-1,-0.41745763143036246,1080951.0627935866,0.0918,-25113004.48914393,0.00379,200000,194409.59457830677,-5590.405421693227,0.9720479728915339
2020-05-18,-1,-0.3764792095974224,1080951.0627935866,0.0953,-25113004.48914393,0.00392,200000,201457.61388167302,1457.6138816730236,1.007288069408365
2020-05-19,0,-0.042847611465508355,0.0,0.0952,0.0,0.00385,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-20,2,1.458387052950771,0.0,0.1009,0.0,0.00379,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-21,0,0.9368445178399598,0.0,0.1005,0.0,0.00385,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-22,0,0.5527245098357733,0.0,0.1092,0.0,0.00427,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-23,-2,-1.3576268519852424,0.0,0.1032,0.0,0.00446,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-24,-2,-2.394355216486442,0.0,0.0985,0.0,0.00468,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-25,-2,-1.8457562848363056,0.0,0.1158,0.0,0.00539,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-26,2,2.4164603133689337,0.0,0.1467,0.0,0.00495,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-27,0,0.6411865680375821,0.0,0.1261,0.0,0.00481,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-28,0,0.35447217974232115,0.0,0.1206,0.0,0.00469,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-29,0,-0.10028161503904277,0.0,0.1216,0.0,0.00489,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-30,0,-0.186882630135116,0.0,0.121,0.0,0.00493,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-05-31,0,0.10191714638117336,0.0,0.1165,0.0,0.00465,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-01,0,0.3908645724890258,0.0,0.122,0.0,0.00477,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-02,2,1.3043379069653513,0.0,0.1323,0.0,0.00482,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-03,0,0.5059830603126779,0.0,0.1276,0.0,0.00491,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-04,-2,-1.2099333686023694,0.0,0.126,0.0,0.00561,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-05,0,-0.35805975261617223,0.0,0.1241,0.0,0.00512,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-06,0,-0.9518227844419642,0.0,0.1274,0.0,0.00555,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-07,0,-0.7758063684418495,0.0,0.1257,0.0,0.00541,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-08,0,-0.4254630641853254,0.0,0.1284,0.0,0.00537,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-09,0,-0.1676619601320647,0.0,0.1358,0.0,0.00558,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-10,0,-0.4442468551149352,0.0,0.1318,0.0,0.00557,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-11,0,-0.5031762860747193,0.0,0.1125,0.0,0.0048,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-12,0,0.3124013204175881,0.0,0.1256,0.0,0.00499,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-13,0,-0.4085752060914211,0.0,0.1279,0.0,0.00534,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-14,-2,-1.9906503021408208,0.0,0.1225,0.0,0.00585,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-15,-2,-1.6926150098276849,0.0,0.1212,0.0,0.00562,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-16,-2,-2.764253834220611,0.0,0.1216,0.0,0.00664,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-17,-2,-1.5078665474583886,0.0,0.1347,0.0,0.00659,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-18,0,-0.36875046591042615,0.0,0.1416,0.0,0.00623,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-19,0,-0.8502961443445303,0.0,0.1334,0.0,0.00619,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-20,0,-0.783254808810279,0.0,0.1347,0.0,0.00626,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-21,0,0.39955439569778795,0.0,0.1494,0.0,0.00625,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-22,2,1.9428217029911918,0.0,0.1696,0.0,0.0063,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-23,2,1.9591075328346261,0.0,0.1686,0.0,0.00619,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-24,2,2.222740913665022,0.0,0.172,0.0,0.00595,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-25,2,2.9654531701340363,0.0,0.2028,0.0,0.00595,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-26,2,3.3824720899177527,0.0,0.2574,0.0,0.00584,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-27,2,2.529273010471597,0.0,0.2322,0.0,0.00531,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-28,2,2.335504644148517,0.0,0.2577,0.0,0.00552,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-29,2,2.2229142194675364,0.0,0.2896,0.0,0.00577,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-06-30,2,1.3012190720085979,0.0,0.242,0.0,0.00567,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-07-01,1,1.0706987653547977,-401737.9517499471,0.2398,16667259.659106802,0.00578,200000,192673.52165927464,-7326.478340725356,0.9633676082963732
2020-07-02,1,0.5647409028718986,-401737.9517499471,0.2068,16667259.659106802,0.00562,200000,176749.4077060693,-23250.592293930706,0.8837470385303465
2020-07-03,1,0.22049778190892627,-401737.9517499471,0.1962,16667259.659106802,0.00583,200000,175991.1099459323,-24008.890054067713,0.8799555497296614
2020-07-04,1,0.2617547576205347,-401737.9517499471,0.2113,16667259.659106802,0.00609,200000,186390.84052872425,-13609.15947127575,0.9319542026436213
2020-07-05,1,0.31487359833616957,-401737.9517499471,0.2069,16667259.659106802,0.00577,200000,179289.6704501103,-20710.32954988969,0.8964483522505515
2020-07-06,0,0.0809248081578184,0.0,0.2059,0.0,0.006,200000,175387.80796994793,-24612.192030052072,0.8769390398497396
2020-07-07,0,0.09100181477084765,0.0,0.2067,0.0,0.00589,200000,175387.80796994793,-24612.192030052072,0.8769390398497396
2020-07-08,0,-0.16077390795287788,0.0,0.2055,0.0,0.00613,200000,175387.80796994793,-24612.192030052072,0.8769390398497396
2020-07-09,0,-0.6252129797484696,0.0,0.1942,0.0,0.00637,200000,175387.80796994793,-24612.192030052072,0.8769390398497396
2020-07-10,-2,-1.312111587471907,0.0,0.1862,0.0,0.00719,200000,175387.80796994793,-24612.192030052072,0.8769390398497396
2020-07-11,-1,-1.0822754699594521,449481.82462826226,0.1951,-12636009.219736882,0.00694,200000,175387.80796994793,-24612.192030052072,0.8769390398497396
2020-07-12,-1,-0.9716760537225343,449481.82462826226,0.1899,-12636009.219736882,0.00652,200000,167743.37860959148,-32256.621390408516,0.8387168930479574
2020-07-13,-1,-1.1479238478109628,449481.82462826226,0.1865,-12636009.219736882,0.00666,200000,167984.18169661856,-32015.818303381442,0.8399209084830928
2020-07-14,-1,-0.9103685729537977,449481.82462826226,0.2035,-12636009.219736882,0.00685,200000,178026.214467049,-21973.785532951006,0.8901310723352449
2020-07-15,-1,-1.0058092580155886,449481.82462826226,0.1916,-12636009.219736882,0.0067,200000,170781.97937101213,-29218.02062898787,0.8539098968550607
2020-07-16,-1,-1.0558116516393934,449481.82462826226,0.1809,-12636009.219736882,0.00658,200000,164456.20274112132,-35543.79725887868,0.8222810137056066
2020-07-17,-1,-0.9192218814717162,449481.82462826226,0.1865,-12636009.219736882,0.00671,200000,168615.9821576054,-31384.01784239459,0.843079910788027
2020-07-18,-2,-1.2075146832165669,0.0,0.1867,0.0,0.00738,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-19,-2,-1.7934185119712014,0.0,0.1859,0.0,0.00848,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-20,-2,-2.0542747340649,0.0,0.1869,0.0,0.00963,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-21,-2,-1.7416914410070752,0.0,0.186,0.0,0.0091,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-22,-2,-2.2926253092669184,0.0,0.1887,0.0,0.0124,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-23,-2,-1.8640477330481213,0.0,0.1863,0.0,0.01174,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-24,-2,-1.5466911857652734,0.0,0.1811,0.0,0.01089,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-25,-2,-1.3725385012581903,0.0,0.1834,0.0,0.01087,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-26,-2,-1.222916182526263,0.0,0.1788,0.0,0.01048,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-27,0,-0.8388022275068706,0.0,0.1667,0.0,0.00879,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-28,0,-0.9050292714973164,0.0,0.1709,0.0,0.00943,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-29,0,-0.5955718994549057,0.0,0.1763,0.0,0.00909,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-30,0,-0.6855664113751365,0.0,0.1746,0.0,0.00941,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-07-31,0,-0.454395376542302,0.0,0.1744,0.0,0.00899,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
2020-08-01,0,-0.4085629269112541,0.0,0.176,0.0,0.00914,200000,184723.29935350956,-15276.70064649044,0.9236164967675478
