date,statusList,zscore,XLMUSDT_position,XLMUSDT_price,ZILUSDT_position,ZILUSDT_price,init,total_asset,pnl,return
2020-01-27,1,0.8041651927494207,-1714383.6790673754,0.05971,20161290.322580647,0.00511,200000,205390.04302550008,5390.043025500083,1.0269502151275005
2020-01-28,1,0.4004911703477042,-1714383.6790673754,0.06072,20161290.322580647,0.00531,200000,211153.82860587427,11153.828605874267,1.0557691430293714
2020-01-29,0,-0.23767360649846056,0.0,0.06083,0.0,0.00552,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-01-30,0,0.1480167179500512,0.0,0.0628,0.0,0.00554,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-01-31,-2,-1.5194573294705538,0.0,0.0606,0.0,0.00593,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-01,-2,-1.3349801793372456,0.0,0.06224,0.0,0.00601,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-02,-2,-1.5022925173702775,0.0,0.06345,0.0,0.0062,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-03,-2,-1.3722447222171967,0.0,0.0643,0.0,0.00624,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-04,-2,-2.0055872120442215,0.0,0.06634,0.0,0.00683,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-05,-2,-1.4797958085656424,0.0,0.06908,0.0,0.00688,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-06,-2,-1.82495167752026,0.0,0.07113,0.0,0.00745,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-07,-2,-2.2625518839339973,0.0,0.07188,0.0,0.00825,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-08,-2,-1.3579578584676264,0.0,0.0709,0.0,0.00751,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-09,-2,-1.4001009840377157,0.0,0.07327,0.0,0.00792,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-10,-2,-1.2174150055836717,0.0,0.07051,0.0,0.00756,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-11,-2,-1.3617691841812976,0.0,0.07404,0.0,0.00819,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-12,0,-0.6624054384265233,0.0,0.08004,0.0,0.00829,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-13,0,0.06735542253594531,0.0,0.08325,0.0,0.0081,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-14,0,-0.5521751414405331,0.0,0.08671,0.0,0.00898,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-15,0,-0.3768388458933197,0.0,0.07892,0.0,0.0081,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-16,0,-0.4679716556109759,0.0,0.07437,0.0,0.00774,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-17,0,-0.14065894514257132,0.0,0.07272,0.0,0.00744,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-18,0,-0.13271177658266634,0.0,0.07603,0.0,0.00782,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-19,0,0.9136809087408531,0.0,0.07013,0.0,0.00691,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-20,0,-0.006577891841883001,0.0,0.0704,0.0,0.00725,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-21,0,-0.17037388153459906,0.0,0.07099,0.0,0.00739,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-22,0,-0.2959810007358522,0.0,0.0703,0.0,0.00738,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-23,0,-0.5940349467267592,0.0,0.07299,0.0,0.00778,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-24,0,0.028508928928609147,0.0,0.06911,0.0,0.0072,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-25,1,1.0594355044062285,-1507307.3775150212,0.06402,15007436.750934938,0.00643,200000,192995.6366170233,-7004.363382976706,0.9649781830851165
2020-02-26,2,1.764920239350023,0.0,0.05873,0.0,0.0057,200000,195977.40941815134,-4022.5905818486644,0.9798870470907567
2020-02-27,1,1.1526055456128212,-1620987.6709524512,0.06045,16331450.784845944,0.006,200000,195977.40941815134,-4022.5905818486644,0.9798870470907567
2020-02-28,1,0.2327452679195374,-1620987.6709524512,0.05841,16331450.784845944,0.00597,200000,192180.65104586293,-7819.348954137065,0.9609032552293146
2020-02-29,0,-0.1953768451679854,0.0,0.05694,0.0,0.00589,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-01,0,-0.655579054595913,0.0,0.05582,0.0,0.00585,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-02,0,-0.6178712936852239,0.0,0.05968,0.0,0.00621,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-03,0,-0.47855588502117147,0.0,0.05816,0.0,0.00603,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-04,0,-0.5806397067682191,0.0,0.05857,0.0,0.0061,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-05,0,-0.730988411201977,0.0,0.05966,0.0,0.00624,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-06,-2,-2.926197841175005,0.0,0.06137,0.0,0.00701,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-07,-2,-2.7843594236793403,0.0,0.05828,0.0,0.00689,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-08,-2,-1.8934009303021142,0.0,0.04969,0.0,0.00572,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-09,-2,-1.3615187848471995,0.0,0.05235,0.0,0.00591,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-10,-2,-1.4205101808287628,0.0,0.05198,0.0,0.00594,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-11,-2,-1.3185329437703723,0.0,0.05042,0.0,0.00578,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-12,2,1.2596068930739697,0.0,0.03174,0.0,0.00314,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-13,2,2.48496419764066,0.0,0.03962,0.0,0.00355,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-14,2,1.4883994726204532,0.0,0.03677,0.0,0.00346,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-15,0,0.9369725398000945,0.0,0.03786,0.0,0.00368,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-16,2,1.2481712039115598,0.0,0.03534,0.0,0.00334,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-17,1,1.1503184510002238,-2583165.7111275056,0.03718,27207394.09057242,0.00353,200000,192084.2022794413,-7915.7977205587085,0.9604210113972065
2020-03-18,1,1.0358423310732634,-2583165.7111275056,0.0369,27207394.09057242,0.00352,200000,191088.8419394199,-8911.158060580114,0.9554442096970994
2020-03-19,1,0.6203791285954865,-2583165.7111275056,0.04134,27207394.09057242,0.00406,200000,217250.09050573513,17250.090505735134,1.0862504525286756
2020-03-20,1,0.5928812371695548,-2583165.7111275056,0.03995,27207394.09057242,0.00392,200000,209850.45499458775,9850.454994587752,1.0492522749729387
2020-03-21,1,0.4323755098912172,-2583165.7111275056,0.03956,27207394.09057242,0.00392,200000,208843.02036724798,8843.020367247984,1.04421510183624
2020-03-22,1,0.5820277439281689,-2583165.7111275056,0.03679,27207394.09057242,0.00359,200000,192709.21129753592,-7290.78870246408,0.9635460564876795
2020-03-23,1,0.42744469877221997,-2583165.7111275056,0.03938,27207394.09057242,0.00388,200000,207289.75477562216,7289.754775622161,1.0364487738781107
2020-03-24,1,0.5163809274261786,-2583165.7111275056,0.04031,27207394.09057242,0.00393,200000,211052.46859149938,11052.468591499375,1.0552623429574968
2020-03-25,1,0.6833632045973905,-2583165.7111275056,0.04052,27207394.09057242,0.00388,200000,210234.56368630752,10234.56368630752,1.0511728184315376
2020-03-26,1,1.0967589918549527,-2583165.7111275056,0.04284,27207394.09057242,0.00394,200000,217859.9517815577,17859.9517815577,1.0892997589077884
2020-03-27,1,1.0805869678157238,-2583165.7111275056,0.0404,27207394.09057242,0.0037,200000,205027.2528646692,5027.2528646691935,1.025136264323346
2020-03-28,1,0.5415464417191591,-2583165.7111275056,0.03995,27207394.09057242,0.00378,200000,206041.4198219076,6041.4198219075915,1.030207099109538
2020-03-29,1,0.6514196753329187,-2583165.7111275056,0.03773,27207394.09057242,0.00353,200000,193504.94342056144,-6495.056579438562,0.9675247171028072
2020-03-30,1,0.37041260143925525,-2583165.7111275056,0.04004,27207394.09057242,0.00379,200000,206545.9786768148,6545.97867681479,1.032729893384074
2020-03-31,1,0.599027814180266,-2583165.7111275056,0.04071,27207394.09057242,0.00382,200000,209092.92152598742,9092.921525987418,1.045464607629937
2020-04-01,0,0.13422748647735083,0.0,0.04079,0.0,0.00387,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-02,0,-0.22661571976625908,0.0,0.04123,0.0,0.00396,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-03,0,0.10114908745107154,0.0,0.0414,0.0,0.00395,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-04,0,-0.8615541237464093,0.0,0.04184,0.0,0.00408,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-05,-2,-1.5419596382158296,0.0,0.0435,0.0,0.00433,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-06,0,0.6091323099826949,0.0,0.04985,0.0,0.00471,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-07,0,0.9033746930880023,0.0,0.04845,0.0,0.00454,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-08,2,2.059035004994636,0.0,0.05125,0.0,0.00463,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-09,2,2.1060952924161165,0.0,0.05198,0.0,0.00464,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-10,2,2.3361326163828386,0.0,0.0477,0.0,0.00417,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-11,2,2.3873691978627805,0.0,0.04975,0.0,0.00426,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-12,2,1.8508829714397346,0.0,0.04895,0.0,0.00423,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-13,2,1.8711221154615199,0.0,0.04816,0.0,0.00411,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-14,2,1.4514278150452782,0.0,0.04805,0.0,0.00414,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-15,1,1.1641884935128295,-2085510.2724746796,0.04607,24019864.56322712,0.004,200000,192158.91650581697,-7841.083494183025,0.9607945825290849
2020-04-16,1,1.0072479932939606,-2085510.2724746796,0.04913,24019864.56322712,0.00428,200000,205266.1400172931,5266.140017293103,1.0263307000864654
2020-04-17,1,1.04976722254704,-2085510.2724746796,0.04856,24019864.56322712,0.0042,200000,202155.80999692436,2155.809996924363,1.0107790499846219
2020-04-18,1,0.7940476198585845,-2085510.2724746796,0.05056,24019864.56322712,0.00441,200000,211371.0021001514,11371.00210015141,1.056855010500757
2020-04-19,1,0.7908561891619641,-2085510.2724746796,0.0488,24019864.56322712,0.00424,200000,203617.12704484735,3617.1270448473515,1.0180856352242367
2020-04-20,2,1.8577659450189132,0.0,0.04947,0.0,0.00403,200000,198529.0554953341,-1470.9445046659093,0.9926452774766704
2020-04-21,2,1.7143502225365153,0.0,0.05085,0.0,0.00412,200000,198529.0554953341,-1470.9445046659093,0.9926452774766704
2020-04-22,2,2.2856792034536126,0.0,0.05498,0.0,0.00422,200000,198529.0554953341,-1470.9445046659093,0.9926452774766704
2020-04-23,2,2.91290099784409,0.0,0.06208,0.0,0.00433,200000,198529.0554953341,-1470.9445046659093,0.9926452774766704
2020-04-24,2,1.4986158480670686,0.0,0.06116,0.0,0.00465,200000,198529.0554953341,-1470.9445046659093,0.9926452774766704
2020-04-25,1,1.1424506528306524,-1607002.23000918,0.06177,20723283.454627775,0.00479,200000,198529.0554953341,-1470.9445046659093,0.9926452774766704
2020-04-26,1,0.311706971566792,-1607002.23000918,0.06188,20723283.454627775,0.00507,200000,204508.3451079309,4508.345107930887,1.0225417255396545
2020-04-27,2,1.4894192578212049,0.0,0.06719,0.0,0.00503,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-04-28,2,1.7159385590923433,0.0,0.06855,0.0,0.00498,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-04-29,2,1.2225361313278804,0.0,0.07216,0.0,0.00537,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-04-30,0,-0.15565578850167588,0.0,0.06756,0.0,0.00553,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-01,0,-0.15080182075802775,0.0,0.0729,0.0,0.00595,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-02,0,-0.29415014172862025,0.0,0.07552,0.0,0.00621,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-03,0,-0.4523824626100811,0.0,0.073,0.0,0.00606,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-04,-2,-2.132537301242619,0.0,0.07332,0.0,0.0071,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-05,-2,-2.808217112655987,0.0,0.07208,0.0,0.00826,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-06,-2,-1.6973824395124177,0.0,0.06962,0.0,0.00706,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-07,-2,-1.3529654770721122,0.0,0.07207,0.0,0.00709,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-08,-1,-1.1565533771400602,1394549.224716445,0.07252,-14406368.914022306,0.00702,200000,202265.41955287318,2265.41955287318,1.0113270977643658
2020-05-09,-2,-1.2970510975086933,0.0,0.07141,0.0,0.00717,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-10,-2,-1.519719516150712,0.0,0.06405,0.0,0.00688,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-11,-2,-1.5576915693336477,0.0,0.06234,0.0,0.00701,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-12,-2,-1.2358792365933202,0.0,0.07017,0.0,0.00762,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-13,-2,-1.9620117485043527,0.0,0.06977,0.0,0.00942,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-14,-2,-2.01252117402121,0.0,0.06926,0.0,0.01046,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-15,-2,-1.7193918145407179,0.0,0.06728,0.0,0.01004,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-16,-2,-1.675341503879383,0.0,0.06806,0.0,0.01089,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-17,-2,-1.417265614547451,0.0,0.06873,0.0,0.01058,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-18,-1,-1.0929999724351616,1465592.1768138024,0.07027,-10329705.342498085,0.00997,200000,205974.3245294118,5974.324529411795,1.029871622647059
2020-05-19,-1,-0.9809056620858907,1465592.1768138024,0.06979,-10329705.342498085,0.00979,200000,203411.49332289153,3411.4933228915324,1.0170574666144576
2020-05-20,-1,-0.7817251593890693,1465592.1768138024,0.07093,-10329705.342498085,0.00962,200000,203326.2184962346,3326.2184962345927,1.016631092481173
2020-05-21,-1,-0.9838270342921045,1465592.1768138024,0.06644,-10329705.342498085,0.00975,200000,198088.57131686536,-1911.4286831346399,0.9904428565843268
2020-05-22,-1,-0.9289531207106939,1465592.1768138024,0.06811,-10329705.342498085,0.01003,200000,203428.4277480439,3428.427748043905,1.0171421387402195
2020-05-23,-1,-0.8647216000884965,1465592.1768138024,0.06713,-10329705.342498085,0.00985,200000,200132.80045311668,132.80045311668073,1.0006640022655835
2020-05-24,-1,-0.9909781549276289,1465592.1768138024,0.0639,-10329705.342498085,0.00985,200000,195398.9377220081,-4601.062277991907,0.9769946886100405
2020-05-25,-2,-1.5768421840642277,0.0,0.06624,0.0,0.01246,200000,237601.62730479165,37601.62730479165,1.1880081365239583
2020-05-26,-2,-1.453638083308561,0.0,0.06506,0.0,0.01237,200000,237601.62730479165,37601.62730479165,1.1880081365239583
2020-05-27,-2,-1.2772640905977937,0.0,0.06597,0.0,0.01228,200000,237601.62730479165,37601.62730479165,1.1880081365239583
2020-05-28,-1,-1.0759689868814597,1719259.2424369873,0.0691,-9603946.131964091,0.01237,200000,237601.62730479165,37601.62730479165,1.1880081365239583
2020-05-29,-1,-1.1442771571480168,1719259.2424369873,0.06777,-9603946.131964091,0.01248,200000,236371.44658686648,36371.446586866485,1.1818572329343324
2020-05-30,-1,-1.099313375788369,1719259.2424369873,0.07252,-9603946.131964091,0.01339,200000,253277.51896852953,53277.51896852953,1.2663875948426477
2020-05-31,-2,-1.5860947221453536,0.0,0.0705,0.0,0.01475,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-01,-2,-1.754549688934566,0.0,0.07573,0.0,0.01626,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-02,-2,-1.8355165862956342,0.0,0.07951,0.0,0.01824,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-03,-2,-1.405939391958539,0.0,0.08278,0.0,0.01804,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-04,0,-0.884098702378452,0.0,0.08204,0.0,0.01641,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-05,-2,-1.358762431077513,0.0,0.07888,0.0,0.01799,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-06,-2,-1.7137324956968127,0.0,0.0797,0.0,0.02121,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-07,-2,-1.6967790493931543,0.0,0.0788,0.0,0.02231,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-08,-2,-1.3649216880985695,0.0,0.08006,0.0,0.02132,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-09,-2,-1.7125240999020725,0.0,0.07817,0.0,0.02443,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-10,-2,-1.7827243428589195,0.0,0.07885,0.0,0.0273,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-11,-2,-1.656565423050451,0.0,0.07107,0.0,0.02497,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-12,-2,-1.5772292596101978,0.0,0.07282,0.0,0.02594,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-13,-1,-1.0781421013140315,1741476.961529588,0.07409,-5676464.059820818,0.02273,200000,258052.05615945437,58052.05615945437,1.2902602807972718
2020-06-14,-1,-1.131712963257942,1741476.961529588,0.07077,-5676464.059820818,0.02291,200000,253292.11617794388,53292.116177943884,1.2664605808897194
2020-06-15,-2,-1.2614044653257945,0.0,0.07098,0.0,0.02513,200000,277091.56325338135,77091.56325338135,1.3854578162669067
2020-06-16,-1,-1.134914587002436,1941504.787369544,0.07136,-5508778.593506588,0.02515,200000,277091.56325338135,77091.56325338135,1.3854578162669067
2020-06-17,-1,-0.8062793417747603,1941504.787369544,0.07187,-5508778.593506588,0.0233,200000,267890.4902969526,67890.4902969526,1.339452451484763
2020-06-18,-1,-0.39599485781864924,1941504.787369544,0.07058,-5508778.593506588,0.02082,200000,251724.17820934957,51724.17820934957,1.2586208910467478
2020-06-19,0,0.0998119819207493,0.0,0.06959,0.0,0.01875,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-20,0,0.08691107398149334,0.0,0.06979,0.0,0.01917,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-21,0,-0.11333381428203916,0.0,0.0685,0.0,0.01987,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-22,0,0.16954737715807933,0.0,0.07188,0.0,0.02005,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-23,0,0.3883634094401989,0.0,0.07103,0.0,0.01946,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-24,0,0.40501414861712653,0.0,0.06894,0.0,0.01953,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-25,0,0.7689757723311105,0.0,0.06755,0.0,0.01883,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-26,2,1.2487569186971295,0.0,0.06695,0.0,0.01784,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-27,2,1.6643361452623895,0.0,0.06279,0.0,0.01585,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-28,0,0.6946693636233734,0.0,0.06424,0.0,0.01791,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-29,0,0.6870158370202392,0.0,0.06503,0.0,0.01803,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-06-30,2,1.212768720686603,0.0,0.06692,0.0,0.0174,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-07-01,2,1.2997949298791747,0.0,0.06837,0.0,0.01743,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-07-02,1,1.1688037992374907,-1813872.5316416454,0.06761,7084686.41619247,0.01731,200000,245271.8437285833,45271.843728583306,1.2263592186429166
2020-07-03,1,1.126002205566692,-1813872.5316416454,0.06698,7084686.41619247,0.01703,200000,242145.39183711517,42145.39183711517,1.2107269591855758
2020-07-04,0,-0.06503100513605392,0.0,0.06798,0.0,0.01917,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-05,0,-0.043471891162988344,0.0,0.06717,0.0,0.01869,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-06,0,0.5615697867608251,0.0,0.07174,0.0,0.01902,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-07,0,-0.48225020470933144,0.0,0.07348,0.0,0.02042,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-08,2,2.144698779440623,0.0,0.08538,0.0,0.02088,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-09,2,3.1343690336932934,0.0,0.09048,0.0,0.0198,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-10,2,2.341402121163728,0.0,0.089,0.0,0.01967,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-11,2,2.3490195089839863,0.0,0.09411,0.0,0.02001,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-12,2,2.317128734007885,0.0,0.09532,0.0,0.01945,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-13,2,1.2174535144838556,0.0,0.09009,0.0,0.02003,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-14,2,1.41052119938381,0.0,0.09208,0.0,0.01978,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-15,2,1.7659907772152124,0.0,0.09436,0.0,0.01912,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-16,2,2.5334411900997704,0.0,0.10207,0.0,0.018,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-17,2,2.1659459693464385,0.0,0.10397,0.0,0.0181,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-18,2,1.7356426790557182,0.0,0.10077,0.0,0.0179,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-19,2,1.4955513316386584,0.0,0.1001,0.0,0.0179,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-20,1,1.1915687500212424,-1234437.1013532707,0.09428,6746824.922642687,0.01725,200000,232765.45983117272,32765.459831172717,1.1638272991558636
2020-07-21,1,0.9589672604561409,-1234437.1013532707,0.09653,6746824.922642687,0.01799,200000,240535.59375197318,40535.59375197318,1.2026779687598659
2020-07-22,1,0.6338996074747486,-1234437.1013532707,0.09738,6746824.922642687,0.01882,200000,247184.72997391687,47184.72997391687,1.2359236498695843
2020-07-23,1,0.3331869054936306,-1234437.1013532707,0.09815,6746824.922642687,0.01965,200000,253735.11122775235,53735.11122775235,1.2686755561387617
2020-07-24,1,0.5328833708968046,-1234437.1013532707,0.09576,6746824.922642687,0.01843,200000,242553.68014989392,42553.68014989392,1.2127684007494697
2020-07-25,1,0.803738117205867,-1234437.1013532707,0.10085,6746824.922642687,0.01858,200000,249848.98873417848,49848.98873417848,1.2492449436708923
2020-07-26,1,0.8608357419014533,-1234437.1013532707,0.09902,6746824.922642687,0.01798,200000,243541.87388511637,43541.873885116365,1.2177093694255818
2020-07-27,1,0.9976734628978364,-1234437.1013532707,0.09464,6746824.922642687,0.01692,200000,230983.40496318782,30983.404963187815,1.154917024815939
2020-07-28,1,0.514439252426313,-1234437.1013532707,0.09709,6746824.922642687,0.018,200000,241294.3467779574,41294.3467779574,1.206471733889787
2020-07-29,1,0.3964288571913523,-1234437.1013532707,0.09498,6746824.922642687,0.01767,200000,236463.23226962995,36463.23226962995,1.1823161613481497
