date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,ADAUSDT_position,ADAUSDT_price,init,total_asset,pnl,return
2020-03-28,0,-0.12632557391204594,0.0,0.001697,0.0,0.02975,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-03-29,0,-0.285047454745278,0.0,0.001578,0.0,0.02806,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-03-30,0,0.027184793282457563,0.0,0.001697,0.0,0.02965,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-03-31,0,-0.005003727538796418,0.0,0.001734,0.0,0.03045,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-01,0,-0.4272497827800313,0.0,0.00174,0.0,0.03097,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-02,-2,-1.5008733326941373,0.0,0.001742,0.0,0.03188,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-03,-2,-1.806775476478567,0.0,0.001727,0.0,0.03231,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-04,-2,-1.572232670911728,0.0,0.001737,0.0,0.03244,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-05,-2,-1.4094718297836986,0.0,0.001715,0.0,0.0319,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-06,-2,-2.112712061518758,0.0,0.00185,0.0,0.03592,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-07,-2,-2.0005717737788458,0.0,0.001793,0.0,0.03525,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-08,-2,-1.7887286490093885,0.0,0.001843,0.0,0.03639,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-09,-2,-1.6416586533678537,0.0,0.001828,0.0,0.03607,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-10,-2,-1.6000863542950028,0.0,0.00167,0.0,0.03321,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-11,-2,-1.5780627076257754,0.0,0.001666,0.0,0.03343,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-12,-1,-1.0499877490434102,59106442.88432831,0.001708,-3016247.518566859,0.03347,200000,201907.60889286554,1907.6088928655372,1.0095380444643276
2020-04-13,-1,-1.1608978152504192,59106442.88432831,0.001668,-3016247.518566859,0.03311,200000,198457.50207080832,-1542.4979291916825,0.9922875103540416
2020-04-14,-1,-0.4916115053585684,59106442.88432831,0.001727,-3016247.518566859,0.03312,200000,201974.94467616937,1974.944676169369,1.009874723380847
2020-04-15,-1,-0.9562597803286391,59106442.88432831,0.001609,-3016247.518566859,0.03185,200000,191169.7500672387,-8830.249932761304,0.9558487503361934
2020-04-16,-2,-1.5597940674840447,0.0,0.001669,0.0,0.03446,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-17,-2,-1.6052897525840422,0.0,0.001641,0.0,0.03432,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-18,-2,-1.8282073004694073,0.0,0.001698,0.0,0.03654,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-19,-2,-1.7575890945805708,0.0,0.001639,0.0,0.03549,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-20,0,-0.8792840278865874,0.0,0.001646,0.0,0.03391,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-21,-2,-1.3027098771137249,0.0,0.001632,0.0,0.03454,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-22,-2,-1.4641679935200662,0.0,0.001706,0.0,0.03664,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-23,-2,-2.6269495491376804,0.0,0.00172,0.0,0.04088,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-24,-2,-2.2672697611673027,0.0,0.001741,0.0,0.04165,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-25,-2,-1.673570757432723,0.0,0.001818,0.0,0.04222,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-26,-2,-2.0395453225701172,0.0,0.001869,0.0,0.04593,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-27,-2,-1.9436686362700495,0.0,0.00185,0.0,0.04648,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-28,-2,-1.5854893020484273,0.0,0.001887,0.0,0.04679,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-29,-2,-1.9199953210755452,0.0,0.001937,0.0,0.05146,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-04-30,-1,-1.0772270766243524,53401764.229055546,0.00194,-2180122.5295531936,0.04752,200000,207198.84520873553,7198.845208735525,1.0359942260436776
2020-05-01,-1,-1.0991922412627921,53401764.229055546,0.002047,-2180122.5295531936,0.05091,200000,220303.4493564298,20303.449356429803,1.101517246782149
2020-05-02,-1,-0.7163212617167791,53401764.229055546,0.002115,-2180122.5295531936,0.0509,200000,223912.96809871006,23912.96809871006,1.1195648404935503
2020-05-03,-1,-0.5239004545652386,53401764.229055546,0.00206,-2180122.5295531936,0.04898,200000,216790.03580936987,16790.035809369874,1.0839501790468493
2020-05-04,-1,-0.6823751105260231,53401764.229055546,0.002033,-2180122.5295531936,0.04942,200000,216307.44208818875,16307.442088188749,1.0815372104409438
2020-05-05,-1,-0.31590602914278576,53401764.229055546,0.002086,-2180122.5295531936,0.04945,200000,219203.1392682153,19203.13926821531,1.0960156963410765
2020-05-06,-1,-0.47146298897865246,53401764.229055546,0.002025,-2180122.5295531936,0.04889,200000,214724.76303369313,14724.763033693132,1.0736238151684656
2020-05-07,-1,-0.5659647170704505,53401764.229055546,0.002095,-2180122.5295531936,0.05123,200000,223564.3732488815,23564.373248881486,1.1178218662444075
2020-05-08,0,0.34860977820579314,0.0,0.002254,0.0,0.05201,200000,200219.44139850594,219.44139850593638,1.0010972069925297
2020-05-09,0,-0.409257150424496,0.0,0.002112,0.0,0.05145,200000,200219.44139850594,219.44139850593638,1.0010972069925297
2020-05-10,-1,-1.1247532044732775,53764619.06511975,0.001862,-2105356.9021924916,0.04755,200000,200219.44139850594,219.44139850593638,1.0010972069925297
2020-05-11,-2,-1.2421333176869613,0.0,0.00186,0.0,0.04779,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-12,0,0.6696063885725482,0.0,0.002115,0.0,0.05043,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-13,0,-0.34265957508250866,0.0,0.002082,0.0,0.05147,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-14,0,0.9478734950162614,0.0,0.002155,0.0,0.05098,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-15,2,3.1464867384063053,0.0,0.002376,0.0,0.05026,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-16,2,3.509301224592033,0.0,0.002749,0.0,0.051,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-17,2,1.8709551828440762,0.0,0.002534,0.0,0.05129,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-18,1,1.1262113010008779,-39286435.112120956,0.002556,1847922.8587887592,0.05434,200000,200832.25629316235,832.2562931623543,1.0041612814658119
2020-05-19,2,2.0323109740214584,0.0,0.002951,0.0,0.05677,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-20,2,3.3925320216488757,0.0,0.003893,0.0,0.05689,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-21,2,4.064055083343084,0.0,0.007618,0.0,0.05207,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-22,2,2.3061521900999318,0.0,0.006619,0.0,0.05576,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-23,2,2.8016819756830977,0.0,0.009016,0.0,0.0549,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-24,2,3.6851677902344395,0.0,0.017882,0.0,0.05125,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-25,2,2.3661146880910326,0.0,0.016088,0.0,0.0539,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-26,2,1.661206258189941,0.0,0.013827,0.0,0.05355,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-27,0,0.8825342142890638,0.0,0.010594,0.0,0.05513,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-28,0,0.230254543062077,0.0,0.00866,0.0,0.06502,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-29,0,0.4414557653644166,0.0,0.010282,0.0,0.06469,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-30,0,0.08368737986081794,0.0,0.009945,0.0,0.07691,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-05-31,0,-0.11148368140634488,0.0,0.008509,0.0,0.0739,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-01,0,-0.20222563112140007,0.0,0.00896,0.0,0.08093,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-02,0,-0.27780472695899205,0.0,0.0085,0.0,0.07872,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-03,0,-0.3974367532244688,0.0,0.00868,0.0,0.08558,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-04,0,-0.4898507882049917,0.0,0.008622,0.0,0.08882,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-05,0,-0.5194964131067427,0.0,0.008324,0.0,0.08517,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-06,0,-0.5835505547394653,0.0,0.008279,0.0,0.08614,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-07,0,-0.6760912774369673,0.0,0.008019,0.0,0.08657,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-08,0,-0.7612828875687503,0.0,0.007737,0.0,0.08648,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-09,0,-0.7969731419545657,0.0,0.007345,0.0,0.08291,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-10,0,-0.8017834770699389,0.0,0.007026,0.0,0.0836,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-11,0,-0.7788687886040274,0.0,0.00626,0.0,0.07527,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-12,0,-0.13697116453330824,0.0,0.010355,0.0,0.07948,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-13,0,0.26611959986793426,0.0,0.011541,0.0,0.07906,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-14,0,0.22994267801321583,0.0,0.010087,0.0,0.07642,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-15,0,0.5183300369658507,0.0,0.010208,0.0,0.07824,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-16,0,0.5618920298777819,0.0,0.009892,0.0,0.07925,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-17,0,0.018252201278282046,0.0,0.009332,0.0,0.08349,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-18,0,-0.025344942429409188,0.0,0.008862,0.0,0.08176,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-19,0,0.7364764262679242,0.0,0.009719,0.0,0.07987,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-20,0,0.5109718659693284,0.0,0.009369,0.0,0.07953,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-21,0,0.502677885642198,0.0,0.009259,0.0,0.07841,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-22,0,0.19416178483857802,0.0,0.009419,0.0,0.08355,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-23,0,0.48757279335980475,0.0,0.009844,0.0,0.08276,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-24,0,0.04223211575063041,0.0,0.009209,0.0,0.08254,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-25,0,-0.08135336954350304,0.0,0.008983,0.0,0.08167,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-26,0,-0.17942394976114184,0.0,0.008785,0.0,0.08062,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-27,0,-0.41711529911574424,0.0,0.008182,0.0,0.07738,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-28,0,-0.5294288448992872,0.0,0.008434,0.0,0.08028,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-29,0,-0.9526368688199165,0.0,0.008354,0.0,0.08392,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-06-30,-1,-1.171619650491974,12981614.314680971,0.00816,-1276418.5179876701,0.08299,200000,211859.94561559346,11859.94561559346,1.0592997280779672
2020-07-01,-2,-2.163542196568841,0.0,0.008223,0.0,0.09681,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-02,-2,-1.4696142603538733,0.0,0.008552,0.0,0.09291,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-03,-2,-1.884901372662465,0.0,0.008192,0.0,0.09655,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-04,-2,-1.85248629016441,0.0,0.008228,0.0,0.10005,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-05,-2,-1.6865484909026935,0.0,0.008057,0.0,0.09813,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-06,-2,-1.5143343739790478,0.0,0.008642,0.0,0.10512,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-07,-2,-1.752934118371857,0.0,0.008835,0.0,0.11764,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-08,-2,-1.8725067208742938,0.0,0.008886,0.0,0.12993,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-09,-2,-1.6398155094510507,0.0,0.008545,0.0,0.12403,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-10,-2,-1.3741762283074475,0.0,0.008389,0.0,0.11846,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-11,-2,-1.3992134031047692,0.0,0.008508,0.0,0.12523,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-12,0,-0.8390985900284629,0.0,0.009628,0.0,0.12685,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-13,-1,-1.116847571193398,13148701.0023205,0.008696,-920102.2283429555,0.12427,200000,228682.20783235817,28682.207832358166,1.1434110391617909
2020-07-14,-2,-1.3020723650724464,0.0,0.008655,0.0,0.13256,200000,236848.9520464164,36848.95204641641,1.184244760232082
2020-07-15,-1,-1.1668473809410804,13754294.54392662,0.00861,-906147.9533492096,0.13069,200000,236848.9520464164,36848.95204641641,1.184244760232082
2020-07-16,-1,-1.056722169036533,13754294.54392662,0.008363,-906147.9533492096,0.12602,200000,229219.93035192572,29219.930351925723,1.1460996517596287
2020-07-17,-1,-0.7828994971260869,13754294.54392662,0.00845,-906147.9533492096,0.12224,200000,226991.31471358732,26991.314713587315,1.1349565735679366
2020-07-18,-1,-0.760902302412125,13754294.54392662,0.008432,-906147.9533492096,0.1227,200000,227160.5654703373,27160.565470337286,1.1358028273516865
2020-07-19,-1,-0.8047503014495849,13754294.54392662,0.008389,-906147.9533492096,0.12402,200000,227765.2461033694,27765.246103369398,1.138826230516847
2020-07-20,-1,-0.41118654235198465,13754294.54392662,0.008322,-906147.9533492096,0.11771,200000,221125.9147832928,21125.9147832928,1.105629573916464
2020-07-21,-1,-0.6799321660637035,13754294.54392662,0.008372,-906147.9533492096,0.12321,200000,226797.4432539098,26797.44325390979,1.133987216269549
2020-07-22,-1,-0.28346688585533497,13754294.54392662,0.0087,-906147.9533492096,0.1238,200000,231843.47915679374,31843.479156793735,1.1592173957839687
2020-07-23,-1,-0.5535204931567985,13754294.54392662,0.008471,-906147.9533492096,0.12422,200000,229074.32784664122,29074.327846641216,1.145371639233206
2020-07-24,-1,-0.7044100892636412,13754294.54392662,0.008177,-906147.9533492096,0.12197,200000,222991.73235569109,22991.732355691085,1.1149586617784555
2020-07-25,-2,-2.364102227410592,0.0,0.008331,0.0,0.14362,200000,252402.89326097717,52402.89326097717,1.2620144663048858
2020-07-26,-2,-2.7055805843162264,0.0,0.008188,0.0,0.14849,200000,252402.89326097717,52402.89326097717,1.2620144663048858
2020-07-27,-2,-2.0864231065564764,0.0,0.007821,0.0,0.13859,200000,252402.89326097717,52402.89326097717,1.2620144663048858
2020-07-28,-2,-1.8457844437882747,0.0,0.00835,0.0,0.14904,200000,252402.89326097717,52402.89326097717,1.2620144663048858
2020-07-29,-1,-1.1302372923103312,15221498.809611456,0.008291,-903245.395294078,0.13972,200000,252402.89326097717,52402.89326097717,1.2620144663048858
2020-07-30,-1,-1.1946324666239434,15221498.809611456,0.008183,-903245.395294078,0.1406,200000,251553.8273373979,51553.8273373979,1.2577691366869894
2020-07-31,-1,-0.8264110751780982,15221498.809611456,0.008312,-903245.395294078,0.13878,200000,251873.49406440256,51873.49406440256,1.2593674703220128
