date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-08-04,0,0.9979065007685306,0.0,2.848,0.0,0.00914,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-05,0,0.9900535109421307,0.0,2.773,0.0,0.00907,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-06,0,0.45646475245741375,0.0,2.762,0.0,0.01,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-07,0,0.2548934243770982,0.0,2.642,0.0,0.00996,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-08,0,0.30161369042330244,0.0,2.756,0.0,0.01035,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-09,0,-0.21843698927475386,0.0,2.717,0.0,0.01088,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-10,0,-0.6732560743802539,0.0,2.926,0.0,0.01256,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-11,0,-0.39251806313809146,0.0,2.722,0.0,0.01104,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-12,0,-0.6617805927597091,0.0,2.799,0.0,0.01155,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-13,0,0.02262481397832065,0.0,2.86,0.0,0.01084,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-14,0,0.3473395713769324,0.0,3.1,0.0,0.01132,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-15,0,0.8985027710300477,0.0,3.095,0.0,0.01074,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-16,0,0.6136459946303148,0.0,3.336,0.0,0.01178,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-17,0,0.9426397495299605,0.0,3.418,0.0,0.01169,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-18,0,0.8694738584604583,0.0,3.293,0.0,0.01125,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-19,2,1.8350906441726278,0.0,3.296,0.0,0.01029,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-20,2,2.954026058978861,0.0,4.078,0.0,0.01076,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-21,2,2.346927237980994,0.0,3.769,0.0,0.00995,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-22,2,2.6047244544531267,0.0,4.162,0.0,0.00984,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-23,2,1.932872572017421,0.0,3.988,0.0,0.0098,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-24,0,0.8886248289821306,0.0,3.818,0.0,0.01084,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-25,0,0.8008704029606847,0.0,3.482,0.0,0.00994,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-26,0,0.9910342272140409,0.0,3.784,0.0,0.01031,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-27,0,0.6835712861698783,0.0,3.37,0.0,0.00954,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-28,0,0.2568891102421469,0.0,3.342,0.0,0.01009,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-29,0,0.08037762669983405,0.0,3.431,0.0,0.01057,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-30,0,0.06910208765026493,0.0,3.449,0.0,0.0105,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-31,0,-0.521551091363139,0.0,3.359,0.0,0.01111,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-01,0,-0.22748970104994198,0.0,3.518,0.0,0.01094,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-02,0,-0.04822316566191624,0.0,3.238,0.0,0.00972,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-03,0,-0.41332462062380587,0.0,2.388,0.0,0.00743,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-04,0,-0.45335574731795203,0.0,2.578,0.0,0.008,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-05,0,0.1805879780473174,0.0,2.344,0.0,0.00672,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-06,0,0.011102206950220812,0.0,2.422,0.0,0.00701,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-07,0,0.011374679810551418,0.0,2.41,0.0,0.00692,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-08,0,-0.5685951205209575,0.0,2.359,0.0,0.00712,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-09,0,-0.21684047134661677,0.0,2.439,0.0,0.00717,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-10,0,0.6247025461772115,0.0,2.622,0.0,0.00721,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-11,2,1.4075695497294862,0.0,2.816,0.0,0.00748,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-12,2,1.9562586158491322,0.0,2.854,0.0,0.00747,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-13,2,1.7720697284787112,0.0,2.648,0.0,0.00691,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-14,2,1.4775794388052506,0.0,2.639,0.0,0.00694,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-15,2,1.7864886163736253,0.0,2.466,0.0,0.00629,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-16,2,1.8352661224256308,0.0,2.448,0.0,0.00611,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-17,2,2.0195772338887465,0.0,2.566,0.0,0.00615,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-18,2,2.756053124847698,0.0,2.804,0.0,0.00593,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-19,2,1.9179820019720593,0.0,2.631,0.0,0.00581,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-20,2,1.4837787634142807,0.0,2.52,0.0,0.00572,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-21,2,1.2962604147047305,0.0,2.263,0.0,0.00516,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-22,2,1.3543532507985192,0.0,2.341,0.0,0.00522,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-23,2,1.2178721216471284,0.0,2.176,0.0,0.00486,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-24,0,0.8089165313908324,0.0,2.319,0.0,0.00536,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-25,0,0.6173611144418721,0.0,2.36,0.0,0.00552,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-26,0,0.7202260500100952,0.0,2.399,0.0,0.00551,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-27,0,0.5187238643369915,0.0,2.37,0.0,0.00551,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-28,0,0.7703032019250367,0.0,2.425,0.0,0.00548,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-29,1,1.042398321999074,-34161.24178559908,2.433,15506399.489619879,0.00536,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-09-30,1,0.7202200040533605,-34161.24178559908,2.435,15506399.489619879,0.00546,200000,167847.5649612583,-32152.435038741707,0.8392378248062915
2020-10-01,1,0.36700997415462044,-34161.24178559908,2.365,15506399.489619879,0.0054,200000,164525.8940668892,-35474.10593311081,0.8226294703344459
2020-10-02,1,0.33247993911836465,-34161.24178559908,2.288,15506399.489619879,0.00521,200000,158949.26254637027,-41050.73745362973,0.7947463127318514
2020-10-03,1,0.6500872544792267,-34161.24178559908,2.297,15506399.489619879,0.00512,200000,157861.13776837487,-42138.86223162513,0.7893056888418744
2020-10-04,1,0.2887279805800385,-34161.24178559908,2.306,15506399.489619879,0.00521,200000,159564.16489851105,-40435.83510148895,0.7978208244925553
2020-10-05,0,-0.45371444267242184,0.0,2.302,0.0,0.00532,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-06,2,1.6996819865064094,0.0,2.172,0.0,0.00468,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-07,0,-0.0158006004126473,0.0,2.192,0.0,0.00494,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-08,2,1.3519265533462348,0.0,2.251,0.0,0.00494,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-09,-2,-1.9704946795802416,0.0,2.33,0.0,0.00553,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-10,-2,-1.5534020387191239,0.0,2.3,0.0,0.00543,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-11,0,-0.3447306769307594,0.0,2.354,0.0,0.00539,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-12,-2,-1.3360697333086657,0.0,2.345,0.0,0.00553,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-13,-1,-1.1736727921058248,34844.14932068592,2.33,-14788136.232640838,0.00549,200000,162373.73583439642,-37626.264165603585,0.811868679171982
2020-10-14,-1,-0.7319354787525946,34844.14932068592,2.254,-14788136.232640838,0.00525,200000,156176.42779019047,-43823.57220980953,0.7808821389509524
2020-10-15,-1,-0.7177332401428501,34844.14932068592,2.23,-14788136.232640838,0.00519,200000,154452.88003253558,-45547.119967464416,0.7722644001626779
2020-10-16,-1,-0.4750671857998639,34844.14932068592,2.166,-14788136.232640838,0.00501,200000,149560.9899541363,-50439.01004586369,0.7478049497706816
2020-10-17,-1,-0.8856754692526674,34844.14932068592,2.179,-14788136.232640838,0.0051,200000,151344.8961562429,-48655.1038437571,0.7567244807812146
2020-10-18,-1,-0.31019681504824087,34844.14932068592,2.216,-14788136.232640838,0.00511,200000,152782.01104343467,-47217.98895656533,0.7639100552171734
2020-10-19,0,0.7911694154118805,0.0,2.212,0.0,0.00496,200000,158647.63325093768,-41352.36674906232,0.7932381662546883
2020-10-20,2,1.516965851210855,0.0,2.146,0.0,0.00471,200000,158647.63325093768,-41352.36674906232,0.7932381662546883
2020-10-21,1,1.1213346598176666,-34745.429971734055,2.283,15707686.46048888,0.00505,200000,158647.63325093768,-41352.36674906232,0.7932381662546883
2020-10-22,2,1.2074058759149067,0.0,2.341,0.0,0.00515,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-23,0,0.09978410236507769,0.0,2.291,0.0,0.00521,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-24,0,0.7841354655237995,0.0,2.312,0.0,0.00515,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-25,0,-0.640606575908305,0.0,2.229,0.0,0.00518,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-26,0,0.6634522880303655,0.0,2.174,0.0,0.00488,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-27,2,1.3090642846851337,0.0,2.194,0.0,0.00483,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-28,0,0.640484551227192,0.0,2.079,0.0,0.00467,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-29,2,2.0863384247878,0.0,2.033,0.0,0.00436,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-30,2,1.8418268985784056,0.0,1.946,0.0,0.00417,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-10-31,2,2.33251800771652,0.0,1.964,0.0,0.00408,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-11-01,0,0.7403764701631365,0.0,2.008,0.0,0.00439,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-11-02,1,1.1769582415487023,-41344.100712902655,1.924,19260544.73889218,0.00413,200000,159092.0995432494,-40907.90045675059,0.795460497716247
2020-11-03,1,0.3552615462361221,-41344.100712902655,1.868,19260544.73889218,0.00411,200000,156391.61900854902,-43608.38099145098,0.7819580950427452
2020-11-04,0,-0.0016821716576744107,0.0,1.833,0.0,0.00407,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-05,0,0.451938221577881,0.0,1.931,0.0,0.00422,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-06,-2,-2.47936334664122,0.0,2.071,0.0,0.00499,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-07,-2,-1.9363641348272984,0.0,1.949,0.0,0.00464,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-08,-2,-2.8079331811561286,0.0,2.027,0.0,0.00521,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-09,-2,-2.3319052883107467,0.0,1.989,0.0,0.00515,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-10,-2,-2.4254313635326956,0.0,2.006,0.0,0.00547,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-11,-2,-1.38848261098842,0.0,2.054,0.0,0.00523,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-12,0,-0.6102776909587412,0.0,2.03,0.0,0.00488,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-13,0,-0.9132799166149664,0.0,2.094,0.0,0.00519,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-14,0,-0.4204462657141277,0.0,2.04,0.0,0.00487,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-15,0,-0.7870218138668015,0.0,1.978,0.0,0.00489,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-16,0,-0.2573446518068632,0.0,2.073,0.0,0.00493,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-17,0,0.28074412975733576,0.0,2.206,0.0,0.00504,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-18,0,0.5848322089578625,0.0,2.15,0.0,0.00482,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-19,2,1.781293286916026,0.0,2.25,0.0,0.00461,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-20,2,1.8326170086957432,0.0,2.362,0.0,0.0048,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-21,2,1.6044228112224885,0.0,2.695,0.0,0.00551,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-22,2,1.3190583384226728,0.0,2.557,0.0,0.00532,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-23,2,1.5422412614062708,0.0,2.794,0.0,0.00565,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-24,2,1.595210701215086,0.0,3.079,0.0,0.00611,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-25,0,0.5839979667877954,0.0,2.924,0.0,0.00634,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-26,0,0.4710035288276754,0.0,2.522,0.0,0.0055,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-27,0,0.4696610279874737,0.0,2.602,0.0,0.00565,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-28,0,0.22370472344908768,0.0,2.69,0.0,0.00594,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-29,0,-0.035969155845298736,0.0,2.734,0.0,0.00614,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-11-30,1,1.0333413704952197,-26685.780876996727,2.932,13040451.588559067,0.006,200000,156485.4190627088,-43514.580937291204,0.7824270953135439
2020-12-01,1,0.9112768614158,-26685.780876996727,2.718,13040451.588559067,0.00558,200000,145297.67228783667,-54702.32771216333,0.7264883614391833
2020-12-02,0,0.17182598472953442,0.0,2.787,0.0,0.00599,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-03,0,0.4781047738834499,0.0,2.877,0.0,0.00603,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-04,0,-0.08984043555799556,0.0,2.591,0.0,0.00559,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-05,0,0.08569618424103294,0.0,2.718,0.0,0.00577,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-06,0,0.059108497300364236,0.0,2.653,0.0,0.00561,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-07,0,0.5673067586094358,0.0,2.612,0.0,0.0054,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-08,0,0.3897449817846452,0.0,2.41,0.0,0.005,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-09,0,-0.2697867690262439,0.0,2.491,0.0,0.00529,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-10,0,-0.08847555974111906,0.0,2.43,0.0,0.00514,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-11,0,0.23959255669621862,0.0,2.337,0.0,0.0049,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-12,0,0.17359484640770706,0.0,2.469,0.0,0.00519,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-13,2,1.5387206709844592,0.0,2.557,0.0,0.00516,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-14,0,-0.16670756254591038,0.0,2.521,0.0,0.00537,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-15,1,1.1734330988582389,-29533.33050104986,2.586,14410036.353908477,0.0053,200000,152746.38535142987,-47253.61464857013,0.7637319267571494
2020-12-16,2,2.129685698900221,0.0,2.766,0.0,0.00547,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-17,0,-0.018326490808993998,0.0,2.688,0.0,0.00565,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-18,-2,-1.9151342109782725,0.0,2.74,0.0,0.00611,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-19,-2,-2.3570902101783013,0.0,2.811,0.0,0.00638,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-20,-2,-3.8100344410589337,0.0,2.802,0.0,0.00816,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-21,-2,-1.940193698919184,0.0,2.592,0.0,0.0066,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-22,-2,-2.9995427243035824,0.0,2.574,0.0,0.00856,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-23,-2,-2.3103124411468694,0.0,2.096,0.0,0.00686,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-24,-2,-2.298353730585765,0.0,2.312,0.0,0.00855,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-25,-2,-2.0428054485766496,0.0,2.288,0.0,0.00885,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-26,-2,-2.204258597773754,0.0,2.26,0.0,0.01114,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-27,-2,-2.3640539934529725,0.0,2.275,0.0,0.01775,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-28,-2,-1.6588386156078212,0.0,2.384,0.0,0.01325,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-29,-2,-1.4533085882693542,0.0,2.271,0.0,0.01248,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-30,-2,-1.5550631243213169,0.0,2.215,0.0,0.01558,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2020-12-31,-2,-1.261802608997152,0.0,2.222,0.0,0.01371,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2021-01-01,-1,-1.0770611646329624,34306.1460893859,2.268,-5889957.5572087215,0.01321,200000,155612.6786614544,-44387.32133854559,0.778063393307272
2021-01-02,-1,-0.7869106563676226,34306.1460893859,2.249,-5889957.5572087215,0.01126,200000,143475.44464919908,-56524.55535080092,0.7173772232459954
2021-01-03,-1,-0.3277451004122527,34306.1460893859,2.466,-5889957.5572087215,0.00982,200000,142438.33946821527,-57561.66053178473,0.7121916973410763
2021-01-04,0,-0.11595663883297383,0.0,2.515,0.0,0.00939,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-05,0,0.0530306992780631,0.0,2.612,0.0,0.00948,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-06,0,0.31664046125293166,0.0,3.013,0.0,0.01038,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-07,0,0.5932551459226814,0.0,2.894,0.0,0.00956,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-08,0,0.5273656865629773,0.0,2.861,0.0,0.01011,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-09,0,0.8604277563518098,0.0,3.228,0.0,0.01067,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-10,2,1.590311971328628,0.0,3.383,0.0,0.00989,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-11,2,1.4709448334907687,0.0,2.898,0.0,0.00852,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-12,2,1.2884426310598422,0.0,2.75,0.0,0.0083,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-13,2,1.2812448014582025,0.0,2.948,0.0,0.00872,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-14,2,1.3232627810925257,0.0,3.021,0.0,0.00862,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-15,1,1.100636744806554,-21189.973258898128,2.941,7263369.6217272,0.00858,200000,124639.42270883877,-75360.57729116123,0.6231971135441938
2021-01-16,1,0.8298592412737076,-21189.973258898128,3.056,7263369.6217272,0.00932,200000,132451.1631536902,-67548.8368463098,0.662255815768451
2021-01-17,1,0.8593373865409109,-21189.973258898128,3.188,7263369.6217272,0.00948,200000,136410.3787633411,-63589.62123665889,0.6820518938167055
2021-01-18,1,0.8758491064427458,-21189.973258898128,3.301,7263369.6217272,0.00961,200000,139749.08379242112,-60250.91620757888,0.6987454189621056
2021-01-19,1,0.6430250428899781,-21189.973258898128,3.161,7263369.6217272,0.00952,200000,136128.7842702199,-63871.21572978009,0.6806439213510995
2021-01-20,1,0.7996107526962415,-21189.973258898128,3.238,7263369.6217272,0.00942,200000,137034.07524898235,-62965.92475101765,0.6851703762449117
2021-01-21,0,-1.0676359585299877,0.0,2.736,0.0,0.01033,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-22,0,-0.7333688200735822,0.0,2.918,0.0,0.01009,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-23,2,2.019959914639784,0.0,3.938,0.0,0.01022,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-24,0,0.31462242019898057,0.0,3.545,0.0,0.01067,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-25,0,0.43618333194846415,0.0,3.284,0.0,0.00971,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-26,0,0.996705581237047,0.0,3.434,0.0,0.00962,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-27,1,1.0859702828967448,-17285.440448705343,3.112,6269497.747828791,0.00858,200000,107584.58135274207,-92415.41864725793,0.5379229067637104
2021-01-28,1,0.2211995556249822,-17285.440448705343,3.271,6269497.747828791,0.0096,200000,116727.85408687156,-83272.14591312844,0.5836392704343578
2021-01-29,0,-0.026644098243027266,0.0,3.307,0.0,0.00984,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-01-30,-2,-2.7987674573628567,0.0,3.297,0.0,0.0137,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-01-31,-2,-1.8508174060988296,0.0,3.283,0.0,0.01258,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-01,0,-0.9278301927102393,0.0,3.471,0.0,0.01191,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-02,-2,-1.2720792180444953,0.0,3.543,0.0,0.01296,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-03,-2,-1.6428262289862863,0.0,3.683,0.0,0.01475,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-04,-2,-1.605504503529183,0.0,3.506,0.0,0.01451,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-05,-2,-1.228106541744244,0.0,3.857,0.0,0.01529,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-06,0,0.16899409567534657,0.0,4.432,0.0,0.01406,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-07,0,0.1934916765767623,0.0,4.246,0.0,0.01349,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-08,0,0.18376494928562376,0.0,4.731,0.0,0.0151,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-09,0,-0.30772508439171936,0.0,5.015,0.0,0.01735,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-10,2,2.4069545646417465,0.0,7.514,0.0,0.01726,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-11,0,0.6686585918959397,0.0,7.411,0.0,0.02125,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-12,0,0.5264363726898278,0.0,7.345,0.0,0.02175,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-13,0,0.2703194362479174,0.0,7.718,0.0,0.02378,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-14,0,0.30168124910531025,0.0,6.986,0.0,0.02147,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-15,0,0.11407815074929463,0.0,6.412,0.0,0.02043,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-16,0,0.21980974251478255,0.0,6.426,0.0,0.02032,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-17,0,0.03581260831803826,0.0,6.639,0.0,0.0217,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-18,0,0.13251797094239176,0.0,7.133,0.0,0.02309,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-19,0,-0.4260079402216315,0.0,7.262,0.0,0.0253,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-20,0,-0.36118768842702614,0.0,6.693,0.0,0.02294,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-21,0,-0.28014198621952596,0.0,7.118,0.0,0.0241,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-22,0,-0.15897194082981062,0.0,6.389,0.0,0.02116,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-23,0,-0.5031621217828396,0.0,5.148,0.0,0.01769,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-24,-1,-1.048636609125647,9716.733460114589,5.303,-2662937.3405161584,0.01935,200000,103055.67507797532,-96944.32492202468,0.5152783753898766
2021-02-25,-1,-0.6704646942402307,9716.733460114589,5.128,-2662937.3405161584,0.0176,200000,96695.10637655201,-103304.89362344799,0.48347553188276005
2021-02-26,-1,-0.38178636321971243,9716.733460114589,5.184,-2662937.3405161584,0.01726,200000,96333.84475454292,-103666.15524545708,0.4816692237727146
2021-02-27,-2,-2.230008901994132,0.0,5.267,0.0,0.024,200000,115788.13611593959,-84211.86388406041,0.5789406805796979
2021-02-28,-2,-1.8145794103242832,0.0,4.855,0.0,0.02168,200000,115788.13611593959,-84211.86388406041,0.5789406805796979
2021-03-01,-2,-1.3520591738158534,0.0,5.27,0.0,0.02207,200000,115788.13611593959,-84211.86388406041,0.5789406805796979
2021-03-02,-1,-1.171153472793813,11148.482198723243,5.193,-2795464.416126016,0.02071,200000,115788.13611593959,-84211.86388406041,0.5789406805796979
2021-03-03,-1,-1.016280526974819,11148.482198723243,5.34,-2795464.416126016,0.0211,200000,118517.19412144105,-81482.80587855895,0.5925859706072052
