date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,ONEUSDT_position,ONEUSDT_price,init,total_asset,pnl,return
2020-08-05,-1,-0.5859043849228,23909.19512218893,4.144,-10435854.67185991,0.00903,200000,193315.47227324592,-6684.5277267540805,0.9665773613662296
2020-08-06,-1,-0.8086406708062985,23909.19512218893,4.172,-10435854.67185991,0.0097,200000,200976.95236681332,976.9523668133188,1.0048847618340666
2020-08-07,-1,-1.0977450228399115,23909.19512218893,4.015,-10435854.67185991,0.00987,200000,198997.30402684587,-1002.6959731541283,0.9949865201342294
2020-08-08,-1,-0.627606907908227,23909.19512218893,4.426,-10435854.67185991,0.01013,200000,211537.3054367491,11537.305436749099,1.0576865271837455
2020-08-09,0,0.7042309290516625,0.0,5.273,0.0,0.01029,200000,162686.9128910615,-37313.08710893849,0.8134345644553076
2020-08-10,0,0.1827809296027127,0.0,5.474,0.0,0.01145,200000,162686.9128910615,-37313.08710893849,0.8134345644553076
2020-08-11,0,-0.31665860017796704,0.0,4.916,0.0,0.011,200000,162686.9128910615,-37313.08710893849,0.8134345644553076
2020-08-12,2,1.563523473844971,0.0,5.902,0.0,0.01119,200000,162686.9128910615,-37313.08710893849,0.8134345644553076
2020-08-13,1,1.1285517632649749,-13367.864658263066,6.085,6801292.344944043,0.01196,200000,162686.9128910615,-37313.08710893849,0.8134345644553076
2020-08-14,0,0.01216100474294936,0.0,6.096,0.0,0.0133,200000,153720.2276600774,-46279.77233992261,0.768601138300387
2020-08-15,0,0.43430810415763355,0.0,6.077,0.0,0.0128,200000,153720.2276600774,-46279.77233992261,0.768601138300387
2020-08-16,0,0.47317226919749045,0.0,6.243,0.0,0.01303,200000,153720.2276600774,-46279.77233992261,0.768601138300387
2020-08-17,0,0.14794973875534947,0.0,5.907,0.0,0.01255,200000,153720.2276600774,-46279.77233992261,0.768601138300387
2020-08-18,1,1.1489622977120295,-13192.604502238019,5.826,6683488.159133799,0.0115,200000,153720.2276600774,-46279.77233992261,0.768601138300387
2020-08-19,2,1.6688820998997074,0.0,5.65,0.0,0.01066,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-20,2,1.3556039148371595,0.0,6.297,0.0,0.012,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-21,2,1.487890625627824,0.0,5.606,0.0,0.01048,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-22,2,2.604352002168552,0.0,6.411,0.0,0.01059,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-23,2,3.58315108646038,0.0,8.532,0.0,0.0106,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-24,2,2.1336330047187286,0.0,8.211,0.0,0.01136,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-25,2,2.502710756895501,0.0,8.378,0.0,0.01007,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-26,2,1.3043696179989994,0.0,7.708,0.0,0.01089,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-27,0,0.8376198787271386,0.0,7.291,0.0,0.01102,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-28,1,1.061231524821507,-10385.795695287467,7.559,7289343.515383283,0.01077,200000,157012.4593213559,-42987.54067864409,0.7850622966067795
2020-08-29,1,0.9381157947727855,-10385.795695287467,7.27,7289343.515383283,0.01041,200000,151386.80069987985,-48613.19930012015,0.7569340034993992
2020-08-30,1,1.0106053592131403,-10385.795695287467,7.621,7289343.515383283,0.01058,200000,156271.40338654091,-43728.596613459085,0.7813570169327045
2020-08-31,1,0.8693599952133079,-10385.795695287467,7.205,7289343.515383283,0.01009,200000,148379.13405476353,-51620.865945236466,0.7418956702738176
2020-09-01,1,0.7820341212396807,-10385.795695287467,7.218,7289343.515383283,0.01012,200000,148732.82970426377,-51267.17029573623,0.7436641485213189
2020-09-02,0,0.10128299400738666,0.0,6.643,0.0,0.01043,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-03,0,-0.13525784255163628,0.0,4.899,0.0,0.00793,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-04,0,0.20328809577913343,0.0,5.463,0.0,0.00823,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-05,0,0.5629142563592188,0.0,4.918,0.0,0.00693,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-06,0,0.6074097193322605,0.0,5.178,0.0,0.00718,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-07,0,0.9602741112666815,0.0,5.053,0.0,0.00665,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-08,1,1.1416245949379924,-15143.118665155785,4.952,11846559.81514241,0.00633,200000,149977.4472597029,-50022.552740297106,0.7498872362985145
2020-09-09,2,1.4327807243261288,0.0,5.32,0.0,0.00656,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-10,0,0.9417049461197433,0.0,5.324,0.0,0.00685,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-11,0,0.12927530621443847,0.0,5.342,0.0,0.0073,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-12,0,-0.09759558469337659,0.0,5.603,0.0,0.00784,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-13,0,-0.04911087453643343,0.0,5.32,0.0,0.00742,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-14,0,0.9396136236862833,0.0,5.381,0.0,0.00707,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-15,0,0.3881755260224398,0.0,4.866,0.0,0.00661,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-16,2,1.913875363523256,0.0,5.122,0.0,0.00621,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-17,2,1.9759500271165717,0.0,5.062,0.0,0.00597,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-18,2,1.40321581660255,0.0,4.966,0.0,0.00602,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-19,2,1.2279972328653945,0.0,4.943,0.0,0.00601,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-20,2,1.3848516623279115,0.0,4.664,0.0,0.00553,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-21,0,0.6491053124997282,0.0,4.081,0.0,0.00511,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-22,0,-0.25215421212021055,0.0,4.21,0.0,0.00565,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-23,0,0.9787283471649487,0.0,3.839,0.0,0.00467,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-24,2,1.7151812924293943,0.0,4.483,0.0,0.00517,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-25,2,1.7292766742027152,0.0,4.791,0.0,0.00545,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-26,1,1.1998719533260749,-16586.217296613573,4.607,14229553.64720647,0.00537,200000,152825.40617099748,-47174.59382900252,0.7641270308549875
2020-09-27,2,2.0525672982311076,0.0,4.727,0.0,0.00512,200000,158373.14065839275,-41626.859341607254,0.7918657032919637
2020-09-28,2,2.2165273826100202,0.0,4.826,0.0,0.00501,200000,158373.14065839275,-41626.859341607254,0.7918657032919637
2020-09-29,2,2.554060768004729,0.0,5.309,0.0,0.0051,200000,158373.14065839275,-41626.859341607254,0.7918657032919637
2020-09-30,2,1.2785987208203446,0.0,5.372,0.0,0.00568,200000,158373.14065839275,-41626.859341607254,0.7918657032919637
2020-10-01,1,1.1034968351470615,-15420.948457487122,5.135,14503034.858827176,0.00546,200000,158373.14065839275,-41626.859341607254,0.7918657032919637
2020-10-02,1,0.27586509496741624,-15420.948457487122,4.906,14503034.858827176,0.00561,200000,157017.19869045226,-42982.801309547736,0.7850859934522614
2020-10-03,1,0.8239509474745687,-15420.948457487122,5.01,14503034.858827176,0.00541,200000,155720.3703582655,-44279.6296417345,0.7786018517913275
2020-10-04,2,1.474827334905399,0.0,5.314,0.0,0.00537,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-05,2,1.5740165353555517,0.0,5.366,0.0,0.00532,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-06,2,1.8972889711797924,0.0,4.736,0.0,0.00447,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-07,2,1.2744166249495104,0.0,4.873,0.0,0.00478,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-08,0,0.5963411813710316,0.0,5.034,0.0,0.00521,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-09,0,0.37704096632403616,0.0,5.155,0.0,0.00541,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-10,2,1.2906719921416436,0.0,5.534,0.0,0.00531,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-11,2,2.1281550847803175,0.0,6.072,0.0,0.0053,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-12,2,1.8490109782632085,0.0,5.97,0.0,0.00528,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-13,2,1.4495841528943902,0.0,6.012,0.0,0.00543,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-14,0,0.8023956465004717,0.0,5.727,0.0,0.00541,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-15,2,1.478346943163685,0.0,5.769,0.0,0.00511,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-16,2,1.454331241407635,0.0,5.403,0.0,0.00475,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-17,0,0.653990893873521,0.0,5.466,0.0,0.00507,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-18,0,0.36236344552114463,0.0,5.762,0.0,0.00544,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-19,0,0.3122492622818598,0.0,5.502,0.0,0.00521,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-20,0,0.298135283392808,0.0,5.024,0.0,0.00474,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-21,0,0.7810425519007236,0.0,5.241,0.0,0.00475,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-22,1,1.16537318984357,-14919.063516676833,5.444,16920704.538497645,0.0048,200000,162438.76356957736,-37561.236430422636,0.8121938178478868
2020-10-23,1,0.704994383595102,-14919.063516676833,5.364,16920704.538497645,0.00484,200000,161922.06666978312,-38077.93333021688,0.8096103333489155
2020-10-24,2,1.3609854335049534,0.0,5.543,0.0,0.0048,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-25,0,0.7424158439995913,0.0,5.292,0.0,0.00471,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-26,0,0.36101069799805197,0.0,5.145,0.0,0.00466,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-27,2,1.820807236755773,0.0,5.138,0.0,0.00427,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-28,0,0.8725404740214863,0.0,4.803,0.0,0.00418,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-29,0,-0.39143949989752586,0.0,4.633,0.0,0.00424,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-30,0,-0.3066957751942433,0.0,4.62,0.0,0.0042,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-10-31,-2,-1.5000376120784944,0.0,4.616,0.0,0.00441,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-11-01,-2,-2.4810415341326544,0.0,4.743,0.0,0.00485,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-11-02,0,-0.9091255059286351,0.0,4.603,0.0,0.00438,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-11-03,0,-0.21148920175743247,0.0,4.48,0.0,0.00412,200000,163915.7508577284,-36084.24914227161,0.8195787542886419
2020-11-04,-1,-1.1964291109950953,18681.98664893189,4.387,-19284205.983262163,0.00425,200000,163915.75085772836,-36084.24914227164,0.8195787542886418
2020-11-05,-1,-0.5845560564556299,18681.98664893189,4.504,-19284205.983262163,0.00425,200000,166101.54329565342,-33898.45670434658,0.830507716478267
2020-11-06,-2,-1.579099463847474,0.0,4.88,0.0,0.00488,200000,166854.5812092601,-33145.4187907399,0.8342729060463006
2020-11-07,-2,-1.7723546836537782,0.0,4.619,0.0,0.00473,200000,166854.5812092601,-33145.4187907399,0.8342729060463006
2020-11-08,-2,-1.8199379305553625,0.0,4.809,0.0,0.00502,200000,166854.5812092601,-33145.4187907399,0.8342729060463006
2020-11-09,-2,-1.3937253438196917,0.0,5.155,0.0,0.00528,200000,166854.5812092601,-33145.4187907399,0.8342729060463006
2020-11-10,-2,-1.5554550565558067,0.0,5.084,0.0,0.00535,200000,166854.5812092601,-33145.4187907399,0.8342729060463006
2020-11-11,-1,-1.0952117346690193,16576.056150333807,5.033,-16168079.574540708,0.00516,200000,166854.5812092601,-33145.4187907399,0.8342729060463006
2020-11-12,-1,-0.7388535285440777,16576.056150333807,5.03,-16168079.574540708,0.00505,200000,165026.36428760964,-34973.63571239036,0.8251318214380482
2020-11-13,-1,-0.6267747504738224,16576.056150333807,5.213,-16168079.574540708,0.00522,200000,170808.35609079263,-29191.64390920737,0.8540417804539632
2020-11-14,0,-0.008796207920541662,0.0,5.045,0.0,0.00486,200000,161805.2446630939,-38194.75533690609,0.8090262233154696
2020-11-15,0,0.21755859174971126,0.0,4.979,0.0,0.00474,200000,161805.2446630939,-38194.75533690609,0.8090262233154696
2020-11-16,0,0.1467964594647862,0.0,5.084,0.0,0.00491,200000,161805.2446630939,-38194.75533690609,0.8090262233154696
2020-11-17,0,0.7837016327703609,0.0,5.285,0.0,0.00499,200000,161805.2446630939,-38194.75533690609,0.8090262233154696
2020-11-18,1,1.1310308570805627,-15847.722298050332,5.105,16996349.229316585,0.00476,200000,161805.2446630939,-38194.75533690609,0.8090262233154696
2020-11-19,2,1.6793104436240347,0.0,5.097,0.0,0.00465,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-20,0,0.22378462476244643,0.0,5.268,0.0,0.00511,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-21,0,0.8675664712754927,0.0,5.922,0.0,0.00557,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-22,0,0.6954644101430998,0.0,5.481,0.0,0.00519,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-23,0,0.9818026334778092,0.0,5.811,0.0,0.00545,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-24,0,-0.5514993066871455,0.0,5.966,0.0,0.00597,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-25,-1,-1.0282532312608212,13850.614947487666,5.904,-13494064.463690951,0.00606,200000,163548.06129993434,-36451.93870006566,0.8177403064996718
2020-11-26,-1,-0.26633235542915873,13850.614947487666,5.33,-13494064.463690951,0.00529,200000,145207.3786830344,-54792.62131696561,0.726036893415172
2020-11-27,0,1.1443215758522476,0.0,5.368,0.0,0.005,200000,156668.2825802753,-43331.71741972471,0.7833414129013765
2020-11-28,0,-0.2892972076124139,0.0,5.43,0.0,0.00535,200000,156668.2825802753,-43331.71741972471,0.7833414129013765
2020-11-29,0,-0.6244925651874537,0.0,5.429,0.0,0.00541,200000,156668.2825802753,-43331.71741972471,0.7833414129013765
2020-11-30,0,-0.9461663730526572,0.0,5.571,0.0,0.00559,200000,156668.2825802753,-43331.71741972471,0.7833414129013765
2020-12-01,-1,-1.190581359875207,14903.755953222535,5.256,-14752192.333359256,0.00531,200000,156668.2825802753,-43331.71741972471,0.7833414129013765
2020-12-02,-1,-0.35404550068714247,14903.755953222535,5.51,-14752192.333359256,0.0054,200000,161781.53390239616,-38218.46609760384,0.8089076695119808
2020-12-03,0,0.048322272228001645,0.0,5.5,0.0,0.00531,200000,153031.76612768898,-46968.233872311015,0.7651588306384449
2020-12-04,-1,-1.1186001205457319,15154.660935600017,5.049,-15062181.705481198,0.00508,200000,153031.76612768898,-46968.233872311015,0.7651588306384449
2020-12-05,-1,-0.43035426616850586,15154.660935600017,5.261,-15062181.705481198,0.00518,200000,157750.7724165843,-42249.22758341569,0.7887538620829215
2020-12-06,-1,-0.27431421395539823,15154.660935600017,5.213,-15062181.705481198,0.00511,200000,155968.9959722918,-44031.0040277082,0.7798449798614591
2020-12-07,-1,-1.140399447708023,15154.660935600017,5.1,-15062181.705481198,0.00517,200000,155160.2501888979,-44839.74981110211,0.7758012509444894
2020-12-08,-1,-0.6819284768846372,15154.660935600017,4.738,-15062181.705481198,0.00474,200000,143197.52479685377,-56802.47520314623,0.7159876239842689
2020-12-09,-2,-2.3460815484711506,0.0,4.804,0.0,0.00514,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-10,-2,-1.2781179194866057,0.0,4.655,0.0,0.00482,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-11,0,0.7462512684062238,0.0,4.707,0.0,0.00455,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-12,-2,-1.283720911235852,0.0,5.06,0.0,0.00526,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-13,-2,-1.248394079573144,0.0,5.195,0.0,0.00541,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-14,0,-0.0003751098694488,0.0,5.227,0.0,0.00523,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-15,0,-0.6384909358928251,0.0,5.291,0.0,0.0054,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-16,0,-0.39362326583299456,0.0,5.494,0.0,0.00557,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-17,2,1.7177190643392215,0.0,5.354,0.0,0.00512,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-18,1,1.0691605757073126,-14791.554603043713,5.329,15217025.961316591,0.00518,200000,157648.38895923988,-42351.61104076012,0.7882419447961994
2020-12-19,1,0.5723343471265375,-14791.554603043713,5.289,15217025.961316591,0.00521,200000,157513.23755395765,-42486.762446042354,0.7875661877697883
2020-12-20,0,-1.386286192621037,0.0,5.036,0.0,0.00528,200000,151792.76086441637,-48207.23913558363,0.7589638043220819
2020-12-21,0,0.1070545859311479,0.0,5.031,0.0,0.00503,200000,151792.76086441637,-48207.23913558363,0.7589638043220819
2020-12-22,0,-0.8729155314010734,0.0,4.943,0.0,0.00511,200000,151792.76086441637,-48207.23913558363,0.7589638043220819
2020-12-23,0,0.5872408005662031,0.0,4.395,0.0,0.00435,200000,151792.76086441637,-48207.23913558363,0.7589638043220819
2020-12-24,2,1.6995844374721312,0.0,4.959,0.0,0.00472,200000,151792.76086441637,-48207.23913558363,0.7589638043220819
2020-12-25,1,1.1117456528334981,-15460.660100266488,4.909,15978185.354149092,0.00475,200000,151792.76086441637,-48207.23913558363,0.7589638043220819
2020-12-26,1,0.43545575124107966,-15460.660100266488,4.81,15978185.354149092,0.00476,200000,150421.93736803147,-49578.062631968525,0.7521096868401573
2020-12-27,0,-0.364845081800042,0.0,4.842,0.0,0.00492,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2020-12-28,2,2.7831511617600886,0.0,5.391,0.0,0.0048,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2020-12-29,2,3.490776417709773,0.0,5.622,0.0,0.00444,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2020-12-30,2,2.9515416643037518,0.0,5.424,0.0,0.0041,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2020-12-31,2,3.185906686888327,0.0,6.465,0.0,0.00423,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2021-01-01,2,1.8782782807414888,0.0,5.861,0.0,0.00423,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2021-01-02,1,1.1108780538476115,-13656.882391835165,5.42,17498889.494975552,0.00423,200000,148040.60512749318,-51959.39487250682,0.7402030256374659
2021-01-03,1,0.5246656984170928,-13656.882391835165,5.829,17498889.494975552,0.00488,200000,165000.54819748786,-34999.451802512136,0.8250027409874393
2021-01-04,1,0.6311612705200511,-13656.882391835165,6.044,17498889.494975552,0.00494,200000,168986.71128143097,-31013.288718569034,0.8449335564071548
2021-01-05,1,0.6404983339678468,-13656.882391835165,6.196,17498889.494975552,0.00501,200000,172287.47966963818,-27712.52033036182,0.8614373983481909
2021-01-06,1,0.377918613706203,-13656.882391835165,6.682,17498889.494975552,0.00556,200000,188549.11373430665,-11450.886265693349,0.9427455686715333
2021-01-07,0,-0.8469439929927183,0.0,6.264,0.0,0.00625,200000,124219.25708635144,-75780.74291364856,0.6210962854317572
2021-01-08,-2,-1.4264380780151547,0.0,5.931,0.0,0.00665,200000,124219.25708635144,-75780.74291364856,0.6210962854317572
2021-01-09,-2,-1.4610000793843687,0.0,6.54,0.0,0.00748,200000,124219.25708635144,-75780.74291364856,0.6210962854317572
2021-01-10,-1,-1.0519366172593354,9691.001489027261,6.409,-9106983.657357145,0.00682,200000,124219.25708635144,-75780.74291364856,0.6210962854317572
2021-01-11,-1,-1.1380516137867338,9691.001489027261,5.726,-9106983.657357145,0.00623,200000,112227.18271150513,-87772.81728849487,0.5611359135575256
2021-01-12,-1,-0.9741863657865729,9691.001489027261,5.711,-9106983.657357145,0.00606,200000,110533.63046741899,-89466.36953258101,0.5526681523370949
2021-01-13,-1,-0.8883984825665331,9691.001489027261,6.242,-9106983.657357145,0.00657,200000,120324.11392334462,-79675.88607665538,0.601620569616723
2021-01-14,-1,-1.068990300887017,9691.001489027261,6.476,-9106983.657357145,0.00716,200000,127964.9286296177,-72035.0713703823,0.6398246431480885
2021-01-15,0,-0.05769696196923008,0.0,7.896,0.0,0.00716,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-16,0,0.7623966480332138,0.0,9.03,0.0,0.00709,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-17,0,0.3799430321979948,0.0,8.544,0.0,0.00709,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-18,0,0.573967230151313,0.0,9.539,0.0,0.00769,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-19,0,0.250563207434174,0.0,8.891,0.0,0.0076,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-20,0,0.4350261790917508,0.0,8.909,0.0,0.00758,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-21,0,-0.41671484724723434,0.0,7.177,0.0,0.00699,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-22,0,0.2561799525027282,0.0,7.985,0.0,0.00716,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-23,0,0.206230813484314,0.0,8.329,0.0,0.00755,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-24,0,0.28922252857285574,0.0,8.24,0.0,0.00744,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-25,0,0.04145452619051708,0.0,7.738,0.0,0.00726,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-26,0,0.09208540743337255,0.0,7.732,0.0,0.00726,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-27,0,-0.45684152797898764,0.0,6.953,0.0,0.00697,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-28,0,-0.6279797557116639,0.0,8.041,0.0,0.00817,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-29,-1,-1.146717327540991,7078.690427314692,7.975,-6587229.423317932,0.00857,200000,112905.11231566934,-87094.88768433066,0.5645255615783467
2021-01-30,-2,-1.4239402903485658,0.0,8.048,0.0,0.00902,200000,115352.62115496842,-84647.37884503158,0.5767631057748421
2021-01-31,0,-0.9883354834493755,0.0,8.145,0.0,0.00861,200000,115352.62115496842,-84647.37884503158,0.5767631057748421
2021-02-01,0,0.28221580752325803,0.0,9.29,0.0,0.00845,200000,115352.62115496842,-84647.37884503158,0.5767631057748421
2021-02-02,-1,-1.0001956376626373,6485.5853567394815,8.893,-6201753.825535937,0.0093,200000,115352.62115496842,-84647.37884503158,0.5767631057748421
2021-02-03,-2,-1.6348576667173818,0.0,9.303,0.0,0.01056,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-04,-2,-1.5192607015546165,0.0,9.152,0.0,0.01051,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-05,0,0.13977720608123453,0.0,12.19,0.0,0.0115,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-06,0,0.8324382440987322,0.0,12.087,0.0,0.01071,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-07,2,2.2850173021734106,0.0,13.841,0.0,0.01065,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-08,0,0.4474597721623612,0.0,14.169,0.0,0.01302,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-09,-2,-2.3470450296844763,0.0,15.057,0.0,0.02077,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-10,-2,-1.5523037804300077,0.0,14.965,0.0,0.01875,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-11,0,-0.30821116912559937,0.0,17.652,0.0,0.01844,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-12,0,-0.2033913995043805,0.0,21.076,0.0,0.02185,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-13,-2,-1.8695453922308871,0.0,20.248,0.0,0.02861,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-14,-2,-2.3848200587328847,0.0,19.084,0.0,0.03506,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-15,-1,-1.1226986167697766,2679.259659808807,22.489,-1971013.1007340616,0.03057,200000,120507.74097888052,-79492.25902111948,0.6025387048944026
2021-02-16,-1,-0.2249327138588579,2679.259659808807,25.067,-1971013.1007340616,0.02835,200000,123039.22329823801,-76960.77670176199,0.6151961164911901
2021-02-17,-1,-0.21055379651078598,2679.259659808807,23.83,-1971013.1007340616,0.02703,200000,117123.24180608554,-82876.75819391446,0.5856162090304278
2021-02-18,-1,-0.5060499054898379,2679.259659808807,23.092,-1971013.1007340616,0.02798,200000,117018.410622844,-82981.589377156,0.5850920531142201
2021-02-19,-1,-1.1353367253840536,2679.259659808807,22.898,-1971013.1007340616,0.0327,200000,125801.81608430587,-74198.18391569413,0.6290090804215294
2021-02-20,-1,-0.894786200005388,2679.259659808807,21.648,-1971013.1007340616,0.0297,200000,116539.70220734269,-83460.29779265731,0.5826985110367134
2021-02-21,-1,-0.7812527420934806,2679.259659808807,21.569,-1971013.1007340616,0.02938,200000,115697.31650198289,-84302.68349801711,0.5784865825099144
2021-02-22,-1,-0.2974408350659743,2679.259659808807,21.152,-1971013.1007340616,0.026,200000,107918.04094336148,-92081.95905663852,0.5395902047168074
2021-02-23,0,0.5995932209721336,0.0,20.08,0.0,0.02051,200000,107133.6857059753,-92866.3142940247,0.5356684285298765
2021-02-24,0,-0.13507563508058246,0.0,19.42,0.0,0.02296,200000,107133.6857059753,-92866.3142940247,0.5356684285298765
2021-02-25,0,-0.689692506709333,0.0,17.686,0.0,0.02416,200000,107133.6857059753,-92866.3142940247,0.5356684285298765
2021-02-26,-1,-1.009692655405756,2840.2355701478073,18.86,-1873621.6457848074,0.02859,200000,107133.68570597528,-92866.31429402472,0.5356684285298764
2021-02-27,-1,-0.4632206784507735,2840.2355701478073,19.121,-1873621.6457848074,0.02574,200000,102535.16549929716,-97464.83450070284,0.5126758274964858
