date,statusList,zscore,FETUSDT_position,FETUSDT_price,ATOMUSDT_position,ATOMUSDT_price,init,total_asset,pnl,return
2020-08-10,0,0.40924672057845296,0.0,0.10691,0.0,5.474,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-11,0,0.22461636043606423,0.0,0.09418,0.0,4.916,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-12,0,-0.7518718209143717,0.0,0.09679,0.0,5.902,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-13,-1,-1.154635164318411,1098369.5715832897,0.09497,-17142.50751245111,6.085,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-14,-1,-0.3310858848674619,1098369.5715832897,0.11117,-17142.50751245111,6.096,200000,226606.47106881626,26606.47106881626,1.1330323553440813
2020-08-15,0,-0.030292614385731272,0.0,0.11678,0.0,6.077,200000,184531.73601019886,-15468.26398980114,0.9226586800509943
2020-08-16,1,1.1368628715363924,-677927.0242843456,0.1361,14779.091463254754,6.243,200000,184531.73601019886,-15468.26398980114,0.9226586800509943
2020-08-17,2,2.6405586756953547,0.0,0.15761,0.0,5.907,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-18,2,1.989065035614878,0.0,0.15153,0.0,5.826,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-19,0,0.7825786300795613,0.0,0.12791,0.0,5.65,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-20,0,-0.5176268440360217,0.0,0.118,0.0,6.297,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-21,0,-0.5127976256076497,0.0,0.10529,0.0,5.606,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-22,0,-0.0781390734282097,0.0,0.12928,0.0,6.411,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-23,-2,-1.9723030478532197,0.0,0.11671,0.0,8.532,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-24,-2,-1.3592311901472385,0.0,0.12526,0.0,8.211,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-25,-2,-1.6069606865131534,0.0,0.11393,0.0,8.378,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-26,-1,-1.175907780461528,899267.2998775392,0.11347,-13238.175988207624,7.708,200000,204079.72103420875,4079.721034208749,1.0203986051710436
2020-08-27,-1,-1.1772620224817765,899267.2998775392,0.10399,-13238.175988207624,7.291,200000,190034.3476442871,-9965.652355712897,0.9501717382214355
2020-08-28,-1,-1.0783093216980142,899267.2998775392,0.10736,-13238.175988207624,7.559,200000,196612.70960971405,-3387.2903902859543,0.9830635480485702
2020-08-29,-1,-0.7384247698958588,899267.2998775392,0.1115,-13238.175988207624,7.27,200000,196509.84337061504,-3490.156629384961,0.9825492168530752
2020-08-30,-1,-0.44214298508380206,899267.2998775392,0.12439,-13238.175988207624,7.621,200000,212747.9986378974,12747.998637897399,1.063739993189487
2020-08-31,-1,-0.5488341151768182,899267.2998775392,0.11328,-13238.175988207624,7.205,200000,197250.05772516358,-2749.942274836416,0.9862502886258179
2020-09-01,-1,-0.644699055666287,899267.2998775392,0.11023,-13238.175988207624,7.218,200000,194679.3887483838,-5320.61125161621,0.973396943741919
2020-09-02,-1,-0.42463552116610703,899267.2998775392,0.10744,-13238.175988207624,6.643,200000,184558.48178850603,-15441.518211493967,0.9227924089425301
2020-09-03,0,0.22690957184567506,0.0,0.0919,0.0,4.899,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-04,0,-0.27541991794427084,0.0,0.091,0.0,5.463,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-05,0,-0.6088507664706402,0.0,0.07406,0.0,4.918,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-06,0,-0.2023398461364333,0.0,0.08408,0.0,5.178,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-07,0,0.1091619365183348,0.0,0.08422,0.0,5.053,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-08,0,-0.4768327939134784,0.0,0.07511,0.0,4.952,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-09,0,-0.7926464455969952,0.0,0.07683,0.0,5.32,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-10,0,0.3812932663574941,0.0,0.08685,0.0,5.324,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-11,0,-0.014353709972189562,0.0,0.08252,0.0,5.342,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-12,0,-0.07085761778468873,0.0,0.0867,0.0,5.603,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-13,0,-0.9614904314168794,0.0,0.07655,0.0,5.32,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-14,-2,-1.5279796871228328,0.0,0.07402,0.0,5.381,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-15,-2,-1.595545951151635,0.0,0.06568,0.0,4.866,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-16,-2,-1.429489694637808,0.0,0.06971,0.0,5.122,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-17,-2,-1.3583313210619148,0.0,0.06896,0.0,5.062,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-18,-2,-1.481166631624854,0.0,0.06569,0.0,4.966,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-19,-1,-1.016996070141115,1373016.5119523294,0.06784,-18843.908592119365,4.943,200000,186290.88034169204,-13709.119658307958,0.9314544017084602
2020-09-20,-1,-0.6180384343404439,1373016.5119523294,0.06626,-18843.908592119365,4.664,200000,178864.06375560607,-21135.93624439393,0.8943203187780303
2020-09-21,-1,-0.6481411319390818,1373016.5119523294,0.05752,-18843.908592119365,4.081,200000,155877.90073193714,-44122.099268062855,0.7793895036596857
2020-09-22,-2,-1.2026948136657605,0.0,0.05516,0.0,4.21,200000,189888.14471522407,-10111.855284775927,0.9494407235761204
2020-09-23,-2,-1.7513939778141696,0.0,0.04735,0.0,3.839,200000,189888.14471522407,-10111.855284775927,0.9494407235761204
2020-09-24,-2,-1.2351504425867659,0.0,0.05764,0.0,4.483,200000,189888.14471522407,-10111.855284775927,0.9494407235761204
2020-09-25,-1,-1.1837466950061137,1553150.210332276,0.06113,-19817.172272513468,4.791,200000,189888.14471522407,-10111.855284775927,0.9494407235761204
2020-09-26,-1,-1.065358428060615,1553150.210332276,0.05893,-19817.172272513468,4.607,200000,182824.85455435058,-17175.145445649425,0.9141242727717529
2020-09-27,-2,-1.231173957938746,0.0,0.05924,0.0,4.727,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-09-28,0,-0.745829400705766,0.0,0.06259,0.0,4.826,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-09-29,0,-0.2544102524279033,0.0,0.07136,0.0,5.309,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-09-30,0,-0.8226713319439397,0.0,0.06888,0.0,5.372,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-01,-2,-1.6846371370864666,0.0,0.06166,0.0,5.135,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-02,-2,-2.525896538610108,0.0,0.05477,0.0,4.906,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-03,-2,-2.822004598331446,0.0,0.05104,0.0,5.01,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-04,-2,-2.4652703913592737,0.0,0.05235,0.0,5.314,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-05,-2,-2.157113045144275,0.0,0.05177,0.0,5.366,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-06,-2,-2.0169997178018577,0.0,0.04407,0.0,4.736,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-07,-2,-1.6339792485955076,0.0,0.04642,0.0,4.873,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-08,-1,-1.1203557794283225,1874684.8657987004,0.05109,-19026.152124285978,5.034,200000,191555.29958731122,-8444.700412688777,0.9577764979365562
2020-10-09,-1,-0.8699625563587055,1874684.8657987004,0.05365,-19026.152124285978,5.155,200000,198656.65725079452,-1343.3427492054761,0.9932832862539727
2020-10-10,-2,-1.3473312935914974,0.0,0.05217,0.0,5.534,200000,199043.71599439162,-956.2840056083805,0.9952185799719581
2020-10-11,-2,-1.5476659469060599,0.0,0.05378,0.0,6.072,200000,199043.71599439162,-956.2840056083805,0.9952185799719581
2020-10-12,-2,-1.2826624258870107,0.0,0.05404,0.0,5.97,200000,199043.71599439162,-956.2840056083805,0.9952185799719581
2020-10-13,-2,-1.280099581159547,0.0,0.053,0.0,6.012,200000,199043.71599439162,-956.2840056083805,0.9952185799719581
2020-10-14,-1,-1.0242835919495223,1917200.1155306457,0.05191,-17377.659856328934,5.727,200000,199043.71599439162,-956.2840056083805,0.9952185799719581
2020-10-15,-1,-1.112329696623011,1917200.1155306457,0.05039,-17377.659856328934,5.769,200000,196859.43353275087,-3140.5664672491257,0.9842971676637544
2020-10-16,-2,-1.3725360265443582,0.0,0.04366,0.0,5.403,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-17,0,-0.9377940616195334,0.0,0.0472,0.0,5.466,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-18,0,-0.9831239849264427,0.0,0.04868,0.0,5.762,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-19,0,-0.4713991820099128,0.0,0.05006,0.0,5.502,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-20,0,-0.5136847184128126,0.0,0.04514,0.0,5.024,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-21,0,-0.8418549757370907,0.0,0.04545,0.0,5.241,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-22,0,-0.3173012022771224,0.0,0.04901,0.0,5.444,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-23,2,1.2147119768108294,0.0,0.05312,0.0,5.364,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-24,2,1.5890896853356664,0.0,0.05642,0.0,5.543,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-25,0,0.7399823892246398,0.0,0.0511,0.0,5.292,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-26,0,0.14230714693214228,0.0,0.04778,0.0,5.145,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-27,0,-0.10457176378099362,0.0,0.04683,0.0,5.138,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-28,0,0.4648184765378728,0.0,0.04518,0.0,4.803,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-29,2,1.493229600103428,0.0,0.04583,0.0,4.633,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-30,1,1.1823269800901495,-2318597.6856612237,0.04512,22643.96700801611,4.62,200000,209230.25515406884,9230.255154068844,1.0461512757703442
2020-10-31,1,0.6972977774403312,-2318597.6856612237,0.04405,22643.96700801611,4.616,200000,206658.77976237924,6658.779762379243,1.0332938988118963
2020-11-01,1,0.6335653780957807,-2318597.6856612237,0.04523,22643.96700801611,4.743,200000,212270.50884147757,12270.508841477567,1.061352544207388
2020-11-02,0,-0.7544507776791064,0.0,0.0404,0.0,4.603,200000,198671.42151688418,-1328.5784831158235,0.9933571075844209
2020-11-03,-2,-1.5260161384252808,0.0,0.03699,0.0,4.48,200000,198671.42151688418,-1328.5784831158235,0.9933571075844209
2020-11-04,0,-0.25160745951477836,0.0,0.03956,0.0,4.387,200000,198671.42151688418,-1328.5784831158235,0.9933571075844209
2020-11-05,0,-0.724381419601042,0.0,0.03972,0.0,4.504,200000,198671.42151688418,-1328.5784831158235,0.9933571075844209
2020-11-06,0,-0.49392668141968,0.0,0.04374,0.0,4.88,200000,198671.42151688418,-1328.5784831158235,0.9933571075844209
2020-11-07,-1,-1.1200387355018024,2480292.4034567312,0.04005,-21505.891049673544,4.619,200000,198671.42151688418,-1328.5784831158235,0.9933571075844209
2020-11-08,-1,-0.9497536528738734,2480292.4034567312,0.04196,-21505.891049673544,4.809,200000,207494.89930692452,7494.899306924519,1.0374744965346225
2020-11-09,-2,-1.751851673983849,0.0,0.04225,0.0,5.155,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-10,0,-0.3595965541093108,0.0,0.0457,0.0,5.084,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-11,0,-0.49556605971443707,0.0,0.04484,0.0,5.033,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-12,-2,-1.4526718464859019,0.0,0.04173,0.0,5.03,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-13,0,-0.4213161344944985,0.0,0.046,0.0,5.213,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-14,0,-0.3429832635510966,0.0,0.04454,0.0,5.045,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-15,0,-0.9071131705248886,0.0,0.04241,0.0,4.979,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-16,-1,-1.0182087428719633,2392404.0176665625,0.04279,-20135.910290313182,5.084,200000,204741.9358319044,4741.935831904411,1.0237096791595222
2020-11-17,0,1.3940965014738145,0.0,0.05092,0.0,5.285,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-18,0,0.43607846921862264,0.0,0.04639,0.0,5.105,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-19,2,2.7878866156779085,0.0,0.05311,0.0,5.097,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-20,2,2.094514615648891,0.0,0.05373,0.0,5.268,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-21,2,1.4458405863422945,0.0,0.05839,0.0,5.922,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-22,2,1.3446766719039271,0.0,0.05424,0.0,5.481,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-23,2,2.309955664014463,0.0,0.06314,0.0,5.811,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-24,2,1.5274226614154978,0.0,0.06227,0.0,5.966,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-25,0,0.9916125411644646,0.0,0.05959,0.0,5.904,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-26,0,0.029736113568342763,0.0,0.04975,0.0,5.33,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-27,0,-0.1916167127843411,0.0,0.0493,0.0,5.368,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-28,0,0.27430904807433754,0.0,0.05209,0.0,5.43,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-29,0,-0.32028458330703835,0.0,0.04992,0.0,5.429,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-11-30,0,-0.4613827263093754,0.0,0.05069,0.0,5.571,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-01,0,-0.17715644649446402,0.0,0.04903,0.0,5.256,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-02,0,0.07379323472710085,0.0,0.05272,0.0,5.51,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-03,0,0.7105921778299206,0.0,0.05524,0.0,5.5,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-04,0,0.48832159133011277,0.0,0.05021,0.0,5.049,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-05,0,0.7622465959108841,0.0,0.05347,0.0,5.261,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-06,0,0.36215702473972616,0.0,0.05201,0.0,5.213,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-07,1,1.1445331195881419,-1780171.2028641242,0.05318,18562.6479545714,5.1,200000,189339.00913662824,-10660.990863371757,0.9466950456831412
2020-12-08,1,0.46801825267385744,-1780171.2028641242,0.04793,18562.6479545714,4.738,200000,173273.43176203675,-26726.56823796325,0.8663671588101838
2020-12-09,1,0.49304454450748686,-1780171.2028641242,0.04855,18562.6479545714,4.804,200000,175602.27267281426,-24397.72732718574,0.8780113633640713
2020-12-10,2,1.7001514672257054,0.0,0.05014,0.0,4.655,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-11,2,1.5894283866254237,0.0,0.05096,0.0,4.707,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-12,0,0.11443247553239992,0.0,0.05069,0.0,5.06,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-13,0,0.18842482798434684,0.0,0.05199,0.0,5.195,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-14,0,0.37220988125898136,0.0,0.05268,0.0,5.227,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-15,0,-0.09888312957092855,0.0,0.05202,0.0,5.291,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-16,0,0.5206698681004105,0.0,0.05589,0.0,5.494,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-17,2,1.3700786381945655,0.0,0.05699,0.0,5.354,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-18,2,2.1703960295517706,0.0,0.05995,0.0,5.329,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-19,2,1.778338422784038,0.0,0.05898,0.0,5.289,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-20,2,1.7343615675080393,0.0,0.05643,0.0,5.036,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-21,0,0.35483772463223956,0.0,0.05289,0.0,5.031,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-22,1,1.0736739364499608,-1782486.2457772729,0.05391,19440.387115082496,4.943,200000,192187.66701970555,-7812.33298029445,0.9609383350985278
2020-12-23,2,1.9630455723993379,0.0,0.0505,0.0,4.395,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-24,0,-0.3141298445961965,0.0,0.05129,0.0,4.959,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-25,0,0.14432546497830034,0.0,0.052,0.0,4.909,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-26,0,-0.18021053527158054,0.0,0.05031,0.0,4.81,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-27,0,0.8224607560344768,0.0,0.05313,0.0,4.842,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-28,0,-0.8859996732361295,0.0,0.05469,0.0,5.391,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-29,-2,-2.2203406510792503,0.0,0.05231,0.0,5.622,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-30,-2,-1.4937565917093278,0.0,0.05205,0.0,5.424,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2020-12-31,-2,-2.933633583572,0.0,0.05152,0.0,6.465,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-01,-2,-1.3978189297955914,0.0,0.05333,0.0,5.861,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-02,0,-0.9217915163643335,0.0,0.05127,0.0,5.42,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-03,0,-0.5860672115187023,0.0,0.05671,0.0,5.829,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-04,0,-0.8502660841841533,0.0,0.05723,0.0,6.044,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-05,0,-0.26585678136632374,0.0,0.06182,0.0,6.196,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-06,0,0.7924970330668596,0.0,0.07311,0.0,6.682,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-07,2,1.2364216187154582,0.0,0.07112,0.0,6.264,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-08,2,1.7613638099957187,0.0,0.07104,0.0,5.931,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-09,0,0.8655866136685082,0.0,0.07261,0.0,6.54,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-10,0,0.6353083460290643,0.0,0.0699,0.0,6.409,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-11,0,0.30285792468243217,0.0,0.06049,0.0,5.726,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-12,0,0.09215476186321088,0.0,0.05881,0.0,5.711,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-13,0,0.38503699844783323,0.0,0.06604,0.0,6.242,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-14,2,1.6074740677179489,0.0,0.07696,0.0,6.476,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-15,0,0.871554187822898,0.0,0.08851,0.0,7.896,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-16,0,-0.8597832599282267,0.0,0.08459,0.0,9.03,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-17,0,0.7782587337186513,0.0,0.09487,0.0,8.544,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-18,0,-0.1863057905839218,0.0,0.0968,0.0,9.539,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-19,0,-0.11766715218201951,0.0,0.09115,0.0,8.891,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-20,0,-0.19482443656414883,0.0,0.092,0.0,8.909,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-21,0,0.8303395981232035,0.0,0.08064,0.0,7.177,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-22,0,0.7239801426489977,0.0,0.08955,0.0,7.985,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-23,0,-0.009506294539812865,0.0,0.08933,0.0,8.329,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-24,0,-0.21554316426408382,0.0,0.08779,0.0,8.24,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-25,0,-0.2634813322587974,0.0,0.08253,0.0,7.738,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-26,2,2.0460637580178327,0.0,0.09518,0.0,7.732,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-27,2,2.385612325558912,0.0,0.09,0.0,6.953,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-28,0,0.11303354234015568,0.0,0.08857,0.0,8.041,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-29,2,2.791911601292251,0.0,0.11164,0.0,7.975,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-30,2,1.6018313311414236,0.0,0.10452,0.0,8.048,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-01-31,0,0.6924291383815135,0.0,0.09803,0.0,8.145,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-01,0,0.35477330636307575,0.0,0.10884,0.0,9.29,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-02,0,0.8605146723227655,0.0,0.1101,0.0,8.893,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-03,2,3.172891913672908,0.0,0.15841,0.0,9.303,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-04,2,2.1892529823133104,0.0,0.14849,0.0,9.152,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-05,2,1.2546181407058563,0.0,0.17848,0.0,12.19,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-06,0,0.8735208447392842,0.0,0.17,0.0,12.087,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-07,0,0.353141924711763,0.0,0.18214,0.0,13.841,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-08,2,1.2396584714535308,0.0,0.21432,0.0,14.169,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-09,2,1.7806299587835361,0.0,0.25112,0.0,15.057,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-10,2,1.2991183132493311,0.0,0.23952,0.0,14.965,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-11,0,-0.026170099378278168,0.0,0.23532,0.0,17.652,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-12,0,-0.7634002085655817,0.0,0.25158,0.0,21.076,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-13,0,-0.2811520635305879,0.0,0.26402,0.0,20.248,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-14,0,-0.3890663491236929,0.0,0.24813,0.0,19.084,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-15,-2,-1.595217588009721,0.0,0.2394,0.0,22.489,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-16,-2,-2.063991537213432,0.0,0.22679,0.0,25.067,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-17,-2,-1.5737950128215685,0.0,0.23594,0.0,23.83,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-18,0,-0.0025740806145060175,0.0,0.30729,0.0,23.092,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-19,0,-0.2456810309749863,0.0,0.29228,0.0,22.898,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-20,0,-0.020209098850375917,0.0,0.2884,0.0,21.648,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-21,0,0.12238574711293068,0.0,0.29609,0.0,21.569,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-22,0,-0.22975929435079892,0.0,0.27521,0.0,21.152,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-23,-1,-1.0201340070272176,439222.1104975005,0.22399,-4899.470145933025,20.08,200000,196762.72106067027,-3237.278939329728,0.9838136053033514
2021-02-24,-1,-0.5288358871288864,439222.1104975005,0.23287,-4899.470145933025,19.42,200000,197429.3631055723,-2570.6368944277056,0.9871468155278614
2021-02-25,0,-0.07840432078725572,0.0,0.22555,0.0,17.686,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-02-26,0,-0.463292637634973,0.0,0.22514,0.0,18.86,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-02-27,0,0.821780695478987,0.0,0.27529,0.0,19.121,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-02-28,0,0.6521073657815315,0.0,0.24682,0.0,17.649,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-01,2,1.3383212087191707,0.0,0.27925,0.0,18.701,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-02,2,2.2126619046500746,0.0,0.31185,0.0,18.851,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-03,2,2.0684587906462606,0.0,0.36388,0.0,21.431,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-04,2,1.8391038334500809,0.0,0.32349,0.0,18.855,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-05,2,2.4506058369743995,0.0,0.3737,0.0,18.671,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-06,2,2.095165010502009,0.0,0.3831,0.0,18.91,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-07,2,1.5303062214871375,0.0,0.37246,0.0,19.458,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
2021-03-08,2,2.2949310442452675,0.0,0.44438,0.0,19.392,200000,184348.2030389305,-15651.796961069515,0.9217410151946525
