date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-01-29,0,0.34682517473865354,0.0,0.1157,0.0,17.9134,200000,194077.65241290326,-5922.347587096738,0.9703882620645163
2020-01-30,1,1.046932373959533,-780054.8730422157,0.1244,5229.652998111161,18.5555,200000,194077.65241290326,-5922.347587096738,0.9703882620645163
2020-01-31,2,3.1346256844772964,0.0,0.1429,0.0,18.2644,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-01,2,2.3453965284765803,0.0,0.1404,0.0,18.2752,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-02,2,2.0314231326269536,0.0,0.1419,0.0,18.4333,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-03,2,1.9089910494665834,0.0,0.144,0.0,18.46,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-04,2,2.267935956266772,0.0,0.1529,0.0,18.1778,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-05,2,1.7526771773434078,0.0,0.1584,0.0,19.262,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-06,1,1.12812045394956,-652675.635649268,0.1609,5081.190747597301,20.6675,200000,210031.01955193444,10031.019551934442,1.0501550977596723
2020-02-07,1,0.5497465323019884,-652675.635649268,0.1614,5081.190747597301,22.0555,200000,217410.05012742413,17410.050127424125,1.0870502506371207
2020-02-08,1,0.34532827622478085,-652675.635649268,0.1565,5081.190747597301,21.7888,200000,212856.78594035853,12856.785940358532,1.0642839297017928
2020-02-09,0,-0.3008178447842607,0.0,0.1621,0.0,24.38,200000,191950.30966425862,-8049.690335741383,0.9597515483212931
2020-02-10,0,-0.8676531808781893,0.0,0.1557,0.0,25.1465,200000,191950.30966425862,-8049.690335741383,0.9597515483212931
2020-02-11,0,-0.8216912606947483,0.0,0.1607,0.0,25.6963,200000,191950.30966425862,-8049.690335741383,0.9597515483212931
2020-02-12,0,-0.1447024693119042,0.0,0.1808,0.0,26.4243,200000,191950.30966425862,-8049.690335741383,0.9597515483212931
2020-02-13,0,0.7569817113277671,0.0,0.1948,0.0,25.4579,200000,191950.30966425862,-8049.690335741383,0.9597515483212931
2020-02-14,1,1.1574836115476637,-451011.0659404573,0.2128,3641.6713084242774,26.3547,200000,191950.30966425862,-8049.690335741383,0.9597515483212931
2020-02-15,2,1.8298543151948965,0.0,0.2142,0.0,24.2576,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-16,0,0.947484131003839,0.0,0.1902,0.0,23.3193,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-17,0,0.3434537231212578,0.0,0.1813,0.0,23.4555,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-18,0,0.04127461105890001,0.0,0.182,0.0,24.0821,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-19,0,-0.14277536222749568,0.0,0.1671,0.0,22.3709,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-20,0,-0.29021495796659624,0.0,0.1628,0.0,22.1626,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-21,0,0.09474995314813221,0.0,0.1687,0.0,22.1888,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-22,0,-0.3458418040773808,0.0,0.16,0.0,21.9689,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-23,0,-0.2094466795264053,0.0,0.168,0.0,22.8452,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-24,0,-0.5815972529596273,0.0,0.1558,0.0,22.0965,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-25,0,-0.6171752236830694,0.0,0.1418,0.0,20.3193,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-26,-2,-1.3049888938975265,0.0,0.1209,0.0,18.7441,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-27,0,-0.8150260297250811,0.0,0.1292,0.0,19.2,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-28,0,-0.6484333815647517,0.0,0.1294,0.0,18.9838,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-02-29,-1,-1.0690050893791634,798320.0719994887,0.1254,-5205.893761244716,19.23,200000,200218.6740574718,218.67405747179873,1.001093370287359
2020-03-01,-1,-0.7754693178063287,798320.0719994887,0.1281,-5205.893761244716,18.902,200000,200666.60509818213,666.6050981821318,1.0033330254909107
2020-03-02,-1,-0.8666652600520975,798320.0719994887,0.135,-5205.893761244716,19.9289,200000,211520.9458984008,11520.945898400794,1.057604729492004
2020-03-03,-1,-0.9676330713779664,798320.0719994887,0.1319,-5205.893761244716,19.6882,200000,207793.09504687076,7793.09504687076,1.0389654752343538
2020-03-04,-1,-1.0851557350133063,798320.0719994887,0.1308,-5205.893761244716,19.95,200000,208277.8459543652,8277.845954365213,1.0413892297718261
2020-03-05,-1,-1.0593107250567504,798320.0719994887,0.135,-5205.893761244716,20.7462,200000,215775.72286946612,15775.722869466117,1.0788786143473306
2020-03-06,-2,-1.369730463456674,0.0,0.1355,0.0,21.3389,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-07,-2,-1.3842237859530948,0.0,0.128,0.0,20.25,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-08,0,-0.7436239393151605,0.0,0.1111,0.0,16.894,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-09,0,0.12713753122284552,0.0,0.1145,0.0,16.5888,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-10,0,-0.02320144103962079,0.0,0.1149,0.0,16.8671,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-11,0,-0.33409084757811996,0.0,0.1106,0.0,16.5705,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-12,-2,-2.226379671195761,0.0,0.0554,0.0,9.2566,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-13,-2,-2.6275841022259976,0.0,0.0616,0.0,10.9204,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-14,0,-0.8641008948041914,0.0,0.0637,0.0,10.1487,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-15,2,2.6139240534220507,0.0,0.0796,0.0,10.3898,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-16,0,0.6180809709421633,0.0,0.0645,0.0,9.4285,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-17,0,-0.18832739917118468,0.0,0.0669,0.0,10.2576,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-18,0,-0.44567285485414604,0.0,0.0665,0.0,10.3866,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-19,0,-0.4139047026159245,0.0,0.0784,0.0,12.2597,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-20,0,0.9963772394147848,0.0,0.0833,0.0,11.9147,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-21,0,0.43474513901575,0.0,0.0818,0.0,12.1,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-22,0,-0.24925966144284126,0.0,0.0722,0.0,11.167,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-23,0,-0.04959593726437619,0.0,0.0797,0.0,12.1887,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-24,0,0.11219205161178553,0.0,0.0821,0.0,12.426,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-25,0,0.16939928292523457,0.0,0.0818,0.0,12.3251,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-26,0,-0.6599705446471265,0.0,0.0831,0.0,13.199,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-27,0,-0.2936225066601827,0.0,0.0796,0.0,12.3354,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-28,0,-0.2498731480785956,0.0,0.0788,0.0,12.1888,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-29,1,1.00460197023405,-1287289.9282849554,0.0789,8987.609314533747,11.3008,200000,203134.35068336595,3134.3506833659485,1.0156717534168298
2020-03-30,1,0.7435950585096263,-1287289.9282849554,0.0835,8987.609314533747,12.1365,200000,216566.82945763262,16566.829457632615,1.082834147288163
2020-03-31,1,0.20203595083173595,-1287289.9282849554,0.0835,8987.609314533747,12.5451,200000,220239.1666235511,20239.166623551107,1.1011958331177556
2020-04-01,0,-0.21147016233193278,0.0,0.0829,0.0,12.72,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-02,0,-0.49511189834796504,0.0,0.0844,0.0,13.0166,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-03,0,-0.9709859017911967,0.0,0.0847,0.0,13.3615,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-04,-2,-1.649249603541766,0.0,0.0854,0.0,13.7606,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-05,-2,-1.5681162776827777,0.0,0.0846,0.0,13.6888,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-06,-2,-2.3304544234376237,0.0,0.0892,0.0,15.1989,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-07,-2,-1.7652291697174116,0.0,0.0877,0.0,14.7266,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-08,-2,-1.3765820857838484,0.0,0.091,0.0,15.0888,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-09,-1,-1.1399276984572206,1071975.3029458304,0.0912,-6513.441239517358,15.0096,200000,195528.29525731946,-4471.704742680537,0.9776414762865974
2020-04-10,-2,-1.3614713202663855,0.0,0.0818,0.0,13.72,200000,197205.1292825287,-2794.870717471291,0.9860256464126436
2020-04-11,-1,-1.0912960608805038,1187982.7065212573,0.083,-7141.490884425607,13.807,200000,197205.1292825287,-2794.870717471291,0.9860256464126436
2020-04-12,-1,-1.1710549436527107,1187982.7065212573,0.0849,-7141.490884425607,14.2808,200000,202845.93480595993,2845.934805959929,1.0142296740297996
2020-04-13,-2,-2.0261400700725027,0.0,0.0832,0.0,15.0277,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-14,-2,-2.044882181370754,0.0,0.0841,0.0,15.6148,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-15,-2,-1.3996121843879956,0.0,0.0813,0.0,14.5755,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-16,-2,-1.6105514630597935,0.0,0.0848,0.0,15.7394,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-17,-2,-1.4353962141782384,0.0,0.0842,0.0,15.64,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-18,-2,-1.616787932758505,0.0,0.087,0.0,16.6137,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-19,-2,-1.3496925461627736,0.0,0.0855,0.0,16.0683,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-20,0,-0.4311827591611725,0.0,0.0852,0.0,14.9892,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-21,0,-0.8539884241194184,0.0,0.083,0.0,15.1283,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-22,0,-0.9360117104310611,0.0,0.0853,0.0,15.7104,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-23,-1,-1.0794254940258179,1198631.414124958,0.0858,-6414.031142068193,16.034,200000,205685.1506638428,5685.150663842796,1.028425753319214
2020-04-24,-1,-0.4138154802389065,1198631.414124958,0.0883,-6414.031142068193,15.9319,200000,208026.85661955003,8026.856619550032,1.0401342830977502
2020-04-25,-1,-0.38590222962081755,1198631.414124958,0.0897,-6414.031142068193,16.2283,200000,211606.059429834,11606.059429833986,1.05803029714917
2020-04-26,0,0.38495299787692866,0.0,0.0938,0.0,16.3588,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-04-27,0,-0.2300693476021129,0.0,0.0911,0.0,16.4229,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-04-28,0,0.22137768184683115,0.0,0.0922,0.0,16.34,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-04-29,0,-0.4048654084811849,0.0,0.095,0.0,17.3667,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-04-30,0,-0.5894919052948062,0.0,0.0918,0.0,16.9542,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-05-01,0,0.1824440990769905,0.0,0.0967,0.0,17.466,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-05-02,2,2.7249718143608104,0.0,0.1043,0.0,17.5333,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-05-03,1,1.0673583702859943,-1017347.929495826,0.0974,5792.313620245012,17.1071,200000,198179.3766657869,-1820.6233342131018,0.9908968833289344
2020-05-04,0,-0.038087234551956596,0.0,0.0938,0.0,17.0074,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-05,0,-0.20582290256741986,0.0,0.0926,0.0,16.8886,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-06,0,-0.051934064503937206,0.0,0.0903,0.0,16.3743,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-07,0,-0.636577289359193,0.0,0.0922,0.0,17.0003,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-08,0,0.3650472707712966,0.0,0.0959,0.0,17.1371,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-09,0,-0.4088008251879419,0.0,0.0922,0.0,16.7751,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-10,2,3.53900290951804,0.0,0.0988,0.0,15.3506,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-11,2,1.5355357322988976,0.0,0.0906,0.0,15.0811,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-12,0,0.6110538097345188,0.0,0.0914,0.0,15.7892,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-13,0,0.07272094232100546,0.0,0.0919,0.0,16.2164,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-14,0,-0.21695786916561688,0.0,0.0917,0.0,16.3777,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-15,0,0.1576456243425962,0.0,0.0896,0.0,15.7222,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-16,0,0.2834327933712667,0.0,0.092,0.0,16.058,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-17,0,-0.13023248387016803,0.0,0.0918,0.0,16.2959,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-18,0,0.25437547071870825,0.0,0.0953,0.0,16.6299,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-19,0,-0.5867586396174415,0.0,0.0952,0.0,17.2098,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-20,1,1.125871209352901,-966771.148600299,0.1009,5772.09250368467,16.8998,200000,195094.41778754035,-4905.582212459645,0.9754720889377018
2020-05-21,2,1.9220723225644065,0.0,0.1005,0.0,16.0888,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-22,2,2.518269670375434,0.0,0.1092,0.0,16.5864,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-23,2,1.3644372599325256,0.0,0.1032,0.0,16.48,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-24,0,0.9922214531330487,0.0,0.0985,0.0,15.9624,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-25,2,2.6850916860009377,0.0,0.1158,0.0,16.3807,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-26,2,3.633360757955621,0.0,0.1467,0.0,16.2159,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-27,2,1.6765674169645464,0.0,0.1261,0.0,16.47,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-28,0,0.9013123168191215,0.0,0.1206,0.0,17.0772,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-29,0,0.9077164163874971,0.0,0.1216,0.0,17.0031,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-30,0,0.5117022162063156,0.0,0.121,0.0,17.7277,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-05-31,0,0.4551823428957465,0.0,0.1165,0.0,17.0916,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-01,0,0.38105583658629266,0.0,0.122,0.0,17.9477,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-02,2,1.225684197172026,0.0,0.1323,0.0,17.2669,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-03,0,0.6974899191509181,0.0,0.1276,0.0,17.5779,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-04,0,0.5509075853917775,0.0,0.126,0.0,17.517,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-05,0,0.27832062653650286,0.0,0.1241,0.0,17.6914,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-06,0,0.4990470541306063,0.0,0.1274,0.0,17.5511,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-07,0,0.3743514833570712,0.0,0.1257,0.0,17.4135,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-08,0,0.48794254795427544,0.0,0.1284,0.0,17.4489,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-09,1,1.0763984255789585,-734126.9379550386,0.1358,5738.370843437588,17.3733,200000,199388.8763485885,-611.1236514115008,0.9969443817429425
2020-06-10,1,0.6201351932956571,-734126.9379550386,0.1318,5738.370843437588,17.406,200000,196640.0133233487,-3359.986676651286,0.9832000666167435
2020-06-11,0,-0.45661591595464684,0.0,0.1125,0.0,16.2298,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-12,0,0.49169376501986994,0.0,0.1256,0.0,16.6377,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-13,0,0.5244708042128665,0.0,0.1279,0.0,16.8101,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-14,0,0.06394890941105133,0.0,0.1225,0.0,16.5729,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-15,0,0.40131286344072653,0.0,0.1212,0.0,16.377,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-16,0,0.45744424630900704,0.0,0.1216,0.0,16.4329,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-17,2,2.479949229660429,0.0,0.1347,0.0,16.3983,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-18,2,2.833204327554496,0.0,0.1416,0.0,16.1608,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-19,2,1.749695741067127,0.0,0.1334,0.0,15.9512,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-20,2,1.6005376319742741,0.0,0.1347,0.0,16.059,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-21,2,2.6648892186755333,0.0,0.1494,0.0,15.9775,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-22,2,2.8874662360288847,0.0,0.1696,0.0,16.5051,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-23,2,2.3120249038813117,0.0,0.1686,0.0,16.3898,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-24,2,2.243857240281312,0.0,0.172,0.0,15.9968,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-25,2,2.839953942204695,0.0,0.2028,0.0,15.906,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-26,2,3.2307210453742927,0.0,0.2574,0.0,15.7694,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-27,2,2.261748442195254,0.0,0.2322,0.0,15.1242,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-28,2,2.247883556893825,0.0,0.2577,0.0,15.3782,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-29,2,2.2995520579868316,0.0,0.2896,0.0,15.4656,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-06-30,2,1.3225920436645717,0.0,0.242,0.0,15.3838,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-07-01,1,1.060385022330219,-393756.3506123998,0.2398,5970.683230274527,15.8144,200000,188845.54575370695,-11154.454246293055,0.9442277287685348
2020-07-02,1,0.5444422980315141,-393756.3506123998,0.2068,5970.683230274527,15.3634,200000,173158.80804664397,-26841.19195335603,0.8657940402332198
2020-07-03,1,0.3158627248825929,-393756.3506123998,0.1962,5970.683230274527,15.2863,200000,168524.65105309835,-31475.34894690165,0.8426232552654918
2020-07-04,1,0.45174517955503024,-393756.3506123998,0.2113,5970.683230274527,15.5548,200000,176073.50039467428,-23926.49960532572,0.8803675019733714
2020-07-05,1,0.31745446210592887,-393756.3506123998,0.2069,5970.683230274527,15.4885,200000,173945.11615381253,-26054.88384618747,0.8697255807690627
2020-07-06,0,0.022352250384716423,0.0,0.2059,0.0,16.311,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-07,0,-0.15292335021619832,0.0,0.2067,0.0,16.8048,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-08,0,-0.3591298317362683,0.0,0.2055,0.0,17.2819,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-09,0,-0.575289078705778,0.0,0.1942,0.0,16.8274,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-10,0,-0.9779423836748631,0.0,0.1862,0.0,17.3123,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-11,0,-0.9271173030913614,0.0,0.1951,0.0,17.6205,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-12,-2,-1.2249397408315528,0.0,0.1899,0.0,18.2994,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-13,-2,-1.3188216699911341,0.0,0.1865,0.0,18.4046,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-14,0,-0.8672687601743735,0.0,0.2035,0.0,18.079,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-15,0,-0.9687020724619061,0.0,0.1916,0.0,17.6351,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-16,-1,-1.0033439000685604,476871.65333275916,0.1809,-5025.784434793276,17.1647,200000,172532.16417579228,-27467.835824207723,0.8626608208789615
2020-07-17,-1,-0.756715572799444,476871.65333275916,0.1865,-5025.784434793276,17.0676,200000,174714.6417658373,-25285.358234162704,0.8735732088291865
2020-07-18,-1,-0.7012622698166455,476871.65333275916,0.1867,-5025.784434793276,17.1507,200000,175227.65878303518,-24772.34121696482,0.8761382939151758
2020-07-19,-1,-1.0293653052441987,476871.65333275916,0.1859,-5025.784434793276,18.0154,200000,179191.9572611347,-20808.042738865304,0.8959597863056735
2020-07-20,-1,-0.7483203736370284,476871.65333275916,0.1869,-5025.784434793276,17.4645,200000,176900.12426933987,-23099.875730660133,0.8845006213466994
2020-07-21,-1,-0.884637448286248,476871.65333275916,0.186,-5025.784434793276,17.7285,200000,177797.74687212578,-22202.253127874224,0.8889887343606289
2020-07-22,-1,-0.8624745840562276,476871.65333275916,0.1887,-5025.784434793276,18.09,200000,180902.121409302,-19097.878590698005,0.90451060704651
2020-07-23,-2,-1.2121381712599673,0.0,0.1863,0.0,18.75,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-24,-2,-1.6322335732091906,0.0,0.1811,0.0,19.1853,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-25,-2,-1.8029454536935035,0.0,0.1834,0.0,19.8242,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-26,-2,-1.811625832292953,0.0,0.1788,0.0,19.5557,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-27,-2,-2.3358824609991533,0.0,0.1667,0.0,19.7474,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-28,-2,-2.0223260335666895,0.0,0.1709,0.0,20.1732,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-29,-2,-1.432986908542997,0.0,0.1763,0.0,19.899,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-30,-2,-1.3919415933233181,0.0,0.1746,0.0,19.97,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-07-31,-2,-1.5308469587839484,0.0,0.1744,0.0,20.6615,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-08-01,-2,-1.6125633555309085,0.0,0.176,0.0,21.6168,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-08-02,-2,-1.490069070320194,0.0,0.1693,0.0,20.9898,200000,177924.43331227318,-22075.566687726823,0.889622166561366
