date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-08-03,-2,-1.641457935942631,0.0,0.1697,0.0,22.0504,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-08-04,-2,-1.5626052885570287,0.0,0.1687,0.0,22.2818,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-08-05,-2,-1.5307764597197568,0.0,0.1719,0.0,23.2728,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-08-06,-1,-1.1512371821031708,507485.5485233119,0.1753,-3910.6505715111894,22.7487,200000,177924.43331227318,-22075.566687726823,0.889622166561366
2020-08-07,-1,-0.8894127061301328,507485.5485233119,0.1767,-3910.6505715111894,22.3323,200000,177006.51818222855,-22993.481817771448,0.8850325909111427
2020-08-08,-1,-0.6190042996306427,507485.5485233119,0.1861,-3910.6505715111894,22.9234,200000,184088.46789116794,-15911.532108832063,0.9204423394558396
2020-08-09,0,-0.03876358739070424,0.0,0.193,0.0,22.422,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-10,0,0.17709089049572532,0.0,0.1968,0.0,22.6369,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-11,0,0.2096855952611774,0.0,0.1831,0.0,21.2902,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-12,0,0.4378812389780599,0.0,0.1858,0.0,21.4919,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-13,0,0.32551186940760146,0.0,0.1854,0.0,21.7667,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-14,0,-0.5538971317461558,0.0,0.1855,0.0,23.1047,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-15,0,-0.6819425734772119,0.0,0.1832,0.0,23.0881,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-16,0,0.3230933614422612,0.0,0.1968,0.0,23.529,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-17,0,0.18429181582279694,0.0,0.1949,0.0,23.4961,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-18,0,0.4582836405359028,0.0,0.1924,0.0,22.9705,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-19,0,0.37220217811928047,0.0,0.186,0.0,22.3761,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-20,2,1.883568440082925,0.0,0.2075,0.0,23.0888,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-21,0,0.880736721943486,0.0,0.19,0.0,22.0988,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-22,2,1.532804242635864,0.0,0.1991,0.0,22.2044,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-23,2,1.5779209594505086,0.0,0.1984,0.0,21.8555,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-24,0,0.992285753094305,0.0,0.1998,0.0,22.5953,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-25,1,1.1231283971172208,-439602.3323589351,0.1907,3919.5521259782927,21.3882,200000,167664.32956169784,-32335.670438302157,0.8383216478084892
2020-08-26,1,0.2521308265060257,-439602.3323589351,0.1911,3919.5521259782927,22.1999,200000,171021.670955298,-28978.329044701997,0.85510835477649
2020-08-27,0,-1.7963393232234734,0.0,0.1823,0.0,23.1127,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-08-28,-2,-1.3497235310279645,0.0,0.1854,0.0,23.0811,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-08-29,0,-0.644252774505271,0.0,0.1896,0.0,22.9398,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-08-30,0,-0.4331894671647019,0.0,0.1966,0.0,23.6208,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-08-31,0,-0.6473296665457073,0.0,0.1904,0.0,23.1477,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-01,-2,-1.5123413124819431,0.0,0.1936,0.0,24.7028,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-02,-2,-2.489090913108089,0.0,0.1776,0.0,24.7652,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-03,-2,-2.6340544259910574,0.0,0.1367,0.0,20.3592,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-04,-2,-1.8529991476858676,0.0,0.1473,0.0,20.9712,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-05,-2,-1.5462309530945448,0.0,0.138,0.0,19.4698,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-06,-2,-2.3773581234028933,0.0,0.1399,0.0,23.142,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-07,-2,-1.9932998935474628,0.0,0.1355,0.0,22.4426,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-08,-2,-1.2017445105177451,0.0,0.1553,0.0,23.2837,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-09,-1,-1.1434385765214388,486123.6930384454,0.1617,-3212.1398341063364,24.4716,200000,157212.40232863324,-42787.59767136676,0.7860620116431662
2020-09-10,-1,-0.9937674863656286,486123.6930384454,0.1633,-3212.1398341063364,24.5489,200000,158238.49864667119,-41761.501353328815,0.7911924932333559
2020-09-11,-1,-1.0096071168651937,486123.6930384454,0.166,-3212.1398341063364,25.399,200000,162281.67269084876,-37718.32730915124,0.8114083634542438
2020-09-12,-2,-1.768339717825091,0.0,0.159,0.0,28.505,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-13,-2,-2.17683783588943,0.0,0.1485,0.0,31.1656,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-14,-2,-1.8040514866596395,0.0,0.1541,0.0,31.2523,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-15,-2,-1.3148462685092872,0.0,0.1447,0.0,27.1181,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-16,-2,-1.3670659152232094,0.0,0.1421,0.0,27.8695,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-17,0,-0.9999205131296875,0.0,0.1463,0.0,27.095,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-18,-1,-1.1746884742831114,609817.8559982985,0.1406,-3103.275201902377,27.629,200000,171480.78110672155,-28519.21889327845,0.8574039055336078
2020-09-19,-1,-1.077822610826224,609817.8559982985,0.139,-3103.275201902377,27.2035,200000,169184.6289387148,-30815.3710612852,0.845923144693574
2020-09-20,-1,-1.053828495775398,609817.8559982985,0.1335,-3103.275201902377,26.316,200000,163076.47398903582,-36923.52601096418,0.8153823699451791
2020-09-21,-1,-0.8634539733731921,609817.8559982985,0.12,-3103.275201902377,23.1232,200000,144935.79586842487,-55064.20413157513,0.7246789793421244
2020-09-22,-1,-0.8889866888790193,609817.8559982985,0.1226,-3103.275201902377,24.0468,200000,149387.50727049747,-50612.492729502526,0.7469375363524874
2020-09-23,-1,-0.9970956159403297,609817.8559982985,0.1126,-3103.275201902377,22.8331,200000,139522.88359796559,-60477.116402034415,0.6976144179898279
2020-09-24,-1,-0.9862378051635482,609817.8559982985,0.1198,-3103.275201902377,24.5745,200000,149317.6155977461,-50682.3844022539,0.7465880779887305
2020-09-25,-1,-0.8915909678332228,609817.8559982985,0.121,-3103.275201902377,24.6924,200000,150415.27317124838,-49584.72682875162,0.7520763658562419
2020-09-26,-1,-1.1023705294191084,609817.8559982985,0.1226,-3103.275201902377,26.1998,200000,156068.8587801933,-43931.14121980671,0.7803442939009664
2020-09-27,-1,-1.1177586502067132,609817.8559982985,0.1204,-3103.275201902377,26.251,200000,154886.14718733443,-45113.85281266557,0.7744307359366721
2020-09-28,-1,-1.1858635696684496,609817.8559982985,0.1211,-3103.275201902377,26.9855,200000,157592.3753223305,-42407.62467766949,0.7879618766116525
2020-09-29,-1,-1.1500210920202383,609817.8559982985,0.1294,-3103.275201902377,28.8946,200000,168578.32621506823,-31421.673784931772,0.8428916310753412
2020-09-30,-1,-0.8780635435768228,609817.8559982985,0.1356,-3103.275201902377,29.2656,200000,173510.5120221635,-26489.487977836514,0.8675525601108174
2020-10-01,0,0.6154347447860625,0.0,0.1416,0.0,27.4673,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-02,0,-0.695620312966639,0.0,0.1296,0.0,27.3369,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-03,-2,-1.5600208270968372,0.0,0.1259,0.0,28.1867,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-04,-2,-1.92096376840023,0.0,0.1235,0.0,28.9668,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-05,-2,-1.7801191660318525,0.0,0.1211,0.0,28.6158,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-06,-2,-1.9325819344197646,0.0,0.1125,0.0,27.6812,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-07,-1,-1.1640588564700511,713438.7087545042,0.1194,-3076.3884833147154,27.6898,200000,170369.16365057562,-29630.836349424382,0.8518458182528781
2020-10-08,-1,-0.8780622318461369,713438.7087545042,0.1215,-3076.3884833147154,27.7424,200000,172029.20297318243,-27970.79702681757,0.8601460148659121
2020-10-09,-1,-0.5014650309693839,713438.7087545042,0.1274,-3076.3884833147154,28.4076,200000,178284.90497393496,-21715.095026065042,0.8914245248696748
2020-10-10,-1,-0.5492005746691172,713438.7087545042,0.1264,-3076.3884833147154,28.4414,200000,177675.44819591648,-22324.551804083516,0.8883772409795824
2020-10-11,-1,-0.4826933587486868,713438.7087545042,0.1267,-3076.3884833147154,28.5271,200000,178153.1263015629,-21846.87369843709,0.8907656315078145
2020-10-12,-2,-1.4565267199701508,0.0,0.1263,0.0,30.6503,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-13,-2,-1.609475975224861,0.0,0.1236,0.0,30.7256,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-14,-2,-1.780609925265017,0.0,0.1203,0.0,30.838,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-15,-2,-1.5856332563995057,0.0,0.1224,0.0,31.3256,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-16,-2,-1.24952007468602,0.0,0.1192,0.0,30.0516,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-17,0,-0.9625905538816492,0.0,0.1217,0.0,30.2414,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-18,-1,-1.012694495652678,715972.4555579277,0.1219,-2846.674331524574,30.6593,200000,174554.08466502276,-25445.91533497724,0.8727704233251138
2020-10-19,-1,-0.7146782068742791,715972.4555579277,0.1211,-2846.674331524574,29.9107,200000,171850.28629599712,-28149.713704002876,0.8592514314799856
2020-10-20,-1,-0.7700040333593707,715972.4555579277,0.1154,-2846.674331524574,28.8227,200000,164672.0616266182,-35327.938373381796,0.823360308133091
2020-10-21,-1,-0.827338198586429,715972.4555579277,0.1187,-2846.674331524574,29.7329,200000,169625.81370651303,-30374.18629348697,0.8481290685325651
2020-10-22,-1,-1.0048784751843893,715972.4555579277,0.1208,-2846.674331524574,30.6396,200000,173710.435479578,-26289.56452042199,0.86855217739789
2020-10-23,-1,-0.6267802061811278,715972.4555579277,0.1227,-2846.674331524574,30.6377,200000,175065.37446390817,-24934.62553609183,0.8753268723195409
2020-10-24,-1,-0.21276440120555584,715972.4555579277,0.125,-2846.674331524574,30.6639,200000,176786.69397917733,-23213.306020822667,0.8839334698958867
2020-10-25,0,0.27130467471583725,0.0,0.1255,0.0,30.128,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-10-26,-2,-1.33203004122929,0.0,0.1191,0.0,31.0467,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-10-27,-2,-1.589884474167315,0.0,0.1178,0.0,31.4826,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-10-28,-2,-1.4799987945338273,0.0,0.1132,0.0,30.3338,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-10-29,-2,-1.8753271240440796,0.0,0.1081,0.0,29.8702,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-10-30,-2,-1.613794168294237,0.0,0.1042,0.0,28.4909,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-10-31,-2,-1.3472706178886158,0.0,0.1058,0.0,28.5058,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-01,0,-0.9793298819062902,0.0,0.1071,0.0,28.5318,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-02,-2,-1.2841894637905389,0.0,0.1024,0.0,27.7983,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-03,0,-0.6410625944521302,0.0,0.1015,0.0,26.8638,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-04,0,-0.45853782262592596,0.0,0.1025,0.0,26.96,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-05,0,-0.14584917632393696,0.0,0.1065,0.0,27.6875,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-06,0,0.4480716894042823,0.0,0.1143,0.0,29.0435,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-07,0,0.5582429110847907,0.0,0.1097,0.0,27.7651,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-08,2,1.9321054275358014,0.0,0.1192,0.0,28.4101,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-09,2,1.7755354296274237,0.0,0.1181,0.0,28.0941,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-10,2,1.8044185217242628,0.0,0.12,0.0,28.2188,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-11,2,1.7557809083529885,0.0,0.1203,0.0,28.016,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-12,2,1.2182122030894431,0.0,0.1162,0.0,27.6874,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-13,1,1.169395892990086,-719865.4803744729,0.1184,3022.6926197570556,28.1974,200000,170464.1457526752,-29535.85424732481,0.852320728763376
2020-11-14,1,0.9908868858653821,-719865.4803744729,0.1161,3022.6926197570556,27.9311,200000,168003.5121031726,-31996.4878968274,0.8400175605158631
2020-11-15,1,1.0076753255063966,-719865.4803744729,0.1158,3022.6926197570556,27.6786,200000,167024.3225725716,-32975.677427428396,0.835121612862858
2020-11-16,1,0.8825103566219478,-719865.4803744729,0.1167,3022.6926197570556,27.9451,200000,168477.7490880739,-31522.250911926094,0.8423887454403696
2020-11-17,1,0.5967593134346891,-719865.4803744729,0.1178,3022.6926197570556,28.5552,200000,171113.74588379957,-28886.254116200435,0.8555687294189979
2020-11-18,2,1.512639549888304,0.0,0.1229,0.0,28.0931,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-19,0,0.9521033939065572,0.0,0.12,0.0,28.1387,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-20,0,0.6491254076483202,0.0,0.1221,0.0,28.9715,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-21,0,0.5723183969188177,0.0,0.1286,0.0,30.5161,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-22,0,-0.005058795897625206,0.0,0.1238,0.0,30.0226,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-23,0,-0.08322570016621222,0.0,0.128,0.0,30.995,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-24,-1,-1.1493405833056451,640245.7956387085,0.1359,-2563.5712765882995,33.9407,200000,174018.80725460098,-25981.19274539902,0.8700940362730049
2020-11-25,0,4.24115836984609,0.0,0.384,0.0,31.2953,200000,8392.1539015507,-191607.8460984493,0.041960769507753404
2020-11-26,2,1.7806278782422087,0.0,0.2355,0.0,28.2356,200000,8392.1539015507,-191607.8460984493,0.041960769507753404
2020-11-27,2,1.31779215658568,0.0,0.22,0.0,28.4606,200000,8392.1539015507,-191607.8460984493,0.041960769507753404
2020-11-28,2,1.9722538863877492,0.0,0.2886,0.0,29.1766,200000,8392.1539015507,-191607.8460984493,0.041960769507753404
2020-11-29,2,1.5298842025846575,0.0,0.2814,0.0,30.1045,200000,8392.1539015507,-191607.8460984493,0.041960769507753404
2020-11-30,1,1.0598023823991556,-15768.79725958418,0.2661,133.23628528983284,31.4935,200000,8392.1539015507,-191607.8460984493,0.041960769507753404
2020-12-01,1,0.97698960204669,-15768.79725958418,0.2565,133.23628528983284,30.1996,200000,8068.379018322178,-191931.6209816778,0.0403418950916109
2020-12-02,1,1.0517861615492683,-15768.79725958418,0.272,133.23628528983284,30.2875,200000,8324.50684532271,-191675.4931546773,0.04162253422661355
2020-12-03,1,0.7785737664394417,-15768.79725958418,0.2601,133.23628528983284,30.7065,200000,8192.684161470097,-191807.3158385299,0.04096342080735049
2020-12-04,1,0.3687051718961291,-15768.79725958418,0.2186,133.23628528983284,29.0231,200000,7313.989112540448,-192686.01088745956,0.03656994556270221
2020-12-05,1,0.4970103587499914,-15768.79725958418,0.239,133.23628528983284,29.728,200000,7729.59083413677,-192270.40916586324,0.038647954170683785
2020-12-06,1,0.49156809005174074,-15768.79725958418,0.2419,133.23628528983284,29.5026,200000,7745.288887485236,-192254.71111251478,0.03872644443742612
2020-12-07,1,0.2854817403903392,-15768.79725958418,0.2303,133.23628528983284,29.37,200000,7544.703707844627,-192455.29629215537,0.03772351853922318
2020-12-08,0,0.09564514341032511,0.0,0.2083,0.0,27.6705,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-09,0,-0.05960539931605749,0.0,0.2061,0.0,28.1452,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-10,0,-0.3204249660225544,0.0,0.1915,0.0,27.6926,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-11,0,-0.5573120042049309,0.0,0.1808,0.0,27.3419,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-12,0,-0.5089212410441932,0.0,0.1954,0.0,28.1603,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-13,0,-0.5235525315313349,0.0,0.2093,0.0,29.1571,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-14,0,-0.7125374845400833,0.0,0.2178,0.0,30.0338,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-15,0,-0.9949932920845171,0.0,0.2077,0.0,29.5053,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-16,-1,-1.1230345377639803,19160.862682517432,0.2085,-130.7375839577221,30.5577,200000,7990.079738609769,-192009.92026139022,0.03995039869304895
2020-12-17,-2,-1.2479913482614762,0.0,0.1996,0.0,30.2255,200000,8117.180391093425,-191882.81960890658,0.040585901955467074
2020-12-18,0,-0.9677451133812484,0.0,0.2117,0.0,30.9882,200000,8117.180391093425,-191882.81960890658,0.040585901955467074
2020-12-19,-1,-1.076333822516978,18175.50468225129,0.2233,-121.81849329455537,33.3167,200000,8117.180391093425,-191882.81960890658,0.040585901955467074
2020-12-20,-2,-1.703839454747005,0.0,0.2086,0.0,34.3148,200000,8505.947348079804,-191494.05265192018,0.04252973674039906
2020-12-21,-1,-1.1160703248386266,20585.54537289401,0.2066,-132.6980865535071,32.05,200000,8505.947348079804,-191494.05265192018,0.04252973674039906
2020-12-22,-2,-1.7975101084834342,0.0,0.1975,0.0,33.5151,200000,8887.691777582688,-191112.3082224173,0.04443845888791342
2020-12-23,-2,-2.357465877561121,0.0,0.1639,0.0,31.1843,200000,8887.691777582688,-191112.3082224173,0.04443845888791342
2020-12-24,-2,-1.673106730669675,0.0,0.1809,0.0,32.4895,200000,8887.691777582688,-191112.3082224173,0.04443845888791342
2020-12-25,-2,-1.4919036767380889,0.0,0.1856,0.0,33.1996,200000,8887.691777582688,-191112.3082224173,0.04443845888791342
2020-12-26,0,-0.8872478951405597,0.0,0.2019,0.0,33.6361,200000,8887.691777582688,-191112.3082224173,0.04443845888791342
2020-12-27,-1,-1.1099099303007791,22800.645914783705,0.1949,-131.9666772225261,33.674,200000,8887.691777582688,-191112.3082224173,0.04443845888791342
2020-12-28,-2,-1.5762687509418403,0.0,0.193,0.0,35.951,200000,9231.501128856471,-190768.49887114353,0.04615750564428234
2020-12-29,-2,-2.0676931622625907,0.0,0.1877,0.0,39.0667,200000,9231.501128856471,-190768.49887114353,0.04615750564428234
2020-12-30,-2,-1.6492006221919309,0.0,0.1882,0.0,38.1558,200000,9231.501128856471,-190768.49887114353,0.04615750564428234
2020-12-31,-2,-1.4092555305810863,0.0,0.186,0.0,37.3588,200000,9231.501128856471,-190768.49887114353,0.04615750564428234
2021-01-01,-1,-1.1169134003398271,23878.68890030127,0.1933,-122.18673568088467,37.7762,200000,9231.501128856471,-190768.49887114353,0.04615750564428234
2021-01-02,-1,-0.7352070426628363,23878.68890030127,0.2049,-122.18673568088467,38.2331,200000,9564.321039632561,-190435.67896036743,0.04782160519816292
2021-01-03,-2,-1.2290457050327313,0.0,0.2025,0.0,41.2575,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-04,-2,-1.467439535307724,0.0,0.1908,0.0,41.1333,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-05,-2,-1.2230005904818795,0.0,0.1981,0.0,41.8219,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-06,0,-0.840635214835897,0.0,0.2088,0.0,42.2417,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-07,0,-0.3846107214865221,0.0,0.2262,0.0,43.5728,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-08,0,-0.3907828734384694,0.0,0.2178,0.0,42.356,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-09,0,-0.0468348221199987,0.0,0.2313,0.0,43.8479,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-10,0,0.533771590939776,0.0,0.2312,0.0,42.4031,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-11,2,2.321653027254502,0.0,0.2383,0.0,38.1674,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-12,0,0.9628700946357891,0.0,0.2182,0.0,38.2541,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-13,0,0.7633840466663698,0.0,0.2255,0.0,40.1114,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-14,0,0.366788753002244,0.0,0.2278,0.0,41.8723,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-15,0,0.6029950030218401,0.0,0.2247,0.0,40.8668,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-16,0,0.219908211584259,0.0,0.2294,0.0,43.142,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-17,0,-0.36627284955601097,0.0,0.233,0.0,45.8675,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-18,0,0.3330273476389742,0.0,0.2435,0.0,45.3412,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-19,0,0.9086737504621627,0.0,0.2389,0.0,42.5241,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-20,0,0.33547236750877146,0.0,0.2312,0.0,42.6069,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-21,0,-0.25150471772957145,0.0,0.2016,0.0,38.6343,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-22,0,-0.41559999238442424,0.0,0.2105,0.0,40.8936,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-23,0,-0.06027051963269026,0.0,0.2167,0.0,40.9109,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-24,0,-0.03852840048538783,0.0,0.2234,0.0,41.8263,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-25,0,-0.733087658983304,0.0,0.2162,0.0,41.8347,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-26,0,-0.8397628223353026,0.0,0.2159,0.0,41.8396,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-27,-2,-1.9628723076061545,0.0,0.1954,0.0,40.8826,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-28,-2,-1.365199775051151,0.0,0.2097,0.0,42.5254,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-29,-2,-1.2511358367850116,0.0,0.2114,0.0,42.8618,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-30,-2,-1.7817106660770694,0.0,0.2089,0.0,44.7849,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-01-31,-2,-2.0328154000803544,0.0,0.2027,0.0,44.3292,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-01,-2,-2.9072135906311196,0.0,0.2036,0.0,51.4781,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-02,-2,-2.0658076541036476,0.0,0.2112,0.0,51.0071,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-03,-2,-1.3586708212180776,0.0,0.2283,0.0,52.12,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-04,-2,-1.8465460729585692,0.0,0.2251,0.0,55.9599,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-05,-2,-2.1279957398982186,0.0,0.2479,0.0,67.7005,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-06,-2,-1.936582952805973,0.0,0.2597,0.0,72.8356,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-07,-2,-1.6059069466106366,0.0,0.2483,0.0,68.3542,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-08,-2,-1.8239758594572564,0.0,0.2655,0.0,79.8374,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-09,-2,-2.2966623861725393,0.0,0.285,0.0,107.3469,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-10,-2,-2.185479225625161,0.0,0.3065,0.0,128.9711,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-11,-2,-1.518554773139682,0.0,0.3457,0.0,124.085,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-12,-2,-1.5969975463328392,0.0,0.3456,0.0,136.6139,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-13,-1,-1.022962455362621,11888.619140714998,0.3969,-35.385130041258336,133.3496,200000,9437.185873899565,-190562.81412610045,0.047185929369497726
2021-02-14,-2,-1.2145485602786648,0.0,0.3657,0.0,135.8623,200000,9897.023007344556,-190102.97699265543,0.049485115036722815
2021-02-15,-1,-1.1661383681527333,14385.207859512439,0.344,-37.976957580963436,130.303,200000,9897.023007344556,-190102.97699265543,0.049485115036722815
2021-02-16,-1,-0.3910058250741528,14385.207859512439,0.424,-37.976957580963436,130.183,200000,11043.282401195836,-188956.71759880416,0.055216412005979265
2021-02-17,-2,-1.2191377798284988,0.0,0.409,0.0,165.3233,200000,10291.948944048869,-189708.05105595113,0.051459744720244394
2021-02-18,-2,-1.3758661260510678,0.0,0.4426,0.0,195.6,200000,10291.948944048869,-189708.05105595113,0.051459744720244394
2021-02-19,-2,-2.1899598796440207,0.0,0.451,0.0,333.111,200000,10291.948944048869,-189708.05105595113,0.051459744720244394
2021-02-20,-2,-1.537409633943655,0.0,0.4492,0.0,253.0,200000,10291.948944048869,-189708.05105595113,0.051459744720244394
2021-02-21,0,-0.9482537912752427,0.0,0.6419,0.0,295.2597,200000,10291.948944048869,-189708.05105595113,0.051459744720244394
2021-02-22,-1,-1.0327667639282432,9473.443431561918,0.5432,-19.236230652089155,267.5147,200000,10291.948944048869,-189708.05105595113,0.051459744720244394
