date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,MATICUSDT_position,MATICUSDT_price,init,total_asset,pnl,return
2020-01-31,0,-0.7232844258248787,0.0,18.2644,0.0,0.01795,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-01,-2,-1.244535002044436,0.0,18.2752,0.0,0.01829,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-02,-2,-2.127269554095834,0.0,18.4333,0.0,0.01903,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-03,-2,-3.4472587052885353,0.0,18.46,0.0,0.02199,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-04,-2,-2.353216325112921,0.0,18.1778,0.0,0.02098,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-05,-2,-1.667604590085766,0.0,19.262,0.0,0.02155,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-06,-2,-2.045778561598083,0.0,20.6675,0.0,0.02449,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-07,0,-0.5082400816186255,0.0,22.0555,0.0,0.023,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-08,0,0.3886190777480372,0.0,21.7888,0.0,0.02123,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-09,2,1.358493864324685,0.0,24.38,0.0,0.02197,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-10,2,1.8139139711065193,0.0,25.1465,0.0,0.02159,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-11,2,1.2333424375487831,0.0,25.6963,0.0,0.0229,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-12,2,1.497699149280524,0.0,26.4243,0.0,0.0228,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-13,2,1.2111336100140655,0.0,25.4579,0.0,0.02233,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-14,1,1.072338498811763,-3678.6527839214164,26.3547,4168090.7362172725,0.02326,200000,193899.5810488275,-6100.418951172498,0.9694979052441375
2020-02-15,2,1.2425790084412007,0.0,24.2576,0.0,0.0209,200000,196021.77243313869,-3978.2275668613147,0.9801088621656934
2020-02-16,1,1.1372368677528863,-4202.994353028151,23.3193,4873738.747716029,0.02011,200000,196021.77243313869,-3978.2275668613147,0.9801088621656934
2020-02-17,1,1.1178779703006683,-4202.994353028151,23.4555,4873738.747716029,0.02009,200000,196496.74548906682,-3503.254510933184,0.9824837274453341
2020-02-18,1,0.6631230885553163,-4202.994353028151,24.0821,4873738.747716029,0.02151,200000,206051.05077243102,6051.0507724310155,1.030255253862155
2020-02-19,1,0.616720761955766,-4202.994353028151,22.3709,4873738.747716029,0.01996,200000,191304.59177656937,-8695.408223430626,0.9565229588828469
2020-02-20,0,0.1620591001007958,0.0,22.1626,0.0,0.02071,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-21,0,0.1300768436038365,0.0,22.1888,0.0,0.02074,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-22,0,-0.008389236274010498,0.0,21.9689,0.0,0.02076,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-23,0,-0.4236863644539296,0.0,22.8452,0.0,0.02229,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-24,0,-0.16397898251637302,0.0,22.0965,0.0,0.02078,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-25,0,-0.2660614070143593,0.0,20.3193,0.0,0.01907,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-26,-2,-1.3052994911687252,0.0,18.7441,0.0,0.01841,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-27,-2,-2.0672545388674233,0.0,19.2,0.0,0.01962,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-28,-2,-2.332664985961086,0.0,18.9838,0.0,0.0202,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-02-29,-2,-1.8059341678185885,0.0,19.23,0.0,0.02015,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-01,-2,-1.3405179388489041,0.0,18.902,0.0,0.01935,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-02,-2,-1.7164092492053875,0.0,19.9289,0.0,0.02144,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-03,-2,-2.3111789883299325,0.0,19.6882,0.0,0.02344,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-04,-2,-2.27711108654324,0.0,19.95,0.0,0.02511,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-05,-2,-1.9883534778226983,0.0,20.7462,0.0,0.02639,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-06,-2,-1.2610059639869753,0.0,21.3389,0.0,0.02497,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-07,-2,-1.8515658752153235,0.0,20.25,0.0,0.02679,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-08,-2,-1.4415607764161251,0.0,16.894,0.0,0.02143,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-09,-1,-1.161126796893917,5673.584756473085,16.5888,-4584411.242483229,0.02053,200000,188235.9256163614,-11764.074383638595,0.941179628081807
2020-03-10,-1,-0.9818884036944667,5673.584756473085,16.8671,-4584411.242483229,0.02061,200000,190181.63715348652,-9818.362846513483,0.9509081857674326
2020-03-11,-1,-0.4335540954514253,5673.584756473085,16.5705,-4584411.242483229,0.01899,200000,181072.10570189377,-18927.89429810623,0.9053605285094688
2020-03-12,0,0.9064200844456843,0.0,9.2566,0.0,0.00914,200000,177619.33971588936,-22380.660284110636,0.8880966985794468
2020-03-13,0,0.8810860298586155,0.0,10.9204,0.0,0.01087,200000,177619.33971588936,-22380.660284110636,0.8880966985794468
2020-03-14,1,1.1436294337339856,-8750.841965763564,10.1487,9034554.410777688,0.00983,200000,177619.33971588936,-22380.660284110636,0.8880966985794468
2020-03-15,2,1.3647952833017847,0.0,10.3898,0.0,0.00986,200000,179458.13108151162,-20541.868918488384,0.897290655407558
2020-03-16,2,2.162980486930887,0.0,9.4285,0.0,0.00813,200000,179458.13108151162,-20541.868918488384,0.897290655407558
2020-03-17,2,1.614863074106585,0.0,10.2576,0.0,0.00921,200000,179458.13108151162,-20541.868918488384,0.897290655407558
2020-03-18,2,1.6347132944606482,0.0,10.3866,0.0,0.00912,200000,179458.13108151162,-20541.868918488384,0.897290655407558
2020-03-19,1,1.1700401442302124,-7319.02620298668,12.2597,8004376.943867601,0.01121,200000,179458.13108151162,-20541.868918488384,0.897290655407558
2020-03-20,1,1.110019138203368,-7319.02620298668,11.9147,8004376.943867601,0.01085,200000,174051.49134168887,-25948.508658311126,0.8702574567084443
2020-03-21,1,0.9145090666317499,-7319.02620298668,12.1,8004376.943867601,0.01121,200000,178289.28259689463,-21710.717403105373,0.8914464129844731
2020-03-22,1,1.0445995244126254,-7319.02620298668,11.167,8004376.943867601,0.01005,200000,162175.55389462164,-37824.44610537836,0.8108777694731082
2020-03-23,1,0.8381699187016521,-7319.02620298668,12.1887,8004376.943867601,0.01114,200000,178378.17383502884,-21621.826164971164,0.8918908691751442
2020-03-24,1,0.8171702596528111,-7319.02620298668,12.426,8004376.943867601,0.01126,200000,181075.50398626167,-18924.49601373833,0.9053775199313083
2020-03-25,1,0.5354009926567707,-7319.02620298668,12.3251,8004376.943867601,0.01147,200000,182017.93340059253,-17982.066599407466,0.9100896670029627
2020-03-26,1,0.7352632185450712,-7319.02620298668,13.199,8004376.943867601,0.01187,200000,191615.7811769296,-8384.218823070405,0.958078905884648
2020-03-27,1,0.9396434417497315,-7319.02620298668,12.3354,8004376.943867601,0.01076,200000,176410.2117403373,-23589.788259662688,0.8820510587016865
2020-03-28,1,0.8977052474103028,-7319.02620298668,12.1888,8004376.943867601,0.01062,200000,174216.62972683797,-25783.37027316203,0.8710831486341899
2020-03-29,1,0.669520844758564,-7319.02620298668,11.3008,8004376.943867601,0.01001,200000,162834.66452282656,-37165.335477173445,0.8141733226141328
2020-03-30,1,0.7602686224963072,-7319.02620298668,12.1365,8004376.943867601,0.01068,200000,174314.10727305384,-25685.892726946156,0.8715705363652693
2020-03-31,1,0.9831743380730772,-7319.02620298668,12.5451,8004376.943867601,0.01097,200000,179625.93069331578,-20374.06930668422,0.8981296534665789
2020-04-01,1,0.6961081259366745,-7319.02620298668,12.72,8004376.943867601,0.01122,200000,182907.12261218508,-17092.877387814922,0.9145356130609253
2020-04-02,1,0.5207786147114546,-7319.02620298668,13.0166,8004376.943867601,0.01153,200000,187559.30263658985,-12440.697363410145,0.9377965131829493
2020-04-03,2,1.248649816560561,0.0,13.3615,0.0,0.01158,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-04,2,1.8624925987305647,0.0,13.7606,0.0,0.01171,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-05,2,2.325727686343608,0.0,13.6888,0.0,0.01142,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-06,0,-0.037518896151536044,0.0,15.1989,0.0,0.01351,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-07,0,0.38134045354777285,0.0,14.7266,0.0,0.01294,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-08,0,-0.885364539983355,0.0,15.0888,0.0,0.01373,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-09,0,-0.5009539830422453,0.0,15.0096,0.0,0.0135,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-10,0,0.4574132119047351,0.0,13.72,0.0,0.012,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-11,0,-0.07944689644868008,0.0,13.807,0.0,0.01223,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-12,2,1.2079972378987498,0.0,14.2808,0.0,0.01222,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-13,2,2.957565878528382,0.0,15.0277,0.0,0.01199,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-14,2,2.951694326988769,0.0,15.6148,0.0,0.01208,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-15,2,1.8016460792068056,0.0,14.5755,0.0,0.01164,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-16,2,1.5338974322126995,0.0,15.7394,0.0,0.0126,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-17,1,1.0369718756553006,-5900.275405458161,15.64,7243352.224596989,0.01274,200000,184560.61468273128,-15439.385317268723,0.9228030734136564
2020-04-18,1,1.1587913284345928,-5900.275405458161,16.6137,7243352.224596989,0.01338,200000,194941.45826876798,-5058.5417312320205,0.9747072913438399
2020-04-19,1,1.1504740812650531,-5900.275405458161,16.0683,7243352.224596989,0.01287,200000,188029.3384280866,-11970.661571913399,0.940146692140433
2020-04-20,1,1.0339680534231335,-5900.275405458161,14.9892,7243352.224596989,0.01201,200000,175433.06832490332,-24566.931675096683,0.8771653416245166
2020-04-21,1,1.1521788525165562,-5900.275405458161,15.1283,7243352.224596989,0.01198,200000,176036.49606706464,-23963.50393293536,0.8801824803353232
2020-04-22,1,0.5491266233657778,-5900.275405458161,15.7104,7243352.224596989,0.01277,200000,185193.29463801347,-14806.705361986533,0.9259664731900673
2020-04-23,0,-1.190789143558837,0.0,16.034,0.0,0.01428,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-24,-2,-1.606352290989896,0.0,15.9319,0.0,0.01468,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-25,-2,-1.5149574996063453,0.0,16.2283,0.0,0.01505,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-26,-2,-1.770163915118878,0.0,16.3588,0.0,0.01563,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-27,-2,-1.4239399238663086,0.0,16.4229,0.0,0.01544,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-28,-2,-1.600807816750305,0.0,16.34,0.0,0.01571,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-29,-2,-1.3138673616717218,0.0,17.3667,0.0,0.01642,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-04-30,0,-0.8037583064361482,0.0,16.9542,0.0,0.01543,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-01,0,-0.745358790407668,0.0,17.466,0.0,0.01585,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-02,-2,-1.3302286286929441,0.0,17.5333,0.0,0.01691,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-03,-2,-1.523985199166163,0.0,17.1071,0.0,0.01711,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-04,-2,-1.3634928313881627,0.0,17.0074,0.0,0.01697,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-05,-2,-1.2896454323500954,0.0,16.8886,0.0,0.01696,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-06,-2,-1.4763109637611131,0.0,16.3743,0.0,0.01704,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-07,-1,-1.189714316785656,5168.454696876009,17.0003,-5049728.757660989,0.0174,200000,175730.5607666024,-24269.4392333976,0.878652803833012
2020-05-08,-2,-1.267282119668289,0.0,17.1371,0.0,0.0179,200000,177548.38054290027,-22451.619457099732,0.8877419027145014
2020-05-09,-1,-1.0135434561918077,5292.021524250236,16.7751,-5155295.602290949,0.01722,200000,177548.38054290027,-22451.619457099732,0.8877419027145014
2020-05-10,-1,-0.6499613329331517,5292.021524250236,15.3506,-5155295.602290949,0.01533,200000,160266.3871932759,-39733.61280672409,0.8013319359663795
2020-05-11,-1,-0.557722074541605,5292.021524250236,15.0811,-5155295.602290949,0.01501,200000,157190.4927997574,-42809.5072002426,0.7859524639987869
2020-05-12,-2,-1.9950432608463546,0.0,15.7892,0.0,0.01727,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-13,-2,-2.959056008655627,0.0,16.2164,0.0,0.0203,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-14,-2,-2.2487763143051924,0.0,16.3777,0.0,0.02014,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-15,-2,-1.863802103293451,0.0,15.7222,0.0,0.01919,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-16,-2,-1.7578765995472048,0.0,16.058,0.0,0.01998,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-17,-2,-1.5421171386639132,0.0,16.2959,0.0,0.02025,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-18,-2,-1.3653758760058372,0.0,16.6299,0.0,0.02064,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-19,-2,-1.4939677231254875,0.0,17.2098,0.0,0.02226,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-20,-1,-1.0463528100845725,5414.961991969524,16.8998,-4391160.013046379,0.02084,200000,183023.5493437731,-16976.450656226894,0.9151177467188656
2020-05-21,-1,-0.7061568399039383,5414.961991969524,16.0888,-4391160.013046379,0.01919,200000,171386.6011467593,-28613.39885324071,0.8569330057337965
2020-05-22,-1,-0.8843919322399716,5414.961991969524,16.5864,-4391160.013046379,0.02039,200000,179350.478249619,-20649.521750381013,0.8967523912480949
2020-05-23,-1,-0.7145296374149872,5414.961991969524,16.48,-4391160.013046379,0.02006,200000,177325.24348936812,-22674.75651063188,0.8866262174468406
2020-05-24,-1,-0.5623248604039934,5414.961991969524,15.9624,-4391160.013046379,0.01927,200000,171053.44275201805,-28946.557247981953,0.8552672137600903
2020-05-25,-1,-1.1618975852847317,5414.961991969524,16.3807,-4391160.013046379,0.02132,200000,182320.39938000398,-17679.600619996025,0.9116019969000199
2020-05-26,-2,-2.3157259686051175,0.0,16.2159,0.0,0.02582,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-05-27,-2,-1.6214984504014835,0.0,16.47,0.0,0.0244,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-05-28,-2,-1.4275223283051952,0.0,17.0772,0.0,0.02518,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-05-29,-2,-1.4940959050860803,0.0,17.0031,0.0,0.02588,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-05-30,0,-0.6297204924477704,0.0,17.7277,0.0,0.02412,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-05-31,0,0.7476368798592746,0.0,17.0916,0.0,0.02048,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-06-01,0,0.7276131557630945,0.0,17.9477,0.0,0.02178,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-06-02,0,0.7802860021425708,0.0,17.2669,0.0,0.02081,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-06-03,0,0.5173691522793953,0.0,17.5779,0.0,0.02164,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-06-04,0,0.4418105689553847,0.0,17.517,0.0,0.02172,200000,208594.818715052,8594.81871505201,1.04297409357526
2020-06-05,1,1.1499312893893974,-5895.373421974858,17.6914,5060524.471495682,0.02061,200000,208594.81871505204,8594.818715052039,1.0429740935752603
2020-06-06,1,0.9590585801613983,-5895.373421974858,17.5511,5060524.471495682,0.02067,200000,208071.3292922387,8071.32929223869,1.0403566464611935
2020-06-07,1,1.0139552367909366,-5895.373421974858,17.4135,5060524.471495682,0.02031,200000,205438.3370996365,5438.337099636497,1.0271916854981824
2020-06-08,1,0.9486945468246141,-5895.373421974858,17.4489,5060524.471495682,0.02032,200000,205697.63856348937,5697.638563489367,1.0284881928174467
2020-06-09,1,0.9398560984668857,-5895.373421974858,17.3733,5060524.471495682,0.02015,200000,204391.65917263378,4391.659172633779,1.021958295863169
2020-06-10,1,0.36042000999494656,-5895.373421974858,17.406,5060524.471495682,0.02129,200000,210353.43578103743,10353.435781037435,1.0517671789051872
2020-06-11,1,0.47899507382557144,-5895.373421974858,16.2298,5060524.471495682,0.01962,200000,194968.22169471282,-5031.778305287182,0.9748411084735641
2020-06-12,1,0.29225384530170356,-5895.373421974858,16.6377,5060524.471495682,0.02047,200000,201674.3903143077,1674.390314307704,1.0083719515715386
2020-06-13,1,0.3151391708630743,-5895.373421974858,16.8101,5060524.471495682,0.02066,200000,203652.25234184036,3652.252341840358,1.0182612617092017
2020-06-14,0,0.187759972240521,0.0,16.5729,0.0,0.02056,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-15,0,0.02984696464054196,0.0,16.377,0.0,0.0204,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-16,0,-0.16708977962884447,0.0,16.4329,0.0,0.0206,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-17,0,-0.45889812284320225,0.0,16.3983,0.0,0.02073,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-18,0,-0.9086160647991022,0.0,16.1608,0.0,0.02041,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-19,-2,-1.4359910878242184,0.0,15.9512,0.0,0.02027,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-20,-2,-3.031459980805675,0.0,16.059,0.0,0.02259,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-21,-2,-1.7053630956648773,0.0,15.9775,0.0,0.02137,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-22,-2,-1.595089006215504,0.0,16.5051,0.0,0.02221,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-23,-2,-1.7637224346309266,0.0,16.3898,0.0,0.02261,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-24,-2,-1.730690586971137,0.0,15.9968,0.0,0.02239,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-25,-1,-1.1418072194585187,6357.785419531872,15.906,-4688314.088227815,0.02157,200000,202253.86976614792,2253.8697661479237,1.0112693488307396
2020-06-26,-1,-0.6441084102246372,6357.785419531872,15.7694,-4688314.088227815,0.02081,200000,197822.2775707867,-2177.7224292132887,0.9891113878539336
2020-06-27,0,-0.06122144510103968,0.0,15.1242,0.0,0.01935,200000,196816.3291312722,-3183.670868727786,0.984081645656361
2020-06-28,0,-0.2954607284844457,0.0,15.3782,0.0,0.02003,200000,196816.3291312722,-3183.670868727786,0.984081645656361
2020-06-29,0,0.32941667480988596,0.0,15.4656,0.0,0.01963,200000,196816.3291312722,-3183.670868727786,0.984081645656361
2020-06-30,1,1.0153402572163133,-6396.869730862082,15.3838,5193042.98499399,0.01895,200000,196816.3291312722,-3183.670868727786,0.984081645656361
2020-07-01,2,1.8684892337428018,0.0,15.8144,0.0,0.01869,200000,200921.01241347988,921.0124134798825,1.0046050620673994
2020-07-02,1,1.0146661340960301,-6538.950115647574,15.3634,5326644.019445385,0.01886,200000,200921.0124134799,921.0124134799116,1.0046050620673996
2020-07-03,1,0.5219380805278232,-6538.950115647574,15.2863,5326644.019445385,0.01923,200000,202387.71764675828,2387.717646758276,1.0119385882337915
2020-07-04,1,0.5618966666619598,-6538.950115647574,15.5548,5326644.019445385,0.01955,200000,205847.95183903218,5847.9518390321755,1.029239759195161
2020-07-05,1,0.9845941225333216,-6538.950115647574,15.4885,5326644.019445385,0.01908,200000,202910.8967572254,2910.8967572253896,1.014554483786127
2020-07-06,1,1.1195203912066725,-6538.950115647574,16.311,5326644.019445385,0.01992,200000,212763.56420367968,12763.564203679678,1.0638178210183984
2020-07-07,2,1.4354920277035024,0.0,16.8048,0.0,0.0201,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-08,0,0.4813768935261238,0.0,17.2819,0.0,0.02164,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-09,0,0.8478735920376383,0.0,16.8274,0.0,0.02064,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-10,0,0.852877852930802,0.0,17.3123,0.0,0.02115,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-11,0,0.9335400809039831,0.0,17.6205,0.0,0.02135,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-12,2,1.6877243117551757,0.0,18.2994,0.0,0.02122,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-13,0,0.6254448178766184,0.0,18.4046,0.0,0.02235,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-14,0,0.0723387588870123,0.0,18.079,0.0,0.02238,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-15,0,-0.6047916492344423,0.0,17.6351,0.0,0.02223,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-16,0,0.41736766791503704,0.0,17.1647,0.0,0.02091,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-17,0,-0.2638429178527005,0.0,17.0676,0.0,0.02114,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-18,0,-0.788374507339575,0.0,17.1507,0.0,0.02144,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-19,2,1.5918376141766075,0.0,18.0154,0.0,0.02126,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-20,0,-0.46699366334850023,0.0,17.4645,0.0,0.0216,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-21,0,0.9123596393059754,0.0,17.7285,0.0,0.02128,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-22,2,1.7232575327557194,0.0,18.09,0.0,0.02122,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-23,2,2.683977181650492,0.0,18.75,0.0,0.0211,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-24,2,3.014878666250031,0.0,19.1853,0.0,0.02062,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-25,2,2.639426504746773,0.0,19.8242,0.0,0.02091,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-26,2,2.091049314215597,0.0,19.5557,0.0,0.02072,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-27,2,2.388844440898334,0.0,19.7474,0.0,0.01995,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-28,2,1.9558953788679518,0.0,20.1732,0.0,0.02047,200000,203741.21652606202,3741.216526062024,1.01870608263031
2020-07-29,2,1.6105449640036842,0.0,19.899,0.0,0.02034,200000,203741.21652606202,3741.216526062024,1.01870608263031
