date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-02-07,0,0.7289864179096386,0.0,22.0555,0.0,0.04669,200000,194135.64873307664,-5864.3512669233605,0.9706782436653832
2020-02-08,2,1.3976120304477524,0.0,21.7888,0.0,0.04483,200000,194135.64873307664,-5864.3512669233605,0.9706782436653832
2020-02-09,2,1.586052477481102,0.0,24.38,0.0,0.04946,200000,194135.64873307664,-5864.3512669233605,0.9706782436653832
2020-02-10,2,2.370028265706279,0.0,25.1465,0.0,0.04853,200000,194135.64873307664,-5864.3512669233605,0.9706782436653832
2020-02-11,2,1.4387572424900417,0.0,25.6963,0.0,0.05124,200000,194135.64873307664,-5864.3512669233605,0.9706782436653832
2020-02-12,1,1.178898865637672,-3673.4303034153536,26.4243,1831122.8893895175,0.05301,200000,194135.64873307664,-5864.3512669233605,0.9706782436653832
2020-02-13,0,-0.11562890589221034,0.0,25.4579,0.0,0.05431,200000,188205.1859316497,-11794.8140683503,0.9410259296582485
2020-02-14,0,0.5518398686139335,0.0,26.3547,0.0,0.05425,200000,188205.1859316497,-11794.8140683503,0.9410259296582485
2020-02-15,0,0.5284187514410182,0.0,24.2576,0.0,0.04983,200000,188205.1859316497,-11794.8140683503,0.9410259296582485
2020-02-16,1,1.1458052317775946,-4035.3952719774975,23.3193,2023711.6766844054,0.0465,200000,188205.1859316497,-11794.8140683503,0.9410259296582485
2020-02-17,2,1.4961282764976758,0.0,23.4555,0.0,0.0458,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-18,0,0.9987747404768307,0.0,24.0821,0.0,0.04787,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-19,2,1.933221927592265,0.0,22.3709,0.0,0.04213,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-20,2,1.9485383928156628,0.0,22.1626,0.0,0.04101,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-21,2,1.3238670437188695,0.0,22.1888,0.0,0.04205,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-22,1,1.0541849332925084,-4328.195880116257,21.9689,2264484.4598877365,0.04199,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-23,1,1.0590268381185568,-4328.195880116257,22.8452,2264484.4598877365,0.04342,200000,197202.41576875743,-2797.5842312425666,0.9860120788437872
2020-02-24,2,1.5860772300260961,0.0,22.0965,0.0,0.04061,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-25,2,1.298981031765653,0.0,20.3193,0.0,0.03761,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-26,2,2.3058449099972718,0.0,18.7441,0.0,0.03268,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-27,2,2.2873235334111093,0.0,19.2,0.0,0.03278,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-28,2,1.9415357376017526,0.0,18.9838,0.0,0.03242,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-29,2,1.9653989506130625,0.0,19.23,0.0,0.03215,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-01,2,1.418577199221625,0.0,18.902,0.0,0.03232,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-02,0,0.9819410411857374,0.0,19.9289,0.0,0.03483,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-03,1,1.0612893571957556,-4922.965819382168,19.6882,2853233.313075066,0.03397,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-04,0,0.10663711231015176,0.0,19.95,0.0,0.03653,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-05,0,0.7192990064070947,0.0,20.7462,0.0,0.03638,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-06,0,0.7791883785979584,0.0,21.3389,0.0,0.03714,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-07,0,0.626269193498599,0.0,20.25,0.0,0.03539,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-08,0,0.23569761604864456,0.0,16.894,0.0,0.02999,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-09,0,0.8171447386714507,0.0,16.5888,0.0,0.02859,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-10,0,0.9275321944810373,0.0,16.8671,0.0,0.02883,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-11,0,0.8573540773950229,0.0,16.5705,0.0,0.0283,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-12,2,4.049380553042795,0.0,9.2566,0.0,0.01071,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-13,2,2.8723183638062295,0.0,10.9204,0.0,0.01262,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-14,2,2.555311681929614,0.0,10.1487,0.0,0.01116,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-15,2,2.085556612170236,0.0,10.3898,0.0,0.01147,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-16,2,2.053183879480244,0.0,9.4285,0.0,0.00987,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-17,2,1.701652763756101,0.0,10.2576,0.0,0.01088,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-18,2,1.541121471412039,0.0,10.3866,0.0,0.01092,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-19,2,1.461896178485085,0.0,12.2597,0.0,0.01264,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-20,1,1.0075511521275826,-7882.415271066921,11.9147,7163738.614048897,0.01311,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-21,1,0.8381316765973424,-7882.415271066921,12.1,7163738.614048897,0.01353,200000,192302.60822799132,-7697.391772008676,0.9615130411399566
2020-03-22,1,0.9938193118384135,-7882.415271066921,11.167,7163738.614048897,0.01187,200000,173056.50868076473,-26943.49131923527,0.8652825434038236
2020-03-23,1,0.7095374317055543,-7882.415271066921,12.1887,7163738.614048897,0.01348,200000,192643.59153183253,-7356.408468167472,0.9632179576591626
2020-03-24,1,0.6334681793380017,-7882.415271066921,12.426,7163738.614048897,0.01374,200000,196376.66071530944,-3623.3392846905626,0.9818833035765472
2020-03-25,1,0.3108478840874897,-7882.415271066921,12.3251,7163738.614048897,0.0143,200000,199593.01863832615,-406.9813616738538,0.9979650931916307
2020-03-26,1,0.6190398262599602,-7882.415271066921,13.199,7163738.614048897,0.01429,200000,206409.82395757106,6409.823957571061,1.0320491197878554
2020-03-27,1,0.23775397858266362,-7882.415271066921,12.3354,7163738.614048897,0.01405,200000,197883.27286210592,-2116.7271378940786,0.9894163643105296
2020-03-28,1,0.3128774420176033,-7882.415271066921,12.1888,7163738.614048897,0.01354,200000,193074.20409020258,-6925.7959097974235,0.9653710204510129
2020-03-29,1,0.2519018455183799,-7882.415271066921,11.3008,7163738.614048897,0.0125,200000,178624.33117088428,-21375.66882911572,0.8931216558544214
2020-03-30,0,-0.17304806398745753,0.0,12.1365,0.0,0.01381,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-03-31,0,-0.45740120156952313,0.0,12.5451,0.0,0.01404,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-01,0,-0.2769606996717548,0.0,12.72,0.0,0.01411,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-02,0,-0.40427903037999074,0.0,13.0166,0.0,0.01446,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-03,0,0.4029127141251416,0.0,13.3615,0.0,0.01447,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-04,0,0.625003488432629,0.0,13.7606,0.0,0.01478,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-05,2,1.4041329649875225,0.0,13.6888,0.0,0.01437,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-06,2,1.7412176755577509,0.0,15.1989,0.0,0.01573,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-07,0,0.9466615685826915,0.0,14.7266,0.0,0.01564,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-08,0,0.9508833939959901,0.0,15.0888,0.0,0.01609,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-09,0,-0.4855494034429084,0.0,15.0096,0.0,0.0167,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-10,0,0.3524106206823868,0.0,13.72,0.0,0.01487,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-11,0,0.49539798352026426,0.0,13.807,0.0,0.01492,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-12,2,1.255908141345938,0.0,14.2808,0.0,0.01505,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-13,2,2.5801945531814305,0.0,15.0277,0.0,0.01491,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-14,2,2.7412846997062545,0.0,15.6148,0.0,0.015,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-15,2,2.098352576407776,0.0,14.5755,0.0,0.01411,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-16,2,2.1495636944859724,0.0,15.7394,0.0,0.01491,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-17,2,1.6369165267862604,0.0,15.64,0.0,0.01502,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-18,2,1.9173066056603505,0.0,16.6137,0.0,0.01544,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-19,1,1.1084850184624897,-5743.200249486583,16.0683,5934627.946548249,0.01555,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-20,1,1.1407427460410753,-5743.200249486583,14.9892,5934627.946548249,0.01438,200000,171425.9270509681,-28574.07294903189,0.8571296352548405
2020-04-21,1,1.1469976770541117,-5743.200249486583,15.1283,5934627.946548249,0.01441,200000,172402.84504406812,-27597.15495593188,0.8620142252203407
2020-04-22,1,1.1251300440296446,-5743.200249486583,15.7104,5934627.946548249,0.01489,200000,178594.58332363743,-21405.41667636257,0.8929729166181871
2020-04-23,1,0.8442660440765477,-5743.200249486583,16.034,5934627.946548249,0.01536,200000,183242.35805924895,-16757.641940751055,0.9162117902962448
2020-04-24,0,-0.9574851946414631,0.0,15.9319,0.0,0.01693,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-25,-2,-2.640480232048872,0.0,16.2283,0.0,0.02032,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-26,-2,-1.4506976081994007,0.0,16.3588,0.0,0.01874,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-27,-2,-1.9443752605746398,0.0,16.4229,0.0,0.02023,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-28,-2,-1.8601370023231312,0.0,16.34,0.0,0.02055,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-29,-2,-1.399488427059479,0.0,17.3667,0.0,0.02094,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-30,-1,-1.1258779650364417,5178.47406711564,16.9542,-4396438.909799297,0.01997,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-05-01,-1,-1.0424999527829688,5178.47406711564,17.466,-4396438.909799297,0.02053,200000,180706.11887442134,-19293.881125578657,0.9035305943721067
2020-05-02,-1,-0.8549456825470518,5178.47406711564,17.5333,-4396438.909799297,0.02029,200000,179999.48484078638,-20000.515159213624,0.8999974242039319
2020-05-03,-1,-0.8722873480389586,5178.47406711564,17.1071,-4396438.909799297,0.02005,200000,176737.27385502987,-23262.726144970133,0.8836863692751493
2020-05-04,-1,-0.3788055556556073,5178.47406711564,17.0074,-4396438.909799297,0.0189,200000,171165.07524426928,-28834.924755730724,0.8558253762213464
2020-05-05,-1,-0.662260109405734,5178.47406711564,16.8886,-4396438.909799297,0.01959,200000,173583.41537285742,-26416.584627142583,0.8679170768642871
2020-05-06,-1,-0.3829992326127961,5178.47406711564,16.3743,-4396438.909799297,0.01852,200000,166215.9365266546,-33784.06347334539,0.831079682633273
2020-05-07,0,0.24385375977257853,0.0,17.0003,0.0,0.01806,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-08,0,-0.022962383007602834,0.0,17.1371,0.0,0.01889,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-09,0,-0.11191347687009325,0.0,16.7751,0.0,0.01879,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-10,0,-0.3237320568987228,0.0,15.3506,0.0,0.01768,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-11,0,0.04682984873312977,0.0,15.0811,0.0,0.01697,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-12,0,0.1355342858663335,0.0,15.7892,0.0,0.01785,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-13,0,0.16545171792304697,0.0,16.2164,0.0,0.01853,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-14,0,-0.5755057044727577,0.0,16.3777,0.0,0.01944,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-15,-2,-1.6031493551368325,0.0,15.7222,0.0,0.0195,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-16,-2,-2.524411870784348,0.0,16.058,0.0,0.02156,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-17,-2,-1.4086534541238287,0.0,16.2959,0.0,0.02058,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-18,0,-0.8071756632074248,0.0,16.6299,0.0,0.02023,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-19,0,-0.4282575501924717,0.0,17.2098,0.0,0.0205,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-20,0,0.005775741766397247,0.0,16.8998,0.0,0.01967,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-21,0,-0.41214942019183487,0.0,16.0888,0.0,0.01915,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-22,0,-0.8950416025876067,0.0,16.5864,0.0,0.02034,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-23,0,-0.6905836140532844,0.0,16.48,0.0,0.02003,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-24,-1,-1.1014301382278613,5229.72247547904,15.9624,-4176034.119188926,0.01999,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-25,-2,-2.172840325051212,0.0,16.3807,0.0,0.02256,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-26,-2,-2.3939250745106726,0.0,16.2159,0.0,0.02386,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-27,-2,-1.6316051684626136,0.0,16.47,0.0,0.02294,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-28,0,-0.692308962790212,0.0,17.0772,0.0,0.02211,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-29,0,-0.9836824660921131,0.0,17.0031,0.0,0.02271,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-30,0,-0.21855447781367474,0.0,17.7277,0.0,0.02242,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-31,0,-0.5806611706911636,0.0,17.0916,0.0,0.02233,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-01,0,-0.6649931679409807,0.0,17.9477,0.0,0.02372,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-02,0,-0.7235545125709432,0.0,17.2669,0.0,0.02303,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-03,-2,-1.4914044369476074,0.0,17.5779,0.0,0.02496,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-04,-1,-1.1574581298737774,5009.495314836899,17.517,-3578765.474306605,0.02452,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-05,-1,-1.1210542699085022,5009.495314836899,17.6914,-3578765.474306605,0.02481,200000,177414.15683045238,-22585.843169547617,0.8870707841522619
2020-06-06,-2,-2.2342769434013916,0.0,17.5511,0.0,0.02799,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-07,-2,-1.8379962685607805,0.0,17.4135,0.0,0.02752,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-08,-2,-1.4923740860285049,0.0,17.4489,0.0,0.02709,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-09,-2,-1.5426966956646542,0.0,17.3733,0.0,0.02752,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-10,-2,-1.8617074254907473,0.0,17.406,0.0,0.02926,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-11,-2,-1.3607007346721234,0.0,16.2298,0.0,0.02621,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-12,-2,-1.457276333496493,0.0,16.6377,0.0,0.02755,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-13,-2,-1.7802537488476626,0.0,16.8101,0.0,0.02961,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-14,-2,-1.52872631575621,0.0,16.5729,0.0,0.02905,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-15,-2,-1.3461266714692708,0.0,16.377,0.0,0.02858,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-16,-2,-1.9272026433131064,0.0,16.4329,0.0,0.03274,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-17,-2,-1.4454050627483992,0.0,16.3983,0.0,0.03102,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-18,-2,-1.2812597538460784,0.0,16.1608,0.0,0.03046,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-19,-2,-1.390649757511884,0.0,15.9512,0.0,0.0312,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-20,-2,-1.2035994139538582,0.0,16.059,0.0,0.03097,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-21,-1,-1.1893113636979247,5875.454585060364,15.9775,-3011712.4040039126,0.03117,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-22,-1,-0.9259357531438017,5875.454585060364,16.5051,-3011712.4040039126,0.03128,200000,191181.3294691222,-8818.670530877804,0.955906647345611
2020-06-23,-1,-0.5903309444108568,5875.454585060364,16.3898,-3011712.4040039126,0.03004,200000,186769.36617449988,-13230.633825500117,0.9338468308724994
2020-06-24,-1,-0.38114506601224407,5875.454585060364,15.9968,-3011712.4040039126,0.02888,200000,180966.7261339266,-19033.273866073403,0.904833630669633
2020-06-25,0,-0.01440691973953502,0.0,15.906,0.0,0.02803,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-06-26,0,0.21704219142095843,0.0,15.7694,0.0,0.02742,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-06-27,0,0.34598079522990655,0.0,15.1242,0.0,0.02621,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-06-28,0,0.49564454245925493,0.0,15.3782,0.0,0.02662,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-06-29,0,0.362131008398129,0.0,15.4656,0.0,0.02722,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-06-30,0,0.022086908111044773,0.0,15.3838,0.0,0.02772,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-01,0,0.5579794460454602,0.0,15.8144,0.0,0.02788,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-02,0,-0.6833498158905491,0.0,15.3634,0.0,0.02895,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-03,-2,-1.7063866166576238,0.0,15.2863,0.0,0.03069,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-04,0,-0.6747828608252432,0.0,15.5548,0.0,0.02968,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-05,0,0.46614844807457,0.0,15.4885,0.0,0.02799,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-06,0,-0.7371364927814438,0.0,16.311,0.0,0.03112,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-07,0,-0.7705781174918453,0.0,16.8048,0.0,0.03214,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-08,-2,-2.2515604806842147,0.0,17.2819,0.0,0.0365,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-09,-2,-1.9346228649215973,0.0,16.8274,0.0,0.03538,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-10,-2,-1.2706067771418676,0.0,17.3123,0.0,0.03504,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-11,-2,-1.9877508136801045,0.0,17.6205,0.0,0.0383,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-12,-2,-2.3554573594307664,0.0,18.2994,0.0,0.04318,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-13,-2,-2.41121291664303,0.0,18.4046,0.0,0.04705,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-14,-2,-1.9795305152750189,0.0,18.079,0.0,0.04591,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-15,-2,-2.088310688028146,0.0,17.6351,0.0,0.04875,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-16,-2,-2.1301143568507954,0.0,17.1647,0.0,0.05205,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-17,-2,-1.7860076945159873,0.0,17.0676,0.0,0.05088,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-18,-2,-1.7848280259733253,0.0,17.1507,0.0,0.05448,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-19,-2,-1.4159054945350766,0.0,18.0154,0.0,0.05423,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-20,-2,-1.4554570919597993,0.0,17.4645,0.0,0.0556,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-21,-2,-1.3264338261240436,0.0,17.7285,0.0,0.05648,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-22,-1,-1.0364277354453755,4939.565210609824,18.09,-1628813.9748438154,0.05486,200000,178713.46931986342,-21286.53068013658,0.8935673465993171
2020-07-23,-1,-0.6861017875224553,4939.565210609824,18.75,-1628813.9748438154,0.0531,200000,179106.8697631408,-20893.1302368592,0.895534348815704
2020-07-24,0,-0.19916823588767563,0.0,19.1853,0.0,0.04941,200000,164426.1273817837,-35573.87261821629,0.8221306369089185
2020-07-25,0,-0.02830305211879585,0.0,19.8242,0.0,0.05028,200000,164426.1273817837,-35573.87261821629,0.8221306369089185
2020-07-26,0,-0.28672029933465315,0.0,19.5557,0.0,0.05289,200000,164426.1273817837,-35573.87261821629,0.8221306369089185
2020-07-27,-1,-1.0246601264586408,4163.234840581133,19.7474,-1321540.9691511309,0.06221,200000,164426.1273817837,-35573.87261821629,0.8221306369089185
2020-07-28,-2,-1.5390384357878204,0.0,20.1732,0.0,0.07266,200000,176463.52511429356,-23536.47488570644,0.8823176255714678
2020-07-29,-2,-1.250791720327852,0.0,19.899,0.0,0.06878,200000,176463.52511429356,-23536.47488570644,0.8823176255714678
2020-07-30,-2,-1.7084759904982858,0.0,19.97,0.0,0.07629,200000,176463.52511429356,-23536.47488570644,0.8823176255714678
2020-07-31,-2,-1.3473693162906464,0.0,20.6615,0.0,0.07437,200000,176463.52511429356,-23536.47488570644,0.8823176255714678
