date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-08-03,2,1.566130169611487,0.0,82.3,0.0,0.3754,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-04,2,1.2368993204877747,0.0,84.93,0.0,0.3971,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-05,2,2.0510241689219235,0.0,97.46,0.0,0.3899,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-06,2,1.7317545272603878,0.0,96.75,0.0,0.3898,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-07,2,1.5615637375082885,0.0,94.42,0.0,0.3783,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-08,2,1.3080715500352973,0.0,97.08,0.0,0.3963,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-09,0,0.4412196050077427,0.0,92.01,0.0,0.4258,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-10,0,-0.22696988607534652,0.0,89.01,0.0,0.4545,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-11,0,-0.4329600148367113,0.0,80.88,0.0,0.4217,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-12,0,-0.7467890354411981,0.0,83.52,0.0,0.4512,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-13,-1,-1.035562317073604,1154.2241523769092,87.4,-206846.81344626177,0.4877,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-14,-2,-1.8593066646950496,0.0,85.03,0.0,0.5501,200000,217401.13423566375,17401.134235663747,1.0870056711783187
2020-08-15,-2,-1.40241619796109,0.0,85.12,0.0,0.5104,200000,217401.13423566375,17401.134235663747,1.0870056711783187
2020-08-16,-2,-1.5253748781807712,0.0,85.3,0.0,0.5368,200000,217401.13423566375,17401.134235663747,1.0870056711783187
2020-08-17,-1,-1.0675853044789803,1253.1769324167844,86.74,-214695.96507570983,0.5063,200000,217401.13423566375,17401.134235663747,1.0870056711783187
2020-08-18,-1,-1.1055013185004803,1253.1769324167844,83.14,-214695.96507570983,0.4951,200000,210485.1024701154,10485.10247011541,1.052425512350577
2020-08-19,-1,-1.0469845348350921,1253.1769324167844,76.3,-214695.96507570983,0.4547,200000,193239.6552633259,-6760.344736674102,0.9661982763166295
2020-08-20,-2,-1.528492872269871,0.0,78.87,0.0,0.5412,200000,234756.52587492613,34756.52587492613,1.1737826293746307
2020-08-21,-2,-1.6787339495933171,0.0,73.56,0.0,0.5576,200000,234756.52587492613,34756.52587492613,1.1737826293746307
2020-08-22,-2,-1.748791177846821,0.0,76.88,0.0,0.6455,200000,234756.52587492613,34756.52587492613,1.1737826293746307
2020-08-23,-1,-1.1580311727007035,1391.397142454517,84.36,-191388.0041373929,0.6133,200000,234756.52587492613,34756.52587492613,1.1737826293746307
2020-08-24,-1,-1.1806481863361489,1391.397142454517,80.26,-191388.0041373929,0.6116,200000,228726.43798382906,28726.437983829062,1.1436321899191453
2020-08-25,-2,-1.2007655284316734,0.0,72.93,0.0,0.5779,200000,243885.05986671755,43885.05986671755,1.2194252993335877
2020-08-26,-2,-1.3278024875157666,0.0,75.0,0.0,0.6398,200000,243885.05986671755,43885.05986671755,1.2194252993335877
2020-08-27,-1,-1.1008236772168285,1690.5937880681934,72.13,-209703.40487250005,0.5815,200000,243885.05986671755,43885.05986671755,1.2194252993335877
2020-08-28,-1,-1.0918627482688288,1690.5937880681934,76.24,-209703.40487250005,0.6149,200000,257837.4940584193,57837.49405841931,1.2891874702920965
2020-08-29,-1,-1.0300060173531695,1690.5937880681934,78.68,-209703.40487250005,0.6333,200000,265821.08555095975,65821.08555095975,1.3291054277547987
2020-08-30,-1,-0.6648714797763609,1690.5937880681934,81.11,-209703.40487250005,0.6153,200000,266154.56716826046,66154.56716826046,1.3307728358413022
2020-08-31,-1,-0.6056729216690061,1690.5937880681934,78.29,-209703.40487250005,0.5953,200000,257193.02458845815,57193.02458845815,1.2859651229422908
2020-09-01,0,-0.010777358513229737,0.0,83.17,0.0,0.5838,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-02,0,-0.1144506660608846,0.0,75.9,0.0,0.5476,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-03,0,-0.5377200510280603,0.0,56.77,0.0,0.437,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-04,0,-0.49785410629684335,0.0,59.64,0.0,0.4613,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-05,0,-0.13045158041430413,0.0,55.98,0.0,0.417,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-06,0,-0.041175133223003875,0.0,58.92,0.0,0.4401,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-07,1,1.0523623742415076,-1824.3066786101797,61.86,264847.7144774131,0.4261,200000,225703.22227765142,25703.222277651425,1.1285161113882571
2020-09-08,2,1.5689973507048878,0.0,58.69,0.0,0.4036,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-09,2,1.421338447085605,0.0,59.92,0.0,0.4165,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-10,0,0.4520132781843607,0.0,62.07,0.0,0.4562,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-11,0,0.986510019759641,0.0,63.32,0.0,0.4483,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-12,0,0.03812477757409948,0.0,65.68,0.0,0.492,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-13,0,-0.33518500006973756,0.0,62.54,0.0,0.4792,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-14,-2,-1.235062111158711,0.0,63.28,0.0,0.5144,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-15,-2,-2.012387946338636,0.0,59.4,0.0,0.5096,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-16,-2,-1.7249220809744445,0.0,58.34,0.0,0.4953,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-17,0,-0.7139484811432464,0.0,59.65,0.0,0.4707,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-18,-2,-1.2587458257865562,0.0,57.9,0.0,0.4754,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-19,0,-0.9266127728311061,0.0,57.97,0.0,0.4672,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-20,0,-0.7086250932802979,0.0,57.6,0.0,0.4585,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-21,0,-0.649251827208301,0.0,51.63,0.0,0.4115,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-22,0,-0.37851481482375066,0.0,53.31,0.0,0.4187,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-23,0,0.962715260965883,0.0,51.84,0.0,0.3715,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-24,0,0.43791545329052256,0.0,55.16,0.0,0.4079,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-25,0,0.17473941848854724,0.0,54.87,0.0,0.4131,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-26,0,0.08076327050573957,0.0,56.2,0.0,0.4261,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-27,0,0.3760079636167084,0.0,55.55,0.0,0.4155,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-28,2,1.2694225571371531,0.0,56.22,0.0,0.4009,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-29,2,1.7234724038498268,0.0,61.25,0.0,0.4261,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-09-30,2,2.322290118997867,0.0,64.1,0.0,0.4206,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-01,2,1.8114524721200445,0.0,64.67,0.0,0.4333,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-02,2,2.421934516969582,0.0,63.85,0.0,0.3948,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-03,2,1.6765245074102524,0.0,60.73,0.0,0.3896,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-04,2,1.735876937914554,0.0,63.12,0.0,0.3942,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-05,2,1.9391385662484988,0.0,65.76,0.0,0.3936,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-06,2,1.9461814395450114,0.0,61.48,0.0,0.3583,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-07,2,1.4609682616007007,0.0,61.48,0.0,0.3683,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-08,1,1.139666253777168,-1821.900658833674,61.99,297993.7251744049,0.379,200000,225879.24368219892,25879.243682198925,1.1293962184109947
2020-10-09,1,0.8014633487091896,-1821.900658833674,63.52,297993.7251744049,0.3982,200000,234388.231213563,34388.231213563005,1.171941156067815
2020-10-10,2,1.3394143855583045,0.0,66.79,0.0,0.3931,200000,230422.65531964146,30422.65531964146,1.1521132765982074
2020-10-11,2,1.9251929978419502,0.0,72.46,0.0,0.3959,200000,230422.65531964146,30422.65531964146,1.1521132765982074
2020-10-12,2,1.5163495907427105,0.0,72.93,0.0,0.4075,200000,230422.65531964146,30422.65531964146,1.1521132765982074
2020-10-13,0,0.9082003428861668,0.0,70.07,0.0,0.4102,200000,230422.65531964146,30422.65531964146,1.1521132765982074
2020-10-14,1,1.1374258416726009,-1675.8011295973924,68.75,295337.9329910811,0.3901,200000,230422.65531964146,30422.65531964146,1.1521132765982074
2020-10-15,2,1.223885746925845,0.0,68.24,0.0,0.3808,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-16,0,0.5584078955930712,0.0,62.59,0.0,0.3676,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-17,0,0.07478606608663697,0.0,62.99,0.0,0.3814,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-18,0,0.16507146199160286,0.0,64.42,0.0,0.385,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-19,0,0.4951200741932674,0.0,64.08,0.0,0.3738,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-20,0,-0.522764379055591,0.0,57.85,0.0,0.3544,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-21,0,-0.038189924575824985,0.0,62.72,0.0,0.3728,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-22,0,0.39001887765192816,0.0,65.54,0.0,0.3817,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-23,0,-0.14768097620533593,0.0,63.26,0.0,0.3749,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-24,0,0.28126960869402584,0.0,64.14,0.0,0.3732,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-25,0,-0.20862758069077286,0.0,62.77,0.0,0.3711,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-26,0,-0.5852716295090516,0.0,60.2,0.0,0.3611,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-27,0,0.19228730123655324,0.0,61.2,0.0,0.357,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-28,0,-0.6085760474010441,0.0,56.8,0.0,0.3399,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-29,0,-0.5013653955046441,0.0,56.87,0.0,0.3376,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-30,2,1.8713124210918002,0.0,58.21,0.0,0.32,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-10-31,2,2.048575721549327,0.0,58.16,0.0,0.3181,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-01,0,0.20064815322596977,0.0,58.17,0.0,0.3377,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-02,0,-0.0509172435377245,0.0,54.77,0.0,0.3204,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-03,0,-0.45014407661076095,0.0,53.2,0.0,0.3157,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-04,0,0.5494602692718227,0.0,54.09,0.0,0.3124,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-05,2,1.6292785728656882,0.0,56.69,0.0,0.316,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-06,0,-0.08483294065668012,0.0,61.57,0.0,0.3604,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-07,0,-0.09346466470474502,0.0,57.4,0.0,0.3357,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-08,0,0.21977309223661096,0.0,60.61,0.0,0.3512,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-09,0,-0.43262925690055454,0.0,58.42,0.0,0.3439,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-10,-2,-1.4029595856214425,0.0,59.06,0.0,0.3578,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-11,-2,-1.6046455758271332,0.0,58.92,0.0,0.3613,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-12,0,0.2252511910121894,0.0,62.99,0.0,0.365,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-13,0,0.8409860312202336,0.0,65.8,0.0,0.3739,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-14,2,1.6487096956272616,0.0,63.9,0.0,0.3522,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-15,1,1.1507043094551483,-1899.2367521285466,61.16,340637.30134950706,0.341,200000,232314.63952036382,32314.639520363824,1.161573197601819
2020-11-16,2,1.5661238880005979,0.0,64.55,0.0,0.3529,200000,234699.4682240205,34699.4682240205,1.1734973411201026
2020-11-17,2,1.5480273188287892,0.0,66.82,0.0,0.3631,200000,234699.4682240205,34699.4682240205,1.1734973411201026
2020-11-18,1,1.082939887337803,-1857.6814011716044,63.17,337794.283569402,0.3474,200000,234699.4682240205,34699.4682240205,1.1734973411201026
2020-11-19,1,0.8779333621730854,-1857.6814011716044,62.38,337794.283569402,0.3458,200000,232691.4290633839,32691.429063383897,1.1634571453169196
2020-11-20,0,0.029435903493267475,0.0,63.23,0.0,0.362,200000,229879.1325679775,29879.132567977504,1.1493956628398876
2020-11-21,0,0.6577949547776689,0.0,72.62,0.0,0.4062,200000,229879.1325679775,29879.132567977504,1.1493956628398876
2020-11-22,0,0.31793587881102714,0.0,68.79,0.0,0.3886,200000,229879.1325679775,29879.132567977504,1.1493956628398876
2020-11-23,1,1.013835070810024,-1445.4170810360758,79.52,262779.0724371028,0.4374,200000,229879.13256797753,29879.132567977533,1.1493956628398876
2020-11-24,2,1.5398104530044612,0.0,86.8,0.0,0.4662,200000,232833.7316317316,32833.731631731614,1.164168658158658
2020-11-25,-2,-1.5202394644669328,0.0,78.15,0.0,0.4722,200000,232833.7316317316,32833.731631731614,1.164168658158658
2020-11-26,0,-0.3276860756161536,0.0,70.16,0.0,0.4039,200000,232833.7316317316,32833.731631731614,1.164168658158658
2020-11-27,0,-0.13126761413265994,0.0,69.5,0.0,0.3966,200000,232833.7316317316,32833.731631731614,1.164168658158658
2020-11-28,1,1.1766188553095134,-1545.8354244571212,75.31,285475.39434984257,0.4078,200000,232833.7316317316,32833.731631731614,1.164168658158658
2020-11-29,1,0.9768357797674103,-1545.8354244571212,75.06,285475.39434984257,0.4079,200000,232475.8203150523,32475.82031505229,1.1623791015752614
2020-11-30,1,0.23677499307345198,-1545.8354244571212,78.91,285475.39434984257,0.4394,200000,247419.76162123226,47419.76162123226,1.2370988081061614
2020-12-01,0,0.020394202969463992,0.0,74.82,0.0,0.4179,200000,229192.97079081417,29192.97079081417,1.1459648539540708
2020-12-02,0,-0.780255066465166,0.0,76.66,0.0,0.4373,200000,229192.97079081417,29192.97079081417,1.1459648539540708
2020-12-03,-2,-1.372349901010903,0.0,75.69,0.0,0.4402,200000,229192.97079081417,29192.97079081417,1.1459648539540708
2020-12-04,-1,-1.0683164471861248,1660.57796544569,69.01,-287137.27235130814,0.3991,200000,229192.97079081417,29192.97079081417,1.1459648539540708
2020-12-05,-2,-1.4600462465315158,0.0,71.83,0.0,0.4227,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-06,0,0.48465985876760814,0.0,74.61,0.0,0.4134,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-07,0,0.2888109076521298,0.0,75.57,0.0,0.4219,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-08,0,0.3388164452003412,0.0,69.61,0.0,0.3884,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-09,0,0.25982337136471884,0.0,69.38,0.0,0.3882,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-10,0,-0.6553130628193963,0.0,65.96,0.0,0.3791,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-11,0,-0.0668443564158894,0.0,63.71,0.0,0.3601,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-12,0,-0.9812861537909434,0.0,65.95,0.0,0.3838,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-13,0,-0.08176440785415533,0.0,68.25,0.0,0.3871,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-14,-2,-1.5955947133225084,0.0,68.0,0.0,0.4052,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-15,-2,-1.4867356624151067,0.0,67.63,0.0,0.4001,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-16,0,-0.7818024934135371,0.0,73.21,0.0,0.4251,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-17,1,1.1233434226042154,-1556.8563580758494,74.28,282953.9767014292,0.4087,200000,231286.5805557482,31286.580555748194,1.156432902778741
2020-12-18,0,-1.1028126288388587,0.0,73.89,0.0,0.4336,200000,223633.85255623306,23633.85255623306,1.1181692627811652
2020-12-19,-2,-1.2266051665578905,0.0,73.5,0.0,0.4338,200000,223633.85255623306,23633.85255623306,1.1181692627811652
2020-12-20,0,-0.5028503440900306,0.0,73.69,0.0,0.4277,200000,223633.85255623306,23633.85255623306,1.1181692627811652
2020-12-21,-1,-1.1090242188549533,1649.947266904479,67.77,-279193.324040241,0.4005,200000,223633.85255623306,23633.85255623306,1.1181692627811652
2020-12-22,-1,-0.7126063838984553,1649.947266904479,67.64,-279193.324040241,0.3964,200000,222274.66678297048,22274.666782970482,1.1113733339148524
2020-12-23,-2,-2.7938337012719012,0.0,55.42,0.0,0.3529,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-24,-2,-1.3759553570503342,0.0,62.1,0.0,0.3781,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-25,-2,-1.8939456245442616,0.0,64.27,0.0,0.4034,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-26,-2,-1.6240963336532392,0.0,66.56,0.0,0.4167,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-27,0,-0.5239838115512199,0.0,66.97,0.0,0.4014,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-28,-2,-2.1144796684490985,0.0,69.04,0.0,0.4496,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-29,-2,-2.880079589675203,0.0,65.33,0.0,0.4673,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-30,-2,-2.5416686655485248,0.0,64.09,0.0,0.4728,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2020-12-31,-2,-2.030980331652296,0.0,63.91,0.0,0.4665,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-01,-2,-2.30880436568903,0.0,56.6,0.0,0.4497,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-02,-2,-1.6458867325476392,0.0,57.46,0.0,0.434,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-03,-2,-1.9335141041843025,0.0,59.35,0.0,0.4864,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-04,-2,-1.9444558105613927,0.0,60.34,0.0,0.523,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-05,-2,-1.9260628649278262,0.0,59.64,0.0,0.5472,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-06,-2,-1.9434297177793913,0.0,63.92,0.0,0.6253,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-07,-1,-1.130020318486016,1702.7387385844127,67.75,-200976.5671412787,0.574,200000,230721.09907818792,30721.099078187923,1.1536054953909396
2021-01-08,-2,-1.3572288143762075,0.0,68.59,0.0,0.628,200000,240143.53316340607,40143.53316340607,1.2007176658170304
2021-01-09,-1,-1.0293154674578313,1530.7466417861174,78.44,-175312.84360009205,0.6849,200000,240143.53316340607,40143.53316340607,1.2007176658170304
2021-01-10,0,0.6714371428568294,0.0,96.37,0.0,0.6342,200000,203808.88470565632,3808.8847056563245,1.0190444235282816
2021-01-11,0,0.4699885159739123,0.0,88.24,0.0,0.6058,200000,203808.88470565632,3808.8847056563245,1.0190444235282816
2021-01-12,2,1.7421554285864052,0.0,99.72,0.0,0.5695,200000,203808.88470565632,3808.8847056563245,1.0190444235282816
2021-01-13,2,2.0506125116906855,0.0,117.35,0.0,0.6271,200000,203808.88470565632,3808.8847056563245,1.0190444235282816
2021-01-14,2,1.7810113778120404,0.0,111.71,0.0,0.603,200000,203808.88470565632,3808.8847056563245,1.0190444235282816
2021-01-15,1,1.1104376603963306,-986.9679646763018,103.25,166728.47243590996,0.6112,200000,203808.88470565632,3808.8847056563245,1.0190444235282816
2021-01-16,1,0.92491983393319,-986.9679646763018,108.08,166728.47243590996,0.66,200000,216712.28942991525,16712.289429915254,1.0835614471495763
2021-01-17,1,0.5620938749597398,-986.9679646763018,102.25,166728.47243590996,0.6625,200000,211375.08737694222,11375.087376942218,1.056875436884711
2021-01-18,0,-0.006250768038159188,0.0,103.98,0.0,0.7455,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-19,0,0.26820496876890554,0.0,102.42,0.0,0.6956,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-20,0,-0.6224643274622982,0.0,98.99,0.0,0.8043,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-21,0,-0.7670462308008879,0.0,82.92,0.0,0.6985,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-22,0,-0.5869439879062964,0.0,86.94,0.0,0.7073,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-23,0,-0.7611120024311178,0.0,85.95,0.0,0.7289,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-24,0,-0.750637507171933,0.0,90.0,0.0,0.7598,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-25,-1,-1.1129856500677495,1036.1687192611635,87.89,-112597.51327381757,0.8088,200000,182137.7374717273,-17862.262528272695,0.9106886873586365
2021-01-26,-2,-1.4274543122526988,0.0,89.26,0.0,0.8941,200000,190322.75420859613,-9677.245791403868,0.9516137710429806
2021-01-27,-2,-1.3935627524900938,0.0,78.41,0.0,0.7986,200000,190322.75420859613,-9677.245791403868,0.9516137710429806
2021-01-28,-1,-1.0927945245153927,1096.0766770824473,86.82,-116576.475688225,0.8163,200000,190322.75420859613,-9677.245791403868,0.9516137710429806
2021-01-29,-1,-1.0580272414422962,1096.0766770824473,85.49,-116576.475688225,0.8025,200000,187256.21686357897,-12743.783136421029,0.9362810843178948
2021-01-30,-1,-0.8408637836983063,1096.0766770824473,84.51,-116576.475688225,0.7655,200000,181868.73211957386,-18131.267880426138,0.9093436605978693
2021-01-31,-1,-0.500710978079575,1096.0766770824473,85.65,-116576.475688225,0.7202,200000,177837.34518277127,-22162.65481722873,0.8891867259138564
2021-02-01,-1,-0.5380366460640528,1096.0766770824473,88.69,-116576.475688225,0.7669,200000,186613.53969574202,-13386.460304257984,0.9330676984787101
2021-02-02,-1,-0.40664704558676756,1096.0766770824473,92.37,-116576.475688225,0.7886,200000,193176.8113898399,-6823.188610160112,0.9658840569491994
2021-02-03,-1,-0.2805213149855927,1096.0766770824473,95.23,-116576.475688225,0.8069,200000,198444.9401913902,-1555.0598086098034,0.992224700956951
2021-02-04,0,-0.17464413428618378,0.0,90.0,0.0,0.7617,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-05,0,-0.20689923015423417,0.0,96.44,0.0,0.8324,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-06,0,-0.23663328596286298,0.0,94.24,0.0,0.8262,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-07,0,-0.34441265409716115,0.0,92.3,0.0,0.8249,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-08,0,0.3020033514922601,0.0,98.01,0.0,0.8455,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-09,0,0.3346214482184114,0.0,108.77,0.0,0.9404,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-10,-2,-2.274285812140415,0.0,116.41,0.0,1.227,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-11,0,-0.6077385118906232,0.0,142.34,0.0,1.3298,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-12,-2,-1.3939537495037024,0.0,142.79,0.0,1.4273,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-13,0,-0.15055610809069644,0.0,176.11,0.0,1.6156,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-14,0,-0.45002652579068114,0.0,156.33,0.0,1.4652,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-15,-2,-2.371890358103548,0.0,158.61,0.0,1.7707,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-16,-2,-2.0673690792802955,0.0,155.68,0.0,1.725,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-17,-2,-2.1346734918934716,0.0,168.37,0.0,1.9668,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-18,-2,-2.455292430054345,0.0,169.25,0.0,2.2613,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-19,-2,-1.8133948212294726,0.0,180.19,0.0,2.2766,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-20,-2,-1.5367608976821276,0.0,164.09,0.0,2.0461,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-21,-2,-1.4197273030490456,0.0,161.87,0.0,2.0416,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-22,-2,-1.255706904779393,0.0,144.39,0.0,1.8129,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-23,0,-0.6893124811527289,0.0,127.13,0.0,1.4568,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-24,-1,-1.1550781278412754,689.0354108235219,130.96,-54049.761845731315,1.6695,200000,180472.15480289687,-19527.84519710313,0.9023607740144843
2021-02-25,-1,-1.036090835720062,689.0354108235219,121.25,-54049.761845731315,1.5406,200000,166814.6066618857,-33185.393338114314,0.8340730333094284
2021-02-26,-1,-0.8831823942230698,689.0354108235219,118.23,-54049.761845731315,1.4844,200000,161696.12310546855,-38303.87689453145,0.8084806155273427
2021-02-27,-1,-0.8822739484300927,689.0354108235219,119.78,-54049.761845731315,1.5276,200000,165099.0777039806,-34900.92229601939,0.825495388519903
2021-02-28,-1,-0.698782585258951,689.0354108235219,111.31,-54049.761845731315,1.3919,200000,151928.39509183966,-48071.60490816034,0.7596419754591983
2021-03-01,-1,-1.0951567475517292,689.0354108235219,124.4,-54049.761845731315,1.6715,200000,176060.182031586,-23939.81796841399,0.88030091015793
