date,statusList,zscore,CELRUSDT_position,CELRUSDT_price,ETHUSDT_position,ETHUSDT_price,init,total_asset,pnl,return
2020-08-04,-2,-1.219406064525871,0.0,0.00694,0.0,389.61,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-05,-2,-1.301790077408092,0.0,0.0069,0.0,400.72,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-06,0,-0.42652495157627174,0.0,0.00787,0.0,394.77,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-07,0,-0.5042628662978286,0.0,0.00744,0.0,379.34,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-08,0,-0.17812404399306944,0.0,0.00819,0.0,397.03,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-09,2,1.456918257408018,0.0,0.01013,0.0,390.14,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-10,2,1.9711014830430653,0.0,0.01097,0.0,395.44,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-11,2,1.6493114033404939,0.0,0.0103,0.0,379.0,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-12,2,1.6779270560512127,0.0,0.01085,0.0,387.18,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-13,0,0.7007047875937475,0.0,0.01036,0.0,424.54,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-14,2,1.869014280190907,0.0,0.01319,0.0,438.11,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-15,2,1.3819794212766432,0.0,0.01236,0.0,432.32,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-16,2,1.389774788642883,0.0,0.01265,0.0,433.62,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-17,0,0.9531309083655187,0.0,0.01181,0.0,430.89,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-18,0,0.7839846842951086,0.0,0.01135,0.0,421.95,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-19,0,0.5271407065412212,0.0,0.01055,0.0,407.46,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-20,1,1.1142365219242023,-7440854.474629182,0.01221,218.42773749873135,415.94,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-21,1,0.4711190383246388,-7440854.474629182,0.01029,218.42773749873135,387.97,200000,161309.80186131707,-38690.19813868293,0.8065490093065854
2020-08-22,1,0.32068038963314344,-7440854.474629182,0.01035,218.42773749873135,395.24,200000,163344.22278141062,-36655.777218589385,0.816721113907053
2020-08-23,1,0.5409457014337758,-7440854.474629182,0.01073,218.42773749873135,390.71,200000,165182.26983090045,-34817.73016909955,0.8259113491545023
2020-08-24,2,1.3872376233064736,0.0,0.01273,0.0,407.68,200000,187379.12370899133,-12620.876291008666,0.9368956185449566
2020-08-25,1,1.1697947870474077,-8021366.597131479,0.01168,244.6649827762141,382.93,200000,187379.12370899133,-12620.876291008666,0.9368956185449566
2020-08-26,2,1.5947549775442698,0.0,0.01244,0.0,385.81,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-08-27,2,1.2915714669428071,0.0,0.012,0.0,383.27,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-08-28,2,1.2275730801685159,0.0,0.01226,0.0,395.11,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-08-29,0,0.48903081313808416,0.0,0.01179,0.0,398.65,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-08-30,0,-0.8261708033740375,0.0,0.01146,0.0,428.94,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-08-31,-2,-1.3745360807516476,0.0,0.01098,0.0,433.79,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-01,-2,-2.367145878609778,0.0,0.01031,0.0,475.4,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-02,-2,-1.8462763309477295,0.0,0.01,0.0,439.5,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-03,-2,-2.187903882396243,0.0,0.00777,0.0,381.4,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-04,-2,-2.0241364501041113,0.0,0.00754,0.0,385.26,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-05,-2,-2.05116113517593,0.0,0.006,0.0,335.01,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-06,-2,-1.6555712560939067,0.0,0.00654,0.0,352.8,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-07,-2,-1.538620654035498,0.0,0.00641,0.0,353.59,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-08,-2,-1.3138747473052785,0.0,0.00625,0.0,337.39,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-09,0,-0.9815689112682404,0.0,0.00691,0.0,350.85,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-10,0,-0.9612459385096106,0.0,0.00711,0.0,367.93,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-11,0,-0.9202871381216473,0.0,0.00713,0.0,373.63,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-12,0,-0.8138316560856713,0.0,0.00745,0.0,387.78,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-13,0,-0.814944029675779,0.0,0.00687,0.0,366.42,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-14,0,-0.8661094916766138,0.0,0.0068,0.0,377.12,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-15,-1,-1.1387390198251093,16226492.186230281,0.00594,-264.75131458058524,364.06,200000,192770.72717241573,-7229.272827584267,0.9638536358620786
2020-09-16,-1,-1.1424162631657013,16226492.186230281,0.00586,-264.75131458058524,365.11,200000,191750.59667782692,-8249.403322173079,0.9587529833891346
2020-09-17,-2,-1.3874278898498957,0.0,0.00584,0.0,389.36,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-18,-2,-1.5569041080548958,0.0,0.00558,0.0,384.39,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-19,-2,-1.5611604765599316,0.0,0.00557,0.0,385.25,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-20,-2,-1.7332362316257819,0.0,0.00517,0.0,371.04,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-21,-2,-1.7393344969522047,0.0,0.00456,0.0,340.36,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-22,-2,-1.5964622024974924,0.0,0.00465,0.0,344.21,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-23,-2,-1.6694021193707445,0.0,0.00412,0.0,320.72,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-24,-2,-1.45065351685318,0.0,0.00452,0.0,348.97,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-25,0,-0.7267579455183666,0.0,0.00512,0.0,351.92,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-26,0,-0.423608931880126,0.0,0.00536,0.0,353.92,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-27,0,-0.6988230453699498,0.0,0.00511,0.0,357.49,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-28,0,-0.7669237367756592,0.0,0.00493,0.0,353.96,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-29,0,-0.7049785251011517,0.0,0.005,0.0,359.79,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-09-30,0,-0.2082463771549898,0.0,0.00533,0.0,359.83,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-10-01,0,-0.7240201240311903,0.0,0.00481,0.0,352.85,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-10-02,0,-0.5545711394305002,0.0,0.00478,0.0,345.6,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-10-03,0,-0.5969417886940276,0.0,0.00474,0.0,345.95,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-10-04,0,-0.9637646696583729,0.0,0.00469,0.0,352.37,200000,201091.5846499276,1091.584649927594,1.005457923249638
2020-10-05,-1,-1.165945860183364,21716153.84988419,0.00463,-284.3328780186748,353.62,200000,201091.58464992756,1091.584649927565,1.005457923249638
2020-10-06,-2,-2.634474121021223,0.0,0.00395,0.0,340.75,200000,212199.20512774843,12199.205127748428,1.060996025638742
2020-10-07,-2,-1.995969661366885,0.0,0.00405,0.0,341.58,200000,212199.20512774843,12199.205127748428,1.060996025638742
2020-10-08,-2,-1.3372095544366742,0.0,0.00432,0.0,350.95,200000,212199.20512774843,12199.205127748428,1.060996025638742
2020-10-09,-1,-1.160822297298817,23525410.768043064,0.00451,-290.66791563167556,365.02,200000,212199.20512774843,12199.205127748428,1.060996025638742
2020-10-10,-2,-1.5207667522329338,0.0,0.00438,0.0,370.52,200000,216856.18206356824,16856.182063568238,1.0842809103178412
2020-10-11,-2,-1.3069480497320736,0.0,0.00445,0.0,374.16,200000,216856.18206356824,16856.182063568238,1.0842809103178412
2020-10-12,-1,-1.1349100229489906,23469283.773113444,0.00462,-280.5311402855919,386.51,200000,216856.18206356824,16856.182063568238,1.0842809103178412
2020-10-13,-1,-0.25733103121470363,23469283.773113444,0.00492,-280.5311402855919,381.04,200000,222362.46185814007,22362.461858140072,1.1118123092907004
2020-10-14,-1,-0.41470920599371636,23469283.773113444,0.00482,-280.5311402855919,378.69,200000,219356.28530115756,19356.285301157564,1.0967814265057878
2020-10-15,-1,-1.0085279916616563,23469283.773113444,0.00452,-280.5311402855919,377.64,200000,212020.94247192368,12020.942471923685,1.0601047123596183
2020-10-16,-2,-1.5040629764469382,0.0,0.00414,0.0,365.5,200000,222227.4790172624,22227.479017262405,1.111137395086312
2020-10-17,0,-0.9881745286278805,0.0,0.00433,0.0,368.32,200000,222227.4790172624,22227.479017262405,1.111137395086312
2020-10-18,0,-0.4504331891498741,0.0,0.00462,0.0,378.11,200000,222227.4790172624,22227.479017262405,1.111137395086312
2020-10-19,-1,-1.0497111895521465,25368433.67776968,0.00438,-292.9442117285294,379.3,200000,222227.4790172624,22227.479017262405,1.111137395086312
2020-10-20,-2,-1.6249014392829726,0.0,0.00405,0.0,368.52,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-21,-2,-1.5798420790858423,0.0,0.00425,0.0,390.38,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-22,-2,-1.947706926744846,0.0,0.00431,0.0,413.98,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-23,-2,-1.7970926512577767,0.0,0.00426,0.0,409.11,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-24,-2,-1.4966985249692382,0.0,0.00435,0.0,412.14,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-25,-2,-1.3099368845437807,0.0,0.00431,0.0,405.86,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-26,-2,-1.438927031448419,0.0,0.00408,0.0,392.52,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-27,-2,-1.7086498299432242,0.0,0.00402,0.0,403.45,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-28,-2,-1.8859522640014654,0.0,0.0037,0.0,388.23,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-29,-2,-1.7985585374579574,0.0,0.00362,0.0,387.13,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-30,-2,-1.8000614951560525,0.0,0.00346,0.0,382.49,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-10-31,-2,-1.7313780244706392,0.0,0.00341,0.0,386.46,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-11-01,0,-0.6943242203381266,0.0,0.00395,0.0,396.67,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-11-02,0,-0.9656538497194472,0.0,0.00366,0.0,383.02,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-11-03,-2,-1.2178770265510825,0.0,0.00357,0.0,387.88,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-11-04,-1,-1.172958439503783,30902326.566371314,0.00368,-282.5425768696028,402.49,200000,227441.12352849287,27441.12352849287,1.1372056176424643
2020-11-05,-2,-1.3592357409494082,0.0,0.00367,0.0,416.69,200000,231762.2513857049,31762.251385704905,1.1588112569285245
2020-11-06,0,-0.7642869603055316,0.0,0.00425,0.0,455.91,200000,231762.2513857049,31762.251385704905,1.1588112569285245
2020-11-07,-1,-1.1755413084762398,29866269.508467127,0.00388,-266.26485074527807,435.21,200000,231762.2513857049,31762.251385704905,1.1588112569285245
2020-11-08,-1,-0.8483897985357036,29866269.508467127,0.00415,-266.26485074527807,454.3,200000,244909.1401537184,44909.140153718414,1.224545700768592
2020-11-09,0,0.7475271717252175,0.0,0.00454,0.0,444.32,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-10,2,1.3719594882609494,0.0,0.00477,0.0,450.34,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-11,0,0.971690754549416,0.0,0.00478,0.0,463.09,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-12,0,0.1492135898092809,0.0,0.00451,0.0,462.39,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-13,0,0.06742266874854475,0.0,0.0046,0.0,476.43,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-14,0,0.35337419309939133,0.0,0.0045,0.0,460.89,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-15,0,-0.12576725280204676,0.0,0.00424,0.0,448.08,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-16,0,0.055766647321068355,0.0,0.00439,0.0,460.55,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-17,0,-0.04759012783403288,0.0,0.00457,0.0,482.15,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-18,0,-0.6743402132284847,0.0,0.00438,0.0,478.41,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-19,0,-0.34659232035117926,0.0,0.0044,0.0,471.25,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-20,0,-0.9710748456140919,0.0,0.00462,0.0,510.12,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-21,-1,-1.0241023639828768,21620583.296411905,0.00496,-194.1488062826162,552.35,200000,214476.18630040612,14476.186300406116,1.0723809315020305
2020-11-22,-1,-0.8711350203227085,21620583.296411905,0.00505,-194.1488062826162,560.03,200000,217913.10162933366,17913.101629333658,1.0895655081466682
2020-11-23,-1,-0.49306227180382955,21620583.296411905,0.0056,-194.1488062826162,608.58,200000,239230.34698738123,39230.34698738123,1.1961517349369062
2020-11-24,0,0.4784736797127922,0.0,0.00587,0.0,604.97,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-11-25,2,2.581109026165662,0.0,0.00631,0.0,569.5,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-11-26,2,1.2176728977326874,0.0,0.00539,0.0,519.83,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-11-27,0,0.5418882669709792,0.0,0.00519,0.0,518.68,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-11-28,2,1.3726122896565107,0.0,0.00569,0.0,537.52,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-11-29,0,0.27106771475862756,0.0,0.00571,0.0,576.3,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-11-30,0,-0.6401363294468476,0.0,0.00575,0.0,616.66,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-12-01,0,-0.054940872095608016,0.0,0.00563,0.0,585.26,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-12-02,0,-0.28255778498854633,0.0,0.00566,0.0,596.89,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-12-03,0,-0.8721871529865407,0.0,0.00562,0.0,615.85,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-12-04,0,-0.5290816723598586,0.0,0.00527,0.0,567.24,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-12-05,-1,-1.0898839341610966,19232417.04383326,0.00533,-171.7640463197575,596.8,200000,205017.56568726254,5017.56568726254,1.0250878284363127
2020-12-06,-2,-1.6016301172615988,0.0,0.00512,0.0,601.54,200000,209870.53484602316,9870.534846023162,1.0493526742301158
2020-12-07,0,-0.5703478471508884,0.0,0.0054,0.0,591.28,200000,209870.53484602316,9870.534846023162,1.0493526742301158
2020-12-08,-2,-1.5073274935532774,0.0,0.00469,0.0,554.94,200000,209870.53484602316,9870.534846023162,1.0493526742301158
2020-12-09,0,-0.906306814877466,0.0,0.00505,0.0,573.09,200000,209870.53484602316,9870.534846023162,1.0493526742301158
2020-12-10,0,-0.7475119604496782,0.0,0.00498,0.0,558.99,200000,209870.53484602316,9870.534846023162,1.0493526742301158
2020-12-11,-1,-1.0756075325394905,22279249.983654264,0.00471,-192.74335988650807,544.43,200000,209870.53484602316,9870.534846023162,1.0493526742301158
2020-12-12,-1,-0.4173429297858962,22279249.983654264,0.00518,-192.74335988650807,568.04,200000,224892.45306526113,24892.45306526113,1.1244622653263057
2020-12-13,-1,-0.7832945313906808,22279249.983654264,0.00522,-192.74335988650807,590.7,200000,230151.18759963557,30151.187599635567,1.1507559379981778
2020-12-14,-1,-1.1028140833263738,22279249.983654264,0.005,-192.74335988650807,586.29,200000,224399.75438613212,24399.754386132117,1.1219987719306606
2020-12-15,-1,-0.21381483579051128,22279249.983654264,0.00536,-192.74335988650807,588.64,200000,232873.23127598097,32873.23127598097,1.1643661563799048
2020-12-16,-1,-0.5084458718915944,22279249.983654264,0.00566,-192.74335988650807,637.18,200000,248912.76895996835,48912.76895996835,1.2445638447998417
2020-12-17,-2,-1.396336569268886,0.0,0.00535,0.0,642.7,200000,214552.70483253163,14552.704832531628,1.072763524162658
2020-12-18,0,-0.5784222092421327,0.0,0.00572,0.0,653.85,200000,214552.70483253163,14552.704832531628,1.072763524162658
2020-12-19,-1,-1.050828445259146,19088318.935278613,0.00562,-163.0265374166312,658.03,200000,214552.70483253163,14552.704832531628,1.072763524162658
2020-12-20,0,0.2737167941587962,0.0,0.00574,0.0,638.18,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-21,0,-0.43637048520083255,0.0,0.0053,0.0,607.58,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-22,0,-0.309147647756954,0.0,0.00556,0.0,636.45,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-23,-2,-2.8536474081623013,0.0,0.00455,0.0,585.56,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-24,-2,-2.235632815352184,0.0,0.0048,0.0,612.31,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-25,-2,-2.206957661985131,0.0,0.0048,0.0,626.82,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-26,-2,-2.08427790596327,0.0,0.0048,0.0,637.44,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-27,-2,-2.183138611042732,0.0,0.00497,0.0,685.11,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-28,-2,-2.3083087449067805,0.0,0.00501,0.0,730.41,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-29,-2,-2.449694611009848,0.0,0.00461,0.0,732.0,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-30,-2,-2.483392001613344,0.0,0.00428,0.0,752.17,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2020-12-31,-2,-1.8323934955623926,0.0,0.00443,0.0,736.42,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2021-01-01,-1,-1.1838465662738242,21819001.022189774,0.00479,-143.38260539200863,728.91,200000,209026.02979257802,9026.029792578018,1.0451301489628901
2021-01-02,-2,-1.3667514487986825,0.0,0.0048,0.0,774.56,200000,215353.25571850134,15353.255718501343,1.0767662785925067
2021-01-03,-2,-1.7249351319892126,0.0,0.00538,0.0,978.28,200000,215353.25571850134,15353.255718501343,1.0767662785925067
2021-01-04,-2,-1.5832714160009926,0.0,0.00566,0.0,1041.43,200000,215353.25571850134,15353.255718501343,1.0767662785925067
2021-01-05,-2,-1.4544675592296294,0.0,0.00592,0.0,1099.56,200000,215353.25571850134,15353.255718501343,1.0767662785925067
2021-01-06,0,-0.9959058601299744,0.0,0.00704,0.0,1208.42,200000,215353.25571850134,15353.255718501343,1.0767662785925067
2021-01-07,-1,-1.1338790170964936,15952093.016185286,0.00675,-87.90861712610374,1224.87,200000,215353.25571850134,15353.255718501343,1.0767662785925067
2021-01-08,-1,-1.154831160126266,15952093.016185286,0.0065,-87.90861712610374,1216.93,200000,210667.23804447378,10667.23804447378,1.0533361902223688
2021-01-09,-1,-0.7683426519329798,15952093.016185286,0.00731,-87.90861712610374,1276.0,200000,228781.1954012228,28781.195401222794,1.143905977006114
2021-01-10,-1,-0.6749040737119973,15952093.016185286,0.00722,-87.90861712610374,1254.25,200000,225433.49460727337,25433.494607273373,1.1271674730363668
2021-01-11,-1,-0.7399698371027551,15952093.016185286,0.00613,-87.90861712610374,1087.01,200000,193343.87609146183,-6656.123908538168,0.9667193804573092
2021-01-12,-1,-0.7431751328169132,15952093.016185286,0.00585,-87.90861712610374,1050.16,200000,185637.85750583303,-14362.142494166968,0.9281892875291652
2021-01-13,-1,-0.5595307024181414,15952093.016185286,0.0064,-87.90861712610374,1129.89,200000,201420.4627081992,1420.462708199193,1.007102313540996
2021-01-14,-2,-1.2776741037040016,0.0,0.00629,0.0,1231.62,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-15,0,-0.8554817616182702,0.0,0.00627,0.0,1168.53,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-16,0,-0.7227911471571489,0.0,0.00666,0.0,1227.83,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-17,0,0.6262902471678131,0.0,0.0073,0.0,1232.45,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-18,0,0.6958759222278172,0.0,0.00744,0.0,1258.45,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-19,0,0.5504781302104831,0.0,0.00802,0.0,1365.36,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-20,0,-0.015778862173411595,0.0,0.0078,0.0,1376.99,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-21,2,1.4438403126554036,0.0,0.0067,0.0,1110.96,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-22,0,0.6185718072473845,0.0,0.00711,0.0,1232.62,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-23,2,2.0740891037913474,0.0,0.00767,0.0,1233.6,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-24,-1,-1.0568328922423924,-14945421.798631044,0.00747,80.1734284391307,1392.51,200000,223284.6016715478,23284.601671547804,1.116423008357739
2021-01-25,-1,-1.048391734770414,-14945421.798631044,0.00707,80.1734284391307,1317.88,200000,211323.08998768305,11323.089987683052,1.0566154499384153
2021-01-26,-2,-1.5264669282577323,0.0,0.00707,0.0,1365.97,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-01-27,0,-0.26577159811640766,0.0,0.00687,0.0,1239.03,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-01-28,2,1.2213846010802536,0.0,0.008,0.0,1329.69,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-01-29,2,1.821437948167429,0.0,0.00866,0.0,1379.5,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-01-30,2,2.0315607207859827,0.0,0.00892,0.0,1378.05,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-01-31,2,1.9692210458559594,0.0,0.00865,0.0,1312.55,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-01,0,0.30145520776693374,0.0,0.00812,0.0,1374.17,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-02,0,0.17635984658968756,0.0,0.00887,0.0,1511.87,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-03,0,0.7988089534528499,0.0,0.01025,0.0,1664.49,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-04,2,1.683368456573816,0.0,0.01052,0.0,1595.67,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-05,2,1.7729046399938608,0.0,0.01158,0.0,1719.19,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-06,0,0.5908686297010687,0.0,0.01047,0.0,1676.35,200000,227134.96760022567,27134.967600225675,1.1356748380011283
2021-02-07,1,1.0791502581730734,-10836591.965659622,0.01048,70.46790422066793,1611.62,200000,227134.9676002257,27134.967600225704,1.1356748380011286
2021-02-08,2,2.085876385289685,0.0,0.01252,0.0,1750.15,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-09,2,3.6349991231495458,0.0,0.01739,0.0,1769.13,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-10,2,2.1704681531997023,0.0,0.01547,0.0,1740.78,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-11,2,2.0195237918723072,0.0,0.01638,0.0,1785.62,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-12,2,2.059881469550669,0.0,0.01798,0.0,1840.26,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-13,2,2.498997126349741,0.0,0.02078,0.0,1814.96,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-14,2,2.3373237553888084,0.0,0.02193,0.0,1800.42,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-15,2,1.4684662317355164,0.0,0.01918,0.0,1779.25,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-16,2,1.2233035128677232,0.0,0.0188,0.0,1781.99,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-17,1,1.0531591480134437,-6207353.458747593,0.01929,64.72844088224159,1849.88,200000,239479.69643848215,39479.69643848215,1.1973984821924106
2021-02-18,2,1.2080304732555098,0.0,0.02143,0.0,1939.61,200000,246955.3498398385,46955.34983983851,1.2347767491991926
2021-02-19,0,0.982213381843171,0.0,0.02108,0.0,1955.0,200000,246955.3498398385,46955.34983983851,1.2347767491991926
2021-02-20,2,1.2061929975961456,0.0,0.02213,0.0,1913.0,200000,246955.3498398385,46955.34983983851,1.2347767491991926
2021-02-21,1,1.0691677303124671,-5554551.2784489095,0.02223,63.86126665731551,1933.53,200000,246955.3498398385,46955.34983983851,1.2347767491991926
2021-02-22,1,0.8651056773434329,-5554551.2784489095,0.01997,63.86126665731551,1777.58,200000,224442.89941533562,24442.899415335618,1.122214497076678
2021-02-23,1,0.36521530187907786,-5554551.2784489095,0.01633,63.86126665731551,1577.89,200000,191471.87642298226,-8528.123577017745,0.9573593821149112
2021-02-24,1,0.3809446386794194,-5554551.2784489095,0.01709,63.86126665731551,1623.39,200000,198599.0230275113,-1400.9769724886864,0.9929951151375566
2021-02-25,1,0.919122532454389,-5554551.2784489095,0.01726,63.86126665731551,1481.75,200000,190497.98693550544,-9502.01306449456,0.9524899346775272
2021-02-26,1,1.1160894213556012,-5554551.2784489095,0.0174,63.86126665731551,1444.59,200000,188902.53944550242,-11097.460554497578,0.9445126972275121
2021-02-27,2,2.6821635799323027,0.0,0.02175,0.0,1458.13,200000,274648.8113950708,74648.8113950708,1.373244056975354
2021-02-28,2,2.95172527333231,0.0,0.02342,0.0,1419.18,200000,274648.8113950708,74648.8113950708,1.373244056975354
2021-03-01,2,1.753028881693776,0.0,0.02334,0.0,1569.86,200000,274648.8113950708,74648.8113950708,1.373244056975354
