date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-02-05,2,2.1885537834530435,0.0,0.006681,0.0,0.006472,200000,200000.0,0.0,1.0
2020-02-06,2,2.1343500338890053,0.0,0.007113,0.0,0.0068,200000,200000.0,0.0,1.0
2020-02-07,2,2.23883589907559,0.0,0.007299,0.0,0.006817,200000,200000.0,0.0,1.0
2020-02-08,2,1.7486657915432586,0.0,0.007077,0.0,0.006669,200000,200000.0,0.0,1.0
2020-02-09,2,2.2928628783342204,0.0,0.007598,0.0,0.006825,200000,200000.0,0.0,1.0
2020-02-10,2,2.3749911772574053,0.0,0.007472,0.0,0.00651,200000,200000.0,0.0,1.0
2020-02-11,0,0.20115865685564469,0.0,0.007594,0.0,0.007485,200000,200000.0,0.0,1.0
2020-02-12,0,0.9102101411788637,0.0,0.007946,0.0,0.00747,200000,200000.0,0.0,1.0
2020-02-13,0,-0.768137522446033,0.0,0.007778,0.0,0.008059,200000,200000.0,0.0,1.0
2020-02-14,0,-0.16732496403043554,0.0,0.008343,0.0,0.008301,200000,200000.0,0.0,1.0
2020-02-15,0,-0.5402278439160676,0.0,0.007382,0.0,0.00747,200000,200000.0,0.0,1.0
2020-02-16,-2,-1.3828127263371883,0.0,0.006682,0.0,0.007081,200000,200000.0,0.0,1.0
2020-02-17,0,-0.8906334778362107,0.0,0.006532,0.0,0.006743,200000,200000.0,0.0,1.0
2020-02-18,0,-0.999472348226323,0.0,0.006785,0.0,0.007058,200000,200000.0,0.0,1.0
2020-02-19,-1,-1.0322103008845227,16116035.455278004,0.006205,-15422578.65515114,0.006484,200000,200000.0,0.0,1.0
2020-02-20,-1,-1.0413472121623204,16116035.455278004,0.006189,-15422578.65515114,0.00649,200000,199834.67890464645,-165.3210953535454,0.9991733945232323
2020-02-21,-1,-0.9379620617614419,16116035.455278004,0.006347,-15422578.65515114,0.006633,200000,204586.441254267,4586.441254267003,1.022932206271335
2020-02-22,-1,-1.107837834512213,16116035.455278004,0.006222,-15422578.65515114,0.006593,200000,201955.0336761512,1955.0336761511862,1.0097751683807559
2020-02-23,-2,-1.3326863195366454,0.0,0.006432,0.0,0.006955,200000,203605.69449822808,3605.694498228084,1.0180284724911404
2020-02-24,-2,-1.2926328877776672,0.0,0.006165,0.0,0.006713,200000,203605.69449822808,3605.694498228084,1.0180284724911404
2020-02-25,-2,-1.390682077521875,0.0,0.005595,0.0,0.006211,200000,203605.69449822808,3605.694498228084,1.0180284724911404
2020-02-26,-1,-1.1407383074101984,20158979.65328991,0.00505,-18329644.805386037,0.005554,200000,203605.69449822808,3605.694498228084,1.0180284724911404
2020-02-27,-1,-1.1436838996073289,20158979.65328991,0.00523,-18329644.805386037,0.005806,200000,211853.38132677757,11853.38132677757,1.0592669066338878
2020-02-28,-1,-0.8728451232991769,20158979.65328991,0.005251,-18329644.805386037,0.00575,200000,211250.25979039504,11250.259790395037,1.0562512989519752
2020-02-29,-1,-0.8499573419069046,20158979.65328991,0.005115,-18329644.805386037,0.005615,200000,206034.1365088205,6034.136508820491,1.0301706825441024
2020-03-01,-1,-0.5013322546234114,20158979.65328991,0.005049,-18329644.805386037,0.005427,200000,201257.6706282908,1257.670628290798,1.006288353141454
2020-03-02,-1,-1.0068261239314291,20158979.65328991,0.005283,-18329644.805386037,0.005837,200000,213490.0262373689,13490.026237368904,1.0674501311868445
2020-03-03,-2,-1.2647065654231966,0.0,0.005186,0.0,0.005773,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-04,0,-0.9057220812118781,0.0,0.005471,0.0,0.006035,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-05,-2,-1.3024352896959313,0.0,0.005473,0.0,0.006129,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-06,0,0.15120153435919007,0.0,0.00571,0.0,0.00614,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-07,0,0.20501123353378964,0.0,0.005386,0.0,0.005788,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-08,2,2.215368239760168,0.0,0.004615,0.0,0.004698,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-09,2,1.4182406022325773,0.0,0.004498,0.0,0.004674,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-10,2,1.707696864534022,0.0,0.004562,0.0,0.004691,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-11,2,2.207728398521126,0.0,0.004444,0.0,0.004462,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-12,2,2.132359982854477,0.0,0.002293,0.0,0.002283,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-13,0,-0.6487304149336411,0.0,0.002562,0.0,0.002823,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-14,2,2.166316167238004,0.0,0.002599,0.0,0.002545,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-15,2,2.8254656525761304,0.0,0.002761,0.0,0.002524,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-16,2,1.9874000383944335,0.0,0.002417,0.0,0.00226,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-17,1,1.032489460449306,-40731265.50253682,0.002515,41523766.81754362,0.002467,200000,204878.2654777602,4878.2654777602,1.024391327388801
2020-03-18,1,0.4235343095865158,-40731265.50253682,0.00251,41523766.81754362,0.002544,200000,207871.93919519836,7871.939195198356,1.0393596959759919
2020-03-19,1,0.24818128971808612,-40731265.50253682,0.002847,41523766.81754362,0.002907,200000,236671.50302432163,36671.50302432163,1.1833575151216082
2020-03-20,2,2.0366043896075934,0.0,0.003146,0.0,0.002845,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-21,2,2.510011051648684,0.0,0.003433,0.0,0.002897,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-22,2,1.6318408798080704,0.0,0.002959,0.0,0.00261,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-23,2,1.5175194186595777,0.0,0.003258,0.0,0.002859,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-24,0,0.8823858903725533,0.0,0.003346,0.0,0.00306,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-25,0,-0.00619651694990232,0.0,0.003137,0.0,0.003056,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-26,0,-0.07020565062391614,0.0,0.003161,0.0,0.003079,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-27,0,-0.6248520759101084,0.0,0.00297,0.0,0.002998,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-28,0,-0.5587887463751221,0.0,0.002958,0.0,0.002969,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-29,0,-0.43447419553524547,0.0,0.002743,0.0,0.002721,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-30,0,-0.6199519549071286,0.0,0.002925,0.0,0.002933,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-03-31,0,-0.907294918827714,0.0,0.003034,0.0,0.003108,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-04-01,-1,-1.0459881158597362,35389280.32819985,0.003036,-34076072.01916103,0.003153,200000,214883.71015282947,14883.710152829473,1.0744185507641473
2020-04-02,-1,-1.100802262272856,35389280.32819985,0.003122,-34076072.01916103,0.003228,200000,220482.89366249176,20482.893662491755,1.1024144683124588
2020-04-03,-1,-0.9638811613755232,35389280.32819985,0.003169,-34076072.01916103,0.00326,200000,223236.62414253026,23236.624142530258,1.1161831207126514
2020-04-04,-1,-0.5003987590997165,35389280.32819985,0.003241,-34076072.01916103,0.003245,200000,225273.51124587323,25273.511245873233,1.1263675562293662
2020-04-05,-1,-0.749717951570343,35389280.32819985,0.003157,-34076072.01916103,0.00323,200000,221789.67061801703,21789.67061801703,1.1089483530900852
2020-04-06,-1,-0.9698091432716183,35389280.32819985,0.00349,-34076072.01916103,0.003643,200000,247647.71871122112,47647.718711221125,1.2382385935561055
2020-04-07,-2,-1.8815532499599408,0.0,0.003395,0.0,0.003872,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-08,-2,-1.4684485022286289,0.0,0.003571,0.0,0.003979,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-09,-2,-1.2611197123623212,0.0,0.003491,0.0,0.003866,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-10,-2,-1.5163184762932242,0.0,0.003169,0.0,0.003608,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-11,-2,-1.6899817977605571,0.0,0.00315,0.0,0.003679,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-12,-2,-1.5835173720075268,0.0,0.003169,0.0,0.003681,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-13,-2,-1.2408098122024929,0.0,0.003172,0.0,0.003609,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-14,-2,-1.3756828032864792,0.0,0.003163,0.0,0.003667,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-15,-2,-1.7751924668052028,0.0,0.003021,0.0,0.003658,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-16,-1,-1.1389363342998384,34565363.570720114,0.003279,-29608105.315671697,0.003828,200000,226679.6542967825,26679.654296782508,1.1333982714839126
2020-04-17,-1,-0.9552024084779465,34565363.570720114,0.00326,-29608105.315671697,0.003783,200000,224690.5476497336,24690.547649733606,1.123452738248668
2020-04-18,-1,-0.9283346868845344,34565363.570720114,0.003405,-29608105.315671697,0.003968,200000,235180.0248508873,35180.024850887305,1.1759001242544365
2020-04-19,-1,-1.1496041101219965,34565363.570720114,0.003277,-29608105.315671697,0.003904,200000,228860.73957363213,28860.739573632134,1.1443036978681607
2020-04-20,-1,-1.07606720482159,34565363.570720114,0.003052,-29608105.315671697,0.003644,200000,213385.42538814544,13385.425388145435,1.0669271269407272
2020-04-21,-1,-1.1358365699604924,34565363.570720114,0.003044,-29608105.315671697,0.003677,200000,214085.96995499684,14085.969954996835,1.0704298497749842
2020-04-22,-2,-1.2448201568828978,0.0,0.003178,0.0,0.003898,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-23,0,-0.6333870461488252,0.0,0.003336,0.0,0.003952,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-24,0,0.2059118976030969,0.0,0.003587,0.0,0.004085,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-25,0,-0.8045463387562034,0.0,0.003527,0.0,0.004216,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-26,-2,-2.0911044383513837,0.0,0.003577,0.0,0.00448,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-27,-2,-1.4035763135914756,0.0,0.003538,0.0,0.004356,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-28,-1,-1.0010113744285138,32989108.43601168,0.00352,-27086928.316949178,0.004287,200000,232243.32338952224,32243.323389522237,1.1612166169476112
2020-04-29,-1,-0.8775634797606565,32989108.43601168,0.003922,-27086928.316949178,0.004766,200000,258479.58364461758,58479.58364461758,1.292397918223088
2020-04-30,0,-0.04338604300259435,0.0,0.00366,0.0,0.004353,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-01,0,0.5761855830272928,0.0,0.003791,0.0,0.004437,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-02,2,1.2749859673350328,0.0,0.003933,0.0,0.004515,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-03,2,1.5909999311988965,0.0,0.003804,0.0,0.004332,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-04,0,0.15763158756588386,0.0,0.003754,0.0,0.004444,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-05,0,-0.21712626744215052,0.0,0.003699,0.0,0.004419,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-06,0,-0.04545919146790897,0.0,0.00357,0.0,0.00425,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-07,0,-0.8725449855035606,0.0,0.003699,0.0,0.00451,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-08,-2,-1.5561574273043148,0.0,0.003831,0.0,0.004783,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-09,0,-0.6267217057223947,0.0,0.003734,0.0,0.004549,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-10,-2,-1.2073784913731431,0.0,0.003352,0.0,0.004165,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-11,-2,-1.473656480112923,0.0,0.003268,0.0,0.004113,200000,229412.58547739926,29412.58547739926,1.1470629273869963
2020-05-12,-1,-1.18013419594336,33776882.431890346,0.003396,-27034242.926867694,0.004243,200000,229412.58547739923,29412.585477399232,1.1470629273869961
2020-05-13,-2,-1.250992157679748,0.0,0.003544,0.0,0.004459,200000,230253.0033496829,30253.0033496829,1.1512650167484144
2020-05-14,-2,-1.3337460943015418,0.0,0.00355,0.0,0.004494,200000,230253.0033496829,30253.0033496829,1.1512650167484144
2020-05-15,-1,-1.0905411255774533,33158554.62985065,0.003472,-26302604.90629231,0.004377,200000,230253.0033496829,30253.0033496829,1.1512650167484144
2020-05-16,-2,-1.3190701930168918,0.0,0.003495,0.0,0.004449,200000,231384.1441464494,31384.1441464494,1.156920720732247
2020-05-17,-1,-1.0423741197139837,33036000.020909395,0.003502,-26139193.871040374,0.004426,200000,231384.1441464494,31384.1441464494,1.156920720732247
2020-05-18,-1,-0.3151260201839143,33036000.020909395,0.003639,-26139193.871040374,0.004487,200000,237504.56697544744,37504.56697544744,1.187522834877237
2020-05-19,-1,-0.9235755342892089,33036000.020909395,0.00359,-26139193.871040374,0.004534,200000,237114.34508636178,37114.345086361776,1.1855717254318088
2020-05-20,-1,-0.8562953352428339,33036000.020909395,0.00358,-26139193.871040374,0.004525,200000,236548.73234131333,36548.73234131333,1.1827436617065668
2020-05-21,0,0.9457499361817705,0.0,0.003566,0.0,0.004237,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-22,2,2.6188206879130034,0.0,0.00417,0.0,0.00464,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-23,2,1.3392183632141477,0.0,0.003939,0.0,0.004609,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-24,0,0.9987439879405596,0.0,0.003773,0.0,0.004467,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-25,2,2.49652966575423,0.0,0.004598,0.0,0.005064,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-26,2,2.233075189923995,0.0,0.004459,0.0,0.004871,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-27,2,1.643889752002828,0.0,0.00441,0.0,0.004896,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-28,0,-0.011328457805097978,0.0,0.004558,0.0,0.005508,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-29,0,-0.36797357515741885,0.0,0.004499,0.0,0.005547,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-30,-2,-1.3317895131368631,0.0,0.004752,0.0,0.006227,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-05-31,-2,-1.41656188042441,0.0,0.00471,0.0,0.006247,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-06-01,-1,-1.1162519335322274,22023319.50750879,0.005093,-16854209.80491995,0.006655,200000,224329.53250348454,24329.532503484545,1.1216476625174228
2020-06-02,-2,-2.334159400061934,0.0,0.004899,0.0,0.00725,200000,238630.31132186862,38630.31132186862,1.1931515566093431
2020-06-03,-2,-1.6360043921183283,0.0,0.00501,0.0,0.007099,200000,238630.31132186862,38630.31132186862,1.1931515566093431
2020-06-04,-1,-1.0939518272129325,24094336.765132133,0.004952,-17723582.243157204,0.006732,200000,238630.31132186862,38630.31132186862,1.1931515566093431
2020-06-05,-1,-0.5795494137385372,24094336.765132133,0.005146,-17723582.243157204,0.006693,200000,242613.39294682114,42613.39294682114,1.2130669647341057
2020-06-06,-1,-1.0827480711178523,24094336.765132133,0.005327,-17723582.243157204,0.007301,200000,257750.40590514964,57750.405905149644,1.2887520295257482
2020-06-07,-2,-1.2033790720464854,0.0,0.005165,0.0,0.007246,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-08,-2,-1.5201704823825957,0.0,0.005267,0.0,0.007787,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-09,-2,-1.4972299723887483,0.0,0.005431,0.0,0.008181,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-10,-2,-1.6745387045168258,0.0,0.005658,0.0,0.009008,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-11,-2,-1.9163825432776915,0.0,0.005085,0.0,0.008762,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-12,-2,-1.6699730113118207,0.0,0.00564,0.0,0.00971,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-13,-1,-1.053694988480275,20027087.573376115,0.006057,-12639790.500358356,0.009597,200000,242608.13886387827,42608.13886387827,1.2130406943193912
2020-06-14,-1,-0.8008410467571906,20027087.573376115,0.005607,-12639790.500358356,0.00864,200000,221499.66994701605,21499.669947016053,1.1074983497350803
2020-06-15,-1,-1.1310918342831484,20027087.573376115,0.00552,-12639790.500358356,0.00901,200000,224434.03581326496,24434.035813264956,1.1221701790663248
2020-06-16,-1,-0.604506632581943,20027087.573376115,0.005911,-12639790.500358356,0.009061,200000,232909.25636997327,32909.25636997327,1.1645462818498664
2020-06-17,-1,-0.7855443670480752,20027087.573376115,0.005715,-12639790.500358356,0.009013,200000,228377.23726157437,28377.237261574366,1.1418861863078718
2020-06-18,-1,-0.3237920189494261,20027087.573376115,0.005711,-12639790.500358356,0.00866,200000,223835.28286465435,23835.28286465435,1.1191764143232716
2020-06-19,0,0.4333824359920268,0.0,0.00587,0.0,0.008379,200000,230957.9394106631,30957.939410663093,1.1547896970533156
2020-06-20,1,1.0199714189554874,-19043365.71657842,0.006064,13929911.906553864,0.00829,200000,230957.9394106631,30957.939410663093,1.1547896970533156
2020-06-21,1,0.4075740189183913,-19043365.71657842,0.00597,13929911.906553864,0.008626,200000,233848.3134339068,33848.31343390679,1.169241567169534
2020-06-22,1,1.037517465948799,-19043365.71657842,0.006767,13929911.906553864,0.009283,200000,258177.82803262566,58177.828032625664,1.2908891401631284
2020-06-23,1,1.0986575670947747,-19043365.71657842,0.006545,13929911.906553864,0.008903,200000,248656.8343190548,48656.83431905479,1.243284171595274
2020-06-24,1,0.6083756228898336,-19043365.71657842,0.006352,13929911.906553864,0.008996,200000,246276.9465430647,46276.946543064696,1.2313847327153236
2020-06-25,1,0.461601048113439,-19043365.71657842,0.006149,13929911.906553864,0.008882,200000,240823.13334525214,40823.133345252136,1.2041156667262607
2020-06-26,1,0.3536770807247446,-19043365.71657842,0.006122,13929911.906553864,0.008949,200000,241242.26656864362,41242.26656864362,1.206211332843218
2020-06-27,0,-0.4921975540608598,0.0,0.005522,0.0,0.008608,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-06-28,0,-0.3333395777710786,0.0,0.005625,0.0,0.00869,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-06-29,0,-0.3443138771983279,0.0,0.005613,0.0,0.008691,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-06-30,0,-0.8037313403447113,0.0,0.005518,0.0,0.008837,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-01,-2,-1.3875897305038252,0.0,0.00567,0.0,0.009436,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-02,-2,-2.0274530010230074,0.0,0.005443,0.0,0.009556,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-03,-2,-2.2650501723949494,0.0,0.005488,0.0,0.010223,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-04,-2,-2.817427477810736,0.0,0.005601,0.0,0.012525,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-05,-2,-2.007504537062757,0.0,0.006866,0.0,0.014307,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-06,-2,-2.0376337897682384,0.0,0.006409,0.0,0.01442,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-07,-2,-2.2583336461147407,0.0,0.006483,0.0,0.017325,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-08,-2,-2.158674106257935,0.0,0.006624,0.0,0.019932,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-09,-2,-1.7331484393149492,0.0,0.006415,0.0,0.01825,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-10,-2,-1.3938634539054127,0.0,0.006419,0.0,0.017119,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-11,-2,-1.4156491808036353,0.0,0.00645,0.0,0.018535,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-12,-2,-1.2637390460357159,0.0,0.006368,0.0,0.018155,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-13,-2,-1.311518722644722,0.0,0.006015,0.0,0.018461,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-14,-1,-1.142806831326683,17537858.793477733,0.006164,-5859260.791490338,0.01845,200000,216206.72320599348,16206.723205993476,1.0810336160299674
2020-07-15,-1,-1.1578734524556482,17537858.793477733,0.006028,-5859260.791490338,0.018996,200000,217020.73080223423,17020.730802234233,1.0851036540111711
2020-07-16,-1,-1.0198773056543642,17537858.793477733,0.005841,-5859260.791490338,0.018036,200000,208116.26084802317,8116.260848023172,1.040581304240116
2020-07-17,-1,-0.9121302546663386,17537858.793477733,0.005945,-5859260.791490338,0.018211,200000,210965.56880105566,10965.568801055662,1.0548278440052783
2020-07-18,-1,-0.8631518682050431,17537858.793477733,0.005871,-5859260.791490338,0.018168,200000,209415.81903630425,9415.819036304252,1.0470790951815212
2020-07-19,-1,-0.6916955687698051,17537858.793477733,0.006039,-5859260.791490338,0.018017,200000,211477.43093409343,11477.430934093427,1.0573871546704672
2020-07-20,-1,-0.2715624827415557,17537858.793477733,0.005934,-5859260.791490338,0.016074,200000,198251.41204291256,-1748.5879570874386,0.9912570602145628
2020-07-21,-1,-0.4529638139564005,17537858.793477733,0.006069,-5859260.791490338,0.0175,200000,208974.32886869728,8974.328868697281,1.0448716443434864
2020-07-22,0,-0.16871513126330923,0.0,0.006288,0.0,0.017467,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-23,0,-0.06178516053084632,0.0,0.006229,0.0,0.017381,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-24,0,-0.113565167196919,0.0,0.005979,0.0,0.016995,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-25,0,-0.5335756410841108,0.0,0.006084,0.0,0.018218,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-26,0,-0.18692080374263284,0.0,0.00598,0.0,0.017554,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-27,0,0.7179569212041359,0.0,0.005545,0.0,0.015641,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-28,2,1.205365672725536,0.0,0.005826,0.0,0.01598,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-29,1,1.191053039837035,-18269506.610312916,0.0057,6682679.052735906,0.015583,200000,208272.37535756725,8272.375357567245,1.0413618767878363
2020-07-30,0,-0.6948199111243731,0.0,0.005749,0.0,0.017315,200000,197593.18106213398,-2406.818937866017,0.98796590531067
2020-07-31,0,-0.1266727806128435,0.0,0.005862,0.0,0.017204,200000,197593.18106213398,-2406.818937866017,0.98796590531067
2020-08-01,0,0.35654311009680856,0.0,0.006032,0.0,0.017319,200000,197593.18106213398,-2406.818937866017,0.98796590531067
2020-08-02,0,-0.5792192957495865,0.0,0.005414,0.0,0.016207,200000,197593.18106213398,-2406.818937866017,0.98796590531067
2020-08-03,0,-0.826299715195677,0.0,0.005509,0.0,0.0167,200000,197593.18106213398,-2406.818937866017,0.98796590531067
2020-08-04,-2,-2.45493639293336,0.0,0.005589,0.0,0.018734,200000,197593.18106213398,-2406.818937866017,0.98796590531067
