date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,ADAUSDT_position,ADAUSDT_price,init,total_asset,pnl,return
2020-02-21,0,-0.1594304432374336,0.0,0.0007332,0.0,0.05853,200000,188250.33481344557,-11749.665186554426,0.9412516740672279
2020-02-22,0,-0.19917115477475222,0.0,0.0007301,0.0,0.05825,200000,188250.33481344557,-11749.665186554426,0.9412516740672279
2020-02-23,-1,-1.0468665397733827,125483492.07668683,0.0007501,-1531735.840630151,0.06145,200000,188250.33481344557,-11749.665186554426,0.9412516740672279
2020-02-24,-2,-1.7841284235783956,0.0,0.0006961,0.0,0.05906,200000,191365.5947264806,-8634.405273519398,0.956827973632403
2020-02-25,-2,-1.9615527058362843,0.0,0.0006552,0.0,0.05603,200000,191365.5947264806,-8634.405273519398,0.956827973632403
2020-02-26,0,-0.044434952007435344,0.0,0.0006203,0.0,0.04915,200000,191365.5947264806,-8634.405273519398,0.956827973632403
2020-02-27,0,0.5475929587250473,0.0,0.000643,0.0,0.04986,200000,191365.5947264806,-8634.405273519398,0.956827973632403
2020-02-28,0,0.8387996888582429,0.0,0.0006341,0.0,0.04885,200000,191365.5947264806,-8634.405273519398,0.956827973632403
2020-02-29,1,1.1543062118494691,-154601385.30172935,0.0006189,2031481.8973087112,0.0471,200000,191365.5947264806,-8634.405273519398,0.956827973632403
2020-03-01,2,1.5181531649053093,0.0,0.0006107,0.0,0.04561,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-02,0,0.6029129663280899,0.0,0.0006394,0.0,0.04923,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-03,0,0.505535924882492,0.0,0.000631,0.0,0.04866,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-04,0,0.6207438089226909,0.0,0.0006388,0.0,0.04898,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-05,0,0.06414464462963163,0.0,0.0006517,0.0,0.05096,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-06,0,-0.4212592998307749,0.0,0.0006483,0.0,0.05174,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-07,0,0.6505089225048349,0.0,0.0006335,0.0,0.04879,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-08,0,-0.21677909105255314,0.0,0.0005399,0.0,0.04291,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-09,0,0.3283305482563583,0.0,0.0005328,0.0,0.04156,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-10,0,0.9374692574134603,0.0,0.0005435,0.0,0.04146,200000,193124.7713939964,-6875.2286060035985,0.965623856969982
2020-03-11,1,1.067659125564723,-184103690.55671725,0.0005245,2432914.7315948145,0.03969,200000,193124.77139399637,-6875.228606003628,0.9656238569699819
2020-03-12,0,-1.3224204931160917,0.0,0.0002819,0.0,0.02329,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-13,-2,-2.3703258070328346,0.0,0.0003223,0.0,0.02843,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-14,-2,-1.2443370443513524,0.0,0.0003081,0.0,0.02582,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-15,-2,-1.793575896477704,0.0,0.0003117,0.0,0.02693,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-16,-2,-1.7387487630034502,0.0,0.0002807,0.0,0.02423,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-17,-2,-1.6288746034110935,0.0,0.0002965,0.0,0.02575,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-18,-2,-1.4507577776560716,0.0,0.0003,0.0,0.02607,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-19,-2,-1.9584246222454276,0.0,0.0003304,0.0,0.0303,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-20,-2,-1.5454245612449857,0.0,0.0003259,0.0,0.02946,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-21,-2,-1.4822921299895473,0.0,0.0003237,0.0,0.02948,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-22,-1,-1.0173674233188827,309194053.94466805,0.0003046,-3484295.5542562297,0.02703,200000,188361.01766309177,-11638.98233690823,0.9418050883154588
2020-03-23,-1,-1.0101314483733181,309194053.94466805,0.0003273,-3484295.5542562297,0.02925,200000,203114.85881808458,3114.8588180845836,1.0155742940904229
2020-03-24,-1,-1.0596167856745846,309194053.94466805,0.0003345,-3484295.5542562297,0.03023,200000,208755.6656496573,8755.665649657312,1.0437783282482866
2020-03-25,-1,-1.1923617689895907,309194053.94466805,0.0003198,-3484295.5542562297,0.02945,200000,201492.76252435084,1492.7625243508373,1.007463812621754
2020-03-26,-2,-1.4230594053914514,0.0,0.0003251,0.0,0.03086,200000,195367.39153002744,-4632.608469972562,0.9768369576501372
2020-03-27,-1,-1.0124408298493244,313893623.923566,0.0003112,-3389441.213220462,0.02882,200000,195367.39153002744,-4632.608469972562,0.9768369576501372
2020-03-28,-1,-1.0141079826843193,313893623.923566,0.0003188,-3389441.213220462,0.02975,200000,200905.16340014158,905.1634001415805,1.0045258170007079
2020-03-29,-1,-0.5537781839632137,313893623.923566,0.0003091,-3389441.213220462,0.02806,200000,192132.2395977404,-7867.7604022595915,0.9606611979887021
2020-03-30,-1,-0.3190864585227216,313893623.923566,0.0003298,-3389441.213220462,0.02965,200000,204019.04914197876,4019.0491419787577,1.0200952457098937
2020-03-31,-1,-0.2868705834453661,313893623.923566,0.0003378,-3389441.213220462,0.03045,200000,209241.75110394368,9241.75110394368,1.0462087555197184
2020-04-01,-1,-1.095934794353266,313893623.923566,0.0003331,-3389441.213220462,0.03097,200000,209528.96050237754,9528.960502377537,1.0476448025118876
2020-04-02,-2,-1.9059184685623176,0.0,0.0003299,0.0,0.03188,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-03,-2,-1.9594437380345913,0.0,0.0003317,0.0,0.03231,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-04,-2,-1.9715694843423064,0.0,0.0003292,0.0,0.03244,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-05,-2,-1.459060222330705,0.0,0.0003285,0.0,0.0319,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-06,-2,-2.2654311391214326,0.0,0.0003525,0.0,0.03592,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-07,-2,-2.1181066754978617,0.0,0.0003431,0.0,0.03525,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-08,-2,-1.6204925839004332,0.0,0.0003585,0.0,0.03639,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-09,0,-0.9872556391103354,0.0,0.0003647,0.0,0.03607,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-10,0,-0.572461749474053,0.0,0.0003415,0.0,0.03321,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-11,0,-0.7989961645333391,0.0,0.0003387,0.0,0.03343,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-12,0,-0.992151867326508,0.0,0.0003346,0.0,0.03347,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-13,0,-0.5186953427894884,0.0,0.000337,0.0,0.03311,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-14,0,-0.5455777545992487,0.0,0.0003357,0.0,0.03312,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-15,0,-0.21890620155277657,0.0,0.0003268,0.0,0.03185,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-16,-2,-1.266422395329433,0.0,0.0003363,0.0,0.03446,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-17,0,-0.981447647152908,0.0,0.0003376,0.0,0.03432,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-18,-2,-1.794699544647911,0.0,0.0003437,0.0,0.03654,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-19,-2,-1.6530712372347223,0.0,0.0003348,0.0,0.03549,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-20,-2,-2.1426762931809646,0.0,0.000312,0.0,0.03391,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-21,-2,-2.13773521708862,0.0,0.0003146,0.0,0.03454,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-22,-2,-2.4932133740865754,0.0,0.0003193,0.0,0.03664,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-23,-2,-2.9272306143120477,0.0,0.0003251,0.0,0.04088,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-24,-2,-2.2818093067754313,0.0,0.0003333,0.0,0.04165,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-25,-2,-1.863879864073744,0.0,0.000341,0.0,0.04222,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-26,-2,-2.123507361814577,0.0,0.0003455,0.0,0.04593,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-27,-2,-1.8814359966090466,0.0,0.0003457,0.0,0.04648,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-28,-2,-1.7260370465990782,0.0,0.0003426,0.0,0.04679,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-29,-2,-1.7379291568899329,0.0,0.0003616,0.0,0.05146,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-04-30,-2,-1.2787589234405465,0.0,0.000351,0.0,0.04752,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-01,-2,-1.3593759355145663,0.0,0.0003623,0.0,0.05091,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-02,0,0.051387986260997005,0.0,0.0004421,0.0,0.0509,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-03,2,1.4765179364235956,0.0,0.0005045,0.0,0.04898,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-04,2,2.2385202937021345,0.0,0.0005696,0.0,0.04942,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-05,2,1.7784447448701755,0.0,0.0005493,0.0,0.04945,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-06,1,1.0722159399841136,-200069340.21532667,0.0004995,2044071.0868798462,0.04889,200000,199869.27087511137,-130.7291248886322,0.9993463543755569
2020-05-07,2,1.2909463609504972,0.0,0.0005433,0.0,0.05123,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-08,0,0.9100588461599884,0.0,0.0005271,0.0,0.05201,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-09,0,0.835999199492716,0.0,0.0005186,0.0,0.05145,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-10,0,0.6529896104370682,0.0,0.0004688,0.0,0.04755,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-11,0,0.8638137996435364,0.0,0.0004898,0.0,0.04779,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-12,0,0.544768761026832,0.0,0.0004961,0.0,0.05043,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-13,0,0.6700789339372155,0.0,0.0005215,0.0,0.05147,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-14,0,0.6043720095222743,0.0,0.0005167,0.0,0.05098,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-15,0,0.7966993483184086,0.0,0.00053,0.0,0.05026,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-16,0,0.6593914354894416,0.0,0.0005333,0.0,0.051,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-17,0,0.6191156161079594,0.0,0.000539,0.0,0.05129,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-18,0,0.06416773321251017,0.0,0.0005363,0.0,0.05434,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-19,0,-0.4162105886165585,0.0,0.0005372,0.0,0.05677,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-20,0,-0.9274836521677166,0.0,0.0005203,0.0,0.05689,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-21,0,-0.44217550356875784,0.0,0.0005134,0.0,0.05207,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-22,-1,-1.0849765344502664,190513253.8628447,0.000535,-1827915.9041718422,0.05576,200000,203849.18163324383,3849.181633243832,1.019245908166219
2020-05-23,-1,-0.9883720244986567,190513253.8628447,0.0005269,-1827915.9041718422,0.0549,200000,200734.016599367,734.0165993669943,1.003670082996835
2020-05-24,0,0.6201361234229763,0.0,0.0005315,0.0,0.05125,200000,196272.0772939488,-3727.9227060512058,0.981360386469744
2020-05-25,1,1.1013972858209626,-173415866.13708144,0.0005659,1820705.7262889498,0.0539,200000,196272.0772939488,-3727.9227060512058,0.981360386469744
2020-05-26,1,1.0857992905019875,-173415866.13708144,0.0005634,1820705.7262889498,0.05355,200000,195201.29062440497,-4798.709375595034,0.9760064531220248
2020-05-27,1,0.20185423329143662,-173415866.13708144,0.0005584,1820705.7262889498,0.05513,200000,197210.92634125607,-2789.0736587439314,0.9860546317062804
2020-05-28,0,-2.52867343625295,0.0,0.0005685,0.0,0.06502,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-05-29,-2,-2.194980344320772,0.0,0.00056,0.0,0.06469,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-05-30,-2,-2.8680186655577655,0.0,0.0005828,0.0,0.07691,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-05-31,-2,-1.4941944741050806,0.0,0.000627,0.0,0.0739,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-01,-2,-1.9917377891426207,0.0,0.000628,0.0,0.08093,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-02,-2,-1.5917486076557124,0.0,0.0006233,0.0,0.07872,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-03,-2,-1.648262301676432,0.0,0.000652,0.0,0.08558,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-04,-2,-1.7090686175299117,0.0,0.0006478,0.0,0.08882,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-05,-2,-1.3732355735050408,0.0,0.000638,0.0,0.08517,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-06,-2,-1.3113524550657814,0.0,0.0006376,0.0,0.08614,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-07,-2,-1.2904385145589372,0.0,0.0006279,0.0,0.08657,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-08,-1,-1.0588484757832333,138001807.06097284,0.0006394,-1020332.5096529374,0.08648,200000,176476.71086957207,-23523.289130427933,0.8823835543478603
2020-06-09,-1,-0.7685736689825007,138001807.06097284,0.0006348,-1020332.5096529374,0.08291,200000,172199.3154976306,-27800.684502369404,0.860996577488153
2020-06-10,-1,-0.7241491306953735,138001807.06097284,0.0006364,-1020332.5096529374,0.0836,200000,173124.14782058867,-26875.852179411333,0.8656207391029433
2020-06-11,-1,-0.593994743868701,138001807.06097284,0.0005783,-1020332.5096529374,0.07527,200000,156606.87302493717,-43393.12697506283,0.7830343651246858
2020-06-12,-1,-0.5810186623146564,138001807.06097284,0.0006051,-1020332.5096529374,0.07948,200000,164600.92131981015,-35399.07868018985,0.8230046065990507
2020-06-13,-1,-0.4149014950303116,138001807.06097284,0.00061,-1020332.5096529374,0.07906,200000,164848.5905203547,-35151.409479645314,0.8242429526017734
2020-06-14,-1,-0.28308847406983806,138001807.06097284,0.0005931,-1020332.5096529374,0.07642,200000,159822.68215554047,-40177.317844459525,0.7991134107777024
2020-06-15,-1,-0.4387869101139492,138001807.06097284,0.0005923,-1020332.5096529374,0.07824,200000,161569.28587746003,-38430.71412253997,0.8078464293873002
2020-06-16,-1,-0.8643902255424638,138001807.06097284,0.0005834,-1020332.5096529374,0.07925,200000,161371.60562936685,-38628.39437063315,0.8068580281468343
2020-06-17,-2,-1.7376374866447482,0.0,0.0005821,0.0,0.08349,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-18,-2,-1.5465330378805695,0.0,0.0005773,0.0,0.08176,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-19,-2,-1.3441915840692094,0.0,0.0005653,0.0,0.07987,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-20,0,-0.8788085579379139,0.0,0.000576,0.0,0.07953,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-21,0,-0.6275872090560723,0.0,0.0005715,0.0,0.07841,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-22,-2,-1.5103102985922274,0.0,0.0005875,0.0,0.08355,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-23,-2,-1.3658454618375044,0.0,0.0005815,0.0,0.08276,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-24,-2,-1.8867686593267141,0.0,0.0005625,0.0,0.08254,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-25,-2,-1.5019661723544193,0.0,0.0005608,0.0,0.08167,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-26,-2,-1.3764514136668276,0.0,0.0005526,0.0,0.08062,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-27,-2,-1.208110316382686,0.0,0.0005318,0.0,0.07738,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-28,-2,-1.603902515958844,0.0,0.000535,0.0,0.08028,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-29,-2,-1.877622006356168,0.0,0.000542,0.0,0.08392,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-06-30,-2,-1.8482380861148895,0.0,0.0005276,0.0,0.08299,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-01,-2,-2.686693818118961,0.0,0.000549,0.0,0.09681,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-02,-2,-1.9106984783799765,0.0,0.0005484,0.0,0.09291,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-03,-2,-2.0494536692508425,0.0,0.0005451,0.0,0.09655,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-04,-2,-1.9878745255315475,0.0,0.000552,0.0,0.10005,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-05,-2,-1.5344491725252367,0.0,0.000558,0.0,0.09813,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-06,-2,-1.759242513993873,0.0,0.0005672,0.0,0.10512,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-07,-2,-2.262525942814829,0.0,0.0005556,0.0,0.11764,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-08,-2,-1.789250567262948,0.0,0.0006315,0.0,0.12993,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-09,0,0.264537153504437,0.0,0.0008031,0.0,0.12403,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-10,0,-0.04598434926747538,0.0,0.0007321,0.0,0.11846,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-11,0,-0.575061947460495,0.0,0.0007172,0.0,0.12523,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-12,0,-0.783966269989517,0.0,0.0007,0.0,0.12685,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-13,0,-0.4519920218784775,0.0,0.000708,0.0,0.12427,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-14,0,-0.7856233374627306,0.0,0.0007188,0.0,0.13256,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-15,-1,-1.0060091472442536,132864463.81176986,0.0006824,-693753.9988151485,0.13069,200000,181333.4202103035,-18666.579789696494,0.9066671010515175
2020-07-16,0,0.07194409356549199,0.0,0.000735,0.0,0.12602,200000,171104.91823933768,-28895.081760662317,0.8555245911966884
2020-07-17,0,0.302895893038965,0.0,0.0007209,0.0,0.12224,200000,171104.91823933768,-28895.081760662317,0.8555245911966884
2020-07-18,0,0.0338988569623355,0.0,0.0007007,0.0,0.1227,200000,171104.91823933768,-28895.081760662317,0.8555245911966884
2020-07-19,0,0.4377937006960673,0.0,0.0007258,0.0,0.12402,200000,171104.91823933768,-28895.081760662317,0.8555245911966884
2020-07-20,0,0.9073089700809926,0.0,0.0007081,0.0,0.11771,200000,171104.91823933768,-28895.081760662317,0.8555245911966884
2020-07-21,1,1.0949235261150159,-113269507.63891016,0.0007553,694362.9504071815,0.12321,200000,171104.91823933768,-28895.081760662317,0.8555245911966884
2020-07-22,2,1.268584033337699,0.0,0.0007726,0.0,0.1238,200000,172654.8065807506,-27345.193419249408,0.8632740329037529
2020-07-23,2,1.2921625240559869,0.0,0.0007841,0.0,0.12422,200000,172654.8065807506,-27345.193419249408,0.8632740329037529
2020-07-24,1,1.1988771777091198,-111808578.28050162,0.0007721,707775.7095218111,0.12197,200000,172654.8065807506,-27345.193419249408,0.8632740329037529
2020-07-25,0,-0.8780704108924092,0.0,0.0007637,0.0,0.14362,200000,156392.27041204716,-43607.72958795284,0.7819613520602358
2020-07-26,-2,-1.3488095972308864,0.0,0.0007493,0.0,0.14849,200000,156392.27041204716,-43607.72958795284,0.7819613520602358
2020-07-27,-2,-1.2123105928968683,0.0,0.0007187,0.0,0.13859,200000,156392.27041204716,-43607.72958795284,0.7819613520602358
2020-07-28,-2,-1.3781219359087273,0.0,0.000769,0.0,0.14904,200000,156392.27041204716,-43607.72958795284,0.7819613520602358
2020-07-29,0,-0.7640546545945077,0.0,0.0007538,0.0,0.13972,200000,156392.27041204716,-43607.72958795284,0.7819613520602358
