date,statusList,zscore,ONTUSDT_position,ONTUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-08-08,0,-0.920895345965779,0.0,0.7306,0.0,13.123,200000,197377.87431748537,-2622.1256825146265,0.9868893715874268
2020-08-09,0,0.6865463799703089,0.0,0.7974,0.0,12.997,200000,197377.87431748537,-2622.1256825146265,0.9868893715874268
2020-08-10,0,0.10204015623663357,0.0,0.8574,0.0,14.526,200000,197377.87431748537,-2622.1256825146265,0.9868893715874268
2020-08-11,-1,-1.0425952729429662,130196.48701681093,0.758,-7210.940900098107,13.686,200000,197377.87431748537,-2622.1256825146265,0.9868893715874268
2020-08-12,-1,-0.35932456110712463,130196.48701681093,0.8184,-7210.940900098107,14.344,200000,209986.54124556528,9986.541245565284,1.0499327062278265
2020-08-13,-1,-0.9171206687664876,130196.48701681093,0.8071,-7210.940900098107,14.545,200000,209964.72006319507,9964.720063195069,1.0498236003159753
2020-08-14,-1,-0.6571580086614072,130196.48701681093,0.8283,-7210.940900098107,14.813,200000,214657.41774917778,14657.417749177781,1.073287088745889
2020-08-15,-1,-1.0153199483996278,130196.48701681093,0.8304,-7210.940900098107,15.103,200000,217022.0032329415,17022.003232941497,1.0851100161647076
2020-08-16,0,0.30974066588623766,0.0,0.8913,0.0,15.49,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-17,-2,-1.485309459466766,0.0,0.8896,0.0,16.56,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-18,-2,-1.9020285406080073,0.0,0.8428,0.0,16.12,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-19,-2,-2.6384245815904643,0.0,0.7795,0.0,15.834,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-20,-2,-2.4790939746310943,0.0,0.8548,0.0,17.842,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-21,-2,-1.2626215244568872,0.0,0.8374,0.0,16.387,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-22,-2,-1.8061061340102822,0.0,0.9178,0.0,18.936,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-23,-2,-1.480800473736953,0.0,0.8886,0.0,18.17,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-24,-2,-1.238111286667131,0.0,0.8905,0.0,18.074,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-25,-2,-1.2289321426353421,0.0,0.8306,0.0,17.023,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-26,0,-0.6403345689347858,0.0,0.881,0.0,17.322,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-27,-2,-1.30420645487978,0.0,0.8413,0.0,17.649,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-28,-2,-1.5210570278528377,0.0,0.8401,0.0,18.294,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-29,-2,-1.9546082524560071,0.0,0.9135,0.0,21.141,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-30,-2,-1.7772365346597314,0.0,0.891,0.0,20.662,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-08-31,-2,-1.5674749202720568,0.0,0.8817,0.0,20.443,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-01,-2,-1.7841328607943479,0.0,0.8845,0.0,21.517,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-02,-2,-1.8197704429376438,0.0,0.807,0.0,20.33,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-03,-2,-2.3603260466412173,0.0,0.6113,0.0,17.725,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-04,-2,-2.0524387416224426,0.0,0.6465,0.0,18.904,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-05,-2,-1.422413452549985,0.0,0.6334,0.0,16.964,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-06,-2,-1.270005549920198,0.0,0.6433,0.0,17.156,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-07,-2,-1.5353372270382968,0.0,0.6365,0.0,18.204,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-08,0,-0.6817585402783781,0.0,0.6756,0.0,17.122,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-09,0,-0.613427605908929,0.0,0.6818,0.0,17.282,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-10,0,-0.17700179911798047,0.0,0.7663,0.0,18.462,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-11,0,0.019390309959862996,0.0,0.8583,0.0,20.319,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-12,0,-0.8572483788465429,0.0,0.8097,0.0,21.725,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-13,0,-0.6554830998532851,0.0,0.7708,0.0,20.339,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-14,0,-0.3746799499956324,0.0,0.8556,0.0,22.018,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-15,0,-0.19486741479045067,0.0,0.7947,0.0,20.27,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-16,0,-0.10917686532132163,0.0,0.8219,0.0,20.997,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-17,-2,-1.3915059238300531,0.0,0.8318,0.0,23.833,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-18,-2,-2.1000000033093245,0.0,0.8047,0.0,25.307,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-19,-2,-1.9484600794135638,0.0,0.7687,0.0,24.5,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-20,-2,-2.0035539122371713,0.0,0.713,0.0,23.579,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-21,-2,-1.3450559854376403,0.0,0.6432,0.0,20.112,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-22,-1,-1.1951783086549261,149104.91270038736,0.6473,-4776.8181138807595,20.205,200000,193031.2199819215,-6968.7800180785125,0.9651560999096074
2020-09-23,-2,-1.7062385349527833,0.0,0.5798,0.0,19.685,200000,200611.85616997967,611.8561699796701,1.0030592808498984
2020-09-24,-2,-1.5967837549480641,0.0,0.6365,0.0,21.813,200000,200611.85616997967,611.8561699796701,1.0030592808498984
2020-09-25,-1,-1.122727509702688,153537.3152992344,0.6533,-4706.767776499922,21.311,200000,200611.85616997967,611.8561699796701,1.0030592808498984
2020-09-26,-1,-0.5713230217111694,153537.3152992344,0.6883,-4706.767776499922,21.004,200000,204540.68449806742,4540.684498067421,1.022703422490337
2020-09-27,-1,-0.8488274927225803,153537.3152992344,0.6624,-4706.767776499922,21.147,200000,201237.1358238567,1237.13582385669,1.0061856791192834
2020-09-28,-1,-0.6687866585022517,153537.3152992344,0.639,-4706.767776499922,20.11,200000,192763.44446162423,-7236.555538375775,0.9638172223081212
2020-09-29,-1,-0.43209476774276834,153537.3152992344,0.64,-4706.767776499922,19.691,200000,190944.84607856997,-9055.153921430028,0.9547242303928498
2020-09-30,-1,-0.25351730281150914,153537.3152992344,0.6278,-4706.767776499922,19.078,200000,186186.44218492488,-13813.557815075124,0.9309322109246244
2020-10-01,0,-0.148441768389367,0.0,0.6185,0.0,18.786,200000,194070.3661067307,-5929.633893269289,0.9703518305336536
2020-10-02,0,-0.04130033555337015,0.0,0.5982,0.0,18.089,200000,194070.3661067307,-5929.633893269289,0.9703518305336536
2020-10-03,0,0.09310585961455957,0.0,0.5919,0.0,17.806,200000,194070.3661067307,-5929.633893269289,0.9703518305336536
2020-10-04,0,0.14076850869782673,0.0,0.5989,0.0,18.125,200000,194070.3661067307,-5929.633893269289,0.9703518305336536
2020-10-05,0,0.6863138796449237,0.0,0.5983,0.0,17.664,200000,194070.3661067307,-5929.633893269289,0.9703518305336536
2020-10-06,1,1.020475974829145,-174147.8518545681,0.5572,5856.429661015472,16.569,200000,194070.3661067307,-5929.633893269289,0.9703518305336536
2020-10-07,2,1.225749534894984,0.0,0.5659,0.0,16.764,200000,194443.44863396743,-5556.551366032567,0.9722172431698372
2020-10-08,2,1.2413300045099303,0.0,0.578,0.0,17.019,200000,194443.44863396743,-5556.551366032567,0.9722172431698372
2020-10-09,1,1.175208031652678,-164170.42268994212,0.5922,5590.66844836019,17.39,200000,194443.44863396743,-5556.551366032567,0.9722172431698372
2020-10-10,1,0.6609564201951933,-164170.42268994212,0.5858,5590.66844836019,17.534,200000,194197.81418531566,-5802.185814684344,0.9709890709265783
2020-10-11,1,0.5265223934466496,-164170.42268994212,0.5921,5590.66844836019,17.787,200000,196646.5269656974,-3353.4730343025876,0.9832326348284871
2020-10-12,0,0.0751186335251714,0.0,0.5877,0.0,17.983,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-13,0,0.17399381029692274,0.0,0.5798,0.0,17.591,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-14,0,0.7395558575217657,0.0,0.5702,0.0,16.959,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-15,0,-0.6666620425946396,0.0,0.5621,0.0,17.24,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-16,-2,-1.2272449013250653,0.0,0.5472,0.0,17.021,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-17,0,-0.906622333694764,0.0,0.5594,0.0,17.191,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-18,-2,-1.9815514316271485,0.0,0.5562,0.0,17.428,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-19,-2,-1.609654281442941,0.0,0.5634,0.0,17.569,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-20,-2,-2.9087963841820588,0.0,0.516,0.0,16.948,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-21,-2,-2.670272518979361,0.0,0.547,0.0,18.332,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-22,-2,-2.255114898424013,0.0,0.5537,0.0,18.653,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-23,-2,-1.7895480104602073,0.0,0.5423,0.0,18.136,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-24,-2,-1.5409699764824591,0.0,0.5485,0.0,18.312,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-25,-2,-1.3314687819027498,0.0,0.5366,0.0,17.865,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-26,-1,-1.1416068672499986,184879.99159252775,0.5149,-5572.155681982706,17.084,200000,190389.4153419851,-9610.584658014908,0.9519470767099255
2020-10-27,-1,-1.113263167723406,184879.99159252775,0.5102,-5572.155681982706,17.007,200000,189091.42339398753,-10908.576606012473,0.9454571169699376
2020-10-28,-1,-1.0441822672157972,184879.99159252775,0.4753,-5572.155681982706,15.87,200000,176303.570676994,-23696.429323006014,0.8815178533849699
2020-10-29,-1,-1.1148716124620426,184879.99159252775,0.4536,-5572.155681982706,15.276,200000,168981.8143843384,-31018.185615661612,0.844909071921692
2020-10-30,-1,-0.7158805434440687,184879.99159252775,0.4461,-5572.155681982706,14.788,200000,164876.0024745869,-35123.99752541311,0.8243800123729345
2020-10-31,-1,-0.6301289791568973,184879.99159252775,0.4437,-5572.155681982706,14.702,200000,163953.0851061143,-36046.914893885696,0.8197654255305715
2020-11-01,-1,-0.37247253670407077,184879.99159252775,0.4547,-5572.155681982706,14.941,200000,167318.51022162597,-32681.48977837403,0.8365925511081298
2020-11-02,-2,-1.672957136694236,0.0,0.4338,0.0,15.215,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-03,-2,-1.3322973636254227,0.0,0.4242,0.0,14.676,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-04,0,-0.4793190027733903,0.0,0.4188,0.0,14.049,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-05,0,-0.08146277762216934,0.0,0.434,0.0,14.401,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-06,0,0.09757330735644162,0.0,0.4741,0.0,15.712,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-07,0,-0.2119043787544919,0.0,0.4422,0.0,14.813,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-08,1,1.173631971047367,-207061.197632236,0.4708,6309.670669595904,15.45,200000,194968.8236905134,-5031.176309486589,0.974844118452567
2020-11-09,2,1.2020072817629814,0.0,0.4689,0.0,15.378,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-10,2,1.693815974937835,0.0,0.4808,0.0,15.585,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-11,2,1.7006634543938277,0.0,0.477,0.0,15.391,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-12,0,0.13228631321164658,0.0,0.4655,0.0,15.456,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-13,0,0.7990538286962389,0.0,0.4887,0.0,16.007,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-14,0,0.5673310280740451,0.0,0.4771,0.0,15.684,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-15,0,0.22818582074857274,0.0,0.463,0.0,15.317,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-16,0,0.14781954451907878,0.0,0.4746,0.0,15.72,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-17,2,1.7338709471829148,0.0,0.505,0.0,16.15,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-18,2,1.3903804028297864,0.0,0.4898,0.0,15.718,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-19,0,-0.10317645828139857,0.0,0.4857,0.0,16.095,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-20,1,1.0199803778857168,-191430.80457717224,0.5094,5930.117480638016,16.444,200000,195029.70370322306,-4970.296296776942,0.9751485185161153
2020-11-21,2,1.901747912130465,0.0,0.5825,0.0,18.32,200000,197898.39512413743,-2101.6048758625693,0.9894919756206871
2020-11-22,2,2.250290940042909,0.0,0.553,0.0,17.18,200000,197898.39512413743,-2101.6048758625693,0.9894919756206871
2020-11-23,2,1.724692296960559,0.0,0.6084,0.0,19.093,200000,197898.39512413743,-2101.6048758625693,0.9894919756206871
2020-11-24,0,0.6213348936555655,0.0,0.6388,0.0,20.499,200000,197898.39512413743,-2101.6048758625693,0.9894919756206871
2020-11-25,2,3.6207848292631284,0.0,0.6992,0.0,19.711,200000,197898.39512413743,-2101.6048758625693,0.9894919756206871
2020-11-26,1,1.0643941097754521,-177264.7752813843,0.5582,5755.53731747724,17.192,200000,197898.39512413743,-2101.6048758625693,0.9894919756206871
2020-11-27,1,0.4904608163995857,-177264.7752813843,0.545,5755.53731747724,17.12,200000,195144.1014035648,-4855.898596435203,0.975720507017824
2020-11-28,1,0.6618088048674403,-177264.7752813843,0.5633,5755.53731747724,17.533,200000,200765.08370333223,765.0837033322314,1.003825418516661
2020-11-29,1,0.598824370011912,-177264.7752813843,0.5682,5755.53731747724,17.684,200000,202502.7672371501,2502.7672371501103,1.0125138361857506
2020-11-30,1,0.5862274745858569,-177264.7752813843,0.5979,5755.53731747724,18.577,200000,212907.22588751436,12907.22588751436,1.0645361294375717
2020-12-01,1,0.24262267227590598,-177264.7752813843,0.5575,5755.53731747724,17.53,200000,199719.68139474778,-280.31860525222146,0.9985984069737389
2020-12-02,1,0.3366643515116502,-177264.7752813843,0.5768,5755.53731747724,18.026,200000,205995.6380671472,5995.6380671472,1.029978190335736
2020-12-03,0,-0.32124703633870283,0.0,0.5894,0.0,18.853,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-04,0,-0.563356196482444,0.0,0.5367,0.0,17.298,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-05,0,-0.6158668212433268,0.0,0.5578,0.0,17.975,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-06,0,-0.6712766148479037,0.0,0.5554,0.0,17.89,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-07,0,-0.49860815215797816,0.0,0.5446,0.0,17.442,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-08,0,-0.9429475388479834,0.0,0.5055,0.0,16.456,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-09,-2,-1.6296431502311874,0.0,0.506,0.0,16.899,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-10,-1,-1.129761591604086,196184.0807818123,0.4941,-5969.611671036671,16.238,200000,193869.10862858692,-6130.891371413076,0.9693455431429346
2020-12-11,-2,-1.2687355064951245,0.0,0.4789,0.0,15.898,200000,194821.438688318,-5178.561311681988,0.97410719344159
2020-12-12,0,-0.9364942288993634,0.0,0.5005,0.0,16.463,200000,194821.438688318,-5178.561311681988,0.97410719344159
2020-12-13,-1,-1.1387822468763977,187979.00297985142,0.5182,-5643.399533292336,17.261,200000,194821.438688318,-5178.561311681988,0.97410719344159
2020-12-14,-2,-1.357390844541796,0.0,0.5147,0.0,17.398,200000,196252.51093480852,-3747.4890651914757,0.9812625546740427
2020-12-15,-2,-1.3275966569004438,0.0,0.5108,0.0,17.103,200000,196252.51093480852,-3747.4890651914757,0.9812625546740427
2020-12-16,-1,-1.0293209259383267,181883.69873476232,0.5395,-5466.034729690522,17.952,200000,196252.51093480852,-3747.4890651914757,0.9812625546740427
2020-12-17,-1,-0.9506336161777033,181883.69873476232,0.5338,-5466.034729690522,17.773,200000,194237.35363540577,-5762.646364594228,0.9711867681770289
2020-12-18,0,1.138946230596615,0.0,0.5695,0.0,17.918,200000,190610.15479195613,-9389.845208043873,0.9530507739597807
2020-12-19,1,1.050531437322986,-168830.96084318522,0.5645,5343.710535238467,17.835,200000,190610.15479195613,-9389.845208043873,0.9530507739597807
2020-12-20,1,0.822221747616587,-168830.96084318522,0.5505,5343.710535238467,17.541,200000,186675.4704427914,-13324.529557208589,0.933377352213957
2020-12-21,1,0.950303223985456,-168830.96084318522,0.5192,5343.710535238467,16.514,200000,175903.0706487098,-24096.929351290193,0.879515353243549
2020-12-22,1,1.1525224189986782,-168830.96084318522,0.5206,5343.710535238467,16.516,200000,176150.1214149607,-23849.87858503929,0.8807506070748036
2020-12-23,0,-0.46476767345097597,0.0,0.4086,0.0,13.456,200000,187689.51643031283,-12310.483569687174,0.9384475821515641
2020-12-24,0,-0.7611217811490638,0.0,0.4598,0.0,15.269,200000,187689.51643031283,-12310.483569687174,0.9384475821515641
2020-12-25,-1,-1.0786771128676214,207437.57341988597,0.4524,-6184.98373526372,15.173,200000,187689.51643031283,-12310.483569687174,0.9384475821515641
2020-12-26,-1,-0.2889549021143048,207437.57341988597,0.4546,-6184.98373526372,14.984,200000,186976.91716587174,-13023.082834128261,0.9348845858293587
2020-12-27,-1,-1.006936158785314,207437.57341988597,0.4498,-6184.98373526372,15.112,200000,186772.89473157004,-13227.105268429965,0.9338644736578502
2020-12-28,-1,-1.0258613472602636,207437.57341988597,0.4639,-6184.98373526372,15.63,200000,192901.58609165705,-7098.413908342947,0.9645079304582853
2020-12-29,-1,-0.3067114272815929,207437.57341988597,0.4548,-6184.98373526372,15.054,200000,187451.35354202415,-12548.646457975847,0.9372567677101208
2020-12-30,-1,-0.27897672837187765,207437.57341988597,0.4449,-6184.98373526372,14.722,200000,183344.30696505975,-16655.693034940254,0.9167215348252987
2020-12-31,0,0.6898594136578562,0.0,0.4413,0.0,14.256,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-01,0,0.7714685220768601,0.0,0.4491,0.0,14.461,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-02,2,2.0138517496918764,0.0,0.4653,0.0,14.426,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-03,0,0.8693038408596871,0.0,0.503,0.0,16.024,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-04,0,-0.6468167672686801,0.0,0.4945,0.0,16.372,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-05,0,-0.6954018939793075,0.0,0.509,0.0,16.868,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-06,-2,-1.2192610968221655,0.0,0.5808,0.0,19.535,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-07,-2,-3.2048992788264914,0.0,0.5591,0.0,20.889,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-08,-2,-1.7046833689872063,0.0,0.5563,0.0,19.724,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-09,0,-0.40485312872896384,0.0,0.634,0.0,21.338,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-10,-2,-2.556802252639331,0.0,0.6536,0.0,24.921,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-11,-2,-3.093572263629885,0.0,0.5487,0.0,23.658,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-12,-2,-2.150354255777536,0.0,0.5345,0.0,22.148,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-13,-2,-1.631689789501615,0.0,0.5758,0.0,23.229,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-14,-2,-1.3242926115534588,0.0,0.5816,0.0,23.104,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-15,0,-0.5604381230454779,0.0,0.6355,0.0,23.493,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-16,0,-0.26499549025074076,0.0,0.6541,0.0,23.58,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-17,0,-0.058313995967330924,0.0,0.6727,0.0,23.841,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-18,0,-0.7039717079522811,0.0,0.712,0.0,27.055,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-19,-1,-1.0351497824859364,139467.64785868395,0.6608,-3507.79209473674,26.273,200000,184320.44341003674,-15679.556589963264,0.9216022170501836
2021-01-20,-1,-1.1807562583298732,139467.64785868395,0.6368,-3507.79209473674,26.072,200000,180268.15365038623,-19731.84634961377,0.9013407682519311
2021-01-21,-1,-0.9673194478723676,139467.64785868395,0.5466,-3507.79209473674,22.096,200000,153741.19044485965,-46258.80955514035,0.7687059522242983
2021-01-22,-1,-1.0672024010550676,139467.64785868395,0.57,-3507.79209473674,23.469,200000,161820.93195082643,-38179.06804917357,0.8091046597541321
2021-01-23,-1,-0.8501074878162234,139467.64785868395,0.602,-3507.79209473674,24.425,200000,169637.3459248726,-30362.654075127386,0.848186729624363
2021-01-24,-1,-0.6009522621238821,139467.64785868395,0.6109,-3507.79209473674,24.401,200000,170794.4209805412,-29205.57901945879,0.853972104902706
2021-01-25,-1,-0.3743994849962277,139467.64785868395,0.5908,-3507.79209473674,23.313,200000,164174.64345950808,-35825.35654049192,0.8208732172975404
2021-01-26,-1,-0.4306240177693217,139467.64785868395,0.5811,-3507.79209473674,23.158,200000,162278.09950059466,-37721.90049940534,0.8113904975029733
2021-01-27,0,-0.1403896005181584,0.0,0.5367,0.0,21.033,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-01-28,0,-0.2506890912414894,0.0,0.5608,0.0,22.245,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-01-29,0,0.18803458226132425,0.0,0.5778,0.0,22.549,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-01-30,0,0.31258788577812935,0.0,0.5887,0.0,22.864,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-01-31,0,0.4464435568000763,0.0,0.5792,0.0,22.276,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-01,0,-0.07398894302516919,0.0,0.5896,0.0,23.119,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-02,0,0.49131446919377403,0.0,0.621,0.0,23.74,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-03,0,-0.08099944991922835,0.0,0.631,0.0,24.662,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-04,0,-0.08266975126654398,0.0,0.6059,0.0,23.75,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-05,0,0.42597573338617284,0.0,0.6741,0.0,26.07,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-06,2,1.9333146803813408,0.0,0.6608,0.0,24.834,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-07,2,3.1731729349917708,0.0,0.6935,0.0,24.526,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-08,2,2.36098922004908,0.0,0.77,0.0,27.38,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-09,2,1.2355566480719158,0.0,0.8415,0.0,31.065,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-10,1,1.1938926227953193,-100951.71217104391,0.9076,2744.0483368205882,33.39,200000,183247.5479328789,-16752.452067121107,0.9162377396643945
2021-02-11,2,2.137887279853008,0.0,1.037,0.0,36.297,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-12,2,2.1161882135423844,0.0,1.0895,0.0,37.572,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-13,2,2.5511717273179757,0.0,1.2932,0.0,42.415,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-14,0,-0.1337595407764668,0.0,1.1637,0.0,43.942,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-15,0,0.6709933584457638,0.0,1.1555,0.0,41.575,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-16,0,0.37357205084485334,0.0,1.1238,0.0,40.945,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-17,0,0.09309501915635358,0.0,1.1547,0.0,42.551,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-18,0,0.6872336580825377,0.0,1.2285,0.0,43.783,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-19,0,-0.5766206299641898,0.0,1.2632,0.0,47.847,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-20,0,0.6088561955584549,0.0,1.231,0.0,43.866,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-21,-1,-1.1839117509057953,66610.2252856598,1.4137,-1715.2436336309156,54.9,200000,188333.75097267452,-11666.24902732548,0.9416687548633726
2021-02-22,-2,-1.3497190624421556,0.0,1.1928,0.0,46.879,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-02-23,-2,-1.3597709594175198,0.0,0.9819,0.0,38.65,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-02-24,-2,-1.76071216855943,0.0,1.0038,0.0,40.619,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-02-25,-2,-1.8152186141636046,0.0,0.9389,0.0,38.541,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-02-26,-2,-1.8801814501760494,0.0,0.8969,0.0,37.68,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-02-27,-2,-1.2895436800652316,0.0,0.915,0.0,37.28,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-02-28,-2,-1.407325517173674,0.0,0.8473,0.0,35.261,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-03-01,-2,-1.2621794869512881,0.0,0.9163,0.0,38.12,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
2021-03-02,0,-0.9692413584111028,0.0,0.9212,0.0,37.733,200000,189289.98055292323,-10710.019447076775,0.9464499027646162
