date,statusList,zscore,ENJUSDT_position,ENJUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-02-20,1,1.1270499503863958,-647559.393454563,0.1321,4320333.125017563,0.0198,200000,171085.19175069552,-28914.80824930448,0.8554259587534776
2020-02-21,1,0.4028156859768166,-647559.393454563,0.1278,4320333.125017563,0.02016,200000,169856.0062838472,-30143.993716152792,0.849280031419236
2020-02-22,0,0.10138289962707939,0.0,0.12428,0.0,0.02002,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-23,0,-0.026019294198362724,0.0,0.1312,0.0,0.02133,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-24,0,0.16774308596930504,0.0,0.12219,0.0,0.01988,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-25,0,-0.762313503592403,0.0,0.10971,0.0,0.01891,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-26,0,-0.37418375287627814,0.0,0.09693,0.0,0.01636,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-27,0,-0.2945551262173572,0.0,0.10124,0.0,0.01701,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-28,0,-0.5428841166005809,0.0,0.10033,0.0,0.0171,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-02-29,0,-0.6382226153078527,0.0,0.09593,0.0,0.01648,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-01,0,0.34794769143949184,0.0,0.10094,0.0,0.01643,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-02,0,0.4401027217681434,0.0,0.10869,0.0,0.01759,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-03,0,0.5279451717767347,0.0,0.10726,0.0,0.01723,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-04,0,-0.4389389437563051,0.0,0.10496,0.0,0.01774,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-05,0,0.2138105476038356,0.0,0.11016,0.0,0.01789,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-06,0,0.04653249452097338,0.0,0.11242,0.0,0.01833,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-07,0,0.15238417450273828,0.0,0.10512,0.0,0.01699,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-08,0,-0.8462556521828211,0.0,0.08681,0.0,0.01465,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-09,-1,-1.1784197353536052,943801.0520661921,0.08745,-5487726.197020512,0.01504,200000,165070.804006377,-34929.195993623,0.825354020031885
2020-03-10,-1,-1.0810178921412261,943801.0520661921,0.08797,-5487726.197020512,0.01508,200000,165781.08960133226,-34218.91039866774,0.8289054480066613
2020-03-11,-2,-2.2462295607139833,0.0,0.083,0.0,0.01489,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-12,-2,-3.206384886474277,0.0,0.04262,0.0,0.00841,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-13,-2,-2.9268605866685715,0.0,0.04934,0.0,0.01029,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-14,-2,-1.8301850176739107,0.0,0.04949,0.0,0.00973,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-15,-2,-1.902953871256752,0.0,0.05047,0.0,0.01026,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-16,-2,-1.8762476517011097,0.0,0.04598,0.0,0.00961,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-17,-1,-1.1273353943012705,1649183.079680032,0.05107,-8405566.854217488,0.01002,200000,168447.55975851847,-31552.440241481527,0.8422377987925924
2020-03-18,-1,-1.0448599827183864,1649183.079680032,0.05195,-8405566.854217488,0.01022,200000,171579.9542394804,-28420.0457605196,0.857899771197402
2020-03-19,0,1.2828461971386476,0.0,0.07392,0.0,0.01163,200000,144296.6890231199,-55703.31097688011,0.7214834451155995
2020-03-20,2,1.6097345053079188,0.0,0.07488,0.0,0.01127,200000,144296.6890231199,-55703.31097688011,0.7214834451155995
2020-03-21,2,1.733609452490584,0.0,0.07671,0.0,0.01123,200000,144296.6890231199,-55703.31097688011,0.7214834451155995
2020-03-22,2,1.5408089824921969,0.0,0.07,0.0,0.0103,200000,144296.6890231199,-55703.31097688011,0.7214834451155995
2020-03-23,1,1.1271018498036207,-968434.1545175832,0.0745,6345500.836548808,0.01137,200000,144296.6890231199,-55703.31097688011,0.7214834451155995
2020-03-24,2,1.7435683825092716,0.0,0.08232,0.0,0.01151,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-25,2,1.5543167192233618,0.0,0.08132,0.0,0.01139,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-26,2,1.9819506994131066,0.0,0.09292,0.0,0.01196,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-27,2,1.412115540218896,0.0,0.08281,0.0,0.01121,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-28,2,1.4018483822528862,0.0,0.08585,0.0,0.01139,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-29,2,1.3592244954077108,0.0,0.08165,0.0,0.01066,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-30,2,1.5578000649124655,0.0,0.0928,0.0,0.01145,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-03-31,2,1.339609236128469,0.0,0.09304,0.0,0.01157,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-04-01,1,1.19731722376363,-812427.2169303194,0.09292,6519061.916853651,0.01158,200000,150981.47399433056,-49018.52600566944,0.7549073699716529
2020-04-02,1,0.8323984056193386,-812427.2169303194,0.09192,6519061.916853651,0.01196,200000,152646.29030580464,-47353.709694195364,0.7632314515290232
2020-04-03,1,0.6330340329627281,-812427.2169303194,0.09009,6519061.916853651,0.01194,200000,151029.16726048506,-48970.83273951494,0.7551458363024253
2020-04-04,1,1.096999113479648,-812427.2169303194,0.09744,6519061.916853651,0.01197,200000,157196.07916242853,-42803.920837571466,0.7859803958121426
2020-04-05,1,0.314988010425763,-812427.2169303194,0.09335,6519061.916853651,0.01257,200000,157784.68899529573,-42215.31100470427,0.7889234449764786
2020-04-06,0,-0.07285900807608511,0.0,0.099,0.0,0.01375,200000,141774.66711369448,-58225.33288630552,0.7088733355684724
2020-04-07,0,-0.38656973533463274,0.0,0.0951,0.0,0.0133,200000,141774.66711369448,-58225.33288630552,0.7088733355684724
2020-04-08,0,-0.6367974839240111,0.0,0.09748,0.0,0.01376,200000,141774.66711369448,-58225.33288630552,0.7088733355684724
2020-04-09,0,-0.39536285347521716,0.0,0.09743,0.0,0.01345,200000,141774.66711369448,-58225.33288630552,0.7088733355684724
2020-04-10,0,-0.9053940579148324,0.0,0.08777,0.0,0.01248,200000,141774.66711369448,-58225.33288630552,0.7088733355684724
2020-04-11,-1,-1.071879854076214,812276.080633061,0.08727,-5670986.684547779,0.0125,200000,141774.66711369448,-58225.33288630552,0.7088733355684724
2020-04-12,-2,-1.2915240681412348,0.0,0.08803,0.0,0.01266,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-13,0,-0.8435375491315449,0.0,0.0896,0.0,0.01257,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-14,0,-0.406945008391012,0.0,0.09103,0.0,0.01245,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-15,0,0.28334955145642055,0.0,0.09227,0.0,0.01219,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-16,0,-0.1848890451848553,0.0,0.09621,0.0,0.01302,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-17,0,-0.4037636474666542,0.0,0.094,0.0,0.01289,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-18,0,0.8706996831288908,0.0,0.10438,0.0,0.01339,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-19,0,0.7205362287722304,0.0,0.0993,0.0,0.0129,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-20,2,1.2702329003239305,0.0,0.09763,0.0,0.0124,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-21,2,2.707070295459289,0.0,0.10726,0.0,0.01249,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-22,2,2.385538284905219,0.0,0.11295,0.0,0.01298,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-23,2,2.2307178353654353,0.0,0.12095,0.0,0.01361,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-24,2,2.468116697548807,0.0,0.13049,0.0,0.01392,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-25,2,2.942577351948254,0.0,0.14889,0.0,0.01396,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-26,2,1.8552035500304858,0.0,0.14149,0.0,0.01426,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-27,2,1.244221216160544,0.0,0.13679,0.0,0.01452,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-28,0,0.859404075663475,0.0,0.13898,0.0,0.01528,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-29,0,0.5334508667942254,0.0,0.14303,0.0,0.01624,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-04-30,0,0.6323999671174773,0.0,0.13668,0.0,0.01519,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-01,0,0.4835050570864668,0.0,0.14096,0.0,0.01581,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-02,0,0.29498041614962167,0.0,0.14384,0.0,0.01635,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-03,0,-0.09389472133377987,0.0,0.13582,0.0,0.01599,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-04,0,-0.2574214910161598,0.0,0.13653,0.0,0.01623,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-05,0,0.5386724552852636,0.0,0.14571,0.0,0.0159,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-06,0,0.3815796194661001,0.0,0.14136,0.0,0.01554,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-07,0,0.004697297957222927,0.0,0.14239,0.0,0.01603,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-08,0,-0.15501489789990805,0.0,0.14369,0.0,0.01627,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-09,0,0.03199754115061032,0.0,0.14506,0.0,0.01609,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-10,2,1.5806424835082584,0.0,0.14216,0.0,0.01426,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-11,2,2.208396742226277,0.0,0.14798,0.0,0.01398,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-12,2,2.477735286134449,0.0,0.16301,0.0,0.01455,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-13,2,1.6321656202079577,0.0,0.1613,0.0,0.01501,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-14,2,1.329498927201219,0.0,0.16216,0.0,0.01527,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-15,2,1.6491894520595263,0.0,0.16284,0.0,0.01488,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-16,2,1.3615689201902366,0.0,0.16157,0.0,0.01497,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-17,2,1.2483121151400165,0.0,0.16216,0.0,0.015,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-18,0,0.6725114858802339,0.0,0.15863,0.0,0.01537,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-19,0,0.9366884366429857,0.0,0.16573,0.0,0.01553,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-20,2,1.4632994465112634,0.0,0.1705,0.0,0.015,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-21,2,2.1576073791400767,0.0,0.17819,0.0,0.01421,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-22,2,1.2154019142847992,0.0,0.17229,0.0,0.01484,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-23,2,1.2732844031979256,0.0,0.17679,0.0,0.01496,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-24,1,1.0114293625084534,-430472.986976368,0.16501,4998757.746725579,0.01421,200000,142064.69516194097,-57935.30483805903,0.7103234758097048
2020-05-25,2,1.764312626753816,0.0,0.18673,0.0,0.01472,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-05-26,2,1.652460515661682,0.0,0.1864,0.0,0.01458,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-05-27,2,2.57036874088969,0.0,0.21381,0.0,0.0147,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-05-28,2,1.6489338229258947,0.0,0.20497,0.0,0.01514,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-05-29,2,1.48123192066859,0.0,0.20202,0.0,0.015,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-05-30,0,0.5250417015882226,0.0,0.20269,0.0,0.01638,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-05-31,1,1.0097699805132856,-359838.53514198127,0.20685,4704968.45727679,0.01582,200000,148865.20198823765,-51134.79801176235,0.7443260099411882
2020-06-01,1,0.21291512838950116,-359838.53514198127,0.20784,4704968.45727679,0.01707,200000,155102.6527096242,-44897.347290375794,0.775513263548121
2020-06-02,0,0.09191496128521118,0.0,0.19804,0.0,0.01637,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-03,0,-0.26506208750351995,0.0,0.19882,0.0,0.01691,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-04,0,-0.2503782830936207,0.0,0.19949,0.0,0.01687,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-05,0,-0.18253002133997978,0.0,0.2016,0.0,0.01685,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-06,0,-0.3973837755973338,0.0,0.20127,0.0,0.01704,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-07,-2,-1.4951069683149618,0.0,0.19704,0.0,0.0182,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-08,0,-0.8964355956832682,0.0,0.20589,0.0,0.01794,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-09,0,-0.8699427011340004,0.0,0.20195,0.0,0.01754,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-10,0,-0.5629186012638004,0.0,0.20661,0.0,0.0176,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-11,0,-0.5125535660335934,0.0,0.18555,0.0,0.01573,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-12,0,-0.5981688641836787,0.0,0.19258,0.0,0.01644,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-13,0,-0.8956953693308998,0.0,0.19078,0.0,0.01668,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-14,-1,-1.0501302635165901,395193.0074067562,0.18106,-4427824.62382842,0.01616,200000,143107.29184213455,-56892.70815786545,0.7155364592106728
2020-06-15,-1,-1.0687991009063351,395193.0074067562,0.178,-4427824.62382842,0.01606,200000,141455.21877708705,-58544.78122291295,0.7072760938854352
2020-06-16,-1,-1.0037897550959727,395193.0074067562,0.18002,-4427824.62382842,0.01613,200000,142563.45637571666,-57436.54362428334,0.7128172818785833
2020-06-17,-2,-1.5718780975362634,0.0,0.17334,0.0,0.01621,200000,146379.57309050614,-53620.426909493865,0.7318978654525307
2020-06-18,0,-0.9137346118628789,0.0,0.17833,0.0,0.01602,200000,146379.57309050614,-53620.426909493865,0.7318978654525307
2020-06-19,-2,-1.2767108150008395,0.0,0.17215,0.0,0.01586,200000,146379.57309050614,-53620.426909493865,0.7318978654525307
2020-06-20,-2,-1.6814768377284979,0.0,0.1702,0.0,0.01597,200000,146379.57309050614,-53620.426909493865,0.7318978654525307
2020-06-21,-2,-1.361967978704157,0.0,0.17002,0.0,0.01582,200000,146379.57309050614,-53620.426909493865,0.7318978654525307
2020-06-22,-1,-1.0812304421413401,412476.2542000286,0.17744,-4468240.936828637,0.01638,200000,146379.57309050614,-53620.426909493865,0.7318978654525307
2020-06-23,-1,-0.6211690680694774,412476.2542000286,0.18156,-4468240.936828637,0.0165,200000,148615.1641702297,-51384.83582977031,0.7430758208511485
2020-06-24,-1,-0.5623780456873089,412476.2542000286,0.17518,-4468240.936828637,0.01593,200000,143436.6683344412,-56563.3316655588,0.717183341672206
2020-06-25,-2,-1.277304135484344,0.0,0.16943,0.0,0.0159,200000,147538.75223697064,-52461.24776302936,0.7376937611848532
2020-06-26,-2,-2.2697071795237047,0.0,0.15988,0.0,0.01585,200000,147538.75223697064,-52461.24776302936,0.7376937611848532
2020-06-27,-2,-2.225352962612345,0.0,0.15288,0.0,0.01544,200000,147538.75223697064,-52461.24776302936,0.7376937611848532
2020-06-28,-2,-1.8838345147051252,0.0,0.15626,0.0,0.01577,200000,147538.75223697064,-52461.24776302936,0.7376937611848532
2020-06-29,0,-0.6065535918045292,0.0,0.17126,0.0,0.01619,200000,147538.75223697064,-52461.24776302936,0.7376937611848532
2020-06-30,-1,-1.1464727376273207,440914.3274071205,0.16731,-4509130.569589567,0.01636,200000,147538.75223697064,-52461.24776302936,0.7376937611848532
2020-07-01,-1,-1.0714631496696099,440914.3274071205,0.1724,-4509130.569589567,0.01686,200000,152037.57144826767,-47962.42855173233,0.7601878572413383
2020-07-02,-2,-1.345966955527944,0.0,0.16659,0.0,0.01658,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-03,0,-0.678166395963598,0.0,0.17156,0.0,0.01662,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-04,0,0.4466593928538379,0.0,0.1813,0.0,0.01682,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-05,0,-0.7817053871915973,0.0,0.17281,0.0,0.01688,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-06,-2,-1.3939510019473103,0.0,0.17904,0.0,0.01802,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-07,0,-0.5229164276292853,0.0,0.17649,0.0,0.0172,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-08,0,-0.2819808019233135,0.0,0.18493,0.0,0.01791,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-09,-1,-1.1398290577656496,402357.7317349124,0.18497,-4009919.7003775183,0.01856,200000,148848.21927801348,-51151.78072198652,0.7442410963900674
2020-07-10,-2,-1.5273033963666083,0.0,0.17662,0.0,0.01812,200000,150443.54166983388,-49556.45833016612,0.7522177083491695
2020-07-11,-1,-1.0673742880167238,414376.5263863656,0.18153,-4094816.04980495,0.01837,200000,150443.54166983388,-49556.45833016612,0.7522177083491695
2020-07-12,-2,-1.3222250739154702,0.0,0.1769,0.0,0.01818,200000,151584.08993753983,-48415.91006246017,0.7579204496876991
2020-07-13,0,0.1999098038915355,0.0,0.18039,0.0,0.01756,200000,151584.08993753983,-48415.91006246017,0.7579204496876991
2020-07-14,2,1.2235515007139561,0.0,0.18618,0.0,0.01765,200000,151584.08993753983,-48415.91006246017,0.7579204496876991
2020-07-15,1,1.0818494864490555,-411443.70538390917,0.18421,4313719.12172851,0.01757,200000,151584.08993753983,-48415.91006246017,0.7579204496876991
2020-07-16,2,2.6105098500216313,0.0,0.19179,0.0,0.01716,200000,156471.4580642585,-43528.541935741494,0.7823572903212925
2020-07-17,2,2.896747777543945,0.0,0.20133,0.0,0.01717,200000,156471.4580642585,-43528.541935741494,0.7823572903212925
2020-07-18,2,2.5712831118026265,0.0,0.20832,0.0,0.01742,200000,156471.4580642585,-43528.541935741494,0.7823572903212925
2020-07-19,2,1.9935125740344593,0.0,0.2074,0.0,0.01753,200000,156471.4580642585,-43528.541935741494,0.7823572903212925
2020-07-20,1,1.0482566316484512,-404758.28564400255,0.19329,4559191.668539001,0.01716,200000,156471.4580642585,-43528.541935741494,0.7823572903212925
2020-07-21,1,0.6078642230846947,-404758.28564400255,0.1938,4559191.668539001,0.01762,200000,158775.11295746488,-41224.88704253512,0.7938755647873244
2020-07-22,0,0.03866973696183677,0.0,0.19071,0.0,0.01794,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-23,0,-0.35686955719827157,0.0,0.18567,0.0,0.01792,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-24,0,-0.29742496701673815,0.0,0.18625,0.0,0.01794,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-25,0,-0.8179789690197036,0.0,0.18782,0.0,0.01877,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-26,-2,-1.251012940159102,0.0,0.17916,0.0,0.01852,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-27,-2,-1.877116383554576,0.0,0.1689,0.0,0.01872,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-28,-2,-1.5538968881844861,0.0,0.17452,0.0,0.01912,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-29,-2,-1.3517643294649178,0.0,0.17634,0.0,0.01915,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-30,-2,-1.2159912825113806,0.0,0.1778,0.0,0.01917,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-07-31,-2,-1.5299624967966665,0.0,0.17419,0.0,0.01968,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-08-01,-2,-1.5962497354856402,0.0,0.17653,0.0,0.02046,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
2020-08-02,0,-0.9724057680070284,0.0,0.17523,0.0,0.01907,200000,151871.0121858366,-48128.98781416341,0.7593550609291829
