date,statusList,zscore,ETHUSDT_position,ETHUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-02-06,2,1.3499391909656218,0.0,213.19,0.0,20.6675,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-07,0,0.7646097986435406,0.0,223.33,0.0,22.0555,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-08,0,0.9668444059025177,0.0,223.05,0.0,21.7888,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-09,-2,-1.2799713215720037,0.0,228.49,0.0,24.38,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-10,-2,-2.260387909654418,0.0,222.89,0.0,25.1465,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-11,-2,-1.3890560033394983,0.0,236.69,0.0,25.6963,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-12,0,0.455664556029984,0.0,265.74,0.0,26.4243,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-13,2,1.3770042672579497,0.0,268.32,0.0,25.4579,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-14,2,1.7259520147288234,0.0,285.15,0.0,26.3547,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-15,2,1.6771700876387692,0.0,264.88,0.0,24.2576,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-16,2,1.7462062990648273,0.0,258.85,0.0,23.3193,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-17,2,1.9475901702228111,0.0,267.85,0.0,23.4555,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-18,2,2.0437390737002223,0.0,282.61,0.0,24.0821,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-19,2,1.5633135277944046,0.0,258.45,0.0,22.3709,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-20,2,1.4340464165156268,0.0,256.96,0.0,22.1626,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-21,2,1.6469380587748286,0.0,265.27,0.0,22.1888,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-22,2,1.4113399921885492,0.0,261.57,0.0,21.9689,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-23,2,1.3658451767110775,0.0,274.48,0.0,22.8452,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-24,2,1.230542170947552,0.0,265.52,0.0,22.0965,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-25,2,1.2247963721112436,0.0,246.67,0.0,20.3193,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-26,0,0.9395316007025489,0.0,223.93,0.0,18.7441,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-27,0,0.7770348313512039,0.0,227.79,0.0,19.2,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-28,0,0.7736118926475508,0.0,226.76,0.0,18.9838,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-29,0,0.05376596688093833,0.0,217.21,0.0,19.23,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-01,0,0.19221152553650192,0.0,217.81,0.0,18.902,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-02,0,0.25150325310933686,0.0,231.97,0.0,19.9289,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-03,0,-0.43026630619386386,0.0,223.91,0.0,19.6882,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-04,0,-0.9316212812118358,0.0,224.26,0.0,19.95,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-05,-2,-1.6377574104165225,0.0,228.38,0.0,20.7462,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-06,0,-0.4875354691937507,0.0,244.88,0.0,21.3389,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-07,0,0.15328335239937319,0.0,237.23,0.0,20.25,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-08,0,0.3886552381377629,0.0,199.43,0.0,16.894,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-09,2,1.5796613688114283,0.0,202.81,0.0,16.5888,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-10,0,0.5213368821389639,0.0,200.7,0.0,16.8671,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-11,0,0.023780160216616376,0.0,194.61,0.0,16.5705,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-12,0,-0.2290539194253613,0.0,107.82,0.0,9.2566,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-13,2,1.569941463771197,0.0,134.06,0.0,10.9204,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-14,0,0.9630882669739225,0.0,122.54,0.0,10.1487,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-15,0,0.5162954904206466,0.0,123.78,0.0,10.3898,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-16,0,0.16949879660826353,0.0,111.02,0.0,9.4285,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-17,-2,-1.2134246423335528,0.0,115.67,0.0,10.2576,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-18,0,-0.8484822157528303,0.0,118.11,0.0,10.3866,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-19,-2,-1.4134313632624864,0.0,136.3,0.0,12.2597,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-20,-1,-1.1443704344519425,751.6746654606587,133.48,-8420.987045052643,11.9147,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-03-21,-2,-1.6055532652751041,0.0,132.66,0.0,12.1,200000,202843.85081650343,2843.850816503429,1.0142192540825172
2020-03-22,-2,-1.4507972586236537,0.0,122.32,0.0,11.167,200000,202843.85081650343,2843.850816503429,1.0142192540825172
2020-03-23,0,-0.9276818566921871,0.0,135.92,0.0,12.1887,200000,202843.85081650343,2843.850816503429,1.0142192540825172
2020-03-24,0,-0.9337908847117171,0.0,138.42,0.0,12.426,200000,202843.85081650343,2843.850816503429,1.0142192540825172
2020-03-25,-1,-1.1718857257428588,745.201509245053,136.1,-8228.892699308866,12.3251,200000,202843.85081650343,2843.850816503429,1.0142192540825172
2020-03-26,-2,-2.071048343845931,0.0,138.4,0.0,13.199,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-03-27,-2,-1.5287321078007816,0.0,131.33,0.0,12.3354,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-03-28,-2,-1.2005468081977966,0.0,130.98,0.0,12.1888,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-03-29,0,-0.6142147974405568,0.0,124.5,0.0,11.3008,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-03-30,0,-0.8011961587407613,0.0,132.06,0.0,12.1365,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-03-31,-2,-1.2751555493584714,0.0,132.72,0.0,12.5451,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-04-01,0,-0.9929809868459514,0.0,135.69,0.0,12.72,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-04-02,0,-0.5562810369708681,0.0,141.28,0.0,13.0166,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-04-03,-1,-1.1722350314844137,737.1067747334434,141.31,-7795.573725822917,13.3615,200000,208321.1166751658,8321.116675165802,1.041605583375829
2020-04-04,-2,-1.4274920550145145,0.0,144.1,0.0,13.7606,200000,209375.80224763544,9375.802247635438,1.0468790112381772
2020-04-05,-2,-1.5737438065550433,0.0,142.68,0.0,13.6888,200000,209375.80224763544,9375.802247635438,1.0468790112381772
2020-04-06,2,1.362694788588125,0.0,171.32,0.0,15.1989,200000,209375.80224763544,9375.802247635438,1.0468790112381772
2020-04-07,1,1.131410844531483,-635.8980812963478,164.63,7108.7624518774,14.7266,200000,209375.80224763544,9375.802247635438,1.0468790112381772
2020-04-08,2,1.9445239066856086,0.0,173.11,0.0,15.0888,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-09,2,1.3124284118512577,0.0,169.52,0.0,15.0096,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-10,2,1.7382089378182521,0.0,157.81,0.0,13.72,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-11,2,1.4633834274592088,0.0,158.33,0.0,13.807,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-12,0,0.4596683233284851,0.0,158.59,0.0,14.2808,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-13,-2,-1.3510576628756306,0.0,156.29,0.0,15.0277,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-14,-2,-1.7464366772238251,0.0,158.45,0.0,15.6148,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-15,0,-0.9325617212759195,0.0,152.73,0.0,14.5755,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-16,0,0.17857652282899275,0.0,172.29,0.0,15.7394,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-17,0,0.07732411229495385,0.0,170.69,0.0,15.64,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-18,0,0.9303835715270142,0.0,187.4,0.0,16.6137,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-19,0,0.6981835058604987,0.0,180.03,0.0,16.0683,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-20,0,0.9577284963375491,0.0,170.2,0.0,14.9892,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-21,0,0.7202966011151962,0.0,170.74,0.0,15.1283,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-22,2,1.3666267730779242,0.0,182.7,0.0,15.7104,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-23,1,1.1135947554620687,-571.9190992856409,185.51,6616.983417018788,16.034,200000,212193.42421695846,12193.424216958461,1.0609671210847924
2020-04-24,2,1.414550736999438,0.0,187.59,0.0,15.9319,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-04-25,2,1.656217135327459,0.0,194.21,0.0,16.2283,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-04-26,2,1.6461497046074223,0.0,197.38,0.0,16.3588,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-04-27,2,1.282353575199152,0.0,196.34,0.0,16.4229,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-04-28,2,1.278255137449817,0.0,196.24,0.0,16.34,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-04-29,2,1.733017831328249,0.0,215.36,0.0,17.3667,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-04-30,2,1.2128092351680915,0.0,206.08,0.0,16.9542,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-05-01,1,1.0945200803188249,-504.80758878961944,212.02,6127.865852237211,17.466,200000,214058.60995035025,14058.609950350248,1.0702930497517513
2020-05-02,1,1.075935008679889,-504.80758878961944,213.9,6127.865852237211,17.5333,200000,215420.0535891303,15420.053589130286,1.0771002679456514
2020-05-03,1,1.089664509141042,-504.80758878961944,209.86,6127.865852237211,17.1071,200000,210768.93450419672,10768.934504196717,1.0538446725209836
2020-05-04,1,0.8480811860757792,-504.80758878961944,206.48,6127.865852237211,17.0074,200000,208451.73662861978,8451.73662861978,1.0422586831430989
2020-05-05,1,0.8327483894095393,-504.80758878961944,205.29,6127.865852237211,16.8886,200000,207123.02513471432,7123.02513471432,1.0356151256735715
2020-05-06,1,0.7518736965307804,-504.80758878961944,198.97,6127.865852237211,16.3743,200000,200781.07976575836,781.0797657583607,1.0039053988287918
2020-05-07,2,1.4383590485039837,0.0,212.0,0.0,17.0003,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-08,0,0.9936679628696874,0.0,211.31,0.0,17.1371,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-09,2,1.4309157197255429,0.0,210.07,0.0,16.7751,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-10,0,0.47346076868016534,0.0,187.54,0.0,15.3506,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-11,0,0.7649410682967217,0.0,185.73,0.0,15.0811,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-12,0,-0.5423176103827737,0.0,189.76,0.0,15.7892,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-13,0,0.6976498766960615,0.0,199.58,0.0,16.2164,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-14,2,1.2214620422632476,0.0,203.29,0.0,16.3777,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-15,1,1.01398853741768,-556.559224381508,194.86,6897.961510665215,15.7222,200000,216902.2609259613,16902.26092596131,1.0845113046298065
2020-05-16,2,1.4004456270962815,0.0,200.45,0.0,16.058,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-17,2,2.320352139949893,0.0,207.0,0.0,16.2959,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-18,2,2.7266409301511163,0.0,214.91,0.0,16.6299,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-19,0,0.5975346160340506,0.0,214.58,0.0,17.2098,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-20,0,0.3409419165365126,0.0,209.98,0.0,16.8998,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-21,0,-0.04909516159404676,0.0,198.74,0.0,16.0888,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-22,0,0.60092431381543,0.0,207.36,0.0,16.5864,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-23,0,0.6995695948470827,0.0,206.6,0.0,16.48,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-24,0,0.561939728508453,0.0,199.9,0.0,15.9624,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-25,0,0.19281457078845418,0.0,204.15,0.0,16.3807,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-26,0,-0.27326990212774105,0.0,200.89,0.0,16.2159,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-27,1,1.073092064350826,-522.5817166329938,208.29,6608.897738766624,16.47,200000,217697.09151497256,17697.091514972562,1.0884854575748628
2020-05-28,2,2.0080076469974757,0.0,220.21,0.0,17.0772,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-05-29,2,2.022887493096301,0.0,220.67,0.0,17.0031,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-05-30,2,3.271834921968888,0.0,243.66,0.0,17.7277,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-05-31,2,2.2113875603283315,0.0,231.57,0.0,17.0916,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-01,2,2.371130316301582,0.0,248.23,0.0,17.9477,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-02,2,1.900793954725078,0.0,237.71,0.0,17.2669,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-03,2,1.8605667068671623,0.0,244.52,0.0,17.5779,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-04,2,1.5903585691777806,0.0,243.21,0.0,17.517,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-05,0,0.9522138376581603,0.0,240.03,0.0,17.6914,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-06,1,1.186930058940292,-454.4790916554905,241.94,6264.944729112668,17.5511,200000,219913.34287025873,19913.342870258726,1.0995667143512937
2020-06-07,2,1.431574922493226,0.0,244.56,0.0,17.4135,200000,221966.13448512205,21966.13448512205,1.1098306724256102
2020-06-08,2,1.3834512118322784,0.0,246.4,0.0,17.4489,200000,221966.13448512205,21966.13448512205,1.1098306724256102
2020-06-09,1,1.1328995471726038,-455.2217688374119,243.8,6388.139688059322,17.3733,200000,221966.13448512205,21966.13448512205,1.1098306724256102
2020-06-10,2,1.3032493911346124,0.0,247.78,0.0,17.406,200000,223569.0249572954,23569.02495729539,1.117845124786477
2020-06-11,1,1.140337986678525,-484.94430818032924,230.51,6887.608749254316,16.2298,200000,223569.0249572954,23569.02495729539,1.117845124786477
2020-06-12,1,1.144422263871457,-484.94430818032924,237.55,6887.608749254316,16.6377,200000,229792.48849570574,29792.488495705737,1.1489624424785287
2020-06-13,1,0.8862564406840088,-484.94430818032924,238.11,6887.608749254316,16.8101,200000,231251.48105665817,31251.481056658173,1.1562574052832908
2020-06-14,1,0.5179807771735527,-484.94430818032924,231.77,6887.608749254316,16.5729,200000,226543.19334747177,26543.193347471766,1.1327159667373587
2020-06-15,1,0.6757989658074012,-484.94430818032924,230.86,6887.608749254316,16.377,200000,224752.61147304875,24752.611473048746,1.1237630573652437
2020-06-16,1,1.1577947760246066,-484.94430818032924,235.3,6887.608749254316,16.4329,200000,227290.78153045272,27290.781530452718,1.1364539076522635
2020-06-17,1,0.9971059713593905,-484.94430818032924,233.82,6887.608749254316,16.3983,200000,226334.75269162163,26334.75269162163,1.1316737634581082
2020-06-18,2,1.2729339684992689,0.0,231.27,0.0,16.1608,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-19,2,1.3135953974947019,0.0,229.0,0.0,15.9512,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-20,0,0.8296766397335382,0.0,228.89,0.0,16.059,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-21,0,0.8297553609679437,0.0,228.04,0.0,15.9775,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-22,2,2.396280500790741,0.0,243.13,0.0,16.5051,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-23,2,2.2774169828418875,0.0,243.14,0.0,16.3898,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-24,2,1.490263197904622,0.0,234.58,0.0,15.9968,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-25,2,1.2908384171043943,0.0,232.5,0.0,15.906,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-26,1,1.011699080511049,-488.618767712966,229.64,7115.452320164719,15.7694,200000,224412.82763521103,24412.827635211026,1.1220641381760552
2020-06-27,1,1.0876735812975484,-488.618767712966,220.94,7115.452320164719,15.1242,200000,215570.95451913797,15570.954519137973,1.07785477259569
2020-06-28,1,1.0507250408562216,-488.618767712966,224.93,7115.452320164719,15.3782,200000,219327.86829163454,19327.868291634542,1.0966393414581728
2020-06-29,2,1.365137479857711,0.0,227.93,0.0,15.4656,200000,225738.9639572879,25738.963957287895,1.1286948197864395
2020-06-30,0,0.9641922232384571,0.0,225.6,0.0,15.3838,200000,225738.9639572879,25738.963957287895,1.1286948197864395
2020-07-01,0,0.6525558057832485,0.0,230.99,0.0,15.8144,200000,225738.9639572879,25738.963957287895,1.1286948197864395
2020-07-02,1,1.0853378266637908,-498.4080278134944,226.46,7346.647355314835,15.3634,200000,225738.9639572879,25738.963957287895,1.1286948197864395
2020-07-03,1,0.8752887552041192,-498.4080278134944,224.87,7346.647355314835,15.2863,200000,224380.06868196966,24380.068681969657,1.1219003434098482
2020-07-04,1,0.9157745229214332,-498.4080278134944,229.17,7346.647355314835,15.5548,200000,228495.7980164697,28495.798016469693,1.1424789900823484
2020-07-05,1,0.6620137886048699,-498.4080278134944,227.56,7346.647355314835,15.4885,200000,227206.27837203263,27206.278372032626,1.1360313918601632
2020-07-06,1,1.167287262718776,-498.4080278134944,241.6,7346.647355314835,16.311,200000,240246.54453228053,40246.54453228053,1.2012327226614026
2020-07-07,0,-1.7911821421811625,0.0,239.39,0.0,16.8048,200000,221593.92225896558,21593.922258965584,1.1079696112948278
2020-07-08,-2,-1.5420647645882406,0.0,246.95,0.0,17.2819,200000,221593.92225896558,21593.922258965584,1.1079696112948278
2020-07-09,-1,-1.0880422007122104,457.87652338822545,241.98,-6584.318500153487,16.8274,200000,221593.92225896558,21593.922258965584,1.1079696112948278
2020-07-10,-2,-2.765198559566715,0.0,241.26,0.0,17.3123,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-11,-2,-3.053900292557589,0.0,239.19,0.0,17.6205,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-12,-2,-2.8464085062021587,0.0,242.79,0.0,18.2994,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-13,-2,-2.6093904645651413,0.0,239.5,0.0,18.4046,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-14,-2,-1.769464626160653,0.0,240.44,0.0,18.079,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-15,-2,-1.224235188173723,0.0,238.61,0.0,17.6351,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-16,0,-0.9918753889323407,0.0,233.57,0.0,17.1647,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-17,0,-0.8624006090155103,0.0,232.67,0.0,17.0676,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-18,0,-0.6137221367513385,0.0,235.67,0.0,17.1507,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-19,-2,-1.2520331612209383,0.0,239.11,0.0,18.0154,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-20,0,-0.7732482588458647,0.0,236.01,0.0,17.4645,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-21,0,-0.15276915451464637,0.0,245.59,0.0,17.7285,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-22,1,1.1232096734977735,-426.7769951401561,263.74,6222.120768284399,18.09,200000,225116.32939652953,25116.32939652953,1.1255816469826476
2020-07-23,2,1.310003952020319,0.0,275.3,0.0,18.75,200000,225943.27175328202,25943.271753282024,1.12971635876641
2020-07-24,1,1.1182607695046092,-404.6986776881283,279.15,5888.447711354058,19.1853,200000,225943.27175328202,25943.271753282024,1.12971635876641
2020-07-25,2,2.2873266549034676,0.0,305.26,0.0,19.8242,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-07-26,2,2.5400105627384266,0.0,311.0,0.0,19.5557,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-07-27,2,2.4209928996343275,0.0,321.93,0.0,19.7474,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-07-28,2,1.562380788792516,0.0,316.77,0.0,20.1732,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-07-29,2,1.6215171721229744,0.0,317.71,0.0,19.899,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-07-30,2,1.9940048866929543,0.0,334.87,0.0,19.97,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-07-31,2,1.7190684055150471,0.0,346.33,0.0,20.6615,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-08-01,2,2.157137125467494,0.0,387.0,0.0,21.6168,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-08-02,2,1.7853705450057316,0.0,372.42,0.0,20.9898,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-08-03,2,1.4523919104202263,0.0,385.94,0.0,22.0504,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-08-04,2,1.2960218154180447,0.0,389.61,0.0,22.2818,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-08-05,1,1.0213556258121352,-290.4120395599608,400.72,5000.425926079693,23.2728,200000,232747.824984935,32747.824984934996,1.163739124924675
2020-08-06,1,1.007040968403726,-290.4120395599608,394.77,5000.425926079693,22.7487,200000,228399.15012169484,28399.150121694838,1.1419957506084741
2020-08-07,1,0.6884209508622644,-290.4120395599608,379.34,5000.425926079693,22.3323,200000,221835.91499566508,21835.91499566508,1.1091795749783253
2020-08-08,1,0.8447643267209688,-290.4120395599608,397.03,5000.425926079693,22.9234,200000,229929.05574038648,29929.05574038648,1.1496452787019324
