date,statusList,zscore,VETUSDT_position,VETUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-02-05,-2,-1.6308983680491005,0.0,0.006472,0.0,0.4369,200000,200000.0,0.0,1.0
2020-02-06,-2,-1.4557647972698537,0.0,0.0068,0.0,0.4574,200000,200000.0,0.0,1.0
2020-02-07,-1,-1.1622905438830222,14669209.329617133,0.006817,-242541.8384671356,0.4123,200000,200000.0,0.0,1.0
2020-02-08,-1,-1.0662593473926125,14669209.329617133,0.006669,-242541.8384671356,0.4056,200000,196203.92670148687,-3796.0732985131326,0.9810196335074344
2020-02-09,-1,-1.0530225899635368,14669209.329617133,0.006825,-242541.8384671356,0.438,200000,206350.67892324232,6350.678923242318,1.0317533946162116
2020-02-10,-1,-0.9203367956687947,14669209.329617133,0.00651,-242541.8384671356,0.4077,200000,194380.86027885872,-5619.139721141284,0.9719043013942936
2020-02-11,-1,-0.6177094975652984,14669209.329617133,0.007485,-242541.8384671356,0.4161,200000,210720.69081835938,10720.690818359377,1.053603454091797
2020-02-12,-1,-0.582313904192413,14669209.329617133,0.00747,-242541.8384671356,0.423,200000,212174.19136383833,12174.191363838327,1.0608709568191916
2020-02-13,0,-0.06281142888662718,0.0,0.008059,0.0,0.3843,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-14,0,-0.009465132031053232,0.0,0.008301,0.0,0.4036,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-15,0,0.14342224734946554,0.0,0.00747,0.0,0.3595,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-16,0,0.18461583500185155,0.0,0.007081,0.0,0.35,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-17,0,0.19775999237708772,0.0,0.006743,0.0,0.3455,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-18,0,0.019974245892268143,0.0,0.007058,0.0,0.3826,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-19,0,-0.09228681398254644,0.0,0.006484,0.0,0.3633,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-20,0,-0.474981535439306,0.0,0.00649,0.0,0.3896,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-21,0,-0.7901936658578413,0.0,0.006633,0.0,0.4222,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-22,0,-0.503201197852481,0.0,0.006593,0.0,0.4067,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-23,0,-0.04412667549706525,0.0,0.006955,0.0,0.4033,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-24,0,0.39192781794341475,0.0,0.006713,0.0,0.365,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-25,0,0.6333426233457043,0.0,0.006211,0.0,0.3266,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-26,0,0.19693964768887484,0.0,0.005554,0.0,0.3027,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-27,0,0.36213117281860535,0.0,0.005806,0.0,0.3099,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-28,0,0.33405040231881433,0.0,0.00575,0.0,0.306,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-29,0,0.4547567444506433,0.0,0.005615,0.0,0.2937,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-01,0,0.22153313824696563,0.0,0.005427,0.0,0.2875,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-02,0,-0.11711034795077933,0.0,0.005837,0.0,0.3171,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-03,-1,-1.0575450739264256,15155869.611600183,0.005773,-257413.460628914,0.3399,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-04,0,0.07999567296293518,0.0,0.006035,0.0,0.3257,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-05,-2,-1.9016090939999184,0.0,0.006129,0.0,0.3958,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-06,-2,-1.362853704056925,0.0,0.00614,0.0,0.3812,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-07,0,-0.9960513985990201,0.0,0.005788,0.0,0.351,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-08,-1,-1.130804766502122,17812213.87360216,0.004698,-288259.6650988045,0.2903,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-09,-2,-2.163933131072885,0.0,0.004674,0.0,0.3266,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-10,-2,-1.543873942096375,0.0,0.004691,0.0,0.3151,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-11,-2,-1.4507477588030178,0.0,0.004462,0.0,0.3014,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-12,-2,-1.8504566089386907,0.0,0.002283,0.0,0.1653,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-13,-2,-1.2130044537724114,0.0,0.002823,0.0,0.1911,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-14,-2,-1.4612746867521478,0.0,0.002545,0.0,0.1819,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-15,-2,-1.558956383440923,0.0,0.002524,0.0,0.1885,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-16,-2,-1.3802967459253397,0.0,0.00226,0.0,0.1682,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-17,-1,-1.140850397494437,36127863.91009707,0.002467,-494054.54693020775,0.1804,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-18,-1,-0.9100817885430854,36127863.91009707,0.002544,-494054.54693020775,0.1822,200000,181926.0242379708,-18073.975762029208,0.909630121189854
2020-03-19,-1,-0.8368518873918819,36127863.91009707,0.002907,-494054.54693020775,0.2085,200000,208034.0734216005,8034.073421600508,1.0401703671080025
2020-03-20,-1,-0.6969514240396667,36127863.91009707,0.002845,-494054.54693020775,0.2021,200000,202632.19675882114,2632.196758821141,1.0131609837941058
2020-03-21,-1,-0.4300158092174414,36127863.91009707,0.002897,-494054.54693020775,0.201,200000,203967.38568052297,3967.3856805229734,1.019836928402615
2020-03-22,-1,-0.49025021758782006,36127863.91009707,0.00261,-494054.54693020775,0.1837,200000,185051.54507643252,-14948.454923567479,0.9252577253821626
2020-03-23,-1,-0.30199804627413845,36127863.91009707,0.002859,-494054.54693020775,0.1991,200000,201655.82321277188,1655.8232127718802,1.0082791160638593
2020-03-24,0,0.11171315837489958,0.0,0.00306,0.0,0.2089,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-25,0,0.4044997634562216,0.0,0.003056,0.0,0.2055,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-26,0,0.34067435998557144,0.0,0.003079,0.0,0.2092,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-27,2,1.5100210716865048,0.0,0.002998,0.0,0.1945,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-28,2,1.9503437759295628,0.0,0.002969,0.0,0.1913,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-29,2,1.2889671061476047,0.0,0.002721,0.0,0.1789,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-30,0,-0.16669320995421782,0.0,0.002933,0.0,0.2055,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-03-31,0,0.501660699141198,0.0,0.003108,0.0,0.2118,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-01,-2,-2.098143320309773,0.0,0.003153,0.0,0.2447,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-02,-2,-1.7967390507969678,0.0,0.003228,0.0,0.2505,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-03,0,-0.9495690016294572,0.0,0.00326,0.0,0.2419,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-04,0,-0.8539897264341108,0.0,0.003245,0.0,0.2392,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-05,0,-0.3474724497488035,0.0,0.00323,0.0,0.231,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-06,0,0.25487981610353605,0.0,0.003643,0.0,0.2519,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-07,2,1.6158130037216578,0.0,0.003872,0.0,0.2479,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-08,2,1.5406728254730422,0.0,0.003979,0.0,0.253,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-09,0,0.8610717608080036,0.0,0.003866,0.0,0.2538,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-10,2,1.3453966804290935,0.0,0.003608,0.0,0.2288,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-11,2,1.4265152853801928,0.0,0.003679,0.0,0.2299,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-12,1,1.1402098555920228,-23215377.862162773,0.003681,367868.29922781384,0.2323,200000,170911.61182124232,-29088.388178757683,0.8545580591062116
2020-04-13,1,1.0366766351286048,-23215377.862162773,0.003609,367868.29922781384,0.2279,200000,167621.4840985642,-32378.515901435807,0.8381074204928209
2020-04-14,1,1.1757698427087429,-23215377.862162773,0.003667,367868.29922781384,0.228,200000,169004.76284449245,-30995.23715550755,0.8450238142224622
2020-04-15,2,1.4750635599950357,0.0,0.003658,0.0,0.2205,200000,174718.50406130077,-25281.495938699227,0.8735925203065038
2020-04-16,1,1.1125943810794954,-22821121.220128108,0.003828,371267.5394417781,0.2353,200000,174718.50406130077,-25281.495938699227,0.8735925203065038
2020-04-17,1,1.0754303434431196,-22821121.220128108,0.003783,371267.5394417781,0.2321,200000,172503.49748018134,-27496.502519818663,0.8625174874009067
2020-04-18,1,0.8045669827160995,-22821121.220128108,0.003968,371267.5394417781,0.2474,200000,182405.79825936424,-17594.201740635763,0.9120289912968211
2020-04-19,1,1.0140355329065558,-22821121.220128108,0.003904,371267.5394417781,0.2378,200000,177381.07812263496,-22618.921877365035,0.8869053906131749
2020-04-20,1,0.911548290472577,-22821121.220128108,0.003644,371267.5394417781,0.2222,200000,165655.8129901099,-34344.1870098901,0.8282790649505495
2020-04-21,1,0.8290008286562625,-22821121.220128108,0.003677,371267.5394417781,0.2245,200000,167262.82533109025,-32737.17466890975,0.8363141266554512
2020-04-22,1,0.8352899121175621,-22821121.220128108,0.003898,371267.5394417781,0.2372,200000,177021.39087164914,-22978.609128350858,0.8851069543582457
2020-04-23,0,0.1059785352419791,0.0,0.003952,0.0,0.2497,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-24,0,-0.6285835222354529,0.0,0.004085,0.0,0.265,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-25,0,-0.821594952005145,0.0,0.004216,0.0,0.2722,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-26,-2,-2.1517621798932303,0.0,0.00448,0.0,0.2989,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-27,-2,-1.895697283825234,0.0,0.004356,0.0,0.2907,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-28,-2,-1.494890313379294,0.0,0.004287,0.0,0.2839,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-29,0,0.07010968731228313,0.0,0.004766,0.0,0.299,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-04-30,0,-0.5517870473985094,0.0,0.004353,0.0,0.2786,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-01,0,-0.5233378905390664,0.0,0.004437,0.0,0.2841,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-02,0,-0.6470217938652499,0.0,0.004515,0.0,0.2906,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-03,0,-0.08097211406848731,0.0,0.004332,0.0,0.2738,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-04,0,0.5143148191475619,0.0,0.004444,0.0,0.2756,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-05,0,0.5722402692751931,0.0,0.004419,0.0,0.2742,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-06,0,0.882767143925525,0.0,0.00425,0.0,0.2613,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-07,0,0.5725370706485958,0.0,0.00451,0.0,0.2801,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-08,0,0.05706573427543758,0.0,0.004783,0.0,0.3018,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-09,0,-0.8122614738370987,0.0,0.004549,0.0,0.2954,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-10,0,0.19110729332895815,0.0,0.004165,0.0,0.2632,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-11,2,1.4238574048779387,0.0,0.004113,0.0,0.2515,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-12,0,0.8585184960563226,0.0,0.004243,0.0,0.264,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-13,2,1.573888979242335,0.0,0.004459,0.0,0.2712,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-14,2,1.907159305446488,0.0,0.004494,0.0,0.2685,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-15,0,0.8515248494539145,0.0,0.004377,0.0,0.269,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-16,0,0.8924900369785966,0.0,0.004449,0.0,0.2725,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-17,0,0.008332789825180115,0.0,0.004426,0.0,0.277,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-18,-1,-1.0127196239381684,19188998.27553321,0.004487,-300422.314243955,0.2866,200000,172202.07052463503,-27797.929475364974,0.8610103526231752
2020-05-19,-2,-1.7541460309990968,0.0,0.004534,0.0,0.2961,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-20,-2,-3.63823579101845,0.0,0.004525,0.0,0.341,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-21,-2,-2.3659703866051163,0.0,0.004237,0.0,0.3083,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-22,-2,-1.5692308794177077,0.0,0.00464,0.0,0.3254,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-23,-2,-1.2372267166408883,0.0,0.004609,0.0,0.3191,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-24,0,-0.8557338548395115,0.0,0.004467,0.0,0.3033,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-25,0,-0.262451195216909,0.0,0.005064,0.0,0.3318,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-26,-1,-1.1438177151419358,17876637.198830068,0.004871,-255507.9219351563,0.3408,200000,174154.19959100254,-25845.800408997457,0.8707709979550127
2020-05-27,-1,-0.8908523345880333,17876637.198830068,0.004896,-255507.9219351563,0.3388,200000,174090.09967710296,-25909.90032289704,0.8704504983855148
2020-05-28,0,0.2989163743663569,0.0,0.005508,0.0,0.3527,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-05-29,0,0.5420109903611132,0.0,0.005547,0.0,0.3492,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-05-30,2,1.8088665125868766,0.0,0.006227,0.0,0.3579,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-05-31,2,2.6073997034766005,0.0,0.006247,0.0,0.3272,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-01,2,2.3098083382428367,0.0,0.006655,0.0,0.3423,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-02,2,2.6650461875116997,0.0,0.00725,0.0,0.338,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-03,2,2.0385506683770385,0.0,0.007099,0.0,0.339,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-04,2,1.4981840213049666,0.0,0.006732,0.0,0.3347,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-05,2,1.2693736681678178,0.0,0.006693,0.0,0.3368,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-06,2,1.699718290164231,0.0,0.007301,0.0,0.3368,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-07,2,1.503336372939775,0.0,0.007246,0.0,0.334,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-08,2,1.737653187883777,0.0,0.007787,0.0,0.335,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-09,2,1.8547482656503183,0.0,0.008181,0.0,0.3333,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-10,2,1.7114914201431044,0.0,0.009008,0.0,0.3623,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-11,2,2.0173718728070162,0.0,0.008762,0.0,0.3213,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-12,2,2.142235723833001,0.0,0.00971,0.0,0.33,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-13,2,1.6680917933174706,0.0,0.009597,0.0,0.3387,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-14,2,1.2086990785680907,0.0,0.00864,0.0,0.3221,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-15,2,1.4529659295722843,0.0,0.00901,0.0,0.3151,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-16,2,1.3550840867771379,0.0,0.009061,0.0,0.316,200000,165807.32596637614,-34192.67403362386,0.8290366298318808
2020-06-17,1,1.0688790316557661,-9198231.774457792,0.009013,255875.50303453108,0.324,200000,165807.32596637617,-34192.67403362383,0.8290366298318809
2020-06-18,1,0.706585931219592,-9198231.774457792,0.00866,255875.50303453108,0.3255,200000,162944.16340454435,-37055.83659545565,0.8147208170227218
2020-06-19,1,0.5198320118089681,-9198231.774457792,0.008379,255875.50303453108,0.3201,200000,158977.73255953524,-41022.267440464755,0.7948886627976762
2020-06-20,1,0.3762443135999669,-9198231.774457792,0.00829,255875.50303453108,0.3197,200000,158056.73973039468,-41943.26026960532,0.7902836986519735
2020-06-21,1,0.6582222811280841,-9198231.774457792,0.008626,255875.50303453108,0.318,200000,160712.3572514538,-39287.642748546205,0.803561786257269
2020-06-22,1,0.9812451953284799,-9198231.774457792,0.009283,255875.50303453108,0.3262,200000,168853.7746521557,-31146.2253478443,0.8442688732607785
2020-06-23,1,0.6196397298566239,-9198231.774457792,0.008903,255875.50303453108,0.3229,200000,164514.0574178478,-35485.9425821522,0.822570287089239
2020-06-24,1,0.8138451624940426,-9198231.774457792,0.008996,255875.50303453108,0.3174,200000,163962.17770618247,-36037.82229381753,0.8198108885309123
2020-06-25,1,0.8699208700557256,-9198231.774457792,0.008882,255875.50303453108,0.3107,200000,161199.21341356292,-38800.78658643708,0.8059960670678146
2020-06-26,2,1.3609553096427711,0.0,0.008949,0.0,0.2998,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-06-27,2,1.6919715357653127,0.0,0.008608,0.0,0.2818,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-06-28,2,1.4708884700678273,0.0,0.00869,0.0,0.2876,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-06-29,0,0.8302290158604024,0.0,0.008691,0.0,0.297,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-06-30,2,1.5653954659560472,0.0,0.008837,0.0,0.2899,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-01,2,1.9716463084289029,0.0,0.009436,0.0,0.2989,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-02,0,0.9320574502927532,0.0,0.009556,0.0,0.3184,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-03,0,0.9370769371152999,0.0,0.010223,0.0,0.3391,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-04,2,3.3012880859469393,0.0,0.012525,0.0,0.3358,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-05,2,3.1482606751292104,0.0,0.014307,0.0,0.3461,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-06,2,2.3842334564410197,0.0,0.01442,0.0,0.3522,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-07,2,2.410644150654298,0.0,0.017325,0.0,0.3935,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-08,2,2.6748273368660898,0.0,0.019932,0.0,0.3962,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-09,2,1.8545265801952637,0.0,0.01825,0.0,0.3891,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-10,1,1.1371750102092042,-5006449.743158085,0.017119,213197.545157023,0.402,200000,171410.8263062465,-28589.173693753488,0.8570541315312326
2020-07-11,2,1.4158805860511086,0.0,0.018535,0.0,0.4039,200000,178094.88380676002,-21905.116193239985,0.8904744190338001
2020-07-12,2,1.2437559778007907,0.0,0.018155,0.0,0.3976,200000,178094.88380676002,-21905.116193239985,0.8904744190338001
2020-07-13,1,1.0034087887353182,-4823543.789793619,0.018461,215194.3980265346,0.4138,200000,178094.88380676002,-21905.116193239985,0.8904744190338001
2020-07-14,1,0.9639668024209768,-4823543.789793619,0.01845,215194.3980265346,0.4093,200000,177073.4500339529,-22926.54996604711,0.8853672501697645
2020-07-15,1,1.1477411188072433,-4823543.789793619,0.018996,215194.3980265346,0.401,200000,177920.99143955996,-22079.008560440037,0.8896049571977999
2020-07-16,1,0.9909818289647051,-4823543.789793619,0.018036,215194.3980265346,0.3841,200000,169653.60407470964,-30346.39592529036,0.8482680203735482
2020-07-17,1,0.8522636031511376,-4823543.789793619,0.018211,215194.3980265346,0.3909,200000,171961.04614450398,-28038.953855496016,0.8598052307225199
2020-07-18,1,0.8012752016236645,-4823543.789793619,0.018168,215194.3980265346,0.388,200000,171129.5700072659,-28870.429992734105,0.8556478500363295
2020-07-19,0,0.12425431960860935,0.0,0.018017,0.0,0.4223,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-20,0,-0.3643450165476741,0.0,0.016074,0.0,0.3998,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-21,0,-0.08438302520889063,0.0,0.0175,0.0,0.4123,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-22,0,-0.28004718609789964,0.0,0.017467,0.0,0.4131,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-23,0,-0.5098693591013277,0.0,0.017381,0.0,0.4083,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-24,0,-0.48306476117773756,0.0,0.016995,0.0,0.3938,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-25,0,0.4049374650073754,0.0,0.018218,0.0,0.399,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-26,0,0.2441847208296152,0.0,0.017554,0.0,0.3863,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-27,-1,-1.0042692077514637,5566270.634258236,0.015641,-235621.21512972412,0.3695,200000,174124.07798086613,-25875.922019133868,0.8706203899043307
2020-07-28,-1,-1.0574955634289491,5566270.634258236,0.01598,-235621.21512972412,0.3794,200000,178343.69375566393,-21656.30624433607,0.8917184687783196
2020-07-29,-2,-1.277819302711845,0.0,0.015583,0.0,0.3768,200000,176166.95654810008,-23833.043451899925,0.8808347827405004
2020-07-30,1,1.0634764238608423,5087119.738611033,0.017315,-237102.2295398386,0.3715,200000,176166.95654810008,-23833.043451899925,0.8808347827405004
2020-07-31,1,0.7905524699464967,5087119.738611033,0.017204,-237102.2295398386,0.3738,200000,176147.62138505589,-23852.378614944115,0.8807381069252794
2020-08-01,1,0.5163204310129946,5087119.738611033,0.017319,-237102.2295398386,0.3814,200000,178534.61709949892,-21465.382900501078,0.8926730854974946
2020-08-02,0,-0.4157573638635357,0.0,0.016207,0.0,0.3742,200000,169890.25185796147,-30109.74814203853,0.8494512592898074
