date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,ETCUSDT_position,ETCUSDT_price,init,total_asset,pnl,return
2020-02-03,-1,-1.0363223359564728,5681293.681618135,0.0192,-9261.248636215058,11.7782,200000,218161.67737413637,18161.677374136372,1.090808386870682
2020-02-04,-1,-0.6609986928931113,5681293.681618135,0.01925,-9261.248636215058,11.4111,200000,215045.93768386275,15045.93768386275,1.0752296884193138
2020-02-05,-1,-0.6078094956329263,5681293.681618135,0.02076,-9261.248636215058,12.3345,200000,232176.52813378713,32176.528133787127,1.1608826406689357
2020-02-06,0,0.5729073329318435,0.0,0.02271,0.0,12.1132,200000,201322.85484478876,1322.8548447887588,1.006614274223944
2020-02-07,0,0.8043674032861527,0.0,0.02204,0.0,11.6967,200000,201322.85484478876,1322.8548447887588,1.006614274223944
2020-02-08,0,0.707442295408022,0.0,0.02179,0.0,11.6984,200000,201322.85484478876,1322.8548447887588,1.006614274223944
2020-02-09,0,0.8981006258493116,0.0,0.02206,0.0,11.7025,200000,201322.85484478876,1322.8548447887588,1.006614274223944
2020-02-10,0,0.8470629861657976,0.0,0.02216,0.0,11.8387,200000,201322.85484478876,1322.8548447887588,1.006614274223944
2020-02-11,1,1.032104176615564,-4430520.573168767,0.02272,8416.507309564748,11.96,200000,201322.8548447888,1322.854844788788,1.006614274223944
2020-02-12,2,1.4498334308155854,0.0,0.02393,0.0,12.2074,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-13,2,1.529559579804721,0.0,0.02391,0.0,12.055,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-14,2,2.4775082720714154,0.0,0.02639,0.0,12.0094,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-15,2,2.3354001736561876,0.0,0.02364,0.0,10.4066,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-16,2,2.1368867545493266,0.0,0.02223,0.0,9.5637,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-17,2,1.5930180288389635,0.0,0.02179,0.0,9.6792,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-18,2,1.5841702748257591,0.0,0.02262,0.0,9.8629,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-19,2,1.4205315483197052,0.0,0.0202,0.0,8.813,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-20,1,1.0682887781511854,-5166705.576513552,0.0198,11533.084982860402,8.8702,200000,204601.54082993668,4601.540829936683,1.0230077041496835
2020-02-21,1,0.6194101535717786,-5166705.576513552,0.02016,11533.084982860402,9.4157,200000,212752.8526956319,12752.852695631911,1.0637642634781597
2020-02-22,1,0.4080985857145544,-5166705.576513552,0.02002,11533.084982860402,9.4958,200000,212953.3140220471,12953.314022047096,1.0647665701102356
2020-02-23,1,0.6943585922854882,-5166705.576513552,0.02133,11533.084982860402,9.7439,200000,222583.05671152752,22583.05671152752,1.1129152835576377
2020-02-24,1,0.3146464505781721,-5166705.576513552,0.01988,11533.084982860402,9.3481,200000,210526.53858936674,10526.53858936674,1.0526326929468337
2020-02-25,0,-0.14470548462144203,0.0,0.01891,0.0,9.1742,200000,196497.11503205003,-3502.884967949969,0.9824855751602501
2020-02-26,0,0.19466618336763095,0.0,0.01636,0.0,7.6823,200000,196497.11503205003,-3502.884967949969,0.9824855751602501
2020-02-27,0,0.584297853474188,0.0,0.01701,0.0,7.7166,200000,196497.11503205003,-3502.884967949969,0.9824855751602501
2020-02-28,1,1.077690366208063,-5745529.679299708,0.0171,13182.594361392883,7.4529,200000,196497.11503205003,-3502.884967949969,0.9824855751602501
2020-02-29,1,0.6404392941197645,-5745529.679299708,0.01648,13182.594361392883,7.354,200000,191631.12804854248,-8368.87195145752,0.9581556402427124
2020-03-01,0,-0.3519899307322845,0.0,0.01643,0.0,7.7346,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-02,0,-0.9136291702915879,0.0,0.01759,0.0,8.456,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-03,-2,-1.5067728441228323,0.0,0.01723,0.0,8.4782,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-04,0,0.5016301555758522,0.0,0.01774,0.0,7.9381,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-05,0,-0.03000049669330874,0.0,0.01789,0.0,8.1748,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-06,0,0.48674891707725726,0.0,0.01833,0.0,8.2189,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-07,0,-0.04948089216745889,0.0,0.01699,0.0,7.8017,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-08,1,1.136442523160196,-6448261.887894704,0.01465,14659.234141966017,6.4442,200000,188934.07331531483,-11065.926684685168,0.9446703665765741
2020-03-09,0,-0.0842599724522485,0.0,0.01504,0.0,6.9302,200000,184324.50765859828,-15675.492341401725,0.9216225382929913
2020-03-10,0,0.508430574311741,0.0,0.01508,0.0,6.8285,200000,184324.50765859828,-15675.492341401725,0.9216225382929913
2020-03-11,1,1.1769203243819737,-6189540.21687704,0.01489,13980.500262325042,6.5922,200000,184324.50765859828,-15675.492341401725,0.9216225382929913
2020-03-12,1,1.1138595967579736,-6189540.21687704,0.00841,13980.500262325042,3.7168,200000,104016.75659894562,-95983.24340105438,0.520083782994728
2020-03-13,0,-0.7595199386018462,0.0,0.01029,0.0,4.8432,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-14,0,-0.7641384868513972,0.0,0.00973,0.0,4.5898,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-15,-2,-1.7304713936367806,0.0,0.01026,0.0,5.0484,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-16,0,-0.5182734607614589,0.0,0.00961,0.0,4.4987,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-17,0,-0.03225029001953028,0.0,0.01002,0.0,4.6047,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-18,0,0.5286312096944382,0.0,0.01022,0.0,4.6039,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-19,2,1.6377310097679625,0.0,0.01163,0.0,5.0403,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-20,2,1.5035329546797005,0.0,0.01127,0.0,4.8869,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-21,0,0.6535500247765132,0.0,0.01123,0.0,5.008,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-22,0,0.5769042379224008,0.0,0.0103,0.0,4.5935,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-23,1,1.1243845802318468,-7928958.55847715,0.01137,18150.60879218128,4.9669,200000,180304.5176197704,-19695.4823802296,0.901522588098852
2020-03-24,1,0.8419754295701442,-7928958.55847715,0.01151,18150.60879218128,5.0657,200000,183207.8519666247,-16792.1480333753,0.9160392598331235
2020-03-25,1,0.7427499092942049,-7928958.55847715,0.01139,18150.60879218128,5.0181,200000,181392.4079610996,-18607.592038900388,0.906962039805498
2020-03-26,2,1.597783694924503,0.0,0.01196,0.0,5.0968,200000,182624.83908716758,-17375.16091283242,0.9131241954358379
2020-03-27,0,0.6539326555972126,0.0,0.01121,0.0,4.9209,200000,182624.83908716758,-17375.16091283242,0.9131241954358379
2020-03-28,2,1.6095587982155788,0.0,0.01139,0.0,4.8133,200000,182624.83908716758,-17375.16091283242,0.9131241954358379
2020-03-29,0,-0.22602110421664093,0.0,0.01066,0.0,4.8126,200000,182624.83908716758,-17375.16091283242,0.9131241954358379
2020-03-30,0,0.8655376928478005,0.0,0.01145,0.0,4.9529,200000,182624.83908716758,-17375.16091283242,0.9131241954358379
2020-03-31,1,1.1633412417734337,-7892171.092790301,0.01157,18506.398237486836,4.9341,200000,182624.83908716758,-17375.16091283242,0.9131241954358379
2020-04-01,1,0.6676372869061953,-7892171.092790301,0.01158,18506.398237486836,5.0254,200000,184393.39495717804,-15606.60504282196,0.9219669747858902
2020-04-02,1,1.0495167230174927,-7892171.092790301,0.01196,18506.398237486836,5.0957,200000,188693.41976853367,-11306.58023146633,0.9434670988426683
2020-04-03,1,0.8147851394290555,-7892171.092790301,0.01194,18506.398237486836,5.1164,200000,188918.65879019385,-11081.341209806153,0.9445932939509692
2020-04-04,1,0.7154170424264527,-7892171.092790301,0.01197,18506.398237486836,5.1474,200000,189729.12226833962,-10270.877731660381,0.9486456113416981
2020-04-05,2,2.8886576657841774,0.0,0.01257,0.0,5.0296,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-06,2,1.9054383892852342,0.0,0.01375,0.0,5.6197,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-07,2,1.4863330639680494,0.0,0.0133,0.0,5.4749,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-08,0,0.4962292292513702,0.0,0.01376,0.0,5.8256,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-09,0,-0.5807748542137146,0.0,0.01345,0.0,5.8893,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-10,0,0.6558545052388123,0.0,0.01248,0.0,5.2478,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-11,0,0.42872729949539695,0.0,0.0125,0.0,5.2804,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-12,0,0.5853556554324477,0.0,0.01266,0.0,5.3145,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-13,1,1.1293338356251355,-7507941.49356714,0.01257,18217.319674575607,5.1805,200000,188749.64914827788,-11250.35085172212,0.9437482457413894
2020-04-14,1,0.27472753027171554,-7507941.49356714,0.01245,18217.319674575607,5.2449,200000,189021.89155609248,-10978.10844390752,0.9451094577804624
2020-04-15,1,0.49268185285365074,-7507941.49356714,0.01219,18217.319674575607,5.1002,200000,184433.78061085395,-15566.219389146048,0.9221689030542698
2020-04-16,1,0.23598613530232712,-7507941.49356714,0.01302,18217.319674575607,5.4755,200000,197502.3321243829,-2497.6678756171023,0.9875116606219145
2020-04-17,1,0.5624439624667115,-7507941.49356714,0.01289,18217.319674575607,5.3707,200000,194617.12462832365,-5382.875371676346,0.9730856231416183
2020-04-18,0,-0.11033676533184004,0.0,0.01339,0.0,5.6573,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-19,0,-0.41168799404554357,0.0,0.0129,0.0,5.4796,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-20,0,-0.05736272943698024,0.0,0.0124,0.0,5.2249,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-21,0,0.457337365295928,0.0,0.01249,0.0,5.1993,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-22,0,0.5525308893540085,0.0,0.01298,0.0,5.3867,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-23,0,0.8818437769401815,0.0,0.01361,0.0,5.6028,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-24,2,1.9011506940223009,0.0,0.01392,0.0,5.5931,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-25,0,0.806225021076665,0.0,0.01396,0.0,5.75,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-26,-2,-1.99000614192131,0.0,0.01426,0.0,6.2159,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-27,0,-0.09292537460084156,0.0,0.01452,0.0,6.103,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-28,2,1.9499415296484064,0.0,0.01528,0.0,6.1423,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-29,0,0.28487189433836835,0.0,0.01624,0.0,6.7433,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-04-30,0,-0.8282842916177677,0.0,0.01519,0.0,6.4418,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-01,0,-0.38261465194525945,0.0,0.01581,0.0,6.647,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-02,-2,-3.0847804664247676,0.0,0.01635,0.0,7.4719,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-03,-2,-2.140270465310341,0.0,0.01599,0.0,7.2077,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-04,-2,-1.5203691220245268,0.0,0.01623,0.0,7.214,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-05,-2,-1.7354344737745204,0.0,0.0159,0.0,7.1905,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-06,0,-0.9363760295985153,0.0,0.01554,0.0,6.8379,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-07,0,-0.9712287381590891,0.0,0.01603,0.0,7.09,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-08,0,-0.7287565897097417,0.0,0.01627,0.0,7.1445,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-09,0,-0.6418814581641216,0.0,0.01609,0.0,7.0544,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-10,0,-0.35854942440430876,0.0,0.01426,0.0,6.1909,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-11,0,-0.09684323685738078,0.0,0.01398,0.0,6.0165,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-12,0,0.6490601463184237,0.0,0.01455,0.0,6.0888,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-13,0,0.9508063316037373,0.0,0.01501,0.0,6.2145,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-14,2,1.236179959752948,0.0,0.01527,0.0,6.2779,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-15,0,-0.3934098160876999,0.0,0.01488,0.0,6.5011,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-16,0,-0.9773895811620751,0.0,0.01497,0.0,6.6938,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-17,0,-0.7028070161293036,0.0,0.015,0.0,6.6575,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-18,0,-0.16436628095585487,0.0,0.01537,0.0,6.712,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-19,0,0.4402183623104397,0.0,0.01553,0.0,6.6712,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-20,0,0.43045316154282115,0.0,0.015,0.0,6.4513,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-21,0,0.41083800025413825,0.0,0.01421,0.0,6.1255,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-22,0,-0.042773150618194936,0.0,0.01484,0.0,6.4632,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-23,0,-0.3587914380875961,0.0,0.01496,0.0,6.5575,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-24,-2,-2.1468697126986567,0.0,0.01421,0.0,6.5819,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-25,-2,-1.9270932025781407,0.0,0.01472,0.0,6.8067,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-26,-2,-1.578517795102009,0.0,0.01458,0.0,6.708,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-27,-2,-1.4789357613964873,0.0,0.0147,0.0,6.7757,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-28,0,-0.9354563593851277,0.0,0.01514,0.0,6.8609,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-29,-2,-2.1139753887893264,0.0,0.015,0.0,7.2254,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-30,0,-0.8457029300214249,0.0,0.01638,0.0,7.4928,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-05-31,0,0.17688729128507005,0.0,0.01582,0.0,6.9388,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-06-01,1,1.1646380526195697,-5454602.904281351,0.01707,12923.876962465492,7.2045,200000,186220.14315216528,-13779.856847834715,0.9311007157608264
2020-06-02,1,1.0005115647698861,-5454602.904281351,0.01637,12923.876962465492,6.9781,200000,179475.95537486617,-20524.04462513383,0.8973797768743309
2020-06-03,2,2.0273647363835963,0.0,0.01691,0.0,6.9413,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-04,2,1.799492848045393,0.0,0.01687,0.0,6.9152,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-05,2,1.7515765979585818,0.0,0.01685,0.0,6.8436,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-06,2,1.6927380178118898,0.0,0.01704,0.0,6.862,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-07,2,2.507444576806769,0.0,0.0182,0.0,6.8326,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-08,2,1.7814317948572878,0.0,0.01794,0.0,6.9004,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-09,2,1.5049811130016086,0.0,0.01754,0.0,6.7826,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-10,2,1.3467112604880014,0.0,0.0176,0.0,6.8084,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-11,0,0.8503147918293195,0.0,0.01573,0.0,6.264,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-12,1,1.053007912110423,-5740540.483698334,0.01644,14734.962145890677,6.4048,200000,188748.97110400122,-11251.028895998781,0.9437448555200061
2020-06-13,1,0.9663719968205677,-5740540.483698334,0.01668,14734.962145890677,6.4923,200000,191416.01000785426,-8583.98999214574,0.9570800500392713
2020-06-14,1,0.8204975170501988,-5740540.483698334,0.01616,14734.962145890677,6.3165,200000,185840.52261108352,-14159.477388916479,0.9292026130554176
2020-06-15,1,0.8190765498693137,-5740540.483698334,0.01606,14734.962145890677,6.2414,200000,184159.8729055573,-15840.127094442694,0.9207993645277865
2020-06-16,1,0.778159069664109,-5740540.483698334,0.01613,14734.962145890677,6.2527,200000,184728.21581166476,-15271.784188335238,0.9236410790583238
2020-06-17,1,0.7041816634237101,-5740540.483698334,0.01621,14734.962145890677,6.2823,200000,185623.61392987898,-14376.386070121021,0.9281180696493949
2020-06-18,1,0.6728097066780375,-5740540.483698334,0.01602,14734.962145890677,6.2085,200000,183445.47103160957,-16554.528968390427,0.9172273551580479
2020-06-19,0,-0.12426651385418158,0.0,0.01586,0.0,6.3406,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-20,0,0.2846195638611917,0.0,0.01597,0.0,6.2619,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-21,0,0.14467394114331986,0.0,0.01582,0.0,6.2125,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-22,0,0.3894479321906085,0.0,0.01638,0.0,6.3745,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-23,0,0.6539672231561323,0.0,0.0165,0.0,6.3735,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-24,0,-0.018829067837868096,0.0,0.01593,0.0,6.2228,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-25,0,0.4469533903924449,0.0,0.0159,0.0,6.1534,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-26,2,1.4020512063599853,0.0,0.01585,0.0,6.044,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-27,2,3.5866772061346595,0.0,0.01544,0.0,5.589,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-28,2,2.4843530128315297,0.0,0.01577,0.0,5.7511,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-29,2,2.4074961216166013,0.0,0.01619,0.0,5.8253,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-06-30,2,2.5746488927411337,0.0,0.01636,0.0,5.7284,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-01,2,2.6817395079274693,0.0,0.01686,0.0,5.7095,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-02,2,2.1106772358256283,0.0,0.01658,0.0,5.6408,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-03,2,1.8222098804428537,0.0,0.01662,0.0,5.6483,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-04,2,1.6430919896240912,0.0,0.01682,0.0,5.6977,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-05,2,1.6269224089432526,0.0,0.01688,0.0,5.6498,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-06,2,1.2692931728744705,0.0,0.01802,0.0,6.1047,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-07,0,0.16647086858699536,0.0,0.0172,0.0,6.2192,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-08,0,-0.2532297387031695,0.0,0.01791,0.0,6.634,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-09,0,0.22172584149313457,0.0,0.01856,0.0,6.6456,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-10,0,0.4395137461896361,0.0,0.01812,0.0,6.3821,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-11,0,0.2752731269679631,0.0,0.01837,0.0,6.5017,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-12,0,0.11988099847233674,0.0,0.01818,0.0,6.4603,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-13,0,-0.16807286985327607,0.0,0.01756,0.0,6.3015,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-14,0,-0.2663384874856724,0.0,0.01765,0.0,6.3273,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-15,0,-0.075995638291138,0.0,0.01757,0.0,6.2219,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-16,0,0.03058821011501715,0.0,0.01716,0.0,6.0317,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-17,0,0.01505342213968897,0.0,0.01717,0.0,6.029,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-18,0,0.3200285385376133,0.0,0.01742,0.0,6.0518,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-19,0,0.20176926757431485,0.0,0.01753,0.0,6.1004,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-20,0,-0.1499974187185897,0.0,0.01716,0.0,6.0289,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-21,0,-0.08543085328266428,0.0,0.01762,0.0,6.1908,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-22,0,-0.34758940762314194,0.0,0.01794,0.0,6.3569,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-23,0,-0.8266707545764611,0.0,0.01792,0.0,6.4402,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-24,0,0.5395080881796285,0.0,0.01794,0.0,6.2548,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-25,0,-0.5064807597402257,0.0,0.01877,0.0,6.7067,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-26,0,-0.6077631650955361,0.0,0.01852,0.0,6.6358,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-27,-2,-3.0535733156767186,0.0,0.01872,0.0,7.1167,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-28,-2,-2.4332325114647286,0.0,0.01912,0.0,7.2125,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-29,-2,-2.1834385784632873,0.0,0.01915,0.0,7.2644,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-30,-2,-2.0802502093960142,0.0,0.01917,0.0,7.3422,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-07-31,-2,-1.3398703653824957,0.0,0.01968,0.0,7.3976,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
2020-08-01,-2,-1.6370720732475001,0.0,0.02046,0.0,7.833,200000,186365.44219322235,-13634.557806777651,0.9318272109661118
