date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-02-17,-2,-1.6980677335626944,0.0,0.006532,0.0,0.13716,200000,161313.41873659694,-38686.58126340306,0.8065670936829847
2020-02-18,-2,-1.4528549936990691,0.0,0.006785,0.0,0.14134,200000,161313.41873659694,-38686.58126340306,0.8065670936829847
2020-02-19,-1,-1.1422807917219073,12998663.878855515,0.006205,-636897.5787136644,0.12664,200000,161313.41873659694,-38686.58126340306,0.8065670936829847
2020-02-20,-2,-1.4604758938372333,0.0,0.006189,0.0,0.13247,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-21,0,-0.7976904238601069,0.0,0.006347,0.0,0.12776,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-22,0,-0.9426504744147426,0.0,0.006222,0.0,0.12846,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-23,-2,-1.3548918487110926,0.0,0.006432,0.0,0.14149,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-24,-2,-1.7856614467492968,0.0,0.006165,0.0,0.14836,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-25,-2,-1.571646328975511,0.0,0.005595,0.0,0.13481,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-26,-2,-1.2469979828571196,0.0,0.00505,0.0,0.11839,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-27,-1,-1.0977231482478542,15796798.302347919,0.00523,-677634.9665459286,0.12192,200000,165234.51024255925,-34765.48975744075,0.8261725512127962
2020-02-28,-1,-0.9307380832874318,15796798.302347919,0.005251,-677634.9665459286,0.12082,200000,164820.84454370802,-35179.15545629198,0.8241042227185401
2020-02-29,-1,-0.8437867547758351,15796798.302347919,0.005115,-677634.9665459286,0.11712,200000,160165.23059836877,-39834.76940163123,0.8008261529918439
2020-03-01,-1,-0.8711252626015009,15796798.302347919,0.005049,-677634.9665459286,0.11707,200000,159088.76016208652,-40911.23983791348,0.7954438008104325
2020-03-02,-2,-1.262224858741381,0.0,0.005283,0.0,0.1284,200000,168788.3545157524,-31211.645484247594,0.843941772578762
2020-03-03,-2,-1.6902150335920016,0.0,0.005186,0.0,0.1317,200000,168788.3545157524,-31211.645484247594,0.843941772578762
2020-03-04,-1,-1.0312845108677489,15425731.540463572,0.005471,-640222.8588823867,0.13182,200000,168788.3545157524,-31211.645484247594,0.843941772578762
2020-03-05,-2,-1.6273361240914432,0.0,0.005473,0.0,0.14123,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-06,0,-0.5664650477191749,0.0,0.00571,0.0,0.13477,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-07,-2,-1.2320713866741935,0.0,0.005386,0.0,0.13575,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-08,0,-0.5170201329908934,0.0,0.004615,0.0,0.11028,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-09,0,-0.560469217961439,0.0,0.004498,0.0,0.10849,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-10,0,-0.5086280450423787,0.0,0.004562,0.0,0.11022,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-11,0,0.7936814669025015,0.0,0.004444,0.0,0.09894,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-12,0,0.8470849612393462,0.0,0.002293,0.0,0.05167,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-13,0,-0.27849376168934975,0.0,0.002562,0.0,0.06151,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-14,0,0.38673779807464875,0.0,0.002599,0.0,0.061,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-15,2,1.4329853596667013,0.0,0.002761,0.0,0.06199,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-16,2,1.7505855635224252,0.0,0.002417,0.0,0.05307,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-17,1,1.0344049091364989,-34747912.55561726,0.002515,1542103.407047422,0.05667,200000,174782.0001547548,-25217.999845245213,0.8739100007737739
2020-03-18,1,0.9289576942321599,-34747912.55561726,0.00251,1542103.407047422,0.05667,200000,174608.2605919767,-25391.739408023306,0.8730413029598835
2020-03-19,1,0.47688697703487215,-34747912.55561726,0.002847,1542103.407047422,0.06557,200000,200043.02744594179,43.02744594178512,1.000215137229709
2020-03-20,1,0.5488196429896968,-34747912.55561726,0.003146,1542103.407047422,0.07224,200000,220718.48302507764,20718.483025077643,1.1035924151253882
2020-03-21,2,2.036970971488265,0.0,0.003433,0.0,0.07283,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-22,2,1.5900044441635721,0.0,0.002959,0.0,0.06342,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-23,2,1.4614298238686216,0.0,0.003258,0.0,0.06977,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-24,2,1.4084087811211676,0.0,0.003346,0.0,0.07122,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-25,0,0.5514332900557831,0.0,0.003137,0.0,0.06956,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-26,0,-0.13511422691736474,0.0,0.003161,0.0,0.07231,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-27,-2,-1.4057555931578405,0.0,0.00297,0.0,0.0718,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-28,0,-0.9659950906871073,0.0,0.002958,0.0,0.07,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-29,-1,-1.1543935259500342,33131642.87694588,0.002743,-1390241.6461903404,0.06537,200000,181760.1928229251,-18239.807177074894,0.9088009641146255
2020-03-30,-2,-1.9267281647211394,0.0,0.002925,0.0,0.07265,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-03-31,-2,-1.4291359908402415,0.0,0.003034,0.0,0.07421,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-01,-2,-1.2432784357792523,0.0,0.003036,0.0,0.07407,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-02,-2,-1.5898597104128067,0.0,0.003122,0.0,0.07811,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-03,0,-0.8059357393212842,0.0,0.003169,0.0,0.076,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-04,0,-0.9366685524782414,0.0,0.003241,0.0,0.0787,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-05,-2,-1.497329973748037,0.0,0.003157,0.0,0.08015,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-06,-1,-1.117373113363851,26626245.415986624,0.00349,-1065904.9839618413,0.08718,200000,185851.19300358664,-14148.806996413361,0.9292559650179332
2020-04-07,-1,-1.0098716223345572,26626245.415986624,0.003395,-1065904.9839618413,0.08479,200000,180774.1867773991,-19225.813222600904,0.9038709338869955
2020-04-08,-1,-0.6973956177595262,26626245.415986624,0.003571,-1065904.9839618413,0.08775,200000,188615.4847231398,-11384.515276860213,0.9430774236156989
2020-04-09,-1,-0.8324650963789312,26626245.415986624,0.003491,-1065904.9839618413,0.08698,200000,185664.63825221028,-14335.36174778972,0.9283231912610515
2020-04-10,-1,-0.884726955110665,26626245.415986624,0.003169,-1065904.9839618413,0.07962,200000,169245.92654630344,-30754.07345369656,0.8462296327315172
2020-04-11,-1,-0.7859967925083698,26626245.415986624,0.00315,-1065904.9839618413,0.07899,200000,168068.50774350372,-31931.492256496276,0.8403425387175186
2020-04-12,-1,-0.608630418721494,26626245.415986624,0.003169,-1065904.9839618413,0.07894,200000,168521.11115720938,-31478.88884279062,0.8426055557860469
2020-04-13,0,0.056279612602883555,0.0,0.003172,0.0,0.07716,200000,183637.97110657275,-16362.028893427254,0.9181898555328637
2020-04-14,0,-0.24810227450277778,0.0,0.003163,0.0,0.07801,200000,183637.97110657275,-16362.028893427254,0.9181898555328637
2020-04-15,0,-0.07466689873909539,0.0,0.003021,0.0,0.07443,200000,183637.97110657275,-16362.028893427254,0.9181898555328637
2020-04-16,1,1.1625719196810664,-28002130.391365167,0.003279,1164033.7925112369,0.07888,200000,183637.97110657275,-16362.028893427254,0.9181898555328637
2020-04-17,2,1.7855650182094291,0.0,0.00326,0.0,0.07762,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-18,2,1.678819310079193,0.0,0.003405,0.0,0.08125,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-19,0,-0.7129515143272971,0.0,0.003277,0.0,0.08174,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-20,-2,-3.2244503303642955,0.0,0.003052,0.0,0.08323,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-21,-2,-2.9244191395676586,0.0,0.003044,0.0,0.08578,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-22,-2,-2.600479726313627,0.0,0.003178,0.0,0.09174,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-23,-2,-2.5662951467438475,0.0,0.003336,0.0,0.10075,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-24,-2,-1.485091990483543,0.0,0.003587,0.0,0.10163,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-25,-2,-1.979675378096635,0.0,0.003527,0.0,0.10681,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-26,-2,-1.9740276788250206,0.0,0.003577,0.0,0.11209,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-27,-2,-1.4939844628005123,0.0,0.003538,0.0,0.10775,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-28,-2,-1.4585760764951934,0.0,0.00352,0.0,0.109,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-29,0,-0.9791285443434513,0.0,0.003922,0.0,0.11645,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-04-30,-2,-1.6183082156546824,0.0,0.00366,0.0,0.12033,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-01,-2,-1.563159384981359,0.0,0.003791,0.0,0.12735,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-02,-2,-1.6779901714653451,0.0,0.003933,0.0,0.13928,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-03,-2,-1.8204784379864805,0.0,0.003804,0.0,0.14434,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-04,-2,-1.7229575520960803,0.0,0.003754,0.0,0.14639,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-05,-2,-1.8308275490230312,0.0,0.003699,0.0,0.15591,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-06,-2,-1.738180781686212,0.0,0.00357,0.0,0.15461,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-07,-2,-1.6816832946227687,0.0,0.003699,0.0,0.16445,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-08,-2,-1.40200349923529,0.0,0.003831,0.0,0.16302,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-09,-2,-1.2763278304798813,0.0,0.003734,0.0,0.15758,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-10,-1,-1.1798322494395395,27531714.38062366,0.003352,-650315.7395803714,0.14191,200000,184572.613207701,-15427.386792298988,0.9228630660385051
2020-05-11,-2,-1.3349841113178482,0.0,0.003268,0.0,0.14692,200000,190143.35907097106,-9856.640929028945,0.9507167953548553
2020-05-12,-2,-1.7822735848015137,0.0,0.003396,0.0,0.17894,200000,190143.35907097106,-9856.640929028945,0.9507167953548553
2020-05-13,-2,-1.298458395665005,0.0,0.003544,0.0,0.17177,200000,190143.35907097106,-9856.640929028945,0.9507167953548553
2020-05-14,-1,-1.108548185458345,26780754.798728317,0.00355,-565599.8544558601,0.16809,200000,190143.35907097103,-9856.640929028974,0.9507167953548551
2020-05-15,-2,-1.5663840571570955,0.0,0.003472,0.0,0.19186,200000,205676.56648568768,5676.566485687683,1.0283828324284383
2020-05-16,-2,-1.2422358770593613,0.0,0.003495,0.0,0.18355,200000,205676.56648568768,5676.566485687683,1.0283828324284383
2020-05-17,-2,-1.2996192310030013,0.0,0.003502,0.0,0.19206,200000,205676.56648568768,5676.566485687683,1.0283828324284383
2020-05-18,-1,-1.1089538618497217,28260039.363243707,0.003639,-529003.5146236824,0.1944,200000,205676.56648568768,5676.566485687683,1.0283828324284383
2020-05-19,-2,-1.5800343984496075,0.0,0.00359,0.0,0.218,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-20,-2,-2.196172578865679,0.0,0.00358,0.0,0.27895,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-21,-2,-1.8539206695133073,0.0,0.003566,0.0,0.264,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-22,-2,-1.2532491147401692,0.0,0.00417,0.0,0.26799,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-23,-2,-1.7044882918258069,0.0,0.003939,0.0,0.3017,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-24,-2,-1.941128838937954,0.0,0.003773,0.0,0.34231,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-25,-2,-1.3094161199528813,0.0,0.004598,0.0,0.35327,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-26,-2,-1.5741924699741785,0.0,0.004459,0.0,0.40301,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-27,0,-0.8896781046967585,0.0,0.00441,0.0,0.32402,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-28,0,-0.570710128317582,0.0,0.004558,0.0,0.31117,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-29,0,-0.5230400195188644,0.0,0.004499,0.0,0.30948,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-30,0,0.13027005503093506,0.0,0.004752,0.0,0.2865,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-05-31,0,0.9874870724408409,0.0,0.00471,0.0,0.24692,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-06-01,0,0.9012908233600128,0.0,0.005093,0.0,0.27108,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-06-02,1,1.10137858899111,-22407204.67030063,0.004899,431022.8352434536,0.25468,200000,219545.79135960556,19545.79135960556,1.0977289567980277
2020-06-03,1,0.8472394913302528,-22407204.67030063,0.00501,431022.8352434536,0.27607,200000,231252.56952386638,31252.569523866376,1.156262847619332
2020-06-04,1,0.5932862814712776,-22407204.67030063,0.004952,431022.8352434536,0.28491,200000,233763.1935165411,33763.1935165411,1.1688159675827055
2020-06-05,1,1.0013307262909235,-22407204.67030063,0.005146,431022.8352434536,0.27883,200000,235489.57238429924,35489.572384299245,1.1774478619214963
2020-06-06,2,1.377931433425128,0.0,0.005327,0.0,0.27058,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-07,2,1.2703627455362223,0.0,0.005165,0.0,0.26517,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-08,2,1.5052762937666586,0.0,0.005267,0.0,0.25492,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-09,2,1.5735889705382242,0.0,0.005431,0.0,0.25235,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-10,2,1.9024785140192202,0.0,0.005658,0.0,0.2392,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-11,2,1.899515104889077,0.0,0.005085,0.0,0.20451,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-12,1,1.1314589859962092,-19705923.03884072,0.00564,439920.0678398578,0.25264,200000,222282.81187812332,22282.81187812332,1.1114140593906165
2020-06-13,2,1.4565053075374037,0.0,0.006057,0.0,0.25154,200000,230984.0938599437,30984.093859943707,1.1549204692997186
2020-06-14,2,1.3576843709039856,0.0,0.005607,0.0,0.23149,200000,230984.0938599437,30984.093859943707,1.1549204692997186
2020-06-15,1,1.1283354119393985,-20922472.26992244,0.00552,492587.4218628843,0.23446,200000,230984.0938599437,30984.093859943707,1.1549204692997186
2020-06-16,2,1.5075612302002233,0.0,0.005911,0.0,0.23414,200000,239322.40849247953,39322.40849247953,1.1966120424623976
2020-06-17,1,1.1422489383682177,-20938093.481406786,0.005715,509652.0475584129,0.23479,200000,239322.40849247953,39322.40849247953,1.1966120424623976
2020-06-18,2,1.4591258635844804,0.0,0.005711,0.0,0.22312,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-19,2,1.5183717330479753,0.0,0.00587,0.0,0.22406,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-20,2,1.684815252875131,0.0,0.006064,0.0,0.22138,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-21,2,1.4117428933268514,0.0,0.00597,0.0,0.22057,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-22,2,1.508035369008406,0.0,0.006767,0.0,0.24201,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-23,0,0.6448911660950062,0.0,0.006545,0.0,0.25747,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-24,0,0.7447493642285674,0.0,0.006352,0.0,0.24508,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-25,0,0.7104130113242659,0.0,0.006149,0.0,0.23649,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-26,0,0.8320582768501757,0.0,0.006122,0.0,0.2313,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-27,0,0.7136036735399013,0.0,0.005522,0.0,0.20986,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-28,0,-0.058626254613733345,0.0,0.005625,0.0,0.22443,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-29,0,-0.3484824524889962,0.0,0.005613,0.0,0.226,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-06-30,0,-0.3703631779648954,0.0,0.005518,0.0,0.22173,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-01,0,0.11081245144629091,0.0,0.00567,0.0,0.22173,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-02,0,-0.597028757119767,0.0,0.005443,0.0,0.21889,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-03,0,-0.19807924461324342,0.0,0.005488,0.0,0.21607,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-04,0,-0.5251759598730432,0.0,0.005601,0.0,0.22307,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-05,2,3.503567468074292,0.0,0.006866,0.0,0.21596,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-06,0,0.9815538263903455,0.0,0.006409,0.0,0.23023,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-07,0,-0.6807214181798347,0.0,0.006483,0.0,0.25795,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-08,0,0.06613929730332971,0.0,0.006624,0.0,0.25102,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-09,0,0.19090378666519053,0.0,0.006415,0.0,0.24106,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-10,0,0.09697588299529887,0.0,0.006419,0.0,0.24307,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-11,0,-0.44505290810425285,0.0,0.00645,0.0,0.25334,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-12,-2,-1.865749855161027,0.0,0.006368,0.0,0.2805,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-13,0,-0.776597428123295,0.0,0.006015,0.0,0.24542,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-14,0,-0.17015855988059045,0.0,0.006164,0.0,0.24127,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-15,0,-0.2303548026250109,0.0,0.006028,0.0,0.2372,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-16,0,-0.48139493596640565,0.0,0.005841,0.0,0.23464,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-17,0,-0.5766260189874914,0.0,0.005945,0.0,0.24131,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-18,-1,-1.0964873469259755,20881135.710574057,0.005871,-492460.62407319155,0.24894,200000,245186.2955135606,45186.29551356059,1.225931477567803
2020-07-19,-1,-0.3039866974730475,20881135.710574057,0.006039,-492460.62407319155,0.2412,200000,244882.68108261054,44882.681082610536,1.2244134054130527
2020-07-20,-1,-0.2501224770417645,20881135.710574057,0.005934,-492460.62407319155,0.23595,200000,240104.743556616,40104.74355661601,1.20052371778308
2020-07-21,0,-0.13883988041213666,0.0,0.006069,0.0,0.23951,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-22,0,-0.5448259138319498,0.0,0.006288,0.0,0.25576,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-23,0,-0.7836721865496814,0.0,0.006229,0.0,0.2589,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-24,0,-0.8479472047583921,0.0,0.005979,0.0,0.25072,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-25,-2,-1.2613109022821831,0.0,0.006084,0.0,0.25877,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-26,0,-0.9573321266604167,0.0,0.00598,0.0,0.25083,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-27,-2,-1.6450494342429929,0.0,0.005545,0.0,0.2424,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-28,-2,-1.2390667988988981,0.0,0.005826,0.0,0.25112,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-29,-2,-1.329380241959906,0.0,0.0057,0.0,0.24783,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-30,-2,-1.8105999694988681,0.0,0.005749,0.0,0.25745,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-07-31,-2,-2.0163698452069987,0.0,0.005862,0.0,0.26938,200000,236407.92695785675,36407.92695785675,1.1820396347892836
2020-08-01,-2,-3.077830251955632,0.0,0.006032,0.0,0.31647,200000,236407.92695785675,36407.92695785675,1.1820396347892836
