date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,XMRUSDT_position,XMRUSDT_price,init,total_asset,pnl,return
2020-02-16,0,0.030956295944361403,0.0,0.13454,0.0,87.8,200000,195714.87862661714,-4285.121373382863,0.9785743931330857
2020-02-17,1,1.0826135956714344,-713454.6464953964,0.13716,1184.858206965838,82.59,200000,195714.87862661714,-4285.121373382863,0.9785743931330857
2020-02-18,1,0.8109192566232573,-713454.6464953964,0.14134,1184.858206965838,86.34,200000,203140.3373250898,3140.3373250897857,1.015701686625449
2020-02-19,1,0.6753297481798576,-713454.6464953964,0.12664,1184.858206965838,77.69,200000,182403.53053135297,-17596.469468647032,0.9120176526567648
2020-02-20,2,1.3819554302355694,0.0,0.13247,0.0,76.39,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-21,0,0.16986249873173181,0.0,0.12776,0.0,80.29,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-22,0,0.40455987270083166,0.0,0.12846,0.0,78.9,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-23,0,0.6377672531366531,0.0,0.14149,0.0,85.05,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-24,2,2.1286825770674436,0.0,0.14836,0.0,79.2,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-25,1,1.126554739342148,-740727.3096125729,0.13481,1305.4967787798532,76.49,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-26,1,0.42729585936267145,-740727.3096125729,0.11839,1305.4967787798532,70.61,200000,179875.83373467793,-20124.16626532207,0.8993791686733896
2020-02-27,1,0.8028490476372653,-740727.3096125729,0.12192,1305.4967787798532,70.26,200000,182033.67726503738,-17966.322734962625,0.9101683863251868
2020-02-28,1,0.9457240186383474,-740727.3096125729,0.12082,1305.4967787798532,68.41,200000,178803.70818372082,-21196.291816279176,0.8940185409186041
2020-02-29,1,0.961860827851934,-740727.3096125729,0.11712,1305.4967787798532,65.92,200000,172812.33015899244,-27187.669841007562,0.8640616507949622
2020-03-01,1,1.1577393152268698,-740727.3096125729,0.11707,1305.4967787798532,64.53,200000,170960.65327100782,-29039.346728992183,0.8548032663550391
2020-03-02,2,1.5199994839022297,0.0,0.1284,0.0,68.78,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-03,2,2.371366333957899,0.0,0.1317,0.0,65.89,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-04,2,2.142294107382619,0.0,0.13182,0.0,65.68,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-05,2,2.1187052559919546,0.0,0.14123,0.0,68.46,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-06,2,1.2058009092092163,0.0,0.13477,0.0,69.13,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-07,2,1.764974017837825,0.0,0.13575,0.0,65.71,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-08,0,0.9368564866033338,0.0,0.11028,0.0,56.44,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-09,0,0.7951464392921754,0.0,0.10849,0.0,55.77,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-10,1,1.1150835563334156,-930104.4063124569,0.11022,1870.04939189637,54.82,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-11,0,-0.1579251565498124,0.0,0.09894,0.0,54.2,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-12,-2,-1.567149833750526,0.0,0.05167,0.0,31.81,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-13,-2,-1.317183717616151,0.0,0.06151,0.0,36.92,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-14,-2,-1.205136010751049,0.0,0.061,0.0,36.21,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-15,-2,-1.4171934778758073,0.0,0.06199,0.0,38.01,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-16,-2,-1.6849052576913033,0.0,0.05307,0.0,34.0,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-17,-2,-1.562862054615746,0.0,0.05667,0.0,36.26,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-18,-2,-1.6024014210649526,0.0,0.05667,0.0,37.12,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-19,-1,-1.090216266795028,1492298.8275681655,0.06557,-2394.1774926264893,40.87,200000,195700.06824728922,-4299.931752710778,0.9785003412364461
2020-03-20,0,-0.08829491337058826,0.0,0.07224,0.0,40.33,200000,184453.5792213913,-15546.420778608706,0.9222678961069565
2020-03-21,0,-0.20869891328761433,0.0,0.07283,0.0,41.23,200000,184453.5792213913,-15546.420778608706,0.9222678961069565
2020-03-22,0,-0.7184731690137962,0.0,0.06342,0.0,38.21,200000,184453.5792213913,-15546.420778608706,0.9222678961069565
2020-03-23,-1,-1.0838002994587443,1321868.8492288326,0.06977,-2074.8434108143,44.45,200000,184453.5792213913,-15546.420778608706,0.9222678961069565
2020-03-24,-2,-1.280270529641582,0.0,0.07122,0.0,47.26,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-25,-2,-1.3342370330897306,0.0,0.06956,0.0,47.15,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-26,-2,-1.383816788842164,0.0,0.07231,0.0,50.28,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-27,0,-0.9611325159097389,0.0,0.0718,0.0,47.7,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-28,0,-0.9972074047781848,0.0,0.07,0.0,47.11,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-29,0,-0.9421065908992033,0.0,0.06537,0.0,44.04,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-30,0,-0.28614649136105674,0.0,0.07265,0.0,46.41,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-03-31,0,-0.2551617697455332,0.0,0.07421,0.0,47.6,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-04-01,0,-0.5266941239661297,0.0,0.07407,0.0,48.47,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-04-02,0,-0.35309661528947356,0.0,0.07811,0.0,50.75,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-04-03,-2,-1.3170723027103028,0.0,0.076,0.0,52.96,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-04-04,-1,-1.0059190910375395,1196741.9274104042,0.0787,-1740.5948934984074,54.11,200000,188367.17937439765,-11632.820625602355,0.9418358968719882
2020-04-05,-1,-0.41822251999431226,1196741.9274104042,0.08015,-1740.5948934984074,53.15,200000,188431.48407138424,-11568.515928615758,0.9421574203569212
2020-04-06,-1,-0.6639768807540845,1196741.9274104042,0.08718,-1740.5948934984074,58.93,200000,206905.21830550017,6905.218305500166,1.0345260915275007
2020-04-07,-1,-0.2852066994476362,1196741.9274104042,0.08479,-1740.5948934984074,55.94,200000,198840.6263674291,-1159.3736325709033,0.9942031318371455
2020-04-08,-1,-0.23875285119409673,1196741.9274104042,0.08775,-1740.5948934984074,57.88,200000,205759.7365659508,5759.736565950792,1.028798682829754
2020-04-09,-1,-0.4513920154742478,1196741.9274104042,0.08698,-1740.5948934984074,58.4,200000,205743.35462646396,5743.354626463959,1.0287167731323197
2020-04-10,-1,-0.5242381416152309,1196741.9274104042,0.07962,-1740.5948934984074,53.7,200000,188754.53804128087,-11245.461958719126,0.9437726902064044
2020-04-11,-1,-0.8655941857884326,1196741.9274104042,0.07899,-1740.5948934984074,53.86,200000,188279.08580997205,-11720.91419002795,0.9413954290498603
2020-04-12,-1,-0.6911450468629939,1196741.9274104042,0.07894,-1740.5948934984074,53.68,200000,187905.9416327718,-12094.058367228194,0.9395297081638591
2020-04-13,-1,-0.9915907976901489,1196741.9274104042,0.07716,-1740.5948934984074,52.98,200000,184557.3245765324,-15442.67542346759,0.922786622882662
2020-04-14,-2,-1.279334501204946,0.0,0.07801,0.0,54.09,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-15,-2,-2.1154712733787435,0.0,0.07443,0.0,53.12,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-16,-2,-2.0493370236382966,0.0,0.07888,0.0,56.9,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-17,-2,-1.8482440336459713,0.0,0.07762,0.0,56.21,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-18,-2,-1.3356218901150945,0.0,0.08125,0.0,58.04,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-19,0,-0.6666738240768962,0.0,0.08174,0.0,57.05,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-20,1,1.15989316956302,-1136357.8001107825,0.08323,1729.366606385453,54.69,200000,189158.11940644085,-10841.880593559152,0.9457905970322042
2020-04-21,2,1.7467863768591714,0.0,0.08578,0.0,55.14,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-22,2,2.411551576301991,0.0,0.09174,0.0,56.95,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-23,2,2.8108632250533714,0.0,0.10075,0.0,59.27,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-24,2,2.057835674996561,0.0,0.10163,0.0,60.68,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-25,2,2.4126498583089155,0.0,0.10681,0.0,60.55,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-26,2,2.3684294145163363,0.0,0.11209,0.0,61.33,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-27,2,1.418978549974009,0.0,0.10775,0.0,62.36,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-28,2,1.447272722466581,0.0,0.109,0.0,62.07,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-29,2,1.2948920650948,0.0,0.11645,0.0,66.32,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-04-30,2,2.044412341853517,0.0,0.12033,0.0,62.28,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-01,2,2.060562650968903,0.0,0.12735,0.0,63.45,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-02,2,2.2820472855844995,0.0,0.13928,0.0,64.54,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-03,2,2.3617915442949817,0.0,0.14434,0.0,62.37,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-04,2,2.1905769826564048,0.0,0.14639,0.0,61.06,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-05,2,2.2840096770781373,0.0,0.15591,0.0,60.31,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-06,2,2.120404243657593,0.0,0.15461,0.0,57.85,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-07,2,1.5888513290323607,0.0,0.16445,0.0,64.6,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-08,2,1.483651324886416,0.0,0.16302,0.0,63.39,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-09,1,1.185732468054432,-606922.2516304414,0.15758,1516.872456969468,63.05,200000,191277.6168238499,-8722.383176150091,0.9563880841192496
2020-05-10,1,0.8743068391759251,-606922.2516304414,0.14191,1516.872456969468,58.85,200000,175396.28082152916,-24603.71917847084,0.8769814041076458
2020-05-11,1,0.9452410463810789,-606922.2516304414,0.14692,1516.872456969468,59.36,200000,179210.56625525205,-20789.43374474795,0.8960528312762602
2020-05-12,2,1.8337534989279172,0.0,0.17894,0.0,61.5,200000,206592.62842697877,6592.628426978772,1.032963142134894
2020-05-13,1,1.0518864097964578,-601364.11604756,0.17177,1589.1740648229136,65.0,200000,206592.62842697877,6592.628426978772,1.032963142134894
2020-05-14,1,0.7960700117748449,-601364.11604756,0.16809,1589.1740648229136,65.28,200000,204824.57721807418,4824.577218074177,1.0241228860903708
2020-05-15,2,1.8208901180120298,0.0,0.19186,0.0,62.77,200000,222217.89168292936,22217.89168292936,1.111089458414647
2020-05-16,1,1.0757307897819826,-605333.4014789686,0.18355,1698.3941583837461,65.42,200000,222217.89168292936,22217.89168292936,1.111089458414647
2020-05-17,2,1.3268658366460702,0.0,0.19206,0.0,65.22,200000,227708.9577611921,27708.957761192112,1.1385447888059606
2020-05-18,1,1.1379948539046216,-585671.1876573871,0.1944,1700.3357061020918,66.96,200000,227708.9577611921,27708.957761192112,1.1385447888059606
2020-05-19,2,2.0175541701278203,0.0,0.218,0.0,66.7,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-20,2,3.3206630632944645,0.0,0.27895,0.0,64.66,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-21,2,2.560568149991953,0.0,0.264,0.0,61.65,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-22,2,2.110017548550896,0.0,0.26799,0.0,62.89,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-23,2,2.317680388372251,0.0,0.3017,0.0,63.46,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-24,2,2.643726177518288,0.0,0.34231,0.0,60.64,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-25,2,2.2234009921931435,0.0,0.35327,0.0,61.54,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-26,2,2.335627652191556,0.0,0.40301,0.0,61.91,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-27,1,1.0500830777456125,-373391.8972185251,0.32402,1876.63165095,64.47,200000,241972.885073493,41972.885073493,1.209864425367465
2020-05-28,1,0.6695988730605602,-373391.8972185251,0.31117,1876.63165095,67.15,200000,242204.17201878096,42204.172018780955,1.2110208600939047
2020-05-29,1,0.6353746655654533,-373391.8972185251,0.30948,1876.63165095,66.05,200000,239508.84489643664,39508.84489643664,1.1975442244821832
2020-05-30,0,0.1748731033335225,0.0,0.2865,0.0,68.36,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-05-31,0,-0.21369256488622926,0.0,0.24692,0.0,64.94,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-01,0,-0.08892925340528385,0.0,0.27108,0.0,67.72,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-02,0,-0.31969056416532937,0.0,0.25468,0.0,66.66,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-03,0,-0.12752644481037886,0.0,0.27607,0.0,67.16,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-04,0,-0.11773841204068877,0.0,0.28491,0.0,68.14,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-05,0,-0.2534797360770626,0.0,0.27883,0.0,67.45,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-06,0,-0.49830269881155703,0.0,0.27058,0.0,67.7,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-07,0,-0.6194761196191917,0.0,0.26517,0.0,66.39,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-08,-1,-1.034162683228007,432808.57517585595,0.25492,-1615.8693905071643,68.28,200000,220663.12396765838,20663.12396765838,1.1033156198382919
2020-06-09,-1,-0.9960014845696687,432808.57517585595,0.25235,-1615.8693905071643,67.99,200000,219082.20380620935,19082.20380620935,1.0954110190310467
2020-06-10,-2,-1.253155532585542,0.0,0.2392,0.0,69.67,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-11,-2,-1.3908918513770787,0.0,0.20451,0.0,63.71,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-12,0,-0.5692784218667695,0.0,0.25264,0.0,65.69,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-13,0,-0.5756031788892301,0.0,0.25154,0.0,66.58,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-14,0,-0.8157270457964667,0.0,0.23149,0.0,65.39,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-15,0,-0.7809208736624343,0.0,0.23446,0.0,64.53,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-16,0,-0.9576945794146413,0.0,0.23414,0.0,66.0,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-17,0,-0.7320842753074566,0.0,0.23479,0.0,65.09,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-18,-2,-1.265858465196891,0.0,0.22312,0.0,64.93,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-19,0,-0.9588558713054551,0.0,0.22406,0.0,64.09,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-20,-1,-1.015715375693002,518820.4291765918,0.22138,-1792.9513988622211,64.06,200000,229712.9332222278,29712.933222227788,1.148564666111139
2020-06-21,-1,-1.034546233945296,518820.4291765918,0.22057,-1792.9513988622211,64.48,200000,230045.72826211687,30045.72826211687,1.1502286413105844
2020-06-22,0,-0.14017070824378416,0.0,0.24201,0.0,66.16,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-23,0,0.648054263848737,0.0,0.25747,0.0,66.87,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-24,0,0.5066354508508417,0.0,0.24508,0.0,64.83,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-25,0,0.1848354395358312,0.0,0.23649,0.0,64.3,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-26,0,-0.038592002765796045,0.0,0.2313,0.0,64.0,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-27,-2,-1.2328706933711997,0.0,0.20986,0.0,62.08,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-28,0,-0.20988986354243183,0.0,0.22443,0.0,63.29,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-29,0,-0.308341699436155,0.0,0.226,0.0,64.19,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-06-30,0,-0.5020289967637155,0.0,0.22173,0.0,63.48,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-07-01,-1,-1.0468183462708156,502356.1667476781,0.22173,-1726.401625123414,64.52,200000,222774.86570592533,22774.86570592533,1.1138743285296266
2020-07-02,-2,-1.485441343027416,0.0,0.21889,0.0,65.2,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-03,0,-0.7454083409403376,0.0,0.21607,0.0,62.66,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-04,0,-0.5212792960342679,0.0,0.22307,0.0,64.22,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-05,0,-0.912305074334285,0.0,0.21596,0.0,63.33,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-06,0,0.10879195882556165,0.0,0.23023,0.0,64.95,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-07,2,2.652442130591496,0.0,0.25795,0.0,64.59,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-08,2,1.273490389035174,0.0,0.25102,0.0,66.27,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-09,0,0.06567926667838597,0.0,0.24106,0.0,67.28,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-10,0,0.20465136106214424,0.0,0.24307,0.0,67.25,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-11,0,0.5527331177559515,0.0,0.25334,0.0,68.74,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-12,2,2.238261238769309,0.0,0.2805,0.0,69.22,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-13,0,-0.28444343820859747,0.0,0.24542,0.0,69.26,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-14,0,-0.15230538046806055,0.0,0.24127,0.0,67.81,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-15,-1,-1.1183920253224784,475074.85312936915,0.2372,-1595.4658808195718,70.63,200000,225375.5103245727,25375.510324572708,1.1268775516228635
2020-07-16,-1,-0.5082952915497362,475074.85312936915,0.23464,-1595.4658808195718,67.7,200000,219484.60366976017,19484.603669760167,1.0974230183488007
2020-07-17,0,-0.023946819023279935,0.0,0.24131,0.0,67.64,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-18,0,0.3403470743930388,0.0,0.24894,0.0,68.39,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-19,0,-0.40485898151155797,0.0,0.2412,0.0,68.91,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-20,0,-0.8812233900514931,0.0,0.23595,0.0,69.31,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-21,0,-0.6952151586441166,0.0,0.23951,0.0,69.63,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-22,0,-0.023986379658590927,0.0,0.25576,0.0,71.48,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-23,0,-0.2316293575232473,0.0,0.2589,0.0,73.02,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-24,0,-0.4702898110840719,0.0,0.25072,0.0,71.54,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-25,0,-0.449481860676213,0.0,0.25877,0.0,73.61,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-26,-2,-1.887689788693324,0.0,0.25083,0.0,78.16,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-27,-2,-2.22905669019861,0.0,0.2424,0.0,78.43,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-28,-2,-1.9148276510459297,0.0,0.25112,0.0,81.2,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-29,-2,-1.518574358892353,0.0,0.24783,0.0,79.11,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-30,-1,-1.1716593919899296,424650.43638485234,0.25745,-1351.0412116569482,80.92,200000,218652.5096945605,18652.50969456049,1.0932625484728025
2020-07-31,-1,-1.0420002031405118,424650.43638485234,0.26938,-1351.0412116569482,84.55,200000,228622.8689989465,28622.868998946506,1.1431143449947325
2020-08-01,0,0.7016746594102856,0.0,0.31647,0.0,89.64,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-02,0,-0.5311034578452705,0.0,0.27995,0.0,85.0,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-03,0,-0.8418140020038449,0.0,0.28687,0.0,89.06,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-04,2,2.000151514547329,0.0,0.33185,0.0,87.24,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-05,0,0.3736293510607608,0.0,0.31382,0.0,90.39,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-06,0,-0.30584111590926605,0.0,0.31719,0.0,95.49,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-07,0,-0.47170756812534437,0.0,0.30778,0.0,94.01,200000,205370.7203047751,5370.72030477511,1.0268536015238756
2020-08-08,0,0.629740397858279,0.0,0.33064,0.0,94.87,200000,205370.7203047751,5370.72030477511,1.0268536015238756
