date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-02-06,0,-0.5906511591827724,0.0,0.00964,0.0,0.1609,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-07,0,-0.38797196469116146,0.0,0.00988,0.0,0.1614,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-08,0,-0.6211194361056683,0.0,0.00925,0.0,0.1565,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-09,0,-0.4549333722455742,0.0,0.00973,0.0,0.1621,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-10,0,-0.15316207691699574,0.0,0.00965,0.0,0.1557,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-11,0,-0.43680300553793566,0.0,0.00954,0.0,0.1607,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-12,0,-0.3198272096241052,0.0,0.01082,0.0,0.1808,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-13,0,-0.3259372124408474,0.0,0.01156,0.0,0.1948,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-14,-1,-1.0288828078161483,8114149.064316972,0.01146,-436974.38100128056,0.2128,200000,185976.296554145,-14023.703445855004,0.929881482770725
2020-02-15,-2,-1.9551525325817176,0.0,0.01013,0.0,0.2142,200000,197379.87894308835,-2620.121056911652,0.9868993947154417
2020-02-16,-2,-1.54866100056978,0.0,0.00944,0.0,0.1902,200000,197379.87894308835,-2620.121056911652,0.9868993947154417
2020-02-17,-2,-1.4966562391517726,0.0,0.00906,0.0,0.1813,200000,197379.87894308835,-2620.121056911652,0.9868993947154417
2020-02-18,-1,-1.093076219156575,10521315.50869341,0.00938,-542252.4146788141,0.182,200000,197379.87894308835,-2620.121056911652,0.9868993947154417
2020-02-19,-1,-1.1517037897526015,10521315.50869341,0.00848,-542252.4146788141,0.1671,200000,179831.13400654995,-20168.865993450047,0.8991556700327498
2020-02-20,-1,-1.1364117815007784,10521315.50869341,0.0082,-542252.4146788141,0.1628,200000,174553.48028099688,-25446.519719003118,0.8727674014049844
2020-02-21,-1,-1.136762922401784,10521315.50869341,0.00841,-542252.4146788141,0.1687,200000,179962.2457844275,-20037.754215572495,0.8998112289221375
2020-02-22,-1,-0.5249325657228996,10521315.50869341,0.0084,-542252.4146788141,0.16,200000,175139.4366216349,-24860.5633783651,0.8756971831081745
2020-02-23,-1,-0.9217647472290638,10521315.50869341,0.00845,-542252.4146788141,0.168,200000,180003.5217145001,-19996.478285499907,0.9000176085725005
2020-02-24,-1,-0.549094335716277,10521315.50869341,0.00809,-542252.4146788141,0.1558,200000,169600.36867228893,-30399.631327711075,0.8480018433614447
2020-02-25,-1,-0.44472090798130587,10521315.50869341,0.00743,-542252.4146788141,0.1418,200000,155064.76663104788,-44935.23336895212,0.7753238331552395
2020-02-26,0,-0.12058200086032081,0.0,0.00649,0.0,0.1209,200000,194654.85822633677,-5345.141773663228,0.9732742911316838
2020-02-27,0,-0.48384023304677126,0.0,0.00667,0.0,0.1292,200000,194654.85822633677,-5345.141773663228,0.9732742911316838
2020-02-28,0,-0.5843920977709239,0.0,0.00658,0.0,0.1294,200000,194654.85822633677,-5345.141773663228,0.9732742911316838
2020-02-29,0,-0.54013431381032,0.0,0.00636,0.0,0.1254,200000,194654.85822633677,-5345.141773663228,0.9732742911316838
2020-03-01,-1,-1.0031757999741018,15597344.409161601,0.00624,-759776.964193352,0.1281,200000,194654.85822633677,-5345.141773663228,0.9732742911316838
2020-03-02,-1,-0.7652251220630644,15597344.409161601,0.00666,-759776.964193352,0.135,200000,206448.2039311188,6448.203931118798,1.032241019655594
2020-03-03,-1,-0.33712548687530614,15597344.409161601,0.00665,-759776.964193352,0.1319,200000,203936.92189802777,3936.9218980277656,1.0196846094901388
2020-03-04,0,0.4179616752712133,0.0,0.00674,0.0,0.1308,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-05,0,0.8884384671043098,0.0,0.00703,0.0,0.135,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-06,2,2.34046116539056,0.0,0.00739,0.0,0.1355,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-07,2,1.9773147613204263,0.0,0.00698,0.0,0.128,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-08,0,0.6685392616618091,0.0,0.00584,0.0,0.1111,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-09,0,0.9832833323300092,0.0,0.00609,0.0,0.1145,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-10,0,0.9836654228722738,0.0,0.00613,0.0,0.1149,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-11,2,1.3607111327042531,0.0,0.006,0.0,0.1106,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-12,0,-0.8405312729997617,0.0,0.0028,0.0,0.0554,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-13,0,-0.8008217974861085,0.0,0.00311,0.0,0.0616,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-14,-2,-2.4679146670121543,0.0,0.00297,0.0,0.0637,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-15,-2,-3.4947507177321198,0.0,0.00306,0.0,0.0796,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-16,-2,-1.7747777166831555,0.0,0.00281,0.0,0.0645,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-17,-2,-1.7443302900953268,0.0,0.00285,0.0,0.0669,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-18,-2,-1.4306115345981776,0.0,0.00287,0.0,0.0665,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-19,0,-0.9031676394431366,0.0,0.00354,0.0,0.0784,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-20,-2,-1.82538850327259,0.0,0.00329,0.0,0.0833,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-21,-2,-1.5333456724580043,0.0,0.00327,0.0,0.0818,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-22,-2,-1.2375791045296278,0.0,0.00295,0.0,0.0722,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-23,-2,-1.2434157395902135,0.0,0.00319,0.0,0.0797,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-24,-2,-1.2025976560175755,0.0,0.00324,0.0,0.0821,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-25,0,-0.8469439848766644,0.0,0.00336,0.0,0.0818,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-26,0,-0.7333968509249013,0.0,0.00343,0.0,0.0831,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-27,0,-0.604810927045501,0.0,0.00331,0.0,0.0796,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-28,0,-0.8155969766895272,0.0,0.00315,0.0,0.0788,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-29,-1,-1.1668989924894801,31802623.539575428,0.00297,-1197132.9773452347,0.0789,200000,188907.58382507804,-11092.416174921964,0.9445379191253902
2020-03-30,-1,-1.1087989799276285,31802623.539575428,0.00314,-1197132.9773452347,0.0835,200000,199820.84152259392,-179.1584774060757,0.9991042076129696
2020-03-31,-1,-0.5012791060627375,31802623.539575428,0.00335,-1197132.9773452347,0.0835,200000,206499.3924659048,6499.392465904792,1.032496962329524
2020-04-01,0,-0.011316778890999692,0.0,0.00344,0.0,0.0829,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-02,0,0.21712507313616605,0.0,0.00351,0.0,0.0844,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-03,0,-0.32440342973090086,0.0,0.0034,0.0,0.0847,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-04,0,0.05157139347107799,0.0,0.0035,0.0,0.0854,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-05,0,0.08285962568696126,0.0,0.00346,0.0,0.0846,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-06,2,1.5130792055791062,0.0,0.00388,0.0,0.0892,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-07,0,0.7103326215960084,0.0,0.00368,0.0,0.0877,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-08,2,1.8736412081088278,0.0,0.00396,0.0,0.091,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-09,0,0.9880411588879577,0.0,0.00386,0.0,0.0912,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-10,1,1.0925416923344566,-25608722.445681736,0.00349,1092597.0823402111,0.0818,200000,178748.88267085853,-21251.117329141474,0.8937444133542927
2020-04-11,1,0.44621315808304607,-25608722.445681736,0.00346,1092597.0823402111,0.083,200000,179291.73749629632,-20708.262503703678,0.8964586874814816
2020-04-12,1,0.26119024669901775,-25608722.445681736,0.00352,1092597.0823402111,0.0849,200000,182904.19529948366,-17095.80470051634,0.9145209764974183
2020-04-13,2,2.344304321835998,0.0,0.0038,0.0,0.0832,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-14,2,2.088523327670523,0.0,0.00387,0.0,0.0841,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-15,0,0.3643936348488362,0.0,0.00345,0.0,0.0813,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-16,0,0.40314846843850455,0.0,0.00361,0.0,0.0848,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-17,0,0.43040088465148924,0.0,0.0036,0.0,0.0842,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-18,0,0.919489489090907,0.0,0.00382,0.0,0.087,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-19,0,0.1730853385593554,0.0,0.00365,0.0,0.0855,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-20,-2,-1.7603018292427421,0.0,0.00337,0.0,0.0852,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-21,0,-0.9254404131926556,0.0,0.00339,0.0,0.083,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-22,0,-0.45353781774358415,0.0,0.00355,0.0,0.0853,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-23,0,-0.7348397086664112,0.0,0.00354,0.0,0.0858,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-24,0,-0.3622407776361967,0.0,0.0037,0.0,0.0883,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-25,0,-0.5340529755829736,0.0,0.00374,0.0,0.0897,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-26,0,-0.9377809051253663,0.0,0.00384,0.0,0.0938,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-27,0,0.3252147080090069,0.0,0.00391,0.0,0.0911,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-28,0,-0.040642027540193325,0.0,0.0039,0.0,0.0922,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-29,0,-0.42458630570035905,0.0,0.00396,0.0,0.095,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-04-30,0,-0.766489593773719,0.0,0.00377,0.0,0.0918,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-05-01,0,-0.9853441837132617,0.0,0.00393,0.0,0.0967,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-05-02,-2,-2.2436785952594844,0.0,0.00395,0.0,0.1043,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-05-03,-1,-1.061234536663141,23799222.45677938,0.00389,-950502.8270726056,0.0974,200000,185157.95071374357,-14842.049286256428,0.9257897535687178
2020-05-04,-1,-0.6153712718318003,23799222.45677938,0.00381,-950502.8270726056,0.0938,200000,179832.20273973985,-20167.79726026015,0.8991610136986993
2020-05-05,0,0.4947978916459872,0.0,0.0039,0.0,0.0926,200000,180357.54491922725,-19642.45508077275,0.9017877245961362
2020-05-06,1,1.0189587154582698,-23302008.38749706,0.00387,998657.5023213025,0.0903,200000,180357.54491922725,-19642.45508077275,0.9017877245961362
2020-05-07,0,-0.506295482129234,0.0,0.00375,0.0,0.0922,200000,175663.85465831714,-24336.14534168286,0.8783192732915857
2020-05-08,0,-0.024868295843948732,0.0,0.00395,0.0,0.0959,200000,175663.85465831714,-24336.14534168286,0.8783192732915857
2020-05-09,0,0.9292016173660606,0.0,0.0039,0.0,0.0922,200000,175663.85465831714,-24336.14534168286,0.8783192732915857
2020-05-10,-2,-3.1826062865466938,0.0,0.00352,0.0,0.0988,200000,175663.85465831714,-24336.14534168286,0.8783192732915857
2020-05-11,0,-0.9996045960339626,0.0,0.00355,0.0,0.0906,200000,175663.85465831714,-24336.14534168286,0.8783192732915857
2020-05-12,-1,-1.0848997905557503,24741387.980044667,0.00355,-960962.0057894811,0.0914,200000,175663.85465831714,-24336.14534168286,0.8783192732915857
2020-05-13,-1,-0.9881005147961774,24741387.980044667,0.00357,-960962.0057894811,0.0919,200000,176639.16342081275,-23360.83657918725,0.8831958171040637
2020-05-14,0,-0.014642890629511563,0.0,0.00372,0.0,0.0917,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-15,0,-0.011793344893622602,0.0,0.00363,0.0,0.0896,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-16,2,1.2796874912258531,0.0,0.00396,0.0,0.092,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-17,0,0.40224364064313195,0.0,0.00379,0.0,0.0918,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-18,0,0.35842791234187626,0.0,0.00392,0.0,0.0953,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-19,0,0.0020309984780781014,0.0,0.00385,0.0,0.0952,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-20,-2,-1.458521167990612,0.0,0.00379,0.0,0.1009,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-21,0,-0.967380057417693,0.0,0.00385,0.0,0.1005,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-22,0,-0.6001633123558656,0.0,0.00427,0.0,0.1092,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-23,2,1.4536377749406668,0.0,0.00446,0.0,0.1032,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-24,2,2.6890296747858913,0.0,0.00468,0.0,0.0985,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-25,2,1.980067133065456,0.0,0.00539,0.0,0.1158,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-26,-2,-2.0963618514467104,0.0,0.00495,0.0,0.1467,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-27,0,-0.6789608729049867,0.0,0.00481,0.0,0.1261,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-28,0,-0.41377393952050584,0.0,0.00469,0.0,0.1206,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-29,0,0.024105269085317224,0.0,0.00489,0.0,0.1216,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-30,0,0.11535761619298912,0.0,0.00493,0.0,0.121,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-05-31,0,-0.16908974973141158,0.0,0.00465,0.0,0.1165,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-01,0,-0.4425783466336411,0.0,0.00477,0.0,0.122,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-02,-2,-1.2355549924280107,0.0,0.00482,0.0,0.1323,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-03,0,-0.547314462762542,0.0,0.00491,0.0,0.1276,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-04,2,1.2385586791145111,0.0,0.00561,0.0,0.126,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-05,0,0.2847272795829009,0.0,0.00512,0.0,0.1241,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-06,0,0.93501427619172,0.0,0.00555,0.0,0.1274,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-07,0,0.7388441435875089,0.0,0.00541,0.0,0.1257,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-08,0,0.3579979412380408,0.0,0.00537,0.0,0.1284,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-09,0,0.09262849898936906,0.0,0.00558,0.0,0.1358,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-10,0,0.389963385145385,0.0,0.00557,0.0,0.1318,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-11,0,0.4606623316049745,0.0,0.0048,0.0,0.1125,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-12,0,-0.38556502553715893,0.0,0.00499,0.0,0.1256,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-13,0,0.36697906718379814,0.0,0.00534,0.0,0.1279,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-14,2,2.320477698067757,0.0,0.00585,0.0,0.1225,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-15,2,1.7899460485954681,0.0,0.00562,0.0,0.1212,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-16,2,3.1304799860786376,0.0,0.00664,0.0,0.1216,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-17,2,1.4975745338494517,0.0,0.00659,0.0,0.1347,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-18,0,0.2664165966869608,0.0,0.00623,0.0,0.1416,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-19,0,0.774959961190177,0.0,0.00619,0.0,0.1334,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-20,0,0.7154860523562108,0.0,0.00626,0.0,0.1347,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-21,0,-0.4503763676593818,0.0,0.00625,0.0,0.1494,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-22,-2,-1.6490452313160966,0.0,0.0063,0.0,0.1696,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-23,-2,-1.6768955294859997,0.0,0.00619,0.0,0.1686,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-24,-2,-1.8649925885715226,0.0,0.00595,0.0,0.172,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-25,-2,-2.3948157047375522,0.0,0.00595,0.0,0.2028,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-26,-2,-2.663297390355639,0.0,0.00584,0.0,0.2574,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-27,-2,-2.153473965145408,0.0,0.00531,0.0,0.2322,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-28,-2,-1.9589275163027977,0.0,0.00552,0.0,0.2577,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-29,-2,-1.8157149889442359,0.0,0.00577,0.0,0.2896,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-06-30,-2,-1.3156333935020061,0.0,0.00567,0.0,0.242,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-07-01,-1,-1.1307058756036454,14856929.697529964,0.00578,-358102.8092231993,0.2398,200000,171746.1073034464,-28253.89269655361,0.858730536517232
2020-07-02,-1,-0.7816277915003943,14856929.697529964,0.00562,-358102.8092231993,0.2068,200000,157551.60584747602,-42448.39415252398,0.7877580292373801
2020-07-03,-1,-0.49988172699715244,14856929.697529964,0.00583,-358102.8092231993,0.1962,200000,156875.67130619142,-43124.32869380858,0.7843783565309571
2020-07-04,-1,-0.509581867550874,14856929.697529964,0.00609,-358102.8092231993,0.2113,200000,166145.82544681948,-33854.17455318052,0.8307291272340974
2020-07-05,-1,-0.5249486346949178,14856929.697529964,0.00577,-358102.8092231993,0.2069,200000,159815.95558302786,-40184.044416972145,0.7990797779151393
2020-07-06,-1,-0.3224198031303518,14856929.697529964,0.006,-358102.8092231993,0.2059,200000,162874.94660423652,-37125.053395763476,0.8143747330211826
2020-07-07,-1,-0.31071449067268225,14856929.697529964,0.00589,-358102.8092231993,0.2067,200000,161527.16658488679,-38472.833415113215,0.807635832924434
2020-07-08,0,-0.07271106659747276,0.0,0.00613,0.0,0.2055,200000,154263.25555295518,-45736.744447044824,0.7713162777647758
2020-07-09,0,0.4452874631962572,0.0,0.00637,0.0,0.1942,200000,154263.25555295518,-45736.744447044824,0.7713162777647758
2020-07-10,2,1.5245941394294225,0.0,0.00719,0.0,0.1862,200000,154263.25555295518,-45736.744447044824,0.7713162777647758
2020-07-11,1,1.181115807302624,-11114067.402950661,0.00694,395344.0685621609,0.1951,200000,154263.25555295518,-45736.744447044824,0.7713162777647758
2020-07-12,1,1.0172850681290575,-11114067.402950661,0.00652,395344.0685621609,0.1899,200000,147539.55808719265,-52460.44191280735,0.7376977904359632
2020-07-13,2,1.300773811330898,0.0,0.00666,0.0,0.1865,200000,154551.27566976356,-45448.72433023644,0.7727563783488178
2020-07-14,0,0.9312125899580994,0.0,0.00685,0.0,0.2035,200000,154551.27566976356,-45448.72433023644,0.7727563783488178
2020-07-15,1,1.0895360603971207,-11533677.288788326,0.0067,403317.5252342473,0.1916,200000,154551.27566976356,-45448.72433023644,0.7727563783488178
2020-07-16,2,1.2184958430074206,0.0,0.00658,0.0,0.1809,200000,157482.73191511544,-42517.26808488456,0.7874136595755772
2020-07-17,1,1.041248983141778,-11734927.86252723,0.00671,422205.7155901218,0.1865,200000,157482.73191511544,-42517.26808488456,0.7874136595755772
2020-07-18,2,1.5542060925147279,0.0,0.00738,0.0,0.1867,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-19,2,2.369185145460309,0.0,0.00848,0.0,0.1859,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-20,2,2.6854912236040045,0.0,0.00963,0.0,0.1869,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-21,2,1.9846649621309602,0.0,0.0091,0.0,0.186,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-22,2,3.0238754854855356,0.0,0.0124,0.0,0.1887,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-23,2,2.222201868599878,0.0,0.01174,0.0,0.1863,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-24,2,1.7018865132830219,0.0,0.01089,0.0,0.1811,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-25,2,1.4500469997209957,0.0,0.01087,0.0,0.1834,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-26,2,1.255586684943322,0.0,0.01048,0.0,0.1788,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-27,0,0.6896293825882936,0.0,0.00879,0.0,0.1667,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-28,0,0.8126279550661935,0.0,0.00943,0.0,0.1709,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-29,0,0.426839589230503,0.0,0.00909,0.0,0.1763,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-30,0,0.5729373543365427,0.0,0.00941,0.0,0.1746,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-07-31,0,0.2953288891458839,0.0,0.00899,0.0,0.1744,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-01,0,0.26116040015227954,0.0,0.00914,0.0,0.176,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
