date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-08-02,0,0.1776002349772825,0.0,0.00877,0.0,0.1693,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-03,0,0.0775070545672651,0.0,0.00877,0.0,0.1697,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-04,0,0.27944479232820424,0.0,0.00914,0.0,0.1687,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-05,0,-0.002256544093429294,0.0,0.00907,0.0,0.1719,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-06,0,0.5465394802669026,0.0,0.01,0.0,0.1753,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-07,0,0.35003620680938236,0.0,0.00996,0.0,0.1767,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-08,0,0.10158520240501157,0.0,0.01035,0.0,0.1861,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-09,0,0.22445466572953898,0.0,0.01088,0.0,0.193,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-10,2,1.7540679469063452,0.0,0.01256,0.0,0.1968,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-11,1,1.1338108481543905,-7484632.809777657,0.01104,451285.3425447587,0.1831,200000,165260.69243989064,-34739.30756010936,0.8263034621994532
2020-08-12,2,1.659379793506263,0.0,0.01155,0.0,0.1858,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-13,0,0.7257948721069191,0.0,0.01084,0.0,0.1854,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-14,2,1.3500417787869983,0.0,0.01132,0.0,0.1855,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-15,0,0.7233571757778077,0.0,0.01074,0.0,0.1832,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-16,0,0.9459084918751708,0.0,0.01178,0.0,0.1968,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-17,0,0.896408480879339,0.0,0.01169,0.0,0.1949,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-18,0,0.4428234455394758,0.0,0.01125,0.0,0.1924,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-19,0,-0.4125984949253117,0.0,0.01029,0.0,0.186,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-20,-2,-1.3513189854529732,0.0,0.01076,0.0,0.2075,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-21,-2,-1.228992915077392,0.0,0.00995,0.0,0.19,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-22,-2,-1.8897191231978012,0.0,0.00984,0.0,0.1991,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-23,-2,-1.7820626913706175,0.0,0.0098,0.0,0.1984,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-24,0,-0.5931332499984425,0.0,0.01084,0.0,0.1998,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-25,-1,-1.0981332624173241,8443631.023541572,0.00994,-440113.7513057326,0.1907,200000,167859.3847480064,-32140.615251993586,0.8392969237400321
2020-08-26,-1,-0.610285424871745,8443631.023541572,0.01031,-440113.7513057326,0.1911,200000,171159.5737272391,-28840.426272760902,0.8557978686361956
2020-08-27,-1,-0.9283723734066576,8443631.023541572,0.00954,-440113.7513057326,0.1823,200000,160784.97682762163,-39215.023172378365,0.8039248841381081
2020-08-28,-1,-0.42156786921626865,8443631.023541572,0.01009,-440113.7513057326,0.1854,200000,166793.3265196173,-33206.67348038271,0.8339666325980865
2020-08-29,0,-0.1042611642346966,0.0,0.01057,0.0,0.1896,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-08-30,0,-0.5780662845137924,0.0,0.0105,0.0,0.1966,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-08-31,0,0.7254885326153825,0.0,0.01111,0.0,0.1904,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-01,0,0.3461767653249325,0.0,0.01094,0.0,0.1936,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-02,0,-0.11024176149644897,0.0,0.00972,0.0,0.1776,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-03,0,-0.13449409715925414,0.0,0.00743,0.0,0.1367,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-04,0,-0.08246157567389321,0.0,0.008,0.0,0.1473,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-05,-2,-1.7682092072645754,0.0,0.00672,0.0,0.138,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-06,-2,-1.228303171110652,0.0,0.00701,0.0,0.1399,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-07,0,-0.8086440374346062,0.0,0.00692,0.0,0.1355,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-08,-2,-2.2926096117569035,0.0,0.00712,0.0,0.1553,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-09,-2,-2.2655277138999383,0.0,0.00717,0.0,0.1617,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-10,-2,-1.955330762889016,0.0,0.00721,0.0,0.1633,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-11,-2,-1.5689688712083665,0.0,0.00748,0.0,0.166,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-12,-1,-1.0578688268901542,10847106.564708095,0.00747,-509609.3461532671,0.159,200000,162055.77207673894,-37944.22792326106,0.8102788603836947
2020-09-13,-1,-1.050827968617896,10847106.564708095,0.00691,-509609.3461532671,0.1485,200000,150630.49426589312,-49369.505734106875,0.7531524713294656
2020-09-14,-2,-1.2539159201324743,0.0,0.00694,0.0,0.1541,200000,165307.6527598832,-34692.3472401168,0.8265382637994161
2020-09-15,-2,-1.414854807193603,0.0,0.00629,0.0,0.1447,200000,165307.6527598832,-34692.3472401168,0.8265382637994161
2020-09-16,-2,-1.3493865636207805,0.0,0.00611,0.0,0.1421,200000,165307.6527598832,-34692.3472401168,0.8265382637994161
2020-09-17,-2,-1.3732671368822755,0.0,0.00615,0.0,0.1463,200000,165307.6527598832,-34692.3472401168,0.8265382637994161
2020-09-18,-2,-1.219843796079803,0.0,0.00593,0.0,0.1406,200000,165307.6527598832,-34692.3472401168,0.8265382637994161
2020-09-19,-1,-1.1646801421510922,14226131.907046746,0.00581,-594631.8444600115,0.139,200000,165307.6527598832,-34692.3472401168,0.8265382637994161
2020-09-20,-1,-0.903738720469756,14226131.907046746,0.00572,-594631.8444600115,0.1335,200000,160756.82574371895,-39243.174256281054,0.8037841287185947
2020-09-21,-1,-0.8079055899339351,14226131.907046746,0.00516,-594631.8444600115,0.12,200000,144762.66197556257,-55237.33802443743,0.7238133098778128
2020-09-22,-1,-0.8402408376952354,14226131.907046746,0.00522,-594631.8444600115,0.1226,200000,147162.2726855814,-52837.72731441859,0.7358113634279071
2020-09-23,-1,-0.6302492560472022,14226131.907046746,0.00486,-594631.8444600115,0.1126,200000,136094.54675444448,-63905.453245555516,0.6804727337722224
2020-09-24,0,-0.03376313135594468,0.0,0.00536,0.0,0.1198,200000,160292.480704422,-39707.51929557801,0.80146240352211
2020-09-25,0,0.37385461593378844,0.0,0.00552,0.0,0.121,200000,160292.480704422,-39707.51929557801,0.80146240352211
2020-09-26,0,0.24061454073569774,0.0,0.00551,0.0,0.1226,200000,160292.480704422,-39707.51929557801,0.80146240352211
2020-09-27,1,1.0334735704980706,-14545597.160110889,0.00551,665666.4481080648,0.1204,200000,160292.480704422,-39707.51929557801,0.80146240352211
2020-09-28,1,0.7372844680176324,-14545597.160110889,0.00548,665666.4481080648,0.1211,200000,160322.0793032943,-39677.920696705696,0.8016103965164715
2020-09-29,0,-1.5563164451211557,0.0,0.00536,0.0,0.1294,200000,152119.6430974328,-47880.356902567204,0.760598215487164
2020-09-30,-2,-1.9131699435107967,0.0,0.00546,0.0,0.1356,200000,152119.6430974328,-47880.356902567204,0.760598215487164
2020-10-01,-2,-2.4076910436618886,0.0,0.0054,0.0,0.1416,200000,152119.6430974328,-47880.356902567204,0.760598215487164
2020-10-02,-2,-1.348430543831844,0.0,0.00521,0.0,0.1296,200000,152119.6430974328,-47880.356902567204,0.760598215487164
2020-10-03,-1,-1.0409619227967692,14855433.89623367,0.00512,-604128.8447078348,0.1259,200000,152119.6430974328,-47880.356902567204,0.760598215487164
2020-10-04,-1,-0.2397189900510331,14855433.89623367,0.00521,-604128.8447078348,0.1235,200000,152006.72292079503,-47993.27707920497,0.7600336146039751
2020-10-05,0,0.6217279081865101,0.0,0.00532,0.0,0.1211,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-06,0,-0.5044535079840239,0.0,0.00468,0.0,0.1125,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-07,0,-0.5958358476966543,0.0,0.00494,0.0,0.1194,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-08,0,-0.8914309086508817,0.0,0.00494,0.0,0.1215,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-09,0,0.3944790511305635,0.0,0.00553,0.0,0.1274,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-10,0,0.17604262657239733,0.0,0.00543,0.0,0.1264,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-11,0,-0.013902556387126687,0.0,0.00539,0.0,0.1267,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-12,0,0.5514771403566792,0.0,0.00553,0.0,0.1263,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-13,0,0.8102173803879335,0.0,0.00549,0.0,0.1236,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-14,0,0.48058652638029475,0.0,0.00525,0.0,0.1203,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-15,0,-0.03846395755472297,0.0,0.00519,0.0,0.1224,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-16,0,-0.1606303458758896,0.0,0.00501,0.0,0.1192,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-17,0,-0.13715586429618531,0.0,0.0051,0.0,0.1217,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-18,0,-0.034494201667558934,0.0,0.00511,0.0,0.1219,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-19,0,-0.6427357213587491,0.0,0.00496,0.0,0.1211,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-20,0,-0.7668395277832236,0.0,0.00471,0.0,0.1154,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-21,0,0.28481125657039114,0.0,0.00505,0.0,0.1187,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-22,0,0.27840113024915614,0.0,0.00515,0.0,0.1208,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-23,0,0.05002151690316558,0.0,0.00521,0.0,0.1227,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-24,-1,-1.0619844605567639,14198906.588697907,0.00515,-584994.9514543538,0.125,200000,146248.73786358844,-53751.26213641156,0.7312436893179421
2020-10-25,-1,-0.9052545859514449,14198906.588697907,0.00518,-584994.9514543538,0.1255,200000,146967.20253697655,-53032.79746302345,0.7348360126848827
2020-10-26,-1,-1.1310666891937595,14198906.588697907,0.00488,-584994.9514543538,0.1191,200000,138963.56287105932,-61036.437128940684,0.6948178143552965
2020-10-27,-1,-1.0703671539416888,14198906.588697907,0.00483,-584994.9514543538,0.1178,200000,137493.12410473375,-62506.87589526625,0.6874656205236688
2020-10-28,-1,-0.8965541437246737,14198906.588697907,0.00467,-584994.9514543538,0.1132,200000,132530.32227385207,-67469.67772614793,0.6626516113692604
2020-10-29,-2,-1.5625768855670845,0.0,0.00436,0.0,0.1081,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-10-30,-2,-1.6160127977322492,0.0,0.00417,0.0,0.1042,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-10-31,-2,-2.2879223577722927,0.0,0.00408,0.0,0.1058,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-01,0,-0.4470374707392898,0.0,0.00439,0.0,0.1071,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-02,0,-0.912552373888617,0.0,0.00413,0.0,0.1024,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-03,0,-0.7069633802556959,0.0,0.00411,0.0,0.1015,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-04,-2,-1.3369819345166338,0.0,0.00407,0.0,0.1025,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-05,-2,-1.2722641407685638,0.0,0.00422,0.0,0.1065,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-06,2,2.201775538290175,0.0,0.00499,0.0,0.1143,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-07,1,1.0276301140308173,-15902958.985892374,0.00464,672650.2251097594,0.1097,200000,147579.45938908122,-52420.540610918775,0.7378972969454061
2020-11-08,2,1.8701434811466016,0.0,0.00521,0.0,0.1192,200000,150253.9688724972,-49746.03112750279,0.751269844362486
2020-11-09,2,1.5742761285814606,0.0,0.00515,0.0,0.1181,200000,150253.9688724972,-49746.03112750279,0.751269844362486
2020-11-10,2,2.392057365478113,0.0,0.00547,0.0,0.12,200000,150253.9688724972,-49746.03112750279,0.751269844362486
2020-11-11,1,1.1108512805199489,-14364624.175190937,0.00523,624496.9612323242,0.1203,200000,150253.9688724972,-49746.03112750279,0.751269844362486
2020-11-12,1,0.2823493482737456,-14364624.175190937,0.00488,624496.9612323242,0.1162,200000,142665.91287012785,-57334.08712987215,0.7133295643506392
2020-11-13,2,1.2101983215579972,0.0,0.00519,0.0,0.1184,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-14,0,0.15243729990510105,0.0,0.00487,0.0,0.1161,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-15,0,0.2734334349075611,0.0,0.00489,0.0,0.1158,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-16,0,0.24925429782225686,0.0,0.00493,0.0,0.1167,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-17,0,0.5030859172847719,0.0,0.00504,0.0,0.1178,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-18,-2,-1.3806256914666546,0.0,0.00482,0.0,0.1229,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-19,-2,-1.6658910197630572,0.0,0.00461,0.0,0.12,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-20,-2,-1.271294971990578,0.0,0.0048,0.0,0.1221,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-21,0,0.505209085499264,0.0,0.00551,0.0,0.1286,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-22,0,0.5076231953833198,0.0,0.00532,0.0,0.1238,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-23,1,1.0089749761267626,-13350967.091312477,0.00565,589320.0317649648,0.128,200000,150865.928131831,-49134.071868169005,0.754329640659155
2020-11-24,2,1.2931729336770277,0.0,0.00611,0.0,0.1359,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-11-25,-2,-4.053686842679407,0.0,0.00634,0.0,0.384,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-11-26,-2,-2.3259128675390497,0.0,0.0055,0.0,0.2355,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-11-27,-2,-1.7312585747657423,0.0,0.00565,0.0,0.22,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-11-28,-2,-1.985222335835729,0.0,0.00594,0.0,0.2886,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-11-29,-2,-1.6114328105919766,0.0,0.00614,0.0,0.2814,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-11-30,-2,-1.3686038327211674,0.0,0.006,0.0,0.2661,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-12-01,-2,-1.2957010355212029,0.0,0.00558,0.0,0.2565,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-12-02,-1,-1.143415753610227,12717174.018605301,0.00599,-280058.3543067858,0.272,200000,152351.7447428915,-47648.25525710851,0.7617587237144574
2020-12-03,-1,-0.9338835942480676,12717174.018605301,0.00603,-280058.3543067858,0.2601,200000,149527.73728738495,-50472.26271261505,0.7476386864369248
2020-12-04,-1,-0.6327234375638037,12717174.018605301,0.00559,-280058.3543067858,0.2186,200000,132309.75901546702,-67690.24098453298,0.6615487950773351
2020-12-05,-1,-0.6930987306570535,12717174.018605301,0.00577,-280058.3543067858,0.239,200000,140312.04076667438,-59687.959233325615,0.7015602038333719
2020-12-06,-1,-0.7066489990033776,12717174.018605301,0.00561,-280058.3543067858,0.2419,200000,139089.46215118724,-60910.53784881276,0.6954473107559362
2020-12-07,-1,-0.6052478863898529,12717174.018605301,0.0054,-280058.3543067858,0.2303,200000,133170.1786973214,-66829.82130267861,0.665850893486607
2020-12-08,-1,-0.4800025385750302,12717174.018605301,0.005,-280058.3543067858,0.2083,200000,121922.02529512999,-78077.97470487001,0.6096101264756499
2020-12-09,-1,-0.24278478486467994,12717174.018605301,0.00529,-280058.3543067858,0.2061,200000,124993.87738105061,-75006.12261894939,0.624969386905253
2020-12-10,0,-0.04823681757657537,0.0,0.00514,0.0,0.1915,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-11,0,0.07909851107813662,0.0,0.0049,0.0,0.1808,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-12,0,0.13114529125968985,0.0,0.00519,0.0,0.1954,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-13,0,-0.004882831749867509,0.0,0.00516,0.0,0.2093,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-14,0,0.4000516829751599,0.0,0.00537,0.0,0.2178,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-15,0,0.7595577090770821,0.0,0.0053,0.0,0.2077,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-16,1,1.0422955166441947,-12853441.054571273,0.00547,337210.1801846756,0.2085,200000,140616.64513700973,-59383.354862990265,0.7030832256850487
2020-12-17,2,1.881718183879566,0.0,0.00565,0.0,0.1996,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-18,2,1.9254834090278388,0.0,0.00611,0.0,0.2117,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-19,2,1.5993472379574616,0.0,0.00638,0.0,0.2233,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-20,2,3.5389261392494604,0.0,0.00816,0.0,0.2086,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-21,2,1.4367644781198272,0.0,0.0066,0.0,0.2066,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-22,2,3.0290014991309504,0.0,0.00856,0.0,0.1975,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-23,2,2.2276152502878475,0.0,0.00686,0.0,0.1639,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-24,2,2.432617467910759,0.0,0.00855,0.0,0.1809,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-25,2,2.066520373159056,0.0,0.00885,0.0,0.1856,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-26,2,2.3686301435875556,0.0,0.01114,0.0,0.2019,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-27,2,3.4439968940230017,0.0,0.01775,0.0,0.1949,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-28,2,1.763883875162041,0.0,0.01325,0.0,0.193,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-29,2,1.4509295490354044,0.0,0.01248,0.0,0.1877,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-30,2,1.9691931884534957,0.0,0.01558,0.0,0.1882,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2020-12-31,2,1.3565508485630167,0.0,0.01371,0.0,0.186,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-01,0,0.9962757107616682,0.0,0.01321,0.0,0.1933,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-02,0,0.30252470310941887,0.0,0.01126,0.0,0.2049,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-03,0,-0.07198554450750604,0.0,0.00982,0.0,0.2025,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-04,0,-0.09973651658735655,0.0,0.00939,0.0,0.1908,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-05,0,-0.2399161574862576,0.0,0.00948,0.0,0.1981,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-06,0,-0.20629444116448012,0.0,0.01038,0.0,0.2088,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-07,0,-0.7105229869190187,0.0,0.00956,0.0,0.2262,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-08,0,-0.5447780444517092,0.0,0.01011,0.0,0.2178,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-09,0,-0.5978104887398898,0.0,0.01067,0.0,0.2313,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-10,0,-0.8968854526810919,0.0,0.00989,0.0,0.2312,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-11,-2,-1.3178360452523585,0.0,0.00852,0.0,0.2383,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-12,-1,-1.1354636766072659,8791050.309064828,0.0083,-334398.3389790929,0.2182,200000,145931.43513047614,-54068.56486952386,0.7296571756523806
2021-01-13,-1,-1.0405025334558986,8791050.309064828,0.00872,-334398.3389790929,0.2255,200000,152064.78413483076,-47935.215865169244,0.7603239206741538
2021-01-14,-1,-1.036274473578217,8791050.309064828,0.00862,-334398.3389790929,0.2278,200000,151954.79528357618,-48045.20471642382,0.7597739764178809
2021-01-15,-1,-0.9371762949604562,8791050.309064828,0.00858,-334398.3389790929,0.2247,200000,150566.51842037842,-49433.481579621584,0.7528325921018921
2021-01-16,-1,-0.7422427018978286,8791050.309064828,0.00932,-334398.3389790929,0.2294,200000,158643.56784228812,-41356.43215771188,0.7932178392114406
2021-01-17,-1,-0.6599930068475826,8791050.309064828,0.00948,-334398.3389790929,0.233,200000,161253.9699120632,-38746.030087936786,0.8062698495603161
2021-01-18,-1,-0.6734236923568407,8791050.309064828,0.00961,-334398.3389790929,0.2435,200000,165907.98901152212,-34092.01098847788,0.8295399450576106
2021-01-19,-1,-0.6111582473621491,8791050.309064828,0.00952,-334398.3389790929,0.2389,200000,163578.56212440247,-36421.437875597534,0.8178928106220124
2021-01-20,-1,-0.4685761012746737,8791050.309064828,0.00942,-334398.3389790929,0.2312,200000,160124.58988335694,-39875.41011664306,0.8006229494167847
2021-01-21,0,1.4480062763913168,0.0,0.01033,0.0,0.2016,200000,122534.59057602161,-77465.40942397839,0.612672952880108
2021-01-22,1,1.0103739186569471,-6072080.801586799,0.01009,291056.0346223791,0.2105,200000,122534.59057602161,-77465.40942397839,0.612672952880108
2021-01-23,1,0.876031774690748,-6072080.801586799,0.01022,291056.0346223791,0.2167,200000,125128.50849488664,-74871.49150511336,0.6256425424744332
2021-01-24,1,1.0383224898129606,-6072080.801586799,0.01067,291056.0346223791,0.2234,200000,129811.02028757065,-70188.97971242935,0.6490551014378532
2021-01-25,1,0.4664067463490603,-6072080.801586799,0.00971,291056.0346223791,0.2162,200000,121886.21926876619,-78113.78073123381,0.609431096343831
2021-01-26,1,0.4740264001267258,-6072080.801586799,0.00962,291056.0346223791,0.2159,200000,121252.41518623667,-78747.58481376333,0.6062620759311834
2021-01-27,1,0.3008640883343426,-6072080.801586799,0.00858,291056.0346223791,0.1954,200000,108970.80244282761,-91029.19755717239,0.5448540122141381
2021-01-28,1,0.7539051240913981,-6072080.801586799,0.0096,291056.0346223791,0.2097,200000,119326.42615554617,-80673.57384445383,0.5966321307777309
2021-01-29,1,0.9266798732903265,-6072080.801586799,0.00984,291056.0346223791,0.2114,200000,121278.52080678506,-78721.47919321494,0.6063926040339254
2021-01-30,2,3.27776080916855,0.0,0.0137,0.0,0.2089,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-01-31,2,2.2547757292928057,0.0,0.01258,0.0,0.2027,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-02-01,2,1.5679191264014758,0.0,0.01191,0.0,0.2036,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-02-02,2,1.6825511119708705,0.0,0.01296,0.0,0.2112,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-02-03,2,1.794228896454643,0.0,0.01475,0.0,0.2283,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-02-04,2,1.5746472263151106,0.0,0.01451,0.0,0.2251,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-02-05,1,1.1493578919649097,-4739061.214033544,0.01529,292296.27253962436,0.2479,200000,144920.49192514576,-55079.50807485424,0.7246024596257288
2021-02-06,1,0.279346627234447,-4739061.214033544,0.01406,292296.27253962436,0.2597,200000,142540.54264785207,-57459.45735214793,0.7127027132392603
2021-02-07,1,0.22965057896647953,-4739061.214033544,0.01349,292296.27253962436,0.2483,200000,136507.10024890123,-63492.89975109877,0.6825355012445062
2021-02-08,1,0.45156729463733986,-4739061.214033544,0.0151,292296.27253962436,0.2655,200000,149164.4846911768,-50835.515308823204,0.745822423455884
2021-02-09,1,0.8617572956537567,-4739061.214033544,0.01735,292296.27253962436,0.285,200000,165527.1497372749,-34472.850262725085,0.8276357486863746
2021-02-10,1,0.2393179415694074,-4739061.214033544,0.01726,292296.27253962436,0.3065,200000,171385.00408761384,-28614.995912386163,0.8569250204380692
2021-02-11,1,0.8211175502649426,-4739061.214033544,0.02125,292296.27253962436,0.3457,200000,201751.87221516098,1751.8722151609836,1.008759361075805
2021-02-12,1,0.9151654867749963,-4739061.214033544,0.02175,292296.27253962436,0.3456,200000,204092.17319492376,4092.1731949237583,1.0204608659746188
2021-02-13,1,0.4530581484441388,-4739061.214033544,0.02378,292296.27253962436,0.3969,200000,228707.26624069456,28707.26624069456,1.1435363312034728
2021-02-14,1,0.21328905541384333,-4739061.214033544,0.02147,292296.27253962436,0.3657,200000,208640.39113304083,8640.39113304083,1.0432019556652041
2021-02-15,1,0.22613618270578845,-4739061.214033544,0.02043,292296.27253962436,0.344,200000,197368.9383563361,-2631.06164366391,0.9868446917816804
2021-02-16,0,-1.7532543754088272,0.0,0.02032,0.0,0.424,200000,117284.59623750666,-82715.40376249334,0.5864229811875332
2021-02-17,-1,-1.0484470177505927,2702410.051555453,0.0217,-143379.70200184188,0.409,200000,117284.59623750666,-82715.40376249334,0.5864229811875332
2021-02-18,-2,-1.423764360454204,0.0,0.02309,0.0,0.4426,200000,118345.80425310647,-81654.19574689353,0.5917290212655324
2021-02-19,0,-0.5079058279198291,0.0,0.0253,0.0,0.451,200000,118345.80425310647,-81654.19574689353,0.5917290212655324
2021-02-20,-2,-1.4575043726710444,0.0,0.02294,0.0,0.4492,200000,118345.80425310647,-81654.19574689353,0.5917290212655324
2021-02-21,-2,-2.9738676406380455,0.0,0.0241,0.0,0.6419,200000,118345.80425310647,-81654.19574689353,0.5917290212655324
