date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,ZRXUSDT_position,ZRXUSDT_price,init,total_asset,pnl,return
2020-03-30,2,2.381766034819646,0.0,0.2055,0.0,0.1504,200000,205179.50958189156,5179.509581891558,1.0258975479094579
2020-03-31,2,1.7759204435236002,0.0,0.2009,0.0,0.1529,200000,205179.50958189156,5179.509581891558,1.0258975479094579
2020-04-01,2,1.7844639590043767,0.0,0.207,0.0,0.1518,200000,205179.50958189156,5179.509581891558,1.0258975479094579
2020-04-02,2,1.2417242328024536,0.0,0.1985,0.0,0.1543,200000,205179.50958189156,5179.509581891558,1.0258975479094579
2020-04-03,1,1.039427710534077,-520760.17660378566,0.197,660165.7322454683,0.1554,200000,205179.50958189156,5179.509581891558,1.0258975479094579
2020-04-04,1,0.872852010322598,-520760.17660378566,0.1959,660165.7322454683,0.1563,200000,205200.8225466483,5200.822546648298,1.0260041127332415
2020-04-05,1,0.9167720913741959,-520760.17660378566,0.1961,660165.7322454683,0.1536,200000,203522.52710490627,3522.527104906272,1.0176126355245314
2020-04-06,1,0.40758490436632994,-520760.17660378566,0.2033,660165.7322454683,0.1692,200000,217570.58579948285,17570.585799482855,1.0878529289974144
2020-04-07,1,0.4213470193406872,-520760.17660378566,0.2061,660165.7322454683,0.1695,200000,219226.7640136471,19226.764013647102,1.0961338200682356
2020-04-08,0,0.06102820104281756,0.0,0.2078,0.0,0.1773,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-09,0,-0.7231535115673725,0.0,0.202,0.0,0.19,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-10,0,-0.35026367803263386,0.0,0.1903,0.0,0.169,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-11,0,-0.20757154192204255,0.0,0.1981,0.0,0.1715,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-12,0,-0.303444046795286,0.0,0.1941,0.0,0.1682,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-13,0,-0.30945597169284017,0.0,0.195,0.0,0.1673,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-14,0,-0.5981645885265431,0.0,0.1975,0.0,0.1707,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-15,0,-0.739025844210795,0.0,0.1861,0.0,0.1637,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-16,0,-0.6593799170235141,0.0,0.1978,0.0,0.1732,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-17,0,-0.7356983223015255,0.0,0.1955,0.0,0.1722,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-18,0,-0.7215593868323456,0.0,0.2049,0.0,0.1791,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-19,0,-0.643045965460155,0.0,0.196,0.0,0.1712,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-20,0,-0.821462454864063,0.0,0.1887,0.0,0.1677,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-21,-1,-1.0893508886828114,527528.4523187445,0.1861,-583321.7170321945,0.1683,200000,196346.0899530367,-3653.910046963312,0.9817304497651834
2020-04-22,-1,-0.4506244804027141,527528.4523187445,0.195,-583321.7170321945,0.1711,200000,202674.39398636366,2674.3939863636624,1.0133719699318182
2020-04-23,0,-0.0010677846351676906,0.0,0.2031,0.0,0.1753,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-24,0,-0.35698296511744315,0.0,0.211,0.0,0.1855,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-25,0,-0.08298242227164972,0.0,0.2111,0.0,0.1846,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-26,-2,-2.1696534342364724,0.0,0.2118,0.0,0.1986,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-27,-2,-3.0880558660551443,0.0,0.2068,0.0,0.2066,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-28,-2,-1.7902761937133442,0.0,0.2129,0.0,0.2041,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-29,-2,-1.939586541848245,0.0,0.2194,0.0,0.2132,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-04-30,0,-0.2165822776984718,0.0,0.2199,0.0,0.1982,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-05-01,-1,-1.1066117283285113,422092.94154066,0.2268,-448177.33680440864,0.2136,200000,191461.35828284337,-8538.641717156628,0.9573067914142168
2020-05-02,-1,-0.9866397899486106,422092.94154066,0.2276,-448177.33680440864,0.2142,200000,192067.93903815854,-7932.06096184146,0.9603396951907927
2020-05-03,-1,-0.948793890322589,422092.94154066,0.2186,-448177.33680440864,0.2063,200000,184728.50160353776,-15271.498396462237,0.9236425080176888
2020-05-04,-1,-0.882798120557758,422092.94154066,0.2159,-448177.33680440864,0.204,200000,182558.04278672783,-17441.957213272166,0.9127902139336391
2020-05-05,-1,-0.7471758819184715,422092.94154066,0.2191,-448177.33680440864,0.2065,200000,185029.183541669,-14970.816458331014,0.925145917708345
2020-05-06,-1,-1.1290025442106357,422092.94154066,0.218,-448177.33680440864,0.2102,200000,186223.13745215058,-13776.862547849421,0.9311156872607529
2020-05-07,-2,-3.6833944632798525,0.0,0.2185,0.0,0.3014,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-08,-2,-3.2332058820679137,0.0,0.2298,0.0,0.3943,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-09,-2,-2.6828625279173663,0.0,0.2226,0.0,0.4226,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-10,-2,-2.271148443997091,0.0,0.1979,0.0,0.3958,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-11,-2,-1.7417625015803402,0.0,0.1901,0.0,0.3439,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-12,-2,-1.4535183412989567,0.0,0.2048,0.0,0.3556,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-13,-1,-1.1499850487119523,544917.9066722279,0.215,-337143.4530490043,0.3475,200000,234314.69986905798,34314.69986905798,1.17157349934529
2020-05-14,-1,-0.992071944107626,544917.9066722279,0.2166,-337143.4530490043,0.3429,200000,233635.70863570814,33635.70863570814,1.1681785431785408
2020-05-15,-1,-1.164565022302783,544917.9066722279,0.2141,-337143.4530490043,0.3825,200000,245624.29460976814,45624.29460976814,1.2281214730488408
2020-05-16,-1,-1.0170861565531615,544917.9066722279,0.2183,-337143.4530490043,0.3834,200000,248216.3789255356,48216.378925535595,1.241081894627678
2020-05-17,-1,-0.8002231646181931,544917.9066722279,0.2245,-337143.4530490043,0.3729,200000,248054.86368988888,48054.86368988888,1.2402743184494445
2020-05-18,-1,-0.709041967690258,544917.9066722279,0.2245,-337143.4530490043,0.3711,200000,247448.00547440065,47448.00547440065,1.2372400273720032
2020-05-19,-1,-0.5555690500676853,544917.9066722279,0.2242,-337143.4530490043,0.3588,200000,243137.66562989625,43137.66562989625,1.2156883281494812
2020-05-20,-1,-0.497795781000216,544917.9066722279,0.224,-337143.4530490043,0.3608,200000,243702.96895465982,43702.968954659824,1.2185148447732992
2020-05-21,0,-0.15749735707251938,0.0,0.2197,0.0,0.3232,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-22,0,0.1616774851057907,0.0,0.2426,0.0,0.3337,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-23,0,0.22697147981343713,0.0,0.2342,0.0,0.3262,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-24,0,0.5925114463904497,0.0,0.2259,0.0,0.3005,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-25,0,0.8557149051824595,0.0,0.2395,0.0,0.3197,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-26,2,1.3580530501877535,0.0,0.2572,0.0,0.3474,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-27,2,1.8868406114840688,0.0,0.268,0.0,0.3364,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-28,2,2.0067116835635628,0.0,0.2797,0.0,0.3328,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-29,2,2.5999396475691676,0.0,0.3226,0.0,0.3327,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-30,2,2.1378032522842565,0.0,0.3238,0.0,0.3373,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-05-31,2,1.9862380915527553,0.0,0.3116,0.0,0.3164,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-01,2,1.5995038880389831,0.0,0.321,0.0,0.3337,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-02,2,1.3599243777538752,0.0,0.3099,0.0,0.3257,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-03,2,1.4121872738663264,0.0,0.3249,0.0,0.3298,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-04,2,1.451422311383792,0.0,0.3313,0.0,0.3263,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-05,2,1.2909340695246805,0.0,0.3238,0.0,0.3206,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-06,2,1.2126644882586182,0.0,0.3298,0.0,0.3246,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-07,2,1.3072202021921144,0.0,0.3375,0.0,0.322,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-08,2,1.5191876337886807,0.0,0.3516,0.0,0.3193,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-09,0,0.7109792254479973,0.0,0.3471,0.0,0.349,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-10,0,-0.1830531803776658,0.0,0.3443,0.0,0.3877,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-11,0,0.7089562327371081,0.0,0.3362,0.0,0.3339,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-12,0,0.39533011259380707,0.0,0.3484,0.0,0.3557,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-13,0,0.25447093291625295,0.0,0.353,0.0,0.3627,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-14,0,0.3567909950924415,0.0,0.3534,0.0,0.3566,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-15,0,0.8764706404391035,0.0,0.3564,0.0,0.3441,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-16,2,1.4638663894638115,0.0,0.3695,0.0,0.344,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-17,2,2.888144625567347,0.0,0.4071,0.0,0.3426,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-18,2,2.263467949491922,0.0,0.392,0.0,0.3311,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-19,2,2.3353052622956376,0.0,0.4077,0.0,0.3306,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-20,2,1.3429249906266354,0.0,0.4064,0.0,0.3499,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-21,2,1.466435420344469,0.0,0.4125,0.0,0.3467,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-22,2,2.208319215489693,0.0,0.4625,0.0,0.3543,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-23,2,2.699102103437647,0.0,0.5335,0.0,0.3653,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-24,2,2.207066462780384,0.0,0.5046,0.0,0.3447,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-25,2,2.0257878218763943,0.0,0.5027,0.0,0.3353,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-26,2,1.2881712685018119,0.0,0.492,0.0,0.3526,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-27,1,1.1522678362227625,-241218.16983017663,0.4634,336181.95458437246,0.3325,200000,223560.9997986077,23560.999798607692,1.1178049989930385
2020-06-28,2,1.8625012080854462,0.0,0.5267,0.0,0.3312,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-06-29,2,1.2116370785907669,0.0,0.5127,0.0,0.3459,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-06-30,2,1.4129462839363898,0.0,0.5207,0.0,0.3352,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-01,2,1.6187354774186213,0.0,0.5513,0.0,0.336,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-02,0,0.9891317052780538,0.0,0.5251,0.0,0.3444,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-03,0,0.7759988795269016,0.0,0.5697,0.0,0.3808,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-04,0,0.4789324357333479,0.0,0.5628,0.0,0.3875,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-05,0,0.6810491300007095,0.0,0.6252,0.0,0.4164,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-06,2,1.5700283063615206,0.0,0.6666,0.0,0.3999,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-07,0,0.4713527671149802,0.0,0.6149,0.0,0.4085,200000,239267.14648981756,39267.14648981756,1.1963357324490878
2020-07-08,-1,-1.066998033367619,207337.21532913134,0.577,-267337.59384337155,0.4475,200000,239267.14648981753,39267.14648981753,1.1963357324490878
2020-07-09,-1,-0.886689823850236,207337.21532913134,0.5633,-267337.59384337155,0.4253,200000,230491.7320564856,30491.732056485605,1.152458660282428
2020-07-10,-2,-1.2706201398477925,0.0,0.5325,0.0,0.4115,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-11,-2,-1.5331046713172207,0.0,0.558,0.0,0.4362,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-12,-2,-1.9381446064496717,0.0,0.5177,0.0,0.427,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-13,-2,-1.954342091030116,0.0,0.4674,0.0,0.4011,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-14,-2,-1.3331727721494937,0.0,0.4858,0.0,0.3949,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-15,-2,-1.4090968053388349,0.0,0.4648,0.0,0.3896,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-16,-2,-1.770619439726754,0.0,0.439,0.0,0.4008,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-17,-2,-1.432514660477251,0.0,0.4463,0.0,0.3971,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-18,-2,-1.2492679434813587,0.0,0.4734,0.0,0.418,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-19,-2,-1.253528203058212,0.0,0.4642,0.0,0.4199,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-20,0,-0.7701674478766393,0.0,0.4661,0.0,0.395,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-21,0,-0.9752845487772174,0.0,0.4519,0.0,0.4005,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-22,0,-0.6538142339717199,0.0,0.4673,0.0,0.3994,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-23,0,-0.05065211393241712,0.0,0.4928,0.0,0.3919,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-24,0,-0.06134850431590628,0.0,0.4814,0.0,0.3864,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-25,0,-0.165429302269082,0.0,0.4804,0.0,0.3944,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-26,0,-0.2524938814880937,0.0,0.4594,0.0,0.385,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-27,0,-0.7427105945140585,0.0,0.4215,0.0,0.3667,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-28,0,-0.3638761052480218,0.0,0.4471,0.0,0.3821,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-29,0,-0.6559631560265552,0.0,0.4401,0.0,0.3836,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-30,0,-0.873488775282533,0.0,0.4388,0.0,0.3879,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-07-31,0,-0.46731084949974255,0.0,0.4373,0.0,0.3808,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-08-01,0,-0.0488202461266593,0.0,0.4652,0.0,0.3992,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-08-02,0,0.22706558510643327,0.0,0.4472,0.0,0.3795,200000,238869.4991936025,38869.4991936025,1.1943474959680125
2020-08-03,1,1.1508704763803095,-257070.05939905564,0.4646,313230.3949562058,0.3813,200000,238869.49919360253,38869.49919360253,1.1943474959680127
2020-08-04,0,-0.08742131950977228,0.0,0.4621,0.0,0.3976,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-05,0,0.3429198220629402,0.0,0.4707,0.0,0.3974,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-06,0,0.1965611853502071,0.0,0.4879,0.0,0.4131,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-07,2,1.844441391349565,0.0,0.4939,0.0,0.3928,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-08,2,1.7808059111726633,0.0,0.5315,0.0,0.4209,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-09,0,0.06549814952160198,0.0,0.5218,0.0,0.4382,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-10,0,-0.4016773333632252,0.0,0.5641,0.0,0.4804,200000,233121.16860731872,33121.168607318716,1.1656058430365936
2020-08-11,0,0.030156715519110096,0.0,0.5281,0.0,0.4428,200000,233121.16860731872,33121.168607318716,1.1656058430365936
