date,statusList,zscore,EOSUSDT_position,EOSUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-08-06,-2,-1.2247594330386908,0.0,3.089,0.0,0.31719,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-07,-1,-1.1345029657210504,34776.986530993774,3.0104,-340154.1368929224,0.30778,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-08,-2,-1.5589313364030457,0.0,3.0649,0.0,0.33064,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-09,-2,-1.2513644165476234,0.0,3.0272,0.0,0.32145,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-10,-2,-1.7591995063562704,0.0,3.2365,0.0,0.37231,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-11,-2,-1.7456210654491406,0.0,3.0048,0.0,0.35598,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-12,-2,-2.1474247741249815,0.0,3.0253,0.0,0.40377,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-13,-2,-1.592691326822935,0.0,3.1365,0.0,0.39628,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-14,-2,-1.2897619449026698,0.0,3.2606,0.0,0.40127,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-15,0,-0.15466868337376974,0.0,3.7228,0.0,0.38413,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-16,0,-0.01921856609803845,0.0,3.88,0.0,0.39647,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-17,0,0.0468910466916715,0.0,3.7762,0.0,0.38679,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-18,-1,-1.1278153820118322,30112.166840482372,3.5744,-247284.21898318292,0.43526,200000,215265.85830924037,15265.858309240371,1.076329291546202
2020-08-19,-1,-1.0104519808509038,30112.166840482372,3.3487,-247284.21898318292,0.40443,200000,200845.769782092,845.7697820919857,1.0042288489104598
2020-08-20,-2,-1.6033387739910459,0.0,3.4429,0.0,0.45499,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-21,-2,-1.3036162997757037,0.0,3.2528,0.0,0.42093,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-22,-2,-1.4149895227031002,0.0,3.362,0.0,0.44905,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-23,-2,-1.8661644866178262,0.0,3.3212,0.0,0.48402,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-24,-2,-2.1450392272569023,0.0,3.3854,0.0,0.55199,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-25,-2,-1.8386696116256185,0.0,3.1206,0.0,0.50751,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-26,-2,-1.5263375897151639,0.0,3.1179,0.0,0.49529,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-27,-1,-1.1387134464788702,37614.05268366935,2.979,-249381.87248431187,0.44932,200000,224104.52588930202,24104.525889302022,1.12052262944651
2020-08-28,-1,-1.0769722183100117,37614.05268366935,3.1159,-249381.87248431187,0.47443,200000,235515.86851977743,35515.86851977743,1.1775793425988872
2020-08-29,-2,-1.2618594150361448,0.0,3.126,0.0,0.50518,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-08-30,0,-0.8704781263540925,0.0,3.2614,0.0,0.49811,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-08-31,0,-0.6433333354649803,0.0,3.2081,0.0,0.47619,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-01,0,-0.3222555825586321,0.0,3.4724,0.0,0.489,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-02,0,-0.7314942410122921,0.0,3.1016,0.0,0.47499,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-03,0,-0.6847652312275896,0.0,2.6133,0.0,0.4019,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-04,0,-0.13487203679772075,0.0,2.9948,0.0,0.42422,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-05,0,0.41748994391632593,0.0,2.9387,0.0,0.39346,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-06,0,-0.19893335264799544,0.0,2.9024,0.0,0.42602,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-07,0,-0.02424416654921358,0.0,2.852,0.0,0.41567,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-08,0,0.261477603882611,0.0,2.7622,0.0,0.3984,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-09,-2,-1.9139922243933516,0.0,2.7514,0.0,0.47727,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-10,-2,-1.8758407896632157,0.0,2.7767,0.0,0.48698,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-11,-2,-1.9198887394323711,0.0,2.7846,0.0,0.50008,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-12,-2,-2.277972840872158,0.0,2.8052,0.0,0.54873,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-13,-2,-2.0576867571246464,0.0,2.7249,0.0,0.54238,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-14,-2,-1.6474260294245793,0.0,2.7317,0.0,0.52979,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-15,-2,-1.5921239982833881,0.0,2.7034,0.0,0.53596,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-16,-2,-1.2993156736056986,0.0,2.713,0.0,0.52668,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-17,-2,-1.438706694223925,0.0,2.7375,0.0,0.55972,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-18,-2,-1.4966871051633694,0.0,2.6905,0.0,0.57489,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-19,-2,-1.3424719471495952,0.0,2.7031,0.0,0.57862,200000,232505.73154177627,32505.731541776273,1.1625286577088814
2020-09-20,-1,-1.092664605354318,43515.95200108109,2.6715,-208693.77214054056,0.55705,200000,232505.73154177624,32505.731541776244,1.1625286577088811
2020-09-21,-2,-1.3724692317958984,0.0,2.5051,0.0,0.57114,200000,242687.28120421636,42687.28120421636,1.2134364060210818
2020-09-22,-1,-1.152988506807291,47182.37833506033,2.5718,-211135.23211669712,0.57472,200000,242687.28120421636,42687.28120421636,1.2134364060210818
2020-09-23,-1,-1.1076621926913248,47182.37833506033,2.4423,-211135.23211669712,0.55482,200000,232375.57209070376,32375.57209070376,1.1618778604535187
2020-09-24,-2,-1.4143922080594145,0.0,2.5337,0.0,0.63897,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-09-25,-2,-1.4964193648776727,0.0,2.5445,0.0,0.66533,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-09-26,-2,-1.5323198043712376,0.0,2.5655,0.0,0.6965,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-09-27,-2,-1.6991403854520697,0.0,2.5897,0.0,0.74923,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-09-28,-2,-1.570340708195519,0.0,2.5626,0.0,0.71583,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-09-29,-2,-1.7176118395103812,0.0,2.5995,0.0,0.77833,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-09-30,-2,-1.4385228830190917,0.0,2.5777,0.0,0.74859,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-10-01,-2,-1.2550134847938696,0.0,2.5446,0.0,0.7277,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-10-02,-1,-1.0706358769797646,52053.57011382579,2.4787,-184580.10391854306,0.69902,200000,258050.36848227994,58050.36848227994,1.2902518424113998
2020-10-03,-2,-1.30614735254143,0.0,2.4786,0.0,0.75199,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-04,-2,-1.2444004944627383,0.0,2.5176,0.0,0.7724,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-05,0,-0.9397781910110417,0.0,2.5257,0.0,0.7428,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-06,0,0.004282019544802506,0.0,2.6959,0.0,0.68625,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-07,0,-0.5516986933325246,0.0,2.6436,0.0,0.73954,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-08,0,-0.3832086852178432,0.0,2.6066,0.0,0.71955,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-09,0,-0.15190509556279247,0.0,2.6406,0.0,0.71524,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-10,0,-0.6601598888080721,0.0,2.6415,0.0,0.76602,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-11,0,-0.2512875920933374,0.0,2.6576,0.0,0.74501,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-12,0,-0.010552509547151881,0.0,2.6428,0.0,0.73336,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-13,0,-0.3273812846707782,0.0,2.6383,0.0,0.754,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-14,0,0.05278804467990614,0.0,2.6065,0.0,0.73438,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-15,2,1.4704304022126287,0.0,2.5985,0.0,0.6885,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-16,2,1.6833060019114616,0.0,2.5362,0.0,0.66165,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-17,2,2.300955688765395,0.0,2.5217,0.0,0.62437,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-18,1,1.034394000628507,-52600.80559799218,2.5459,199925.9378826393,0.66983,200000,267832.78194385656,67832.78194385656,1.339163909719283
2020-10-19,2,2.0494112010354484,0.0,2.5819,0.0,0.63118,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-20,2,2.1533731559080422,0.0,2.5264,0.0,0.5984,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-21,2,1.4504032154389923,0.0,2.6055,0.0,0.6373,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-22,2,1.2625731452232725,0.0,2.6693,0.0,0.65472,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-23,2,1.2177077812115802,0.0,2.6395,0.0,0.64431,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-24,0,-0.36133484307051633,0.0,2.6597,0.0,0.72109,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-25,0,0.3829823712608771,0.0,2.7074,0.0,0.69502,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-26,0,0.8708215875719806,0.0,2.6291,0.0,0.65423,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-27,0,0.9367186146928663,0.0,2.6739,0.0,0.65889,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-28,2,1.5394633790116734,0.0,2.6524,0.0,0.62367,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-29,2,1.9336015620427778,0.0,2.6387,0.0,0.59395,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-30,0,0.6480639417565658,0.0,2.5068,0.0,0.61076,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-10-31,0,0.7074110993034791,0.0,2.528,0.0,0.61054,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-11-01,0,0.5424156101829554,0.0,2.5185,0.0,0.61157,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-11-02,0,0.5332751579566098,0.0,2.433,0.0,0.58875,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-11-03,0,0.0711485908814826,0.0,2.3655,0.0,0.58275,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-11-04,0,-0.48654041298171197,0.0,2.3506,0.0,0.5912,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-11-05,-1,-1.038823921785144,56706.49698425203,2.4464,-220646.02328865198,0.62873,200000,277453.54844454833,77453.54844454833,1.3872677422227415
2020-11-06,-2,-1.7131019128099512,0.0,2.5349,0.0,0.67759,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-07,0,-0.8055353561244312,0.0,2.4971,0.0,0.6382,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-08,-2,-1.2352166458342742,0.0,2.5361,0.0,0.66452,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-09,0,-0.7645080398853216,0.0,2.4975,0.0,0.64278,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-10,0,-0.6207162421647715,0.0,2.498,0.0,0.64041,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-11,0,0.4275362203780037,0.0,2.4982,0.0,0.61132,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-12,0,0.5054766305172139,0.0,2.4632,0.0,0.60069,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-13,0,0.5179028111107992,0.0,2.5982,0.0,0.63125,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-14,0,0.60824071339546,0.0,2.5359,0.0,0.61226,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-15,0,0.5347395834091747,0.0,2.4961,0.0,0.60341,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-16,0,0.690688328862535,0.0,2.583,0.0,0.61961,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-17,0,0.6411330159245114,0.0,2.7162,0.0,0.65411,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-18,2,1.4290002804871886,0.0,2.6371,0.0,0.62259,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-19,2,1.318438909200339,0.0,2.6363,0.0,0.62245,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-20,2,1.7134362194590689,0.0,2.7798,0.0,0.64345,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-21,2,2.6542817601914677,0.0,3.2306,0.0,0.70207,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-22,2,2.5054756272165837,0.0,3.0633,0.0,0.64934,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-23,2,2.827128351252308,0.0,3.3789,0.0,0.66535,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-24,2,2.4740554974500095,0.0,3.5987,0.0,0.69194,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-25,2,1.5841998896492082,0.0,3.4247,0.0,0.69374,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-26,1,1.052725954405513,-47966.90403077799,2.9522,228248.8903783994,0.62041,200000,283215.78815932554,83215.78815932554,1.4160789407966277
2020-11-27,1,0.9002275792993476,-47966.90403077799,2.8734,228248.8903783994,0.60688,200000,276347.7886348805,76347.7886348805,1.3817389431744025
2020-11-28,1,0.9687921870757581,-47966.90403077799,2.9982,228248.8903783994,0.62438,200000,286328.4138395436,86328.41383954359,1.4316420691977179
2020-11-29,1,1.1203274228270659,-47966.90403077799,3.0311,228248.8903783994,0.61777,200000,286397.799816755,86397.799816755,1.4319889990837749
2020-11-30,2,1.4020175041516174,0.0,3.2615,0.0,0.6428,200000,292941.4589204728,92941.45892047283,1.464707294602364
2020-12-01,0,0.8161774198149463,0.0,2.9942,0.0,0.61372,200000,292941.4589204728,92941.45892047283,1.464707294602364
2020-12-02,0,0.6295376833034905,0.0,3.0565,0.0,0.63198,200000,292941.4589204728,92941.45892047283,1.464707294602364
2020-12-03,0,0.038177933696979895,0.0,3.0803,0.0,0.66365,200000,292941.4589204728,92941.45892047283,1.464707294602364
2020-12-04,-1,-1.0515212891714896,51472.70503944209,2.8456,-219767.62912651006,0.66648,200000,292941.4589204728,92941.45892047283,1.464707294602364
2020-12-05,-2,-1.5768257836975903,0.0,3.0079,0.0,0.73778,200000,300256.87084929156,100256.87084929156,1.5012843542464578
2020-12-06,-1,-1.0226867961156934,50094.57620362567,2.9969,-214650.11284460587,0.69941,200000,300256.87084929156,100256.87084929156,1.5012843542464578
2020-12-07,-1,-0.9663035593511828,50094.57620362567,2.9491,-214650.11284460587,0.68216,200000,294159.6356601888,94159.6356601888,1.470798178300944
2020-12-08,-2,-2.2731817196527664,0.0,2.803,0.0,0.745,200000,319756.1078197602,119756.10781976022,1.5987805390988012
2020-12-09,-2,-1.7908615183110246,0.0,2.8085,0.0,0.72396,200000,319756.1078197602,119756.10781976022,1.5987805390988012
2020-12-10,-2,-1.331378337108771,0.0,2.7401,0.0,0.67992,200000,319756.1078197602,119756.10781976022,1.5987805390988012
2020-12-11,-2,-1.3512211580463243,0.0,2.6938,0.0,0.68052,200000,319756.1078197602,119756.10781976022,1.5987805390988012
2020-12-12,-1,-1.1427083672849057,57776.110837626526,2.7672,-230954.21294312764,0.69225,200000,319756.1078197602,119756.10781976022,1.5987805390988012
2020-12-13,-2,-1.209631448130339,0.0,2.8507,0.0,0.72938,200000,323507.13249139674,123507.13249139674,1.6175356624569837
2020-12-14,-2,-1.355254649606177,0.0,2.847,0.0,0.75209,200000,323507.13249139674,123507.13249139674,1.6175356624569837
2020-12-15,-2,-1.2985234826657355,0.0,2.8615,0.0,0.76353,200000,323507.13249139674,123507.13249139674,1.6175356624569837
2020-12-16,-2,-1.4033995272289248,0.0,3.102,0.0,0.85623,200000,323507.13249139674,123507.13249139674,1.6175356624569837
2020-12-17,-1,-1.0600939539309528,53180.42025437216,3.0416,-198373.2723150581,0.8154,200000,323507.13249139674,123507.13249139674,1.6175356624569837
2020-12-18,-2,-1.6159004424354644,0.0,3.0594,0.0,0.90713,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-19,-2,-1.4351768944625423,0.0,3.0535,0.0,0.90017,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-20,-2,-1.2987818295267215,0.0,3.1361,0.0,0.915,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-21,-2,-1.771781099625082,0.0,2.9288,0.0,0.92725,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-22,-2,-2.512145618077096,0.0,2.898,0.0,1.08618,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-23,-2,-2.8023987546080633,0.0,2.3148,0.0,1.06912,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-24,-2,-2.1825007326613672,0.0,2.6682,0.0,1.18574,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-25,-2,-2.0533650869247735,0.0,2.6661,0.0,1.28291,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-26,-2,-2.2869475707424822,0.0,2.6128,0.0,1.66866,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-27,-2,-1.5283293570277683,0.0,2.7167,0.0,1.35045,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-28,-2,-1.5957154319664255,0.0,2.7638,0.0,1.55606,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-29,-2,-1.3537642951077973,0.0,2.6391,0.0,1.43206,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-30,-2,-1.423144259168776,0.0,2.6123,0.0,1.59692,200000,340757.3012803292,140757.30128032918,1.703786506401646
2020-12-31,-2,-1.511379540918801,0.0,2.5911,0.0,1.86224,200000,340757.3012803292,140757.30128032918,1.703786506401646
2021-01-01,-2,-1.4113522080003444,0.0,2.6378,0.0,1.96621,200000,340757.3012803292,140757.30128032918,1.703786506401646
2021-01-02,-2,-1.50605694354342,0.0,2.6321,0.0,2.40024,200000,340757.3012803292,140757.30128032918,1.703786506401646
2021-01-03,-1,-1.1576110499621846,60882.13351444151,2.7985,-80141.6062504008,2.12597,200000,340757.3012803292,140757.30128032918,1.703786506401646
2021-01-04,-1,-0.9429168613507284,60882.13351444151,2.8191,-80141.6062504008,1.96868,200000,329405.99998360116,129405.99998360116,1.6470299999180058
2021-01-05,-1,-0.944623203962122,60882.13351444151,2.8862,-80141.6062504008,2.13193,200000,346574.30836279807,146574.30836279807,1.7328715418139904
2021-01-06,-1,-0.6346882236445963,60882.13351444151,3.3711,-80141.6062504008,2.16676,200000,378887.3870496522,178887.38704965223,1.8944369352482613
2021-01-07,-1,-0.49277144945916035,60882.13351444151,3.1943,-80141.6062504008,1.98791,200000,353790.09956641484,153790.09956641484,1.768950497832074
2021-01-08,-1,-0.48772155570298187,60882.13351444151,3.1094,-80141.6062504008,1.99427,200000,349130.9070467913,149130.90704679128,1.7456545352339563
2021-01-09,0,-0.015897252797131195,0.0,3.6145,0.0,2.04103,200000,284270.2522976359,84270.25229763589,1.4213512614881794
2021-01-10,0,-0.4194345455907963,0.0,3.0552,0.0,1.98621,200000,284270.2522976359,84270.25229763589,1.4213512614881794
2021-01-11,0,-0.5544662466553354,0.0,2.6663,0.0,1.81684,200000,284270.2522976359,84270.25229763589,1.4213512614881794
2021-01-12,0,-0.6169719523377541,0.0,2.5969,0.0,1.8215,200000,284270.2522976359,84270.25229763589,1.4213512614881794
2021-01-13,0,-0.9522514316826072,0.0,2.767,0.0,2.09522,200000,284270.2522976359,84270.25229763589,1.4213512614881794
2021-01-14,-1,-1.0620053841633195,50601.70392282315,2.8089,-64858.644989558525,2.19146,200000,284270.2522976359,84270.25229763589,1.4213512614881794
2021-01-15,-1,-0.730107933764477,50601.70392282315,2.7566,-64858.644989558525,2.05549,200000,272804.95322324196,72804.95322324196,1.3640247661162097
2021-01-16,-1,-0.5928551647056398,50601.70392282315,2.777,-64858.644989558525,2.04406,200000,273095.89367103693,73095.89367103693,1.3654794683551845
2021-01-17,-1,-0.42410322721438914,50601.70392282315,2.764,-64858.644989558525,2.00854,200000,270134.29245001107,70134.29245001107,1.3506714622500553
2021-01-18,-1,-0.34879510099000427,50601.70392282315,2.8144,-64858.644989558525,2.04695,200000,275175.83888177027,75175.83888177027,1.3758791944088513
2021-01-19,0,-0.13476470154536666,0.0,2.7895,0.0,1.998,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-20,0,-0.34158330257213365,0.0,2.7756,0.0,2.03281,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-21,0,0.2916198177709504,0.0,2.5451,0.0,1.7418,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-22,0,-0.4423123951315092,0.0,2.6208,0.0,1.89757,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-23,0,-0.3174051287886327,0.0,2.7028,0.0,1.9288,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-24,0,-0.38508134794113713,0.0,2.7135,0.0,1.95055,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-25,-2,-1.2874158365300021,0.0,2.6481,0.0,2.07529,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-26,-2,-1.9742149585858355,0.0,2.6278,0.0,2.287,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-27,-1,-1.0826424094610982,54538.69283109848,2.5001,-68413.14451927395,1.99307,200000,272704.37189405866,72704.37189405866,1.3635218594702931
2021-01-28,0,-0.19875806898712323,0.0,2.709,0.0,1.99193,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-01-29,0,-0.4509336334032673,0.0,2.7232,0.0,2.05641,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-01-30,2,1.3682052106179359,0.0,2.9319,0.0,2.00197,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-01-31,2,2.0579743004875755,0.0,2.9297,0.0,1.91015,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-01,2,1.500010400415271,0.0,3.055,0.0,2.04053,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-02,0,0.2659245409333789,0.0,2.9979,0.0,2.1533,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-03,0,0.314924445722083,0.0,3.0665,0.0,2.18751,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-04,0,0.47810209292462036,0.0,3.0226,0.0,2.129,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-05,0,-0.17792965155192417,0.0,3.3128,0.0,2.42866,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-06,0,0.3193245248222816,0.0,3.2092,0.0,2.27908,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-07,2,1.278297830336386,0.0,3.44,0.0,2.29069,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-08,-2,-1.5025101050139966,0.0,3.5937,0.0,2.90949,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-09,0,0.5171048388547992,0.0,4.1631,0.0,2.90652,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-10,0,0.7806250316057824,0.0,4.126,0.0,2.83099,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-11,2,1.6713287449977066,0.0,4.5833,0.0,2.92562,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-12,2,1.6232227289449535,0.0,4.7489,0.0,2.99681,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-13,2,1.9278185494658717,0.0,5.5562,0.0,3.34869,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-14,2,1.2574828127618467,0.0,5.0667,0.0,3.18318,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-15,0,-0.4575298927674458,0.0,4.7148,0.0,3.38903,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-16,0,-0.8158910051442552,0.0,4.6447,0.0,3.40843,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-17,0,-0.6561812404460786,0.0,4.8441,0.0,3.50799,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-18,0,-0.9836838083043632,0.0,4.8146,0.0,3.56669,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-19,0,-0.3722778134093614,0.0,5.2267,0.0,3.70937,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-20,-1,-1.1847098014439252,26992.482741980803,4.839,-35436.44877248276,3.68594,200000,261233.24797689024,61233.24797689024,1.3061662398844511
2021-02-21,0,-0.024117720704085736,0.0,5.1008,0.0,3.56677,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-22,0,-0.27247876574888025,0.0,4.6877,0.0,3.33586,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-23,-2,-1.5233705839316665,0.0,3.8521,0.0,3.05975,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-24,-2,-1.9606493436392067,0.0,3.8892,0.0,3.32063,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-25,-2,-1.3833396563302385,0.0,3.6711,0.0,2.99269,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-26,-2,-1.650513353489246,0.0,3.5477,0.0,3.05508,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-27,-2,-1.4493037086727145,0.0,3.6715,0.0,3.15641,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-02-28,-2,-1.6731796878101424,0.0,3.4765,0.0,3.13475,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-03-01,-2,-1.3771863574888596,0.0,3.7049,0.0,3.28194,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-03-02,-2,-1.8735880317032836,0.0,3.671,0.0,3.70038,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-03-03,-2,-1.7965751860705517,0.0,3.8258,0.0,3.99035,200000,249943.6543948229,49943.654394822894,1.2497182719741144
2021-03-04,-2,-2.062505487199893,0.0,3.7483,0.0,4.45092,200000,249943.6543948229,49943.654394822894,1.2497182719741144
