date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-03-16,2,2.1694430466008843,0.0,24.68,0.0,0.00987,200000,203066.15491159336,3066.1549115933594,1.0153307745579667
2020-03-17,2,1.4562530024357698,0.0,25.06,0.0,0.01088,200000,203066.15491159336,3066.1549115933594,1.0153307745579667
2020-03-18,2,2.072966861687998,0.0,29.73,0.0,0.01092,200000,203066.15491159336,3066.1549115933594,1.0153307745579667
2020-03-19,2,1.455152466049587,0.0,31.95,0.0,0.01264,200000,203066.15491159336,3066.1549115933594,1.0153307745579667
2020-03-20,2,1.2928097170439727,0.0,33.08,0.0,0.01311,200000,203066.15491159336,3066.1549115933594,1.0153307745579667
2020-03-21,1,1.0207909771942107,-3073.965408894843,33.03,7504292.494885194,0.01353,200000,203066.15491159336,3066.1549115933594,1.0153307745579667
2020-03-22,1,0.999943447542658,-3073.965408894843,29.49,7504292.494885194,0.01187,200000,179727.19182259619,-20272.808177403815,0.8986359591129809
2020-03-23,1,0.7127083791799657,-3073.965408894843,32.05,7504292.494885194,0.01348,200000,199678.45418613212,-321.5458138678805,0.9983922709306606
2020-03-24,1,0.6525430417921545,-3073.965408894843,32.79,7504292.494885194,0.01374,200000,203904.30463738448,3904.3046373844845,1.0195215231869224
2020-03-25,1,0.30740905685942793,-3073.965408894843,32.2,7504292.494885194,0.0143,200000,206293.06884327222,6293.068843272224,1.031465344216361
2020-03-26,1,0.2760145555441329,-3073.965408894843,32.46,7504292.494885194,0.01429,200000,207017.25692463602,7017.256924636022,1.03508628462318
2020-03-27,0,0.04504355488845099,0.0,31.01,0.0,0.01405,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-03-28,0,0.03873365012514795,0.0,30.38,0.0,0.01354,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-03-29,0,-0.034769417397466626,0.0,28.22,0.0,0.0125,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-03-30,0,-0.3798913664089219,0.0,30.54,0.0,0.01381,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-03-31,0,-0.9899708201008305,0.0,30.9,0.0,0.01404,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-01,0,-0.7951587311340057,0.0,31.32,0.0,0.01411,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-02,0,-0.770831805461235,0.0,32.23,0.0,0.01446,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-03,0,-0.5885852091209357,0.0,32.66,0.0,0.01447,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-04,0,-0.7395871053678682,0.0,33.03,0.0,0.01478,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-05,0,-0.47700175437738496,0.0,32.52,0.0,0.01437,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-06,0,0.37171315311529174,0.0,37.56,0.0,0.01573,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-07,0,0.13955225021769563,0.0,36.45,0.0,0.01564,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-08,0,0.47527729425854104,0.0,37.86,0.0,0.01609,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-09,2,1.5182319169980178,0.0,40.71,0.0,0.0167,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-10,2,1.7493726432229677,0.0,36.62,0.0,0.01487,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-11,2,1.4670666659670204,0.0,36.2,0.0,0.01492,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-12,2,1.3039199822372747,0.0,36.38,0.0,0.01505,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-13,1,1.0681580813738603,-2698.664513122874,35.75,6470640.93522084,0.01491,200000,192954.51268828547,-7045.487311714533,0.9647725634414274
2020-04-14,1,0.6583524682675,-2698.664513122874,35.51,6470640.93522084,0.015,200000,192889.19088930584,-7110.809110694157,0.9644459544465293
2020-04-15,2,1.7220385289094817,0.0,35.08,0.0,0.01411,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-16,2,2.3287294219273686,0.0,38.74,0.0,0.01491,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-17,2,2.457351455117494,0.0,40.4,0.0,0.01502,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-18,2,2.2276901381995073,0.0,42.13,0.0,0.01544,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-19,2,2.825265990420509,0.0,46.44,0.0,0.01555,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-20,2,2.0639031598352537,0.0,41.89,0.0,0.01438,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-21,2,1.8148115833288927,0.0,42.09,0.0,0.01441,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-22,2,2.025184355323517,0.0,45.53,0.0,0.01489,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-23,2,1.253050990066729,0.0,44.46,0.0,0.01536,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-24,0,0.07045196193084316,0.0,44.08,0.0,0.01693,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-25,-2,-1.5114811584793069,0.0,44.7,0.0,0.02032,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-26,0,-0.8002646187899884,0.0,44.59,0.0,0.01874,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-27,-2,-1.4413243614992663,0.0,44.46,0.0,0.02023,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-28,-2,-1.4465882867148334,0.0,44.62,0.0,0.02055,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-29,-1,-1.10007089057049,2085.435736272252,47.07,-4687748.811190779,0.02094,200000,196322.92021266982,-3677.079787330178,0.9816146010633491
2020-04-30,-1,-1.0532757632570033,2085.435736272252,44.76,-4687748.811190779,0.01997,200000,186958.44731502587,-13041.552684974129,0.9347922365751293
2020-05-01,-1,-1.0394543890563204,2085.435736272252,45.73,-4687748.811190779,0.02053,200000,191606.4593134768,-8393.540686523193,0.958032296567384
2020-05-02,-1,-0.7914281873957026,2085.435736272252,46.5,-4687748.811190779,0.02029,200000,192087.18511572064,-7912.81488427936,0.9604359255786032
2020-05-03,-1,-0.9392925059564802,2085.435736272252,44.78,-4687748.811190779,0.02005,200000,187375.17593464657,-12624.82406535343,0.9368758796732328
2020-05-04,-1,-0.6191720094894039,2085.435736272252,44.02,-4687748.811190779,0.0189,200000,180399.3336422103,-19600.666357789712,0.9019966682110514
2020-05-05,-1,-0.8571833187686483,2085.435736272252,43.84,-4687748.811190779,0.01959,200000,183258.50188940292,-16741.49811059708,0.9162925094470146
2020-05-06,-1,-0.6541784510348451,2085.435736272252,42.3,-4687748.811190779,0.01852,200000,175031.0396275695,-24968.960372430505,0.8751551981378475
2020-05-07,0,-0.1077273918931299,0.0,44.17,0.0,0.01806,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-08,0,0.027376662978877826,0.0,46.76,0.0,0.01889,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-09,0,-0.14966571767001394,0.0,45.0,0.0,0.01879,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-10,0,-0.3593862218326926,0.0,40.9,0.0,0.01768,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-11,0,-0.1722185241476839,0.0,39.68,0.0,0.01697,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-12,0,0.12545803776405703,0.0,42.21,0.0,0.01785,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-13,0,0.00037975524093201323,0.0,42.89,0.0,0.01853,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-14,0,-0.8632808226816139,0.0,43.2,0.0,0.01944,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-15,-2,-1.6417527595077748,0.0,41.87,0.0,0.0195,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-16,-2,-2.693164458387109,0.0,42.51,0.0,0.02156,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-17,0,-0.25025404000753654,0.0,46.25,0.0,0.02058,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-18,0,0.8279070690876463,0.0,48.07,0.0,0.02023,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-19,0,0.8629734592854625,0.0,48.97,0.0,0.0205,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-20,2,1.3390223417277,0.0,48.39,0.0,0.01967,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-21,0,0.7657705399013199,0.0,46.0,0.0,0.01915,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-22,0,0.25905191616301426,0.0,47.7,0.0,0.02034,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-23,0,0.18861092222955644,0.0,46.91,0.0,0.02003,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-24,0,-0.5537611187083877,0.0,45.0,0.0,0.01999,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-25,-2,-2.0404672547348666,0.0,45.94,0.0,0.02256,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-26,-2,-2.4909406384026145,0.0,44.85,0.0,0.02386,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-27,-2,-1.4769601417143872,0.0,46.21,0.0,0.02294,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-28,0,-0.5499028344154773,0.0,47.73,0.0,0.02211,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-29,-1,-1.08746969387092,2026.5017947599774,46.6,-4158299.587662481,0.02271,200000,188869.9672716299,-11130.032728370104,0.9443498363581495
2020-05-30,0,1.150910717887474,0.0,54.55,0.0,0.02242,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-05-31,0,0.41969814968417885,0.0,51.51,0.0,0.02233,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-01,0,0.42588723819699403,0.0,54.65,0.0,0.02372,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-02,0,0.03991954303644366,0.0,51.48,0.0,0.02303,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-03,0,-0.6352940822450581,0.0,52.83,0.0,0.02496,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-04,0,-0.5461448341342161,0.0,52.24,0.0,0.02452,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-05,0,-0.693701565140273,0.0,52.57,0.0,0.02481,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-06,-2,-1.830007740260062,0.0,52.83,0.0,0.02799,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-07,-2,-1.562785903929235,0.0,52.21,0.0,0.02752,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-08,-2,-1.2113083112630039,0.0,52.5,0.0,0.02709,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-09,-2,-1.3480717584827633,0.0,51.98,0.0,0.02752,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-10,-2,-1.2390584190254568,0.0,55.21,0.0,0.02926,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-11,-1,-1.0910948963705482,1727.9751321803583,49.64,-3272670.1854800833,0.02621,200000,171553.37112286597,-28446.628877134033,0.8577668556143299
2020-06-12,-1,-1.1018972880618223,1727.9751321803583,51.61,-3272670.1854800833,0.02755,200000,179342.8601818046,-20657.1398181954,0.896714300909023
2020-06-13,-2,-1.4417312716590354,0.0,52.81,0.0,0.02961,200000,177202.7685844865,-22797.231415513495,0.8860138429224326
2020-06-14,-2,-1.4153054936414864,0.0,51.1,0.0,0.02905,200000,177202.7685844865,-22797.231415513495,0.8860138429224326
2020-06-15,-1,-1.0325901892412506,1697.3445266713265,52.2,-3100118.4147041026,0.02858,200000,177202.7685844865,-22797.231415513495,0.8860138429224326
2020-06-16,-2,-1.8192119666140334,0.0,52.97,0.0,0.03274,200000,188792.30590411866,-11207.694095881336,0.9439615295205933
2020-06-17,-2,-1.2604574731868823,0.0,52.91,0.0,0.03102,200000,188792.30590411866,-11207.694095881336,0.9439615295205933
2020-06-18,-1,-1.1420027448339238,1817.0578046594674,51.95,-3099020.123179886,0.03046,200000,188792.30590411866,-11207.694095881336,0.9439615295205933
2020-06-19,-2,-1.3275742376557038,0.0,51.41,0.0,0.0312,200000,192066.7920097879,-7933.207990212104,0.9603339600489395
2020-06-20,-1,-1.1857391661596104,1868.3540078773142,51.4,-3100852.308843847,0.03097,200000,192066.7920097879,-7933.207990212104,0.9603339600489395
2020-06-21,-2,-1.3197385992236004,0.0,50.51,0.0,0.03117,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-22,0,-0.759578208448392,0.0,53.53,0.0,0.03128,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-23,0,0.7655752547966085,0.0,58.23,0.0,0.03004,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-24,0,0.739777762069533,0.0,55.2,0.0,0.02888,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-25,2,1.5443490787543477,0.0,55.81,0.0,0.02803,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-26,2,1.6927770426012057,0.0,55.7,0.0,0.02742,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-27,2,1.3065048934952235,0.0,52.24,0.0,0.02621,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-28,0,0.9486402921178023,0.0,51.81,0.0,0.02662,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-29,0,0.7740587503149152,0.0,52.42,0.0,0.02722,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-06-30,0,0.2669083320675377,0.0,51.44,0.0,0.02772,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-07-01,0,0.31421717093003804,0.0,51.86,0.0,0.02788,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-07-02,0,-0.3381627400836901,0.0,51.18,0.0,0.02895,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-07-03,-1,-1.0328801337966347,1901.289351776242,51.11,-3166337.5291392547,0.03069,200000,194349.79753856745,-5650.202461432549,0.9717489876928372
2020-07-04,-1,-0.5291241856262345,1901.289351776242,51.43,-3166337.5291392547,0.02968,200000,191760.20922670522,-8239.790773294779,0.9588010461335261
2020-07-05,0,0.15989065711610545,0.0,51.16,0.0,0.02799,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-06,0,-0.22273628496821563,0.0,55.55,0.0,0.03112,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-07,0,-0.7733841724284869,0.0,55.08,0.0,0.03214,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-08,-2,-1.6035570719281345,0.0,57.94,0.0,0.0365,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-09,-2,-1.4174404687462714,0.0,56.86,0.0,0.03538,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-10,-2,-1.4072397078437655,0.0,56.07,0.0,0.03504,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-11,-2,-2.119760659026837,0.0,55.84,0.0,0.0383,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-12,-2,-2.251910937153679,0.0,58.65,0.0,0.04318,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-13,-2,-2.111713487099093,0.0,61.26,0.0,0.04705,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-14,-2,-1.639087643074505,0.0,62.02,0.0,0.04591,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-15,-2,-1.802324226316317,0.0,61.14,0.0,0.04875,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-16,-2,-1.991965356013132,0.0,59.1,0.0,0.05205,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-17,-2,-1.6544215820623709,0.0,59.5,0.0,0.05088,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-18,-2,-1.749838989382288,0.0,59.06,0.0,0.05448,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-19,-2,-1.5900543222865604,0.0,58.38,0.0,0.05423,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-20,-2,-1.5790046392731192,0.0,57.05,0.0,0.0556,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-21,-1,-1.1801388154737347,1486.8344414916146,62.45,-1643994.5267555122,0.05648,200000,185705.62174230267,-14294.378257697332,0.9285281087115134
2020-07-22,-1,-0.8512608165683011,1486.8344414916146,64.28,-1643994.5267555122,0.05486,200000,185763.2576368884,-14236.74236311161,0.928816288184442
2020-07-23,-1,-0.6833152123834059,1486.8344414916146,63.51,-1643994.5267555122,0.0531,200000,181724.96474985016,-18275.035250149842,0.9086248237492508
2020-07-24,-1,-0.31333104272722534,1486.8344414916146,63.01,-1643994.5267555122,0.04941,200000,174915.2077253765,-25084.792274623498,0.8745760386268825
2020-07-25,0,-0.0959012535467138,0.0,65.69,0.0,0.05028,200000,170695.51208598568,-29304.487914014317,0.8534775604299284
2020-07-26,0,-0.2545820834715864,0.0,66.15,0.0,0.05289,200000,170695.51208598568,-29304.487914014317,0.8534775604299284
2020-07-27,0,-0.7629708111705671,0.0,70.77,0.0,0.06221,200000,170695.51208598568,-29304.487914014317,0.8534775604299284
2020-07-28,-2,-1.5649378078404519,0.0,70.57,0.0,0.07266,200000,170695.51208598568,-29304.487914014317,0.8534775604299284
2020-07-29,-1,-1.06600037307254,1183.2490786495612,72.13,-1240880.43098274,0.06878,200000,170695.51208598568,-29304.487914014317,0.8534775604299284
2020-07-30,-2,-1.8401405150436412,0.0,70.48,0.0,0.07629,200000,181966.8851024378,-18033.11489756219,0.9098344255121891
2020-07-31,-1,-1.175774199201463,1214.7322102966475,74.9,-1223389.0352456488,0.07437,200000,181966.8851024378,-18033.11489756219,0.9098344255121891
2020-08-01,0,0.36135510570232565,0.0,89.37,0.0,0.07495,200000,165099.27565988782,-34900.72434011218,0.8254963782994391
2020-08-02,0,0.29804481312164155,0.0,84.31,0.0,0.07163,200000,165099.27565988782,-34900.72434011218,0.8254963782994391
2020-08-03,0,0.1481379315030312,0.0,82.3,0.0,0.07168,200000,165099.27565988782,-34900.72434011218,0.8254963782994391
2020-08-04,0,-0.2428770626581451,0.0,84.93,0.0,0.07713,200000,165099.27565988782,-34900.72434011218,0.8254963782994391
2020-08-05,0,-0.11860422670250366,0.0,97.46,0.0,0.08762,200000,165099.27565988782,-34900.72434011218,0.8254963782994391
2020-08-06,-1,-1.1515451860278814,853.2262308004539,96.75,-851027.1941231331,0.097,200000,165099.27565988782,-34900.72434011218,0.8254963782994391
2020-08-07,-1,-1.183763412118149,853.2262308004539,94.42,-851027.1941231331,0.09591,200000,162183.63890052855,-37816.361099471455,0.8109181945026427
2020-08-08,-1,-0.5548567288100683,853.2262308004539,97.08,-851027.1941231331,0.09248,200000,161534.19739861542,-38465.80260138458,0.8076709869930772
2020-08-09,-1,-1.153474786340599,853.2262308004539,92.01,-851027.1941231331,0.09382,200000,158348.7168485821,-41651.28315141791,0.7917435842429105
2020-08-10,-2,-2.0782849365971052,0.0,89.01,0.0,0.10691,200000,180136.9261800436,-19863.073819956393,0.900684630900218
