date,statusList,zscore,XMRUSDT_position,XMRUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-08-07,0,0.4347668157032322,0.0,94.01,0.0,0.30778,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-08,0,-0.6676905404519867,0.0,94.87,0.0,0.33064,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-09,0,-0.5272661640524103,0.0,92.9,0.0,0.32145,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-10,-2,-2.2305310621878562,0.0,93.76,0.0,0.37231,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-11,-2,-2.1757857049212626,0.0,87.25,0.0,0.35598,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-12,-2,-2.5044361165565387,0.0,89.54,0.0,0.40377,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-13,-2,-1.8344522905127958,0.0,92.03,0.0,0.39628,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-14,-2,-1.7243248678390848,0.0,91.42,0.0,0.40127,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-15,-2,-1.3794923238319432,0.0,89.76,0.0,0.38413,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-16,-2,-1.3351930310617315,0.0,91.2,0.0,0.39647,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-17,0,-0.9125280263933532,0.0,93.49,0.0,0.38679,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-18,-2,-1.5217381891930135,0.0,93.43,0.0,0.43526,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-19,-1,-1.0956552396911885,1022.9107798866424,91.31,-230947.21784103385,0.40443,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-20,-1,-1.07054883555826,1022.9107798866424,101.56,-230947.21784103385,0.45499,200000,208965.4934507794,8965.49345077941,1.044827467253897
2020-08-21,-1,-1.078781443871915,1022.9107798866424,92.21,-230947.21784103385,0.42093,200000,191535.21541917368,-8464.784580826323,0.9576760770958683
2020-08-22,-2,-1.214291058471554,0.0,94.5,0.0,0.44905,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-23,-2,-1.7014306136059465,0.0,91.26,0.0,0.48402,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-24,-2,-1.9172530877105678,0.0,93.64,0.0,0.55199,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-25,-2,-1.5856924545087971,0.0,88.63,0.0,0.50751,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-26,-2,-1.348769287980068,0.0,88.93,0.0,0.49529,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-27,0,-0.7411810766365011,0.0,89.66,0.0,0.44932,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-28,0,-0.6920198304857799,0.0,94.43,0.0,0.47443,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-29,-2,-1.233663006901189,0.0,92.65,0.0,0.50518,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-30,0,-0.7536983511334079,0.0,96.25,0.0,0.49811,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-08-31,0,-0.5795110688239626,0.0,93.1,0.0,0.47619,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-01,0,-0.3988172717973148,0.0,96.99,0.0,0.489,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-02,0,-0.6273525414404046,0.0,91.07,0.0,0.47499,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-03,0,-0.5506341720161401,0.0,77.1,0.0,0.4019,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-04,0,-0.3963744448503896,0.0,82.08,0.0,0.42422,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-05,0,-0.11223380621755774,0.0,77.71,0.0,0.39346,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-06,0,-0.5685088298306146,0.0,80.15,0.0,0.42602,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-07,0,0.17294402869835196,0.0,82.56,0.0,0.41567,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-08,1,1.1788957893139809,-1151.239732124523,84.19,243280.30383424598,0.3984,200000,193845.7460951272,-6154.253904872807,0.969228730475636
2020-09-09,0,-1.3191199779245117,0.0,84.26,0.0,0.47727,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-10,-2,-1.3163264760939084,0.0,85.61,0.0,0.48698,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-11,-2,-1.8043290371607676,0.0,83.95,0.0,0.50008,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-12,-2,-2.171713291715506,0.0,86.7,0.0,0.54873,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-13,-2,-1.932833039925193,0.0,86.18,0.0,0.54238,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-14,0,-0.9366650627741028,0.0,91.68,0.0,0.52979,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-15,-1,-1.0797793602899053,958.4182498517381,91.16,-163014.79150773276,0.53596,200000,174738.8153129689,-25261.184687031113,0.8736940765648444
2020-09-16,-1,-1.1252273421385308,958.4182498517381,88.27,-163014.79150773276,0.52668,200000,170456.20930570562,-29543.79069429438,0.8522810465285281
2020-09-17,-1,-1.1214703672043607,958.4182498517381,92.82,-163014.79150773276,0.55972,200000,180203.02105394652,-19796.97894605348,0.9010151052697326
2020-09-18,-2,-1.3089447329794992,0.0,92.47,0.0,0.57489,200000,179829.45323905916,-20170.546760940837,0.8991472661952958
2020-09-19,-1,-1.0323472792083235,950.3723350547467,94.61,-155395.12394927512,0.57862,200000,179829.45323905913,-20170.546760940866,0.8991472661952957
2020-09-20,-1,-0.7770358824317362,950.3723350547467,92.63,-155395.12394927512,0.55705,200000,174595.8431920649,-25404.1568079351,0.8729792159603245
2020-09-21,-2,-1.2768453548814258,0.0,89.13,0.0,0.57114,200000,183875.1381080186,-16124.861891981389,0.919375690540093
2020-09-22,0,-0.8747505995320138,0.0,92.56,0.0,0.57472,200000,183875.1381080186,-16124.861891981389,0.919375690540093
2020-09-23,-1,-1.013345347344467,1054.692773362502,87.17,-165707.02039221604,0.55482,200000,183875.1381080186,-16124.861891981389,0.919375690540093
2020-09-24,-2,-1.6344725761560823,0.0,91.84,0.0,0.63897,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-09-25,-2,-1.688682421800112,0.0,92.93,0.0,0.66533,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-09-26,-2,-1.6844029614135492,0.0,94.63,0.0,0.6965,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-09-27,-2,-1.8553957407444852,0.0,97.09,0.0,0.74923,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-09-28,-2,-1.7602104481083782,0.0,95.12,0.0,0.71583,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-09-29,-2,-1.7720078392301728,0.0,100.51,0.0,0.77833,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-09-30,0,-0.6297756322281466,0.0,108.6,0.0,0.74859,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-01,0,-0.7250087228275083,0.0,103.74,0.0,0.7277,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-02,0,-0.4815520770260004,0.0,101.61,0.0,0.69902,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-03,0,-0.9259331698972002,0.0,103.58,0.0,0.75199,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-04,0,-0.9224439044645925,0.0,105.46,0.0,0.7724,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-05,0,0.25794141973101453,0.0,112.73,0.0,0.7428,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-06,0,0.5932924869859695,0.0,106.43,0.0,0.68625,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-07,0,0.18876363375049668,0.0,110.29,0.0,0.73954,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-08,0,0.7210615896302184,0.0,111.36,0.0,0.71955,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-09,2,1.3900845024532702,0.0,115.92,0.0,0.71524,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-10,0,0.5335839387266615,0.0,115.88,0.0,0.76602,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-11,2,1.992750910459803,0.0,125.81,0.0,0.74501,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-12,2,2.2668201287011898,0.0,129.0,0.0,0.73336,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-13,2,1.6250956117890727,0.0,127.97,0.0,0.754,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-14,2,1.731122038073495,0.0,128.41,0.0,0.73438,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-15,2,2.195913813489129,0.0,130.22,0.0,0.6885,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-16,2,1.5773851061253605,0.0,120.62,0.0,0.66165,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-17,2,1.8666914138021355,0.0,120.1,0.0,0.62437,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-18,2,1.3679788900672947,0.0,124.44,0.0,0.66983,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-19,2,1.849948463009251,0.0,125.77,0.0,0.63118,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-20,2,1.5552235566034067,0.0,118.25,0.0,0.5984,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-21,1,1.079663697125355,-795.504654496951,121.24,151336.86538711807,0.6373,200000,192893.96862242068,-7106.031377579318,0.9644698431121034
2020-10-22,1,1.184621536309442,-795.504654496951,127.6,151336.86538711807,0.65472,200000,200589.6664200649,589.6664200648956,1.0029483321003245
2020-10-23,2,1.2270897721610836,0.0,127.47,0.0,0.64431,200000,196789.09119357303,-3210.9088064269745,0.9839454559678651
2020-10-24,0,0.18529188986161815,0.0,129.31,0.0,0.72109,200000,196789.09119357303,-3210.9088064269745,0.9839454559678651
2020-10-25,0,0.642351580319579,0.0,131.08,0.0,0.69502,200000,196789.09119357303,-3210.9088064269745,0.9839454559678651
2020-10-26,2,1.257288689778653,0.0,131.42,0.0,0.65423,200000,196789.09119357303,-3210.9088064269745,0.9839454559678651
2020-10-27,2,1.306769309234068,0.0,133.83,0.0,0.65889,200000,196789.09119357303,-3210.9088064269745,0.9839454559678651
2020-10-28,1,1.185691835851779,-778.9308549460617,126.32,157767.00113327004,0.62367,200000,196789.09119357303,-3210.9088064269745,0.9839454559678651
2020-10-29,2,1.5095579081776307,0.0,124.38,0.0,0.59395,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-10-30,0,0.9416654758386481,0.0,122.98,0.0,0.61076,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-10-31,2,1.3365042831070448,0.0,126.52,0.0,0.61054,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-01,2,1.263408643957414,0.0,127.08,0.0,0.61157,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-02,0,0.6681061957037854,0.0,118.82,0.0,0.58875,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-03,2,1.2329019024760797,0.0,121.13,0.0,0.58275,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-04,0,-0.1895927061860248,0.0,115.67,0.0,0.5912,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-05,0,-0.929794067624929,0.0,119.56,0.0,0.62873,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-06,-2,-2.2115705902126193,0.0,119.37,0.0,0.67759,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-07,-2,-2.150184742625557,0.0,110.96,0.0,0.6382,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-08,-2,-1.307440103346966,0.0,120.33,0.0,0.66452,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-09,-2,-1.2443231089286453,0.0,115.89,0.0,0.64278,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-10,-1,-1.1506911026910716,865.3574545986603,115.54,-156124.04600854017,0.64041,200000,199966.80060865844,-33.19939134156448,0.9998340030432922
2020-11-11,-1,-0.7063578715310868,865.3574545986603,113.13,-156124.04600854017,0.61132,200000,193339.64064468723,-6660.359355312772,0.9666982032234361
2020-11-12,-1,-0.5193800346836942,865.3574545986603,112.16,-156124.04600854017,0.60069,200000,190840.6453046557,-9159.354695344286,0.9542032265232786
2020-11-13,-1,-1.029371999689853,865.3574545986603,114.09,-156124.04600854017,0.63125,200000,197281.93603805214,-2718.0639619478607,0.9864096801902607
2020-11-14,0,-0.18778059136890454,0.0,116.89,0.0,0.61226,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-15,0,-0.2276505925734265,0.0,114.6,0.0,0.60341,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-16,0,-0.06348027851768447,0.0,118.52,0.0,0.61961,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-17,0,0.04054608102739465,0.0,125.55,0.0,0.65411,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-18,0,0.7034768950226189,0.0,123.51,0.0,0.62259,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-19,0,-0.0020940672721261227,0.0,118.49,0.0,0.62245,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-20,0,-0.13829837016596855,0.0,121.04,0.0,0.64345,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-21,0,-0.6088161378475588,0.0,128.46,0.0,0.70207,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-22,0,0.35259051300512184,0.0,123.65,0.0,0.64934,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-23,2,1.232868213145632,0.0,129.88,0.0,0.66535,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-24,2,1.2568010148272206,0.0,135.15,0.0,0.69194,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-25,0,-0.16357941307387133,0.0,128.8,0.0,0.69374,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-26,0,0.9224240091686833,0.0,119.98,0.0,0.62041,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-27,0,0.8637941833895235,0.0,117.32,0.0,0.60688,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-28,1,1.1395665529784558,-796.5405070466683,122.03,155677.3728737386,0.62438,200000,194403.67614980985,-5596.323850190151,0.9720183807490492
2020-11-29,2,1.8671195426701983,0.0,123.94,0.0,0.61777,200000,196954.0959529644,-3045.904047035612,0.9847704797648219
2020-11-30,2,2.0599804987157992,0.0,130.65,0.0,0.6428,200000,196954.0959529644,-3045.904047035612,0.9847704797648219
2020-12-01,2,1.9984324667646545,0.0,125.79,0.0,0.61372,200000,196954.0959529644,-3045.904047035612,0.9847704797648219
2020-12-02,2,1.4152059301990159,0.0,127.92,0.0,0.63198,200000,196954.0959529644,-3045.904047035612,0.9847704797648219
2020-12-03,1,1.1589554037017729,-737.434835828083,133.54,148387.0232449065,0.66365,200000,196954.0959529644,-3045.904047035612,0.9847704797648219
2020-12-04,0,-0.7110549337549344,0.0,126.57,0.0,0.66648,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-05,-2,-1.9195987569549822,0.0,133.49,0.0,0.73778,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-06,0,-0.2599813196091242,0.0,134.33,0.0,0.69941,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-07,2,1.2677189913112703,0.0,138.61,0.0,0.68216,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-08,-2,-1.513198486368025,0.0,135.87,0.0,0.745,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-09,-2,-1.3215502457177088,0.0,132.46,0.0,0.72396,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-10,0,0.3763033043949556,0.0,133.6,0.0,0.67992,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-11,2,1.6490926791092377,0.0,141.43,0.0,0.68052,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-12,2,1.8620319869703492,0.0,146.82,0.0,0.69225,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-13,2,1.3112294025312445,0.0,152.12,0.0,0.72938,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-14,0,0.6313928243969242,0.0,152.52,0.0,0.75209,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-15,0,-0.04939266463914671,0.0,150.5,0.0,0.76353,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-16,-2,-1.2569049148006872,0.0,158.93,0.0,0.85623,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-17,0,-0.06470814241517721,0.0,160.42,0.0,0.8154,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-18,-2,-2.354323853155453,0.0,154.44,0.0,0.90713,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-19,-2,-1.8800199760364462,0.0,154.6,0.0,0.90017,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-20,-2,-1.942701736866191,0.0,152.42,0.0,0.915,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-21,-2,-2.1714121828368693,0.0,145.66,0.0,0.92725,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-22,-2,-2.381009183040944,0.0,156.56,0.0,1.08618,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-23,-2,-2.1014373429166433,0.0,150.92,0.0,1.06912,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-24,-2,-2.087504051336554,0.0,156.86,0.0,1.18574,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-25,-2,-2.0335326397719675,0.0,159.14,0.0,1.28291,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-26,-2,-2.306476651910511,0.0,168.21,0.0,1.66866,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-27,-2,-1.5979628046738674,0.0,156.99,0.0,1.35045,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-28,-2,-1.6304524808205427,0.0,166.64,0.0,1.55606,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-29,-2,-1.315939769752648,0.0,161.54,0.0,1.43206,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-30,-2,-1.4680019115965048,0.0,159.55,0.0,1.59692,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2020-12-31,-2,-1.6572871158489244,0.0,156.22,0.0,1.86224,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2021-01-01,-2,-1.7863792738645101,0.0,135.81,0.0,1.96621,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2021-01-02,-2,-1.779767634352431,0.0,143.52,0.0,2.40024,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2021-01-03,-2,-1.502361742415964,0.0,138.26,0.0,2.12597,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2021-01-04,-2,-1.313013609017977,0.0,133.79,0.0,1.96868,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2021-01-05,-2,-1.2867617626329646,0.0,136.0,0.0,2.13193,200000,191394.23987145958,-8605.760128540423,0.9569711993572979
2021-01-06,-1,-1.1656866022511267,672.455343515774,142.31,-44165.998973457965,2.16676,200000,191394.23987145955,-8605.760128540453,0.9569711993572977
2021-01-07,-1,-0.9198823506540326,672.455343515774,142.9,-44165.998973457965,1.98791,200000,183891.8996077309,-16108.100392269087,0.9194594980386546
2021-01-08,-1,-0.8630879394062079,672.455343515774,142.11,-44165.998973457965,1.99427,200000,183641.55563982466,-16358.444360175345,0.9182077781991232
2021-01-09,-1,-0.7681200769900944,672.455343515774,147.4,-44165.998973457965,2.04103,200000,189264.046519022,-10735.953480978002,0.94632023259511
2021-01-10,0,-0.0007636495527199087,0.0,184.89,0.0,1.98621,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-11,0,-0.13117648711712232,0.0,157.96,0.0,1.81684,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-12,0,-0.00979154313663435,0.0,159.09,0.0,1.8215,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-13,0,-0.1618098372006448,0.0,171.55,0.0,2.09522,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-14,0,-0.4513219921703982,0.0,163.81,0.0,2.19146,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-15,0,-0.2957767367802954,0.0,156.98,0.0,2.05549,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-16,0,-0.22016591488140455,0.0,155.56,0.0,2.04406,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-17,0,0.11548894220004256,0.0,159.65,0.0,2.00854,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-18,0,0.051587611594455705,0.0,156.98,0.0,2.04695,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-19,0,0.41440434290896516,0.0,157.27,0.0,1.998,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-20,0,0.058020718726593305,0.0,152.77,0.0,2.03281,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-21,0,-0.0016483097374683695,0.0,130.53,0.0,1.7418,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-22,0,-0.5214110612134705,0.0,135.79,0.0,1.89757,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-23,0,-0.5237298516790454,0.0,139.03,0.0,1.9288,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-24,0,-0.7374984569679537,0.0,138.03,0.0,1.95055,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-25,-2,-1.4462784910988447,0.0,137.16,0.0,2.07529,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-26,-2,-2.089371369594568,0.0,137.85,0.0,2.287,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-27,-2,-1.566889449147815,0.0,125.45,0.0,1.99307,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-28,0,-0.8994300896096391,0.0,135.43,0.0,1.99193,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-29,0,-0.8319106867380458,0.0,140.31,0.0,2.05641,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-30,0,-0.5976319187090552,0.0,139.43,0.0,2.00197,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-01-31,0,-0.16370624817127333,0.0,137.73,0.0,1.91015,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-01,0,-0.3714323555694845,0.0,143.36,0.0,2.04053,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-02,0,-0.29884691878497216,0.0,151.19,0.0,2.1533,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-03,0,-0.1684421768439396,0.0,154.6,0.0,2.18751,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-04,0,-0.33615031333800105,0.0,148.04,0.0,2.129,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-05,-2,-1.3219293401808134,0.0,155.4,0.0,2.42866,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-06,0,-0.7010565477342587,0.0,152.06,0.0,2.27908,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-07,0,-0.8575361047058685,0.0,150.31,0.0,2.29069,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-08,-2,-2.5588890274045477,0.0,163.21,0.0,2.90949,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-09,-2,-1.8559604290363596,0.0,169.14,0.0,2.90652,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-10,0,-0.9918891588917801,0.0,175.6,0.0,2.83099,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-11,0,-0.28411212858100365,0.0,190.49,0.0,2.92562,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-12,0,0.1754994578525265,0.0,200.64,0.0,2.99681,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-13,2,1.2695910860038273,0.0,240.99,0.0,3.34869,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-14,2,1.2209402635306084,0.0,230.14,0.0,3.18318,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-15,0,0.09889058794423208,0.0,228.21,0.0,3.38903,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-16,0,-0.45750427835681906,0.0,221.48,0.0,3.40843,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-17,2,2.0237172017587564,0.0,272.25,0.0,3.50799,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-18,1,1.0527033425741776,-296.59484983118745,260.94,21698.95901100181,3.56669,200000,154786.9202299001,-45213.079770099896,0.7739346011495005
2021-02-19,2,1.4782813132498422,0.0,282.51,0.0,3.70937,200000,158088.46366906905,-41911.53633093095,0.7904423183453453
2021-02-20,0,0.24138768947110092,0.0,255.11,0.0,3.68594,200000,158088.46366906905,-41911.53633093095,0.7904423183453453
2021-02-21,0,0.27247601235030644,0.0,247.28,0.0,3.56677,200000,158088.46366906905,-41911.53633093095,0.7904423183453453
2021-02-22,0,-0.09201733420354974,0.0,224.22,0.0,3.33586,200000,158088.46366906905,-41911.53633093095,0.7904423183453453
2021-02-23,0,0.810623146531539,0.0,220.85,0.0,3.05975,200000,158088.46366906905,-41911.53633093095,0.7904423183453453
2021-02-24,-1,-1.0516593204165605,386.9595723039826,204.27,-23803.986543076022,3.32063,200000,158088.46366906905,-41911.53633093095,0.7904423183453453
2021-02-25,0,-0.18448839244206425,0.0,198.98,0.0,2.99269,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-02-26,0,-0.12211755762325135,0.0,204.2,0.0,3.05508,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-02-27,0,-0.2268739990892047,0.0,209.26,0.0,3.15641,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-02-28,0,0.347899474365344,0.0,219.18,0.0,3.13475,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-03-01,0,0.32266254341399814,0.0,230.4,0.0,3.28194,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-03-02,-2,-2.0680300404152314,0.0,220.04,0.0,3.70038,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-03-03,-2,-2.47739227238889,0.0,218.7,0.0,3.99035,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-03-04,-2,-2.6610282963823324,0.0,217.52,0.0,4.45092,200000,152329.2004596208,-47670.7995403792,0.761646002298104
2021-03-05,-2,-2.0829113512836956,0.0,205.84,0.0,4.12896,200000,152329.2004596208,-47670.7995403792,0.761646002298104
