date,statusList,zscore,XLMUSDT_position,XLMUSDT_price,ZRXUSDT_position,ZRXUSDT_price,init,total_asset,pnl,return
2020-02-08,0,-0.2387945259476763,0.0,0.0709,0.0,0.273,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-09,-2,-1.7392596433781615,0.0,0.07327,0.0,0.2959,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-10,-2,-1.422862212027366,0.0,0.07051,0.0,0.2835,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-11,-2,-1.752158444051152,0.0,0.07404,0.0,0.3025,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-12,0,-0.22884841734436223,0.0,0.08004,0.0,0.3109,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-13,0,0.06667004672378132,0.0,0.08325,0.0,0.3198,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-14,-1,-1.1657872571810148,1136628.3564827915,0.08671,-284764.64834043005,0.3461,200000,197114.0895812457,-2885.910418754298,0.9855704479062285
2020-02-15,-2,-1.5408877424654568,0.0,0.07892,0.0,0.3201,200000,198564.54362139542,-1435.4563786045765,0.9928227181069771
2020-02-16,-1,-1.1291624791921646,1334977.434593219,0.07437,-332715.3881055553,0.2984,200000,198564.54362139542,-1435.4563786045765,0.9928227181069771
2020-02-17,-1,-1.02884462899313,1334977.434593219,0.07272,-332715.3881055553,0.2918,200000,194165.90929281994,-5834.090707180061,0.9708295464640997
2020-02-18,-1,-1.1176454457319491,1334977.434593219,0.07603,-332715.3881055553,0.3073,200000,203741.7731169596,3741.773116959608,1.018708865584798
2020-02-19,-1,-0.6733886518430461,1334977.434593219,0.07013,-332715.3881055553,0.2798,200000,186715.73307995684,-13284.266920043156,0.9335786653997842
2020-02-20,-1,-0.30413283118213963,1334977.434593219,0.0704,-332715.3881055553,0.278,200000,186477.28928870702,-13522.71071129298,0.9323864464435351
2020-02-21,-1,-1.0508791522808558,1334977.434593219,0.07099,-332715.3881055553,0.2882,200000,190658.62293379367,-9341.377066206333,0.9532931146689684
2020-02-22,-1,-0.5020806825616124,1334977.434593219,0.0703,-332715.3881055553,0.2811,200000,187375.20924837491,-12624.790751625085,0.9368760462418746
2020-02-23,0,0.1054894988334633,0.0,0.07299,0.0,0.2878,200000,196880.02936721517,-3119.9706327848253,0.9844001468360759
2020-02-24,0,0.9202644138555484,0.0,0.06911,0.0,0.2675,200000,196880.02936721517,-3119.9706327848253,0.9844001468360759
2020-02-25,0,0.2971521714960998,0.0,0.06402,0.0,0.2525,200000,196880.02936721517,-3119.9706327848253,0.9844001468360759
2020-02-26,0,-0.4115974562851419,0.0,0.05873,0.0,0.2351,200000,196880.02936721517,-3119.9706327848253,0.9844001468360759
2020-02-27,0,-0.7775040935227227,0.0,0.06045,0.0,0.2441,200000,196880.02936721517,-3119.9706327848253,0.9844001468360759
2020-02-28,-1,-1.1760663804838964,1685328.1062079712,0.05841,-413613.50707398145,0.238,200000,196880.02936721517,-3119.9706327848253,0.9844001468360759
2020-02-29,-1,-0.400114052417536,1685328.1062079712,0.05694,-413613.50707398145,0.2288,200000,190597.35278600885,-9402.64721399115,0.9529867639300442
2020-03-01,-2,-1.6358884029537895,0.0,0.05582,0.0,0.23,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-02,-2,-2.236684513767911,0.0,0.05968,0.0,0.2505,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-03,-2,-2.918998022754455,0.0,0.05816,0.0,0.2543,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-04,-2,-2.874529950215173,0.0,0.05857,0.0,0.2633,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-05,-2,-2.6642079233350615,0.0,0.05966,0.0,0.2758,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-06,-2,-2.1746630007923557,0.0,0.06137,0.0,0.2838,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-07,-2,-1.5238223663776471,0.0,0.05828,0.0,0.2628,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-08,-2,-1.4073144538677953,0.0,0.04969,0.0,0.2249,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-09,0,-0.27452724173639215,0.0,0.05235,0.0,0.2216,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-10,-2,-1.394692641664686,0.0,0.05198,0.0,0.2382,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-11,0,-0.9945165981132733,0.0,0.05042,0.0,0.2266,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-12,-2,-1.2620019580065198,0.0,0.03174,0.0,0.1466,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-13,0,0.10553633358088109,0.0,0.03962,0.0,0.1677,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-14,0,0.0431712292476183,0.0,0.03677,0.0,0.1569,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-15,0,0.49032597237129966,0.0,0.03786,0.0,0.1584,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-16,2,1.7807109647456656,0.0,0.03534,0.0,0.1381,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-17,2,1.9677550982297487,0.0,0.03718,0.0,0.1426,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-18,2,1.3839339215552047,0.0,0.0369,0.0,0.1456,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-19,2,1.3611454389777222,0.0,0.04134,0.0,0.1626,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-20,2,1.764102810659751,0.0,0.03995,0.0,0.1521,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-21,1,1.1914381121098339,-2501720.438646385,0.03956,637680.8025312563,0.1552,200000,197936.12110570198,-2063.8788942980173,0.9896806055285099
2020-03-22,2,1.4535826562763665,0.0,0.03679,0.0,0.1405,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-23,2,1.2082252395911293,0.0,0.03938,0.0,0.1515,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-24,2,1.3726828295750944,0.0,0.04031,0.0,0.1516,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-25,0,0.8470427941598611,0.0,0.04052,0.0,0.1572,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-26,2,1.3251561249486894,0.0,0.04284,0.0,0.1594,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-27,2,1.2664596203830751,0.0,0.0404,0.0,0.1496,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-28,1,1.0045591326040726,-2507888.1512873713,0.03995,669720.1313096957,0.1496,200000,200380.26328786096,380.26328786095837,1.0019013164393047
2020-03-29,1,0.6301528649759764,-2507888.1512873713,0.03773,669720.1313096957,0.1441,200000,191129.29086979968,-8870.709130200325,0.9556464543489984
2020-03-30,1,0.8225057180290442,-2507888.1512873713,0.04004,669720.1313096957,0.1504,200000,201141.7493265246,1141.7493265245866,1.0057087466326229
2020-03-31,1,0.7618784849224179,-2507888.1512873713,0.04071,669720.1313096957,0.1529,200000,204496.33471616136,4496.334716161364,1.0224816735808069
2020-04-01,1,0.977662666256121,-2507888.1512873713,0.04079,669720.1313096957,0.1518,200000,203960.27362382365,3960.273623823654,1.0198013681191183
2020-04-02,1,0.7781704210103872,-2507888.1512873713,0.04123,669720.1313096957,0.1543,200000,206738.04473866435,6738.04473866435,1.0336902236933216
2020-04-03,1,0.6696099877220119,-2507888.1512873713,0.0414,669720.1313096957,0.1554,200000,207901.0778688239,7901.077868823893,1.0395053893441195
2020-04-04,1,0.9023429207334681,-2507888.1512873713,0.04184,669720.1313096957,0.1563,200000,209607.29677356905,9607.296773569047,1.0480364838678453
2020-04-05,2,2.804674861639279,0.0,0.0435,0.0,0.1536,200000,206604.38569969236,6604.385699692357,1.0330219284984619
2020-04-06,2,3.0134245063171865,0.0,0.04985,0.0,0.1692,200000,206604.38569969236,6604.385699692357,1.0330219284984619
2020-04-07,2,1.8240888306480236,0.0,0.04845,0.0,0.1695,200000,206604.38569969236,6604.385699692357,1.0330219284984619
2020-04-08,2,1.8647487343602667,0.0,0.05125,0.0,0.1773,200000,206604.38569969236,6604.385699692357,1.0330219284984619
2020-04-09,0,0.3553326379870599,0.0,0.05198,0.0,0.19,200000,206604.38569969236,6604.385699692357,1.0330219284984619
2020-04-10,1,1.0771970386412915,-2165664.420332205,0.0477,611255.5789931726,0.169,200000,206604.38569969236,6604.385699692357,1.0330219284984619
2020-04-11,2,1.6142237685093732,0.0,0.04975,0.0,0.1715,200000,209515.85881389043,9515.85881389043,1.0475792940694522
2020-04-12,2,1.5136040993709794,0.0,0.04895,0.0,0.1682,200000,209515.85881389043,9515.85881389043,1.0475792940694522
2020-04-13,1,1.1092246471563207,-2175206.1753933807,0.04816,626168.1375190987,0.1673,200000,209515.85881389043,9515.85881389043,1.0475792940694522
2020-04-14,1,0.47240289818083964,-2175206.1753933807,0.04805,626168.1375190987,0.1707,200000,211405.55780216207,11405.557802162075,1.0570277890108104
2020-04-15,1,0.4114743134164282,-2175206.1753933807,0.04607,626168.1375190987,0.1637,200000,202715.47261224952,2715.4726122495194,1.0135773630612477
2020-04-16,1,0.5607176498669747,-2175206.1753933807,0.04913,626168.1375190987,0.1732,200000,215320.20081538468,15320.200815384684,1.0766010040769234
2020-04-17,1,0.3400438272564069,-2175206.1753933807,0.04856,626168.1375190987,0.1722,200000,213454.16515789134,13454.165157891344,1.0672708257894568
2020-04-18,1,0.29127417706989417,-2175206.1753933807,0.05056,626168.1375190987,0.1791,200000,222125.1376575599,22125.137657559913,1.1106256882877996
2020-04-19,1,0.507303056956755,-2175206.1753933807,0.0488,626168.1375190987,0.1712,200000,213350.04650246666,13350.046502466663,1.0667502325123333
2020-04-20,2,1.4696927120005898,0.0,0.04947,0.0,0.1677,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-21,2,1.9719072165515648,0.0,0.05085,0.0,0.1683,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-22,2,2.944417134144598,0.0,0.05498,0.0,0.1711,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-23,2,3.427567073681236,0.0,0.06208,0.0,0.1753,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-24,2,1.8308339315660656,0.0,0.06116,0.0,0.1855,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-25,2,1.7843011160438584,0.0,0.06177,0.0,0.1846,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-26,0,0.6623622014720612,0.0,0.06188,0.0,0.1986,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-27,1,1.1630236990006406,-1578470.8412609624,0.06719,513346.83361241076,0.2066,200000,212114.91164864812,12114.911648648122,1.0605745582432407
2020-04-28,2,1.4500880860757501,0.0,0.06855,0.0,0.2041,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-04-29,2,1.3984357833616927,0.0,0.07216,0.0,0.2132,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-04-30,2,1.339246036030491,0.0,0.06756,0.0,0.1982,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-01,2,1.2176151766015615,0.0,0.0729,0.0,0.2136,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-02,2,1.4677423078959466,0.0,0.07552,0.0,0.2142,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-03,2,1.3542600395746665,0.0,0.073,0.0,0.2063,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-04,2,1.4005433327817194,0.0,0.07332,0.0,0.204,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-05,0,0.9364376839197458,0.0,0.07208,0.0,0.2065,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-06,0,0.195801857383592,0.0,0.06962,0.0,0.2102,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-07,-2,-2.7957792735582667,0.0,0.07207,0.0,0.3014,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-08,-2,-3.152463398770344,0.0,0.07252,0.0,0.3943,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-09,-2,-2.666973129656912,0.0,0.07141,0.0,0.4226,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-10,-2,-2.269565479878165,0.0,0.06405,0.0,0.3958,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-11,-2,-1.7120305513792093,0.0,0.06234,0.0,0.3439,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-12,-2,-1.3265952165758448,0.0,0.07017,0.0,0.3556,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-13,-1,-1.152163867706302,1544682.521691229,0.06977,-310136.68931912817,0.3475,200000,215544.99907679408,15544.999076794076,1.0777249953839703
2020-05-14,-1,-1.028694472214273,1544682.521691229,0.06926,-310136.68931912817,0.3429,200000,213330.58221986357,13330.582219863572,1.066652911099318
2020-05-15,-2,-1.2297009381342578,0.0,0.06728,0.0,0.3825,200000,230246.0426819747,30246.042681974708,1.1512302134098735
2020-05-16,-1,-1.0934143784239576,1691493.114031551,0.06806,-300268.70459308126,0.3834,200000,230246.0426819747,30246.042681974708,1.1512302134098735
2020-05-17,-1,-0.9142380717736105,1691493.114031551,0.06873,-300268.70459308126,0.3729,200000,228226.5216701485,28226.521670148504,1.1411326083507425
2020-05-18,-1,-0.7691042910456412,1691493.114031551,0.07027,-300268.70459308126,0.3711,200000,230290.93739748956,30290.937397489557,1.1514546869874478
2020-05-19,-1,-0.6299167425918827,1691493.114031551,0.06979,-300268.70459308126,0.3588,200000,225785.71563625953,25785.715636259527,1.1289285781812977
2020-05-20,-1,-0.5306761845032958,1691493.114031551,0.07093,-300268.70459308126,0.3608,200000,228314.55519544164,28314.555195441644,1.1415727759772083
2020-05-21,-1,-0.3409535018435838,1691493.114031551,0.06644,-300268.70459308126,0.3232,200000,209429.64782074012,9429.647820740123,1.0471482391037006
2020-05-22,-1,-0.2812672975856321,1691493.114031551,0.06811,-300268.70459308126,0.3337,200000,215407.26271940017,15407.262719400169,1.077036313597001
2020-05-23,0,-0.16315397435588364,0.0,0.06713,0.0,0.3262,200000,214643.76137529977,14643.761375299771,1.073218806876499
2020-05-24,0,0.09425217889096223,0.0,0.0639,0.0,0.3005,200000,214643.76137529977,14643.761375299771,1.073218806876499
2020-05-25,0,0.17609316815409842,0.0,0.06624,0.0,0.3197,200000,214643.76137529977,14643.761375299771,1.073218806876499
2020-05-26,0,-0.37506483289084774,0.0,0.06506,0.0,0.3474,200000,214643.76137529977,14643.761375299771,1.073218806876499
2020-05-27,0,0.3237137144634261,0.0,0.06597,0.0,0.3364,200000,214643.76137529977,14643.761375299771,1.073218806876499
2020-05-28,1,1.050445084846647,-1553138.6496041953,0.0691,322481.6126431788,0.3328,200000,214643.76137529977,14643.761375299771,1.073218806876499
2020-05-29,1,0.6968637916579362,-1553138.6496041953,0.06777,322481.6126431788,0.3327,200000,212545.8388100619,12545.83881006189,1.0627291940503094
2020-05-30,2,1.5608689376969156,0.0,0.07252,0.0,0.3373,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-05-31,2,1.9447623072507396,0.0,0.0705,0.0,0.3164,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-01,2,1.9288107636391418,0.0,0.07573,0.0,0.3337,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-02,2,2.470110920679714,0.0,0.07951,0.0,0.3257,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-03,2,2.30036375408873,0.0,0.08278,0.0,0.3298,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-04,2,2.0059262866932133,0.0,0.08204,0.0,0.3263,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-05,2,1.5761852093317703,0.0,0.07888,0.0,0.3206,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-06,2,1.4001736805108262,0.0,0.0797,0.0,0.3246,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-07,2,1.232407372107743,0.0,0.0788,0.0,0.322,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-08,2,1.3582848953025377,0.0,0.08006,0.0,0.3193,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-09,0,0.06528233696696657,0.0,0.07817,0.0,0.349,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-10,0,-0.9099263555991626,0.0,0.07885,0.0,0.3877,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-11,0,-0.4875644064201847,0.0,0.07107,0.0,0.3339,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-12,0,-0.8753171885530291,0.0,0.07282,0.0,0.3557,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-13,0,-0.8643264317782493,0.0,0.07409,0.0,0.3627,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-14,-1,-1.0978897562455843,1543763.8003394932,0.07077,-306371.74467197404,0.3566,200000,218504.32830005186,18504.328300051857,1.0925216415002592
2020-06-15,-1,-0.8254315418143293,1543763.8003394932,0.07098,-306371.74467197404,0.3441,200000,214998.8718897235,14998.871889723494,1.0749943594486175
2020-06-16,-1,-0.822043833987673,1543763.8003394932,0.07136,-306371.74467197404,0.344,200000,215554.8649593853,15554.864959385304,1.0777743247969265
2020-06-17,-1,-0.7114322404588774,1543763.8003394932,0.07187,-306371.74467197404,0.3426,200000,215913.26405501767,15913.264055017673,1.0795663202750885
2020-06-18,-1,-0.5736963440341095,1543763.8003394932,0.07058,-306371.74467197404,0.3311,200000,210398.53368885204,10398.53368885204,1.0519926684442602
2020-06-19,-1,-0.6966404063345495,1543763.8003394932,0.06959,-306371.74467197404,0.3306,200000,208717.02165417996,8717.02165417996,1.0435851082708998
2020-06-20,-1,-1.1632472288986968,1543763.8003394932,0.06979,-306371.74467197404,0.3499,200000,214938.74908641697,14938.749086416967,1.0746937454320848
2020-06-21,-1,-1.1416658750253321,1543763.8003394932,0.0685,-306371.74467197404,0.3467,200000,211966.9042010287,11966.904201028694,1.0598345210051434
2020-06-22,-1,-0.8001064713273998,1543763.8003394932,0.07188,-306371.74467197404,0.3543,200000,219513.25110568316,19513.251105683157,1.0975662555284158
2020-06-23,-1,-1.1148263271649645,1543763.8003394932,0.07103,-306371.74467197404,0.3653,200000,221571.1410667863,21571.14106678631,1.1078557053339315
2020-06-24,-1,-0.7604729236595658,1543763.8003394932,0.06894,-306371.74467197404,0.3447,200000,212033.4167838341,12033.416783834109,1.0601670839191706
2020-06-25,-1,-0.6070474890606069,1543763.8003394932,0.06755,-306371.74467197404,0.3353,200000,207007.69070144565,7007.690701445652,1.0350384535072283
2020-06-26,-2,-1.237309844069127,0.0,0.06695,0.0,0.3526,200000,223176.01903866086,23176.01903866086,1.1158800951933043
2020-06-27,-2,-1.283736394407105,0.0,0.06279,0.0,0.3325,200000,223176.01903866086,23176.01903866086,1.1158800951933043
2020-06-28,-1,-1.080434576326392,1737048.716054334,0.06424,-336920.3185970122,0.3312,200000,223176.01903866086,23176.01903866086,1.1158800951933043
2020-06-29,-2,-1.7478170083318014,0.0,0.06503,0.0,0.3459,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-06-30,0,-0.20132483310528532,0.0,0.06692,0.0,0.3352,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-01,0,0.38692782114240676,0.0,0.06837,0.0,0.336,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-02,0,-0.5558324618771643,0.0,0.06761,0.0,0.3444,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-03,-2,-2.575283648515858,0.0,0.06698,0.0,0.3808,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-04,-2,-2.153382511145683,0.0,0.06798,0.0,0.3875,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-05,-2,-2.6377120715060136,0.0,0.06717,0.0,0.4164,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-06,-1,-1.1198856158864932,1580404.7897710765,0.07174,-283516.47816498386,0.3999,200000,226756.47923635406,26756.479236354062,1.1337823961817703
2020-07-07,-1,-0.9826086120203452,1580404.7897710765,0.07348,-283516.47816498386,0.4085,200000,231944.62528277462,31944.62528277462,1.1597231264138732
2020-07-08,0,-0.055371727867482665,0.0,0.08538,0.0,0.4475,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-09,2,1.73891995558652,0.0,0.09048,0.0,0.4253,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-10,2,1.797327781995439,0.0,0.089,0.0,0.4115,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-11,2,1.5751064029957287,0.0,0.09411,0.0,0.4362,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-12,2,1.8498565622803222,0.0,0.09532,0.0,0.427,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-13,2,1.6895029900872587,0.0,0.09009,0.0,0.4011,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-14,2,1.8816291013995368,0.0,0.09208,0.0,0.3949,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-15,2,1.99040568247868,0.0,0.09436,0.0,0.3896,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-16,2,2.1124795337796844,0.0,0.10207,0.0,0.4008,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-17,2,2.0060523828436767,0.0,0.10397,0.0,0.3971,200000,218695.1422645298,18695.1422645298,1.093475711322649
2020-07-18,1,1.1334549383991785,-1085120.28512717,0.10077,261597.06012503567,0.418,200000,218695.14226452983,18695.14226452983,1.0934757113226492
2020-07-19,1,0.9410863314834318,-1085120.28512717,0.1001,261597.06012503567,0.4199,200000,218465.14608773217,18465.146087732166,1.0923257304386609
2020-07-20,1,0.8687512815608063,-1085120.28512717,0.09428,261597.06012503567,0.395,200000,205635.97923117867,5635.979231178673,1.0281798961558934
2020-07-21,1,0.8685771742915365,-1085120.28512717,0.09653,261597.06012503567,0.4005,200000,209516.2837034025,9516.2837034025,1.0475814185170125
2020-07-22,1,0.8734092609615778,-1085120.28512717,0.09738,261597.06012503567,0.3994,200000,210150.87917962304,10150.879179623036,1.0507543958981151
2020-07-23,1,0.9969050411796151,-1085120.28512717,0.09815,261597.06012503567,0.3919,200000,209024.4438482332,9024.443848233204,1.045122219241166
2020-07-24,1,0.8269570824377711,-1085120.28512717,0.09576,261597.06012503567,0.3864,200000,204992.22253609158,4992.222536091576,1.0249611126804579
2020-07-25,1,1.0796914778861009,-1085120.28512717,0.10085,261597.06012503567,0.3944,200000,212608.26126838912,12608.26126838912,1.0630413063419457
2020-07-26,1,1.0860710339559168,-1085120.28512717,0.09902,261597.06012503567,0.385,200000,208163.4787814311,8163.4787814310985,1.0408173939071554
2020-07-27,1,1.1197924048367836,-1085120.28512717,0.09464,261597.06012503567,0.3667,200000,198623.42573228595,-1376.5742677140515,0.9931171286614298
2020-07-28,1,0.8899150498623558,-1085120.28512717,0.09709,261597.06012503567,0.3821,200000,205310.56515677305,5310.565156773053,1.0265528257838652
2020-07-29,1,0.38502903746947176,-1085120.28512717,0.09498,261597.06012503567,0.3836,200000,203413.35694534227,3413.356945342268,1.0170667847267114
