date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-08-03,-2,-1.83129803918156,0.0,0.0007699,0.0,2.621,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-04,-2,-2.7919248017545764,0.0,0.0007788,0.0,2.848,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-05,-2,-2.1279643015805303,0.0,0.0007661,0.0,2.773,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-06,-2,-1.5205366537375433,0.0,0.0007845,0.0,2.762,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-07,0,0.7025340517690104,0.0,0.0008578,0.0,2.642,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-08,0,-0.18526255872800826,0.0,0.0008517,0.0,2.756,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-09,0,-0.30374396274603765,0.0,0.0008322,0.0,2.717,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-10,0,-0.9549494374886526,0.0,0.0008578,0.0,2.926,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-11,0,-0.4455225602172457,0.0,0.0008198,0.0,2.722,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-12,0,-0.06220361048117057,0.0,0.0008584,0.0,2.799,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-13,0,-0.5901188234825692,0.0,0.0008484,0.0,2.86,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-14,-2,-1.8157575484364084,0.0,0.000847,0.0,3.1,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-15,-2,-1.4490581552901742,0.0,0.000855,0.0,3.095,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-16,-2,-1.4990021309751465,0.0,0.000907,0.0,3.336,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-17,-2,-1.9350330916496377,0.0,0.0008824,0.0,3.418,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-18,-2,-1.7766591607959352,0.0,0.0008437,0.0,3.293,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-19,-2,-1.830751489644085,0.0,0.0008226,0.0,3.296,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-20,-2,-2.7761044540719633,0.0,0.000845,0.0,4.078,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-21,-2,-2.273988081587434,0.0,0.0007758,0.0,3.769,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-22,-2,-2.2402251391547643,0.0,0.0007962,0.0,4.162,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-23,-2,-1.8407262349869011,0.0,0.0007745,0.0,3.988,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-24,-2,-1.4082438109951574,0.0,0.0007816,0.0,3.818,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-25,-1,-1.076623094972046,125218127.57761788,0.0007459,-26823.722389473052,3.482,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-26,-2,-1.3612858434521775,0.0,0.0007359,0.0,3.784,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-08-27,0,-0.8851286389894532,0.0,0.0007156,0.0,3.37,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-08-28,0,-0.6594041875453682,0.0,0.0007313,0.0,3.342,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-08-29,0,-0.6456557753459773,0.0,0.0007416,0.0,3.431,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-08-30,0,-0.5953439556081301,0.0,0.000742,0.0,3.449,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-08-31,0,-0.5027634467667771,0.0,0.0007249,0.0,3.359,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-09-01,0,-0.6681647213146109,0.0,0.00073,0.0,3.518,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-09-02,0,-0.2769744642415707,0.0,0.0007035,0.0,3.238,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-09-03,1,1.0619558411524845,-162972206.84420687,0.0006018,41070.634036366704,2.388,200000,196153.34815768737,-3846.6518423126254,0.9807667407884368
2020-09-04,1,0.5308781452172062,-162972206.84420687,0.0006042,41070.634036366704,2.578,200000,204347.90192102315,4347.901921023149,1.0217395096051158
2020-09-05,1,0.3902081024211485,-162972206.84420687,0.0005336,41070.634036366704,2.344,200000,183231.53575331232,-16768.464246687683,0.9161576787665616
2020-09-06,1,0.27942330399475057,-162972206.84420687,0.0005402,41070.634036366704,2.422,200000,187510.6617733207,-12489.338226679305,0.9375533088666035
2020-09-07,1,0.7005784800071448,-162972206.84420687,0.0005492,41070.634036366704,2.41,200000,188484.56402648217,-11515.43597351783,0.9424228201324109
2020-09-08,1,0.7281626493394165,-162972206.84420687,0.0005328,41070.634036366704,2.359,200000,183717.2174983825,-16282.782501617505,0.9185860874919125
2020-09-09,1,0.6152626153874553,-162972206.84420687,0.0005491,41070.634036366704,2.439,200000,189659.3151928524,-10340.684807147598,0.948296575964262
2020-09-10,0,-0.37175248390033616,0.0,0.0005535,0.0,2.622,200000,178671.26220260237,-21328.737797397625,0.8933563110130118
2020-09-11,0,-0.25787987409423996,0.0,0.0006032,0.0,2.816,200000,178671.26220260237,-21328.737797397625,0.8933563110130118
2020-09-12,0,-0.9906278008776724,0.0,0.000588,0.0,2.854,200000,178671.26220260237,-21328.737797397625,0.8933563110130118
2020-09-13,-1,-1.0284463961806978,164038984.76184574,0.0005446,-33737.020808648485,2.648,200000,178671.26220260237,-21328.737797397625,0.8933563110130118
2020-09-14,-1,-0.5902724451489209,164038984.76184574,0.0005563,-33737.020808648485,2.639,200000,180286.88513703813,-19713.11486296187,0.9014344256851906
2020-09-15,0,0.1717625923940355,0.0,0.0005457,0.0,2.466,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-16,0,0.5175346892721274,0.0,0.0005526,0.0,2.448,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-17,0,-0.21540653249605887,0.0,0.0005585,0.0,2.566,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-18,-2,-1.8854807564329992,0.0,0.0005497,0.0,2.804,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-19,-2,-1.204336401458631,0.0,0.0005345,0.0,2.631,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-20,0,-0.7404634147187119,0.0,0.0005255,0.0,2.52,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-21,0,-0.3416194454659057,0.0,0.0004844,0.0,2.263,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-22,0,-0.7440346131223299,0.0,0.0004878,0.0,2.341,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-23,0,-0.696016961574071,0.0,0.0004541,0.0,2.176,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-24,0,-0.43002048249828795,0.0,0.0004884,0.0,2.319,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-25,0,-0.6125997737374249,0.0,0.0004914,0.0,2.36,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-26,0,-0.8551838148840862,0.0,0.0004925,0.0,2.399,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-27,-2,-1.3907292446289259,0.0,0.0004732,0.0,2.37,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-28,-2,-1.6876906733604902,0.0,0.0004747,0.0,2.425,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-29,-2,-1.3998802874868088,0.0,0.00048,0.0,2.433,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-09-30,-2,-1.257834416856912,0.0,0.0004804,0.0,2.435,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-01,0,-0.8890687230521153,0.0,0.000472,0.0,2.365,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-02,0,-0.13437901121953338,0.0,0.000471,0.0,2.288,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-03,0,-0.6423217170871839,0.0,0.0004625,0.0,2.297,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-04,0,-0.5514441957206035,0.0,0.000465,0.0,2.306,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-05,0,-0.9440157353184435,0.0,0.0004551,0.0,2.302,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-06,0,-0.2799631429830055,0.0,0.0004392,0.0,2.172,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-07,0,0.13311523851847176,0.0,0.0004471,0.0,2.192,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-08,0,0.31828527005612467,0.0,0.0004622,0.0,2.251,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-09,0,0.10883456524826142,0.0,0.0004761,0.0,2.33,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-10,0,0.08116787595164528,0.0,0.0004691,0.0,2.3,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-11,2,1.6708586297309054,0.0,0.000497,0.0,2.354,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-12,2,2.328480696938118,0.0,0.0005071,0.0,2.345,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-13,1,1.05446639130393,-176516470.22960913,0.0004882,36985.124792315524,2.33,200000,172350.68153219036,-27649.318467809644,0.8617534076609518
2020-10-14,2,1.5698709721045403,0.0,0.0004793,0.0,2.254,200000,173590.55443136278,-26409.445568637224,0.8679527721568139
2020-10-15,2,1.8166959927128694,0.0,0.00048,0.0,2.23,200000,173590.55443136278,-26409.445568637224,0.8679527721568139
2020-10-16,2,1.2273306965050401,0.0,0.00046,0.0,2.166,200000,173590.55443136278,-26409.445568637224,0.8679527721568139
2020-10-17,2,1.474840113776748,0.0,0.0004688,0.0,2.179,200000,173590.55443136278,-26409.445568637224,0.8679527721568139
2020-10-18,2,1.4498850859680747,0.0,0.0004786,0.0,2.216,200000,173590.55443136278,-26409.445568637224,0.8679527721568139
2020-10-19,1,1.1750139665732395,-182573153.5878868,0.0004754,39238.37125482883,2.212,200000,173590.55443136278,-26409.445568637224,0.8679527721568139
2020-10-20,2,2.5763670744852902,0.0,0.0004901,0.0,2.146,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-21,2,2.029101758728022,0.0,0.0005182,0.0,2.283,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-22,2,1.2021221664272927,0.0,0.000518,0.0,2.341,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-23,0,0.6768246665844371,0.0,0.0004982,0.0,2.291,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-24,0,0.6031082807752318,0.0,0.0005028,0.0,2.312,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-25,0,0.725620219756159,0.0,0.0004882,0.0,2.229,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-26,1,1.0710265933109453,-185082897.6530665,0.0004832,41137.100343128666,2.174,200000,178864.11229192343,-21135.887708076567,0.8943205614596171
2020-10-27,1,1.1735255897638839,-185082897.6530665,0.0004909,41137.100343128666,2.194,200000,181111.99261071463,-18888.00738928537,0.9055599630535731
2020-10-28,1,0.9735521988584503,-185082897.6530665,0.0004636,41137.100343128666,2.079,200000,171328.46296532615,-28671.53703467385,0.8566423148266308
2020-10-29,1,1.080651684774565,-185082897.6530665,0.0004558,41137.100343128666,2.033,200000,167992.50974784826,-32007.490252151736,0.8399625487392413
2020-10-30,2,1.9442164297097948,0.0,0.0004483,0.0,1.946,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-10-31,2,1.5410796085872789,0.0,0.0004499,0.0,1.964,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-01,0,0.7502560083300606,0.0,0.0004513,0.0,2.008,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-02,2,1.2585301356164746,0.0,0.0004395,0.0,1.924,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-03,2,2.1024767912615867,0.0,0.0004398,0.0,1.868,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-04,2,2.3162335587565774,0.0,0.0004403,0.0,1.833,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-05,0,0.3394166298847855,0.0,0.0004374,0.0,1.931,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-06,0,0.32457089823625784,0.0,0.0004699,0.0,2.071,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-07,2,1.421231887224958,0.0,0.0004578,0.0,1.949,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-08,0,0.8210149667864566,0.0,0.0004693,0.0,2.027,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-09,2,1.4792648954225442,0.0,0.0004703,0.0,1.989,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-10,2,1.2689194615451933,0.0,0.0004733,0.0,2.006,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-11,0,0.7897647822299242,0.0,0.0004792,0.0,2.054,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-12,0,0.38033603013036393,0.0,0.0004691,0.0,2.03,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-13,0,-0.06466485396137467,0.0,0.0004794,0.0,2.094,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-14,2,1.2130618851237749,0.0,0.0004826,0.0,2.04,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-15,2,2.067822894300188,0.0,0.0004804,0.0,1.978,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-16,2,1.389020181008971,0.0,0.0004973,0.0,2.073,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-17,0,-0.8642353122299118,0.0,0.0005021,0.0,2.206,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-18,0,-0.856351641802816,0.0,0.0004903,0.0,2.15,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-19,-2,-2.034629455974705,0.0,0.0004952,0.0,2.25,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-20,-2,-2.6349740179661287,0.0,0.0004999,0.0,2.362,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-21,-2,-2.805703167864884,0.0,0.0005471,0.0,2.695,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-22,-1,-1.1829038120953237,163357277.17654994,0.0005564,-35546.339077447155,2.557,200000,181783.97804206476,-18216.02195793524,0.9089198902103238
2020-11-23,-2,-1.7817294457540596,0.0,0.000583,0.0,2.794,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-24,-2,-1.255373632431865,0.0,0.0006555,0.0,3.079,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-25,0,-0.9533159794531887,0.0,0.0006298,0.0,2.924,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-26,0,-0.3187636260285365,0.0,0.0005607,0.0,2.522,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-27,0,-0.6941537403620657,0.0,0.0005652,0.0,2.602,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-28,0,-0.6726936678966547,0.0,0.0005829,0.0,2.69,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-29,-1,-1.165194653122395,162099386.73515046,0.0005733,-33991.06745254636,2.734,200000,185863.1568305235,-14136.843169476488,0.9293157841526176
2020-11-30,-1,-0.4766131883314977,162099386.73515046,0.0006355,-33991.06745254636,2.932,200000,202675.97004105407,2675.970041054068,1.0133798502052704
2020-12-01,-1,-0.3834829838947409,162099386.73515046,0.00059,-33991.06745254636,2.718,200000,188026.3595097598,-11973.640490240214,0.9401317975487989
2020-12-02,-1,-0.5508555148999789,162099386.73515046,0.0005979,-33991.06745254636,2.787,200000,191652.32831919316,-8347.671680806845,0.9582616415959657
2020-12-03,0,-0.14007022629288934,0.0,0.0006283,0.0,2.877,200000,181808.41320580436,-18191.58679419564,0.9090420660290218
2020-12-04,0,0.5301757837381179,0.0,0.0005814,0.0,2.591,200000,181808.41320580436,-18191.58679419564,0.9090420660290218
2020-12-05,0,0.19236938498990516,0.0,0.0005969,0.0,2.718,200000,181808.41320580436,-18191.58679419564,0.9090420660290218
2020-12-06,1,1.1191567772449993,-152703185.96153566,0.0005953,34264.68398149347,2.653,200000,181808.41320580436,-18191.58679419564,0.9090420660290218
2020-12-07,2,1.6659671214530787,0.0,0.0005953,0.0,2.612,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-08,2,2.0444974292209164,0.0,0.0005569,0.0,2.41,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-09,0,0.8637890153873768,0.0,0.0005567,0.0,2.491,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-10,0,0.7988833821610294,0.0,0.0005434,0.0,2.43,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-11,2,1.3323311044100072,0.0,0.0005316,0.0,2.337,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-12,0,-0.13998770125403517,0.0,0.0005399,0.0,2.469,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-13,0,-0.981799238146589,0.0,0.000548,0.0,2.557,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-14,2,1.8114963990479531,0.0,0.0005834,0.0,2.521,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-15,0,0.6905587591959066,0.0,0.0005825,0.0,2.586,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-16,0,0.47243030897169025,0.0,0.0006198,0.0,2.766,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-17,0,0.7361977225562154,0.0,0.0006077,0.0,2.688,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-18,0,0.3232622626856553,0.0,0.0006137,0.0,2.74,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-19,0,-0.9994216240965649,0.0,0.000611,0.0,2.811,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-20,-2,-1.7454572707626606,0.0,0.0005963,0.0,2.802,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-21,2,2.1723439817042136,0.0,0.0006134,0.0,2.592,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-22,2,2.8151460029875333,0.0,0.000635,0.0,2.574,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-23,2,2.954880958493638,0.0,0.000541,0.0,2.096,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-24,2,1.56589400812959,0.0,0.0005681,0.0,2.312,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-25,2,1.742760658628445,0.0,0.000574,0.0,2.288,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-26,2,1.7016063415897762,0.0,0.0005732,0.0,2.26,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-27,2,1.422771605753884,0.0,0.0005739,0.0,2.275,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-28,0,0.5280344824565154,0.0,0.0005725,0.0,2.384,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-29,2,1.2118591577809772,0.0,0.0005719,0.0,2.271,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-30,2,1.8165149517506338,0.0,0.0005874,0.0,2.215,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2020-12-31,2,1.4934179340172316,0.0,0.0005849,0.0,2.222,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2021-01-01,2,1.7249444119468855,0.0,0.0006155,0.0,2.268,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2021-01-02,2,3.560238432294803,0.0,0.0008032,0.0,2.249,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2021-01-03,2,1.6113494658117762,0.0,0.0007508,0.0,2.466,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2021-01-04,1,1.0891880074570581,-125111489.51723957,0.0007322,36424.108399412646,2.515,200000,183213.26524904562,-16786.734750954376,0.9160663262452281
2021-01-05,1,0.7650771423956255,-125111489.51723957,0.0007393,36424.108399412646,2.612,200000,187634.69533936106,-12365.30466063894,0.9381734766968053
2021-01-06,0,-0.15644519083542432,0.0,0.000765,0.0,3.013,200000,169177.71612230357,-30822.283877696435,0.8458885806115178
2021-01-07,0,0.46143907267621986,0.0,0.0007992,0.0,2.894,200000,169177.71612230357,-30822.283877696435,0.8458885806115178
2021-01-08,0,0.6563099561244525,0.0,0.0008147,0.0,2.861,200000,169177.71612230357,-30822.283877696435,0.8458885806115178
2021-01-09,2,1.4310390406984232,0.0,0.0010065,0.0,3.228,200000,169177.71612230357,-30822.283877696435,0.8458885806115178
2021-01-10,0,0.5379996397302821,0.0,0.0009735,0.0,3.383,200000,169177.71612230357,-30822.283877696435,0.8458885806115178
2021-01-11,1,1.0749055097334759,-95289915.5808852,0.0008877,29188.70188445541,2.898,200000,169177.71612230357,-30822.283877696435,0.8458885806115178
2021-01-12,1,0.933235929230003,-95289915.5808852,0.0008387,29188.70188445541,2.75,200000,160188.58237994078,-39811.41762005922,0.8009429118997039
2021-01-13,0,-0.17715765975212733,0.0,0.0008084,0.0,2.948,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-14,0,-0.8260821307673094,0.0,0.0007747,0.0,3.021,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-15,-2,-1.2012768389955957,0.0,0.0007204,0.0,2.941,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-16,-2,-1.4893148805851504,0.0,0.0007155,0.0,3.056,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-17,-2,-1.7926108631043562,0.0,0.0007062,0.0,3.188,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-18,-2,-1.6573577120405627,0.0,0.0007288,0.0,3.301,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-19,-2,-1.4501179003371816,0.0,0.0007036,0.0,3.161,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-20,-2,-1.4595523198411262,0.0,0.0007018,0.0,3.238,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-21,-2,-1.2412956112497098,0.0,0.0006025,0.0,2.736,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-22,-1,-1.1872283940053299,124156426.91667959,0.000645,-27443.761261568994,2.918,200000,160161.79072251666,-39838.20927748334,0.8008089536125833
2021-01-23,-2,-2.106866883337295,0.0,0.0006917,0.0,3.938,200000,182356.32207230807,-17643.677927691926,0.9117816103615404
2021-01-24,-2,-1.4116666616212719,0.0,0.0006926,0.0,3.545,200000,182356.32207230807,-17643.677927691926,0.9117816103615404
2021-01-25,-1,-1.13061650307138,137772984.3399124,0.0006618,-27764.360851447636,3.284,200000,182356.32207230807,-17643.677927691926,0.9117816103615404
2021-01-26,-1,-1.165583260060733,137772984.3399124,0.000671,-27764.360851447636,3.434,200000,187788.48765595243,-12211.512344047573,0.9389424382797621
2021-01-27,-1,-0.9326467478239594,137772984.3399124,0.0006255,-27764.360851447636,3.112,200000,172579.69267432025,-27420.30732567975,0.8628984633716013
2021-01-28,0,-0.19469391040056253,0.0,0.0007498,0.0,3.271,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-01-29,0,0.2847269439740001,0.0,0.0008071,0.0,3.307,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-01-30,0,0.13588925171632643,0.0,0.0007772,0.0,3.297,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-01-31,0,0.07061790792785685,0.0,0.0007528,0.0,3.283,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-01,0,-0.22691941743471494,0.0,0.0007557,0.0,3.471,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-02,0,0.18504583681439143,0.0,0.0007934,0.0,3.543,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-03,0,0.026613224310949722,0.0,0.0008064,0.0,3.683,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-04,0,0.3318585963605427,0.0,0.000781,0.0,3.506,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-05,0,-0.23369083373270058,0.0,0.0008201,0.0,3.857,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-06,-2,-1.9974021166491607,0.0,0.0007917,0.0,4.432,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-07,-2,-1.2968430317283834,0.0,0.0008,0.0,4.246,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-08,2,1.2948158379531287,0.0,0.001128,0.0,4.731,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-09,1,1.1927412660350238,-71016456.00306311,0.001196,16936.327294050545,5.015,200000,169871.36275932696,-30128.637240673037,0.8493568137966347
2021-02-10,0,-2.475747679445511,0.0,0.0011239,0.0,7.514,200000,122427.19437367377,-77572.80562632623,0.6121359718683689
2021-02-11,-2,-1.3195122149396337,0.0,0.001292,0.0,7.411,200000,122427.19437367377,-77572.80562632623,0.6121359718683689
2021-02-12,0,-0.7158111572975266,0.0,0.0014056,0.0,7.345,200000,122427.19437367377,-77572.80562632623,0.6121359718683689
2021-02-13,-1,-1.0895618217094467,43931101.75601901,0.0013934,-7931.277168545852,7.718,200000,122427.19437367377,-77572.80562632623,0.6121359718683689
2021-02-14,-1,-0.926802580928975,43931101.75601901,0.0012804,-7931.277168545852,6.986,200000,111657.28498786806,-88342.71501213194,0.5582864249393402
2021-02-15,-1,-0.22463698739062368,43931101.75601901,0.0012961,-7931.277168545852,6.412,200000,107794.45019069224,-92205.54980930776,0.5389722509534611
2021-02-16,-1,-0.26815341595492437,43931101.75601901,0.0012916,-7931.277168545852,6.426,200000,107707.7981131498,-92292.2018868502,0.5385389905657489
2021-02-17,0,0.936363862371092,0.0,0.0015463,0.0,6.639,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-18,0,0.14379933726815708,0.0,0.0014987,0.0,7.133,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-19,2,1.7704024060158168,0.0,0.0018465,0.0,7.262,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-20,2,3.2113490327066936,0.0,0.0022773,0.0,6.693,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-21,2,3.7122961713394234,0.0,0.00378,0.0,7.118,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-22,2,2.7455655555134455,0.0,0.0034332,0.0,6.389,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-23,2,2.4708407423791496,0.0,0.0030186,0.0,5.148,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-24,2,2.0702308450710656,0.0,0.0031333,0.0,5.303,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
2021-02-25,2,1.7176688213212097,0.0,0.0029679,0.0,5.128,200000,107152.2808503175,-92847.7191496825,0.5357614042515875
