date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-02-09,-2,-2.4052792442706368,0.0,0.28257,0.0,0.007598,200000,194242.07823342812,-5757.921766571875,0.9712103911671406
2020-02-10,-2,-2.2591820554272264,0.0,0.27338,0.0,0.007472,200000,194242.07823342812,-5757.921766571875,0.9712103911671406
2020-02-11,-2,-1.7840394209070998,0.0,0.281,0.0,0.007594,200000,194242.07823342812,-5757.921766571875,0.9712103911671406
2020-02-12,-1,-1.0689362803375966,319193.60803468653,0.30427,-12222632.660044558,0.007946,200000,194242.07823342812,-5757.921766571875,0.9712103911671406
2020-02-13,0,0.7042886726655201,0.0,0.32709,0.0,0.007778,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-14,0,-0.09355643013835058,0.0,0.33594,0.0,0.008343,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-15,0,0.609536804590922,0.0,0.30729,0.0,0.007382,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-16,2,1.55739692244406,0.0,0.29224,0.0,0.006682,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-17,2,1.547613066704822,0.0,0.28736,0.0,0.006532,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-18,2,1.419366647641922,0.0,0.29827,0.0,0.006785,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-19,2,1.5003728724248717,0.0,0.27466,0.0,0.006205,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-20,2,1.2212646784828782,0.0,0.2709,0.0,0.006189,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-21,0,0.9169977002693172,0.0,0.27418,0.0,0.006347,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-22,1,1.1861618868337758,-336581.9823270517,0.27468,14858942.286337921,0.006222,200000,184904.6778111891,-15095.322188810911,0.9245233890559454
2020-02-23,1,1.0493298606381296,-336581.9823270517,0.28298,14858942.286337921,0.006432,200000,190818.68614463462,-9181.313855365384,0.9540934307231731
2020-02-24,1,0.91279631657065,-336581.9823270517,0.2704,14858942.286337921,0.006165,200000,182617.14721650805,-17382.85278349195,0.9130857360825403
2020-02-25,2,1.228373443270212,0.0,0.25209,0.0,0.005595,200000,186617.8476439549,-13382.152356045088,0.9330892382197745
2020-02-26,2,1.2036543048510695,0.0,0.22915,0.0,0.00505,200000,186617.8476439549,-13382.152356045088,0.9330892382197745
2020-02-27,1,1.1582053538791073,-391232.3849978091,0.2385,17841094.421028193,0.00523,200000,186617.8476439549,-13382.152356045088,0.9330892382197745
2020-02-28,1,0.8838623430041582,-391232.3849978091,0.23663,17841094.421028193,0.005251,200000,186260.90606685058,-13739.093933149416,0.9313045303342529
2020-02-29,1,0.707278117958377,-391232.3849978091,0.22892,17841094.421028193,0.005115,200000,180818.11553725766,-19181.88446274234,0.9040905776862883
2020-03-01,1,0.7325762269705924,-391232.3849978091,0.22696,17841094.421028193,0.005049,200000,178873.7878308741,-21126.21216912591,0.8943689391543704
2020-03-02,1,0.9129996513792876,-391232.3849978091,0.23958,17841094.421028193,0.005283,200000,187985.95662406704,-12014.04337593296,0.9399297831203351
2020-03-03,1,0.8511241428846302,-391232.3849978091,0.23428,17841094.421028193,0.005186,200000,184181.83882473892,-15818.161175261077,0.9209091941236947
2020-03-04,0,-0.8966677443678283,0.0,0.23453,0.0,0.005471,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-05,0,-0.5466369610971346,0.0,0.23909,0.0,0.005473,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-06,-2,-1.692285458220895,0.0,0.24477,0.0,0.00571,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-07,0,-0.5179868899419912,0.0,0.23622,0.0,0.005386,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-08,0,-0.15354839282094898,0.0,0.20385,0.0,0.004615,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-09,2,2.217796182286531,0.0,0.20952,0.0,0.004498,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-10,2,1.7798405743955106,0.0,0.21185,0.0,0.004562,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-11,2,1.836608396056225,0.0,0.20813,0.0,0.004444,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-12,2,4.013263867693673,0.0,0.13549,0.0,0.002293,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-13,2,3.125808859250656,0.0,0.15872,0.0,0.002562,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-14,2,1.6940741255188478,0.0,0.14588,0.0,0.002599,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-15,2,1.3921739603181833,0.0,0.15308,0.0,0.002761,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-16,2,1.6551085825533576,0.0,0.14102,0.0,0.002417,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-17,2,1.4735071238888084,0.0,0.14694,0.0,0.002515,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-18,2,1.3641406928444912,0.0,0.1476,0.0,0.00251,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-19,1,1.0995727856839879,-549103.7403403579,0.1646,31746566.793123603,0.002847,200000,180764.9513200458,-19235.048679954198,0.903824756600229
2020-03-20,0,-0.07976689240801912,0.0,0.15695,0.0,0.003146,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-21,0,-0.6586720304095428,0.0,0.15797,0.0,0.003433,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-22,0,-0.11675666574476222,0.0,0.14776,0.0,0.002959,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-23,0,-0.33894049417325306,0.0,0.15854,0.0,0.003258,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-24,0,-0.4235187202210589,0.0,0.16225,0.0,0.003346,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-25,0,-0.004034538891068581,0.0,0.16168,0.0,0.003137,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-26,0,0.5971628907753209,0.0,0.17593,0.0,0.003161,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-27,0,0.9374622418339531,0.0,0.17269,0.0,0.00297,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-28,1,1.053074893792098,-476178.77283046837,0.17543,28240717.416378994,0.002958,200000,167072.08423529813,-32927.91576470187,0.8353604211764907
2020-03-29,1,0.9642922442731646,-476178.77283046837,0.16278,28240717.416378994,0.002743,200000,154976.6685144712,-45023.33148552879,0.774883342572356
2020-03-30,1,0.7246291066270282,-476178.77283046837,0.17112,28240717.416378994,0.002925,200000,164087.8100496583,-35912.18995034171,0.8204390502482914
2020-03-31,1,0.3838157009319952,-476178.77283046837,0.17353,28240717.416378994,0.003034,200000,168313.63909056503,-31686.360909434967,0.8415681954528251
2020-04-01,1,0.498252712048634,-476178.77283046837,0.17494,28240717.416378994,0.003036,200000,169041.53259508876,-30958.467404911236,0.8452076629754438
2020-04-02,1,0.46291480485317504,-476178.77283046837,0.17828,28240717.416378994,0.003122,200000,173060.6713941511,-26939.32860584889,0.8653033569707556
2020-04-03,1,0.35345874653484133,-476178.77283046837,0.17957,28240717.416378994,0.003169,200000,175002.25572967224,-24997.744270327763,0.8750112786483611
2020-04-04,0,0.16798591738850346,0.0,0.18114,0.0,0.003241,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-05,0,0.39709098624581907,0.0,0.17925,0.0,0.003157,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-06,0,0.413470277330129,0.0,0.19803,0.0,0.00349,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-07,0,0.45992859924961504,0.0,0.19285,0.0,0.003395,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-08,0,0.4161943848739358,0.0,0.20192,0.0,0.003571,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-09,0,0.409426411908773,0.0,0.19829,0.0,0.003491,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-10,0,0.9874186298584038,0.0,0.18758,0.0,0.003169,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-11,1,1.0944194601391328,-429174.9124650526,0.1885,25682371.745924577,0.00315,200000,161798.94199932483,-38201.05800067517,0.8089947099966242
2020-04-12,1,1.052821788052718,-429174.9124650526,0.18939,25682371.745924577,0.003169,200000,162668.8727345913,-37331.12726540869,0.8133443636729565
2020-04-13,1,0.8997158285070993,-429174.9124650526,0.18763,25682371.745924577,0.003172,200000,161990.5720038906,-38009.427996109414,0.809952860019453
2020-04-14,1,0.7825423253989799,-429174.9124650526,0.18613,25682371.745924577,0.003163,200000,161115.66828947968,-38884.33171052032,0.8055783414473985
2020-04-15,2,1.3332925090974537,0.0,0.1805,0.0,0.003021,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-16,0,0.08288292516820431,0.0,0.19053,0.0,0.003279,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-17,0,-0.04957078352312928,0.0,0.18863,0.0,0.00326,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-18,0,-0.3482169331946442,0.0,0.19544,0.0,0.003405,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-19,0,-0.08890507349196418,0.0,0.18901,0.0,0.003277,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-20,2,1.2360734578614911,0.0,0.18151,0.0,0.003052,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-21,2,1.617047683688643,0.0,0.18341,0.0,0.003044,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-22,0,0.7505564015663446,0.0,0.18804,0.0,0.003178,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-23,0,-0.34009259237139217,0.0,0.1926,0.0,0.003336,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-24,-2,-2.675155655253831,0.0,0.19325,0.0,0.003587,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-25,-2,-1.74048203567127,0.0,0.19418,0.0,0.003527,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-26,-2,-1.6862492915518363,0.0,0.19618,0.0,0.003577,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-27,-1,-1.0983119069907974,409375.01558421203,0.19747,-22848864.987963356,0.003538,200000,161678.5686548287,-38321.431345171295,0.8083928432741435
2020-04-28,0,1.421996111198981,0.0,0.21416,0.0,0.00352,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-04-29,0,-0.19396143737627553,0.0,0.22648,0.0,0.003922,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-04-30,0,-0.15774161132956102,0.0,0.21135,0.0,0.00366,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-01,0,-0.24694389704628403,0.0,0.21786,0.0,0.003791,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-02,0,-0.497181340269896,0.0,0.22369,0.0,0.003933,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-03,0,-0.024587339715951454,0.0,0.21936,0.0,0.003804,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-04,0,0.19056597480063334,0.0,0.21776,0.0,0.003754,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-05,0,0.5896442498060328,0.0,0.21688,0.0,0.003699,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-06,0,0.903598885230344,0.0,0.21158,0.0,0.00357,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-07,0,0.7634512166128227,0.0,0.21862,0.0,0.003699,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-08,0,-0.35679903713183286,0.0,0.21865,0.0,0.003831,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-09,0,0.12735268837161706,0.0,0.21642,0.0,0.003734,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-10,0,0.6106093636001031,0.0,0.19702,0.0,0.003352,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-11,0,0.760846838206393,0.0,0.19254,0.0,0.003268,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-12,0,0.28338178826358834,0.0,0.19711,0.0,0.003396,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-13,0,-0.3602356789488601,0.0,0.20177,0.0,0.003544,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-14,0,-0.1994458806250316,0.0,0.20386,0.0,0.00355,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-15,0,-0.5659643298423854,0.0,0.19818,0.0,0.003472,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-16,0,-0.7156959559354775,0.0,0.19969,0.0,0.003495,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-17,0,-0.5285383157274316,0.0,0.20131,0.0,0.003502,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-18,-2,-1.6720243112875453,0.0,0.20543,0.0,0.003639,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-19,0,-0.8158737688772499,0.0,0.20496,0.0,0.00359,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-20,-2,-1.515534378350753,0.0,0.20179,0.0,0.00358,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-21,-2,-2.6982478184453886,0.0,0.19434,0.0,0.003566,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-22,-2,-3.7635869862039426,0.0,0.20034,0.0,0.00417,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-23,-2,-2.2216752698731828,0.0,0.19883,0.0,0.003939,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-24,-2,-1.7423425883489105,0.0,0.19256,0.0,0.003773,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-25,-2,-3.010830378274848,0.0,0.19622,0.0,0.004598,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-26,-2,-2.280276333763024,0.0,0.19372,0.0,0.004459,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-27,-2,-1.726231445492352,0.0,0.19791,0.0,0.00441,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-28,-2,-1.6456234174673943,0.0,0.20052,0.0,0.004558,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-29,-2,-1.4671990606726772,0.0,0.19759,0.0,0.004499,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-30,-2,-1.364467051492721,0.0,0.20701,0.0,0.004752,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-05-31,-2,-1.3113088428669988,0.0,0.20245,0.0,0.00471,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-06-01,-2,-1.395348360051905,0.0,0.211,0.0,0.005093,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-06-02,-2,-1.2534172752835837,0.0,0.20301,0.0,0.004899,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-06-03,-2,-1.2309573298549346,0.0,0.2041,0.0,0.00501,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-06-04,-1,-1.04759814440108,378016.40004637215,0.20427,-15593176.50191285,0.004952,200000,154434.82007494487,-45565.17992505513,0.7721741003747243
2020-06-05,-2,-1.2202158653673034,0.0,0.20274,0.0,0.005146,200000,158038.26140838693,-41961.73859161307,0.7901913070419346
2020-06-06,-2,-1.2973581669626775,0.0,0.20361,0.0,0.005327,200000,158038.26140838693,-41961.73859161307,0.7901913070419346
2020-06-07,-1,-1.0269455487797823,388701.51362188725,0.20329,-15298960.446116837,0.005165,200000,158038.26140838693,-41961.73859161307,0.7901913070419346
2020-06-08,-1,-1.0800227756446805,388701.51362188725,0.20403,-15298960.446116837,0.005267,200000,159886.39449397102,-40113.60550602898,0.7994319724698551
2020-06-09,-2,-1.3774484313632986,0.0,0.20127,0.0,0.005431,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-10,-2,-1.6287992663162842,0.0,0.20266,0.0,0.005658,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-11,-2,-1.2163728495818291,0.0,0.18817,0.0,0.005085,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-12,-2,-1.7937696160337326,0.0,0.19307,0.0,0.00564,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-13,-2,-2.329045775280586,0.0,0.19234,0.0,0.006057,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-14,-2,-1.517173025564812,0.0,0.19022,0.0,0.005607,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-15,-1,-1.1476877275436481,423362.5167495847,0.19238,-14754797.277587881,0.00552,200000,162892.9619445702,-37107.03805542979,0.8144648097228511
2020-06-16,-2,-1.5760287375357418,0.0,0.19238,0.0,0.005911,200000,168662.08768010707,-31337.91231989293,0.8433104384005353
2020-06-17,-1,-1.1409946525289336,436609.0801970155,0.19315,-14756088.160989245,0.005715,200000,168662.08768010707,-31337.91231989293,0.8433104384005353
2020-06-18,-1,-1.1859336333866746,436609.0801970155,0.18975,-14756088.160989245,0.005711,200000,167118.59245479328,-32881.40754520672,0.8355929622739664
2020-06-19,-2,-1.4199704913971434,0.0,0.18722,0.0,0.00587,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-20,-2,-1.5280549277066007,0.0,0.18792,0.0,0.006064,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-21,-2,-1.3443170101240336,0.0,0.18602,0.0,0.00597,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-22,-2,-1.9698677214272482,0.0,0.18928,0.0,0.006767,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-23,-2,-1.5582978151733764,0.0,0.18889,0.0,0.006545,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-24,-2,-1.4380660544498585,0.0,0.18348,0.0,0.006352,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-25,-1,-1.153045708165654,477909.1572775631,0.18156,-14111105.31717586,0.006149,200000,173538.3731906287,-26461.626809371286,0.8676918659531436
2020-06-26,-1,-0.9758749351535096,477909.1572775631,0.18249,-14111105.31717586,0.006122,200000,173601.8288633331,-26398.171136666904,0.8680091443166655
2020-06-27,-1,-0.32611507346406404,477909.1572775631,0.17509,-14111105.31717586,0.005522,200000,161598.63790917362,-38401.362090826384,0.8079931895458681
2020-06-28,-1,-0.3275278461446847,477909.1572775631,0.17693,-14111105.31717586,0.005625,200000,163931.43460623344,-36068.56539376656,0.8196571730311673
2020-06-29,0,-0.19464634146652796,0.0,0.17726,0.0,0.005613,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-06-30,0,-0.0326699723234258,0.0,0.17533,0.0,0.005518,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-01,0,-0.2276786897594362,0.0,0.17647,0.0,0.00567,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-02,0,0.370454263890709,0.0,0.17477,0.0,0.005443,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-03,0,0.3581159237959238,0.0,0.1762,0.0,0.005488,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-04,0,0.2567367850312315,0.0,0.17808,0.0,0.005601,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-05,-2,-2.6796632466198975,0.0,0.17695,0.0,0.006866,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-06,0,-0.6833080988545722,0.0,0.18875,0.0,0.006409,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-07,-1,-1.0661550348978293,453938.37831455586,0.18508,-12959265.009788368,0.006483,200000,168029.83011691598,-31970.169883084018,0.84014915058458
2020-07-08,0,0.3796054875280568,0.0,0.20551,0.0,0.006624,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-09,0,0.7232754379373392,0.0,0.20263,0.0,0.006415,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-10,0,0.3852050675223191,0.0,0.19909,0.0,0.006419,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-11,0,0.48043699760305797,0.0,0.2011,0.0,0.00645,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-12,0,0.6564657166406116,0.0,0.20128,0.0,0.006368,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-13,2,1.3723908361282446,0.0,0.19867,0.0,0.006015,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-14,0,0.842612556129466,0.0,0.19909,0.0,0.006164,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-15,0,0.9931834091666664,0.0,0.19721,0.0,0.006028,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-16,2,1.2056942166210245,0.0,0.19444,0.0,0.005841,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-17,0,0.8127855579679385,0.0,0.1944,0.0,0.005945,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-18,2,1.4354338429085578,0.0,0.1999,0.0,0.005871,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-19,0,0.827465243391588,0.0,0.19956,0.0,0.006039,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-20,0,0.6610587567041343,0.0,0.19465,0.0,0.005934,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-21,0,0.6441135151863204,0.0,0.19949,0.0,0.006069,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-22,0,0.36744485975070557,0.0,0.20348,0.0,0.006288,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-23,0,0.8986406410825929,0.0,0.20851,0.0,0.006229,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-24,1,1.1233797315787124,-393740.49974090274,0.20392,13428928.367145823,0.005979,200000,160583.12541432976,-39416.874585670244,0.8029156270716488
2020-07-25,2,1.874711470158999,0.0,0.21463,0.0,0.006084,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
2020-07-26,2,2.0606398518859494,0.0,0.21532,0.0,0.00598,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
2020-07-27,2,3.3620755053182663,0.0,0.22437,0.0,0.005545,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
2020-07-28,2,2.345427407953454,0.0,0.23029,0.0,0.005826,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
2020-07-29,2,2.6792135757989013,0.0,0.24327,0.0,0.0057,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
2020-07-30,2,2.1546352766415224,0.0,0.24408,0.0,0.005749,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
2020-07-31,2,2.186107466041203,0.0,0.25939,0.0,0.005862,200000,163390.04868800455,-36609.95131199545,0.8169502434400228
