date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-03-14,2,1.716969626245496,0.0,0.00973,0.0,0.0637,200000,196082.6624318821,-3917.3375681178877,0.9804133121594105
2020-03-15,0,-0.7210660466760498,0.0,0.01026,0.0,0.0796,200000,196082.6624318821,-3917.3375681178877,0.9804133121594105
2020-03-16,2,1.2061553198788086,0.0,0.00961,0.0,0.0645,200000,196082.6624318821,-3917.3375681178877,0.9804133121594105
2020-03-17,1,1.166178071050719,-9784563.993606893,0.01002,1465490.750611974,0.0669,200000,196082.6624318821,-3917.3375681178877,0.9804133121594105
2020-03-18,2,1.3669434674358731,0.0,0.01022,0.0,0.0665,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-19,0,0.8041887519710567,0.0,0.01163,0.0,0.0784,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-20,0,-0.38482672811148894,0.0,0.01127,0.0,0.0833,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-21,0,-0.2525060491486532,0.0,0.01123,0.0,0.0818,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-22,0,0.19381186631005135,0.0,0.0103,0.0,0.0722,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-23,0,0.14017682428737951,0.0,0.01137,0.0,0.0797,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-24,0,-0.12329494388935408,0.0,0.01151,0.0,0.0821,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-25,0,-0.25495907091140896,0.0,0.01139,0.0,0.0818,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-26,0,0.1727141343835377,0.0,0.01196,0.0,0.0831,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-27,0,-0.18646042404257782,0.0,0.01121,0.0,0.0796,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-28,0,0.13844889897786888,0.0,0.01139,0.0,0.0788,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-29,0,-0.9192273341817313,0.0,0.01066,0.0,0.0789,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-30,0,-0.7564171759798771,0.0,0.01145,0.0,0.0835,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-03-31,0,-0.6269562272189125,0.0,0.01157,0.0,0.0835,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-01,0,-0.4331728282940226,0.0,0.01158,0.0,0.0829,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-02,0,-0.05668201193440243,0.0,0.01196,0.0,0.0844,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-03,0,-0.08766420108915744,0.0,0.01194,0.0,0.0847,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-04,0,-0.3768768268520828,0.0,0.01197,0.0,0.0854,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-05,2,1.3285302831654409,0.0,0.01257,0.0,0.0846,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-06,2,2.214252745187856,0.0,0.01375,0.0,0.0892,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-07,2,1.8422001952548288,0.0,0.0133,0.0,0.0877,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-08,2,1.6589214257855374,0.0,0.01376,0.0,0.091,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-09,0,0.8763351676963401,0.0,0.01345,0.0,0.0912,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-10,2,1.6247020043412006,0.0,0.01248,0.0,0.0818,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-11,1,1.1507276224027798,-7945030.861233931,0.0125,1196540.7923545076,0.083,200000,198625.7715308483,-1374.2284691517125,0.9931288576542414
2020-04-12,1,0.8189339348406466,-7945030.861233931,0.01266,1196540.7923545076,0.0849,200000,202170.40397411928,2170.403974119283,1.0108520198705964
2020-04-13,1,1.0464590938766514,-7945030.861233931,0.01257,1196540.7923545076,0.0832,200000,199421.23184960554,-578.7681503944623,0.9971061592480277
2020-04-14,1,0.4647042200612887,-7945030.861233931,0.01245,1196540.7923545076,0.0841,200000,199544.71485937652,-455.28514062348404,0.9977235742968826
2020-04-15,1,0.7318849654261906,-7945030.861233931,0.01219,1196540.7923545076,0.0813,200000,194128.69261686306,-5871.30738313694,0.9706434630843153
2020-04-16,2,1.210056355634975,0.0,0.01302,0.0,0.0848,200000,200603.41415245182,603.41415245182,1.003017070762259
2020-04-17,1,1.0340619193604372,-7781358.190552824,0.01289,1191231.675489619,0.0842,200000,200603.41415245182,603.41415245182,1.003017070762259
2020-04-18,1,1.0939352936230966,-7781358.190552824,0.01339,1191231.675489619,0.087,200000,207829.54193909914,7829.541939099145,1.0391477096954957
2020-04-19,1,0.48854699666490214,-7781358.190552824,0.0129,1191231.675489619,0.0855,200000,202229.82891249383,2229.828912493831,1.0111491445624692
2020-04-20,0,-0.6710271721190846,0.0,0.0124,0.0,0.0852,200000,195599.31696359132,-4400.683036408678,0.9779965848179566
2020-04-21,0,0.29663416866924186,0.0,0.01249,0.0,0.083,200000,195599.31696359132,-4400.683036408678,0.9779965848179566
2020-04-22,0,0.6252681824980981,0.0,0.01298,0.0,0.0853,200000,195599.31696359132,-4400.683036408678,0.9779965848179566
2020-04-23,2,2.1244319345702958,0.0,0.01361,0.0,0.0858,200000,195599.31696359132,-4400.683036408678,0.9779965848179566
2020-04-24,2,1.9263209190992259,0.0,0.01392,0.0,0.0883,200000,195599.31696359132,-4400.683036408678,0.9779965848179566
2020-04-25,1,1.1649545813033264,-7005706.194971036,0.01396,1090297.1960066406,0.0897,200000,195599.31696359132,-4400.683036408678,0.9779965848179566
2020-04-26,0,0.08318975592208168,0.0,0.01426,0.0,0.0938,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-04-27,2,2.003449514571293,0.0,0.01452,0.0,0.0911,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-04-28,2,2.7306731089316805,0.0,0.01528,0.0,0.0922,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-04-29,2,2.802465467589843,0.0,0.01624,0.0,0.095,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-04-30,2,1.6495525698369173,0.0,0.01519,0.0,0.0918,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-05-01,2,1.210330613038983,0.0,0.01581,0.0,0.0967,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-05-02,0,0.15808928851971035,0.0,0.01635,0.0,0.1043,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-05-03,1,1.1552390311348975,-6042239.221965459,0.01599,991944.611491044,0.0974,200000,193230.8103184554,-6769.189681544609,0.966154051592277
2020-05-04,2,2.0803648189794997,0.0,0.01623,0.0,0.0938,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-05,2,1.6649799668564575,0.0,0.0159,0.0,0.0926,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-06,2,1.5099712957776505,0.0,0.01554,0.0,0.0903,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-07,2,1.5194699120938429,0.0,0.01603,0.0,0.0922,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-08,0,0.9367609194045012,0.0,0.01627,0.0,0.0959,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-09,2,1.3430479088551257,0.0,0.01609,0.0,0.0922,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-10,-2,-2.036945966060824,0.0,0.01426,0.0,0.0988,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-11,0,-0.9707725466458487,0.0,0.01398,0.0,0.0906,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-12,0,-0.4679933122333609,0.0,0.01455,0.0,0.0914,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-13,0,-0.004009107813934567,0.0,0.01501,0.0,0.0919,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-14,0,0.3285170372379181,0.0,0.01527,0.0,0.0917,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-15,0,0.2165664063143077,0.0,0.01488,0.0,0.0896,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-16,0,-0.2852974139029027,0.0,0.01497,0.0,0.092,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-17,0,-0.22442122419996677,0.0,0.015,0.0,0.0918,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-18,0,-0.47697557520244194,0.0,0.01537,0.0,0.0953,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-19,0,-0.18009379923272847,0.0,0.01553,0.0,0.0952,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-20,-2,-1.83840725664919,0.0,0.015,0.0,0.1009,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-21,-2,-2.2154793589899424,0.0,0.01421,0.0,0.1005,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-22,-2,-2.284850390935745,0.0,0.01484,0.0,0.1092,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-23,-2,-1.3221316750336833,0.0,0.01496,0.0,0.1032,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-24,-2,-1.2436969636040829,0.0,0.01421,0.0,0.0985,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-25,-2,-2.2047894869062397,0.0,0.01472,0.0,0.1158,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-26,-2,-2.96578483238475,0.0,0.01458,0.0,0.1467,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-27,-2,-1.7581863163205536,0.0,0.0147,0.0,0.1261,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-28,-1,-1.1645164378743205,6547290.235571165,0.01514,-821940.08429973,0.1206,200000,198251.9483330949,-1748.051666905114,0.9912597416654745
2020-05-29,-1,-1.1626938279681294,6547290.235571165,0.015,-821940.08429973,0.1216,200000,198157.26778441464,-1842.7322155853617,0.9907863389220732
2020-05-30,-1,-0.5067599224746027,6547290.235571165,0.01638,-821940.08429973,0.121,200000,206699.364258923,6699.364258922986,1.033496821294615
2020-05-31,-1,-0.43717363648542196,6547290.235571165,0.01582,-821940.08429973,0.1165,200000,199334.15134765438,-665.8486523456231,0.9966707567382719
2020-06-01,0,-0.17533807791718786,0.0,0.01707,0.0,0.122,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-02,0,-0.9334345434902435,0.0,0.01637,0.0,0.1323,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-03,0,-0.39323885856611807,0.0,0.01691,0.0,0.1276,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-04,0,-0.24171242304806634,0.0,0.01687,0.0,0.126,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-05,0,-0.05214726338545875,0.0,0.01685,0.0,0.1241,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-06,0,-0.09457902014362153,0.0,0.01704,0.0,0.1274,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-07,0,0.7909484264344868,0.0,0.0182,0.0,0.1257,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-08,0,0.5732801521716746,0.0,0.01794,0.0,0.1284,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-09,0,-0.27296278015515324,0.0,0.01754,0.0,0.1358,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-10,0,0.16621092717551295,0.0,0.0176,0.0,0.1318,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-11,0,0.7262334322497587,0.0,0.01573,0.0,0.1125,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-12,0,-0.03403435311607897,0.0,0.01644,0.0,0.1256,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-13,0,-0.013966629467764375,0.0,0.01668,0.0,0.1279,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-14,0,0.11354229575391174,0.0,0.01616,0.0,0.1225,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-15,0,0.008918384071784911,0.0,0.01606,0.0,0.1212,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-16,0,-0.1112317377186366,0.0,0.01613,0.0,0.1216,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-17,-2,-2.1335940609353314,0.0,0.01621,0.0,0.1347,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-18,-2,-2.7156738728714345,0.0,0.01602,0.0,0.1416,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-19,-2,-1.6577007050321901,0.0,0.01586,0.0,0.1334,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-20,-2,-1.498658381782184,0.0,0.01597,0.0,0.1347,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-21,-2,-2.4207042731536714,0.0,0.01582,0.0,0.1494,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-22,-2,-2.595701545544422,0.0,0.01638,0.0,0.1696,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-23,-2,-2.0595322268033955,0.0,0.0165,0.0,0.1686,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-24,-2,-2.0321809128886232,0.0,0.01593,0.0,0.172,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-25,-2,-2.3463781286047047,0.0,0.0159,0.0,0.2028,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-26,-2,-2.5123151918623674,0.0,0.01585,0.0,0.2574,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-27,-2,-1.9603726566255462,0.0,0.01544,0.0,0.2322,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-28,-2,-1.8735495150769834,0.0,0.01577,0.0,0.2577,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-29,-2,-1.7856604211850986,0.0,0.01619,0.0,0.2896,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-06-30,-2,-1.2305509095558766,0.0,0.01636,0.0,0.242,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-07-01,-1,-1.0330677645254303,5538742.416858308,0.01686,-389421.1724279861,0.2398,200000,186766.39429646215,-13233.605703537847,0.9338319714823108
2020-07-02,-1,-0.6053923993172716,5538742.416858308,0.01658,-389421.1724279861,0.2068,200000,172364.6477296183,-27635.3522703817,0.8618232386480915
2020-07-03,-1,-0.3695540557856856,5538742.416858308,0.01662,-389421.1724279861,0.1962,200000,168458.33299855597,-31541.66700144403,0.8422916649927799
2020-07-04,-1,-0.4907055641367842,5538742.416858308,0.01682,-389421.1724279861,0.2113,200000,175446.3411855902,-24553.658814409806,0.877231705927951
2020-07-05,-1,-0.3328203068276213,5538742.416858308,0.01688,-389421.1724279861,0.2069,200000,174065.21257191856,-25934.787428081443,0.8703260628595928
2020-07-06,0,0.027854244238609993,0.0,0.01802,0.0,0.2059,200000,167140.07534759777,-32859.92465240223,0.8357003767379888
2020-07-07,0,-0.09931403912835891,0.0,0.0172,0.0,0.2067,200000,167140.07534759777,-32859.92465240223,0.8357003767379888
2020-07-08,0,0.18938999087624217,0.0,0.01791,0.0,0.2055,200000,167140.07534759777,-32859.92465240223,0.8357003767379888
2020-07-09,0,0.8090891451613541,0.0,0.01856,0.0,0.1942,200000,167140.07534759777,-32859.92465240223,0.8357003767379888
2020-07-10,1,1.1187744941098188,-4612032.984205237,0.01812,448818.67708807136,0.1862,200000,167140.07534759777,-32859.92465240223,0.8357003767379888
2020-07-11,1,0.9961531089494817,-4612032.984205237,0.01837,448818.67708807136,0.1951,200000,172287.56981973292,-27712.43018026708,0.8614378490986646
2020-07-12,1,1.1229488304925102,-4612032.984205237,0.01818,448818.67708807136,0.1899,200000,169077.42643187597,-30922.573568124033,0.8453871321593798
2020-07-13,1,1.0350018535457381,-4612032.984205237,0.01756,448818.67708807136,0.1865,200000,164691.98247956927,-35308.01752043073,0.8234599123978463
2020-07-14,1,0.4929271836253644,-4612032.984205237,0.01765,448818.67708807136,0.2035,200000,172736.98295864492,-27263.01704135508,0.8636849147932246
2020-07-15,1,0.8160636427758149,-4612032.984205237,0.01757,448818.67708807136,0.1916,200000,167027.07806256047,-32972.92193743953,0.8351353903128024
2020-07-16,1,0.9697409910527892,-4612032.984205237,0.01716,448818.67708807136,0.1809,200000,160333.78469419398,-39666.21530580602,0.80166892347097
2020-07-17,1,0.6670591241412634,-4612032.984205237,0.01717,448818.67708807136,0.1865,200000,162893.28961572924,-37106.71038427076,0.8144664480786462
2020-07-18,1,0.7025632415310721,-4612032.984205237,0.01742,448818.67708807136,0.1867,200000,164136.06159719813,-35863.93840280187,0.8206803079859907
2020-07-19,1,0.7932150531924826,-4612032.984205237,0.01753,448818.67708807136,0.1859,200000,164284.33028379027,-35715.669716209726,0.8214216514189514
2020-07-20,1,0.42669790506758914,-4612032.984205237,0.01716,448818.67708807136,0.1869,200000,163026.6967567224,-36973.303243277594,0.8151334837836121
2020-07-21,1,0.8299740472645011,-4612032.984205237,0.01762,448818.67708807136,0.186,200000,164744.29512007756,-35255.70487992244,0.8237214756003878
2020-07-22,1,0.815663203253314,-4612032.984205237,0.01794,448818.67708807136,0.1887,200000,167431.956103161,-32568.043896838994,0.8371597805158051
2020-07-23,1,0.9308064275078392,-4612032.984205237,0.01792,448818.67708807136,0.1863,200000,166262.55061846552,-33737.449381534476,0.8313127530923277
2020-07-24,2,1.4375061597812648,0.0,0.01794,0.0,0.1811,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-25,2,2.0035514605580103,0.0,0.01877,0.0,0.1834,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-26,2,1.9573196911064537,0.0,0.01852,0.0,0.1788,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-27,2,2.950570548252111,0.0,0.01872,0.0,0.1667,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-28,2,2.3606903812702287,0.0,0.01912,0.0,0.1709,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-29,2,1.61719670667594,0.0,0.01915,0.0,0.1763,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-30,2,1.5758604768391433,0.0,0.01917,0.0,0.1746,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-07-31,2,1.7164459049147909,0.0,0.01968,0.0,0.1744,200000,168598.88466359,-31401.115336410003,0.84299442331795
2020-08-01,2,1.8259812468407677,0.0,0.02046,0.0,0.176,200000,168598.88466359,-31401.115336410003,0.84299442331795
