date,statusList,zscore,EOSUSDT_position,EOSUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-08-08,0,-0.9027478863714982,0.0,3.0649,0.0,13.123,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-09,0,-0.88457482410657,0.0,3.0272,0.0,12.997,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-10,-2,-1.7659564701522046,0.0,3.2365,0.0,14.526,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-11,-2,-1.8865109434618716,0.0,3.0048,0.0,13.686,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-12,-2,-2.2339816917560573,0.0,3.0253,0.0,14.344,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-13,-2,-1.652010274902895,0.0,3.1365,0.0,14.545,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-14,-2,-1.215101461377353,0.0,3.2606,0.0,14.813,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-15,0,0.6013888936720634,0.0,3.7228,0.0,15.103,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-16,0,0.8509955311668591,0.0,3.88,0.0,15.49,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-17,0,-0.6288277368872284,0.0,3.7762,0.0,16.56,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-18,0,-0.9898436785275455,0.0,3.5744,0.0,16.12,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-19,-2,-1.6090342246831135,0.0,3.3487,0.0,15.834,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-20,-2,-2.445552269931564,0.0,3.4429,0.0,17.842,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-21,-2,-1.800693710496212,0.0,3.2528,0.0,16.387,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-22,-2,-2.4420416626390913,0.0,3.362,0.0,18.936,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-23,-2,-1.865853502714926,0.0,3.3212,0.0,18.17,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-24,-2,-1.4616202508402782,0.0,3.3854,0.0,18.074,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-25,-2,-1.4635540810651,0.0,3.1206,0.0,17.023,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-26,-2,-1.438715123737386,0.0,3.1179,0.0,17.322,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-27,-2,-1.686235921593968,0.0,2.979,0.0,17.649,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-28,-2,-1.4435584316990961,0.0,3.1159,0.0,18.294,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-29,-2,-1.9903828445157958,0.0,3.126,0.0,21.141,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-30,-2,-1.4378598840469992,0.0,3.2614,0.0,20.662,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-31,-2,-1.3131823595659105,0.0,3.2081,0.0,20.443,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-09-01,-1,-1.0516646598655826,27981.40189723238,3.4724,-4515.621134356542,21.517,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-09-02,-2,-1.2081342541237896,0.0,3.1016,0.0,20.33,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-03,-2,-1.2356941846167762,0.0,2.6133,0.0,17.725,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-04,0,-0.8197582895515064,0.0,2.9948,0.0,18.904,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-05,0,-0.19966399368956497,0.0,2.9387,0.0,16.964,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-06,0,-0.2849276845918518,0.0,2.9024,0.0,17.156,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-07,0,-0.8604304677446908,0.0,2.852,0.0,18.204,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-08,0,-0.5296541434689203,0.0,2.7622,0.0,17.122,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-09,0,-0.5965487845974267,0.0,2.7514,0.0,17.282,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-10,-1,-1.1880892667927894,35895.25361632729,2.7767,-5398.6756969156095,18.462,200000,199340.70143291197,-659.2985670880298,0.9967035071645598
2020-09-11,-2,-1.9278728808055332,0.0,2.7846,0.0,20.319,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-12,-2,-2.1319631829642094,0.0,2.8052,0.0,21.725,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-13,-2,-1.6536990688485829,0.0,2.7249,0.0,20.339,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-14,-2,-2.0581904638720574,0.0,2.7317,0.0,22.018,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-15,-2,-1.3241753560112026,0.0,2.7034,0.0,20.27,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-16,-2,-1.4403120406332317,0.0,2.713,0.0,20.997,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-17,-2,-2.0526865129079326,0.0,2.7375,0.0,23.833,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-18,-2,-2.126968441562506,0.0,2.6905,0.0,25.307,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-19,-2,-1.6598060341340322,0.0,2.7031,0.0,24.5,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-20,-2,-1.3458520469557842,0.0,2.6715,0.0,23.579,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-21,0,-0.7203437583158607,0.0,2.5051,0.0,20.112,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-22,0,-0.526603757630767,0.0,2.5718,0.0,20.205,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-23,0,-0.6245487087611058,0.0,2.4423,0.0,19.685,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-24,0,-0.9168044853432598,0.0,2.5337,0.0,21.813,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-25,0,-0.688175980233994,0.0,2.5445,0.0,21.311,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-26,0,-0.463694412629287,0.0,2.5655,0.0,21.004,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-27,0,-0.3665178763866433,0.0,2.5897,0.0,21.147,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-28,0,0.0941498060670017,0.0,2.5626,0.0,20.11,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-29,0,0.7018795379042215,0.0,2.5995,0.0,19.691,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-09-30,2,1.2784285431467328,0.0,2.5777,0.0,19.078,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-01,2,1.3456414723089396,0.0,2.5446,0.0,18.786,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-02,2,1.4142691083478598,0.0,2.4787,0.0,18.089,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-03,2,1.5648219441892202,0.0,2.4786,0.0,17.806,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-04,2,1.3747058620283072,0.0,2.5176,0.0,18.125,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-05,2,1.6377360253058584,0.0,2.5257,0.0,17.664,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-06,2,2.6441077121663827,0.0,2.6959,0.0,16.569,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-07,2,1.9262699391709988,0.0,2.6436,0.0,16.764,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-08,2,1.4726319254618283,0.0,2.6066,0.0,17.019,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-09,2,1.2635200514917757,0.0,2.6406,0.0,17.39,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-10,1,1.0789419059916459,-39576.46596602598,2.6415,5962.201143450304,17.534,200000,209082.46969851526,9082.469698515255,1.0454123484925764
2020-10-11,1,0.8938809418054202,-39576.46596602598,2.6576,5962.201143450304,17.787,200000,211228.0876898612,11228.08768986119,1.056140438449306
2020-10-12,1,0.6435471586739745,-39576.46596602598,2.6428,5962.201143450304,17.983,200000,211810.94741768026,11810.947417680261,1.0590547370884014
2020-10-13,1,0.7816032123926403,-39576.46596602598,2.6383,5962.201143450304,17.591,200000,209295.67047260064,9295.670472600643,1.0464783523630032
2020-10-14,1,0.9812752125109192,-39576.46596602598,2.6065,5962.201143450304,16.959,200000,204269.02773222042,4269.02773222042,1.021345138661102
2020-10-15,1,0.6713727153175799,-39576.46596602598,2.5985,5962.201143450304,17.24,200000,205627.79452580173,5627.794525801728,1.0281389726290087
2020-10-16,1,0.44587506553427075,-39576.46596602598,2.5362,5962.201143450304,17.021,200000,201856.4586457027,1856.458645702689,1.0092822932285135
2020-10-17,0,0.12606987896142258,0.0,2.5217,0.0,17.191,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-18,0,-0.04733809286380864,0.0,2.5459,0.0,17.428,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-19,0,-0.03454975439046491,0.0,2.5819,0.0,17.569,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-20,0,0.17041621810636384,0.0,2.5264,0.0,16.948,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-21,0,-0.9712138380674308,0.0,2.6055,0.0,18.332,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-22,0,-0.9293779225316348,0.0,2.6693,0.0,18.653,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-23,0,-0.6061663695324494,0.0,2.6395,0.0,18.136,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-24,0,-0.7805715227268115,0.0,2.6597,0.0,18.312,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-25,0,0.399561072160815,0.0,2.7074,0.0,17.865,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-26,2,1.209120140039099,0.0,2.6291,0.0,17.084,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-27,2,2.09625469316024,0.0,2.6739,0.0,17.007,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-28,2,3.12958226347531,0.0,2.6524,0.0,15.87,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-29,2,2.9003123217806266,0.0,2.6387,0.0,15.276,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-30,2,2.054891728998181,0.0,2.5068,0.0,14.788,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-10-31,2,1.961706597016413,0.0,2.528,0.0,14.702,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-11-01,2,1.428275524998167,0.0,2.5185,0.0,14.941,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-11-02,0,0.5266150647724757,0.0,2.433,0.0,15.215,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-11-03,0,0.6085196656053465,0.0,2.3655,0.0,14.676,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-11-04,1,1.0904195787580326,-43900.758118775804,2.3506,7345.228986689047,14.049,200000,206386.24406798882,6386.244067988824,1.0319312203399442
2020-11-05,1,1.1969658309911693,-43900.758118775804,2.4464,7345.228986689047,14.401,200000,213177.4572990821,13177.457299082103,1.0658872864954105
2020-11-06,1,0.3565006557160248,-43900.758118775804,2.5349,7345.228986689047,15.712,200000,226692.2695941431,26692.269594143087,1.1334613479707154
2020-11-07,1,0.9343541773578202,-43900.758118775804,2.4971,7345.228986689047,14.813,200000,218429.4600782199,18429.460078219912,1.0921473003910995
2020-11-08,1,0.45012758655236984,-43900.758118775804,2.5361,7345.228986689047,15.45,200000,224820.5005093731,24820.500509373087,1.1241025025468654
2020-11-09,1,0.22306122908875067,-43900.758118775804,2.4975,7345.228986689047,15.378,200000,222597.07475894672,22597.07475894672,1.1129853737947335
2020-11-10,0,-0.08689077748177079,0.0,2.498,0.0,15.585,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-11,0,0.03486174594729071,0.0,2.4982,0.0,15.391,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-12,0,-0.47184276372150596,0.0,2.4632,0.0,15.456,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-13,0,-0.21729746011988602,0.0,2.5982,0.0,16.007,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-14,0,-0.4698119804568457,0.0,2.5359,0.0,15.684,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-15,0,-0.3486677674449534,0.0,2.4961,0.0,15.317,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-16,0,-0.13893525116526273,0.0,2.583,0.0,15.72,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-17,0,0.7671935641286617,0.0,2.7162,0.0,16.15,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-18,0,0.7947942152517773,0.0,2.6371,0.0,15.718,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-19,0,-0.1665597093074898,0.0,2.6363,0.0,16.095,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-20,2,1.38876994811728,0.0,2.7798,0.0,16.444,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-21,2,2.7255637809138884,0.0,3.2306,0.0,18.32,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-22,2,2.491152296411322,0.0,3.0633,0.0,17.18,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-23,2,1.8963538782968559,0.0,3.3789,0.0,19.093,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-24,2,1.473283550146976,0.0,3.5987,0.0,20.499,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-25,1,1.1061977848211757,-29429.576910553038,3.4247,5113.260212346963,19.711,200000,201574.94409114198,1574.9440911419806,1.00787472045571
2020-11-26,1,0.6977133456884774,-29429.576910553038,2.9522,5113.260212346963,17.192,200000,174789.16652600368,-25210.833473996317,0.8739458326300185
2020-11-27,0,0.06350466407901396,0.0,2.8734,0.0,17.12,200000,198598.87555054505,-1401.1244494549464,0.9929943777527253
2020-11-28,0,0.5297331014265879,0.0,2.9982,0.0,17.533,200000,198598.87555054505,-1401.1244494549464,0.9929943777527253
2020-11-29,0,0.5292419271844324,0.0,3.0311,0.0,17.684,200000,198598.87555054505,-1401.1244494549464,0.9929943777527253
2020-11-30,1,1.1169979382576822,-30445.941369085554,3.2615,5345.289216518949,18.577,200000,198598.87555054505,-1401.1244494549464,0.9929943777527253
2020-12-01,1,0.2417513618221331,-30445.941369085554,2.9942,5345.289216518949,17.53,200000,184864.15761289315,-15135.842387106852,0.9243207880644657
2020-12-02,0,-0.07472521606326404,0.0,3.0565,0.0,18.026,200000,195302.7119281845,-4697.288071815507,0.9765135596409225
2020-12-03,-2,-1.3056041800156588,0.0,3.0803,0.0,18.853,200000,195302.7119281845,-4697.288071815507,0.9765135596409225
2020-12-04,-1,-1.1601549697053868,34316.61370680779,2.8456,-5645.239678812131,17.298,200000,195302.7119281845,-4697.288071815507,0.9765135596409225
2020-12-05,-1,-0.6552865687028909,34316.61370680779,3.0079,-5645.239678812131,17.975,200000,204694.1255953552,4694.125595355203,1.023470627976776
2020-12-06,-1,-0.6756818412004195,34316.61370680779,2.9969,-5645.239678812131,17.89,200000,203836.79747188132,3836.7974718813202,1.0191839873594066
2020-12-07,-1,-0.33545413361557114,34316.61370680779,2.9491,-5645.239678812131,17.442,200000,199667.39596058807,-332.6040394119336,0.9983369798029403
2020-12-08,0,-0.08186966206474479,0.0,2.803,0.0,16.456,200000,192011.30786253468,-7988.6921374653175,0.9600565393126734
2020-12-09,-1,-1.0987820814693046,34183.96080871189,2.8085,-5681.144087299091,16.899,200000,192011.30786253468,-7988.6921374653175,0.9600565393126734
2020-12-10,-1,-0.48689483108694537,34183.96080871189,2.7401,-5681.144087299091,16.238,200000,185917.88870151408,-14082.111298485921,0.9295894435075704
2020-12-11,-1,-0.2514501645485471,34183.96080871189,2.6938,-5681.144087299091,15.898,200000,182403.58232638903,-17596.417673610966,0.9120179116319451
2020-12-12,-1,-0.517254165715525,34183.96080871189,2.7672,-5681.144087299091,16.463,200000,188122.5314590725,-11877.468540927512,0.9406126572953625
2020-12-13,-2,-1.2605957087782236,0.0,2.8507,0.0,17.261,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-14,-2,-1.586005923124494,0.0,2.847,0.0,17.398,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-15,0,-0.37208544397575144,0.0,2.8615,0.0,17.103,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-16,2,1.3970327249716472,0.0,3.102,0.0,17.952,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-17,0,0.7928164012179778,0.0,3.0416,0.0,17.773,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-18,0,0.6741821341928095,0.0,3.0594,0.0,17.918,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-19,0,0.8279988388545761,0.0,3.0535,0.0,17.835,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-20,2,2.818109513429236,0.0,3.1361,0.0,17.541,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-21,2,2.0514329716329804,0.0,2.9288,0.0,16.514,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-22,2,1.421642561864008,0.0,2.898,0.0,16.516,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-23,0,0.5394665570803312,0.0,2.3148,0.0,13.456,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-24,1,1.101768751429174,-36096.491806463026,2.6682,6307.725420001615,15.269,200000,192625.31887600932,-7374.681123990682,0.9631265943800466
2020-12-25,2,1.2075840731435794,0.0,2.6661,0.0,15.173,200000,193155.05788353586,-6844.942116464139,0.9657752894176793
2020-12-26,0,0.7960139650015454,0.0,2.6128,0.0,14.984,200000,193155.05788353586,-6844.942116464139,0.9657752894176793
2020-12-27,2,1.8086691667850554,0.0,2.7167,0.0,15.112,200000,193155.05788353586,-6844.942116464139,0.9657752894176793
2020-12-28,1,1.0495154227174077,-34943.74735573049,2.7638,6178.984577208441,15.63,200000,193155.05788353586,-6844.942116464139,0.9657752894176793
2020-12-29,1,0.6438903861154043,-34943.74735573049,2.6391,6178.984577208441,15.054,200000,185238.4774718042,-14761.522528195812,0.926192387359021
2020-12-30,1,1.0136401331269165,-34943.74735573049,2.6123,6178.984577208441,14.722,200000,182250.56216303742,-17749.437836962577,0.9112528108151872
2020-12-31,2,1.7059296437794333,0.0,2.5911,0.0,14.256,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-01,2,1.6213479385968048,0.0,2.6378,0.0,14.461,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-02,2,1.5047100074005284,0.0,2.6321,0.0,14.426,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-03,0,-0.23536195113504846,0.0,2.7985,0.0,16.024,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-04,0,-0.9842765909749881,0.0,2.8191,0.0,16.372,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-05,-2,-1.2229891686817187,0.0,2.8862,0.0,16.868,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-06,0,-0.8767909646574873,0.0,3.3711,0.0,19.535,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-07,-2,-3.5091118100833745,0.0,3.1943,0.0,20.889,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-08,-2,-2.26350443154493,0.0,3.1094,0.0,19.724,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-09,0,-0.6009067111524754,0.0,3.6145,0.0,21.338,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-10,-2,-3.579264982875331,0.0,3.0552,0.0,24.921,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-11,-2,-2.9465403040941336,0.0,2.6663,0.0,23.658,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-12,-2,-2.1933552911015157,0.0,2.5969,0.0,22.148,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-13,-2,-1.8030593918457514,0.0,2.767,0.0,23.229,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-14,-2,-1.4986682724185196,0.0,2.8089,0.0,23.104,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-15,-2,-1.470778855482471,0.0,2.7566,0.0,23.493,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-16,-2,-1.301425159531757,0.0,2.777,0.0,23.58,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-17,-2,-1.2279145486113978,0.0,2.764,0.0,23.841,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-18,-2,-1.4606770944847545,0.0,2.8144,0.0,27.055,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-19,-2,-1.2482281127050854,0.0,2.7895,0.0,26.273,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-20,-1,-1.125105857586631,35237.46172436332,2.7756,-3751.346224384122,26.072,200000,195610.19752428564,-4389.802475714358,0.9780509876214282
2021-01-21,-1,-0.7503589808314608,35237.46172436332,2.5451,-3751.346224384122,22.096,200000,172572.61000866865,-27427.38999133135,0.8628630500433432
2021-01-22,-1,-0.7965585600902727,35237.46172436332,2.6208,-3751.346224384122,23.469,200000,180390.68422728236,-19609.315772717644,0.9019534211364117
2021-01-23,-1,-0.7563562437688601,35237.46172436332,2.7028,-3751.346224384122,24.425,200000,186866.44307919135,-13133.556920808653,0.9343322153959568
2021-01-24,-1,-0.66036624584194,35237.46172436332,2.7135,-3751.346224384122,24.401,200000,187153.4516102568,-12846.548389743199,0.935767258051284
2021-01-25,-1,-0.4838180639000261,35237.46172436332,2.6481,-3751.346224384122,23.313,200000,180767.45692135353,-19232.54307864647,0.9038372846067676
2021-01-26,-1,-0.41435487683492156,35237.46172436332,2.6278,-3751.346224384122,23.158,200000,179470.67778356944,-20529.322216430563,0.8973533889178472
2021-01-27,0,-0.016518581652501994,0.0,2.5001,0.0,21.033,200000,186415.0846046761,-13584.915395323886,0.9320754230233805
2021-01-28,0,0.3334313497689286,0.0,2.709,0.0,22.245,200000,186415.0846046761,-13584.915395323886,0.9320754230233805
2021-01-29,1,1.083255862821212,-34227.211480000755,2.7232,4133.555470412793,22.549,200000,186415.0846046761,-13584.915395323886,0.9320754230233805
2021-01-30,2,2.191398693395448,0.0,2.9319,0.0,22.864,200000,192256.23366737226,-7743.76633262774,0.9612811683368613
2021-01-31,2,2.2164408549457666,0.0,2.9297,0.0,22.276,200000,192256.23366737226,-7743.76633262774,0.9612811683368613
2021-02-01,2,1.9541040084043382,0.0,3.055,0.0,23.119,200000,192256.23366737226,-7743.76633262774,0.9612811683368613
2021-02-02,1,1.119677540089627,-32065.151217080667,2.9979,4049.2045844012696,23.74,200000,192256.23366737226,-7743.76633262774,0.9612811683368613
2021-02-03,1,0.8519100829204649,-32065.151217080667,3.0665,4049.2045844012696,24.662,200000,198189.26966768198,-1810.730332318024,0.9909463483384099
2021-02-04,1,1.109020905261451,-32065.151217080667,3.0226,4049.2045844012696,23.75,200000,193088.73494827817,-6911.265051721828,0.9654436747413908
2021-02-05,1,1.002145012112497,-32065.151217080667,3.3128,4049.2045844012696,26.07,200000,211788.19646728592,11788.196467285918,1.0589409823364295
2021-02-06,1,1.1326874352453,-32065.151217080667,3.2092,4049.2045844012696,24.834,200000,203461.42993487642,3461.429934876418,1.0173071496743822
2021-02-07,2,2.0491201426922494,0.0,3.44,0.0,24.526,200000,203249.56221710422,3249.5622171042196,1.016247811085521
2021-02-08,1,1.0092810667004788,-28278.593401940092,3.5937,3711.6428454547886,27.38,200000,203249.56221710422,3249.5622171042196,1.016247811085521
2021-02-09,2,1.2157753371996216,0.0,4.1631,0.0,31.065,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-10,0,-0.03412225753533739,0.0,4.126,0.0,33.39,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-11,0,0.2107255942102344,0.0,4.5833,0.0,36.297,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-12,0,0.13979653681986332,0.0,4.7489,0.0,37.572,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-13,0,0.7049461110790631,0.0,5.5562,0.0,42.415,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-14,-2,-1.7412236536937338,0.0,5.0667,0.0,43.942,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-15,-2,-2.0351013808848877,0.0,4.7148,0.0,41.575,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-16,-2,-1.860499928756992,0.0,4.6447,0.0,40.945,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-17,-2,-1.6289105961586603,0.0,4.8441,0.0,42.551,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-18,-2,-1.891058482063407,0.0,4.8146,0.0,43.783,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-19,-2,-1.7120377911008886,0.0,5.2267,0.0,47.847,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-20,-2,-1.4122738070003318,0.0,4.839,0.0,43.866,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-21,-2,-2.548661032222169,0.0,5.1008,0.0,54.9,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-22,-2,-1.6604563301893587,0.0,4.6877,0.0,46.879,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-23,-2,-1.4900423943004506,0.0,3.8521,0.0,38.65,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-24,-2,-1.5737618087495127,0.0,3.8892,0.0,40.619,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-25,-2,-1.4276673851796,0.0,3.6711,0.0,38.541,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-26,-2,-1.3453957061785704,0.0,3.5477,0.0,37.68,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-27,0,-0.9746963661941673,0.0,3.6715,0.0,37.28,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-02-28,0,-0.8800769794882924,0.0,3.4765,0.0,35.261,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-03-01,0,-0.9163695000062584,0.0,3.7049,0.0,38.12,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-03-02,0,-0.821800319757657,0.0,3.671,0.0,37.733,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-03-03,0,-0.8025920522952819,0.0,3.8258,0.0,39.6,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-03-04,0,-0.5033148283833887,0.0,3.7483,0.0,37.827,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-03-05,0,-0.4965911845702589,0.0,3.6904,0.0,37.408,200000,205673.989414668,5673.989414668002,1.02836994707334
2021-03-06,0,-0.54488134764766,0.0,3.7207,0.0,38.079,200000,205673.989414668,5673.989414668002,1.02836994707334
