date,statusList,zscore,FETUSDT_position,FETUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-02-07,0,-0.8030617295372481,0.0,0.04669,0.0,0.1614,200000,200000.0,0.0,1.0
2020-02-08,0,-0.7879896434887244,0.0,0.04483,0.0,0.1565,200000,200000.0,0.0,1.0
2020-02-09,0,-0.29956524487012315,0.0,0.04946,0.0,0.1621,200000,200000.0,0.0,1.0
2020-02-10,0,-0.09195580399649894,0.0,0.04853,0.0,0.1557,200000,200000.0,0.0,1.0
2020-02-11,0,0.15006093912202478,0.0,0.05124,0.0,0.1607,200000,200000.0,0.0,1.0
2020-02-12,0,-0.4412146895578851,0.0,0.05301,0.0,0.1808,200000,200000.0,0.0,1.0
2020-02-13,0,-0.7380715235814369,0.0,0.05431,0.0,0.1948,200000,200000.0,0.0,1.0
2020-02-14,-2,-1.348921560808236,0.0,0.05425,0.0,0.2128,200000,200000.0,0.0,1.0
2020-02-15,-2,-1.8906184928536498,0.0,0.04983,0.0,0.2142,200000,200000.0,0.0,1.0
2020-02-16,-2,-1.4965259929423869,0.0,0.0465,0.0,0.1902,200000,200000.0,0.0,1.0
2020-02-17,-1,-1.1651223699456363,2183406.113537118,0.0458,-551571.9801434088,0.1813,200000,200000.0,0.0,1.0
2020-02-18,-1,-0.6654096904984019,2183406.113537118,0.04787,-551571.9801434088,0.182,200000,204905.75104112222,4905.751041122217,1.024528755205611
2020-02-19,-1,-1.0330112384600278,2183406.113537118,0.04213,-551571.9801434088,0.1671,200000,184154.57744528237,-15845.422554717632,0.9207728872264118
2020-02-20,-1,-0.972174249902483,2183406.113537118,0.04101,-551571.9801434088,0.1628,200000,179337.40308350415,-20662.59691649585,0.8966870154175207
2020-02-21,-1,-1.0011656716324517,2183406.113537118,0.04205,-551571.9801434088,0.1687,200000,184862.42012442884,-15137.579875571158,0.9243121006221442
2020-02-22,-1,-0.4194832242093808,2183406.113537118,0.04199,-551571.9801434088,0.16,200000,179932.73953036897,-20067.26046963103,0.8996636976518448
2020-02-23,-1,-0.5287296664745584,2183406.113537118,0.04342,-551571.9801434088,0.168,200000,187467.58611387433,-12532.413886125665,0.9373379305693716
2020-02-24,-1,-0.417647654444724,2183406.113537118,0.04061,-551571.9801434088,0.1558,200000,174603.03677708545,-25396.96322291455,0.8730151838854272
2020-02-25,-1,-0.24394328989360134,2183406.113537118,0.03761,-551571.9801434088,0.1418,200000,160330.81071446638,-39669.18928553362,0.8016540535723319
2020-02-26,0,0.009868215103633605,0.0,0.03268,0.0,0.1209,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-02-27,0,-0.6215226720864963,0.0,0.03278,0.0,0.1292,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-02-28,0,-0.682879055654851,0.0,0.03242,0.0,0.1294,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-02-29,0,-0.3555966121887136,0.0,0.03215,0.0,0.1254,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-01,0,-0.4729909267974138,0.0,0.03232,0.0,0.1281,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-02,0,-0.003923267082570233,0.0,0.03483,0.0,0.135,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-03,0,0.13299759142084588,0.0,0.03397,0.0,0.1319,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-04,2,2.3803290488363733,0.0,0.03653,0.0,0.1308,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-05,2,1.2353004798099887,0.0,0.03638,0.0,0.135,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-06,2,1.6639001097038362,0.0,0.03714,0.0,0.1355,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-07,2,1.7302818150836237,0.0,0.03539,0.0,0.128,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-08,0,0.9165205822798186,0.0,0.02999,0.0,0.1111,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-09,-1,-1.1775865912668362,3416078.009950072,0.02859,-852975.2865019437,0.1145,200000,195331.34060894512,-4668.659391054884,0.9766567030447256
2020-03-10,-1,-1.0361654131415932,3416078.009950072,0.02883,-852975.2865019437,0.1149,200000,196492.38944593392,-3507.610554066079,0.9824619472296696
2020-03-11,-1,-0.5472126961671696,3416078.009950072,0.0283,-852975.2865019437,0.1106,200000,191014.07436870201,-8985.925631297985,0.9550703718435101
2020-03-12,-2,-3.6607332372980506,0.0,0.01071,0.0,0.0554,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-13,-2,-2.3676799487995823,0.0,0.01262,0.0,0.0616,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-14,-2,-2.7314792251722335,0.0,0.01116,0.0,0.0637,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-15,-2,-2.7692661170491752,0.0,0.01147,0.0,0.0796,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-16,-2,-2.083910779694084,0.0,0.00987,0.0,0.0645,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-17,-2,-1.6181284053833613,0.0,0.01088,0.0,0.0669,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-18,-2,-1.4055585565908915,0.0,0.01092,0.0,0.0665,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-19,-2,-1.313686465301533,0.0,0.01264,0.0,0.0784,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-20,-2,-1.24799701680462,0.0,0.01311,0.0,0.0833,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-21,0,-0.9868612729626146,0.0,0.01353,0.0,0.0818,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-22,0,-0.9108686464749006,0.0,0.01187,0.0,0.0722,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-23,0,-0.7390172880171365,0.0,0.01348,0.0,0.0797,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-24,0,-0.6949196632645772,0.0,0.01374,0.0,0.0821,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-25,0,-0.4692952228607459,0.0,0.0143,0.0,0.0818,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-26,0,-0.4547191587597403,0.0,0.01429,0.0,0.0831,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-27,0,-0.26308708799130537,0.0,0.01405,0.0,0.0796,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-28,0,-0.29857980474777807,0.0,0.01354,0.0,0.0788,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-29,0,-0.6396122328242626,0.0,0.0125,0.0,0.0789,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-30,0,-0.3164455165811773,0.0,0.01381,0.0,0.0835,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-03-31,0,-0.024433277272475466,0.0,0.01404,0.0,0.0835,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-04-01,0,0.24402532168602828,0.0,0.01411,0.0,0.0829,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-04-02,0,0.7098684077238508,0.0,0.01446,0.0,0.0844,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-04-03,0,0.6949172332877096,0.0,0.01447,0.0,0.0847,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-04-04,1,1.0084759144785493,-6968876.048531378,0.01478,1206088.8524273273,0.0854,200000,205999.97599458753,5999.975994587527,1.0299998799729377
2020-04-05,1,0.41052321787773594,-6968876.048531378,0.01437,1206088.8524273273,0.0846,200000,202177.86573274777,2177.8657327477704,1.0108893286637388
2020-04-06,2,1.4628199042181977,0.0,0.01573,0.0,0.0892,200000,208037.2706014685,8037.27060146851,1.0401863530073425
2020-04-07,2,1.6002290731181694,0.0,0.01564,0.0,0.0877,200000,208037.2706014685,8037.27060146851,1.0401863530073425
2020-04-08,2,1.2156454783887671,0.0,0.01609,0.0,0.091,200000,208037.2706014685,8037.27060146851,1.0401863530073425
2020-04-09,2,2.118618848495225,0.0,0.0167,0.0,0.0912,200000,208037.2706014685,8037.27060146851,1.0401863530073425
2020-04-10,2,1.6497632868022563,0.0,0.01487,0.0,0.0818,200000,208037.2706014685,8037.27060146851,1.0401863530073425
2020-04-11,1,1.1873561089649032,-6971758.398172538,0.01492,1253236.5698883645,0.083,200000,208037.2706014685,8037.27060146851,1.0401863530073425
2020-04-12,1,0.694220930933662,-6971758.398172538,0.01505,1253236.5698883645,0.0849,200000,211324.74867601885,11324.748676018848,1.0566237433800942
2020-04-13,1,0.924548149904647,-6971758.398172538,0.01491,1253236.5698883645,0.0832,200000,208218.20033146447,8218.200331464468,1.0410910016573223
2020-04-14,1,0.740114244920904,-6971758.398172538,0.015,1253236.5698883645,0.0841,200000,209973.5715001995,9973.571500199498,1.0498678575009974
2020-04-15,0,-0.07567199556400672,0.0,0.01411,0.0,0.0813,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-16,0,0.310982659306815,0.0,0.01491,0.0,0.0848,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-17,0,0.6791163492443913,0.0,0.01502,0.0,0.0842,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-18,0,0.46787744239823736,0.0,0.01544,0.0,0.087,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-19,2,1.3308526636196958,0.0,0.01555,0.0,0.0855,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-20,-2,-1.7063756792571216,0.0,0.01438,0.0,0.0852,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-21,0,-0.6479242245412967,0.0,0.01441,0.0,0.083,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-22,0,-0.47379068633767035,0.0,0.01489,0.0,0.0853,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-23,0,0.5747820213342442,0.0,0.01536,0.0,0.0858,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-24,2,2.8322559958681213,0.0,0.01693,0.0,0.0883,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-25,2,3.9145691558904248,0.0,0.02032,0.0,0.0897,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-26,2,1.4478891186970886,0.0,0.01874,0.0,0.0938,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-27,2,2.488697249894226,0.0,0.02023,0.0,0.0911,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-28,2,2.0939141597040325,0.0,0.02055,0.0,0.0922,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-29,2,1.6945886938351924,0.0,0.02094,0.0,0.095,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-04-30,2,1.3755587859565397,0.0,0.01997,0.0,0.0918,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-05-01,1,1.0112825019422809,-4981019.202819264,0.02053,1057500.76767197,0.0967,200000,204520.64846775896,4520.6484677589615,1.0226032423387947
2020-05-02,0,0.10435198325130587,0.0,0.02029,0.0,0.1043,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-03,0,0.5987269878926621,0.0,0.02005,0.0,0.0974,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-04,0,0.3300808206497666,0.0,0.0189,0.0,0.0938,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-05,0,0.7520973181382442,0.0,0.01959,0.0,0.0926,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-06,0,0.35818000801755007,0.0,0.01852,0.0,0.0903,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-07,0,-0.17710043650301288,0.0,0.01806,0.0,0.0922,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-08,0,-0.17723030058695405,0.0,0.01889,0.0,0.0959,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-09,0,0.14927743145469174,0.0,0.01879,0.0,0.0922,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-10,-2,-1.3916101306659006,0.0,0.01768,0.0,0.0988,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-11,0,-0.9816052259722635,0.0,0.01697,0.0,0.0906,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-12,0,-0.5802182785904686,0.0,0.01785,0.0,0.0914,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-13,0,-0.22960560706333216,0.0,0.01853,0.0,0.0919,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-14,0,0.509073864398006,0.0,0.01944,0.0,0.0917,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-15,1,1.0459996262786493,-5007389.692942958,0.0195,1089777.8907632553,0.0896,200000,195288.19802477537,-4711.801975224633,0.9764409901238769
2020-05-16,2,2.032514139359464,0.0,0.02156,0.0,0.092,200000,202987.95385440605,2987.953854406049,1.0149397692720303
2020-05-17,2,1.2601808563846897,0.0,0.02058,0.0,0.0918,200000,202987.95385440605,2987.953854406049,1.0149397692720303
2020-05-18,0,0.44131454640908563,0.0,0.02023,0.0,0.0953,200000,202987.95385440605,2987.953854406049,1.0149397692720303
2020-05-19,0,0.7050227158706084,0.0,0.0205,0.0,0.0952,200000,202987.95385440605,2987.953854406049,1.0149397692720303
2020-05-20,0,-0.7845352582905787,0.0,0.01967,0.0,0.1009,200000,202987.95385440605,2987.953854406049,1.0149397692720303
2020-05-21,-1,-1.019561495524175,5299946.575833056,0.01915,-1009890.3176836121,0.1005,200000,202987.95385440605,2987.953854406049,1.0149397692720303
2020-05-22,-2,-1.27132166134014,0.0,0.02034,0.0,0.1092,200000,205467.06319301212,5467.063193012116,1.0273353159650607
2020-05-23,0,-0.6460891213826269,0.0,0.02003,0.0,0.1032,200000,205467.06319301212,5467.063193012116,1.0273353159650607
2020-05-24,0,-0.007857514846614257,0.0,0.01999,0.0,0.0985,200000,205467.06319301212,5467.063193012116,1.0273353159650607
2020-05-25,0,-0.5390988270366913,0.0,0.02256,0.0,0.1158,200000,205467.06319301212,5467.063193012116,1.0273353159650607
2020-05-26,-2,-2.298296291110671,0.0,0.02386,0.0,0.1467,200000,205467.06319301212,5467.063193012116,1.0273353159650607
2020-05-27,-1,-1.0417348257905779,4478357.959743071,0.02294,-814698.9024306587,0.1261,200000,205467.0631930121,5467.063193012087,1.0273353159650604
2020-05-28,-1,-0.8966385524298516,4478357.959743071,0.02211,-814698.9024306587,0.1206,200000,197269.18212305673,-2730.8178769432707,0.9863459106152836
2020-05-29,-1,-0.6413528746586542,4478357.959743071,0.02271,-814698.9024306587,0.1216,200000,200770.89580133324,770.8958013332449,1.0038544790066661
2020-05-30,-1,-0.7581875267740817,4478357.959743071,0.02242,-814698.9024306587,0.121,200000,198983.35265154933,-1016.6473484506714,0.9949167632577467
2020-05-31,-1,-0.39825681437144844,4478357.959743071,0.02233,-814698.9024306587,0.1165,200000,194914.15537423454,-5085.844625765458,0.9745707768711727
2020-06-01,-1,-0.23249609197729448,4478357.959743071,0.02372,-814698.9024306587,0.122,200000,205619.916901646,5619.916901646007,1.0280995845082301
2020-06-02,-2,-1.2929488320902007,0.0,0.02303,0.0,0.1323,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-03,0,-0.03137907338204329,0.0,0.02496,0.0,0.1276,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-04,0,-0.02416270054151922,0.0,0.02452,0.0,0.126,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-05,0,0.4784768465536553,0.0,0.02481,0.0,0.1241,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-06,2,1.9924667137365515,0.0,0.02799,0.0,0.1274,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-07,2,1.8315273570014947,0.0,0.02752,0.0,0.1257,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-08,2,1.307891286638355,0.0,0.02709,0.0,0.1284,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-09,0,0.659959922030587,0.0,0.02752,0.0,0.1358,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-10,2,1.7745930171890003,0.0,0.02926,0.0,0.1318,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-11,2,2.068230927440372,0.0,0.02621,0.0,0.1125,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-12,1,1.1566614557999815,-3813341.9994864846,0.02755,836445.6376262156,0.1256,200000,210115.14417170532,10115.144171705324,1.0505757208585267
2020-06-13,2,1.627251459099104,0.0,0.02961,0.0,0.1279,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-14,2,1.6680626828827934,0.0,0.02905,0.0,0.1225,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-15,2,1.4949278053430306,0.0,0.02858,0.0,0.1212,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-16,2,2.4910234916817617,0.0,0.03274,0.0,0.1216,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-17,0,0.76140827912053,0.0,0.03102,0.0,0.1347,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-18,0,0.04687789241496976,0.0,0.03046,0.0,0.1416,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-19,0,0.801486143443325,0.0,0.0312,0.0,0.1334,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-20,0,0.546376009630431,0.0,0.03097,0.0,0.1347,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-21,0,-0.5126560605616225,0.0,0.03117,0.0,0.1494,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-22,-2,-1.8193301476590404,0.0,0.03128,0.0,0.1696,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-23,-2,-1.9491386488258544,0.0,0.03004,0.0,0.1686,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-24,-2,-2.1366267425352925,0.0,0.02888,0.0,0.172,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-25,-2,-2.6246596473113133,0.0,0.02803,0.0,0.2028,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-26,-2,-2.7130071845872488,0.0,0.02742,0.0,0.2574,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-27,-2,-2.0952298911508724,0.0,0.02621,0.0,0.2322,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-28,-2,-1.9495555443387584,0.0,0.02662,0.0,0.2577,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-29,-2,-1.8315194557435877,0.0,0.02722,0.0,0.2896,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-06-30,-2,-1.296223820544744,0.0,0.02772,0.0,0.242,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-07-01,-1,-1.1401169364047972,3874583.9979215777,0.02788,-450472.90184342605,0.2398,200000,216046.80372410716,16046.803724107158,1.0802340186205357
2020-07-02,-1,-0.6552856364063717,3874583.9979215777,0.02895,-450472.90184342605,0.2068,200000,205327.0028410502,5327.002841050213,1.0266350142052512
2020-07-03,-1,-0.30857456923381793,3874583.9979215777,0.03069,-450472.90184342605,0.1962,200000,207293.76623789343,7293.766237893433,1.0364688311894672
2020-07-04,-1,-0.5232843865937042,3874583.9979215777,0.02968,-450472.90184342605,0.2113,200000,210182.57721782837,10182.577217828366,1.050912886089142
2020-07-05,-1,-0.5454373262254409,3874583.9979215777,0.02799,-450472.90184342605,0.2069,200000,201652.4494932298,1652.4494932297966,1.008262247466149
2020-07-06,0,-0.14628784212943136,0.0,0.03112,0.0,0.2059,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-07,0,0.031899020004174945,0.0,0.03214,0.0,0.2067,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-08,0,0.6236402583924697,0.0,0.0365,0.0,0.2055,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-09,0,0.8871555631791799,0.0,0.03538,0.0,0.1942,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-10,2,1.2367626928177486,0.0,0.03504,0.0,0.1862,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-11,2,1.555584254017384,0.0,0.0383,0.0,0.1951,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-12,2,2.198197123115391,0.0,0.04318,0.0,0.1899,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-13,2,2.36470440777543,0.0,0.04705,0.0,0.1865,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-14,2,1.5524828069974805,0.0,0.04591,0.0,0.2035,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-15,2,1.8627047630767415,0.0,0.04875,0.0,0.1916,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-16,2,2.1104697492346274,0.0,0.05205,0.0,0.1809,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-17,2,1.618869312630564,0.0,0.05088,0.0,0.1865,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-18,2,1.713050359452375,0.0,0.05448,0.0,0.1867,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-19,2,1.548815164106782,0.0,0.05423,0.0,0.1859,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-20,2,1.4793156393849904,0.0,0.0556,0.0,0.1869,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-21,2,1.4336512865755215,0.0,0.05648,0.0,0.186,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-22,1,1.1088587838241553,-1715476.851971829,0.05486,498733.7578122657,0.1887,200000,188222.1201983491,-11777.87980165091,0.9411106009917455
2020-07-23,1,0.9185234851867721,-1715476.851971829,0.0531,498733.7578122657,0.1863,200000,184005.91992012924,-15994.080079870764,0.9200295996006462
2020-07-24,1,0.6372622494566268,-1715476.851971829,0.04941,498733.7578122657,0.1811,200000,175082.3947957294,-24917.6052042706,0.875411973978647
2020-07-25,1,0.5880613956342136,-1715476.851971829,0.05028,498733.7578122657,0.1834,200000,177721.9472999131,-22278.052700086904,0.8886097364995655
2020-07-26,1,0.9359020026958959,-1715476.851971829,0.05289,498733.7578122657,0.1788,200000,179905.16659762315,-20094.833402376855,0.8995258329881157
2020-07-27,2,2.2441361748309046,0.0,0.06221,0.0,0.1667,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-07-28,2,2.6174510475763935,0.0,0.07266,0.0,0.1709,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-07-29,2,1.7904263030007372,0.0,0.06878,0.0,0.1763,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-07-30,2,2.202213547828395,0.0,0.07629,0.0,0.1746,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-07-31,2,1.8101438980293032,0.0,0.07437,0.0,0.1744,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-08-01,2,1.59839814928326,0.0,0.07495,0.0,0.176,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-08-02,2,1.389536867997739,0.0,0.07163,0.0,0.1693,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-08-03,2,1.2592717783037626,0.0,0.07168,0.0,0.1697,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-08-04,2,1.5741016090975954,0.0,0.07713,0.0,0.1687,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-08-05,2,1.961719016236012,0.0,0.08762,0.0,0.1719,200000,211803.0177322119,11803.017732211913,1.0590150886610596
2020-08-06,2,2.1088175218527065,0.0,0.097,0.0,0.1753,200000,211803.0177322119,11803.017732211913,1.0590150886610596
