date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-02-05,-2,-1.9147623424367128,0.0,0.0006959,0.0,0.27774,200000,213132.2228686637,13132.222868663695,1.0656611143433186
2020-02-06,-1,-1.0713611352972632,144008258.69504303,0.00074,-376226.3422218247,0.28325,200000,213132.22286866367,13132.222868663666,1.0656611143433183
2020-02-07,0,0.35563137874098905,0.0,0.0007744,0.0,0.27953,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-08,2,1.5859226219683626,0.0,0.000808,0.0,0.27735,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-09,0,0.933030494923995,0.0,0.0008003,0.0,0.28257,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-10,0,0.4523571078690465,0.0,0.0007595,0.0,0.27338,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-11,0,0.17217128007851928,0.0,0.000771,0.0,0.281,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-12,0,0.6415392124917153,0.0,0.0008498,0.0,0.30427,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-13,0,-0.5013305573927004,0.0,0.0008714,0.0,0.32709,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-14,0,-0.5312634030427255,0.0,0.0008915,0.0,0.33594,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-15,0,0.5550823469082421,0.0,0.000849,0.0,0.30729,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-16,1,1.1853246621798632,-125199065.61908998,0.0008258,353782.46779443097,0.29224,200000,206778.77677648902,6778.776776489016,1.0338938838824452
2020-02-17,1,0.4196516666795006,-125199065.61908998,0.0007907,353782.46779443097,0.28736,200000,200657.83113042213,657.8311304221279,1.0032891556521106
2020-02-18,0,-0.3696485724907046,0.0,0.0007956,0.0,0.29827,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-19,0,-0.5487921146762098,0.0,0.0007284,0.0,0.27466,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-20,0,-0.37506158416460667,0.0,0.0007235,0.0,0.2709,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-21,0,-0.34172101894674706,0.0,0.0007332,0.0,0.27418,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-22,0,-0.4953996036693603,0.0,0.0007301,0.0,0.27468,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-23,0,-0.6095625483528515,0.0,0.0007501,0.0,0.28298,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-24,-2,-1.371930191888365,0.0,0.0006961,0.0,0.2704,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-25,-2,-1.2749431382054914,0.0,0.0006552,0.0,0.25209,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-26,0,-0.11834454221507736,0.0,0.0006203,0.0,0.22915,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-27,0,-0.20458156148364987,0.0,0.000643,0.0,0.2385,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-28,0,-0.3103575810023751,0.0,0.0006341,0.0,0.23663,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-02-29,0,0.12961996961498065,0.0,0.0006189,0.0,0.22892,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-01,0,-0.002083968150120747,0.0,0.0006107,0.0,0.22696,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-02,0,-0.30676626913067884,0.0,0.0006394,0.0,0.23958,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-03,0,0.20551591256580898,0.0,0.000631,0.0,0.23428,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-04,0,0.7019736637025038,0.0,0.0006388,0.0,0.23453,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-05,0,0.6706360560000034,0.0,0.0006517,0.0,0.23909,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-06,0,-0.6506259627963239,0.0,0.0006483,0.0,0.24477,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-07,0,0.14565781514756845,0.0,0.0006335,0.0,0.23622,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-08,0,-0.5959565131853917,0.0,0.0005399,0.0,0.20385,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-09,-2,-2.5887968935738583,0.0,0.0005328,0.0,0.20952,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-10,-2,-1.824646165254573,0.0,0.0005435,0.0,0.21185,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-11,-2,-2.1915397411500668,0.0,0.0005245,0.0,0.20813,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-12,-2,-3.8417931736407227,0.0,0.0002819,0.0,0.13549,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-13,-2,-2.9047374567865,0.0,0.0003223,0.0,0.15872,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-14,-2,-2.0563287182640604,0.0,0.0003081,0.0,0.14588,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-15,-2,-2.008071315493225,0.0,0.0003117,0.0,0.15308,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-16,-2,-1.8627981540711591,0.0,0.0002807,0.0,0.14102,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-17,-2,-1.5495037405176608,0.0,0.0002965,0.0,0.14694,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-18,-2,-1.3375727298170035,0.0,0.0003,0.0,0.1476,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-19,-2,-1.272015820257375,0.0,0.0003304,0.0,0.1646,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-20,0,-0.9512419953404557,0.0,0.0003259,0.0,0.15695,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-21,0,-0.9397502791903095,0.0,0.0003237,0.0,0.15797,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-22,0,-0.8131497228712029,0.0,0.0003046,0.0,0.14776,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-23,0,-0.7224465455134705,0.0,0.0003273,0.0,0.15854,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-24,0,-0.6548909445013903,0.0,0.0003345,0.0,0.16225,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-25,0,-0.8716077138601365,0.0,0.0003198,0.0,0.16168,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-26,-2,-1.253309843488263,0.0,0.0003251,0.0,0.17593,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-27,-2,-1.3521931888984964,0.0,0.0003112,0.0,0.17269,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-28,-2,-1.2424829235902588,0.0,0.0003188,0.0,0.17543,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-29,0,-0.8095419591301524,0.0,0.0003091,0.0,0.16278,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-30,0,-0.630207625334385,0.0,0.0003298,0.0,0.17112,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-03-31,0,-0.4998314380854992,0.0,0.0003378,0.0,0.17353,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-04-01,0,-0.8768146880049348,0.0,0.0003331,0.0,0.17494,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-04-02,-2,-1.314632506382475,0.0,0.0003299,0.0,0.17828,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-04-03,-2,-1.232372126046205,0.0,0.0003317,0.0,0.17957,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-04-04,-2,-1.3843606208498698,0.0,0.0003292,0.0,0.18114,200000,200864.45671399208,864.4567139920837,1.0043222835699603
2020-04-05,-1,-1.1085142298791173,305729766.6879636,0.0003285,-560291.3715871467,0.17925,200000,200864.45671399205,864.4567139920546,1.0043222835699603
2020-04-06,-2,-1.4532729766823362,0.0,0.0003525,0.0,0.19803,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-07,-2,-1.3104539278498453,0.0,0.0003431,0.0,0.19285,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-08,-2,-1.2086517912894363,0.0,0.0003585,0.0,0.20192,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-09,0,-0.5425414287441216,0.0,0.0003647,0.0,0.19829,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-10,0,-0.6510246043815873,0.0,0.0003415,0.0,0.18758,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-11,0,-0.8322190299079345,0.0,0.0003387,0.0,0.1885,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-12,-1,-1.1409157035723263,304915143.86115897,0.0003346,-538701.130661301,0.18939,200000,204049.21427188758,4049.214271887584,1.020246071359438
2020-04-13,-1,-0.7465929504063427,304915143.86115897,0.000337,-538701.130661301,0.18763,200000,203832.89662719046,3832.8966271904646,1.0191644831359523
2020-04-14,-1,-0.5602917094325995,304915143.86115897,0.0003357,-538701.130661301,0.18613,200000,202628.455244179,2628.455244179,1.013142276220895
2020-04-15,-1,-0.3886371989222652,304915143.86115897,0.0003268,-538701.130661301,0.1805,200000,196881.82309819158,-3118.176901808416,0.9844091154909579
2020-04-16,-1,-1.1932647740521247,304915143.86115897,0.0003363,-538701.130661301,0.19053,200000,205181.68930540542,5181.6893054054235,1.0259084465270272
2020-04-17,-1,-0.6965137347959991,304915143.86115897,0.0003376,-538701.130661301,0.18863,200000,204554.54684416845,4554.54684416845,1.0227727342208421
2020-04-18,-1,-1.15765567989683,304915143.86115897,0.0003437,-538701.130661301,0.19544,200000,210083.083921525,10083.083921524987,1.050415419607625
2020-04-19,-1,-0.8583220549634368,304915143.86115897,0.0003348,-538701.130661301,0.18901,200000,203905.49087100854,3905.4908710085438,1.0195274543550428
2020-04-20,-2,-2.0033456628342026,0.0,0.000312,0.0,0.18151,200000,206695.33161353873,6695.331613538729,1.0334766580676937
2020-04-21,-2,-2.0265178261953674,0.0,0.0003146,0.0,0.18341,200000,206695.33161353873,6695.331613538729,1.0334766580676937
2020-04-22,-2,-2.123670969761122,0.0,0.0003193,0.0,0.18804,200000,206695.33161353873,6695.331613538729,1.0334766580676937
2020-04-23,-2,-2.04879614875119,0.0,0.0003251,0.0,0.1926,200000,206695.33161353873,6695.331613538729,1.0334766580676937
2020-04-24,-1,-1.0794784074118449,310074004.8207902,0.0003333,-534787.4039160123,0.19325,200000,206695.33161353876,6695.331613538758,1.0334766580676937
2020-04-25,-1,-0.28270254078389334,310074004.8207902,0.000341,-534787.4039160123,0.19418,200000,209580.25373630068,9580.253736300685,1.0479012686815035
2020-04-26,0,-0.1371236993688394,0.0,0.0003455,0.0,0.19618,200000,204479.35584819902,4479.3558481990185,1.0223967792409951
2020-04-27,0,-0.3583930394369155,0.0,0.0003457,0.0,0.19747,200000,204479.35584819902,4479.3558481990185,1.0223967792409951
2020-04-28,-2,-2.8465881069672507,0.0,0.0003426,0.0,0.21416,200000,204479.35584819902,4479.3558481990185,1.0223967792409951
2020-04-29,-2,-2.3771689525837023,0.0,0.0003616,0.0,0.22648,200000,204479.35584819902,4479.3558481990185,1.0223967792409951
2020-04-30,-2,-1.2176334603382677,0.0,0.000351,0.0,0.21135,200000,204479.35584819902,4479.3558481990185,1.0223967792409951
2020-05-01,-1,-1.0677255955968927,282196185.2721488,0.0003623,-469290.7276420615,0.21786,200000,204479.35584819902,4479.3558481990185,1.0223967792409951
2020-05-02,0,2.839025841886118,0.0,0.0004421,0.0,0.22369,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-03,2,3.557300439571953,0.0,0.0005045,0.0,0.21936,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-04,2,3.3387355077873404,0.0,0.0005696,0.0,0.21776,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-05,2,2.3654693318486375,0.0,0.0005493,0.0,0.21688,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-06,2,1.560526351746226,0.0,0.0004995,0.0,0.21158,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-07,2,1.6960951875308699,0.0,0.0005433,0.0,0.21862,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-08,2,1.3206855687774333,0.0,0.0005271,0.0,0.21865,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-09,1,1.1548985878284967,-178071794.45201963,0.0005186,426707.4789890832,0.21642,200000,184696.06520563478,-15303.934794365225,0.9234803260281739
2020-05-10,1,1.0038647745880367,-178071794.45201963,0.0004688,426707.4789890832,0.19702,200000,167549.96474953598,-32450.035250464018,0.8377498237476799
2020-05-11,2,1.290742030929676,0.0,0.0004898,0.0,0.19254,200000,189757.37212367592,-10242.627876324084,0.9487868606183796
2020-05-12,1,1.1016525679050606,-191249115.22241074,0.0004961,481348.9222354926,0.19711,200000,189757.37212367592,-10242.627876324084,0.9487868606183796
2020-05-13,1,1.1503805886756977,-191249115.22241074,0.0005215,481348.9222354926,0.20177,200000,196858.18562794256,-3141.8143720574444,0.9842909281397128
2020-05-14,1,0.9263376068506716,-191249115.22241074,0.0005167,481348.9222354926,0.20386,200000,196946.20912234718,-3053.79087765282,0.9847310456117359
2020-05-15,1,1.157976610889165,-191249115.22241074,0.00053,481348.9222354926,0.19818,200000,196755.7604765076,-3244.2395234924043,0.983778802382538
2020-05-16,1,1.0411345969687813,-191249115.22241074,0.0005333,481348.9222354926,0.19969,200000,198113.71942931716,-1886.2805706828367,0.9905685971465858
2020-05-17,1,0.9624864052058858,-191249115.22241074,0.000539,481348.9222354926,0.20131,200000,199983.6246401064,-16.375359893601853,0.999918123200532
2020-05-18,1,0.7183172663945127,-191249115.22241074,0.0005363,481348.9222354926,0.20543,200000,201450.4095886161,1450.4095886161085,1.0072520479430807
2020-05-19,1,0.6916978560760425,-191249115.22241074,0.0005372,481348.9222354926,0.20496,200000,201396.29979886563,1396.299798865628,1.0069814989943282
2020-05-20,1,0.4889194180727188,-191249115.22241074,0.0005203,481348.9222354926,0.20179,200000,196638.31366812036,-3361.6863318796386,0.9831915683406018
2020-05-21,1,0.8111799103905701,-191249115.22241074,0.0005134,481348.9222354926,0.19434,200000,191732.6453024313,-8267.354697568691,0.9586632265121565
2020-05-22,1,1.11574140853065,-191249115.22241074,0.000535,481348.9222354926,0.20034,200000,198751.71972464834,-1248.280275351659,0.9937585986232417
2020-05-23,1,0.8839775069896761,-191249115.22241074,0.0005269,481348.9222354926,0.19883,200000,196475.76501877123,-3524.234981228772,0.9823788250938561
2020-05-24,2,1.7245127355932885,0.0,0.0005315,0.0,0.19256,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-25,2,2.2602954801850426,0.0,0.0005659,0.0,0.19622,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-26,2,2.110173267682264,0.0,0.0005634,0.0,0.19372,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-27,2,1.3363833480274825,0.0,0.0005584,0.0,0.19791,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-28,2,1.3043651377438985,0.0,0.0005685,0.0,0.20052,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-29,2,1.2054724822888185,0.0,0.00056,0.0,0.19759,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-30,1,1.0183097680578261,-170485353.80809948,0.0005828,479971.3260198076,0.20701,200000,198717.72839872073,-1282.2716012792662,0.9935886419936036
2020-05-31,2,2.5796425687515785,0.0,0.000627,0.0,0.20245,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-01,2,1.5703918796702419,0.0,0.000628,0.0,0.211,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-02,2,1.8858037549179003,0.0,0.0006233,0.0,0.20301,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-03,2,2.2217838364074596,0.0,0.000652,0.0,0.2041,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-04,2,1.7937560139258832,0.0,0.0006478,0.0,0.20427,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-05,2,1.4744777607134585,0.0,0.000638,0.0,0.20274,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-06,2,1.2539532288432949,0.0,0.0006376,0.0,0.20361,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-07,0,0.9515992728288192,0.0,0.0006279,0.0,0.20329,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-08,1,1.0686415620189955,-162998006.16491166,0.0006394,510811.768572487,0.20403,200000,208441.85028368904,8441.85028368904,1.0422092514184451
2020-06-09,1,1.083365067064343,-162998006.16491166,0.0006348,510811.768572487,0.20127,200000,206282.2189740704,6282.218974070391,1.0314110948703519
2020-06-10,1,0.9283291702950894,-162998006.16491166,0.0006364,510811.768572487,0.20266,200000,207253.04414224997,7253.044142249972,1.03626522071125
2020-06-11,1,0.4785090290496388,-162998006.16491166,0.0005783,510811.768572487,0.18817,200000,190381.1974574533,-9618.802542546706,0.9519059872872665
2020-06-12,1,0.78997285351623,-162998006.16491166,0.0006051,510811.768572487,0.19307,200000,197252.5216886781,-2747.478311321902,0.9862626084433905
2020-06-13,1,0.9686655786546026,-162998006.16491166,0.00061,510811.768572487,0.19234,200000,197678.31932782827,-2321.6806721717294,0.9883915966391413
2020-06-14,1,0.506481674124531,-162998006.16491166,0.0005931,510811.768572487,0.19022,200000,193840.73207426758,-6159.26792573242,0.9692036603713379
2020-06-15,0,0.15176443579182367,0.0,0.0005923,0.0,0.19238,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-16,0,-0.32206453273300106,0.0,0.0005834,0.0,0.19238,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-17,0,-0.6316440192393482,0.0,0.0005821,0.0,0.19315,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-18,0,-0.5431398438087015,0.0,0.0005773,0.0,0.18975,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-19,-2,-1.3294875055402462,0.0,0.0005653,0.0,0.18722,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-20,0,-0.5390008593324376,0.0,0.000576,0.0,0.18792,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-21,0,-0.5628920185900798,0.0,0.0005715,0.0,0.18602,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-22,0,-0.00802547797068419,0.0,0.0005875,0.0,0.18928,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-23,0,-0.4059327351721335,0.0,0.0005815,0.0,0.18889,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-24,0,-0.5898240371862195,0.0,0.0005625,0.0,0.18348,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-25,0,-0.034027668567479775,0.0,0.0005608,0.0,0.18156,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-26,-2,-1.244905335445737,0.0,0.0005526,0.0,0.18249,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-27,0,-0.9627937837252085,0.0,0.0005318,0.0,0.17509,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-28,-1,-1.1298941099758975,193192150.74503848,0.000535,-584173.4055761916,0.17693,200000,206715.60129719117,6715.60129719117,1.0335780064859559
2020-06-29,-1,-0.33429557422881157,193192150.74503848,0.000542,-584173.4055761916,0.17726,200000,208260.7235762466,8260.723576246586,1.041303617881233
2020-06-30,-2,-1.3217896863689382,0.0,0.0005276,0.0,0.17533,200000,207210.54576378257,7210.545763782575,1.036052728818913
2020-07-01,0,0.9884402619933347,0.0,0.000549,0.0,0.17647,200000,207210.54576378257,7210.545763782575,1.036052728818913
2020-07-02,2,1.583896383659985,0.0,0.0005484,0.0,0.17477,200000,207210.54576378257,7210.545763782575,1.036052728818913
2020-07-03,0,0.7924897589699466,0.0,0.0005451,0.0,0.1762,200000,207210.54576378257,7210.545763782575,1.036052728818913
2020-07-04,1,1.0106217261916621,-187690711.7425567,0.000552,581790.6159135854,0.17808,200000,207210.54576378257,7210.545763782575,1.036052728818913
2020-07-05,2,2.0877666406751443,0.0,0.000558,0.0,0.17695,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-06,-2,-1.3971837339540152,0.0,0.0005672,0.0,0.18875,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-07,-2,-1.4281660623666634,0.0,0.0005556,0.0,0.18508,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-08,0,0.15066393495709549,0.0,0.0006315,0.0,0.20551,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-09,2,4.156754572105431,0.0,0.0008031,0.0,0.20263,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-10,2,2.22488289016086,0.0,0.0007321,0.0,0.19909,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-11,2,1.5488887484471747,0.0,0.0007172,0.0,0.2011,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-12,1,1.0945357675151917,-149281509.59301448,0.0007,519162.6426625107,0.20128,200000,208994.11343022028,8994.113430220284,1.0449705671511014
2020-07-13,2,1.2722319600756573,0.0,0.000708,0.0,0.19867,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-14,2,1.289353056285112,0.0,0.0007188,0.0,0.19909,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-15,0,0.6993787907388616,0.0,0.0006824,0.0,0.19721,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-16,2,1.5805248109294283,0.0,0.000735,0.0,0.19444,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-17,2,1.2099859449069386,0.0,0.0007209,0.0,0.1944,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-18,0,0.49584462131207047,0.0,0.0007007,0.0,0.1999,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-19,0,0.8354201592636196,0.0,0.0007258,0.0,0.19956,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-20,0,0.7552637432149519,0.0,0.0007081,0.0,0.19465,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-21,1,1.1320837955504666,-140039308.8867427,0.0007553,530210.4867520015,0.19949,200000,211543.38000431354,11543.380004313542,1.0577169000215676
2020-07-22,1,1.0564504589265729,-140039308.8867427,0.0007726,530210.4867520015,0.20348,200000,216081.59989019466,16081.599890194659,1.0804079994509732
2020-07-23,1,0.8471828376846343,-140039308.8867427,0.0007841,530210.4867520015,0.20851,200000,220359.0106907548,20359.010690754803,1.101795053453774
2020-07-24,1,0.8500619312461165,-140039308.8867427,0.0007721,530210.4867520015,0.20392,200000,216244.87284992216,16244.872849922162,1.0812243642496109
2020-07-25,0,-0.03605994144388073,0.0,0.0007637,0.0,0.21463,200000,204692.32342953686,4692.32342953686,1.0234616171476842
2020-07-26,0,-0.48273977984677485,0.0,0.0007493,0.0,0.21532,200000,204692.32342953686,4692.32342953686,1.0234616171476842
2020-07-27,-2,-1.9219954004314448,0.0,0.0007187,0.0,0.22437,200000,204692.32342953686,4692.32342953686,1.0234616171476842
2020-07-28,-2,-1.5484736226677487,0.0,0.000769,0.0,0.23029,200000,204692.32342953686,4692.32342953686,1.0234616171476842
2020-07-29,-2,-2.4475342591091587,0.0,0.0007538,0.0,0.24327,200000,204692.32342953686,4692.32342953686,1.0234616171476842
