date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,CELRUSDT_position,CELRUSDT_price,init,total_asset,pnl,return
2020-01-23,0,-0.7244357759675994,0.0,0.0006333,0.0,0.00324,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-24,0,-0.6053609866199318,0.0,0.0006346,0.0,0.00323,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-25,-2,-2.71450169391928,0.0,0.000621,0.0,0.00338,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-26,-2,-1.5866586365891406,0.0,0.0006347,0.0,0.00336,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-27,0,-0.23709552406716106,0.0,0.0006521,0.0,0.00331,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-28,0,-0.6936510852297603,0.0,0.000648,0.0,0.00334,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-29,0,0.8472529253413047,0.0,0.0006531,0.0,0.00321,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-30,0,-0.34030875601979277,0.0,0.000638,0.0,0.00326,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-01-31,0,-0.6644357288715775,0.0,0.0006329,0.0,0.00327,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-01,0,-0.4139298225268866,0.0,0.0006448,0.0,0.00331,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-02,0,0.04288222439822455,0.0,0.0006719,0.0,0.0034,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-03,-2,-2.0792400154180424,0.0,0.0006619,0.0,0.00359,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-04,-2,-1.5311595217155023,0.0,0.000695,0.0,0.00373,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-05,0,-0.6795262032612005,0.0,0.0006959,0.0,0.00364,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-06,-2,-2.052983058614276,0.0,0.00074,0.0,0.00411,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-07,-2,-1.2440268990034342,0.0,0.0007744,0.0,0.00419,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-08,0,0.0845562538008009,0.0,0.000808,0.0,0.00416,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-09,0,-0.5434868613617982,0.0,0.0008003,0.0,0.00423,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-10,-2,-2.8615323658775487,0.0,0.0007595,0.0,0.00455,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-11,-2,-2.237866878409915,0.0,0.000771,0.0,0.00458,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-12,0,-0.9693613238326452,0.0,0.0008498,0.0,0.00474,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-13,-2,-1.2108658425098795,0.0,0.0008714,0.0,0.00496,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-14,-2,-2.249202031814097,0.0,0.0008915,0.0,0.00555,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-15,0,-0.7326182109958015,0.0,0.000849,0.0,0.00479,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-16,0,0.614807655597534,0.0,0.0008258,0.0,0.00429,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-17,0,0.3477035781117054,0.0,0.0007907,0.0,0.00418,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-18,0,-0.6763708457038657,0.0,0.0007956,0.0,0.0045,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-19,0,-0.36270363368910136,0.0,0.0007284,0.0,0.00406,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-20,0,0.4657015792951091,0.0,0.0007235,0.0,0.00386,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-21,0,0.48189443797072457,0.0,0.0007332,0.0,0.00392,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-22,0,0.49102314093631444,0.0,0.0007301,0.0,0.00392,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-23,0,-0.2846918038230358,0.0,0.0007501,0.0,0.00419,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-24,0,-0.3504176673174274,0.0,0.0006961,0.0,0.00391,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-25,0,0.37455689909759726,0.0,0.0006552,0.0,0.00356,200000,194958.4109517827,-5041.589048217313,0.9747920547589134
2020-02-26,1,1.1815222548992692,-157148485.37141922,0.0006203,30179320.580771316,0.00323,200000,194958.41095178266,-5041.589048217342,0.9747920547589133
2020-02-27,2,1.2595151971062655,0.0,0.000643,0.0,0.00332,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-02-28,0,0.27630435124012975,0.0,0.0006341,0.0,0.00345,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-02-29,0,0.7691090605826878,0.0,0.0006189,0.0,0.00329,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-01,0,0.6058543783641536,0.0,0.0006107,0.0,0.00326,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-02,0,0.0881923591908387,0.0,0.0006394,0.0,0.00348,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-03,0,-0.49695080445921447,0.0,0.000631,0.0,0.00352,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-04,0,-0.6325161393144113,0.0,0.0006388,0.0,0.00358,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-05,0,-0.9290106782693099,0.0,0.0006517,0.0,0.00364,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-06,0,-0.7858938370598508,0.0,0.0006483,0.0,0.0036,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-07,0,-0.14090201745335135,0.0,0.0006335,0.0,0.00346,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-08,0,0.5247782055325522,0.0,0.0005399,0.0,0.0029,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-09,0,-0.44821294305890813,0.0,0.0005328,0.0,0.00293,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-10,0,0.8238160715907558,0.0,0.0005435,0.0,0.00289,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-11,0,0.11058756223972391,0.0,0.0005245,0.0,0.00284,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-12,2,3.8017731126278753,0.0,0.0002819,0.0,0.00126,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-13,2,3.2050257034012777,0.0,0.0003223,0.0,0.00136,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-14,2,2.4765598548826477,0.0,0.0003081,0.0,0.0013,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-15,2,1.631922066299726,0.0,0.0003117,0.0,0.00138,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-16,2,2.368557829023765,0.0,0.0002807,0.0,0.00111,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-17,2,1.3764971248400977,0.0,0.0002965,0.0,0.00127,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-18,2,1.4553451675772688,0.0,0.0003,0.0,0.00125,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-19,0,0.1417176745459959,0.0,0.0003304,0.0,0.0016,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-20,0,0.5531394636055899,0.0,0.0003259,0.0,0.00149,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-21,0,0.38890117615959496,0.0,0.0003237,0.0,0.0015,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-22,0,0.5739697773159826,0.0,0.0003046,0.0,0.00137,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-23,0,0.23643664486076468,0.0,0.0003273,0.0,0.00152,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-24,0,0.5349495485283423,0.0,0.0003345,0.0,0.00149,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-25,0,0.10801255456566773,0.0,0.0003198,0.0,0.00148,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-26,-2,-1.2787803322963982,0.0,0.0003251,0.0,0.00175,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-27,0,-0.7790073014781106,0.0,0.0003112,0.0,0.00157,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-28,0,-0.23982869598105372,0.0,0.0003188,0.0,0.00151,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-29,0,-0.23518265251572534,0.0,0.0003091,0.0,0.00145,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-30,0,-0.27200215632590813,0.0,0.0003298,0.0,0.00154,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-03-31,0,-0.34123959633438367,0.0,0.0003378,0.0,0.00157,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-01,0,-0.5796924100470788,0.0,0.0003331,0.0,0.00158,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-02,0,-0.6358486567977517,0.0,0.0003299,0.0,0.00158,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-03,0,-0.8203651418477936,0.0,0.0003317,0.0,0.00162,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-04,0,-0.841185989749454,0.0,0.0003292,0.0,0.00162,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-05,0,-0.7599397479138688,0.0,0.0003285,0.0,0.00161,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-06,0,-0.8065435211930738,0.0,0.0003525,0.0,0.00174,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-07,-2,-1.2042171312926069,0.0,0.0003431,0.0,0.00173,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-08,0,-0.48764097398334766,0.0,0.0003585,0.0,0.00175,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-09,0,-0.6535647836332735,0.0,0.0003647,0.0,0.0018,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-10,0,0.5493935082287059,0.0,0.0003415,0.0,0.0016,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-11,0,0.29617595189560714,0.0,0.0003387,0.0,0.00161,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-12,0,-0.10665421823896805,0.0,0.0003346,0.0,0.00162,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-13,2,2.0758932603868865,0.0,0.000337,0.0,0.0015,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-14,2,1.5283142932397429,0.0,0.0003357,0.0,0.00152,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-15,2,1.5352676148978162,0.0,0.0003268,0.0,0.00148,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-16,0,0.5689202949609284,0.0,0.0003363,0.0,0.00157,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-17,0,0.2914169637534555,0.0,0.0003376,0.0,0.00159,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-18,0,-0.9000391793069005,0.0,0.0003437,0.0,0.00169,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-19,0,-0.3883772757683934,0.0,0.0003348,0.0,0.00162,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-20,0,-0.6995595299795571,0.0,0.000312,0.0,0.00153,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-21,0,-0.5969650073715835,0.0,0.0003146,0.0,0.00154,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-22,-2,-1.5676547663861498,0.0,0.0003193,0.0,0.00163,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-23,-2,-1.7768523370104088,0.0,0.0003251,0.0,0.00169,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-24,-2,-2.8158565558429745,0.0,0.0003333,0.0,0.00191,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-25,-2,-2.2506112228340847,0.0,0.000341,0.0,0.00195,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-26,-2,-2.1450000548294073,0.0,0.0003455,0.0,0.00203,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-27,-2,-1.260569615597355,0.0,0.0003457,0.0,0.0019,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-28,-1,-1.1300286893110363,285769910.56252843,0.0003426,-52077006.04187353,0.00188,200000,195809.54271744448,-4190.457282555522,0.9790477135872224
2020-04-29,-1,-0.9661056649091043,285769910.56252843,0.0003616,-52077006.04187353,0.00197,200000,205926.10156190113,5926.1015619011305,1.0296305078095056
2020-04-30,-1,-0.9142884696912288,285769910.56252843,0.000351,-52077006.04187353,0.00192,200000,200293.09020784468,293.0902078446816,1.0014654510392234
2020-05-01,-1,-0.6145782814423008,285769910.56252843,0.0003623,-52077006.04187353,0.00194,200000,204563.8303180387,4563.830318038701,1.0228191515901934
2020-05-02,0,1.3695805305127893,0.0,0.0004421,0.0,0.00199,200000,173103.90728107898,-26896.09271892102,0.8655195364053949
2020-05-03,2,2.6998325224809987,0.0,0.0005045,0.0,0.00196,200000,173103.90728107898,-26896.09271892102,0.8655195364053949
2020-05-04,2,3.10560942206406,0.0,0.0005696,0.0,0.00191,200000,173103.90728107898,-26896.09271892102,0.8655195364053949
2020-05-05,2,1.5794419424071684,0.0,0.0005493,0.0,0.00214,200000,173103.90728107898,-26896.09271892102,0.8655195364053949
2020-05-06,1,1.1611234731260351,-173277184.4655445,0.0004995,42636430.36479778,0.00203,200000,173103.90728107898,-26896.09271892102,0.8655195364053949
2020-05-07,2,1.8004261771104122,0.0,0.0005433,0.0,0.00196,200000,183677.99808620565,-16322.001913794345,0.9183899904310283
2020-05-08,2,1.261983450386622,0.0,0.0005271,0.0,0.00201,200000,183677.99808620565,-16322.001913794345,0.9183899904310283
2020-05-09,1,1.0261736633269392,-177090241.1166657,0.0005186,45464851.01143704,0.00202,200000,183677.99808620565,-16322.001913794345,0.9183899904310283
2020-05-10,1,0.926597344268759,-177090241.1166657,0.0004688,45464851.01143704,0.00183,200000,166220.58238642267,-33779.41761357733,0.8311029119321134
2020-05-11,1,1.1557197377747486,-177090241.1166657,0.0004898,45464851.01143704,0.00181,200000,169030.1804296439,-30969.819570356107,0.8451509021482195
2020-05-12,1,0.9951160987534353,-177090241.1166657,0.0004961,45464851.01143704,0.00185,200000,171964.44298913638,-28035.557010863617,0.8598222149456819
2020-05-13,1,0.4517504378105837,-177090241.1166657,0.0005215,45464851.01143704,0.00211,200000,188283.39637647333,-11716.603623526666,0.9414169818823667
2020-05-14,0,-0.22611671811620393,0.0,0.0005167,0.0,0.00234,200000,168792.77430442415,-31207.22569557585,0.8439638715221207
2020-05-15,0,-0.3182610568079962,0.0,0.00053,0.0,0.00241,200000,168792.77430442415,-31207.22569557585,0.8439638715221207
2020-05-16,-1,-1.1247454904895278,158253116.7301933,0.0005333,-30249601.12982512,0.00279,200000,168792.77430442415,-31207.22569557585,0.8439638715221207
2020-05-17,-1,-0.7366573809150592,158253116.7301933,0.000539,-30249601.12982512,0.00259,200000,163644.89684382122,-36355.10315617878,0.8182244842191061
2020-05-18,-1,-0.876429709972152,158253116.7301933,0.0005363,-30249601.12982512,0.00261,200000,163822.6054512462,-36177.3945487538,0.819113027256231
2020-05-19,-1,-0.8941848661182563,158253116.7301933,0.0005372,-30249601.12982512,0.00259,200000,163360.0412337069,-36639.9587662931,0.8168002061685344
2020-05-20,-1,-1.0087515490936902,158253116.7301933,0.0005203,-30249601.12982512,0.00252,200000,158568.0914818789,-41431.90851812111,0.7928404574093945
2020-05-21,-1,-0.9189056851707843,158253116.7301933,0.0005134,-30249601.12982512,0.00242,200000,154451.184863458,-45548.81513654199,0.7722559243172901
2020-05-22,-1,-1.169553960316671,158253116.7301933,0.000535,-30249601.12982512,0.00264,200000,164524.36443339172,-35475.63556660828,0.8226218221669586
2020-05-23,-1,-1.0574029751936684,158253116.7301933,0.0005269,-30249601.12982512,0.0026,200000,162032.53014268415,-37967.46985731585,0.8101626507134208
2020-05-24,-1,-0.9647485688180804,158253116.7301933,0.0005315,-30249601.12982512,0.00261,200000,163062.99049094127,-36937.00950905873,0.8153149524547063
2020-05-25,-2,-1.5563421172806189,0.0,0.0005659,0.0,0.00313,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-05-26,0,-0.9199595561073445,0.0,0.0005634,0.0,0.00286,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-05-27,0,-0.9447010028396102,0.0,0.0005584,0.0,0.00288,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-05-28,0,-0.7645677189709882,0.0,0.0005685,0.0,0.00289,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-05-29,0,-0.6944806126746788,0.0,0.00056,0.0,0.00285,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-05-30,0,-0.44497895819753264,0.0,0.0005828,0.0,0.0029,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-05-31,0,0.7406238333553892,0.0,0.000627,0.0,0.0028,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-06-01,0,0.9789934356013594,0.0,0.000628,0.0,0.00284,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-06-02,2,1.6711036806085946,0.0,0.0006233,0.0,0.00276,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-06-03,2,1.7378886753313763,0.0,0.000652,0.0,0.00286,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-06-04,2,1.4874613398918486,0.0,0.0006478,0.0,0.00287,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-06-05,1,1.1085473123346716,-136299833.13727304,0.000638,30299405.41518474,0.00287,200000,173918.5870831604,-26081.41291683959,0.8695929354158021
2020-06-06,1,0.6968532629221383,-136299833.13727304,0.0006376,30299405.41518474,0.00293,200000,175682.03147481658,-24317.968525183416,0.8784101573740829
2020-06-07,0,-0.4938919202762595,0.0,0.0006279,0.0,0.00311,200000,165270.1014688296,-34729.89853117039,0.826350507344148
2020-06-08,0,-0.15615409729086385,0.0,0.0006394,0.0,0.0031,200000,165270.1014688296,-34729.89853117039,0.826350507344148
2020-06-09,-2,-1.4435333650911548,0.0,0.0006348,0.0,0.00339,200000,165270.1014688296,-34729.89853117039,0.826350507344148
2020-06-10,-1,-1.0599297289704346,129847659.85923132,0.0006364,-24815330.550875317,0.00333,200000,165270.1014688296,-34729.89853117039,0.826350507344148
2020-06-11,-1,-0.8911675458183582,129847659.85923132,0.0005783,-24815330.550875317,0.003,200000,149536.8933492194,-50463.106650780595,0.747684466746097
2020-06-12,-1,-1.1652190616736264,129847659.85923132,0.0006051,-24815330.550875317,0.00323,200000,158724.33666014814,-41275.66333985186,0.7936216833007407
2020-06-13,-2,-2.420810646290259,0.0,0.00061,0.0,0.00386,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-14,-2,-2.247798885845343,0.0,0.0005931,0.0,0.00384,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-15,-2,-2.14769212834855,0.0,0.0005923,0.0,0.00403,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-16,-2,-1.8909506978112451,0.0,0.0005834,0.0,0.00401,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-17,-2,-1.5268919250937458,0.0,0.0005821,0.0,0.00388,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-18,-2,-1.8285011553060293,0.0,0.0005773,0.0,0.00436,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-19,-2,-1.690806799006231,0.0,0.0005653,0.0,0.0044,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-20,-2,-1.415472103228307,0.0,0.000576,0.0,0.00436,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-21,-1,-1.0620214402979733,159099041.89070624,0.0005715,-22395345.42870409,0.00406,200000,181850.20488107722,-18149.795118922775,0.9092510244053861
2020-06-22,-1,-0.8445906414754139,159099041.89070624,0.0005875,-22395345.42870409,0.00404,200000,183947.88264275447,-16052.11735724553,0.9197394132137724
2020-06-23,-1,-0.7667273484540099,159099041.89070624,0.0005815,-22395345.42870409,0.004,200000,182097.47457426204,-17902.525425737957,0.9104873728713102
2020-06-24,-1,-0.5390790368722551,159099041.89070624,0.0005625,-22395345.42870409,0.00374,200000,173251.80296687555,-26748.197033124452,0.8662590148343777
2020-06-25,-1,-0.45135095154746,159099041.89070624,0.0005608,-22395345.42870409,0.00372,200000,172533.42768708727,-27466.57231291273,0.8626671384354363
2020-06-26,0,0.00987294733195911,0.0,0.0005526,0.0,0.00344,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-06-27,0,-0.17149805458742937,0.0,0.0005318,0.0,0.00345,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-06-28,0,-0.6182634345337534,0.0,0.000535,0.0,0.00375,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-06-29,0,-0.325956771215146,0.0,0.000542,0.0,0.00369,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-06-30,0,-0.08021253496859611,0.0,0.0005276,0.0,0.00353,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-01,0,-0.34002429592884587,0.0,0.000549,0.0,0.00381,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-02,-2,-1.2297076059388192,0.0,0.0005484,0.0,0.00406,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-03,-2,-1.373011496558557,0.0,0.0005451,0.0,0.00411,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-04,-2,-1.5918245853137956,0.0,0.000552,0.0,0.00428,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-05,0,0.01511479528622686,0.0,0.000558,0.0,0.0039,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-06,-1,-1.1302858579144572,150715852.08657882,0.0005672,-19880472.396164536,0.0043,200000,170972.06260701502,-29027.937392984983,0.8548603130350751
2020-07-07,-2,-1.4362352622903463,0.0,0.0005556,0.0,0.00436,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-08,0,0.06484377646614299,0.0,0.0006315,0.0,0.00444,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-09,2,2.875882065233798,0.0,0.0008031,0.0,0.0045,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-10,0,0.06463311714294197,0.0,0.0007321,0.0,0.00503,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-11,0,0.36078284278772765,0.0,0.0007172,0.0,0.0048,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-12,0,-0.4250891209192373,0.0,0.0007,0.0,0.005,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-13,0,-0.361957838844945,0.0,0.000708,0.0,0.00504,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-14,0,0.4587137183093781,0.0,0.0007188,0.0,0.00479,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-15,0,0.32387992715167485,0.0,0.0006824,0.0,0.0046,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-16,0,0.8220250889282692,0.0,0.000735,0.0,0.00479,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-17,0,0.9024612892244782,0.0,0.0007209,0.0,0.00467,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-18,0,-0.23264048729275794,0.0,0.0007007,0.0,0.00495,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-19,0,0.1696352980866094,0.0,0.0007258,0.0,0.00497,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-20,-2,-1.6971361197492818,0.0,0.0007081,0.0,0.0058,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-21,-2,-2.0477210024585206,0.0,0.0007553,0.0,0.0067,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-22,-2,-1.3098546927819514,0.0,0.0007726,0.0,0.00636,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-23,-1,-1.039767316832064,110899881.92513022,0.0007841,-13824578.285770208,0.00629,200000,173913.1948349892,-26086.805165010795,0.869565974174946
2020-07-24,-2,-1.3991544645574283,0.0,0.0007721,0.0,0.00655,200000,178838.38377239107,-21161.61622760893,0.8941919188619554
2020-07-25,-1,-1.088612882007706,117086803.56972049,0.0007637,-14171028.825070608,0.00631,200000,178838.38377239107,-21161.61622760893,0.8941919188619554
2020-07-26,-2,-2.0027506182145762,0.0,0.0007493,0.0,0.00744,200000,196537.6963161248,-3462.303683875187,0.982688481580624
2020-07-27,-2,-2.1325575003597583,0.0,0.0007187,0.0,0.00791,200000,196537.6963161248,-3462.303683875187,0.982688481580624
2020-07-28,-2,-1.4483441420546017,0.0,0.000769,0.0,0.0076,200000,196537.6963161248,-3462.303683875187,0.982688481580624
