date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-07-29,2,2.0498942293758526,0.0,55.16,0.0,0.0007538,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-07-30,2,1.9437860565335472,0.0,56.75,0.0,0.0007611,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-07-31,2,1.9050709664344465,0.0,58.13,0.0,0.0007611,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-08-01,2,1.6256860069923504,0.0,61.65,0.0,0.000811,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-08-02,2,1.254169959611839,0.0,56.77,0.0,0.0007635,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-08-03,2,1.3113413162049048,0.0,58.48,0.0,0.0007699,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-08-04,0,0.9671829436394632,0.0,57.61,0.0,0.0007788,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-08-05,1,1.1974340285052087,-1633.5926120415365,58.88,125552712.43572076,0.0007661,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-08-06,1,0.9035731406721452,-1633.5926120415365,59.03,125552712.43572076,0.0007845,200000,194927.07479463483,-5072.925205365173,0.9746353739731741
2020-08-07,0,-0.21825283167239215,0.0,57.17,0.0,0.0008578,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-08,0,-0.027073675232661607,0.0,58.46,0.0,0.0008517,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-09,0,-0.12062584379770018,0.0,56.96,0.0,0.0008322,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-10,0,-0.28373482681333156,0.0,58.27,0.0,0.0008578,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-11,0,-0.6903009715402382,0.0,54.1,0.0,0.0008198,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-12,-2,-1.2647819873509925,0.0,54.52,0.0,0.0008584,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-13,0,-0.7922641241039959,0.0,57.14,0.0,0.0008484,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-14,0,-0.9221453527786561,0.0,56.78,0.0,0.000847,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-15,0,-0.3452087075296209,0.0,59.85,0.0,0.000855,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-16,0,-0.20190421508575965,0.0,63.87,0.0,0.000907,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-17,1,1.115911359070864,-1324.4959751343704,67.22,100898254.13478285,0.0008824,200000,178065.23889706476,-21934.76110293524,0.8903261944853238
2020-08-18,2,1.3174777580508847,0.0,65.4,0.0,0.0008437,200000,179559.41865733633,-20440.581342663674,0.8977970932866817
2020-08-19,0,0.8505081055994003,0.0,62.12,0.0,0.0008226,200000,179559.41865733633,-20440.581342663674,0.8977970932866817
2020-08-20,0,0.6192012122210948,0.0,62.8,0.0,0.000845,200000,179559.41865733633,-20440.581342663674,0.8977970932866817
2020-08-21,1,1.0641171360131358,-1516.5491440653404,59.2,115725327.82762073,0.0007758,200000,179559.41865733633,-20440.581342663674,0.8977970932866817
2020-08-22,1,0.8841985528605786,-1516.5491440653404,60.21,115725327.82762073,0.0007962,200000,183451.92998052575,-16548.070019474253,0.9172596499026288
2020-08-23,2,1.3892654096436456,0.0,60.55,0.0,0.0007745,200000,181757.20292800042,-18242.79707199958,0.9087860146400021
2020-08-24,2,1.4933775690337892,0.0,62.02,0.0,0.0007816,200000,181757.20292800042,-18242.79707199958,0.9087860146400021
2020-08-25,2,1.2271822616967114,0.0,58.34,0.0,0.0007459,200000,181757.20292800042,-18242.79707199958,0.9087860146400021
2020-08-26,2,1.2893472484590118,0.0,58.1,0.0,0.0007359,200000,181757.20292800042,-18242.79707199958,0.9087860146400021
2020-08-27,1,1.0695866053770595,-1619.9394200356544,56.1,126996368.731135,0.0007156,200000,181757.20292800042,-18242.79707199958,0.9087860146400021
2020-08-28,1,0.979326729720888,-1619.9394200356544,57.38,126996368.731135,0.0007313,200000,185824.56837472488,-14175.431625275116,0.9291228418736244
2020-08-29,1,0.5911710250653192,-1619.9394200356544,56.97,126996368.731135,0.0007416,200000,186468.45581044094,-13531.544189559063,0.9323422790522047
2020-08-30,2,1.8526638559182211,0.0,62.89,0.0,0.000742,200000,189403.88745554053,-10596.112544459465,0.9470194372777027
2020-08-31,2,1.5597808575289311,0.0,60.92,0.0,0.0007249,200000,189403.88745554053,-10596.112544459465,0.9470194372777027
2020-09-01,2,1.7955553941105444,0.0,62.69,0.0,0.00073,200000,189403.88745554053,-10596.112544459465,0.9470194372777027
2020-09-02,1,1.0656773196060956,-1631.1047834614237,58.06,134615413.9698227,0.0007035,200000,189403.88745554053,-10596.112544459465,0.9470194372777027
2020-09-03,0,0.13664174083074163,0.0,47.28,0.0,0.0006018,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-04,2,1.2075975956200868,0.0,50.32,0.0,0.0006042,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-05,2,2.47104924012918,0.0,47.83,0.0,0.0005336,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-06,2,1.9043659224293654,0.0,47.92,0.0,0.0005402,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-07,2,1.6924964472422852,0.0,48.84,0.0,0.0005492,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-08,2,1.5317755578664658,0.0,47.47,0.0,0.0005328,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-09,1,1.0300140403629405,-1939.679689361746,47.82,168922751.31174412,0.0005491,200000,185510.96549055737,-14489.03450944263,0.9275548274527868
2020-09-10,1,1.0936766127020372,-1939.679689361746,48.67,168922751.31174412,0.0005535,200000,187902.95333228656,-12097.04666771344,0.9395147666614329
2020-09-11,0,-0.40878790650782976,0.0,48.96,0.0,0.0006032,200000,178583.4794904644,-21416.520509535592,0.892917397452322
2020-09-12,0,0.6795963222828153,0.0,50.8,0.0,0.000588,200000,178583.4794904644,-21416.520509535592,0.892917397452322
2020-09-13,1,1.0298758818584286,-1854.4494235769928,48.15,163958391.01217812,0.0005446,200000,178583.4794904644,-21416.520509535592,0.892917397452322
2020-09-14,1,0.8959640260820861,-1854.4494235769928,49.08,163958391.01217812,0.0005563,200000,182226.43062923348,-17773.56937076652,0.9111321531461674
2020-09-15,1,0.8758550368994023,-1854.4494235769928,48.31,163958391.01217812,0.0005457,200000,179060.5456283501,-20939.45437164989,0.8953027281417506
2020-09-16,1,0.30080458888809153,-1854.4494235769928,47.76,163958391.01217812,0.0005526,200000,179171.91134336678,-20828.08865663322,0.8958595567168339
2020-09-17,1,0.48939688835523043,-1854.4494235769928,48.85,163958391.01217812,0.0005585,200000,182160.6157220376,-17839.38427796241,0.9108030786101879
2020-09-18,1,0.6788786404930474,-1854.4494235769928,48.54,163958391.01217812,0.0005497,200000,180142.90255982155,-19857.097440178448,0.9007145127991077
2020-09-19,2,1.341577017059955,0.0,48.52,0.0,0.0005345,200000,180925.60552641092,-19074.394473589084,0.9046280276320546
2020-09-20,0,0.8777448546780062,0.0,47.09,0.0,0.0005255,200000,180925.60552641092,-19074.394473589084,0.9046280276320546
2020-09-21,0,0.6581856344723634,0.0,43.16,0.0,0.0004844,200000,180925.60552641092,-19074.394473589084,0.9046280276320546
2020-09-22,1,1.1925949231724626,-2034.2433722330888,44.47,185450600.1705729,0.0004878,200000,180925.60552641092,-19074.394473589084,0.9046280276320546
2020-09-23,2,2.3037172171337743,0.0,42.96,0.0,0.0004541,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-24,2,1.2580712951811681,0.0,44.92,0.0,0.0004884,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-25,2,1.67936669495611,0.0,46.02,0.0,0.0004914,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-26,2,1.439024363557005,0.0,46.03,0.0,0.0004925,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-27,2,2.2030737258071302,0.0,46.05,0.0,0.0004732,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-28,2,1.4478389386534563,0.0,45.23,0.0,0.0004747,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-29,2,1.2736997475589538,0.0,45.69,0.0,0.00048,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-09-30,2,1.3771190251748857,0.0,46.24,0.0,0.0004804,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-01,2,1.745053446325347,0.0,46.25,0.0,0.000472,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-02,0,0.9265150872032559,0.0,44.88,0.0,0.000471,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-03,2,1.5772436736164612,0.0,45.51,0.0,0.0004625,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-04,2,1.8240455712981423,0.0,46.69,0.0,0.000465,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-05,2,1.871493428286409,0.0,46.34,0.0,0.0004551,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-06,2,2.1776075304055924,0.0,45.99,0.0,0.0004392,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-07,2,1.8145905573895404,0.0,46.55,0.0,0.0004471,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-08,2,1.2797395617565908,0.0,47.21,0.0,0.0004622,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-09,0,0.8109939867140247,0.0,47.78,0.0,0.0004761,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-10,2,1.496116535416826,0.0,48.88,0.0,0.0004691,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-11,0,0.8485232310184937,0.0,50.48,0.0,0.000497,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-12,0,0.33788330648577497,0.0,50.58,0.0,0.0005071,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-13,0,0.8724061000294578,0.0,49.89,0.0,0.0004882,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-14,2,1.2146867612022214,0.0,49.79,0.0,0.0004793,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-15,0,0.9408419014072474,0.0,49.53,0.0,0.00048,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-16,0,0.9506637161938167,0.0,47.6,0.0,0.00046,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-17,0,-0.1284499047271621,0.0,46.93,0.0,0.0004688,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-18,0,-0.4694314622076808,0.0,47.54,0.0,0.0004786,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-19,0,-0.022452687083412352,0.0,47.99,0.0,0.0004754,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-20,-2,-1.9630768843690867,0.0,46.88,0.0,0.0004901,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-21,0,0.39917550544877284,0.0,52.98,0.0,0.0005182,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-22,2,1.3777041603765612,0.0,54.35,0.0,0.000518,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-23,2,2.9125949399819855,0.0,55.42,0.0,0.0004982,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-24,2,3.187373075197759,0.0,59.23,0.0,0.0005028,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-25,2,2.740415317312907,0.0,58.84,0.0,0.0004882,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-26,2,1.9137402725131443,0.0,56.82,0.0,0.0004832,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-27,2,1.7092339372506589,0.0,57.91,0.0,0.0004909,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-28,2,1.745443230009017,0.0,55.77,0.0,0.0004636,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-29,2,1.5435275200574907,0.0,54.87,0.0,0.0004558,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-30,2,1.3841985193704158,0.0,54.01,0.0,0.0004483,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-10-31,2,1.5494057082843373,0.0,55.72,0.0,0.0004499,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-11-01,2,1.3261646600427806,0.0,55.6,0.0,0.0004513,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-11-02,1,1.1217415721181678,-1710.999844424603,53.8,209446624.86926877,0.0004395,200000,184103.58326008727,-15896.416739912733,0.9205179163004363
2020-11-03,1,1.0395980860479253,-1710.999844424603,53.96,209446624.86926877,0.0004398,200000,184440.17722265597,-15559.82277734403,0.9222008861132799
2020-11-04,1,1.0736174768446751,-1710.999844424603,54.67,209446624.86926877,0.0004403,200000,185759.7104246321,-14240.289575367904,0.9287985521231605
2020-11-05,2,1.837801223057032,0.0,58.95,0.0,0.0004374,200000,193355.07037109943,-6644.929628900572,0.9667753518554971
2020-11-06,2,1.616540742358359,0.0,63.2,0.0,0.0004699,200000,193355.07037109943,-6644.929628900572,0.9667753518554971
2020-11-07,0,0.9968051420146146,0.0,58.9,0.0,0.0004578,200000,193355.07037109943,-6644.929628900572,0.9667753518554971
2020-11-08,1,1.0396515944971956,-1584.3581642994052,61.02,206003697.39090073,0.0004693,200000,193355.07037109943,-6644.929628900572,0.9667753518554971
2020-11-09,1,0.5748673514760886,-1584.3581642994052,59.23,206003697.39090073,0.0004703,200000,190725.0729543944,-9274.927045605611,0.9536253647719719
2020-11-10,0,0.02945412037406388,0.0,57.93,0.0,0.0004733,200000,187635.38885385066,-12364.611146149342,0.9381769442692532
2020-11-11,0,0.09820534088922261,0.0,59.27,0.0,0.0004792,200000,187635.38885385066,-12364.611146149342,0.9381769442692532
2020-11-12,1,1.0609409288833216,-1545.0871941193236,60.72,199995085.11388898,0.0004691,200000,187635.38885385066,-12364.611146149342,0.9381769442692532
2020-11-13,2,2.2033466837618394,0.0,65.96,0.0,0.0004794,200000,193671.69637436286,-6328.3036256371415,0.9683584818718143
2020-11-14,1,1.1493475607022154,-1516.614693612865,63.85,200654471.99996153,0.0004826,200000,193671.69637436286,-6328.3036256371415,0.9683584818718143
2020-11-15,1,0.6153569295806616,-1516.614693612865,62.28,200654471.99996153,0.0004804,200000,190849.17146699075,-9150.828533009248,0.9542458573349537
2020-11-16,2,2.904213870421913,0.0,73.84,0.0,0.0004973,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-17,2,2.5940094823738016,0.0,76.32,0.0,0.0005021,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-18,2,1.9770754373552384,0.0,73.42,0.0,0.0004903,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-19,2,2.660526151507546,0.0,81.53,0.0,0.0004952,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-20,2,2.1975227973079923,0.0,82.53,0.0,0.0004999,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-21,2,1.5583835859240749,0.0,87.14,0.0,0.0005471,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-22,0,0.7566751762541702,0.0,82.87,0.0,0.0005564,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-23,0,0.9256797382157611,0.0,89.03,0.0,0.000583,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-24,0,-0.3045821308467713,0.0,89.25,0.0,0.0006555,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-25,0,-0.7449615134377042,0.0,81.75,0.0,0.0006298,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-26,0,-0.928515309205888,0.0,71.0,0.0,0.0005607,200000,205873.05642515598,5873.0564251559845,1.02936528212578
2020-11-27,-1,-1.18348209732483,1488.5976603409688,69.15,-182124076.80923212,0.0005652,200000,205873.056425156,5873.056425156014,1.0293652821257802
2020-11-28,-1,-0.9839955737379582,1488.5976603409688,72.7,-182124076.80923212,0.0005829,200000,214381.17427888984,14381.174278889841,1.0719058713944492
2020-11-29,0,-0.14161270678690838,0.0,78.91,0.0,0.0005733,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-11-30,0,-0.1837735623503224,0.0,87.65,0.0,0.0006355,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-01,0,0.20873517083468596,0.0,85.08,0.0,0.00059,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-02,0,0.48536717497913234,0.0,88.9,0.0,0.0005979,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-03,0,-0.07608109689610772,0.0,89.0,0.0,0.0006283,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-04,0,-0.47876262214989174,0.0,79.52,0.0,0.0005814,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-05,0,-0.32787812610493905,0.0,83.14,0.0,0.0005969,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-06,0,-0.20962379186857627,0.0,83.55,0.0,0.0005953,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-07,0,-0.18829526572658534,0.0,83.37,0.0,0.0005953,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-08,0,-0.3240402407477645,0.0,76.76,0.0,0.0005569,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-09,0,-0.13041899960659079,0.0,77.41,0.0,0.0005567,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-10,0,-0.17693387243151384,0.0,74.7,0.0,0.0005434,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-11,0,-0.2689456558823969,0.0,72.2,0.0,0.0005316,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-12,0,0.6032703476057326,0.0,76.67,0.0,0.0005399,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-13,2,1.7860485747607322,0.0,82.28,0.0,0.000548,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-14,0,0.4856619780192932,0.0,82.35,0.0,0.0005834,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-15,0,0.20762033670043728,0.0,81.32,0.0,0.0005825,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-16,2,1.5514440071901376,0.0,92.94,0.0,0.0006198,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-17,2,3.0712300538839727,0.0,101.01,0.0,0.0006077,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-18,2,3.196718696286681,0.0,109.34,0.0,0.0006137,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-19,2,3.140747236180273,0.0,119.85,0.0,0.000611,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-20,2,2.30096403274815,0.0,114.58,0.0,0.0005963,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-21,1,1.0133841560553023,-923.0232086279699,104.45,157172765.14703533,0.0006134,200000,192819.54828238292,-7180.4517176170775,0.9640977414119146
2020-12-22,2,1.3700334196458717,0.0,114.32,0.0,0.000635,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-23,2,1.605055715056784,0.0,102.45,0.0,0.000541,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-24,2,1.6548324367039322,0.0,111.13,0.0,0.0005681,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-25,2,2.2858398890745963,0.0,127.78,0.0,0.000574,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-26,2,2.0227065005710236,0.0,129.61,0.0,0.0005732,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-27,2,1.6663672671786016,0.0,127.88,0.0,0.0005739,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-28,2,1.5807732920253732,0.0,129.83,0.0,0.0005725,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-29,2,1.3730127026745487,0.0,128.8,0.0,0.0005719,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-30,1,1.142318457417019,-763.302020854921,130.05,168994599.61215952,0.0005874,200000,198534.85562436498,-1465.14437563502,0.9926742781218248
2020-12-31,1,0.7874461886962169,-763.302020854921,124.21,168994599.61215952,0.0005849,200000,193654.68532354184,-6345.314676458162,0.9682734266177092
2021-01-01,1,0.4841740818805017,-763.302020854921,126.24,168994599.61215952,0.0006155,200000,200375.42317400943,375.42317400942557,1.001877115870047
2021-01-02,0,-0.7285993364624417,0.0,136.96,0.0,0.0008032,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-03,0,0.7286326433869248,0.0,161.24,0.0,0.0007508,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-04,0,0.5635847806441922,0.0,155.34,0.0,0.0007322,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-05,0,0.5881545613710981,0.0,158.43,0.0,0.0007393,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-06,0,0.8277821852032772,0.0,168.92,0.0,0.000765,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-07,0,0.29393631340618404,0.0,169.35,0.0,0.0007992,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-08,0,0.22426022707117432,0.0,172.19,0.0,0.0008147,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-09,-2,-1.5829894422502733,0.0,177.26,0.0,0.0010065,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-10,-2,-1.7054772032435939,0.0,170.07,0.0,0.0009735,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-11,-2,-2.3237533701476054,0.0,138.87,0.0,0.0008877,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-12,-2,-1.927068203816308,0.0,133.42,0.0,0.0008387,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-13,0,-0.885462790109921,0.0,147.38,0.0,0.0008084,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-14,0,-0.22288453257662838,0.0,152.5,0.0,0.0007747,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-15,0,-0.05806595190037485,0.0,143.65,0.0,0.0007204,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-16,0,0.04447587504263273,0.0,143.52,0.0,0.0007155,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-17,0,0.18140487928813218,0.0,142.8,0.0,0.0007062,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-18,0,0.5396904850138944,0.0,151.96,0.0,0.0007288,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-19,0,0.9280560203823252,0.0,151.86,0.0,0.0007036,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-20,0,0.7973316307645995,0.0,149.69,0.0,0.0007018,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-21,0,0.8577208596914553,0.0,129.72,0.0,0.0006025,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-22,0,0.6867348475522475,0.0,137.66,0.0,0.000645,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-23,0,-0.007715391764188411,0.0,137.67,0.0,0.0006917,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-24,0,0.2538384192211006,0.0,141.01,0.0,0.0006926,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-25,0,0.4631190689963929,0.0,137.07,0.0,0.0006618,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-26,0,0.1830291552856229,0.0,134.67,0.0,0.000671,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-27,0,-0.04684331117220275,0.0,122.44,0.0,0.0006255,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-28,0,-0.9589139108663652,0.0,133.27,0.0,0.0007498,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-29,-2,-1.4907562177184825,0.0,134.65,0.0,0.0008071,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-30,-2,-1.2131525317432583,0.0,133.36,0.0,0.0007772,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-01-31,-2,-1.3394122691761405,0.0,129.36,0.0,0.0007528,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-02-01,-2,-1.3290032322974545,0.0,132.0,0.0,0.0007557,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-02-02,-1,-1.0387730582139636,589.3091914078336,141.98,-105457674.56022714,0.0007934,200000,167340.23799216843,-32659.762007831567,0.8367011899608422
2021-02-03,0,-0.1318483781715245,0.0,155.93,0.0,0.0008064,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-04,0,-0.5587714309533605,0.0,145.07,0.0,0.000781,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-05,0,-0.31899598135113794,0.0,155.05,0.0,0.0008201,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-06,0,0.1589341289097091,0.0,155.57,0.0,0.0007917,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-07,0,-0.284853385637013,0.0,150.76,0.0,0.0008,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-08,-2,-2.3296047395102333,0.0,167.28,0.0,0.001128,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-09,-2,-1.8583787566269971,0.0,181.49,0.0,0.001196,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-10,-2,-1.2234298328941537,0.0,181.56,0.0,0.0011239,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-11,-2,-2.0012109604218864,0.0,183.62,0.0,0.001292,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-12,-2,-1.8214151321316885,0.0,196.69,0.0,0.0014056,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-13,0,-0.6659144457594245,0.0,225.76,0.0,0.0013934,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-14,0,-0.350728771841337,0.0,213.49,0.0,0.0012804,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-15,0,-0.6221749510401426,0.0,207.83,0.0,0.0012961,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-16,0,-0.4084616163211065,0.0,210.26,0.0,0.0012916,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-17,0,-0.8808803335050679,0.0,237.49,0.0,0.0015463,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-18,0,-0.9527078473340178,0.0,226.59,0.0,0.0014987,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-19,-2,-1.937589977818368,0.0,236.5,0.0,0.0018465,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-20,-2,-2.5785102621050777,0.0,226.65,0.0,0.0022773,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-21,-2,-2.915335546806474,0.0,227.13,0.0,0.00378,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
2021-02-22,-2,-2.3115460777369576,0.0,208.32,0.0,0.0034332,200000,160490.32454131212,-39509.67545868788,0.8024516227065606
