date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-02-23,-1,-1.0160537850305678,14938170.771626199,0.006432,-341278.4751037082,0.28298,200000,192657.29728794706,-7342.702712052938,0.9632864864397354
2020-02-24,-1,-0.8917180649574404,14938170.771626199,0.006165,-341278.4751037082,0.2704,200000,184375.52247511822,-15624.477524881775,0.9218776123755912
2020-02-25,-1,-1.1527736658856305,14938170.771626199,0.005595,-341278.4751037082,0.25209,200000,169611.95625614238,-30388.04374385762,0.8480597812807119
2020-02-26,-1,-1.1219093793420036,14938170.771626199,0.00505,-341278.4751037082,0.22915,200000,153641.72496672702,-46358.27503327298,0.7682086248336351
2020-02-27,-1,-1.0717819919573424,14938170.771626199,0.00523,-341278.4751037082,0.2385,200000,159521.54944783944,-40478.45055216056,0.7976077472391971
2020-02-28,-1,-0.8360052816768788,14938170.771626199,0.005251,-341278.4751037082,0.23663,200000,159197.06028559964,-40802.93971440036,0.7959853014279982
2020-02-29,-1,-0.6783357405992451,14938170.771626199,0.005115,-341278.4751037082,0.22892,200000,154534.2120176089,-45465.787982391106,0.7726710600880444
2020-03-01,-1,-0.6948414213260827,14938170.771626199,0.005049,-341278.4751037082,0.22696,200000,152879.38693547828,-47120.61306452172,0.7643969346773913
2020-03-02,-1,-0.8577579950649195,14938170.771626199,0.005283,-341278.4751037082,0.23958,200000,160681.8532518476,-39318.14674815239,0.803409266259238
2020-03-03,-1,-0.8244445591952243,14938170.771626199,0.005186,-341278.4751037082,0.23428,200000,157424.07476895023,-42575.92523104977,0.7871203738447512
2020-03-04,0,0.853285590313493,0.0,0.005471,0.0,0.23453,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-05,0,0.5221524022146841,0.0,0.005473,0.0,0.23909,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-06,2,1.726515380617398,0.0,0.00571,0.0,0.24477,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-07,0,0.5039422861258803,0.0,0.005386,0.0,0.23622,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-08,0,0.13571074527224702,0.0,0.004615,0.0,0.20385,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-09,-2,-2.142604531654574,0.0,0.004498,0.0,0.20952,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-10,-2,-1.7353193627730041,0.0,0.004562,0.0,0.21185,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-11,-2,-1.7821520210231483,0.0,0.004444,0.0,0.20813,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-12,-2,-3.864339264050679,0.0,0.002293,0.0,0.13549,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-13,-2,-2.9969885370849867,0.0,0.002562,0.0,0.15872,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-14,-2,-1.7995508347114817,0.0,0.002599,0.0,0.14588,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-15,-2,-1.492141211342063,0.0,0.002761,0.0,0.15308,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-16,-2,-1.656244966335946,0.0,0.002417,0.0,0.14102,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-17,-2,-1.4722395675055289,0.0,0.002515,0.0,0.14694,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-18,-2,-1.3520336314197285,0.0,0.00251,0.0,0.1476,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-19,-1,-1.118520500774128,32177377.289373875,0.002847,-556555.2438812116,0.1646,200000,183217.98628569485,-16782.013714305154,0.9160899314284743
2020-03-20,0,-0.045783029641249445,0.0,0.003146,0.0,0.15695,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-21,0,0.6118633938749559,0.0,0.003433,0.0,0.15797,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-22,0,-0.004668622616929063,0.0,0.002959,0.0,0.14776,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-23,0,0.23475291150320585,0.0,0.003258,0.0,0.15854,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-24,0,0.33312275090924504,0.0,0.003346,0.0,0.16225,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-25,0,-0.10755377348614277,0.0,0.003137,0.0,0.16168,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-26,0,-0.6589221152316075,0.0,0.003161,0.0,0.17593,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-27,0,-0.9333821049882202,0.0,0.00297,0.0,0.17269,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-28,-1,-1.0180316396139562,28623952.47810696,0.002958,-482640.66254483495,0.17543,200000,169339.3028604808,-30660.69713951921,0.8466965143024039
2020-03-29,-1,-0.9320293470087366,28623952.47810696,0.002743,-482640.66254483495,0.16278,200000,157079.74869649563,-42920.25130350437,0.7853987434824782
2020-03-30,-1,-0.7245947864984571,28623952.47810696,0.002925,-482640.66254483495,0.17112,200000,166314.53117313504,-33685.46882686496,0.8315726558656752
2020-03-31,-1,-0.42423294222685465,28623952.47810696,0.003034,-482640.66254483495,0.17353,200000,170597.7059899817,-29402.29401001829,0.8529885299499086
2020-04-01,-1,-0.5230520521166138,28623952.47810696,0.003036,-482640.66254483495,0.17494,200000,171335.47722912618,-28664.522770873824,0.8566773861456309
2020-04-02,-1,-0.4870215960819258,28623952.47810696,0.003122,-482640.66254483495,0.17828,200000,175409.1569551431,-24590.843044856912,0.8770457847757154
2020-04-03,-1,-0.3917138673311004,28623952.47810696,0.003169,-482640.66254483495,0.17957,200000,177377.08917629698,-22622.910823703016,0.8868854458814849
2020-04-04,-1,-0.22697455677868572,28623952.47810696,0.003241,-482640.66254483495,0.18114,200000,180195.75959491608,-19804.240405083925,0.9009787979745804
2020-04-05,-1,-0.4292473915523364,28623952.47810696,0.003157,-482640.66254483495,0.17925,200000,176879.15673454534,-23120.843265454663,0.8843957836727266
2020-04-06,-1,-0.44321152167987726,28623952.47810696,0.00349,-482640.66254483495,0.19803,200000,195474.924552347,-4525.075447653013,0.9773746227617349
2020-04-07,-1,-0.4827747597552993,28623952.47810696,0.003395,-482640.66254483495,0.19285,200000,190255.57043494456,-9744.429565055441,0.9512778521747228
2020-04-08,-1,-0.444758923714027,28623952.47810696,0.003571,-482640.66254483495,0.20192,200000,199670.93688037302,-329.06311962698237,0.998354684401865
2020-04-09,-1,-0.43024914204354525,28623952.47810696,0.003491,-482640.66254483495,0.19829,200000,195629.0350770867,-4370.964922913292,0.9781451753854336
2020-04-10,-1,-0.9146496261870821,28623952.47810696,0.003169,-482640.66254483495,0.18758,200000,181243.0408832811,-18756.959116718906,0.9062152044164055
2020-04-11,-1,-0.9904097911487705,28623952.47810696,0.00315,-482640.66254483495,0.1885,200000,181143.2151957383,-18856.784804261697,0.9057160759786915
2020-04-12,-1,-0.9568912448953905,28623952.47810696,0.003169,-482640.66254483495,0.18939,200000,182116.62048248725,-17883.379517512745,0.9105831024124362
2020-04-13,-1,-0.8643892433580228,28623952.47810696,0.003172,-482640.66254483495,0.18763,200000,181353.04477384267,-18646.955226157326,0.9067652238692133
2020-04-14,-1,-0.79196488270777,28623952.47810696,0.003163,-482640.66254483495,0.18613,200000,180371.46820772244,-19628.531792277558,0.9018573410386123
2020-04-15,-2,-1.3162801340861516,0.0,0.003021,0.0,0.1805,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-16,0,-0.10425260663762352,0.0,0.003279,0.0,0.19053,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-17,0,0.028868350111359485,0.0,0.00326,0.0,0.18863,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-18,0,0.3328477844410422,0.0,0.003405,0.0,0.19544,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-19,0,0.06971206774242045,0.0,0.003277,0.0,0.18901,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-20,-2,-1.2300783892709708,0.0,0.003052,0.0,0.18151,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-21,-2,-1.585163557803449,0.0,0.003044,0.0,0.18341,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-22,0,-0.7592686426145486,0.0,0.003178,0.0,0.18804,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-23,0,0.32020665544050075,0.0,0.003336,0.0,0.1926,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-24,2,2.791526150701707,0.0,0.003587,0.0,0.19325,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-25,2,1.7618899564318948,0.0,0.003527,0.0,0.19418,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-26,2,1.7073291071338776,0.0,0.003577,0.0,0.19618,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-27,1,1.08214207312083,-24022467.780308425,0.003538,430402.04085041373,0.19747,200000,169982.9820134624,-30017.017986537598,0.849914910067312
2020-04-28,0,-1.3545890914177592,0.0,0.00352,0.0,0.21416,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-04-29,0,0.1583109171405915,0.0,0.003922,0.0,0.22648,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-04-30,0,0.12334972037658494,0.0,0.00366,0.0,0.21135,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-01,0,0.2129512557280638,0.0,0.003791,0.0,0.21786,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-02,0,0.4664780274036603,0.0,0.003933,0.0,0.22369,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-03,0,-0.005356346172104145,0.0,0.003804,0.0,0.21936,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-04,0,-0.21630741672066603,0.0,0.003754,0.0,0.21776,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-05,0,-0.6002079745473727,0.0,0.003699,0.0,0.21688,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-06,0,-0.8956211895880118,0.0,0.00357,0.0,0.21158,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-07,0,-0.7630474142833819,0.0,0.003699,0.0,0.21862,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-08,0,0.32560706824695573,0.0,0.003831,0.0,0.21865,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-09,0,-0.15439416012181087,0.0,0.003734,0.0,0.21642,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-10,0,-0.6188645710291478,0.0,0.003352,0.0,0.19702,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-11,0,-0.7583753692138161,0.0,0.003268,0.0,0.19254,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-12,0,-0.30351048473809994,0.0,0.003396,0.0,0.19711,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-13,0,0.330977012995475,0.0,0.003544,0.0,0.20177,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-14,0,0.17565664421495603,0.0,0.00355,0.0,0.20386,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-15,0,0.5504263889240123,0.0,0.003472,0.0,0.19818,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-16,0,0.7157278633012409,0.0,0.003495,0.0,0.19969,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-17,0,0.5273266239110262,0.0,0.003502,0.0,0.20131,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-18,2,1.7064982585090434,0.0,0.003639,0.0,0.20543,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-19,0,0.816717377602486,0.0,0.00359,0.0,0.20496,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-20,2,1.5448888069148234,0.0,0.00358,0.0,0.20179,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-21,2,2.7908313882752767,0.0,0.003566,0.0,0.19434,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-22,2,3.8817695315983447,0.0,0.00417,0.0,0.20034,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-23,2,2.184353358389796,0.0,0.003939,0.0,0.19883,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-24,2,1.6982205193360889,0.0,0.003773,0.0,0.19256,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-25,2,3.2582500792127105,0.0,0.004598,0.0,0.19622,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-26,2,2.373582745335222,0.0,0.004459,0.0,0.19372,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-27,2,1.7250672479305842,0.0,0.00441,0.0,0.19791,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-28,2,1.6812811532935406,0.0,0.004558,0.0,0.20052,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-29,2,1.4982299436479893,0.0,0.004499,0.0,0.19759,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-30,2,1.4039424399107021,0.0,0.004752,0.0,0.20701,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-05-31,2,1.3686597475205808,0.0,0.00471,0.0,0.20245,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-06-01,2,1.5201656330939322,0.0,0.005093,0.0,0.211,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-06-02,2,1.3573531662358294,0.0,0.004899,0.0,0.20301,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-06-03,2,1.3581170823433013,0.0,0.00501,0.0,0.2041,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-06-04,1,1.130174527772137,-16394100.114259234,0.004952,397432.7300426481,0.20427,200000,162367.16753162345,-37632.83246837655,0.8118358376581172
2020-06-05,2,1.4031875678169177,0.0,0.005146,0.0,0.20274,200000,166155.695030755,-33844.304969244986,0.830778475153775
2020-06-06,2,1.532878737820994,0.0,0.005327,0.0,0.20361,200000,166155.695030755,-33844.304969244986,0.830778475153775
2020-06-07,1,1.1532363363420695,-16084772.026210552,0.005165,408666.6708415441,0.20329,200000,166155.695030755,-33844.304969244986,0.830778475153775
2020-06-08,2,1.2292911924184364,0.0,0.005267,0.0,0.20403,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-09,2,1.6161969318479525,0.0,0.005431,0.0,0.20127,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-10,2,1.8898804155486606,0.0,0.005658,0.0,0.20266,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-11,2,1.3412058173364243,0.0,0.005085,0.0,0.18817,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-12,2,2.082939508498772,0.0,0.00564,0.0,0.19307,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-13,2,2.6172649511278188,0.0,0.006057,0.0,0.19234,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-14,2,1.5664046530634088,0.0,0.005607,0.0,0.19022,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-15,1,1.137981608943041,-15171551.489221534,0.00552,435320.5334260467,0.19238,200000,167493.92844100573,-32506.07155899427,0.8374696422050286
2020-06-16,2,1.6953168597823305,0.0,0.005911,0.0,0.19238,200000,173426.00507329137,-26573.994926708634,0.8671300253664569
2020-06-17,1,1.156019470351595,-15172878.834058737,0.005715,448941.25051330926,0.19315,200000,173426.00507329137,-26573.994926708634,0.8671300253664569
2020-06-18,2,1.2257432374266548,0.0,0.005711,0.0,0.18975,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-19,2,1.5346302999763495,0.0,0.00587,0.0,0.18722,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-20,2,1.680969649923158,0.0,0.006064,0.0,0.18792,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-21,2,1.4531787339250695,0.0,0.00597,0.0,0.18602,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-22,2,2.3089528871053613,0.0,0.006767,0.0,0.18928,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-23,2,1.720671785329371,0.0,0.006545,0.0,0.18889,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-24,2,1.550623071935883,0.0,0.006352,0.0,0.18348,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-25,1,1.1946602055104332,-14221150.903374562,0.006149,481636.1362902081,0.18156,200000,174891.71380970036,-25108.286190299637,0.8744585690485018
2020-06-26,1,0.9922093941898333,-14221150.903374562,0.006122,481636.1362902081,0.18249,200000,174955.66434205914,-25044.335657940857,0.8747783217102957
2020-06-27,1,0.25108050118888037,-14221150.903374562,0.005522,481636.1362902081,0.17509,200000,162858.86639148687,-37141.13360851313,0.8142943319574343
2020-06-28,1,0.2589029368191353,-14221150.903374562,0.005625,481636.1362902081,0.17693,200000,165209.85542530843,-34790.14457469157,0.8260492771265422
2020-06-29,0,0.12647539065172134,0.0,0.005613,0.0,0.17726,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-06-30,0,-0.033741143488083644,0.0,0.005518,0.0,0.17533,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-01,0,0.170373659857281,0.0,0.00567,0.0,0.17647,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-02,0,-0.4106042695335744,0.0,0.005443,0.0,0.17477,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-03,0,-0.3985697351324341,0.0,0.005488,0.0,0.1762,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-04,0,-0.30007212782537784,0.0,0.005601,0.0,0.17808,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-05,2,2.9123929419384176,0.0,0.006866,0.0,0.17695,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-06,0,0.6081705488002749,0.0,0.006409,0.0,0.18875,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-07,1,1.0107160660382384,-13060327.958625598,0.006483,457478.42098427576,0.18508,200000,169340.2123115395,-30659.787688460492,0.8467010615576975
2020-07-08,0,-0.39922447343206874,0.0,0.006624,0.0,0.20551,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-09,0,-0.6997429756850015,0.0,0.006415,0.0,0.20263,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-10,0,-0.4037371955918335,0.0,0.006419,0.0,0.19909,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-11,0,-0.48820561822505953,0.0,0.00645,0.0,0.2011,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-12,0,-0.6319722531506026,0.0,0.006368,0.0,0.20128,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-13,-2,-1.2159276821102185,0.0,0.006015,0.0,0.19867,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-14,0,-0.7756041748830464,0.0,0.006164,0.0,0.19909,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-15,0,-0.8909856844145082,0.0,0.006028,0.0,0.19721,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-16,-1,-1.0545797331270976,13853401.336500335,0.005841,-416157.77209678286,0.19444,200000,161835.43441299692,-38164.565587003075,0.8091771720649846
2020-07-17,-1,-0.7417718515843297,13853401.336500335,0.005945,-416157.77209678286,0.1944,200000,163259.54184110908,-36740.45815889092,0.8162977092055455
2020-07-18,-2,-1.2394375046293875,0.0,0.005871,0.0,0.1999,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-19,0,-0.7600455213204381,0.0,0.006039,0.0,0.19956,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-20,0,-0.6231829636277645,0.0,0.005934,0.0,0.19465,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-21,0,-0.6066766844377708,0.0,0.006069,0.0,0.19949,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-22,0,-0.37541558140913667,0.0,0.006288,0.0,0.20348,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-23,0,-0.8130785795073385,0.0,0.006229,0.0,0.20851,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-24,0,-0.9908359251697823,0.0,0.005979,0.0,0.20392,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-25,-2,-1.698949983217508,0.0,0.006084,0.0,0.21463,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-26,-2,-1.869342879285889,0.0,0.00598,0.0,0.21532,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-27,-2,-3.118803111262112,0.0,0.005545,0.0,0.22437,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-28,-2,-2.273461079370676,0.0,0.005826,0.0,0.23029,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
2020-07-29,-2,-2.4904050066729275,0.0,0.0057,0.0,0.24327,200000,163692.05380855035,-36307.94619144965,0.8184602690427518
