date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-08-01,2,1.6621602877505817,0.0,7.833,0.0,0.02046,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-08-02,1,1.11612631042168,-12997.598634285327,7.1939,4903168.579716057,0.01907,200000,187006.8496303704,-12993.150369629613,0.9350342481518519
2020-08-03,0,-0.13708669874283907,0.0,7.1658,0.0,0.01987,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-04,0,-0.9008111231225789,0.0,7.139,0.0,0.02039,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-05,0,-0.5091578487934385,0.0,7.2239,0.0,0.02031,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-06,0,-0.8511368645614362,0.0,7.0997,0.0,0.02022,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-07,-2,-1.231603641716113,0.0,6.8756,0.0,0.01988,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-08,-2,-1.6256400730595713,0.0,6.9377,0.0,0.02046,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-09,-2,-1.650067458583139,0.0,6.8798,0.0,0.02045,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-10,-2,-1.8690759697846389,0.0,7.0649,0.0,0.02146,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-11,-2,-1.3619965669767167,0.0,6.743,0.0,0.0201,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-12,-2,-1.2835976223072674,0.0,6.7535,0.0,0.02019,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-13,-2,-2.200531334172814,0.0,6.9236,0.0,0.02238,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-14,-2,-2.6876236316136897,0.0,6.8833,0.0,0.02471,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-15,-2,-2.061101383694492,0.0,7.1732,0.0,0.02526,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-16,-2,-2.3504499812771478,0.0,7.2479,0.0,0.02824,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-17,-2,-2.217721576533331,0.0,7.3884,0.0,0.03036,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-18,-2,-1.731311604475547,0.0,7.2702,0.0,0.02875,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-19,-2,-1.470219492175108,0.0,6.798,0.0,0.02648,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-20,-2,-1.3779680453880139,0.0,6.9696,0.0,0.02746,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-21,0,-0.8610824201765,0.0,6.6324,0.0,0.02425,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-22,0,-0.8681443751075593,0.0,6.7702,0.0,0.02512,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-23,0,-0.5997283614686163,0.0,6.7588,0.0,0.02435,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-24,0,-0.6353396825229097,0.0,6.8537,0.0,0.0251,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-25,0,-0.34690788709836806,0.0,6.4692,0.0,0.02299,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-26,0,-0.5093872417448637,0.0,6.46,0.0,0.02369,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-27,0,-0.3522695553014861,0.0,6.3544,0.0,0.02307,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-28,0,-0.35463209884969565,0.0,6.5278,0.0,0.02392,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-29,0,-0.6993381886749864,0.0,6.4926,0.0,0.02491,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-30,-1,-1.0834668881242873,13654.705953411016,6.6907,-3388707.014929046,0.02696,200000,182719.08224497415,-17280.917755025846,0.9135954112248708
2020-08-31,-2,-1.8939414275937316,0.0,6.5858,0.0,0.02917,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-01,-2,-2.8592470296349104,0.0,6.7359,0.0,0.03466,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-02,-2,-2.6857466477419223,0.0,6.2946,0.0,0.03449,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-03,-2,-2.9654294647893833,0.0,5.4849,0.0,0.03996,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-04,-2,-2.1732242513559785,0.0,5.3018,0.0,0.03552,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-05,-2,-1.5280384867479206,0.0,5.023,0.0,0.02988,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-06,-2,-1.442774763547899,0.0,5.1492,0.0,0.03142,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-07,-2,-1.4084820460838126,0.0,5.0983,0.0,0.03249,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-08,-2,-1.4558258572443596,0.0,5.0882,0.0,0.03518,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-09,-2,-1.239710867387563,0.0,5.0505,0.0,0.03397,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-10,0,-0.9854089081649976,0.0,5.1856,0.0,0.03299,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-11,0,-0.9151784194359465,0.0,5.2164,0.0,0.0335,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-12,0,-0.7582537543551682,0.0,5.2316,0.0,0.03272,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-13,0,-0.5878779928460507,0.0,5.06,0.0,0.03065,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-14,0,-0.42924395531467024,0.0,5.1494,0.0,0.03039,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-15,0,-0.014861985380354745,0.0,5.1688,0.0,0.02788,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-16,0,0.30056692984494443,0.0,5.1179,0.0,0.02639,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-17,0,0.22113402096509044,0.0,5.2043,0.0,0.02813,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-18,0,0.1838065543133539,0.0,5.1854,0.0,0.02905,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-19,0,0.8454899558691884,0.0,5.2177,0.0,0.02768,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-20,1,1.15691502330752,-18827.046213034693,5.0895,3556802.216081666,0.02694,200000,191640.50340248016,-8359.496597519843,0.9582025170124008
2020-09-21,2,1.4220844907094465,0.0,4.8161,0.0,0.0249,200000,193749.065488643,-6250.934511356987,0.9687453274432151
2020-09-22,2,1.549352783658176,0.0,4.9453,0.0,0.02499,200000,193749.065488643,-6250.934511356987,0.9687453274432151
2020-09-23,2,1.2672314325742147,0.0,4.8357,0.0,0.02486,200000,193749.065488643,-6250.934511356987,0.9687453274432151
2020-09-24,0,0.8799785974058084,0.0,4.9688,0.0,0.02625,200000,193749.065488643,-6250.934511356987,0.9687453274432151
2020-09-25,0,0.4887399982497801,0.0,4.9772,0.0,0.02714,200000,193749.065488643,-6250.934511356987,0.9687453274432151
2020-09-26,1,1.1688564068438347,-18066.528551187315,5.3621,3564184.4276792314,0.02718,200000,193749.065488643,-6250.934511356987,0.9687453274432151
2020-09-27,2,1.4226687561819427,0.0,5.444,0.0,0.02659,200000,197331.58298931603,-2668.417010683974,0.9866579149465802
2020-09-28,2,1.4045071937509837,0.0,5.411,0.0,0.02625,200000,197331.58298931603,-2668.417010683974,0.9866579149465802
2020-09-29,2,1.3084130564738565,0.0,5.4137,0.0,0.0263,200000,197331.58298931603,-2668.417010683974,0.9866579149465802
2020-09-30,2,1.2192526368383352,0.0,5.3972,0.0,0.02621,200000,197331.58298931603,-2668.417010683974,0.9866579149465802
2020-10-01,1,1.198717682188417,-18515.92161214893,5.3287,3822773.7890220075,0.02581,200000,197331.58298931603,-2668.417010683974,0.9866579149465802
2020-10-02,1,0.6723096741439875,-18515.92161214893,5.1802,3822773.7890220075,0.0259,200000,194926.01827092387,-5073.9817290761275,0.9746300913546193
2020-10-03,0,-0.4275193087743326,0.0,5.1341,0.0,0.02719,200000,188452.95681474145,-11547.043185258546,0.9422647840737073
2020-10-04,0,0.05517688670758628,0.0,5.1535,0.0,0.02644,200000,188452.95681474145,-11547.043185258546,0.9422647840737073
2020-10-05,0,-0.227036136182602,0.0,5.0997,0.0,0.02643,200000,188452.95681474145,-11547.043185258546,0.9422647840737073
2020-10-06,1,1.1226016017654121,-17986.27136126035,5.2388,3686481.940820451,0.02556,200000,188452.95681474145,-11547.043185258546,0.9422647840737073
2020-10-07,1,0.78569900281577,-17986.27136126035,5.1736,3686481.940820451,0.02551,200000,187095.92782494627,-12904.072175053734,0.9354796391247313
2020-10-08,1,0.5219776328219587,-17986.27136126035,5.1745,3686481.940820451,0.02572,200000,187886.2766767437,-12113.723323256301,0.9394313833837185
2020-10-09,1,0.3602059759734218,-17986.27136126035,5.2674,3686481.940820451,0.02627,200000,191584.766353656,-8415.233646343986,0.9579238317682801
2020-10-10,0,0.12713559903998134,0.0,5.2712,0.0,0.02644,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-11,0,0.7969283678519872,0.0,5.428,0.0,0.02656,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-12,0,0.2837264548939318,0.0,5.4483,0.0,0.02709,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-13,0,0.022754740581514277,0.0,5.3502,0.0,0.0268,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-14,0,0.1661165424531723,0.0,5.3812,0.0,0.02676,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-15,0,0.02153785103073162,0.0,5.3321,0.0,0.02652,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-16,0,0.0005391195642688449,0.0,5.1737,0.0,0.02572,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-17,0,0.17091531286935369,0.0,5.1938,0.0,0.02574,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-18,0,0.17706423665125248,0.0,5.2282,0.0,0.02594,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-19,0,0.1519409235431124,0.0,5.2086,0.0,0.02589,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-20,0,-0.9768922772290136,0.0,5.0807,0.0,0.02592,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-21,0,0.10804384067114758,0.0,5.3379,0.0,0.02667,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-22,2,1.703607752027518,0.0,5.612,0.0,0.02708,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-23,2,1.310023701113158,0.0,5.482,0.0,0.02669,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-24,0,0.9207369994938791,0.0,5.529,0.0,0.02706,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-25,2,1.4719629757457289,0.0,5.5585,0.0,0.02699,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-26,0,0.4751529207888819,0.0,5.435,0.0,0.02675,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-27,0,0.06406270971727353,0.0,5.4582,0.0,0.02701,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-28,-2,-1.9288337140619018,0.0,5.2714,0.0,0.02688,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-29,0,0.6267138589723972,0.0,5.4065,0.0,0.02655,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-30,1,1.1163276774279038,-17666.172970763375,5.2584,3628742.3417758644,0.0256,200000,185791.60789892427,-14208.392101075733,0.9289580394946213
2020-10-31,1,0.8704543577583029,-17666.172970763375,5.2734,3628742.3417758644,0.02576,200000,186637.19926816985,-13362.800731830153,0.9331859963408492
2020-11-01,1,0.4849191667220024,-17666.172970763375,5.2434,3628742.3417758644,0.02574,200000,186034.63923221143,-13965.360767788574,0.9301731961610571
2020-11-02,1,0.6260343240538637,-17666.172970763375,4.9961,3628742.3417758644,0.02445,200000,176984.7170356508,-23015.2829643492,0.884923585178254
2020-11-03,0,-0.7907791457488277,0.0,4.8866,0.0,0.02442,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-04,0,-0.31511990498306686,0.0,4.8774,0.0,0.0242,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-05,0,0.6204205615474009,0.0,5.0979,0.0,0.02493,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-06,0,0.6926704501289132,0.0,5.3597,0.0,0.02616,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-07,0,0.43048422107627105,0.0,5.0771,0.0,0.02486,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-08,0,0.4182622465709116,0.0,5.1801,0.0,0.02535,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-09,0,-0.23941552537595961,0.0,5.0283,0.0,0.02479,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-10,1,1.1922917489043383,-17877.13747483536,5.1324,3695232.3953219885,0.02483,200000,183505.24075168997,-16494.75924831003,0.9175262037584498
2020-11-11,0,0.10369067346756121,0.0,5.0917,0.0,0.02498,200000,182223.35639716592,-17776.643602834083,0.9111167819858296
2020-11-12,0,-0.36890414156070545,0.0,5.0448,0.0,0.0249,200000,182223.35639716592,-17776.643602834083,0.9111167819858296
2020-11-13,0,-0.5200827224949901,0.0,5.1344,0.0,0.0254,200000,182223.35639716592,-17776.643602834083,0.9111167819858296
2020-11-14,-1,-1.1949022150337418,18101.777799571446,5.0333,-3625613.9354788284,0.02513,200000,182223.35639716592,-17776.643602834083,0.9111167819858296
2020-11-15,-2,-1.7574370265154895,0.0,5.0241,0.0,0.02533,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-16,2,2.60253231618988,0.0,5.395,0.0,0.02549,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-17,2,3.2350095736629294,0.0,5.7751,0.0,0.02649,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-18,2,3.179581711443259,0.0,6.0431,0.0,0.02678,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-19,2,2.7326747105792584,0.0,5.9188,0.0,0.02581,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-20,2,2.3023559871026786,0.0,6.0635,0.0,0.02629,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-21,0,0.6903096457646127,0.0,6.5853,0.0,0.03057,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-22,0,0.09653540233484542,0.0,6.0316,0.0,0.02875,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-23,0,-0.23128147647871064,0.0,6.5685,0.0,0.03174,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-24,0,-0.3028936511498156,0.0,7.2767,0.0,0.03523,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-25,0,0.06599772239423414,0.0,6.95,0.0,0.03304,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-26,0,-0.12815230780466044,0.0,6.1404,0.0,0.02942,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-27,0,0.12270470055793359,0.0,6.2115,0.0,0.02938,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-28,0,-0.3040810270987826,0.0,6.3268,0.0,0.03047,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-29,0,-0.28838186479821687,0.0,6.3926,0.0,0.03072,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-11-30,0,-0.2583398380618516,0.0,6.7458,0.0,0.03236,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-12-01,0,-0.8288728205151489,0.0,6.1466,0.0,0.03024,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-12-02,-1,-1.1516839629156985,14678.323036105048,6.2376,-2936417.824567314,0.03118,200000,183115.0155400177,-16884.98445998231,0.9155750777000884
2020-12-03,-1,-0.3199908978095061,14678.323036105048,6.587,-2936417.824567314,0.03166,200000,189653.1021646251,-10346.897835374897,0.9482655108231255
2020-12-04,-1,-1.0184238730976027,14678.323036105048,5.9515,-2936417.824567314,0.02947,200000,173894.27283937793,-26105.727160622075,0.8694713641968896
2020-12-05,-1,-0.9974545896035316,14678.323036105048,6.1922,-2936417.824567314,0.03056,200000,180628.0406229468,-19371.959377053194,0.903140203114734
2020-12-06,-2,-1.2203826091235537,0.0,6.1708,0.0,0.03091,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-07,0,-0.7533591617518975,0.0,6.1525,0.0,0.03029,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-08,0,-0.2574411346252549,0.0,5.7707,0.0,0.0279,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-09,0,0.47834805230424743,0.0,6.0625,0.0,0.0287,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-10,0,0.6377187161651946,0.0,5.8918,0.0,0.02811,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-11,0,0.490580642968572,0.0,5.7895,0.0,0.02778,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-12,0,0.7093595205274994,0.0,5.971,0.0,0.02855,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-13,0,0.7736217427303812,0.0,6.1209,0.0,0.02921,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-14,0,0.20209655461702608,0.0,6.0388,0.0,0.0291,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-15,0,0.1969001355342762,0.0,6.0499,0.0,0.02918,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-16,0,-0.2552465568282406,0.0,6.4654,0.0,0.03145,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-17,2,1.2762662065386396,0.0,6.4786,0.0,0.03072,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-18,0,-0.22024311258857937,0.0,6.3915,0.0,0.03109,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-19,0,-0.2505116465588533,0.0,6.4149,0.0,0.03124,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-20,0,0.5371452843419713,0.0,6.4949,0.0,0.03122,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-21,0,0.6650170691851519,0.0,6.1075,0.0,0.02926,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-22,2,1.5392366289131822,0.0,6.1198,0.0,0.02885,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-23,0,-0.40585603485718075,0.0,5.099,0.0,0.0248,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-24,-2,-1.4128159891846295,0.0,5.6031,0.0,0.02769,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-25,-2,-1.5619356575905778,0.0,5.7568,0.0,0.02854,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-26,0,0.8768449416973788,0.0,5.8379,0.0,0.0278,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-27,-2,-2.0027882865063913,0.0,5.8101,0.0,0.02889,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-28,-2,-1.984052281044549,0.0,5.9188,0.0,0.02959,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-29,0,-0.023698715394174424,0.0,5.719,0.0,0.02767,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-30,1,1.1477917915631994,-16136.084676332008,5.6799,3400792.1095769266,0.02695,200000,183302.69470619634,-16697.305293803656,0.9165134735309817
2020-12-31,2,1.215403236327242,0.0,5.6562,0.0,0.02677,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-01,2,1.3346587926672906,0.0,5.6938,0.0,0.02685,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-02,2,1.308482532349096,0.0,5.7763,0.0,0.02721,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-03,2,2.8410650614298194,0.0,6.5678,0.0,0.02949,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-04,2,2.7245577521406448,0.0,7.0374,0.0,0.03095,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-05,2,3.555307957266061,0.0,7.271,0.0,0.02852,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-06,2,2.38513202987035,0.0,7.5723,0.0,0.03046,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-07,2,1.2008895297064797,0.0,7.2142,0.0,0.03095,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-08,0,0.8374887677606814,0.0,6.9565,0.0,0.0304,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-09,0,0.8047008049405286,0.0,7.763,0.0,0.03382,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-10,2,2.5629623752384734,0.0,8.8346,0.0,0.03275,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-11,2,1.3457449437139,0.0,7.2221,0.0,0.02897,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-12,1,1.0786431797757325,-13008.364430645492,7.0544,3203008.936807873,0.02865,200000,183532.41207909113,-16467.587920908874,0.9176620603954556
2021-01-13,1,0.9957997705898562,-13008.364430645492,7.595,3203008.936807873,0.03079,200000,197419.17301506695,-2580.8269849330536,0.9870958650753348
2021-01-14,2,1.4028248761724136,0.0,7.788,0.0,0.03014,200000,188302.86490956892,-11697.135090431082,0.9415143245478446
2021-01-15,1,1.103007005447588,-12442.372466602941,7.567,3167948.602112532,0.02972,200000,188302.86490956892,-11697.135090431082,0.9415143245478446
2021-01-16,1,1.1796666603994428,-12442.372466602941,7.7799,3167948.602112532,0.03008,200000,192092.30750446918,-7907.69249553082,0.9604615375223459
2021-01-17,1,0.8971257233233023,-12442.372466602941,7.684,3167948.602112532,0.0302,200000,191279.23781717548,-8720.762182824517,0.9563961890858774
2021-01-18,1,0.2697445684796333,-12442.372466602941,7.7078,3167948.602112532,0.03164,200000,196137.21226892268,-3862.7877310773183,0.9806860613446134
2021-01-19,1,0.8211242460330049,-12442.372466602941,7.8177,3167948.602112532,0.03063,200000,194305.00091486867,-5694.999085131334,0.9715250045743433
2021-01-20,1,0.9759844854223158,-12442.372466602941,7.9,3167948.602112532,0.03046,200000,194790.45690651098,-5209.543093489017,0.9739522845325549
2021-01-21,1,0.8456029268162015,-12442.372466602941,7.1346,3167948.602112532,0.02762,200000,176270.09099057346,-23729.90900942654,0.8813504549528672
2021-01-22,1,0.9169632030559836,-12442.372466602941,7.4292,3167948.602112532,0.02857,200000,182945.16509124162,-17054.834908758377,0.9147258254562081
2021-01-23,1,0.431120212651189,-12442.372466602941,7.4488,3167948.602112532,0.02925,200000,185343.24064102356,-14656.759358976444,0.9267162032051178
2021-01-24,1,0.32732131127649994,-12442.372466602941,7.6294,3167948.602112532,0.02999,200000,189934.61507405533,-10065.384925944672,0.9496730753702767
2021-01-25,1,0.3162849781536371,-12442.372466602941,7.4976,3167948.602112532,0.02949,200000,186710.73608190077,-13289.263918099226,0.9335536804095039
2021-01-26,0,0.09659775526453485,0.0,7.4342,0.0,0.02949,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-01-27,0,-0.8290436957765062,0.0,6.8713,0.0,0.02823,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-01-28,0,0.701786789003086,0.0,7.6533,0.0,0.02955,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-01-29,-2,-2.8798552971906313,0.0,7.6132,0.0,0.03335,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-01-30,-2,-1.826850339646499,0.0,7.5859,0.0,0.03216,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-01-31,-2,-1.6857645152814955,0.0,7.4155,0.0,0.03154,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-01,-2,-2.0486970421343895,0.0,7.5241,0.0,0.03295,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-02,-2,-1.3214459416596396,0.0,7.7835,0.0,0.03317,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-03,-2,-1.5342543713959087,0.0,7.9413,0.0,0.03452,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-04,-2,-1.2708331380263298,0.0,7.6584,0.0,0.0331,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-05,0,-0.872654434438417,0.0,8.5174,0.0,0.03624,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-06,0,0.4172261912674392,0.0,8.7691,0.0,0.03507,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-07,-1,-1.175246360437482,11316.942637400192,8.2787,-2604658.688135807,0.03597,200000,187379.14602448995,-12620.85397551005,0.9368957301224498
2021-02-08,-2,-2.0199819316888368,0.0,8.6941,0.0,0.04042,200000,194268.81921511824,-5731.180784881755,0.9713440960755912
2021-02-09,-2,-2.137014900350566,0.0,9.578,0.0,0.04608,200000,194268.81921511824,-5731.180784881755,0.9713440960755912
2021-02-10,0,-0.953950570201787,0.0,10.3754,0.0,0.04629,200000,194268.81921511824,-5731.180784881755,0.9713440960755912
2021-02-11,-2,-1.8932283010632116,0.0,11.7205,0.0,0.05681,200000,194268.81921511824,-5731.180784881755,0.9713440960755912
2021-02-12,-1,-1.1326125682462154,8144.41869849152,11.9265,-1761276.6927934566,0.05515,200000,194268.81921511824,-5731.180784881755,0.9713440960755912
2021-02-13,0,2.4239735231783626,0.0,16.6377,0.0,0.05995,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-14,2,2.558555456464765,0.0,16.072,0.0,0.05519,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-15,2,2.094694464490536,0.0,14.6826,0.0,0.05079,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-16,2,1.4252543951132535,0.0,14.3907,0.0,0.05202,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-17,2,1.7777767533568187,0.0,15.3015,0.0,0.05256,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-18,0,0.9940731738724542,0.0,14.9458,0.0,0.05492,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-19,0,0.3027049603086697,0.0,15.3876,0.0,0.06073,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-20,0,0.5320590971880379,0.0,15.0833,0.0,0.05773,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-21,0,0.5665124449822814,0.0,15.669,0.0,0.05935,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-22,0,0.27845926160240425,0.0,13.9359,0.0,0.05425,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-23,0,0.08560922625931262,0.0,11.3651,0.0,0.04501,200000,164352.9619681936,-35647.03803180641,0.821764809840968
2021-02-24,0,-0.1280732978975311,0.0,11.8729,0.0,0.048,200000,164352.9619681936,-35647.03803180641,0.821764809840968
