date,statusList,zscore,VETUSDT_position,VETUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-07-31,-2,-1.704597590762671,0.0,0.017204,0.0,0.25939,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-08-01,-2,-1.99187693855356,0.0,0.017319,0.0,0.29089,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-08-02,-2,-1.938171152138779,0.0,0.016207,0.0,0.28803,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-08-03,-2,-1.83703172133348,0.0,0.0167,0.0,0.31016,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-08-04,-1,-1.1017931907358525,4808634.686568614,0.018734,-298908.2295380464,0.30138,200000,180169.92443635283,-19830.075563647173,0.9008496221817641
2020-08-05,-1,-1.0002547871187442,4808634.686568614,0.018793,-298908.2295380464,0.30228,200000,180722.65128944465,-19277.34871055535,0.9036132564472232
2020-08-06,-1,-0.6996387915138443,4808634.686568614,0.019704,-298908.2295380464,0.30311,200000,185351.4113194252,-14648.588680574787,0.926757056597126
2020-08-07,-1,-0.7493935990319025,4808634.686568614,0.018671,-298908.2295380464,0.29437,200000,177771.63376203732,-22228.366237962677,0.8888581688101866
2020-08-08,0,-0.05882541205334251,0.0,0.020815,0.0,0.29527,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-09,0,0.5097243484701671,0.0,0.021929,0.0,0.2879,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-10,0,0.2703087220268392,0.0,0.021422,0.0,0.29469,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-11,0,0.1368867585847183,0.0,0.019966,0.0,0.2831,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-12,0,0.42879973399379934,0.0,0.020429,0.0,0.28233,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-13,0,-0.1673680136379626,0.0,0.019598,0.0,0.2942,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-14,0,0.1981102490142986,0.0,0.020513,0.0,0.29995,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-15,0,-0.1370675636899973,0.0,0.019575,0.0,0.29884,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-16,0,-0.16040596651482444,0.0,0.019842,0.0,0.30455,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-17,0,-0.40852957020650643,0.0,0.02002,0.0,0.31539,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-18,0,-0.4655773622060641,0.0,0.019089,0.0,0.30251,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-19,0,-0.653919026891262,0.0,0.017857,0.0,0.28975,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-20,0,0.20365919807824998,0.0,0.019392,0.0,0.29218,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-21,0,-0.2196547858414756,0.0,0.017962,0.0,0.27933,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-22,0,-0.4684779855138359,0.0,0.018165,0.0,0.28592,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-23,0,-0.8421888885983224,0.0,0.017889,0.0,0.2848,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-24,0,-0.8142719351072318,0.0,0.01817,0.0,0.2884,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-25,-2,-1.243377846740005,0.0,0.016883,0.0,0.27625,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-26,0,-0.9948763049223304,0.0,0.017113,0.0,0.27653,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-27,-2,-1.302591482010222,0.0,0.015933,0.0,0.26469,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-28,-2,-1.2036544158335627,0.0,0.016317,0.0,0.27174,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-29,0,-0.9316459592608018,0.0,0.016744,0.0,0.2738,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-30,-1,-1.0613471695157315,4918390.298928479,0.017113,-297393.8703468414,0.28302,200000,168336.8263711261,-31663.17362887389,0.8416841318556305
2020-08-31,-1,-0.6021615498133109,4918390.298928479,0.017372,-297393.8703468414,0.28115,200000,169054.562921,-30945.437078999996,0.845272814605
2020-09-01,-2,-2.041861984912385,0.0,0.016989,0.0,0.29521,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-02,-2,-1.6752153439745079,0.0,0.015995,0.0,0.27595,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-03,-2,-3.176209585636101,0.0,0.012343,0.0,0.24409,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-04,-2,-1.3882660789271086,0.0,0.014268,0.0,0.25385,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-05,-2,-2.3193579270291367,0.0,0.012101,0.0,0.23738,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-06,-2,-1.864772182038747,0.0,0.012354,0.0,0.23986,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-07,-2,-1.8067104645022287,0.0,0.012201,0.0,0.24198,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-08,-2,-1.4510788986767003,0.0,0.012119,0.0,0.23657,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-09,0,-0.878519389859761,0.0,0.012841,0.0,0.23901,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-10,0,-0.8347337540380694,0.0,0.013005,0.0,0.24302,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-11,0,-0.5349968412244083,0.0,0.013239,0.0,0.24252,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-12,0,-0.5433795934469446,0.0,0.013419,0.0,0.24752,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-13,0,-0.7624363105830282,0.0,0.01281,0.0,0.24218,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-14,0,-0.804237354290547,0.0,0.012861,0.0,0.24564,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-15,0,-0.8893995562907838,0.0,0.012569,0.0,0.24331,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-16,-1,-1.0826648226370406,6925037.642364414,0.01246,-349534.02342971973,0.24686,200000,172571.93804772123,-27428.061952278775,0.8628596902386061
2020-09-17,-1,-0.20352560007775466,6925037.642364414,0.013514,-349534.02342971973,0.25214,200000,181716.46736648222,-18283.53263351778,0.9085823368324111
2020-09-18,0,1.0053531232100095,0.0,0.01443,0.0,0.25065,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-19,2,1.931692965487579,0.0,0.015265,0.0,0.25112,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-20,2,1.506326001068146,0.0,0.014476,0.0,0.24652,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-21,0,0.2278501468725343,0.0,0.012605,0.0,0.23102,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-22,0,-0.23448882906140267,0.0,0.01234,0.0,0.23302,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-23,0,-0.8224427630378606,0.0,0.011381,0.0,0.22164,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-24,0,-0.11126191839311765,0.0,0.012385,0.0,0.23276,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-25,0,-0.07233727574502369,0.0,0.012909,0.0,0.24154,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-26,0,-0.19574183656320066,0.0,0.012851,0.0,0.24153,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-27,0,-0.573381330014953,0.0,0.012741,0.0,0.24334,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-28,0,-0.3844236092785097,0.0,0.012765,0.0,0.24107,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-29,0,0.11851292561226384,0.0,0.013169,0.0,0.24285,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-09-30,0,0.7439980783456145,0.0,0.013519,0.0,0.24171,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-10-01,0,-0.21518215426361506,0.0,0.012732,0.0,0.23819,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-10-02,-1,-1.1841280535565166,6756655.191882197,0.011859,-342628.81176999473,0.23386,200000,160254.34784106194,-39745.65215893806,0.8012717392053097
2020-10-03,-1,-1.1940979652637869,6756655.191882197,0.011739,-342628.81176999473,0.23273,200000,159056.37866073597,-40943.621339264035,0.7952818933036798
2020-10-04,-2,-2.0680535988164155,0.0,0.011657,0.0,0.24794,200000,166443.40585954365,-33556.59414045635,0.8322170292977182
2020-10-05,-2,-2.1461645400168954,0.0,0.011383,0.0,0.2503,200000,166443.40585954365,-33556.59414045635,0.8322170292977182
2020-10-06,-2,-2.5935338480518415,0.0,0.010106,0.0,0.24545,200000,166443.40585954365,-33556.59414045635,0.8322170292977182
2020-10-07,-2,-1.5002939211669981,0.0,0.011227,0.0,0.2487,200000,166443.40585954365,-33556.59414045635,0.8322170292977182
2020-10-08,-2,-1.578014181371207,0.0,0.011012,0.0,0.25141,200000,166443.40585954365,-33556.59414045635,0.8322170292977182
2020-10-09,-1,-1.1956025997146886,7265098.466152058,0.011455,-329030.5733988528,0.25293,200000,166443.40585954365,-33556.59414045635,0.8322170292977182
2020-10-10,-1,-1.192498530770903,7265098.466152058,0.0114,-329030.5733988528,0.25402,200000,166402.46876891004,-33597.53123108996,0.8320123438445501
2020-10-11,-1,-1.1001189259377206,7265098.466152058,0.011436,-329030.5733988528,0.25544,200000,167131.2357279179,-32868.7642720821,0.8356561786395895
2020-10-12,-1,-1.0622818898023745,7265098.466152058,0.011377,-329030.5733988528,0.25603,200000,166896.72295672022,-33103.277043279784,0.8344836147836011
2020-10-13,-1,-0.8998803650184408,7265098.466152058,0.011482,-329030.5733988528,0.2565,200000,167814.20266516367,-32185.79733483633,0.8390710133258183
2020-10-14,-1,-0.8211173098942485,7265098.466152058,0.011139,-329030.5733988528,0.24906,200000,162874.28642518603,-37125.71357481397,0.8143714321259301
2020-10-15,-1,-0.7709236746904662,7265098.466152058,0.010963,-329030.5733988528,0.24596,200000,160575.63431760686,-39424.36568239314,0.8028781715880343
2020-10-16,-1,-0.7910163697585332,7265098.466152058,0.010591,-329030.5733988528,0.24011,200000,155948.188833815,-44051.81116618501,0.7797409441690749
2020-10-17,-1,-0.3609159405665013,7265098.466152058,0.010988,-329030.5733988528,0.24057,200000,158983.78698864084,-41016.213011359156,0.7949189349432042
2020-10-18,0,0.2724932606035309,0.0,0.011627,0.0,0.24221,200000,161666.6011765298,-38333.3988234702,0.808333005882649
2020-10-19,0,-0.037786219903902706,0.0,0.011396,0.0,0.24558,200000,161666.6011765298,-38333.3988234702,0.808333005882649
2020-10-20,0,-0.5825147746560961,0.0,0.010781,0.0,0.24322,200000,161666.6011765298,-38333.3988234702,0.808333005882649
2020-10-21,0,-0.16000888218569434,0.0,0.011339,0.0,0.25088,200000,161666.6011765298,-38333.3988234702,0.808333005882649
2020-10-22,1,1.0229443149833441,-6650209.8386067385,0.012155,314416.35453835194,0.25709,200000,161666.6011765298,-38333.3988234702,0.808333005882649
2020-10-23,2,1.7343023787897496,0.0,0.012218,0.0,0.25471,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-24,2,1.617148999389592,0.0,0.012282,0.0,0.2562,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-25,0,0.7387015008978721,0.0,0.01179,0.0,0.25313,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-26,0,0.17681379764712993,0.0,0.011368,0.0,0.2481,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-27,0,-0.43831454632871336,0.0,0.01137,0.0,0.25273,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-28,-2,-1.6029075279224678,0.0,0.010638,0.0,0.2454,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-29,-2,-2.1232776202542802,0.0,0.010186,0.0,0.24239,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-30,-2,-1.7743399457023652,0.0,0.01008,0.0,0.23905,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-10-31,-2,-1.9438786822579575,0.0,0.009895,0.0,0.23968,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-11-01,0,-0.646998449058483,0.0,0.010505,0.0,0.23999,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-11-02,-1,-1.0903306990374113,8101187.826873796,0.01005,-346116.30174757325,0.23523,200000,162833.8753201633,-37166.12467983671,0.8141693766008165
2020-11-03,-2,-2.4301716816877708,0.0,0.00925,0.0,0.2396,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-04,-2,-1.7692935424768295,0.0,0.009398,0.0,0.23758,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-05,-2,-1.5613655057935367,0.0,0.009721,0.0,0.24561,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-06,0,-0.25802289806597173,0.0,0.011196,0.0,0.25863,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-07,0,-0.7282454608254151,0.0,0.010383,0.0,0.2491,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-08,0,0.0855646345110268,0.0,0.011122,0.0,0.25374,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-09,0,0.1655384621178014,0.0,0.011035,0.0,0.25059,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-10,0,0.7394769388846237,0.0,0.011583,0.0,0.2538,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-11,0,0.3330085228777951,0.0,0.01134,0.0,0.25581,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-12,0,-0.5757272005982944,0.0,0.010644,0.0,0.2549,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-13,0,0.6742538502453792,0.0,0.011814,0.0,0.2659,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-14,0,-0.4093734561960955,0.0,0.011245,0.0,0.26824,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-15,0,-0.8124220275844871,0.0,0.011039,0.0,0.26954,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-16,-2,-1.490072669500428,0.0,0.011336,0.0,0.28813,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-17,0,-0.6576738505016162,0.0,0.012346,0.0,0.30247,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-18,0,-0.9330706806360483,0.0,0.011777,0.0,0.29335,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-19,-2,-1.7822503460585115,0.0,0.011504,0.0,0.30358,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-20,-2,-2.0176048650320033,0.0,0.012059,0.0,0.32991,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-21,-2,-2.9241597076702686,0.0,0.014426,0.0,0.46283,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-22,-2,-2.3224148422153283,0.0,0.013905,0.0,0.44611,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-23,-2,-2.695036699239982,0.0,0.016023,0.0,0.61579,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-24,-2,-2.488169623196056,0.0,0.016174,0.0,0.694,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-25,-2,-1.7430230945871803,0.0,0.016548,0.0,0.63022,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-26,-2,-1.41685338302227,0.0,0.014627,0.0,0.53654,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-27,-2,-1.4392449946517374,0.0,0.014487,0.0,0.5623,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-28,-2,-1.425825446490309,0.0,0.01535,0.0,0.62579,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-29,-2,-1.227390409031276,0.0,0.015151,0.0,0.60543,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-11-30,-2,-1.2295017408584523,0.0,0.015972,0.0,0.66417,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-12-01,-1,-1.1117131586381397,5795865.977481823,0.014737,-139820.71259518995,0.61088,200000,170827.35382029926,-29172.646179700736,0.8541367691014963
2020-12-02,-1,-0.7755418437273929,5795865.977481823,0.016405,-139820.71259518995,0.62972,200000,183129.08049603231,-16870.919503967685,0.9156454024801616
2020-12-03,-1,-0.49350696439311587,5795865.977481823,0.017397,-139820.71259518995,0.63046,200000,188982.04687301474,-11017.95312698526,0.9449102343650737
2020-12-04,-1,-0.30650020810986206,5795865.977481823,0.015698,-139820.71259518995,0.55367,200000,168398.0380570885,-31601.961942911497,0.8419901902854425
2020-12-05,0,0.0191766461152087,0.0,0.017484,0.0,0.58517,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-06,0,-0.2876647370850335,0.0,0.017144,0.0,0.62107,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-07,0,0.2514383031790851,0.0,0.018137,0.0,0.60818,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-08,0,0.3134840666683852,0.0,0.016382,0.0,0.5589,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-09,0,0.35788834552320115,0.0,0.016758,0.0,0.58265,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-10,0,0.2682599974072454,0.0,0.015937,0.0,0.57267,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-11,0,0.5981038167133687,0.0,0.015587,0.0,0.54945,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-12,2,2.3135674409852673,0.0,0.016497,0.0,0.50658,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-13,2,1.79786821803084,0.0,0.01647,0.0,0.51365,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-14,2,1.877761491022169,0.0,0.01637,0.0,0.4974,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-15,2,2.2296813366765753,0.0,0.016501,0.0,0.46793,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-16,0,0.5859654337557992,0.0,0.017274,0.0,0.56941,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-17,0,0.3022337062354634,0.0,0.017092,0.0,0.5769,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-18,0,0.3092193171406184,0.0,0.017424,0.0,0.58337,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-19,0,0.32686200039613383,0.0,0.017373,0.0,0.57666,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-20,0,-0.04953886532707791,0.0,0.016325,0.0,0.55586,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-21,0,0.17845050530089987,0.0,0.015523,0.0,0.51445,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-22,2,2.2825154238505405,0.0,0.015854,0.0,0.44642,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-23,2,3.823251340917881,0.0,0.013236,0.0,0.2605,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-24,2,2.0536497364537514,0.0,0.014893,0.0,0.33863,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-25,2,2.0006620397245642,0.0,0.014598,0.0,0.31768,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-26,2,2.6459328652883594,0.0,0.016471,0.0,0.29481,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-27,2,2.3304387391596455,0.0,0.016542,0.0,0.28407,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-28,2,3.0972598850849553,0.0,0.020212,0.0,0.24845,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-29,2,2.8841777287681145,0.0,0.021135,0.0,0.22142,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-30,2,2.309355809144315,0.0,0.0202,0.0,0.21138,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2020-12-31,2,1.6117777413925454,0.0,0.018754,0.0,0.21959,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-01,2,1.244974787288617,0.0,0.019052,0.0,0.23746,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-02,2,1.482539655894558,0.0,0.019993,0.0,0.22064,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-03,2,2.0791535693053627,0.0,0.026226,0.0,0.2254,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-04,2,1.4653055084178628,0.0,0.024598,0.0,0.23565,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-05,2,1.8289456326765026,0.0,0.027964,0.0,0.22573,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-06,2,1.6161302000819058,0.0,0.030819,0.0,0.24854,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-07,0,0.47621758112567064,0.0,0.028673,0.0,0.32389,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-08,0,0.3017873587156978,0.0,0.027299,0.0,0.32032,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-09,0,0.34625474449181753,0.0,0.028812,0.0,0.32419,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-10,0,0.15937580395869852,0.0,0.02707,0.0,0.31491,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-11,0,0.01805617586565131,0.0,0.024344,0.0,0.28743,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-12,0,-0.31593009765527996,0.0,0.02299,0.0,0.29254,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-13,0,-0.12250234254108595,0.0,0.026073,0.0,0.30582,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-14,0,-0.1661625764277374,0.0,0.025743,0.0,0.29642,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-15,0,-0.0692969329996996,0.0,0.025306,0.0,0.27991,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-16,0,0.20701181935900895,0.0,0.026863,0.0,0.27924,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-17,0,0.273895767409683,0.0,0.027152,0.0,0.27746,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-18,0,0.9619358409297153,0.0,0.030803,0.0,0.28528,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-19,0,0.2708247046182197,0.0,0.029015,0.0,0.29396,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-20,2,1.4327115992562545,0.0,0.034595,0.0,0.29539,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-21,0,0.4596449735862805,0.0,0.027918,0.0,0.26802,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-22,1,1.1126070308159717,-2419587.428990252,0.031268,277972.0752826071,0.27217,200000,151311.31945933437,-48688.680540665635,0.7565565972966718
2021-01-23,1,0.8565735045982156,-2419587.428990252,0.030068,277972.0752826071,0.27167,200000,148268.82850690477,-51731.17149309523,0.7413441425345239
2021-01-24,1,0.903585483921288,-2419587.428990252,0.030606,277972.0752826071,0.27339,200000,150048.67851318762,-49951.321486812376,0.7502433925659381
2021-01-25,1,0.9576257624596826,-2419587.428990252,0.029758,277972.0752826071,0.26757,200000,146379.0708952591,-53620.929104740906,0.7318953544762954
2021-01-26,1,0.9806442344135643,-2419587.428990252,0.029444,277972.0752826071,0.26834,200000,145833.35894052376,-54166.64105947624,0.7291667947026188
2021-01-27,1,0.5523426786272672,-2419587.428990252,0.026361,277972.0752826071,0.25039,200000,133384.172145624,-66615.827854376,0.6669208607281201
2021-01-28,1,0.35841149020912716,-2419587.428990252,0.027389,277972.0752826071,0.26407,200000,139674.1660124921,-60325.83398750791,0.6983708300624605
2021-01-29,0,-0.13972949939557322,0.0,0.02783,0.0,0.2829,200000,140010.1375106835,-59989.862489316496,0.7000506875534176
2021-01-30,-2,-2.6879238349553938,0.0,0.026842,0.0,0.44372,200000,140010.1375106835,-59989.862489316496,0.7000506875534176
2021-01-31,-2,-2.6097849082376974,0.0,0.025397,0.0,0.49507,200000,140010.1375106835,-59989.862489316496,0.7000506875534176
2021-02-01,-1,-1.0222970642213218,2382583.512195962,0.029382,-188662.39625759108,0.37106,200000,140010.1375106835,-59989.862489316496,0.7000506875534176
2021-02-02,-1,-1.173044856349493,2382583.512195962,0.028127,-188662.39625759108,0.37254,200000,137299.21554933878,-62700.78445066122,0.686496077746694
2021-02-03,-2,-1.207918073571216,0.0,0.029177,0.0,0.39721,200000,145432.08879281968,-54567.911207180325,0.7271604439640984
2021-02-04,-2,-1.6112826825049147,0.0,0.02771,0.0,0.44545,200000,145432.08879281968,-54567.911207180325,0.7271604439640984
2021-02-05,-1,-1.074744326844808,2265579.6484424802,0.032096,-160808.6078781261,0.45219,200000,145432.0887928197,-54567.911207180296,0.7271604439640985
2021-02-06,-1,-1.1253427229857864,2265579.6484424802,0.029946,-160808.6078781261,0.44307,200000,139094.51804481985,-60905.48195518015,0.6954725902240992
2021-02-07,-1,-0.9327741691297852,2265579.6484424802,0.029139,-160808.6078781261,0.41849,200000,133313.51968688244,-66686.48031311756,0.6665675984344122
2021-02-08,-1,-0.8589726006256776,2265579.6484424802,0.031326,-160808.6078781261,0.45099,200000,143494.62213406523,-56505.37786593477,0.7174731106703262
2021-02-09,-1,-0.5658274313750927,2265579.6484424802,0.035375,-160808.6078781261,0.47636,200000,156747.66851247687,-43252.33148752313,0.7837383425623843
2021-02-10,-1,-0.6575673693161979,2265579.6484424802,0.035689,-160808.6078781261,0.50429,200000,161950.44494012388,-38049.55505987612,0.8097522247006195
2021-02-11,0,-0.11306985212459221,0.0,0.042558,0.0,0.52806,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-12,0,0.40306595870477363,0.0,0.054359,0.0,0.609,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-13,0,0.34886600393009104,0.0,0.054766,0.0,0.63309,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-14,0,0.5541162482340138,0.0,0.052161,0.0,0.59211,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-15,0,0.9881799969586079,0.0,0.051032,0.0,0.54976,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-16,2,1.2360568108025412,0.0,0.049319,0.0,0.51995,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-17,2,1.4018507564441174,0.0,0.051196,0.0,0.53467,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-18,2,1.846600104553693,0.0,0.054483,0.0,0.53204,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-19,1,1.1684499358393228,-1249301.7386527357,0.053602,118595.71733864154,0.56465,200000,133930.14359052788,-66069.85640947212,0.6696507179526394
2021-02-20,2,1.785941926724811,0.0,0.053554,0.0,0.51167,200000,140153.37821167376,-59846.62178832624,0.7007668910583688
2021-02-21,2,1.3168479608457624,0.0,0.054826,0.0,0.54468,200000,140153.37821167376,-59846.62178832624,0.7007668910583688
