date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-01-29,0,2.614270905860642,0.0,0.1157,0.0,0.002481,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-01-30,2,3.134734548567511,0.0,0.1244,0.0,0.002498,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-01-31,2,3.5610916552706082,0.0,0.1429,0.0,0.002482,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-01,2,2.475269373648826,0.0,0.1404,0.0,0.002496,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-02,2,2.036840565238655,0.0,0.1419,0.0,0.002528,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-03,2,1.7908225180470467,0.0,0.144,0.0,0.002553,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-04,2,1.4542358686446029,0.0,0.1529,0.0,0.002754,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-05,2,1.2247536315312095,0.0,0.1584,0.0,0.002882,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-06,0,0.8676946195862564,0.0,0.1609,0.0,0.003024,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-07,0,0.39089308409914025,0.0,0.1614,0.0,0.0032,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-08,0,0.515805889258509,0.0,0.1565,0.0,0.003031,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-09,0,-0.015834452567530247,0.0,0.1621,0.0,0.003333,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-10,0,-0.6527580687034755,0.0,0.1557,0.0,0.003465,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-11,0,-0.6588068269450731,0.0,0.1607,0.0,0.003563,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-12,0,-0.11114144231440687,0.0,0.1808,0.0,0.00372,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-13,0,0.020339193951328355,0.0,0.1948,0.0,0.003918,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-14,0,0.9652487773095496,0.0,0.2128,0.0,0.003836,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-15,2,1.9019933785975267,0.0,0.2142,0.0,0.003458,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-16,1,1.1337971942057123,-491665.7952264686,0.1902,28562869.350053247,0.003274,200000,187029.66850414866,-12970.331495851337,0.9351483425207433
2020-02-17,1,0.23036674011362546,-491665.7952264686,0.1813,28562869.350053247,0.003369,200000,185367.31551488815,-14632.684485111851,0.9268365775744407
2020-02-18,0,0.12009136763062143,0.0,0.182,0.0,0.003394,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-19,0,0.1845362851243824,0.0,0.1671,0.0,0.003088,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-20,0,-0.23604437258177152,0.0,0.1628,0.0,0.003129,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-21,0,0.21957343871195623,0.0,0.1687,0.0,0.003134,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-22,0,-0.46182432108694815,0.0,0.16,0.0,0.003154,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-23,0,-0.1611692441621183,0.0,0.168,0.0,0.003246,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-24,0,-0.6603896345341509,0.0,0.1558,0.0,0.003151,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-25,0,-0.9657966692198987,0.0,0.1418,0.0,0.002966,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-26,-1,-1.0288358185360862,742640.4659275651,0.1209,-35003989.21272616,0.002565,200000,179570.46466128522,-20429.535338714777,0.8978523233064262
2020-02-27,-1,-0.7974255875379339,742640.4659275651,0.1292,-35003989.21272616,0.002696,200000,190319.90311535116,-9680.09688464884,0.9515995155767558
2020-02-28,-1,-0.9951375028285404,742640.4659275651,0.1294,-35003989.21272616,0.00277,200000,193058.72641027838,-6941.273589721619,0.9652936320513918
2020-02-29,-1,-1.0418111502175138,742640.4659275651,0.1254,-35003989.21272616,0.002709,200000,187952.92120459184,-12047.07879540816,0.9397646060229592
2020-03-01,-1,-0.8868663626694986,742640.4659275651,0.1281,-35003989.21272616,0.002713,200000,190098.06641944716,-9901.933580552839,0.9504903320972358
2020-03-02,-1,-0.45236354120552447,742640.4659275651,0.135,-35003989.21272616,0.002732,200000,195887.36142938916,-4112.638570610841,0.9794368071469458
2020-03-03,-1,-1.0591189352045283,742640.4659275651,0.1319,-35003989.21272616,0.002823,200000,196770.53900337178,-3229.460996628215,0.9838526950168589
2020-03-04,-2,-1.3418702947236663,0.0,0.1308,0.0,0.002906,200000,184154.68437014194,-15845.315629858058,0.9207734218507098
2020-03-05,-2,-1.2395799168849284,0.0,0.135,0.0,0.00301,200000,184154.68437014194,-15845.315629858058,0.9207734218507098
2020-03-06,-1,-1.1368836746012536,679537.5807016307,0.1355,-30826026.844683953,0.002987,200000,184154.68437014194,-15845.315629858058,0.9207734218507098
2020-03-07,-2,-1.4127071620231226,0.0,0.128,0.0,0.002896,200000,186446.04778253793,-13553.952217462065,0.9322302389126896
2020-03-08,-2,-1.243802975829644,0.0,0.1111,0.0,0.002504,200000,186446.04778253793,-13553.952217462065,0.9322302389126896
2020-03-09,0,-0.9157877385649991,0.0,0.1145,0.0,0.002535,200000,186446.04778253793,-13553.952217462065,0.9322302389126896
2020-03-10,0,-0.5096485710271463,0.0,0.1149,0.0,0.002487,200000,186446.04778253793,-13553.952217462065,0.9322302389126896
2020-03-11,0,-0.462641820728096,0.0,0.1106,0.0,0.002398,200000,186446.04778253793,-13553.952217462065,0.9322302389126896
2020-03-12,1,1.1783318641762137,-1682726.0630192955,0.0554,83533175.5298109,0.001116,200000,186446.04778253793,-13553.952217462065,0.9322302389126896
2020-03-13,0,-1.1008272014448872,0.0,0.0616,0.0,0.001383,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-14,-2,-1.7897273809966647,0.0,0.0637,0.0,0.00148,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-15,2,1.4445470726259637,0.0,0.0796,0.0,0.001626,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-16,-2,-1.6204739433603892,0.0,0.0645,0.0,0.001501,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-17,-2,-1.2474745771122404,0.0,0.0669,0.0,0.001541,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-18,0,-0.36373360815256445,0.0,0.0665,0.0,0.001476,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-19,0,-0.03844532314519065,0.0,0.0784,0.0,0.001718,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-20,0,0.2942785998154575,0.0,0.0833,0.0,0.0018,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-21,0,0.6035766175769657,0.0,0.0818,0.0,0.001746,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-22,0,0.0004297825313646739,0.0,0.0722,0.0,0.001587,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-23,0,0.9505441762689586,0.0,0.0797,0.0,0.00169,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-24,2,1.9571597203735176,0.0,0.0821,0.0,0.001657,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-25,2,1.6933582634892024,0.0,0.0818,0.0,0.001651,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-26,0,0.9530590158674465,0.0,0.0831,0.0,0.001725,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-27,0,0.32111518514128334,0.0,0.0796,0.0,0.001696,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-28,0,0.03720521054592261,0.0,0.0788,0.0,0.001697,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-29,2,1.545507944167232,0.0,0.0789,0.0,0.001578,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-30,1,1.0800078158515194,-1045362.8233940003,0.0835,51436532.559457295,0.001697,200000,174575.59150679805,-25424.408493201947,0.8728779575339902
2020-03-31,1,0.569386773693214,-1045362.8233940003,0.0835,51436532.559457295,0.001734,200000,176478.74321149796,-23521.25678850204,0.8823937160574898
2020-04-01,1,0.40507642329511934,-1045362.8233940003,0.0829,51436532.559457295,0.00174,200000,176160.14471281832,-23839.85528718168,0.8808007235640916
2020-04-02,1,0.6929284478642108,-1045362.8233940003,0.0844,51436532.559457295,0.001742,200000,177831.06201302825,-22168.937986971752,0.8891553100651413
2020-04-03,1,0.8943662302282415,-1045362.8233940003,0.0847,51436532.559457295,0.001727,200000,177373.12287165457,-22626.877128345426,0.8868656143582728
2020-04-04,1,0.9444760130696512,-1045362.8233940003,0.0854,51436532.559457295,0.001737,200000,178619.24217362495,-21380.757826375047,0.8930962108681247
2020-04-05,1,0.975623329947474,-1045362.8233940003,0.0846,51436532.559457295,0.001715,200000,176651.34819860168,-23348.651801398315,0.8832567409930084
2020-04-06,1,0.26517825258487043,-1045362.8233940003,0.0892,51436532.559457295,0.00185,200000,188403.94908174084,-11596.050918259163,0.9420197454087041
2020-04-07,1,0.6550773250231642,-1045362.8233940003,0.0877,51436532.559457295,0.001793,200000,183904.02249076078,-16095.977509239223,0.9195201124538039
2020-04-08,1,0.9137854240636167,-1045362.8233940003,0.091,51436532.559457295,0.001843,200000,189925.54643593382,-10074.453564066178,0.9496277321796691
2020-04-09,2,1.2002601536719972,0.0,0.0912,0.0,0.001828,200000,175886.69948164298,-24113.30051835702,0.8794334974082149
2020-04-10,0,0.41073823278429133,0.0,0.0818,0.0,0.00167,200000,175886.69948164298,-24113.30051835702,0.8794334974082149
2020-04-11,1,1.0930958231076164,-1059558.430612307,0.083,52787124.69437064,0.001666,200000,175886.69948164298,-24113.30051835702,0.8794334974082149
2020-04-12,1,0.8975030921640788,-1059558.430612307,0.0849,52787124.69437064,0.001708,200000,180116.91973696992,-19883.080263030075,0.9005845986848496
2020-04-13,1,1.0401979496481983,-1059558.430612307,0.0832,52787124.69437064,0.001668,200000,176204.18541715416,-23795.814582845836,0.8810209270857708
2020-04-14,0,-0.10542822828519421,0.0,0.0841,0.0,0.001727,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-15,2,1.542838231238148,0.0,0.0813,0.0,0.001609,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-16,2,1.671800493223271,0.0,0.0848,0.0,0.001669,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-17,2,2.126722952126735,0.0,0.0842,0.0,0.001641,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-18,2,1.8147067525851985,0.0,0.087,0.0,0.001698,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-19,2,2.2160148729047715,0.0,0.0855,0.0,0.001639,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-20,2,1.6504765550892464,0.0,0.0852,0.0,0.001646,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-21,0,0.835065099460987,0.0,0.083,0.0,0.001632,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-22,0,0.014242907304437814,0.0,0.0853,0.0,0.001706,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-23,0,-0.1342492885544265,0.0,0.0858,0.0,0.00172,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-24,0,0.5824350159484893,0.0,0.0883,0.0,0.001741,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-25,0,-0.7258648288129667,0.0,0.0897,0.0,0.001818,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-26,0,-0.016689295517851897,0.0,0.0938,0.0,0.001869,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-27,-1,-1.0451867339193348,954073.5408834242,0.0911,-46981675.44566483,0.00185,200000,173832.1991489599,-26167.800851040112,0.8691609957447994
2020-04-28,-2,-1.3811769617246874,0.0,0.0922,0.0,0.001887,200000,174521.0402454777,-25478.959754522308,0.8726052012273885
2020-04-29,-1,-1.109716837084427,918531.7907656721,0.095,-45049313.434558004,0.001937,200000,174521.0402454777,-25478.959754522308,0.8726052012273885
2020-04-30,-2,-2.376904895712147,0.0,0.0918,0.0,0.00194,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-01,-2,-2.04784908792941,0.0,0.0967,0.0,0.002047,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-02,0,-0.4570315557817176,0.0,0.1043,0.0,0.002115,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-03,-2,-1.7294336770079717,0.0,0.0974,0.0,0.00206,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-04,-2,-2.1342433811609904,0.0,0.0938,0.0,0.002033,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-05,-2,-2.4669550775361984,0.0,0.0926,0.0,0.002086,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-06,-2,-1.9849811968854836,0.0,0.0903,0.0,0.002025,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-07,-2,-1.913853432772445,0.0,0.0922,0.0,0.002095,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-08,-2,-2.0961121189570675,0.0,0.0959,0.0,0.002254,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-09,-2,-1.5205835898534148,0.0,0.0922,0.0,0.002112,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-10,2,1.8164366624337052,0.0,0.0988,0.0,0.001862,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-11,0,0.33656466832011184,0.0,0.0906,0.0,0.00186,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-12,-2,-1.457336294563813,0.0,0.0914,0.0,0.002115,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-13,-1,-1.028538184168256,966243.1442667658,0.0919,-42650213.71667424,0.002082,200000,177595.48991623154,-22404.51008376846,0.8879774495811577
2020-05-14,-2,-1.4097918283206385,0.0,0.0917,0.0,0.002155,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-15,-2,-2.3982333210206583,0.0,0.0896,0.0,0.002376,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-16,-2,-2.6986740361427284,0.0,0.092,0.0,0.002749,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-17,-2,-1.784301748879795,0.0,0.0918,0.0,0.002534,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-18,-2,-1.3899239439687936,0.0,0.0953,0.0,0.002556,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-19,-2,-2.029677712608598,0.0,0.0952,0.0,0.002951,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-20,-2,-2.4780457173229267,0.0,0.1009,0.0,0.003893,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-21,-2,-2.9966144329660094,0.0,0.1005,0.0,0.007618,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-22,-2,-2.167412582269218,0.0,0.1092,0.0,0.006619,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-23,-2,-2.174421134504728,0.0,0.1032,0.0,0.009016,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-24,-2,-2.1855075098110337,0.0,0.0985,0.0,0.017882,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-25,-2,-1.7713700605190128,0.0,0.1158,0.0,0.016088,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-26,-2,-1.36995230344662,0.0,0.1467,0.0,0.013827,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-27,-1,-1.1569265362884615,717296.6064488584,0.1261,-8537955.642174914,0.010594,200000,180902.20414640207,-19097.795853597927,0.9045110207320104
2020-05-28,-1,-0.9290884648285362,717296.6064488584,0.1206,-8537955.642174914,0.00866,200000,160444.66659896707,-39555.33340103293,0.8022233329948354
2020-05-29,-1,-0.9623982312624315,717296.6064488584,0.1216,-8537955.642174914,0.010282,200000,175010.52725702364,-24989.47274297636,0.8750526362851182
2020-05-30,-1,-0.8630835322632432,717296.6064488584,0.121,-8537955.642174914,0.009945,200000,171702.8582417414,-28297.1417582586,0.858514291208707
2020-05-31,-1,-0.6834714009371692,717296.6064488584,0.1165,-8537955.642174914,0.008509,200000,156214.51921055836,-43785.480789441644,0.7810725960527918
2020-06-01,-1,-0.6128277186725011,717296.6064488584,0.122,-8537955.642174914,0.00896,200000,164010.26854064796,-35989.73145935204,0.8200513427032398
2020-06-02,-1,-0.38458726194982845,717296.6064488584,0.1323,-8537955.642174914,0.0085,200000,167470.96399167075,-32529.036008329247,0.8373548199583538
2020-06-03,-1,-0.378181611224684,717296.6064488584,0.1276,-8537955.642174914,0.00868,200000,165636.50195695256,-34363.49804304744,0.8281825097847628
2020-06-04,-1,-0.30539609398767953,717296.6064488584,0.126,-8537955.642174914,0.008622,200000,163993.62595938827,-36006.37404061173,0.8199681297969413
2020-06-05,0,-0.19431563856410403,0.0,0.1241,0.0,0.008324,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-06,0,-0.028913429820990422,0.0,0.1274,0.0,0.008279,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-07,0,0.19803953449690717,0.0,0.1257,0.0,0.008019,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-08,0,0.7024140054996022,0.0,0.1284,0.0,0.007737,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-09,2,1.643040521554927,0.0,0.1358,0.0,0.007345,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-10,2,1.5304263667597244,0.0,0.1318,0.0,0.007026,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-11,2,1.241893853050794,0.0,0.1125,0.0,0.00626,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-12,0,-0.48072888078547454,0.0,0.1256,0.0,0.010355,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-13,-1,-1.0303472404582055,637043.1511007143,0.1279,-7059857.813515413,0.011541,200000,162955.63805156274,-37044.36194843726,0.8147781902578137
2020-06-14,-1,-0.882163037939766,637043.1511007143,0.1225,-7059857.813515413,0.010087,200000,149250.57177476748,-50749.42822523252,0.7462528588738374
2020-06-15,-1,-1.0571000151145409,637043.1511007143,0.1212,-7059857.813515413,0.010208,200000,149276.6584737719,-50723.34152622809,0.7463832923688596
2020-06-16,-1,-0.8939614783441768,637043.1511007143,0.1216,-7059857.813515413,0.009892,200000,147300.56066514133,-52699.439334858675,0.7365028033257066
2020-06-17,0,0.01639694839885088,0.0,0.1347,0.0,0.009332,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-18,0,0.606845641717387,0.0,0.1416,0.0,0.008862,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-19,0,-0.4339628712818519,0.0,0.1334,0.0,0.009719,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-20,0,-0.15454154146663773,0.0,0.1347,0.0,0.009369,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-21,0,0.5886384471220643,0.0,0.1494,0.0,0.009259,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-22,2,1.3196611111174936,0.0,0.1696,0.0,0.009419,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-23,0,0.8673929145014952,0.0,0.1686,0.0,0.009844,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-24,2,1.3648284453085153,0.0,0.172,0.0,0.009209,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-25,2,2.327624246137691,0.0,0.2028,0.0,0.008983,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-26,2,3.0431895824150113,0.0,0.2574,0.0,0.008785,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-27,2,2.266133488477742,0.0,0.2322,0.0,0.008182,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-28,2,2.19327598594946,0.0,0.2577,0.0,0.008434,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-29,2,2.313374929889005,0.0,0.2896,0.0,0.008354,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-06-30,2,1.4296343146795238,0.0,0.242,0.0,0.00816,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-01,2,1.232807062608973,0.0,0.2398,0.0,0.008223,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-02,0,0.5217316951315515,0.0,0.2068,0.0,0.008552,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-03,0,0.4218604475175888,0.0,0.1962,0.0,0.008192,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-04,0,0.5836814869501119,0.0,0.2113,0.0,0.008228,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-05,0,0.5096492119624403,0.0,0.2069,0.0,0.008057,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-06,0,0.1605987291027158,0.0,0.2059,0.0,0.008642,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-07,0,0.023769641081328483,0.0,0.2067,0.0,0.008835,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-08,0,-0.08320916603044298,0.0,0.2055,0.0,0.008886,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-09,0,-0.2501760705449141,0.0,0.1942,0.0,0.008545,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-10,0,-0.4654815520735213,0.0,0.1862,0.0,0.008389,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-11,0,-0.41749509336119317,0.0,0.1951,0.0,0.008508,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-12,-1,-1.1901710762234452,376589.0434808382,0.1899,-7427737.781160281,0.009628,200000,143028.51871402236,-56971.48128597764,0.7151425935701118
2020-07-13,-1,-0.9070778949745603,376589.0434808382,0.1865,-7427737.781160281,0.008696,200000,134825.46435414613,-65174.53564585387,0.6741273217707306
2020-07-14,-1,-0.48579571730352944,376589.0434808382,0.2035,-7427737.781160281,0.008655,200000,140922.9408442928,-59077.05915570719,0.7046147042214641
2020-07-15,-1,-0.8145347990099894,376589.0434808382,0.1916,-7427737.781160281,0.00861,200000,136107.2830267186,-63892.71697328141,0.680536415133593
2020-07-16,-1,-0.8866348175995213,376589.0434808382,0.1809,-7427737.781160281,0.008363,200000,130243.12902952707,-69756.87097047293,0.6512156451476354
2020-07-17,-1,-0.6913156911006659,376589.0434808382,0.1865,-7427737.781160281,0.00845,200000,132998.2408599807,-67001.7591400193,0.6649912042999035
2020-07-18,-1,-0.5969862751286861,376589.0434808382,0.1867,-7427737.781160281,0.008432,200000,132939.859388616,-67060.140611384,0.66469929694308
2020-07-19,-1,-0.5815153126914655,376589.0434808382,0.1859,-7427737.781160281,0.008389,200000,132319.19542924143,-67680.80457075857,0.6615959771462072
2020-07-20,-1,-0.3827700017217831,376589.0434808382,0.1869,-7427737.781160281,0.008322,200000,132198.12604138453,-67801.87395861547,0.6609906302069226
2020-07-21,-1,-0.4651217731295015,376589.0434808382,0.186,-7427737.781160281,0.008372,200000,132230.58279130977,-67769.41720869023,0.6611529139565488
2020-07-22,-1,-0.7607547351512095,376589.0434808382,0.1887,-7427737.781160281,0.0087,200000,135683.67120092863,-64316.32879907137,0.6784183560046431
2020-07-23,-1,-0.4778767610246818,376589.0434808382,0.1863,-7427737.781160281,0.008471,200000,133078.9055446889,-66921.0944553111,0.6653945277234445
2020-07-24,-1,-0.2747866424693046,376589.0434808382,0.1811,-7427737.781160281,0.008177,200000,128936.88761092743,-71063.11238907257,0.6446844380546372
2020-07-25,-1,-0.3048098327114498,376589.0434808382,0.1834,-7427737.781160281,0.008331,200000,130946.91402923202,-69053.08597076798,0.6547345701461601
2020-07-26,-1,-0.4291524123961812,376589.0434808382,0.1788,-7427737.781160281,0.008188,200000,128152.43792651425,-71847.56207348575,0.6407621896325713
2020-07-27,-1,-0.9845633475407838,376589.0434808382,0.1667,-7427737.781160281,0.007821,200000,120869.73073471028,-79130.26926528972,0.6043486536735514
2020-07-28,-2,-1.8149972278829325,0.0,0.1709,0.0,0.00835,200000,140691.06165583545,-59308.93834416455,0.7034553082791772
2020-07-29,0,-0.7551095798138826,0.0,0.1763,0.0,0.008291,200000,140691.06165583545,-59308.93834416455,0.7034553082791772
