date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-04-20,0,0.5145329231590298,0.0,0.0852,0.0,0.9731,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-21,0,-0.05840068465979935,0.0,0.083,0.0,0.9639,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-22,0,-0.26325651580346643,0.0,0.0853,0.0,0.998,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-23,0,-0.3301694022928249,0.0,0.0858,0.0,1.0074,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-24,0,0.6230624349144339,0.0,0.0883,0.0,1.0107,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-25,0,0.8486369070821004,0.0,0.0897,0.0,1.0221,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-26,2,1.5583880625374422,0.0,0.0938,0.0,1.0522,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-27,0,0.33506673891195415,0.0,0.0911,0.0,1.055,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-28,1,1.0978248012634915,-1119262.6715888742,0.0922,97964.70317115456,1.0534,200000,206392.0366409884,6392.036640988401,1.031960183204942
2020-04-29,1,0.5390007656398156,-1119262.6715888742,0.095,97964.70317115456,1.099,200000,213993.1625860419,13993.1625860419,1.0699658129302094
2020-04-30,1,0.7838898195202455,-1119262.6715888742,0.0918,97964.70317115456,1.0552,200000,206120.66803806095,6120.668038060947,1.0306033401903048
2020-05-01,2,2.162920784806136,0.0,0.0967,0.0,1.0751,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-02,2,3.278189626072465,0.0,0.1043,0.0,1.0884,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-03,2,1.5999509495201034,0.0,0.0974,0.0,1.0624,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-04,0,0.4561580059362193,0.0,0.0938,0.0,1.06,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-05,0,0.25220452757173156,0.0,0.0926,0.0,1.0517,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-06,0,0.23926604117380068,0.0,0.0903,0.0,1.024,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-07,0,0.21166690090510426,0.0,0.0922,0.0,1.0444,200000,209302.88460432427,9302.884604324267,1.0465144230216212
2020-05-08,1,1.0882162840894851,-1091255.9155595636,0.0959,99186.27836428977,1.0551,200000,209302.8846043243,9302.884604324296,1.0465144230216215
2020-05-09,0,0.1277292449026985,0.0,0.0922,0.0,1.0406,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-10,2,3.4509150662404213,0.0,0.0988,0.0,0.9552,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-11,2,1.7124286135418816,0.0,0.0906,0.0,0.931,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-12,0,-0.9409918557576248,0.0,0.0914,0.0,1.0699,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-13,0,-0.6850405910707102,0.0,0.0919,0.0,1.06,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-14,0,-0.47144201961902527,0.0,0.0917,0.0,1.0461,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-15,0,-0.6079689631363366,0.0,0.0896,0.0,1.0298,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-16,0,-0.0853890818106027,0.0,0.092,0.0,1.0299,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-17,0,-0.526183448107225,0.0,0.0918,0.0,1.0497,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-18,0,-0.06437513454852117,0.0,0.0953,0.0,1.0638,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-19,0,-0.08002299063946763,0.0,0.0952,0.0,1.0615,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-20,1,1.1933933213250179,-1024298.507200377,0.1009,98038.05670320436,1.0542,200000,206703.43875303608,6703.438753036084,1.0335171937651804
2020-05-21,2,1.6620427181611386,0.0,0.1005,0.0,1.0167,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-22,2,2.0938617519805356,0.0,0.1092,0.0,1.0665,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-23,0,0.9135695389065458,0.0,0.1032,0.0,1.0699,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-24,0,0.9791578218714212,0.0,0.0985,0.0,1.0117,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-25,2,2.4559135322887586,0.0,0.1158,0.0,1.0576,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-26,2,3.5382977903797386,0.0,0.1467,0.0,1.0645,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-27,2,1.6621053146649636,0.0,0.1261,0.0,1.0653,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-28,0,0.9861164714373541,0.0,0.1206,0.0,1.087,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-29,0,0.9640243046759713,0.0,0.1216,0.0,1.0859,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-30,0,0.6868275365971205,0.0,0.121,0.0,1.1137,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-05-31,0,0.48603485343897185,0.0,0.1165,0.0,1.0945,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-06-01,0,0.40440674895738127,0.0,0.122,0.0,1.1485,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-06-02,1,1.1953198070924478,-793537.9685431826,0.1323,93904.35888932293,1.118,200000,209970.1464765261,9970.146476526104,1.0498507323826305
2020-06-03,1,0.7955984457554461,-793537.9685431826,0.1276,93904.35888932293,1.1176,200000,206202.9562808174,6202.956280817394,1.0310147814040869
2020-06-04,1,0.549933802387857,-793537.9685431826,0.126,93904.35888932293,1.1256,200000,205684.5304022629,5684.530402262899,1.0284226520113144
2020-06-05,1,0.3081539593829729,-793537.9685431826,0.1241,93904.35888932293,1.1305,200000,204636.93962058856,4636.939620588557,1.0231846981029429
2020-06-06,1,0.3266323207457028,-793537.9685431826,0.1274,93904.35888932293,1.1487,200000,208964.67424856673,8964.674248566735,1.0448233712428336
2020-06-07,0,0.15217758681240232,0.0,0.1257,0.0,1.1443,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-08,0,-0.09166593813492704,0.0,0.1284,0.0,1.1852,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-09,0,0.629815996850487,0.0,0.1358,0.0,1.1721,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-10,0,-0.5185529468895993,0.0,0.1318,0.0,1.2423,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-11,-2,-1.2662436439362736,0.0,0.1125,0.0,1.1335,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-12,0,-0.8391422639950012,0.0,0.1256,0.0,1.2103,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-13,-1,-1.079444008421802,790708.0189419541,0.1279,-80976.50382150369,1.2489,200000,202263.1112453519,2263.1112453519017,1.0113155562267595
2020-06-14,-1,-0.7997820807116,790708.0189419541,0.1225,-80976.50382150369,1.1748,200000,191992.92900989193,-8007.07099010807,0.9599646450494597
2020-06-15,-1,-0.9871334149321174,790708.0189419541,0.1212,-80976.50382150369,1.1659,200000,190244.317701256,-9755.68229874401,0.9512215885062799
2020-06-16,-2,-2.077018517377755,0.0,0.1216,0.0,1.2563,200000,207843.79789296538,7843.797892965376,1.039218989464827
2020-06-17,0,-0.1800116951170269,0.0,0.1347,0.0,1.2609,200000,207843.79789296538,7843.797892965376,1.039218989464827
2020-06-18,1,1.1873896419860992,-733911.7157237477,0.1416,83977.2920779658,1.2375,200000,207843.79789296538,7843.797892965376,1.039218989464827
2020-06-19,1,0.3299822511245646,-733911.7157237477,0.1334,83977.2920779658,1.2151,200000,199944.63048148417,-55.36951851582853,0.9997231524074208
2020-06-20,1,0.6810409694293381,-733911.7157237477,0.1347,83977.2920779658,1.2023,200000,199823.8063733271,-176.1936266729026,0.9991190318666355
2020-06-21,2,2.3236312526098177,0.0,0.1494,0.0,1.1997,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-22,2,3.0926150484999733,0.0,0.1696,0.0,1.2258,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-23,2,2.300815213038295,0.0,0.1686,0.0,1.239,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-24,2,2.444757602247006,0.0,0.172,0.0,1.1849,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-25,2,2.983624937822104,0.0,0.2028,0.0,1.1848,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-26,2,3.3612116787436364,0.0,0.2574,0.0,1.1542,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-27,2,2.2969669447630503,0.0,0.2322,0.0,1.1133,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-28,2,2.262671908947862,0.0,0.2577,0.0,1.1339,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-29,2,2.304812723223445,0.0,0.2896,0.0,1.141,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-06-30,2,1.374063919412412,0.0,0.242,0.0,1.12,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-07-01,1,1.1035196054985406,-451923.79256913613,0.2398,94113.17886068506,1.1515,200000,216742.6509161577,16742.650916157698,1.0837132545807884
2020-07-02,1,0.5669974604111615,-451923.79256913613,0.2068,94113.17886068506,1.1258,200000,199410.4570646566,-589.542935343401,0.997052285323283
2020-07-03,1,0.33802346586560633,-451923.79256913613,0.1962,94113.17886068506,1.121,200000,194168.32160489247,-5831.678395107534,0.9708416080244623
2020-07-04,1,0.5041608340617815,-451923.79256913613,0.2113,94113.17886068506,1.1305,200000,201886.44607186294,1886.4460718629416,1.0094322303593146
2020-07-05,1,0.40487207235169653,-451923.79256913613,0.2069,94113.17886068506,1.116,200000,198533.3402910788,-1466.6597089211864,0.992666701455394
2020-07-06,0,0.164610743488262,0.0,0.2059,0.0,1.1597,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-07,0,0.08033416390667986,0.0,0.2067,0.0,1.1672,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-08,0,-0.1728657884318177,0.0,0.2055,0.0,1.2117,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-09,0,-0.3641864941779687,0.0,0.1942,0.0,1.1704,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-10,0,-0.6277668962605415,0.0,0.1862,0.0,1.1585,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-11,0,-0.6816755825432699,0.0,0.1951,0.0,1.2008,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-12,0,-0.9294136089913594,0.0,0.1899,0.0,1.2111,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-13,0,-0.988473394754568,0.0,0.1865,0.0,1.1835,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-14,-1,-1.1456077404341205,492999.27833269374,0.2035,-76067.44494707951,1.3189,200000,200650.70628140634,650.7062814063393,1.0032535314070317
2020-07-15,-2,-1.3686365077560159,0.0,0.1916,0.0,1.3215,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-16,-2,-1.555617609111087,0.0,0.1809,0.0,1.3487,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-17,-2,-1.560409663910916,0.0,0.1865,0.0,1.4601,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-18,-2,-1.4468688633178324,0.0,0.1867,0.0,1.4689,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-19,-2,-1.4876027512065162,0.0,0.1859,0.0,1.4572,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-20,-2,-1.7770043369436037,0.0,0.1869,0.0,1.5996,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-21,-2,-1.812696917185525,0.0,0.186,0.0,1.6581,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-22,-2,-1.5806166589889143,0.0,0.1887,0.0,1.6715,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-23,-2,-1.2570871373609989,0.0,0.1863,0.0,1.588,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-24,-2,-1.2017879971845442,0.0,0.1811,0.0,1.5617,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-25,0,-0.9494121076916616,0.0,0.1834,0.0,1.527,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-26,0,-0.9846327431922273,0.0,0.1788,0.0,1.525,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-27,-1,-1.0862864069735934,620021.5148483138,0.1667,-70149.03388435856,1.4734,200000,206715.1730504278,6715.173050427809,1.033575865252139
2020-07-28,-1,-0.9619927373732468,620021.5148483138,0.1709,-70149.03388435856,1.4994,200000,211143.13829378405,11143.138293784054,1.0557156914689203
2020-07-29,-1,-0.7081058031961474,620021.5148483138,0.1763,-70149.03388435856,1.5003,200000,214554.38860446087,14554.388604460866,1.0727719430223044
2020-07-30,-1,-0.8122323724304424,620021.5148483138,0.1746,-70149.03388435856,1.5293,200000,215534.67401186517,15534.674011865165,1.0776733700593257
2020-07-31,-1,-0.7175306337853118,620021.5148483138,0.1744,-70149.03388435856,1.5206,200000,214800.37311410153,14800.37311410153,1.0740018655705077
2020-08-01,-1,-0.8265417845298466,620021.5148483138,0.176,-70149.03388435856,1.5707,200000,219306.87413546522,19306.874135465216,1.096534370677326
2020-08-02,-2,-1.2640119486153152,0.0,0.1693,0.0,1.599,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-03,-2,-1.8214943235619638,0.0,0.1697,0.0,1.6956,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-04,-2,-1.6247131489833795,0.0,0.1687,0.0,1.6458,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-05,-2,-1.3487635667821476,0.0,0.1719,0.0,1.6475,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-06,-2,-1.4656418269941964,0.0,0.1753,0.0,1.711,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-07,-2,-1.763359649776482,0.0,0.1767,0.0,1.786,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-08,-2,-1.2998874837842296,0.0,0.1861,0.0,1.8258,200000,213913.8357676976,13913.835767697601,1.069569178838488
