date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-08-09,-2,-1.519699068302147,0.0,0.193,0.0,1.9479,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-10,-2,-1.289477385940589,0.0,0.1968,0.0,1.9747,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-11,-2,-1.328797168429354,0.0,0.1831,0.0,1.8648,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-12,-2,-2.371220915061499,0.0,0.1858,0.0,2.1706,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-13,-2,-3.3675683581487794,0.0,0.1854,0.0,3.3267,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-14,-2,-2.673759859043423,0.0,0.1855,0.0,3.4914,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-15,-2,-2.158660615986081,0.0,0.1832,0.0,3.3895,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-16,-2,-2.0229751530316453,0.0,0.1968,0.0,4.0341,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-17,-2,-1.895725013587119,0.0,0.1949,0.0,4.4095,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-18,-2,-1.6067534080476227,0.0,0.1924,0.0,4.1839,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-19,-2,-1.3427851236704456,0.0,0.186,0.0,3.8151,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-20,-1,-1.0419197113230847,515455.0259462593,0.2075,-27739.948098619912,3.8557,200000,213913.8357676976,13913.835767697601,1.069569178838488
2020-08-21,-1,-0.745667115185638,515455.0259462593,0.19,-27739.948098619912,3.2014,200000,186743.12477271107,-13256.875227288925,0.9337156238635553
2020-08-22,-1,-0.686726421558411,515455.0259462593,0.1991,-27739.948098619912,3.3831,200000,196474.11407834126,-3525.8859216587443,0.9823705703917063
2020-08-23,-1,-0.6956955622156551,515455.0259462593,0.1984,-27739.948098619912,3.499,200000,199328.3555448089,-671.6444551910972,0.9966417777240445
2020-08-24,-1,-0.6955642377975958,515455.0259462593,0.1998,-27739.948098619912,3.6478,200000,204177.69685820834,4177.6968582083355,1.0208884842910417
2020-08-25,-1,-0.4393702192065363,515455.0259462593,0.1907,-27739.948098619912,3.227,200000,187814.0859621981,-12185.914037801907,0.9390704298109904
2020-08-26,-1,-0.38399177871067974,515455.0259462593,0.1911,-27739.948098619912,3.2575,200000,188866.33638958453,-11133.663610415475,0.9443316819479226
2020-08-27,-1,-0.29898375092570917,515455.0259462593,0.1823,-27739.948098619912,3.0972,200000,179883.61848104867,-20116.381518951326,0.8994180924052434
2020-08-28,-1,-0.4160201199895242,515455.0259462593,0.1854,-27739.948098619912,3.3697,200000,189040.664918356,-10959.335081644007,0.9452033245917799
2020-08-29,-1,-0.2577361935543402,515455.0259462593,0.1896,-27739.948098619912,3.37,200000,191213.89801175985,-8786.101988240145,0.9560694900587993
2020-08-30,0,-0.0008237538976806418,0.0,0.1966,0.0,3.3786,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-08-31,0,-0.36074521885615685,0.0,0.1904,0.0,3.5954,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-09-01,0,0.0851624669866673,0.0,0.1936,0.0,3.5345,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-09-02,0,-0.02039949134933289,0.0,0.1776,0.0,3.2748,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-09-03,0,0.1786118452228322,0.0,0.1367,0.0,2.4758,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-09-04,0,0.37896791457388285,0.0,0.1473,0.0,2.6204,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-09-05,1,1.051793373182542,-747454.9504081892,0.138,44589.45366201103,2.3133,200000,206297.56631266023,6297.56631266023,1.0314878315633011
2020-09-06,1,0.26031938104249736,-747454.9504081892,0.1399,44589.45366201103,2.471,200000,214749.4875609349,14749.487560934911,1.0737474378046745
2020-09-07,0,0.08944342702349749,0.0,0.1355,0.0,2.3998,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-08,2,3.1922499451775876,0.0,0.1553,0.0,2.32,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-09,2,2.5788018907016834,0.0,0.1617,0.0,2.3971,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-10,2,2.083589090474167,0.0,0.1633,0.0,2.4337,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-11,2,1.6827124676925538,0.0,0.166,0.0,2.5,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-12,0,0.4486217853981031,0.0,0.159,0.0,2.6119,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-13,-2,-1.9822771890817963,0.0,0.1485,0.0,3.0776,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-14,0,-0.90501552019637,0.0,0.1541,0.0,2.8853,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-15,0,0.0034093200843026694,0.0,0.1447,0.0,2.4875,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-16,0,-0.4634211712601594,0.0,0.1421,0.0,2.5589,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-17,0,-0.14858781322033793,0.0,0.1463,0.0,2.5523,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-18,0,-0.13594517212628363,0.0,0.1406,0.0,2.4474,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-19,0,-0.6261185247332521,0.0,0.139,0.0,2.5426,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-20,0,-0.6388324186711394,0.0,0.1335,0.0,2.4389,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-21,0,-0.4597584993443393,0.0,0.12,0.0,2.1531,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-22,0,-0.5633171129575828,0.0,0.1226,0.0,2.2183,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-23,-1,-1.159148308396487,890639.1704923437,0.1126,-46176.42996474716,2.1718,200000,200571.9411948758,571.9411948758061,1.0028597059743791
2020-09-24,-2,-1.2857706756901202,0.0,0.1198,0.0,2.3686,200000,203246.86058439317,3246.8605843931728,1.0162343029219658
2020-09-25,-1,-1.1526179508606325,839863.0602660875,0.121,-42530.940944252354,2.3894,200000,203246.86058439317,3246.8605843931728,1.0162343029219658
2020-09-26,-2,-1.3408330807916888,0.0,0.1226,0.0,2.5148,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-09-27,-2,-1.2605028891159726,0.0,0.1204,0.0,2.4835,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-09-28,0,-0.9244745477427785,0.0,0.1211,0.0,2.4173,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-09-29,0,-0.39767616896619346,0.0,0.1294,0.0,2.4515,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-09-30,0,-0.33084306216352166,0.0,0.1356,0.0,2.5734,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-01,0,0.11544854582035954,0.0,0.1416,0.0,2.624,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-02,0,-0.10162498902926381,0.0,0.1296,0.0,2.452,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-03,0,-0.4725383357998783,0.0,0.1259,0.0,2.42,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-04,0,-0.4163521680407585,0.0,0.1235,0.0,2.3699,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-05,0,-0.6238335553494204,0.0,0.1211,0.0,2.3597,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-06,0,-0.38180756146541006,0.0,0.1125,0.0,2.1724,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-07,0,-0.10316664447709965,0.0,0.1194,0.0,2.2845,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-08,0,0.1600333906668803,0.0,0.1215,0.0,2.3109,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-09,0,0.550807073922417,0.0,0.1274,0.0,2.3927,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-10,0,0.04319315841092463,0.0,0.1264,0.0,2.4244,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-11,0,-0.0600661272401011,0.0,0.1267,0.0,2.4477,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-12,0,-0.2620635770574962,0.0,0.1263,0.0,2.4622,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-13,-2,-1.6039107747508543,0.0,0.1236,0.0,2.5167,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-14,-2,-2.039469505995416,0.0,0.1203,0.0,2.5097,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-15,-2,-2.658038363289598,0.0,0.1224,0.0,2.697,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-16,-2,-3.2297869138112048,0.0,0.1192,0.0,2.9557,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-17,-2,-2.8246036984886937,0.0,0.1217,0.0,3.1854,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-18,-2,-2.0293165322527886,0.0,0.1219,0.0,3.0567,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-19,-2,-1.5376452503221612,0.0,0.1211,0.0,2.9373,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-20,-2,-1.5229473451772462,0.0,0.1154,0.0,2.8678,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-21,-2,-1.6687897008659076,0.0,0.1187,0.0,3.1111,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-22,-2,-1.6035174129036833,0.0,0.1208,0.0,3.2438,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-23,-2,-1.5352038442492024,0.0,0.1227,0.0,3.3709,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-24,-2,-1.3757617220038956,0.0,0.125,0.0,3.4382,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-25,0,-0.9779035586455742,0.0,0.1255,0.0,3.2784,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-26,0,-0.9826891231581205,0.0,0.1191,0.0,3.1694,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-27,0,-0.928934420311835,0.0,0.1178,0.0,3.1569,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-28,0,-0.8755616958015109,0.0,0.1132,0.0,3.0504,200000,207236.45968237668,7236.459682376677,1.0361822984118834
2020-10-29,-1,-1.018168721543601,958540.5165697349,0.1081,-34274.3549355611,3.0232,200000,207236.45968237665,7236.459682376648,1.0361822984118831
2020-10-30,-2,-1.4797317851475593,0.0,0.1042,0.0,3.2101,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-10-31,-2,-1.3571831142124808,0.0,0.1058,0.0,3.2329,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-01,-2,-1.2277191600979769,0.0,0.1071,0.0,3.2231,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-02,-2,-1.2777339881443397,0.0,0.1024,0.0,3.1145,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-03,-2,-1.4493558241623763,0.0,0.1015,0.0,3.1477,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-04,-2,-1.4973146600866356,0.0,0.1025,0.0,3.1986,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-05,-2,-1.6211651103205407,0.0,0.1065,0.0,3.4277,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-06,-1,-1.1768962443659339,950921.4550938541,0.1143,-30453.145699819986,3.5691,200000,217380.64463445503,17380.644634455035,1.0869032231722753
2020-11-07,-1,-1.119511696855734,950921.4550938541,0.1097,-30453.145699819986,3.4434,200000,209178.44552655594,9178.445526555937,1.0458922276327798
2020-11-08,-1,-0.38564274623935957,950921.4550938541,0.1192,-30453.145699819986,3.5186,200000,220502.27590657404,20502.27590657404,1.1025113795328703
2020-11-09,-2,-1.3074369564472827,0.0,0.1181,0.0,3.7976,200000,220725.68689750723,20725.68689750723,1.1036284344875362
2020-11-10,-1,-1.1023820338766201,919690.3620729469,0.12,-28839.45945666186,3.8268,200000,220725.68689750723,20725.68689750723,1.1036284344875362
2020-11-11,-1,-0.7245317657759016,919690.3620729469,0.1203,-28839.45945666186,3.7467,200000,218691.55330365052,18691.553303650522,1.0934577665182525
2020-11-12,-2,-1.45641495279908,0.0,0.1162,0.0,3.891,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-13,-2,-1.618505721696541,0.0,0.1184,0.0,4.0975,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-14,-2,-2.057848765863557,0.0,0.1161,0.0,4.2902,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-15,-2,-2.0040212568881004,0.0,0.1158,0.0,4.3653,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-16,-2,-2.485808576436362,0.0,0.1167,0.0,4.9029,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-17,-2,-2.1442873135590723,0.0,0.1178,0.0,4.9243,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-18,-2,-1.9265197718734925,0.0,0.1229,0.0,5.1728,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-19,-2,-2.314151353327169,0.0,0.12,0.0,5.8456,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-20,-2,-2.3465889853376662,0.0,0.1221,0.0,6.7653,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-21,-2,-1.5577531347952016,0.0,0.1286,0.0,6.2111,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-22,-2,-1.89675266690319,0.0,0.1238,0.0,7.0696,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-23,-2,-1.8468433334666465,0.0,0.128,0.0,7.9207,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-24,-2,-1.3589131611742884,0.0,0.1359,0.0,7.5488,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-25,2,3.311024197353875,0.0,0.384,0.0,6.7033,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-26,2,1.2024993617827795,0.0,0.2355,0.0,6.0606,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-27,0,0.6791615027056896,0.0,0.22,0.0,6.4518,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-28,2,1.5514667248479865,0.0,0.2886,0.0,6.5973,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-29,1,1.0991266644918163,-401691.548632733,0.2814,16072.002642540425,7.0331,200000,226072.00357050213,26072.00357050213,1.1303600178525106
2020-11-30,1,0.8191264132694667,-401691.548632733,0.2661,16072.002642540425,7.0841,200000,220745.79501119087,20745.795011190872,1.1037289750559545
2020-12-01,1,0.7856836563314407,-401691.548632733,0.2565,16072.002642540425,6.8201,200000,212646.54744668596,12646.54744668596,1.0632327372334298
2020-12-02,1,0.8204613628191761,-401691.548632733,0.272,16072.002642540425,7.0493,200000,222556.46945616358,22556.469456163584,1.1127823472808178
2020-12-03,1,0.47970270372343937,-401691.548632733,0.2601,16072.002642540425,7.3857,200000,223182.96171638469,23182.961716384685,1.1159148085819235
2020-12-04,0,0.012626616922504167,0.0,0.2186,0.0,7.227,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-05,0,-0.0779455390033315,0.0,0.239,0.0,8.1289,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-06,0,-0.1673662527854695,0.0,0.2419,0.0,8.4331,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-07,0,-0.4495144278960986,0.0,0.2303,0.0,8.9462,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-08,0,-0.3749507886734923,0.0,0.2083,0.0,7.7944,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-09,0,-0.6465891196647117,0.0,0.2061,0.0,8.5543,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-10,0,-0.7402034799663487,0.0,0.1915,0.0,8.116,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-11,0,-0.8842570681779272,0.0,0.1808,0.0,8.1207,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-12,0,-0.8595427855191735,0.0,0.1954,0.0,8.4688,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-13,0,-0.8269700879746483,0.0,0.2093,0.0,8.6419,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-14,0,-0.7907155240121901,0.0,0.2178,0.0,8.6192,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-15,0,-0.7557034277098568,0.0,0.2077,0.0,8.1174,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-16,0,-0.7603883518736548,0.0,0.2085,0.0,8.3437,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-17,0,-0.6645483902887463,0.0,0.1996,0.0,7.93,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-18,0,-0.29683292892152924,0.0,0.2117,0.0,7.8286,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-19,0,0.179310528527859,0.0,0.2233,0.0,7.6656,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-20,0,0.2779969978716812,0.0,0.2086,0.0,7.1741,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-21,0,0.8690069713066114,0.0,0.2066,0.0,6.6577,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-22,0,0.28733979787547015,0.0,0.1975,0.0,7.0959,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-23,0,0.5348807057189511,0.0,0.1639,0.0,5.8732,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-24,0,0.6100828036643269,0.0,0.1809,0.0,6.4838,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-25,0,0.6455298030153628,0.0,0.1856,0.0,6.6622,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-26,2,2.059562438954029,0.0,0.2019,0.0,6.3428,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-27,2,1.3626349780292244,0.0,0.1949,0.0,6.3995,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-28,0,0.8165926797783608,0.0,0.193,0.0,6.6245,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-29,0,-0.08924448059522842,0.0,0.1877,0.0,7.0125,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-30,0,0.4514896712637085,0.0,0.1882,0.0,6.6235,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2020-12-31,1,1.0101186749482771,-531530.6801182202,0.186,15961.624582571394,6.1939,200000,197729.4130039779,-2270.586996022088,0.9886470650198895
2021-01-01,2,1.8108810749965238,0.0,0.1933,0.0,5.9795,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-02,2,2.790092819715517,0.0,0.2049,0.0,5.5873,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-03,2,2.2294415997769295,0.0,0.2025,0.0,5.5581,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-04,2,1.667997065306798,0.0,0.1908,0.0,5.3943,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-05,2,1.539467521691059,0.0,0.1981,0.0,5.5768,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-06,2,1.4586548123713994,0.0,0.2088,0.0,5.84,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-07,2,1.8543589945543035,0.0,0.2262,0.0,5.9377,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-08,2,1.7653651851043526,0.0,0.2178,0.0,5.6108,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-09,2,1.262520437671996,0.0,0.2313,0.0,6.1818,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-10,0,0.7099100023426115,0.0,0.2312,0.0,6.5273,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-11,2,2.0331799908744266,0.0,0.2383,0.0,5.6184,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-12,0,0.5895730093352806,0.0,0.2182,0.0,6.023,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-13,0,0.31640005795554166,0.0,0.2255,0.0,6.3812,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-14,0,0.24472615095009384,0.0,0.2278,0.0,6.4439,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-15,0,0.2052305871509807,0.0,0.2247,0.0,6.3539,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-16,0,-0.04809581945269467,0.0,0.2294,0.0,6.6316,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-17,0,-0.9171772248193625,0.0,0.233,0.0,7.3768,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-18,-2,-1.2623416929410587,0.0,0.2435,0.0,7.8384,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-19,0,-0.5758581101792608,0.0,0.2389,0.0,7.0773,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-20,-2,-1.2897679442791372,0.0,0.2312,0.0,7.2094,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-21,0,-0.7304940044709298,0.0,0.2016,0.0,5.9885,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-22,0,-0.9437449355148699,0.0,0.2105,0.0,6.4028,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-23,0,-0.8634291860277596,0.0,0.2167,0.0,6.5923,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-24,-1,-1.0921277938597904,458889.34485081525,0.2234,-14680.14830233158,6.9833,200000,205031.75927934423,5031.759279344231,1.0251587963967213
2021-01-25,-1,-0.8687489244427751,458889.34485081525,0.2162,-14680.14830233158,6.6723,200000,197162.22987439326,-2837.7701256067376,0.9858111493719663
2021-01-26,-1,-1.0442018610380586,458889.34485081525,0.2159,-14680.14830233158,6.8288,200000,199322.0062802529,-677.9937197470863,0.9966100314012646
2021-01-27,-1,-0.7055658101484104,458889.34485081525,0.1954,-14680.14830233158,6.0371,200000,178292.50129985527,-21707.49870014473,0.8914625064992764
2021-01-28,-1,-0.27211984959705215,458889.34485081525,0.2097,-14680.14830233158,6.2836,200000,188473.2754877467,-11526.724512253306,0.9423663774387334
2021-01-29,-1,-0.5484658401726914,458889.34485081525,0.2114,-14680.14830233158,6.5143,200000,192640.09758734098,-7359.902412659023,0.9632004879367049
2021-01-30,-1,-1.017804824912487,458889.34485081525,0.2089,-14680.14830233158,6.74,200000,194806.18369705015,-5193.816302949854,0.9740309184852507
2021-01-31,-2,-1.28415163817971,0.0,0.2027,0.0,6.5438,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-01,-2,-2.202114594050749,0.0,0.2036,0.0,7.0187,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-02,-2,-1.258564017705384,0.0,0.2112,0.0,6.9479,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-03,0,-0.6389262201191103,0.0,0.2283,0.0,7.2973,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-04,0,-0.7301191270321623,0.0,0.2251,0.0,7.2465,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-05,-2,-2.532835675773281,0.0,0.2479,0.0,8.8459,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-06,0,0.00428492500103273,0.0,0.2597,0.0,8.1914,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-07,0,-0.5812118182931859,0.0,0.2483,0.0,8.0508,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-08,0,0.053081289448300144,0.0,0.2655,0.0,8.3875,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-09,-2,-1.5758501637605757,0.0,0.285,0.0,9.7879,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-10,0,0.26902487037533307,0.0,0.3065,0.0,9.6669,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-11,2,1.2305678465698657,0.0,0.3457,0.0,10.4596,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-12,0,0.4133840162732373,0.0,0.3456,0.0,10.8509,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-13,2,2.3969557243830093,0.0,0.3969,0.0,11.2315,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-14,0,-0.24904747690769624,0.0,0.3657,0.0,11.8003,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-15,0,-0.006792112798532383,0.0,0.344,0.0,10.9669,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-16,2,2.9805087801221966,0.0,0.424,0.0,11.0666,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-17,2,1.607790759614136,0.0,0.409,0.0,11.4913,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-18,2,1.5228739027050637,0.0,0.4426,0.0,12.3607,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-19,2,1.4029318957569608,0.0,0.451,0.0,12.5462,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-20,2,1.4684809311318399,0.0,0.4492,0.0,12.2604,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-21,2,3.5979324451013643,0.0,0.6419,0.0,12.3564,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-22,2,2.5954640626558074,0.0,0.5432,0.0,10.615,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-23,2,1.7542148739157137,0.0,0.4466,0.0,9.3749,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-24,2,2.2164038592115776,0.0,0.5354,0.0,9.8336,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-25,2,1.6305605827437486,0.0,0.4952,0.0,9.6074,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-26,2,1.3813898128979307,0.0,0.4866,0.0,9.5612,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-27,2,1.2358648447516731,0.0,0.4879,0.0,9.5955,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-02-28,2,1.7802590537578273,0.0,0.5186,0.0,8.9026,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-01,2,1.3469754388965327,0.0,0.5286,0.0,9.5234,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-02,0,0.9938376718106369,0.0,0.4999,0.0,9.4175,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-03,0,0.8911112986253601,0.0,0.5203,0.0,9.8182,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-04,2,1.3431518293660523,0.0,0.5541,0.0,9.4472,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-05,2,2.0951506768252472,0.0,0.6913,0.0,9.9125,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-06,2,2.274464334059262,0.0,0.7626,0.0,9.9916,200000,208078.8435388814,8078.843538881396,1.040394217694407
2021-03-07,2,2.0682633793358542,0.0,0.7888,0.0,10.1471,200000,208078.8435388814,8078.843538881396,1.040394217694407
