date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-02-12,1,1.1937737581730399,-115226686.89821364,0.0008498,733.315648364427,133.53,200000,195839.2770522039,-4160.722947796108,0.9791963852610195
2020-02-13,2,1.7810937317395357,0.0,0.0008714,0.0,131.18,200000,200051.46526286172,51.46526286171866,1.0002573263143086
2020-02-14,2,1.6823601207986723,0.0,0.0008915,0.0,133.34,200000,200051.46526286172,51.46526286171866,1.0002573263143086
2020-02-15,2,2.055787847174254,0.0,0.000849,0.0,120.73,200000,200051.46526286172,51.46526286171866,1.0002573263143086
2020-02-16,2,2.320187048149853,0.0,0.0008258,0.0,110.73,200000,200051.46526286172,51.46526286171866,1.0002573263143086
2020-02-17,2,1.2185416965751321,0.0,0.0007907,0.0,114.66,200000,200051.46526286172,51.46526286171866,1.0002573263143086
2020-02-18,1,1.0934868920577108,-125723645.84141636,0.0007956,865.5740103100628,115.56,200000,200051.46526286172,51.46526286171866,1.0002573263143086
2020-02-19,1,1.1121722583848705,-125723645.84141636,0.0007284,865.5740103100628,104.87,200000,182349.85009210397,-17650.149907896033,0.9117492504605198
2020-02-20,1,0.9478720651557409,-125723645.84141636,0.0007235,865.5740103100628,104.82,200000,181690.5255269655,-18309.474473034497,0.9084526276348275
2020-02-21,1,0.7302138357330674,-125723645.84141636,0.0007332,865.5740103100628,107.39,200000,185134.57009812412,-14865.429901875876,0.9256728504906206
2020-02-22,1,1.0465449889575102,-125723645.84141636,0.0007301,865.5740103100628,103.79,200000,181628.7603588995,-18371.23964110049,0.9081438017944976
2020-02-23,1,0.7736570273288043,-125723645.84141636,0.0007501,865.5740103100628,108.09,200000,187865.2015200611,-12134.798479938909,0.9393260076003055
2020-02-24,1,0.2677843066465235,-125723645.84141636,0.0006961,865.5740103100628,103.41,200000,177025.2382763735,-22974.761723626492,0.8851261913818675
2020-02-25,1,0.4803190580269269,-125723645.84141636,0.0006552,865.5740103100628,95.52,200000,165053.7622201132,-34946.23777988681,0.8252688111005659
2020-02-26,2,1.5684310645035002,0.0,0.0006203,0.0,84.29,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-02-27,0,0.958920371908409,0.0,0.000643,0.0,89.88,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-02-28,0,0.965855126171708,0.0,0.0006341,0.0,88.09,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-02-29,0,0.999447100285594,0.0,0.0006189,0.0,85.35,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-01,0,0.8794642467697631,0.0,0.0006107,0.0,84.59,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-02,0,0.4222399768836255,0.0,0.0006394,0.0,90.26,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-03,0,0.5151286466190248,0.0,0.000631,0.0,88.56,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-04,2,1.4212989339693671,0.0,0.0006388,0.0,86.88,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-05,0,0.8732963266077299,0.0,0.0006517,0.0,89.87,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-06,0,-0.815838296662415,0.0,0.0006483,0.0,93.94,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-07,0,0.7168539452686906,0.0,0.0006335,0.0,88.12,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-08,2,1.2967489764576097,0.0,0.0005399,0.0,73.7,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-09,0,0.7388835339188939,0.0,0.0005328,0.0,73.65,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-10,0,0.9142772706461717,0.0,0.0005435,0.0,74.6,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-11,0,0.7034210242332708,0.0,0.0005245,0.0,72.24,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-12,-2,-3.0495220684225606,0.0,0.0002819,0.0,44.4,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-13,-2,-2.5079607009781903,0.0,0.0003223,0.0,51.16,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-14,-1,-1.121056784145127,332811764.76672685,0.0003081,-2230.5700396917237,45.97,200000,205078.60944925708,5078.609449257085,1.0253930472462853
2020-03-15,-2,-1.416813552852154,0.0,0.0003117,0.0,47.31,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-16,-2,-1.514025189061792,0.0,0.0002807,0.0,43.12,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-17,-2,-1.3605029995779263,0.0,0.0002965,0.0,45.57,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-18,-2,-3.447704277005786,0.0,0.0003,0.0,62.64,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-19,-2,-2.3764037621487777,0.0,0.0003304,0.0,65.47,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-20,-2,-2.410198960774165,0.0,0.0003259,0.0,71.78,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-21,-2,-2.0161757595551655,0.0,0.0003237,0.0,71.37,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-22,-2,-1.4692273716044812,0.0,0.0003046,0.0,62.44,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-23,-2,-1.5172593359290898,0.0,0.0003273,0.0,70.87,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-24,-2,-1.206024220850046,0.0,0.0003345,0.0,69.53,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-25,-1,-1.1609483742193263,323435664.398505,0.0003198,-1527.3881493597444,67.72,200000,206869.45094928378,6869.450949283782,1.034347254746419
2020-03-26,-1,-1.0148610205139035,323435664.398505,0.0003251,-1527.3881493597444,68.23,200000,209362.62792676932,9362.627926769317,1.0468131396338465
2020-03-27,-1,-1.0501827061783313,323435664.398505,0.0003112,-1527.3881493597444,67.59,200000,203889.34377603987,3889.3437760398665,1.0194467188801992
2020-03-28,-1,-0.714024213882634,323435664.398505,0.0003188,-1527.3881493597444,65.21,200000,202712.27102999232,2712.27102999232,1.0135613551499616
2020-03-29,-1,-0.428776354426883,323435664.398505,0.0003091,-1527.3881493597444,60.46,200000,192319.85137586802,-7680.14862413198,0.9615992568793401
2020-03-30,-1,-0.45390338142222775,323435664.398505,0.0003298,-1527.3881493597444,65.81,200000,207186.4962279917,7186.496227991709,1.0359324811399586
2020-03-31,0,-0.15419867816980032,0.0,0.0003378,0.0,64.97,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-01,0,-0.27694760065936264,0.0,0.0003331,0.0,66.03,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-02,0,-0.40927324714762847,0.0,0.0003299,0.0,67.51,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-03,0,-0.27511079863411275,0.0,0.0003317,0.0,67.4,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-04,0,-0.36996166190121244,0.0,0.0003292,0.0,68.46,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-05,0,-0.04591487913445181,0.0,0.0003285,0.0,66.89,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-06,0,-0.159028145938433,0.0,0.0003525,0.0,73.19,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-07,0,-0.5013904047788945,0.0,0.0003431,0.0,72.22,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-08,0,-0.45320119957371385,0.0,0.0003585,0.0,75.52,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-09,-2,-2.162537798239047,0.0,0.0003647,0.0,82.83,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-10,-1,-1.1496121683785625,288209797.3343651,0.0003415,-1328.2543291455559,74.1,200000,196847.29157937138,-3152.7084206286236,0.9842364578968569
2020-04-11,-2,-1.4469907276411482,0.0,0.0003387,0.0,74.97,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-12,-2,-1.388807488978618,0.0,0.0003346,0.0,74.1,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-13,0,-0.8718195115985924,0.0,0.000337,0.0,73.13,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-14,0,-0.6862671883976564,0.0,0.0003357,0.0,72.32,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-15,0,-0.7335172090109247,0.0,0.0003268,0.0,70.7,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-16,-2,-1.5448985487053948,0.0,0.0003363,0.0,76.09,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-17,-2,-1.3591965667338872,0.0,0.0003376,0.0,76.31,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-18,-2,-1.7215933550732045,0.0,0.0003437,0.0,80.16,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-19,-2,-1.892094545305857,0.0,0.0003348,0.0,80.23,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-20,-2,-1.6760927609093879,0.0,0.000312,0.0,74.29,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-21,-2,-1.4538845236047147,0.0,0.0003146,0.0,74.48,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-22,-2,-2.160336416640823,0.0,0.0003193,0.0,80.8,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-23,-2,-1.7525265045761425,0.0,0.0003251,0.0,81.26,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-24,-2,-1.2679261666818213,0.0,0.0003333,0.0,81.37,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-25,-2,-1.557101551214827,0.0,0.000341,0.0,85.78,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-26,0,-0.9827741628847092,0.0,0.0003455,0.0,84.12,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-27,0,-0.6364029333985217,0.0,0.0003457,0.0,82.75,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-28,0,-0.6033488734669694,0.0,0.0003426,0.0,82.21,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-29,0,-0.26859823396169863,0.0,0.0003616,0.0,85.36,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-04-30,0,0.2875555902103875,0.0,0.000351,0.0,80.74,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-01,0,0.427427333717352,0.0,0.0003623,0.0,82.95,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-02,2,3.199363437523257,0.0,0.0004421,0.0,83.26,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-03,2,3.4731389887835595,0.0,0.0005045,0.0,81.07,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-04,2,3.2507236090534386,0.0,0.0005696,0.0,79.54,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-05,2,2.3460144907858203,0.0,0.0005493,0.0,79.37,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-06,2,1.647511526929074,0.0,0.0004995,0.0,77.11,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-07,2,1.7601298967928534,0.0,0.0005433,0.0,78.76,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-08,2,1.227603392259733,0.0,0.0005271,0.0,81.8,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-09,1,1.1592763054469715,-191679387.07892814,0.0005186,1248.9625598584262,79.59,200000,198809.86027826427,-1190.1397217357298,0.9940493013913213
2020-05-10,1,1.0376863999727248,-191679387.07892814,0.0004688,1248.9625598584262,72.1,200000,179909.49722839403,-20090.50277160597,0.8995474861419701
2020-05-11,2,1.3012927777088255,0.0,0.0004898,0.0,69.73,200000,205604.26477059518,5604.264770595182,1.0280213238529758
2020-05-12,0,0.9979457414163955,0.0,0.0004961,0.0,73.31,200000,205604.26477059518,5604.264770595182,1.0280213238529758
2020-05-13,1,1.114150118679877,-197127770.63336065,0.0005215,1392.7940981614631,73.81,200000,205604.26477059518,5604.264770595182,1.0280213238529758
2020-05-14,1,0.9141926884986893,-197127770.63336065,0.0005167,1392.7940981614631,74.56,200000,205702.64704517616,5702.647045176156,1.0285132352258808
2020-05-15,1,1.1162017528016384,-197127770.63336065,0.00053,1392.7940981614631,72.44,200000,205371.72290649754,5371.72290649754,1.0268586145324876
2020-05-16,1,0.9604279956849957,-197127770.63336065,0.0005333,1392.7940981614631,73.71,200000,207791.09305425268,7791.093054252677,1.0389554652712634
2020-05-17,1,0.8383459178940216,-197127770.63336065,0.000539,1392.7940981614631,75.03,200000,210753.209556436,10753.209556435992,1.05376604778218
2020-05-18,1,0.6368064267056204,-197127770.63336065,0.0005363,1392.7940981614631,76.2,200000,211850.5336705748,11850.533670574805,1.059252668352874
2020-05-19,1,0.49127794531547936,-197127770.63336065,0.0005372,1392.7940981614631,77.15,200000,213351.10305739823,13351.103057398228,1.0667555152869912
2020-05-20,0,-0.012059976070260754,0.0,0.0005203,0.0,78.35,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-21,0,0.5276480816843805,0.0,0.0005134,0.0,73.09,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-22,0,0.9117234360853106,0.0,0.000535,0.0,74.77,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-23,0,0.7831013660513926,0.0,0.0005269,0.0,73.87,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-24,2,1.6708318927542603,0.0,0.0005315,0.0,71.67,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-25,2,2.1427889937428253,0.0,0.0005659,0.0,73.6,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-26,2,2.0256241245535787,0.0,0.0005634,0.0,72.61,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-27,2,1.3750733586294295,0.0,0.0005584,0.0,73.6,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-28,2,1.2374072420560442,0.0,0.0005685,0.0,75.06,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-29,1,1.0865247617444869,-177718237.71444836,0.00056,1341.9931650497717,74.16,200000,199044.42624018213,-955.5737598178675,0.9952221312009106
2020-05-30,1,0.5044723577175418,-177718237.71444836,0.0005828,1341.9931650497717,79.01,200000,209605.06891056296,9605.068910562957,1.0480253445528147
2020-05-31,2,2.4916762544753444,0.0,0.000627,0.0,76.33,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-01,2,1.3608701394905687,0.0,0.000628,0.0,80.06,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-02,2,1.4852383276590382,0.0,0.0006233,0.0,78.26,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-03,2,2.0499328654212987,0.0,0.000652,0.0,78.2,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-04,2,1.5992333671852896,0.0,0.0006478,0.0,78.6,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-05,2,1.3446110776179252,0.0,0.000638,0.0,77.81,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-06,1,1.1081357304020967,-163142583.9075378,0.0006376,1328.4765197885836,78.3,200000,208039.42299889217,8039.4229988921725,1.0401971149944609
2020-06-07,1,0.834286971490484,-163142583.9075378,0.0006279,1328.4765197885836,77.99,200000,206045.11221385462,6045.11221385462,1.030225561069273
2020-06-08,1,1.0795697827854576,-163142583.9075378,0.0006394,1328.4765197885836,77.77,200000,207628.98709443782,7628.98709443782,1.038144935472189
2020-06-09,1,0.993702424604803,-163142583.9075378,0.0006348,1328.4765197885836,77.42,200000,206413.56442653714,6413.5644265371375,1.0320678221326858
2020-06-10,1,0.7739027888724648,-163142583.9075378,0.0006364,1328.4765197885836,78.21,200000,207724.08901142215,7724.089011422155,1.0386204450571108
2020-06-11,1,0.3515268525705202,-163142583.9075378,0.0005783,1328.4765197885836,72.24,200000,190314.50006325636,-9685.49993674364,0.9515725003162818
2020-06-12,1,1.0271021614735456,-163142583.9075378,0.0006051,1328.4765197885836,73.27,200000,196055.05212736063,-3944.947872639372,0.9802752606368031
2020-06-13,1,0.836997441237352,-163142583.9075378,0.00061,1328.4765197885836,74.18,200000,198063.3644215152,-1936.6355784847983,0.990316822107576
2020-06-14,1,0.5957429931812259,-163142583.9075378,0.0005931,1328.4765197885836,72.56,200000,193154.12279142032,-6845.877208579681,0.9657706139571016
2020-06-15,1,0.78698331554085,-163142583.9075378,0.0005923,1328.4765197885836,71.77,200000,191974.11227366127,-8025.887726338726,0.9598705613683064
2020-06-16,0,-0.06602169224937904,0.0,0.0005834,0.0,72.63,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-17,0,-0.14657128207913855,0.0,0.0005821,0.0,72.42,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-18,0,-0.10081225581728417,0.0,0.0005773,0.0,71.46,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-19,0,-0.5766698534075438,0.0,0.0005653,0.0,70.1,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-20,0,-0.14507756749917824,0.0,0.000576,0.0,71.01,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-21,0,0.039279114647399985,0.0,0.0005715,0.0,70.14,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-22,0,-0.32782319001263766,0.0,0.0005875,0.0,72.33,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-23,-2,-2.6751812528336463,0.0,0.0005815,0.0,74.01,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-24,-2,-2.6786431202044345,0.0,0.0005625,0.0,72.42,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-25,-2,-1.5244177999236106,0.0,0.0005608,0.0,71.11,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-26,-2,-1.7526075809536652,0.0,0.0005526,0.0,70.68,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-27,0,-0.8153379403610093,0.0,0.0005318,0.0,66.92,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-28,-1,-1.0095920871158817,193205193.2881354,0.000535,-1526.8061803419857,67.7,200000,206729.55681830487,6729.5568183048745,1.0336477840915244
2020-06-29,-1,-1.1525537503102008,193205193.2881354,0.000542,-1526.8061803419857,68.93,200000,209959.96477314248,9959.964773142477,1.0497998238657125
2020-06-30,-2,-1.6814852969058824,0.0,0.0005276,0.0,68.11,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-01,0,0.12823397584898896,0.0,0.000549,0.0,68.31,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-02,2,1.3739012914180375,0.0,0.0005484,0.0,66.62,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-03,2,1.202274561717802,0.0,0.0005451,0.0,66.46,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-04,0,0.9547832836743804,0.0,0.000552,0.0,67.63,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-05,2,1.7717604520413386,0.0,0.000558,0.0,67.24,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-06,0,0.34433283576180856,0.0,0.0005672,0.0,70.26,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-07,0,-0.41597195940120063,0.0,0.0005556,0.0,69.92,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-08,2,2.9179535047147604,0.0,0.0006315,0.0,72.7,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-09,2,4.052990488835049,0.0,0.0008031,0.0,71.86,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-10,2,2.20998355382167,0.0,0.0007321,0.0,71.75,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-11,2,1.5952141794520953,0.0,0.0007172,0.0,72.68,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-12,2,1.284758024823242,0.0,0.0007,0.0,72.05,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-13,2,1.278572647560158,0.0,0.000708,0.0,71.84,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-14,2,1.2807815811357879,0.0,0.0007188,0.0,71.82,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-15,0,0.7983117404312081,0.0,0.0006824,0.0,71.12,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-16,2,1.5627304913753213,0.0,0.000735,0.0,69.28,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-17,2,1.2002165029292275,0.0,0.0007209,0.0,69.58,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-18,0,0.8945207523389872,0.0,0.0007007,0.0,69.2,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-19,0,0.9679226472967816,0.0,0.0007258,0.0,70.35,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-20,0,0.850756945595006,0.0,0.0007081,0.0,68.86,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-21,1,1.068258831308762,-138213468.67640492,0.0007553,1468.4573483090257,71.09,200000,208785.26578257728,8785.265782577277,1.0439263289128864
2020-07-22,1,0.8846077495109615,-138213468.67640492,0.0007726,1468.4573483090257,73.38,200000,214539.12611830674,14539.12611830674,1.0726956305915336
2020-07-23,1,0.9513804697084278,-138213468.67640492,0.0007841,1468.4573483090257,73.35,200000,216084.52728763613,16084.527287636127,1.0804226364381806
2020-07-24,1,0.9131483926658801,-138213468.67640492,0.0007721,1468.4573483090257,71.94,200000,212355.44080240355,12355.440802403551,1.0617772040120177
2020-07-25,1,0.2922316469197103,-138213468.67640492,0.0007637,1468.4573483090257,74.65,200000,215173.9670794392,15173.9670794392,1.075869835397196
2020-07-26,0,-0.1718086889783625,0.0,0.0007493,0.0,75.3,200000,201773.77953413787,1773.779534137866,1.0088688976706894
2020-07-27,-2,-1.5543526988707765,0.0,0.0007187,0.0,77.55,200000,201773.77953413787,1773.779534137866,1.0088688976706894
2020-07-28,-1,-1.19388758859773,131192314.39150706,0.000769,-1263.929964508506,79.82,200000,201773.77953413787,1773.779534137866,1.0088688976706894
2020-07-29,-2,-1.8567432957159786,0.0,0.0007538,0.0,81.38,200000,205739.63345752208,5739.633457522083,1.0286981672876103
