date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-08-04,-1,-1.0856654921006128,245654.97920320128,0.4621,-380918.53918055346,0.307,200000,230459.1574182292,30459.15741822921,1.152295787091146
2020-08-05,-1,-0.7657438674950947,245654.97920320128,0.4707,-380918.53918055346,0.3051,200000,231848.04501493368,31848.045014933683,1.1592402250746685
2020-08-06,-1,-0.6703998912752369,245654.97920320128,0.4879,-380918.53918055346,0.3157,200000,240111.04717254263,40111.04717254263,1.2005552358627132
2020-08-07,-1,-0.5896593387236907,245654.97920320128,0.4939,-380918.53918055346,0.319,200000,242842.00822705767,42842.00822705767,1.2142100411352883
2020-08-08,0,-0.03526808623255088,0.0,0.5315,0.0,0.3304,200000,215003.6772980966,15003.67729809659,1.075018386490483
2020-08-09,0,-0.9062423417519059,0.0,0.5218,0.0,0.348,200000,215003.6772980966,15003.67729809659,1.075018386490483
2020-08-10,-1,-1.035451671312297,190572.30747925595,0.5641,-280977.10049411474,0.3826,200000,215003.6772980966,15003.67729809659,1.075018386490483
2020-08-11,-2,-1.267158657411302,0.0,0.5281,0.0,0.3681,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-12,-2,-1.6654761923238415,0.0,0.5291,0.0,0.3849,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-13,-2,-1.767332019733325,0.0,0.512,0.0,0.3771,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-14,-2,-2.4816262162878795,0.0,0.5096,0.0,0.4074,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-15,-2,-2.607096059681872,0.0,0.4947,0.0,0.4193,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-16,-2,-2.0169649475062577,0.0,0.5085,0.0,0.4232,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-17,-2,-1.5768184533513936,0.0,0.5088,0.0,0.4119,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-18,0,-0.6337759094327149,0.0,0.532,0.0,0.3945,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-19,0,-0.987655674595413,0.0,0.4801,0.0,0.3719,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-20,-1,-1.1255493747689564,217225.32656112622,0.5013,-273125.29773035506,0.3987,200000,217790.11241018513,17790.11241018513,1.0889505620509257
2020-08-21,-1,-0.9741183773595613,217225.32656112622,0.4698,-273125.29773035506,0.3715,200000,203518.50652524398,3518.5065252439817,1.0175925326262198
2020-08-22,-2,-1.289399865259749,0.0,0.4844,0.0,0.4036,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-23,0,-0.8845271009624127,0.0,0.4794,0.0,0.3852,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-24,0,-0.8270765098311379,0.0,0.4868,0.0,0.3925,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-25,0,-0.7846685395379004,0.0,0.4468,0.0,0.3619,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-26,0,-0.5326030072033907,0.0,0.4487,0.0,0.3566,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-27,0,-0.3127590112776183,0.0,0.433,0.0,0.3394,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-28,0,-0.021326387335338908,0.0,0.4521,0.0,0.3494,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-29,0,0.9600714751213982,0.0,0.5003,0.0,0.3665,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-30,0,0.08751101063970572,0.0,0.4692,0.0,0.365,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-08-31,0,0.13807320932144443,0.0,0.4623,0.0,0.3613,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-01,0,-0.3744205725404305,0.0,0.4549,0.0,0.3648,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-02,0,0.5586873179867564,0.0,0.4352,0.0,0.3381,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-03,-2,-1.5581983193730018,0.0,0.3233,0.0,0.2732,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-04,-2,-1.5466656402205532,0.0,0.3423,0.0,0.2889,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-05,-2,-2.451091725903191,0.0,0.2955,0.0,0.2646,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-06,-2,-2.424959851523079,0.0,0.3096,0.0,0.2863,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-07,-2,-2.1694956534833647,0.0,0.3048,0.0,0.2844,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-08,-2,-1.8323350575360169,0.0,0.2971,0.0,0.2767,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-09,-2,-1.3296952911816882,0.0,0.3145,0.0,0.2855,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-10,-2,-1.3142687075447783,0.0,0.3262,0.0,0.2994,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-11,0,-0.5054374799071237,0.0,0.3396,0.0,0.2931,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-12,0,-0.9486125524773547,0.0,0.3318,0.0,0.2987,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-13,-2,-1.2432408906170045,0.0,0.301,0.0,0.281,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-14,-2,-1.3095774911092273,0.0,0.299,0.0,0.2847,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-15,-2,-1.582065908541834,0.0,0.274,0.0,0.2736,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-16,-2,-1.21468425634607,0.0,0.2778,0.0,0.2708,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-17,-2,-1.7105930289778442,0.0,0.267,0.0,0.2812,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-18,-2,-1.3662747009210563,0.0,0.268,0.0,0.2735,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-19,-2,-1.2159269981741745,0.0,0.2678,0.0,0.2719,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-20,0,-0.9638204316635441,0.0,0.2633,0.0,0.2627,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-21,0,-0.7955977434160159,0.0,0.2424,0.0,0.2398,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-22,0,-0.5816737235018523,0.0,0.2496,0.0,0.2436,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-23,0,-0.04972306687277707,0.0,0.2452,0.0,0.2326,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-24,0,0.15508827439593592,0.0,0.2615,0.0,0.2469,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-25,0,-0.9046721765852372,0.0,0.2553,0.0,0.2558,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-26,-1,-1.0033144407799948,428955.5918135289,0.2597,-423573.2592926747,0.263,200000,222799.53438794691,22799.534387946915,1.1139976719397346
2020-09-27,-1,-0.5175501425657225,428955.5918135289,0.2623,-423573.2592926747,0.2597,200000,222517.02717099624,22517.02717099624,1.1125851358549812
2020-09-28,0,1.236073753619772,0.0,0.297,0.0,0.2686,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-09-29,0,0.011459261074719422,0.0,0.284,0.0,0.2741,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-09-30,0,-0.9544346454652552,0.0,0.2778,0.0,0.2833,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-01,0,-0.23520350804538184,0.0,0.2755,0.0,0.272,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-02,0,-0.6262241074208602,0.0,0.2671,0.0,0.2688,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-03,0,0.8683844726697357,0.0,0.2783,0.0,0.2659,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-04,0,0.12761227511422515,0.0,0.2801,0.0,0.275,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-05,0,-0.4044392252005901,0.0,0.2712,0.0,0.2712,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-06,0,-0.7466539709192654,0.0,0.2497,0.0,0.2533,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-07,0,-0.21317656699460336,0.0,0.2595,0.0,0.2574,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-08,0,-0.8179815964284725,0.0,0.2599,0.0,0.2626,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-09,0,-0.2988211708303503,0.0,0.2719,0.0,0.2699,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-10,0,0.019042981781784492,0.0,0.2778,0.0,0.2729,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-11,-2,-1.479346150129364,0.0,0.273,0.0,0.2823,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-12,-2,-1.7766755013897113,0.0,0.2727,0.0,0.2877,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-13,-2,-1.8003654987850486,0.0,0.2664,0.0,0.2842,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-14,-1,-1.1904244968971258,400098.51007142547,0.2614,-382537.49280420865,0.2734,200000,209171.50106534126,9171.501065341261,1.0458575053267063
2020-10-15,-1,-0.7397498172504218,400098.51007142547,0.2687,-382537.49280420865,0.2767,200000,213354.59391511657,13354.593915116566,1.0667729695755828
2020-10-16,-2,-1.309858934076151,0.0,0.2494,0.0,0.2639,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-17,-2,-1.6525327356445192,0.0,0.2484,0.0,0.2695,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-18,-2,-1.4322994709832897,0.0,0.2542,0.0,0.2725,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-19,-2,-1.8837536518015856,0.0,0.2512,0.0,0.2769,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-20,-2,-2.0113139356222214,0.0,0.2339,0.0,0.2635,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-21,-2,-2.0564445508499007,0.0,0.244,0.0,0.2809,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-22,-2,-1.7480268369015977,0.0,0.246,0.0,0.2828,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-23,-2,-1.616024705871378,0.0,0.2398,0.0,0.2761,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-24,-2,-1.7133809826656934,0.0,0.2454,0.0,0.288,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-25,-2,-1.6043385436361748,0.0,0.2355,0.0,0.2782,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-26,-2,-1.326345253389323,0.0,0.2336,0.0,0.2738,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-27,-2,-1.423854912624931,0.0,0.2329,0.0,0.2775,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-28,-2,-1.9622522409755065,0.0,0.2128,0.0,0.2692,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-29,-2,-1.9249357309037507,0.0,0.2016,0.0,0.2595,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-30,-2,-1.9943787596796894,0.0,0.1949,0.0,0.2571,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-10-31,-2,-1.5561688505904923,0.0,0.1965,0.0,0.2539,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-01,0,-0.5228306053038274,0.0,0.2114,0.0,0.2527,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-02,0,-0.32374641431478285,0.0,0.2085,0.0,0.2467,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-03,0,-0.7215277284226779,0.0,0.2003,0.0,0.2455,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-04,0,-0.6210465503523056,0.0,0.1929,0.0,0.2359,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-05,0,-0.5220415707443181,0.0,0.2041,0.0,0.2492,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-06,0,-0.611169634198476,0.0,0.2169,0.0,0.2674,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-07,-2,-1.3310229282867039,0.0,0.1997,0.0,0.2573,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-08,0,-0.8141532944577109,0.0,0.2115,0.0,0.2662,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-09,0,0.06651235747801798,0.0,0.2072,0.0,0.2514,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-10,2,2.0219226962192827,0.0,0.2286,0.0,0.2544,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-11,2,3.840918084385315,0.0,0.2908,0.0,0.2513,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-12,2,1.4876429966051572,0.0,0.2421,0.0,0.2484,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-13,1,1.1969128648168912,-427517.43293609435,0.246,409856.93102992675,0.2566,200000,210338.5770045584,10338.577004558407,1.051692885022792
2020-11-14,1,0.969951544698591,-427517.43293609435,0.2377,409856.93102992675,0.2515,200000,204699.9119629362,4699.911962936196,1.023499559814681
2020-11-15,1,1.0532150505035955,-427517.43293609435,0.2407,409856.93102992675,0.2503,200000,205490.6359445086,5490.635944508598,1.027453179722543
2020-11-16,1,1.089026087964014,-427517.43293609435,0.247,409856.93102992675,0.2532,200000,209372.58087199274,9372.580871992745,1.0468629043599638
2020-11-17,1,0.42517183215827736,-427517.43293609435,0.243,409856.93102992675,0.2658,200000,212826.70847122546,12826.708471225458,1.0641335423561273
2020-11-18,1,0.33664921741178694,-427517.43293609435,0.2344,409856.93102992675,0.2572,200000,205625.28894111764,5625.288941117644,1.0281264447055882
2020-11-19,0,-0.0434892891110775,0.0,0.2233,0.0,0.2536,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-20,0,-0.2045596313847623,0.0,0.2317,0.0,0.266,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-21,-2,-1.2966122725720097,0.0,0.2498,0.0,0.3267,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-22,0,-0.9530752535580854,0.0,0.2532,0.0,0.3196,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-23,-2,-1.2983109096157983,0.0,0.2715,0.0,0.3612,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-24,-2,-1.3733463035118032,0.0,0.2822,0.0,0.3845,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-25,0,-0.7116754807527224,0.0,0.2845,0.0,0.3552,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-26,0,-0.6011098904550847,0.0,0.2475,0.0,0.3046,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-27,0,-0.48446518198035454,0.0,0.2589,0.0,0.3126,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-28,-1,-1.0818302092409287,388797.1919684108,0.2596,-297120.2562113613,0.3397,200000,201863.50206999888,1863.5020699988818,1.0093175103499945
2020-11-29,-2,-1.3202262271103589,0.0,0.2503,0.0,0.3435,200000,206608.37292890827,6608.372928908269,1.0330418646445414
2020-11-30,-1,-1.0389887146158663,391897.5207300991,0.2636,-293227.8923203353,0.3523,200000,206608.37292890827,6608.372928908269,1.0330418646445414
2020-12-01,-1,-0.8007079292389125,391897.5207300991,0.2524,-293227.8923203353,0.3263,200000,194595.19549640245,-5404.804503597552,0.9729759774820123
2020-12-02,-1,-1.0097285796841473,391897.5207300991,0.2572,-293227.8923203353,0.3445,200000,201813.051236137,1813.051236136991,1.009065256180685
2020-12-03,-1,-0.9772844010804276,391897.5207300991,0.2587,-293227.8923203353,0.3489,200000,203691.10024344162,3691.100243441615,1.018455501217208
2020-12-04,-1,-0.6875734310211477,391897.5207300991,0.2444,-293227.8923203353,0.322,200000,190199.1353935842,-9800.864606415795,0.950995676967921
2020-12-05,-1,-0.4278752614463889,391897.5207300991,0.2641,-293227.8923203353,0.3415,200000,203637.4604522137,3637.460452213709,1.0181873022610686
2020-12-06,-1,-0.514465313443881,391897.5207300991,0.2581,-293227.8923203353,0.3383,200000,200347.74607240802,347.7460724080156,1.00173873036204
2020-12-07,0,0.3382244661513189,0.0,0.2564,0.0,0.3186,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-08,2,2.192660351222652,0.0,0.2674,0.0,0.2991,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-09,2,2.592432330474331,0.0,0.2875,0.0,0.3084,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-10,2,2.1852088004975205,0.0,0.2634,0.0,0.2852,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-11,2,1.6577319166093114,0.0,0.2483,0.0,0.2738,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-12,2,1.340945283013541,0.0,0.2605,0.0,0.2907,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-13,0,0.7317004977249565,0.0,0.2591,0.0,0.3014,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-14,2,1.540478280884006,0.0,0.2809,0.0,0.3025,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-15,0,0.7603805594613839,0.0,0.2681,0.0,0.3054,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-16,0,0.9679279932391064,0.0,0.2963,0.0,0.3296,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-17,0,0.36496051022840725,0.0,0.2744,0.0,0.3206,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-18,0,0.3039232390525029,0.0,0.2771,0.0,0.3239,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-19,0,0.15283285131743116,0.0,0.2894,0.0,0.3405,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-20,0,0.8895379889722814,0.0,0.294,0.0,0.3243,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-21,0,0.6377400466374715,0.0,0.2724,0.0,0.3044,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-22,0,0.035929453465410384,0.0,0.2646,0.0,0.3072,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-23,0,-0.19326656414524582,0.0,0.2262,0.0,0.2647,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-24,0,-0.5880930520326139,0.0,0.2476,0.0,0.2944,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-25,-1,-1.0769419631923942,413314.53004757594,0.2414,-340991.5500802626,0.2926,200000,199548.25510696968,-451.7448930303217,0.9977412755348484
2020-12-26,-2,-1.7739069821798512,0.0,0.231,0.0,0.2867,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2020-12-27,-2,-2.3688625168323876,0.0,0.2296,0.0,0.297,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2020-12-28,-2,-2.3764174777821836,0.0,0.2285,0.0,0.3064,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2020-12-29,-2,-2.405541919798927,0.0,0.2164,0.0,0.3025,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2020-12-30,-2,-2.3347733467559935,0.0,0.2032,0.0,0.2954,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2020-12-31,-2,-1.7072855730555752,0.0,0.2112,0.0,0.2964,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-01,-2,-1.3086710490448212,0.0,0.2125,0.0,0.2912,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-02,-2,-1.3054087741251463,0.0,0.2058,0.0,0.2863,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-03,-2,-1.2966605131149493,0.0,0.22,0.0,0.3098,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-04,-2,-2.0035458194798634,0.0,0.2163,0.0,0.3433,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-05,-2,-1.4714509862894645,0.0,0.2322,0.0,0.352,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-06,-2,-1.231481493741336,0.0,0.2551,0.0,0.3819,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-07,-2,-1.2584522781114773,0.0,0.2504,0.0,0.3831,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-08,0,-0.9252576679313812,0.0,0.2489,0.0,0.3693,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-09,-2,-1.2588705547894048,0.0,0.2753,0.0,0.432,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-10,-1,-1.196147609360979,371566.41398010106,0.2716,-236340.60430209705,0.427,200000,201834.8760739909,1834.8760739908903,1.0091743803699544
2021-01-11,-1,-0.9198813843371854,371566.41398010106,0.2397,-236340.60430209705,0.368,200000,176037.81181420194,-23962.188185798062,0.8801890590710097
2021-01-12,-1,-0.5278152777438877,371566.41398010106,0.2421,-236340.60430209705,0.3592,200000,174849.77388989576,-25150.22611010424,0.8742488694494788
2021-01-13,-2,-1.2351823399227908,0.0,0.2597,0.0,0.4151,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-14,-2,-1.666605407161245,0.0,0.2536,0.0,0.4251,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-15,-2,-1.543672014735119,0.0,0.2596,0.0,0.4324,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-16,0,-0.79004202693949,0.0,0.2694,0.0,0.425,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-17,0,-0.491055581703903,0.0,0.2804,0.0,0.4357,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-18,-2,-1.2476538347953146,0.0,0.2906,0.0,0.4774,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-19,0,0.363368231598586,0.0,0.3148,0.0,0.4693,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-20,0,-0.7777125007905444,0.0,0.2948,0.0,0.4728,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-21,0,-0.37446134090886535,0.0,0.2662,0.0,0.4189,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-22,2,1.4402442922269192,0.0,0.3136,0.0,0.4556,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-23,2,3.7725188667145266,0.0,0.3879,0.0,0.451,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-24,2,1.711519645141624,0.0,0.3477,0.0,0.4563,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-25,2,1.408619168112383,0.0,0.3259,0.0,0.4324,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-26,2,1.2177876200193756,0.0,0.3245,0.0,0.4332,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-27,0,0.8676051408000102,0.0,0.2862,0.0,0.3915,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-28,1,1.031801938025375,-336827.9192204622,0.302,251911.9158112422,0.4038,200000,203444.06320915918,3444.0632091591833,1.017220316045796
2021-01-29,1,1.135556226830136,-336827.9192204622,0.315,251911.9158112422,0.4125,200000,210014.45982658298,10014.459826582985,1.050072299132915
2021-01-30,1,0.5522958065402332,-336827.9192204622,0.3121,251911.9158112422,0.4296,200000,213345.3526212159,13345.35262121589,1.0667267631060795
2021-01-31,1,0.572547474731831,-336827.9192204622,0.2986,251911.9158112422,0.4079,200000,203331.6871386357,3331.6871386356943,1.0166584356931785
2021-02-01,2,1.9560202123964539,0.0,0.3568,0.0,0.4164,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-02,2,1.6776399493182714,0.0,0.3677,0.0,0.4304,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-03,2,1.589933786033743,0.0,0.391,0.0,0.453,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-04,2,1.4555294004958916,0.0,0.3815,0.0,0.4411,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-05,0,0.48639468386054896,0.0,0.4073,0.0,0.5176,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-06,0,-0.44206073867450346,0.0,0.4026,0.0,0.5639,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-07,0,-0.8264919609219197,0.0,0.3865,0.0,0.5587,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-08,-2,-1.9751024196877798,0.0,0.4254,0.0,0.7234,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-09,-2,-1.3193185205859428,0.0,0.4851,0.0,0.7522,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-10,-1,-1.1431667269207302,186469.00515193425,0.5865,-123533.34634768942,0.8853,200000,218728.14304321888,18728.14304321888,1.0936407152160943
2021-02-11,-2,-2.235546693397358,0.0,0.6379,0.0,1.1757,200000,245017.71995777846,45017.71995777846,1.2250885997888923
2021-02-12,-2,-1.9730732865457083,0.0,0.6631,0.0,1.2363,200000,245017.71995777846,45017.71995777846,1.2250885997888923
2021-02-13,-2,-1.365872527970181,0.0,0.7623,0.0,1.3157,200000,245017.71995777846,45017.71995777846,1.2250885997888923
2021-02-14,-1,-1.0516074141499887,171293.14874005766,0.7152,-102922.67493815781,1.1903,200000,245017.71995777846,45017.71995777846,1.2250885997888923
2021-02-15,-2,-1.5470874479785472,0.0,0.669,0.0,1.2719,200000,261329.95370452284,61329.953704522835,1.3066497685226142
2021-02-16,-2,-1.467757154597594,0.0,0.6444,0.0,1.2548,200000,261329.95370452284,61329.953704522835,1.3066497685226142
2021-02-17,-2,-1.3425824150759715,0.0,0.6621,0.0,1.3007,200000,261329.95370452284,61329.953704522835,1.3066497685226142
2021-02-18,-2,-1.354574817270538,0.0,0.7278,0.0,1.4956,200000,261329.95370452284,61329.953704522835,1.3066497685226142
2021-02-19,-2,-1.2472379976642265,0.0,0.7168,0.0,1.4871,200000,261329.95370452284,61329.953704522835,1.3066497685226142
2021-02-20,-1,-1.1914854845191574,201023.0413111714,0.65,-94767.17207155601,1.3788,200000,261329.95370452286,61329.953704522864,1.3066497685226144
2021-02-21,-1,-1.0120625158065555,201023.0413111714,0.6818,-94767.17207155601,1.409,200000,270584.4550147791,70584.45501477912,1.3529222750738956
2021-02-22,-1,-1.092873923548146,201023.0413111714,0.6054,-94767.17207155601,1.3115,200000,245986.4953816289,45986.49538162889,1.2299324769081443
2021-02-23,-1,-1.166292281019763,201023.0413111714,0.4859,-94767.17207155601,1.0921,200000,201172.3243924445,1172.3243924445123,1.0058616219622225
2021-02-24,-2,-1.3888972572686862,0.0,0.5013,0.0,1.1956,200000,273860.734023985,73860.73402398499,1.3693036701199248
2021-02-25,-2,-1.357882238526114,0.0,0.4605,0.0,1.0979,200000,273860.734023985,73860.73402398499,1.3693036701199248
2021-02-26,-2,-1.2109545446499992,0.0,0.4773,0.0,1.1196,200000,273860.734023985,73860.73402398499,1.3693036701199248
2021-02-27,-1,-1.130957692351561,278370.33342547773,0.4919,-119183.88633648925,1.1489,200000,273860.734023985,73860.73402398499,1.3693036701199248
2021-02-28,-1,-0.9618341047571036,278370.33342547773,0.4872,-119183.88633648925,1.1247,200000,269668.1434075422,69668.1434075422,1.348340717037711
