date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-04-20,0,0.7523889814525491,0.0,14.9892,0.0,0.001646,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-21,0,0.8911387151240909,0.0,15.1283,0.0,0.001632,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-22,0,0.729355291075321,0.0,15.7104,0.0,0.001706,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-23,0,0.8195032765563935,0.0,16.034,0.0,0.00172,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-24,0,0.4728921467795629,0.0,15.9319,0.0,0.001741,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-25,0,0.017428135290471977,0.0,16.2283,0.0,0.001818,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-26,0,-0.3572863108633358,0.0,16.3588,0.0,0.001869,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-27,0,-0.19656414081455734,0.0,16.4229,0.0,0.00185,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-28,0,-0.713875920460842,0.0,16.34,0.0,0.001887,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-29,0,-0.16424575565317895,0.0,17.3667,0.0,0.001937,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-04-30,0,-0.8063341411897177,0.0,16.9542,0.0,0.00194,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-01,-2,-1.4265202137538353,0.0,17.466,0.0,0.002047,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-02,-2,-2.0145353062330864,0.0,17.5333,0.0,0.002115,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-03,-2,-1.7253849784829853,0.0,17.1071,0.0,0.00206,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-04,-2,-1.4159173704710286,0.0,17.0074,0.0,0.002033,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-05,-2,-1.7403501789625953,0.0,16.8886,0.0,0.002086,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-06,-2,-1.5525528611512094,0.0,16.3743,0.0,0.002025,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-07,-2,-1.3487806507338074,0.0,17.0003,0.0,0.002095,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-08,-2,-2.0614023616743706,0.0,17.1371,0.0,0.002254,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-09,-2,-1.3556587076711273,0.0,16.7751,0.0,0.002112,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-10,0,-0.6717703612142703,0.0,15.3506,0.0,0.001862,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-11,0,-0.8639388839890869,0.0,15.0811,0.0,0.00186,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-12,-2,-1.9402434361895196,0.0,15.7892,0.0,0.002115,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-13,-2,-1.2006355852628214,0.0,16.2164,0.0,0.002082,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-14,-2,-1.4741379363894163,0.0,16.3777,0.0,0.002155,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-15,-2,-2.738709709044366,0.0,15.7222,0.0,0.002376,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-16,-2,-2.9062881985127516,0.0,16.058,0.0,0.002749,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-17,-2,-1.831769324340739,0.0,16.2959,0.0,0.002534,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-18,-2,-1.5341322516750087,0.0,16.6299,0.0,0.002556,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-19,-2,-2.015019266412741,0.0,17.2098,0.0,0.002951,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-20,-2,-2.7477365164840095,0.0,16.8998,0.0,0.003893,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-21,-2,-3.1180210492753697,0.0,16.0888,0.0,0.007618,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-22,-2,-2.2986584956545784,0.0,16.5864,0.0,0.006619,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-23,-2,-2.1768123054517456,0.0,16.48,0.0,0.009016,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-24,-2,-2.1515473934710143,0.0,15.9624,0.0,0.017882,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-25,-2,-1.8031259597428706,0.0,16.3807,0.0,0.016088,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-26,-2,-1.537390841431232,0.0,16.2159,0.0,0.013827,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-27,-2,-1.2563682597504817,0.0,16.47,0.0,0.010594,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-28,-1,-1.001248606370571,5068.852683096135,17.0772,-9995590.189349806,0.00866,200000,173123.62207953862,-26876.377920461382,0.8656181103976931
2020-05-29,-1,-1.0096782077528035,5068.852683096135,17.0031,-9995590.189349806,0.010282,200000,188960.8673828466,-11039.132617153402,0.9448043369142329
2020-05-30,-1,-0.8750230017930429,5068.852683096135,17.7277,-9995590.189349806,0.009945,200000,189265.24414320715,-10734.75585679285,0.9463262207160358
2020-05-31,-1,-0.7127355311485686,5068.852683096135,17.0916,-9995590.189349806,0.008509,200000,171687.27943958336,-28312.720560416637,0.8584363971979168
2020-06-01,-1,-0.6378813064534459,5068.852683096135,17.9477,-9995590.189349806,0.00896,200000,180534.73539697874,-19465.264603021264,0.9026736769848936
2020-06-02,-1,-0.5519457611325015,5068.852683096135,17.2669,-9995590.189349806,0.0085,200000,172485.889003226,-27514.11099677399,0.8624294450161301
2020-06-03,-1,-0.47987507268664004,5068.852683096135,17.5779,-9995590.189349806,0.00868,200000,175861.50842175185,-24138.491578248155,0.8793075421087593
2020-06-04,-1,-0.3990323015372836,5068.852683096135,17.517,-9995590.189349806,0.008622,200000,174973.071062369,-25026.92893763099,0.8748653553118451
2020-06-05,-1,-0.26985281296019537,5068.852683096135,17.6914,-9995590.189349806,0.008324,200000,172878.39309387474,-27121.606906125264,0.8643919654693737
2020-06-06,0,-0.1737257422379142,0.0,17.5511,0.0,0.008279,200000,166913.1729308771,-33086.8270691229,0.8345658646543855
2020-06-07,0,0.011242103084813106,0.0,17.4135,0.0,0.008019,200000,166913.1729308771,-33086.8270691229,0.8345658646543855
2020-06-08,0,0.3965021426315672,0.0,17.4489,0.0,0.007737,200000,166913.1729308771,-33086.8270691229,0.8345658646543855
2020-06-09,1,1.1243257041805883,-4803.72677991162,17.3733,11362367.11578469,0.007345,200000,166913.1729308771,-33086.8270691229,0.8345658646543855
2020-06-10,2,1.2892253370272788,0.0,17.406,0.0,0.007026,200000,170694.8499065155,-29305.150093484495,0.8534742495325776
2020-06-11,2,1.514639588156987,0.0,16.2298,0.0,0.00626,200000,170694.8499065155,-29305.150093484495,0.8534742495325776
2020-06-12,0,-0.6234576425857703,0.0,16.6377,0.0,0.010355,200000,170694.8499065155,-29305.150093484495,0.8534742495325776
2020-06-13,-1,-1.1357390352404342,5077.151531118659,16.8101,-7395149.896305152,0.011541,200000,170694.8499065155,-29305.150093484495,0.8534742495325776
2020-06-14,-1,-0.8666208779901902,5077.151531118659,16.5729,-7395149.896305152,0.010087,200000,158738.0016141065,-41261.9983858935,0.7936900080705325
2020-06-15,-1,-1.1609714929536603,5077.151531118659,16.377,-7395149.896305152,0.010208,200000,158638.20076661324,-41361.79923338676,0.7931910038330662
2020-06-16,-1,-1.0200453861561387,5077.151531118659,16.4329,-7395149.896305152,0.009892,200000,156585.1461699704,-43414.853830029606,0.782925730849852
2020-06-17,-1,-0.6694173380385279,5077.151531118659,16.3983,-7395149.896305152,0.009332,200000,152268.19278506277,-47731.80721493723,0.7613409639253138
2020-06-18,-1,-0.4966366490886478,5077.151531118659,16.1608,-7395149.896305152,0.008862,200000,147586.6488451587,-52413.35115484131,0.7379332442257935
2020-06-19,-1,-1.0427021210132785,5077.151531118659,15.9512,-7395149.896305152,0.009719,200000,152860.12134536973,-47139.87865463027,0.7643006067268486
2020-06-20,-1,-0.7532763678323707,5077.151531118659,16.059,-7395149.896305152,0.009369,200000,150819.13581671752,-49180.86418328248,0.7540956790835875
2020-06-21,-1,-0.6659467090310732,5077.151531118659,15.9775,-7395149.896305152,0.009259,200000,149591.88147833775,-50408.118521662254,0.7479594073916886
2020-06-22,-1,-0.5373160760732395,5077.151531118659,16.5051,-7395149.896305152,0.009419,200000,153453.8106095648,-46546.189390435204,0.767269053047824
2020-06-23,-1,-0.7404137599240265,5077.151531118659,16.3898,-7395149.896305152,0.009844,200000,156011.3537439565,-43988.64625604349,0.7800567687197826
2020-06-24,-1,-0.4762256275868615,5077.151531118659,15.9968,-7395149.896305152,0.009209,200000,149320.11300807312,-50679.88699192688,0.7466005650403655
2020-06-25,-1,-0.32465917421078017,5077.151531118659,15.906,-7395149.896305152,0.008983,200000,147187.80377248256,-52812.196227517445,0.7359390188624128
2020-06-26,-1,-0.20360349303413117,5077.151531118659,15.7694,-7395149.896305152,0.008785,200000,145030.02519386332,-54969.974806136684,0.7251501259693165
2020-06-27,0,0.012201761956681396,0.0,15.1242,0.0,0.008182,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-06-28,0,0.0010635696701250259,0.0,15.3782,0.0,0.008434,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-06-29,0,0.19902148340043793,0.0,15.4656,0.0,0.008354,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-06-30,0,0.5331063868373986,0.0,15.3838,0.0,0.00816,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-07-01,2,1.6640941570346097,0.0,15.8144,0.0,0.008223,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-07-02,0,0.4784360416456208,0.0,15.3634,0.0,0.008552,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-07-03,1,1.1276441673424813,-5050.735337234628,15.2863,9424689.402535364,0.008192,200000,154414.1111711394,-45585.888828860596,0.7720705558556971
2020-07-04,2,1.26911125009987,0.0,15.5548,0.0,0.008228,200000,155430.94479069562,-44569.05520930438,0.7771547239534781
2020-07-05,2,1.515670515959109,0.0,15.4885,0.0,0.008057,200000,155430.94479069562,-44569.05520930438,0.7771547239534781
2020-07-06,1,1.0157701276896003,-4764.605014735321,16.311,8992764.683562579,0.008642,200000,155430.94479069562,-44569.05520930438,0.7771547239534781
2020-07-07,1,1.0792420281030308,-4764.605014735321,16.8048,8992764.683562579,0.008835,200000,159519.31033089952,-40480.68966910048,0.7975965516544976
2020-07-08,2,1.4273744723761712,0.0,17.2819,0.0,0.008886,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-09,2,1.5871859363326002,0.0,16.8274,0.0,0.008545,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-10,2,2.2380792118692003,0.0,17.3123,0.0,0.008389,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-11,2,1.9847459402607674,0.0,17.6205,0.0,0.008508,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-12,0,0.2530861746008486,0.0,18.2994,0.0,0.009628,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-13,2,2.1921895856830305,0.0,18.4046,0.0,0.008696,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-14,2,1.7193234120168945,0.0,18.079,0.0,0.008655,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-15,2,1.200884744999932,0.0,17.6351,0.0,0.00861,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-16,1,1.1332109152619063,-4598.468520181327,17.1647,9438160.063177858,0.008363,200000,157862.66521671286,-42137.33478328714,0.7893133260835643
2020-07-17,1,0.7171550989774681,-4598.468520181327,17.0676,9438160.063177858,0.00845,200000,158237.2738488997,-41762.7261511003,0.7911863692444985
2020-07-18,1,0.7817938854448347,-4598.468520181327,17.1507,9438160.063177858,0.008432,200000,158449.5197017896,-41550.4802982104,0.792247598508948
2020-07-19,2,1.7544751311033695,0.0,18.0154,0.0,0.008389,200000,161529.1902251885,-38470.809774811496,0.8076459511259425
2020-07-20,1,1.1298298025374192,-4624.500851017449,17.4645,9704950.145709476,0.008322,200000,161529.1902251885,-38470.809774811496,0.8076459511259425
2020-07-21,1,1.1889657252090637,-4624.500851017449,17.7285,9704950.145709476,0.008372,200000,163235.30595714258,-36764.694042857416,0.8161765297857129
2020-07-22,1,0.7476864261604562,-4624.500851017449,18.09,9704950.145709476,0.0087,200000,168090.2866625781,-31909.713337421912,0.8404514333128904
2020-07-23,2,1.942758147909003,0.0,18.75,0.0,0.008471,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-24,2,2.603896980161184,0.0,19.1853,0.0,0.008177,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-25,2,2.3369001433738283,0.0,19.8242,0.0,0.008331,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-26,2,2.055684612946521,0.0,19.5557,0.0,0.008188,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-27,2,2.4347937519843277,0.0,19.7474,0.0,0.007821,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-28,2,1.5616812462746876,0.0,20.1732,0.0,0.00835,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-29,2,1.3176235913031706,0.0,19.899,0.0,0.008291,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
2020-07-30,2,1.3817771358752835,0.0,19.97,0.0,0.008183,200000,166027.94849746072,-33972.05150253928,0.8301397424873036
