date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-05-06,1,0.7444114725525698,-421819.04881571216,0.21158,21359701.419255454,0.00425,200000,180027.20538026406,-19972.79461973594,0.9001360269013203
2020-05-07,0,0.029926578405928137,0.0,0.21862,0.0,0.00451,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-08,-2,-1.4115108394608393,0.0,0.21865,0.0,0.004783,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-09,0,-0.349619456333257,0.0,0.21642,0.0,0.004549,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-10,0,-0.4383388766570861,0.0,0.19702,0.0,0.004165,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-11,0,-0.6407395928845205,0.0,0.19254,0.0,0.004113,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-12,0,-0.7820902658442448,0.0,0.19711,0.0,0.004243,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-13,-2,-1.308866880390403,0.0,0.20177,0.0,0.004459,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-14,-1,-1.1514515866639783,443800.35354576213,0.20386,-20131984.885144435,0.004494,200000,180946.28014767816,-19053.71985232184,0.9047314007383908
2020-05-15,-1,-1.1515321469677242,443800.35354576213,0.19818,-20131984.885144435,0.004377,200000,176070.05190797633,-23929.948092023667,0.8803502595398817
2020-05-16,-2,-1.4533892444565946,0.0,0.19969,0.0,0.004449,200000,181890.9883021325,-18109.011697867507,0.9094549415106624
2020-05-17,-1,-1.1401886794041514,451768.38781514205,0.20131,-20548010.427263048,0.004426,200000,181890.9883021325,-18109.011697867507,0.9094549415106624
2020-05-18,-1,-0.8870590767223866,451768.38781514205,0.20543,-20548010.427263048,0.004487,200000,185005.7026959939,-14994.29730400609,0.9250285134799695
2020-05-19,-1,-1.1048896306446614,451768.38781514205,0.20496,-20548010.427263048,0.004534,200000,185759.12804380216,-14240.871956197836,0.9287956402190108
2020-05-20,-2,-1.2816806257650677,0.0,0.20179,0.0,0.004525,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-21,0,-0.5504863360788942,0.0,0.19434,0.0,0.004237,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-22,-2,-1.7473410162563978,0.0,0.20034,0.0,0.00464,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-23,-2,-1.6608405228525556,0.0,0.19883,0.0,0.004609,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-24,-2,-1.5176156222835753,0.0,0.19256,0.0,0.004467,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-25,-2,-2.8829168383459085,0.0,0.19622,0.0,0.005064,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-26,-2,-2.145217504055606,0.0,0.19372,0.0,0.004871,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-27,-2,-1.673204367721968,0.0,0.19791,0.0,0.004896,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-28,-2,-2.532454083669011,0.0,0.20052,0.0,0.005508,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-29,-2,-2.278786036422248,0.0,0.19759,0.0,0.005547,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-30,-2,-2.378374689772474,0.0,0.20701,0.0,0.006227,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-05-31,-2,-2.142142289357594,0.0,0.20245,0.0,0.006247,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-01,-2,-1.9500089250808879,0.0,0.211,0.0,0.006655,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-02,-2,-2.203063098202058,0.0,0.20301,0.0,0.00725,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-03,-2,-1.783581602227546,0.0,0.2041,0.0,0.007099,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-04,-2,-1.358441085119526,0.0,0.20427,0.0,0.006732,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-05,-2,-1.2288857300082563,0.0,0.20274,0.0,0.006693,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-06,-2,-1.436720330255801,0.0,0.20361,0.0,0.007301,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-07,-2,-1.2784605726846971,0.0,0.20329,0.0,0.007246,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-08,-2,-1.4126613371651906,0.0,0.20403,0.0,0.007787,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-09,-2,-1.4941710715406287,0.0,0.20127,0.0,0.008181,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-10,-2,-1.655182032103726,0.0,0.20266,0.0,0.009008,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-11,-2,-1.6299953390499495,0.0,0.18817,0.0,0.008762,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-12,-2,-1.6936624479448135,0.0,0.19307,0.0,0.00971,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-13,-2,-1.5459177194259397,0.0,0.19234,0.0,0.009597,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-14,-1,-1.1260245847700705,482884.0093267802,0.19022,-10631272.714599552,0.00864,200000,183708.39250828026,-16291.60749171974,0.9185419625414013
2020-06-15,-1,-1.145370387961323,482884.0093267802,0.19238,-10631272.714599552,0.00901,200000,188684.99287282795,-11315.007127172052,0.9434249643641397
2020-06-16,-1,-1.1142172069006633,482884.0093267802,0.19238,-10631272.714599552,0.009061,200000,189227.1877812725,-10772.812218727486,0.9461359389063626
2020-06-17,-1,-0.9986110804961481,482884.0093267802,0.19315,-10631272.714599552,0.009013,200000,189088.70737815334,-10911.29262184666,0.9454435368907667
2020-06-18,-1,-0.8332323628031094,482884.0093267802,0.18975,-10631272.714599552,0.00866,200000,183694.06247818866,-16305.937521811342,0.9184703123909432
2020-06-19,-1,-0.6628284565820723,482884.0093267802,0.18722,-10631272.714599552,0.008379,200000,179484.97830178944,-20515.021698210563,0.8974248915089472
2020-06-20,-1,-0.510537745964642,482884.0093267802,0.18792,-10631272.714599552,0.00829,200000,178876.81383671885,-21123.18616328115,0.8943840691835943
2020-06-21,-1,-0.7269120199646418,482884.0093267802,0.18602,-10631272.714599552,0.008626,200000,181531.4418511034,-18468.558148896613,0.907657209255517
2020-06-22,-1,-0.9603279043732723,482884.0093267802,0.18928,-10631272.714599552,0.009283,200000,190090.3898950006,-9909.610104999389,0.950451949475003
2020-06-23,-1,-0.6467639667668852,482884.0093267802,0.18889,-10631272.714599552,0.008903,200000,185862.1814998153,-14137.818500184687,0.9293109074990765
2020-06-24,-1,-0.8381013281735313,482884.0093267802,0.18348,-10631272.714599552,0.008996,200000,184238.4873718152,-15761.512628184806,0.9211924368590759
2020-06-25,-1,-0.7986078631479218,482884.0093267802,0.18156,-10631272.714599552,0.008882,200000,182099.38498444343,-17900.61501555657,0.9104969249222171
2020-06-26,-1,-0.7727562647523895,482884.0093267802,0.18249,-10631272.714599552,0.008949,200000,183260.76238499553,-16739.237615004473,0.9163038119249777
2020-06-27,-1,-0.8221493459850899,482884.0093267802,0.17509,-10631272.714599552,0.008608,200000,176062.15672029887,-23937.843279701134,0.8803107836014943
2020-06-28,-1,-0.8451288328814093,482884.0093267802,0.17693,-10631272.714599552,0.00869,200000,177822.42766005732,-22177.57233994268,0.8891121383002866
2020-06-29,-1,-0.8357049458397374,482884.0093267802,0.17726,-10631272.714599552,0.008691,200000,177992.4106558498,-22007.589344150212,0.8899620532792489
2020-06-30,-2,-1.355349437794382,0.0,0.17533,0.0,0.008837,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-01,-2,-2.1952513931492437,0.0,0.17647,0.0,0.009436,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-02,-2,-2.222194208728495,0.0,0.17477,0.0,0.009556,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-03,-2,-2.4923415558824145,0.0,0.1762,0.0,0.010223,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-04,-2,-3.1078283192679,0.0,0.17808,0.0,0.012525,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-05,-2,-2.859741416621809,0.0,0.17695,0.0,0.014307,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-06,-2,-2.119680621435459,0.0,0.18875,0.0,0.01442,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-07,-2,-2.3301619992284124,0.0,0.18508,0.0,0.017325,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-08,-2,-2.0366923332373372,0.0,0.20551,0.0,0.019932,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-09,-2,-1.6128570783120093,0.0,0.20263,0.0,0.01825,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-10,-2,-1.3364338613369664,0.0,0.19909,0.0,0.017119,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-11,-2,-1.3655215051686596,0.0,0.2011,0.0,0.018535,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-12,-1,-1.1785310152900865,479413.9907887821,0.20128,-5315144.481738697,0.018155,200000,192992.8961319321,-7007.103868067905,0.9649644806596605
2020-07-13,-1,-1.1360130712267118,479413.9907887821,0.19867,-5315144.481738697,0.018461,200000,193368.0598273854,-6631.940172614588,0.966840299136927
2020-07-14,-1,-1.0229175127237502,479413.9907887821,0.19909,-5315144.481738697,0.01845,200000,193510.9471142176,-6489.05288578241,0.967554735571088
2020-07-15,-1,-1.0163907921995115,479413.9907887821,0.19721,-5315144.481738697,0.018996,200000,195511.717698564,-4488.282301436004,0.97755858849282
2020-07-16,-1,-0.8355474392322528,479413.9907887821,0.19444,-5315144.481738697,0.018036,200000,189081.20224160992,-10918.79775839008,0.9454060112080496
2020-07-17,-1,-0.7818444688417591,479413.9907887821,0.1944,-5315144.481738697,0.018211,200000,189992.17596628267,-10007.824033717334,0.9499608798314133
2020-07-18,-1,-0.6230567799247051,479413.9907887821,0.1999,-5315144.481738697,0.018168,200000,192400.40170290618,-7599.59829709382,0.9620020085145309
2020-07-19,-1,-0.5316242925187551,479413.9907887821,0.19956,-5315144.481738697,0.018017,200000,191434.81412929544,-8565.185870704561,0.9571740706464772
2020-07-20,0,-0.09321542788565573,0.0,0.19465,0.0,0.016074,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-21,0,-0.26934753644569476,0.0,0.19949,0.0,0.0175,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-22,0,-0.00654909833753906,0.0,0.20348,0.0,0.017467,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-23,0,0.6167258549379594,0.0,0.20851,0.0,0.017381,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-24,0,0.978684138961471,0.0,0.20392,0.0,0.016995,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-25,0,0.7560769670269167,0.0,0.21463,0.0,0.018218,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-26,2,1.7629564714947081,0.0,0.21532,0.0,0.017554,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
2020-07-27,2,3.2540635460758396,0.0,0.22437,0.0,0.015641,200000,185110.5952243635,-14889.404775636503,0.9255529761218175
