date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.19305,0.0,0.005358,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.1875,0.0,0.005094,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.19338,0.0,0.005327,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.19305,0.0,0.00562,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.19453,0.0,0.005465,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.2231,0.0,0.00573,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.21335,0.0,0.005578,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.2075,0.0,0.005492,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.20373,0.0,0.005319,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.21284,0.0,0.005454,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.21121,0.0,0.005526,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.21539,0.0,0.005523,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.21134,0.0,0.005407,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.23464,0.0,0.005994,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.23367,0.0,0.006003,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.229,0.0,0.005885,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.23921,0.0,0.006392,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.24357,0.0,0.006239,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.23558,0.0,0.005862,200000,200000.0,0.0,1.0
2020-01-20,2,1.3161243205307065,0.0,0.23314,0.0,0.005814,200000,200000.0,0.0,1.0
2020-01-21,1,1.0102590872470696,-421478.5467419708,0.23726,16767270.28839705,0.005964,200000,200000.0,0.0,1.0
2020-01-22,2,1.3184522141264865,0.0,0.23733,0.0,0.005863,200000,201722.99779740005,1722.9977974000503,1.0086149889870002
2020-01-23,1,1.0859143578065786,-446566.45222128765,0.22586,17988496.3257892,0.005607,200000,201722.99779740005,1722.9977974000503,1.0086149889870002
2020-01-24,1,0.7951003793760915,-446566.45222128765,0.22222,17988496.3257892,0.00558,200000,199611.80651051825,-388.1934894817532,0.9980590325525912
2020-01-25,0,-0.0688328748543676,0.0,0.21946,0.0,0.005623,200000,198577.15656197118,-1422.8434380288236,0.9928857828098558
2020-01-26,2,1.3717189409278243,0.0,0.23131,0.0,0.00573,200000,198577.15656197118,-1422.8434380288236,0.9928857828098558
2020-01-27,1,1.0152433805924488,-430249.0717206985,0.23077,17273587.035662074,0.005748,200000,198577.15656197118,-1422.8434380288236,0.9928857828098558
2020-01-28,2,1.961659631446688,0.0,0.23906,0.0,0.0058,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-01-29,2,1.5867059127180558,0.0,0.23539,0.0,0.005733,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-01-30,2,2.6191558200008895,0.0,0.24376,0.0,0.005687,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-01-31,2,1.3500853009290972,0.0,0.23946,0.0,0.005766,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-01,0,0.23190536463241782,0.0,0.24141,0.0,0.005997,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-02,0,0.20877058458331685,0.0,0.25093,0.0,0.006229,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-03,0,0.23860335334480623,0.0,0.25453,0.0,0.006304,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-04,0,0.6511488780465231,0.0,0.26737,0.0,0.006532,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-05,2,2.0451892304165105,0.0,0.27774,0.0,0.006472,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-06,1,1.0023527561139878,-355243.9449967896,0.28325,14797477.561814805,0.0068,200000,201245.69484068133,1245.6948406813317,1.0062284742034067
2020-02-07,1,0.2995331791709681,-355243.9449967896,0.27953,14797477.561814805,0.006817,200000,200175.74448384414,175.74448384414427,1.0008787224192208
2020-02-08,1,0.8199502476038745,-355243.9449967896,0.27735,14797477.561814805,0.006669,200000,197211.28600460253,-2788.7139953974693,0.9860564300230127
2020-02-09,1,0.5666139661391753,-355243.9449967896,0.28257,14797477.561814805,0.006825,200000,201374.0658971289,1374.065897128894,1.0068703294856445
2020-02-10,1,1.0620869566543256,-355243.9449967896,0.27338,14797477.561814805,0.00651,200000,193448.16861063673,-6551.831389363273,0.9672408430531836
2020-02-11,0,-2.6471923941495703,0.0,0.281,0.0,0.007485,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-12,0,-0.08422408782821363,0.0,0.30427,0.0,0.00747,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-13,0,-0.2375439434535513,0.0,0.32709,0.0,0.008059,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-14,0,-0.42020846139278123,0.0,0.33594,0.0,0.008301,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-15,0,0.13515088055738048,0.0,0.30729,0.0,0.00747,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-16,0,0.2076758585401452,0.0,0.29224,0.0,0.007081,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-17,2,1.293375728365968,0.0,0.28736,0.0,0.006743,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-18,0,0.9139218061602903,0.0,0.29827,0.0,0.007058,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-19,1,1.0475284791735224,-346446.7411246549,0.27466,14675364.26855301,0.006484,200000,190310.12383459543,-9689.876165404567,0.9515506191729771
2020-02-20,1,0.5027941681042344,-346446.7411246549,0.2709,14675364.26855301,0.00649,200000,189095.53627357804,-10904.463726421964,0.9454776813678902
2020-02-21,0,0.10982836523514954,0.0,0.27418,0.0,0.006633,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-22,0,0.3401119356133591,0.0,0.27468,0.0,0.006593,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-23,0,-0.543944330467969,0.0,0.28298,0.0,0.006955,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-24,0,-0.8636685192576429,0.0,0.2704,0.0,0.006713,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-25,0,-0.5183624286556832,0.0,0.25209,0.0,0.006211,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-26,0,0.12408554315653969,0.0,0.22915,0.0,0.005554,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-27,0,-0.0479068473220471,0.0,0.2385,0.0,0.005806,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-28,0,0.042604942005261055,0.0,0.23663,0.0,0.00575,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-02-29,0,-0.28809926667350294,0.0,0.22892,0.0,0.005615,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-01,0,0.7122947153117738,0.0,0.22696,0.0,0.005427,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-02,0,-0.3006650386742227,0.0,0.23958,0.0,0.005837,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-03,0,-0.983713649421999,0.0,0.23428,0.0,0.005773,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-04,-2,-2.719681775794812,0.0,0.23453,0.0,0.006035,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-05,-2,-2.1562387444454494,0.0,0.23909,0.0,0.006129,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-06,-1,-1.1526146303864773,383946.56232961797,0.24477,-15305960.92205547,0.00614,200000,187957.20012284117,-12042.799877158832,0.9397860006142058
2020-03-07,0,-0.17819745520084898,0.0,0.23622,0.0,0.005788,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-08,2,2.2018031918142795,0.0,0.20385,0.0,0.004698,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-09,2,2.7252399167226784,0.0,0.20952,0.0,0.004674,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-10,2,2.414837163168579,0.0,0.21185,0.0,0.004691,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-11,2,2.5539269296402876,0.0,0.20813,0.0,0.004462,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-12,2,3.796886000253361,0.0,0.13549,0.0,0.002283,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-13,2,2.4144310417687493,0.0,0.15872,0.0,0.002823,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-14,2,2.140455374762985,0.0,0.14588,0.0,0.002545,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-15,2,2.17828726319367,0.0,0.15308,0.0,0.002524,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-16,2,2.0187970652188563,0.0,0.14102,0.0,0.00226,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-17,2,1.4723739487824694,0.0,0.14694,0.0,0.002467,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-18,1,1.1620018902524436,-629580.7756984954,0.1476,36527563.87307309,0.002544,200000,185852.24498619587,-14147.755013804126,0.9292612249309794
2020-03-19,1,0.9073662280296401,-629580.7756984954,0.1646,36527563.87307309,0.002907,200000,209814.62385899582,9814.623858995823,1.0490731192949792
2020-03-20,1,0.6667554893330797,-629580.7756984954,0.15695,36527563.87307309,0.002845,200000,202733.62196477182,2733.6219647718244,1.0136681098238591
2020-03-21,1,0.5274477999550541,-629580.7756984954,0.15797,36527563.87307309,0.002897,200000,205275.22767738407,5275.227677384071,1.0263761383869203
2020-03-22,1,0.6917141602588145,-629580.7756984954,0.14776,36527563.87307309,0.00261,200000,188363.79712593046,-11636.202874069539,0.9418189856296523
2020-03-23,1,0.48292281997730785,-629580.7756984954,0.15854,36527563.87307309,0.002859,200000,204246.04129235545,4246.041292355454,1.0212302064617773
2020-03-24,0,0.10445323608011346,0.0,0.16225,0.0,0.00306,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-25,0,-0.0030273009087808263,0.0,0.16168,0.0,0.003056,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-26,0,0.5373106647430828,0.0,0.17593,0.0,0.003079,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-27,0,0.542672836651291,0.0,0.17269,0.0,0.002998,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-28,0,0.7537527856408152,0.0,0.17543,0.0,0.002969,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-29,0,0.856032823275069,0.0,0.16278,0.0,0.002721,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-30,0,0.444366137741928,0.0,0.17112,0.0,0.002933,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-03-31,0,-0.588523074436844,0.0,0.17353,0.0,0.003108,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-01,0,-0.6571139466405993,0.0,0.17494,0.0,0.003153,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-02,0,-0.7323182722514692,0.0,0.17828,0.0,0.003228,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-03,0,-0.7352905645757841,0.0,0.17957,0.0,0.00326,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-04,0,-0.36663986220312283,0.0,0.18114,0.0,0.003245,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-05,0,-0.43382684578337855,0.0,0.17925,0.0,0.00323,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-06,0,-0.9347714483443349,0.0,0.19803,0.0,0.003643,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-07,-2,-2.5986906513729613,0.0,0.19285,0.0,0.003872,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-08,-2,-1.8551300814563698,0.0,0.20192,0.0,0.003979,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-09,-2,-1.4641763781690338,0.0,0.19829,0.0,0.003866,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-10,-1,-1.1148491252148554,469739.2589606385,0.18758,-24421754.488868225,0.003608,200000,176227.38039167313,-23772.619608326873,0.8811369019583657
2020-04-11,-2,-1.2453772906363565,0.0,0.1885,0.0,0.003679,200000,177529.164842139,-22470.835157861,0.887645824210695
2020-04-12,-1,-1.0665350642921323,468686.74386751937,0.18939,-24114257.653102282,0.003681,200000,177529.164842139,-22470.835157861,0.887645824210695
2020-04-13,-1,-0.8547967684811895,468686.74386751937,0.18763,-24114257.653102282,0.003609,200000,174968.04962190878,-25031.95037809122,0.8748402481095439
2020-04-14,-1,-1.1925186824126108,468686.74386751937,0.18613,-24114257.653102282,0.003667,200000,175663.64644998746,-24336.353550012544,0.8783182322499373
2020-04-15,-2,-1.4637774402665111,0.0,0.1805,0.0,0.003658,200000,181141.1620690999,-18858.837930900103,0.9057058103454995
2020-04-16,-2,-1.2005594128357135,0.0,0.19053,0.0,0.003828,200000,181141.1620690999,-18858.837930900103,0.9057058103454995
2020-04-17,-1,-1.0847127518184296,480149.398476117,0.18863,-23941470.006489545,0.003783,200000,181141.1620690999,-18858.837930900103,0.9057058103454995
2020-04-18,-2,-1.2355275790675062,0.0,0.19544,0.0,0.003968,200000,182300.5166166781,-17699.4833833219,0.9115025830833905
2020-04-19,-2,-1.461145201358603,0.0,0.18901,0.0,0.003904,200000,182300.5166166781,-17699.4833833219,0.9115025830833905
2020-04-20,0,-0.8324284915494067,0.0,0.18151,0.0,0.003644,200000,182300.5166166781,-17699.4833833219,0.9115025830833905
2020-04-21,0,-0.7250984135752602,0.0,0.18341,0.0,0.003677,200000,182300.5166166781,-17699.4833833219,0.9115025830833905
2020-04-22,-2,-1.3049711375310098,0.0,0.18804,0.0,0.003898,200000,182300.5166166781,-17699.4833833219,0.9115025830833905
2020-04-23,-1,-1.0056422682901311,473261.98498618405,0.1926,-23064336.616482556,0.003952,200000,182300.5166166781,-17699.4833833219,0.9115025830833905
2020-04-24,-2,-1.6068645043652088,0.0,0.19325,0.0,0.004085,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-04-25,-2,-2.147965754980762,0.0,0.19418,0.0,0.004216,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-04-26,-2,-2.797382598905035,0.0,0.19618,0.0,0.00448,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-04-27,-2,-1.7581806635621333,0.0,0.19747,0.0,0.004356,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-04-28,0,0.3305231816441771,0.0,0.21416,0.0,0.004287,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-04-29,0,-0.6919088463015294,0.0,0.22648,0.0,0.004766,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-04-30,0,-0.14945482719618777,0.0,0.21135,0.0,0.004353,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-05-01,0,0.1718962672655038,0.0,0.21786,0.0,0.004437,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-05-02,0,0.4618298835006523,0.0,0.22369,0.0,0.004515,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-05-03,1,1.1300920181512526,-421819.04881571216,0.21936,21359701.419255454,0.004332,200000,185060.45309642924,-14939.546903570765,0.9253022654821462
2020-05-04,1,0.2847979106569325,-421819.04881571216,0.21776,21359701.419255454,0.004444,200000,186777.8291772807,-13222.170822719287,0.9338891458864036
2020-05-05,1,0.33842541893001865,-421819.04881571216,0.21688,21359701.419255454,0.004419,200000,185872.6358788415,-14127.36412115849,0.9293631793942075
