date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-01-30,2,1.9472542150619223,0.0,12.2842,0.0,0.000638,200000,207242.9435532203,7242.943553220306,1.0362147177661016
2020-01-31,2,1.3879403386332363,0.0,11.338,0.0,0.0006329,200000,207242.9435532203,7242.943553220306,1.0362147177661016
2020-02-01,2,1.2733361302936932,0.0,11.5282,0.0,0.0006448,200000,207242.9435532203,7242.943553220306,1.0362147177661016
2020-02-02,0,0.8913734312922877,0.0,11.3658,0.0,0.0006719,200000,207242.9435532203,7242.943553220306,1.0362147177661016
2020-02-03,1,1.1271993634652444,-8797.734099999165,11.7782,156551551.25639847,0.0006619,200000,207242.9435532203,7242.943553220306,1.0362147177661016
2020-02-04,1,0.5204054165843102,-8797.734099999165,11.4111,156551551.25639847,0.000695,200000,209195.1517116974,9195.1517116974,1.045975758558487
2020-02-05,1,0.955151061613241,-8797.734099999165,12.3345,156551551.25639847,0.0006959,200000,217459.87577576737,17459.875775767374,1.087299378878837
2020-02-06,1,0.3309996678713046,-8797.734099999165,12.1132,156551551.25639847,0.00074,200000,222416.86062984477,22416.86062984477,1.1120843031492238
2020-02-07,0,-0.3071662375409425,0.0,11.6967,0.0,0.0007744,200000,188913.87870772553,-11086.121292274474,0.9445693935386277
2020-02-08,0,-0.6727312206163999,0.0,11.6984,0.0,0.000808,200000,188913.87870772553,-11086.121292274474,0.9445693935386277
2020-02-09,0,-0.6827688550933758,0.0,11.7025,0.0,0.0008003,200000,188913.87870772553,-11086.121292274474,0.9445693935386277
2020-02-10,0,-0.2535431630613032,0.0,11.8387,0.0,0.0007595,200000,188913.87870772553,-11086.121292274474,0.9445693935386277
2020-02-11,0,-0.3465803687333892,0.0,11.96,0.0,0.000771,200000,188913.87870772553,-11086.121292274474,0.9445693935386277
2020-02-12,-1,-1.055330674255378,7737.678732069299,12.2074,-111151964.40793453,0.0008498,200000,188913.87870772553,-11086.121292274474,0.9445693935386277
2020-02-13,-2,-1.386638667929459,0.0,12.055,0.0,0.0008714,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-14,-2,-1.5940153645610813,0.0,12.0094,0.0,0.0008915,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-15,-2,-2.025190291564417,0.0,10.4066,0.0,0.000849,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-16,-2,-2.000054323373233,0.0,9.5637,0.0,0.0008258,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-17,-2,-1.49371557147036,0.0,9.6792,0.0,0.0007907,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-18,-2,-1.2937421767891413,0.0,9.8629,0.0,0.0007956,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-19,-2,-1.3250999776146895,0.0,8.813,0.0,0.0007284,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-20,-1,-1.1398460757612707,10850.59995139367,8.8702,-133029705.16772929,0.0007235,200000,192493.98337770428,-7506.01662229572,0.9624699168885213
2020-02-21,-1,-0.7823885466420709,10850.59995139367,9.4157,-133029705.16772929,0.0007332,200000,199703.37379131647,-296.62620868353406,0.9985168689565823
2020-02-22,-1,-0.6230922813616032,10850.59995139367,9.4958,-133029705.16772929,0.0007301,200000,200160.11476140315,160.11476140315062,1.0008005738070158
2020-02-23,-1,-0.5592198921301194,10850.59995139367,9.7439,-133029705.16772929,0.0007501,200000,205512.74271269853,5512.742712698528,1.0275637135634927
2020-02-24,-1,-0.23222857039218053,10850.59995139367,9.3481,-133029705.16772929,0.0006961,200000,194034.4711728795,-5965.528827120492,0.9701723558643975
2020-02-25,0,0.28088051444236606,0.0,9.1742,0.0,0.0006552,200000,180109.47212952469,-19890.527870475315,0.9005473606476234
2020-02-26,0,-0.8568799218138826,0.0,7.6823,0.0,0.0006203,200000,180109.47212952469,-19890.527870475315,0.9005473606476234
2020-02-27,-1,-1.070525076562608,11670.261004167942,7.7166,-140054021.8736584,0.000643,200000,180109.47212952469,-19890.527870475315,0.9005473606476234
2020-02-28,-1,-1.1545605687354834,11670.261004167942,7.4529,-140054021.8736584,0.0006341,200000,175785.54350805003,-24214.456491949968,0.8789277175402501
2020-02-29,-1,-0.9502181146237413,11670.261004167942,7.354,-140054021.8736584,0.0006189,200000,172502.53356225824,-27497.466437741765,0.8625126678112912
2020-03-01,0,-0.18358443667437918,0.0,7.7346,0.0,0.0006107,200000,175375.6625249305,-24624.337475069507,0.8768783126246524
2020-03-02,0,0.6227551353124579,0.0,8.456,0.0,0.0006394,200000,175375.6625249305,-24624.337475069507,0.8768783126246524
2020-03-03,1,1.05377841159898,-10342.741532691522,8.4782,138966452.07997662,0.000631,200000,175375.6625249305,-24624.337475069507,0.8768783126246524
2020-03-04,0,-0.2900837952078757,0.0,7.9381,0.0,0.0006388,200000,168705.6094969,-31294.390503100003,0.8435280474844999
2020-03-05,0,-0.04367142664098802,0.0,8.1748,0.0,0.0006517,200000,168705.6094969,-31294.390503100003,0.8435280474844999
2020-03-06,0,0.13713474377902618,0.0,8.2189,0.0,0.0006483,200000,168705.6094969,-31294.390503100003,0.8435280474844999
2020-03-07,0,-0.5404546158406405,0.0,7.8017,0.0,0.0006335,200000,168705.6094969,-31294.390503100003,0.8435280474844999
2020-03-08,-1,-1.1391233444329307,13089.724829839235,6.4442,-156237830.61391,0.0005399,200000,168705.6094969,-31294.390503100003,0.8435280474844999
2020-03-09,0,0.6061080210677727,0.0,6.9302,0.0,0.0005328,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-10,0,-0.1766920766641544,0.0,6.8285,0.0,0.0005435,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-11,0,-0.1976226476409947,0.0,6.5922,0.0,0.0005245,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-12,0,0.8243562920814436,0.0,3.7168,0.0,0.0002819,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-13,2,2.837862782682946,0.0,4.8432,0.0,0.0003223,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-14,2,2.1894553229388443,0.0,4.5898,0.0,0.0003081,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-15,2,2.698096586355734,0.0,5.0484,0.0,0.0003117,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-16,2,2.1641581968693098,0.0,4.4987,0.0,0.0002807,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-17,2,1.5699699344591516,0.0,4.6047,0.0,0.0002965,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-18,2,1.2907371959628584,0.0,4.6039,0.0,0.0003,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-19,1,1.1126989739197348,-15994.555347126103,5.0403,243999265.4846238,0.0003304,200000,161234.7146322394,-38765.2853677606,0.806173573161197
2020-03-20,1,0.8452553696922661,-15994.555347126103,4.8869,243999265.4846238,0.0003259,200000,157683.15314730944,-42316.84685269056,0.7884157657365471
2020-03-21,1,1.065051774197968,-15994.555347126103,5.008,243999265.4846238,0.0003237,200000,159083.29541578025,-40916.704584219755,0.7954164770789012
2020-03-22,1,0.7247198418469543,-15994.555347126103,4.5935,243999265.4846238,0.0003046,200000,147793.16625364014,-52206.83374635986,0.7389658312682007
2020-03-23,1,0.7228174775191178,-15994.555347126103,4.9669,243999265.4846238,0.0003273,200000,159304.316546758,-40695.683453242,0.7965215827337899
2020-03-24,1,0.6257581457020149,-15994.555347126103,5.0657,243999265.4846238,0.0003345,200000,162641.37332654337,-37358.62667345663,0.8132068666327168
2020-03-25,1,0.9132139669958171,-15994.555347126103,5.0181,243999265.4846238,0.0003198,200000,158293.2432893962,-41706.756710603804,0.791466216446981
2020-03-26,1,0.8168710767198334,-15994.555347126103,5.0968,243999265.4846238,0.0003251,200000,160845.2109022835,-39154.78909771651,0.8042260545114175
2020-03-27,1,0.836360690062639,-15994.555347126103,4.9209,243999265.4846238,0.0003112,200000,154640.17882648774,-45359.82117351226,0.7732008941324386
2020-03-28,0,0.1886342735112051,0.0,4.8133,0.0,0.0003188,200000,160434.3420480634,-39565.65795193659,0.8021717102403171
2020-03-29,0,0.5359460204571554,0.0,4.8126,0.0,0.0003091,200000,160434.3420480634,-39565.65795193659,0.8021717102403171
2020-03-30,0,-0.14026278952125024,0.0,4.9529,0.0,0.0003298,200000,160434.3420480634,-39565.65795193659,0.8021717102403171
2020-03-31,-1,-1.0104624302478085,16257.710833593099,4.9341,-237469422.80648816,0.0003378,200000,160434.3420480634,-39565.65795193659,0.8021717102403171
2020-04-01,-1,-0.6163745578386669,16257.710833593099,5.0254,-237469422.80648816,0.0003331,200000,160802.56475997996,-39197.435240020044,0.8040128237998998
2020-04-02,0,0.22646580951908726,0.0,5.0957,0.0,0.0003299,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-03,0,0.11024837518738403,0.0,5.1164,0.0,0.0003317,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-04,0,0.8340703408140583,0.0,5.1474,0.0,0.0003292,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-05,0,-0.026887415728815773,0.0,5.0296,0.0,0.0003285,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-06,2,1.8474320529158783,0.0,5.6197,0.0,0.0003525,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-07,2,1.656646304749726,0.0,5.4749,0.0,0.0003431,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-08,2,2.0558291245067863,0.0,5.8256,0.0,0.0003585,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-09,2,1.590181511461943,0.0,5.8893,0.0,0.0003647,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-10,0,-0.2490259249210009,0.0,5.2478,0.0,0.0003415,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-11,0,0.22404387718486607,0.0,5.2804,0.0,0.0003387,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-12,0,0.8450146584299696,0.0,5.3145,0.0,0.0003346,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-13,0,-0.4236769286974671,0.0,5.1805,0.0,0.000337,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-14,0,0.20413555340063974,0.0,5.2449,0.0,0.0003357,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-15,0,0.17065107501191998,0.0,5.1002,0.0,0.0003268,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-16,2,1.6624221586339447,0.0,5.4755,0.0,0.0003363,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-17,0,0.7210617172729383,0.0,5.3707,0.0,0.0003376,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-18,2,1.743739418847075,0.0,5.6573,0.0,0.0003437,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-19,2,1.393871380724717,0.0,5.4796,0.0,0.0003348,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-20,2,2.074114377860819,0.0,5.2249,0.0,0.000312,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-21,2,1.4482453274859715,0.0,5.1993,0.0,0.0003146,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-22,2,1.9059127420631459,0.0,5.3867,0.0,0.0003193,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-23,2,2.2011611086749627,0.0,5.6028,0.0,0.0003251,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-24,2,1.2174410457241063,0.0,5.5931,0.0,0.0003333,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-25,2,1.2456124482045705,0.0,5.75,0.0,0.000341,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-26,2,2.5370508919465453,0.0,6.2159,0.0,0.0003455,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-27,2,1.7501409374253782,0.0,6.103,0.0,0.0003457,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-28,2,1.8189525593205564,0.0,6.1423,0.0,0.0003426,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-29,2,2.1968767629107333,0.0,6.7433,0.0,0.0003616,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-04-30,2,1.6646909408826605,0.0,6.4418,0.0,0.000351,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-01,2,1.4796688306495371,0.0,6.647,0.0,0.0003623,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-02,0,-0.022916342179728127,0.0,7.4719,0.0,0.0004421,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-03,-2,-2.382116471389929,0.0,7.2077,0.0,0.0005045,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-04,-2,-2.8676757719333654,0.0,7.214,0.0,0.0005696,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-05,-2,-2.1685472966865014,0.0,7.1905,0.0,0.0005493,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-06,-2,-1.5938301395225094,0.0,6.8379,0.0,0.0004995,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-07,-2,-1.7225189951593702,0.0,7.09,0.0,0.0005433,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-08,-2,-1.3131271435169487,0.0,7.1445,0.0,0.0005271,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-09,-1,-1.1726123853573294,11052.044648530242,7.0544,-150338495.5044191,0.0005186,200000,155931.08753718348,-44068.912462816515,0.7796554376859174
2020-05-10,-2,-1.227846342716026,0.0,6.1909,0.0,0.0004688,200000,157987.6710150693,-42012.328984930704,0.7899383550753465
2020-05-11,-2,-1.4645500642722735,0.0,6.0165,0.0,0.0004898,200000,157987.6710150693,-42012.328984930704,0.7899383550753465
2020-05-12,-2,-1.3123510465480321,0.0,6.0888,0.0,0.0004961,200000,157987.6710150693,-42012.328984930704,0.7899383550753465
2020-05-13,-2,-1.3057641019931598,0.0,6.2145,0.0,0.0005215,200000,157987.6710150693,-42012.328984930704,0.7899383550753465
2020-05-14,-1,-1.0936760928411227,12582.843866186886,6.2779,-152881431.21256948,0.0005167,200000,157987.6710150693,-42012.328984930704,0.7899383550753465
2020-05-15,-1,-0.9485276210245952,12582.843866186886,6.5011,-152881431.21256948,0.00053,200000,162829.48480112938,-37170.51519887062,0.8141474240056469
2020-05-16,-1,-0.7546113715631019,12582.843866186886,6.6938,-152881431.21256948,0.0005333,200000,165758.70753714506,-34241.29246285494,0.8287935376857253
2020-05-17,-1,-0.7532447003625418,12582.843866186886,6.6575,-152881431.21256948,0.000539,200000,166173.37446271413,-33826.62553728587,0.8308668723135706
2020-05-18,-1,-0.6093704312796493,12582.843866186886,6.712,-152881431.21256948,0.0005363,200000,166446.35958914738,-33553.64041085262,0.8322317979457369
2020-05-19,-1,-0.5872436555562747,12582.843866186886,6.6712,-152881431.21256948,0.0005372,200000,166070.5728474983,-33929.42715250171,0.8303528642374914
2020-05-20,-1,-0.5389326249468714,12582.843866186886,6.4513,-152881431.21256948,0.0005203,200000,160719.90929383136,-39280.090706168645,0.8035995464691568
2020-05-21,-1,-0.9050392956811656,12582.843866186886,6.1255,-152881431.21256948,0.0005134,200000,155565.53688686094,-44434.46311313906,0.7778276844343047
2020-05-22,-1,-0.9553411502994965,12582.843866186886,6.4632,-152881431.21256948,0.000535,200000,163117.00217466374,-36882.997825336264,0.8155850108733187
2020-05-23,-1,-0.32020212258059233,12582.843866186886,6.5575,-152881431.21256948,0.0005269,200000,163065.22475842334,-36934.77524157666,0.8153261237921167
2020-05-24,-1,-0.40495863329739734,12582.843866186886,6.5819,-152881431.21256948,0.0005315,200000,164075.50073233614,-35924.499267663865,0.8203775036616807
2020-05-25,-1,-0.9470077524872015,12582.843866186886,6.8067,-152881431.21256948,0.0005659,200000,172163.24526716734,-27836.754732832662,0.8608162263358367
2020-05-26,-1,-1.1068903861603363,12582.843866186886,6.708,-152881431.21256948,0.0005634,200000,170539.1149995433,-29460.885000456707,0.8526955749977165
2020-05-27,-1,-0.5820946336084053,12582.843866186886,6.7757,-152881431.21256948,0.0005584,200000,170626.56637322129,-29373.433626778715,0.8531328318661064
2020-05-28,-1,-0.6645177395347679,12582.843866186886,6.8609,-152881431.21256948,0.0005685,200000,173242.72712586736,-26757.272874132643,0.8662136356293368
2020-05-29,0,1.8190951896801535,0.0,7.2254,0.0,0.00056,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-05-30,2,2.003834390083367,0.0,7.4928,0.0,0.0005828,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-05-31,-2,-2.9672236936793444,0.0,6.9388,0.0,0.000627,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-01,-2,-1.6835450551564184,0.0,7.2045,0.0,0.000628,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-02,-2,-2.0038406950900733,0.0,6.9781,0.0,0.0006233,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-03,-2,-2.4465638673700516,0.0,6.9413,0.0,0.000652,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-04,-2,-2.0008821410799786,0.0,6.9152,0.0,0.0006478,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-05,-2,-1.673160520317498,0.0,6.8436,0.0,0.000638,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-06,-2,-1.4370584253260803,0.0,6.862,0.0,0.0006376,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-07,-1,-1.1503300029464851,11173.28633487702,6.8326,-121584004.1593896,0.0006279,200000,152685.19242336147,-47314.80757663853,0.7634259621168074
2020-06-08,-1,-1.143781724131163,11173.28633487702,6.9004,-121584004.1593896,0.0006394,200000,154840.9572846991,-45159.04271530089,0.7742047864234956
2020-06-09,-1,-1.1573623308541026,11173.28633487702,6.7826,-121584004.1593896,0.0006348,200000,152965.4577353174,-47034.54226468259,0.764827288676587
2020-06-10,-1,-1.0341525776201266,11173.28633487702,6.8084,-121584004.1593896,0.0006364,200000,153448.26292941225,-46551.737070587755,0.7672413146470612
2020-06-11,-1,-0.7850266657924516,11173.28633487702,6.264,-121584004.1593896,0.0005783,200000,140301.49520704465,-59698.504792955355,0.7015074760352232
2020-06-12,-1,-0.9941269325573882,11173.28633487702,6.4048,-121584004.1593896,0.0006051,200000,145133.145234467,-54866.854765533004,0.7256657261723349
2020-06-13,-1,-0.832934045763356,11173.28633487702,6.4923,-121584004.1593896,0.00061,200000,146706.56940914973,-53293.43059085027,0.7335328470457486
2020-06-14,-1,-0.7424308191107909,11173.28633487702,6.3165,-121584004.1593896,0.0005931,200000,142687.53600118466,-57312.463998815336,0.7134376800059233
2020-06-15,-1,-0.8056921023068249,11173.28633487702,6.2414,-121584004.1593896,0.0005923,200000,141751.1549941079,-58248.8450058921,0.7087557749705395
2020-06-16,-1,-0.49181873653427904,11173.28633487702,6.2527,-121584004.1593896,0.0005834,200000,140795.31549267343,-59204.68450732657,0.7039765774633671
2020-06-17,-1,-0.31481849697813413,11173.28633487702,6.2823,-121584004.1593896,0.0005821,200000,140967.9855627786,-59032.0144372214,0.704839927813893
2020-06-18,-1,-0.281878605032169,11173.28633487702,6.2085,-121584004.1593896,0.0005773,200000,139559.7938112996,-60440.206188700395,0.6977989690564981
2020-06-19,0,1.6651120689806795,0.0,6.3406,0.0,0.0005653,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-20,0,0.277214988107715,0.0,6.2619,0.0,0.000576,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-21,0,0.538714748615196,0.0,6.2125,0.0,0.0005715,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-22,0,0.6250958876709225,0.0,6.3745,0.0,0.0005875,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-23,2,1.2406279223978003,0.0,6.3735,0.0,0.0005815,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-24,2,1.6715745315311756,0.0,6.2228,0.0,0.0005625,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-25,1,1.0084254423943382,-12234.804387797249,6.1534,134246871.11246717,0.0005608,200000,150571.29063974318,-49428.70936025682,0.7528564531987159
2020-06-26,1,0.7317753503719118,-12234.804387797249,6.044,134246871.11246717,0.0005526,200000,148131.97869659594,-51868.021303404064,0.7406598934829797
2020-06-27,0,-1.604067080828817,0.0,5.589,0.0,0.0005318,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-06-28,0,-0.2511063740359764,0.0,5.7511,0.0,0.000535,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-06-29,0,-0.28182826549500756,0.0,5.8253,0.0,0.000542,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-06-30,0,0.29176027404448457,0.0,5.7284,0.0,0.0005276,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-01,-2,-1.9367892893634315,0.0,5.7095,0.0,0.000549,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-02,-2,-2.158792362631525,0.0,5.6408,0.0,0.0005484,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-03,-2,-1.6355827105073664,0.0,5.6483,0.0,0.0005451,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-04,-2,-1.6126629383771496,0.0,5.6977,0.0,0.000552,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-05,-2,-2.0454205345432332,0.0,5.6498,0.0,0.000558,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-06,0,0.145922981669564,0.0,6.1047,0.0,0.0005672,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-07,2,1.4677618993372543,0.0,6.2192,0.0,0.0005556,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-08,0,-0.7121660256002578,0.0,6.634,0.0,0.0006315,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-09,-2,-3.7436703582114315,0.0,6.6456,0.0,0.0008031,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-10,-2,-2.377110385106361,0.0,6.3821,0.0,0.0007321,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-11,-2,-1.656153843521806,0.0,6.5017,0.0,0.0007172,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-12,-2,-1.2967318706243445,0.0,6.4603,0.0,0.0007,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-13,-2,-1.4953661491269883,0.0,6.3015,0.0,0.000708,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-14,-2,-1.431275078081966,0.0,6.3273,0.0,0.0007188,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-15,0,-0.977119036165803,0.0,6.2219,0.0,0.0006824,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-16,-2,-1.735235958278636,0.0,6.0317,0.0,0.000735,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-17,-2,-1.3950757185258824,0.0,6.029,0.0,0.0007209,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-18,-1,-1.013002766500821,12191.341940045271,6.0518,-105294081.85067216,0.0007007,200000,147559.12630553194,-52440.87369446806,0.7377956315276597
2020-07-19,-1,-1.1270393140373272,12191.341940045271,6.1004,-105294081.85067216,0.0007258,200000,150794.50697827002,-49205.493021729984,0.7539725348913501
2020-07-20,-1,-0.9250880074053845,12191.341940045271,6.0289,-105294081.85067216,0.0007081,200000,148059.1207807999,-51940.87921920011,0.7402956039039994
2020-07-21,-1,-1.1316913231267507,12191.341940045271,6.1908,-105294081.85067216,0.0007553,200000,155002.77970424492,-44997.220295755076,0.7750138985212246
2020-07-22,-1,-0.9948518701470792,12191.341940045271,6.3569,-105294081.85067216,0.0007726,200000,158849.3492165031,-41150.65078349691,0.7942467460825154
2020-07-23,-1,-0.9153134642535342,12191.341940045271,6.4402,-105294081.85067216,0.0007841,200000,161075.7699413916,-38924.2300586084,0.805378849706958
2020-07-24,-1,-0.9383936001652431,12191.341940045271,6.2548,-105294081.85067216,0.0007721,200000,157551.9661634991,-42448.033836500894,0.7877598308174956
2020-07-25,0,-0.14403089594074472,0.0,6.7067,0.0,0.0007637,200000,146208.54362558865,-53791.456374411355,0.7310427181279433
