date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-02-25,0,-0.7823205484438006,0.0,70.98,0.0,0.13481,200000,198411.40245582536,-1588.5975441746414,0.9920570122791268
2020-02-26,-1,-1.0238597373962628,1638.950953707462,60.53,-837956.7634759075,0.11839,200000,198411.40245582536,-1588.5975441746414,0.9920570122791268
2020-02-27,-1,-1.020372172659533,1638.950953707462,61.77,-837956.7634759075,0.12192,200000,203401.68901349258,3401.689013492578,1.0170084450674628
2020-02-28,-2,-1.2503454172078696,0.0,59.89,0.0,0.12082,200000,201496.5660014446,1496.5660014445893,1.007482830007223
2020-02-29,-2,-1.2026659478278634,0.0,58.05,0.0,0.11712,200000,201496.5660014446,1496.5660014445893,1.007482830007223
2020-03-01,-1,-1.1551157673215793,1746.0707625775094,57.7,-860581.5580483668,0.11707,200000,201496.5660014446,1496.5660014445893,1.007482830007223
2020-03-02,-2,-1.4486519484960272,0.0,61.42,0.0,0.1284,200000,204751.57181734423,4751.571817344229,1.0237578590867211
2020-03-03,-2,-1.7145149583590074,0.0,61.01,0.0,0.1317,200000,204751.57181734423,4751.571817344229,1.0237578590867211
2020-03-04,-2,-1.802804265550121,0.0,60.38,0.0,0.13182,200000,204751.57181734423,4751.571817344229,1.0237578590867211
2020-03-05,-2,-1.9632632352912518,0.0,62.06,0.0,0.14123,200000,204751.57181734423,4751.571817344229,1.0237578590867211
2020-03-06,-1,-1.1040743239217299,1619.3575752716247,63.22,-759633.3450224242,0.13477,200000,204751.57181734423,4751.571817344229,1.0237578590867211
2020-03-07,-2,-1.4945144464414726,0.0,60.46,0.0,0.13575,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-08,0,-0.9882207519090346,0.0,51.0,0.0,0.11028,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-09,0,-0.8513274209206999,0.0,50.39,0.0,0.10849,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-10,0,-0.9544362652834592,0.0,50.26,0.0,0.11022,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-11,0,-0.08824975729641797,0.0,48.53,0.0,0.09894,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-12,2,1.9948849865022187,0.0,29.83,0.0,0.05167,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-13,2,2.5385134107844687,0.0,37.52,0.0,0.06151,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-14,2,1.508308967378176,0.0,34.4,0.0,0.061,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-15,2,1.7612751333910541,0.0,36.38,0.0,0.06199,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-16,2,2.131186327594544,0.0,33.2,0.0,0.05307,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-17,2,1.5160002328584992,0.0,34.07,0.0,0.05667,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-18,2,1.5095213548217805,0.0,34.71,0.0,0.05667,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-19,1,1.1019420569837979,-2698.7845681647286,38.9,1601078.5374654254,0.06557,200000,209965.4394032159,9965.439403215889,1.0498271970160795
2020-03-20,0,0.09344649696989817,0.0,38.08,0.0,0.07224,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-21,0,0.05425038049132852,0.0,38.32,0.0,0.07283,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-22,0,0.4782025923306091,0.0,35.4,0.0,0.06342,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-23,0,0.41425665791839916,0.0,38.94,0.0,0.06977,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-24,0,0.5209588736996541,0.0,40.57,0.0,0.07122,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-25,0,0.34132192372621106,0.0,39.17,0.0,0.06956,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-26,0,0.20121763852168695,0.0,40.41,0.0,0.07231,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-27,0,-0.4296878998732606,0.0,38.04,0.0,0.0718,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-28,0,-0.023814369899552882,0.0,38.87,0.0,0.07,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-29,0,0.1487618222792602,0.0,37.11,0.0,0.06537,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-30,0,-0.8896052171644866,0.0,38.91,0.0,0.07265,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-03-31,-2,-1.3473807447103123,0.0,39.08,0.0,0.07421,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-04-01,-1,-1.1299075877270022,2511.767043237656,39.23,-1330317.5523992605,0.07407,200000,197073.24221242644,-2926.7577875735587,0.9853662110621322
2020-04-02,-2,-1.5693336540771345,0.0,39.86,0.0,0.07811,200000,200865.31188687973,865.3118868797319,1.0043265594343986
2020-04-03,0,-0.8077017054284477,0.0,40.46,0.0,0.076,200000,200865.31188687973,865.3118868797319,1.0043265594343986
2020-04-04,-1,-1.1495337653638549,2467.02667510292,40.71,-1276145.5647196933,0.0787,200000,200865.31188687973,865.3118868797319,1.0043265594343986
2020-04-05,-2,-1.5186133783325735,0.0,40.31,0.0,0.08015,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-06,0,-0.9856151687982367,0.0,45.04,0.0,0.08718,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-07,0,-0.5228184615157851,0.0,44.77,0.0,0.08479,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-08,0,-0.3342820825309197,0.0,46.55,0.0,0.08775,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-09,0,-0.30670682072895245,0.0,46.21,0.0,0.08698,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-10,0,-0.3511825504650425,0.0,42.25,0.0,0.07962,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-11,0,0.0990349158525149,0.0,42.54,0.0,0.07899,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-12,0,-0.17660544818679969,0.0,42.0,0.0,0.07894,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-13,0,0.038698496338382835,0.0,41.22,0.0,0.07716,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-14,0,-0.22480710573522864,0.0,41.22,0.0,0.07801,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-15,0,-0.23680673464780694,0.0,39.22,0.0,0.07443,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-16,0,0.6023871724546588,0.0,42.53,0.0,0.07888,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-17,1,1.0173880991514823,-2414.109192056939,42.19,1312178.1346673828,0.07762,200000,203702.53362576448,3702.5336257644813,1.0185126681288224
2020-04-18,2,1.3859845893159524,0.0,44.14,0.0,0.08125,200000,203646.8399214329,3646.8399214328965,1.0182341996071644
2020-04-19,-1,-1.0682998804961055,-2411.163153225585,42.23,1245698.800595993,0.08174,200000,203646.8399214329,3646.8399214328965,1.0182341996071644
2020-04-20,-2,-2.9242231884181487,0.0,40.21,0.0,0.08323,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-21,-2,-2.663267683360805,0.0,40.59,0.0,0.08578,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-22,-2,-2.7018474917290445,0.0,41.8,0.0,0.09174,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-23,-2,-2.799637075768792,0.0,42.98,0.0,0.10075,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-24,-2,-2.028245990818522,0.0,44.53,0.0,0.10163,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-25,-2,-2.180750918366467,0.0,44.38,0.0,0.10681,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-26,-2,-2.142045483867379,0.0,44.52,0.0,0.11209,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-27,-2,-1.5928834086757686,0.0,44.46,0.0,0.10775,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-28,-2,-1.3094342474284004,0.0,45.69,0.0,0.109,200000,210373.48070383663,10373.480703836627,1.051867403519183
2020-04-29,-1,-1.1781624844774006,2155.0243874599123,48.81,-903278.1481487189,0.11645,200000,210373.48070383666,10373.480703836656,1.0518674035191833
2020-04-30,-2,-1.580937450132704,0.0,46.33,0.0,0.12033,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-01,-2,-1.6249746520088761,0.0,47.07,0.0,0.12735,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-02,-2,-1.6609934493151388,0.0,49.2,0.0,0.13928,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-03,-2,-1.7323617759169532,0.0,48.05,0.0,0.14434,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-04,-2,-1.68141431019861,0.0,46.96,0.0,0.14639,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-05,-2,-1.7520231141442366,0.0,46.54,0.0,0.15591,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-06,-2,-1.6654186722503235,0.0,44.94,0.0,0.15461,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-07,-2,-1.557456067859658,0.0,47.37,0.0,0.16445,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-08,-2,-1.4038385164278346,0.0,47.69,0.0,0.16302,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-09,-2,-1.2390885977648771,0.0,46.95,0.0,0.15758,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-10,-1,-1.1633976072039744,2606.0706181592277,42.06,-772400.325556882,0.14191,200000,219222.66039955424,19222.66039955424,1.0961133019977711
2020-05-11,-2,-1.277419409495767,0.0,41.51,0.0,0.14692,200000,224525.72487058182,24525.72487058182,1.122628624352909
2020-05-12,-2,-1.822800401428257,0.0,42.18,0.0,0.17894,200000,224525.72487058182,24525.72487058182,1.122628624352909
2020-05-13,-2,-1.410804334485603,0.0,43.18,0.0,0.17177,200000,224525.72487058182,24525.72487058182,1.122628624352909
2020-05-14,-1,-1.1462608860730195,2552.5889594199843,43.98,-667873.5346260391,0.16809,200000,224525.72487058182,24525.72487058182,1.122628624352909
2020-05-15,-2,-1.5983550794796524,0.0,42.74,0.0,0.19186,200000,243566.2890983235,43566.2890983235,1.2178314454916175
2020-05-16,-2,-1.2563141595043463,0.0,43.25,0.0,0.18355,200000,243566.2890983235,43566.2890983235,1.2178314454916175
2020-05-17,-2,-1.2744140352704567,0.0,43.71,0.0,0.19206,200000,243566.2890983235,43566.2890983235,1.2178314454916175
2020-05-18,-1,-1.1109909331493346,2687.183242479297,45.32,-626456.5048825194,0.1944,200000,243566.2890983235,43566.2890983235,1.2178314454916175
2020-05-19,-2,-1.4821496706091277,0.0,45.73,0.0,0.218,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-20,-2,-2.204545109795811,0.0,44.25,0.0,0.27895,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-21,-2,-1.9261398170873154,0.0,42.73,0.0,0.264,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-22,-2,-1.6930270498699889,0.0,44.23,0.0,0.26799,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-23,-2,-1.8299295003933527,0.0,43.85,0.0,0.3017,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-24,-2,-1.9470616133276637,0.0,42.08,0.0,0.34231,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-25,-2,-1.7213842598868812,0.0,42.97,0.0,0.35327,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-26,-2,-1.741828991709202,0.0,42.27,0.0,0.40301,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-27,-1,-1.1430360316444632,2933.2829815750792,43.85,-396964.5662059973,0.32402,200000,257248.91748413446,57248.917484134465,1.2862445874206723
2020-05-28,-1,-0.9168909778591513,2933.2829815750792,44.77,-396964.5662059973,0.31117,200000,254846.5431514365,54846.54315143649,1.2742327157571824
2020-05-29,-1,-0.8390615786675298,2933.2829815750792,44.47,-396964.5662059973,0.30948,200000,253295.6881400758,53295.6881400758,1.266478440700379
2020-05-30,-1,-0.3713835799023191,2933.2829815750792,47.72,-396964.5662059973,0.2865,200000,253706.61209878098,53706.612098780985,1.268533060493905
2020-05-31,0,0.06385150773146703,0.0,45.61,0.0,0.24692,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-01,0,-0.015497480401141883,0.0,48.25,0.0,0.27108,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-02,0,0.12329616614550143,0.0,45.99,0.0,0.25468,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-03,0,0.004829448199335508,0.0,47.16,0.0,0.27607,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-04,0,-0.03671680060374168,0.0,47.43,0.0,0.28491,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-05,0,0.10591046553598699,0.0,46.83,0.0,0.27883,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-06,0,0.37700702380384044,0.0,46.79,0.0,0.27058,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-07,0,0.6836792795918205,0.0,46.63,0.0,0.26517,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-08,1,1.0938997975029057,-2385.0998425810894,46.43,434411.52397238347,0.25492,200000,221480.37138207996,21480.37138207996,1.1074018569103998
2020-06-09,1,0.9978186113154698,-2385.0998425810894,45.87,434411.52397238347,0.25235,200000,219028.27785362554,19028.277853625535,1.0951413892681277
2020-06-10,2,1.4101770066343897,0.0,46.63,0.0,0.2392,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-11,2,1.7983188243428556,0.0,43.22,0.0,0.20451,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-12,0,0.47605777237754754,0.0,44.72,0.0,0.25264,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-13,0,0.48289766062169226,0.0,45.08,0.0,0.25154,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-14,0,0.8477396160909708,0.0,44.05,0.0,0.23149,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-15,0,0.6721357514943037,0.0,43.73,0.0,0.23446,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-16,0,0.6646936483957036,0.0,43.88,0.0,0.23414,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-17,0,0.6210779728946914,0.0,44.07,0.0,0.23479,200000,228786.34050744204,28786.340507442044,1.1439317025372102
2020-06-18,1,1.1593674859598366,-2633.966618782432,43.43,512697.9663576596,0.22312,200000,228786.34050744202,28786.340507442015,1.14393170253721
2020-06-19,1,0.7844971122521216,-2633.966618782432,42.89,512697.9663576596,0.22406,200000,227845.93462167573,27845.934621675726,1.1392296731083786
2020-06-20,1,1.1863581883287408,-2633.966618782432,43.57,512697.9663576596,0.22138,200000,228263.00137260923,28263.00137260923,1.1413150068630462
2020-06-21,1,0.9256044474270062,-2633.966618782432,43.0,512697.9663576596,0.22057,200000,226346.35504715354,26346.35504715354,1.1317317752357676
2020-06-22,0,-0.14364355902079523,0.0,44.3,0.0,0.24201,200000,221393.02688128655,21393.026881286554,1.1069651344064328
2020-06-23,-1,-1.1736576241913972,2505.579751938508,44.18,-429939.4626195024,0.25747,200000,221393.02688128655,21393.026881286554,1.1069651344064328
2020-06-24,-1,-1.039367877918972,2505.579751938508,42.65,-429939.4626195024,0.24508,200000,212232.539918965,12232.53991896499,1.061162699594825
2020-06-25,-1,-0.658222408432464,2505.579751938508,42.35,-429939.4626195024,0.23649,200000,207787.68600948193,7787.686009481928,1.0389384300474096
2020-06-26,0,-0.0007607093055483174,0.0,43.09,0.0,0.2313,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-06-27,0,0.8909550191286106,0.0,41.06,0.0,0.20986,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-06-28,0,-0.32873479630330915,0.0,41.37,0.0,0.22443,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-06-29,0,-0.2497254254014661,0.0,41.87,0.0,0.226,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-06-30,0,-0.15798245968863409,0.0,41.17,0.0,0.22173,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-01,0,0.3396549052606635,0.0,41.77,0.0,0.22173,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-02,0,0.1536674716062166,0.0,41.05,0.0,0.21889,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-03,0,0.5054883253369097,0.0,41.14,0.0,0.21607,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-04,0,0.2727183785333517,0.0,42.11,0.0,0.22307,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-05,0,0.7836544211263037,0.0,41.58,0.0,0.21596,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-06,0,0.5756262137080057,0.0,44.06,0.0,0.23023,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-07,-2,-2.2791203186073177,0.0,43.39,0.0,0.25795,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-08,0,-0.6516341215297524,0.0,45.35,0.0,0.25102,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-09,0,-0.19648607414159605,0.0,44.33,0.0,0.24106,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-10,0,-0.3336438185791279,0.0,44.3,0.0,0.24307,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-11,-1,-1.0325843432613633,2381.6580115702295,44.69,-420132.21969319315,0.25334,200000,212872.59307414712,12872.593074147124,1.0643629653707356
2020-07-12,-2,-2.5846483360495593,0.0,44.7,0.0,0.2805,200000,224259.56758089853,24259.567580898525,1.1212978379044927
2020-07-13,0,-0.4614813504974841,0.0,43.92,0.0,0.24542,200000,224259.56758089853,24259.567580898525,1.1212978379044927
2020-07-14,0,-0.17548772239873395,0.0,43.88,0.0,0.24127,200000,224259.56758089853,24259.567580898525,1.1212978379044927
2020-07-15,0,-0.10217457539496044,0.0,43.33,0.0,0.2372,200000,224259.56758089853,24259.567580898525,1.1212978379044927
2020-07-16,0,-0.4538698361517517,0.0,42.09,0.0,0.23464,200000,224259.56758089853,24259.567580898525,1.1212978379044927
2020-07-17,-1,-1.044198340136446,2676.128491418837,41.9,-464671.10269134835,0.24131,200000,224259.56758089853,24259.567580898525,1.1212978379044927
2020-07-18,-2,-1.283687306160313,0.0,42.45,0.0,0.24894,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-19,0,-0.49357024279334677,0.0,42.64,0.0,0.2412,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-20,0,-0.33452773975009165,0.0,41.94,0.0,0.23595,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-21,0,0.29864406244523695,0.0,43.77,0.0,0.23951,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-22,0,-0.4816399828732001,0.0,44.96,0.0,0.25576,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-23,0,-0.6752927366434973,0.0,44.94,0.0,0.2589,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-24,0,-0.3052586116948077,0.0,44.11,0.0,0.25072,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-25,2,1.6424522721196821,0.0,49.16,0.0,0.25877,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-26,2,1.876887892146454,0.0,48.1,0.0,0.25083,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-27,2,3.4009803490242043,0.0,53.28,0.0,0.2424,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-28,2,2.6606894378630037,0.0,55.75,0.0,0.25112,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-29,2,2.1979924002515974,0.0,55.16,0.0,0.24783,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-30,2,1.782818964913628,0.0,56.75,0.0,0.25745,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-07-31,2,1.3690472640658815,0.0,58.13,0.0,0.26938,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-08-01,0,0.23898230371555423,0.0,61.65,0.0,0.31647,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-08-02,0,0.6023936674784562,0.0,56.77,0.0,0.27995,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-08-03,0,0.5992325911423396,0.0,58.48,0.0,0.28687,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-08-04,0,-0.9727099101027602,0.0,57.61,0.0,0.33185,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-08-05,0,-0.26278313837408984,0.0,58.88,0.0,0.31382,200000,226333.13742415316,26333.13742415316,1.1316656871207658
2020-08-06,0,-0.38561918705636045,0.0,59.03,0.0,0.31719,200000,226333.13742415316,26333.13742415316,1.1316656871207658
