date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-02-27,0,-0.4614149703517676,0.0,52.96,0.0,0.005806,200000,201929.67951931778,1929.6795193177823,1.0096483975965889
2020-02-28,0,-0.8616402822646618,0.0,50.83,0.0,0.00575,200000,201929.67951931778,1929.6795193177823,1.0096483975965889
2020-02-29,-1,-1.024661113990709,2062.190354568196,48.96,-17981271.55114139,0.005615,200000,201929.6795193178,1929.6795193178114,1.009648397596589
2020-03-01,-1,-0.2764662023570007,2062.190354568196,49.1,-17981271.55114139,0.005427,200000,198837.90711734275,-1162.092882657249,0.9941895355867137
2020-03-02,-1,-0.43378590371162873,2062.190354568196,52.33,-17981271.55114139,0.005837,200000,212871.10329856598,12871.103298565984,1.06435551649283
2020-03-03,-1,-0.89390021602229,2062.190354568196,50.78,-17981271.55114139,0.005773,200000,208523.90686971226,8523.906869712257,1.0426195343485614
2020-03-04,-2,-2.1213432400684016,0.0,50.17,0.0,0.006035,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-05,-2,-1.551039612766022,0.0,51.84,0.0,0.006129,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-06,0,-0.9403593512232614,0.0,53.3,0.0,0.00614,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-07,0,-0.84962473951532,0.0,50.59,0.0,0.005788,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-08,0,0.34840084029897433,0.0,42.83,0.0,0.004698,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-09,0,0.10577324726124145,0.0,42.18,0.0,0.004674,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-10,0,-0.46356217049751786,0.0,41.4,0.0,0.004691,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-11,0,0.3129290640322145,0.0,40.24,0.0,0.004462,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-12,2,3.8036622086459304,0.0,25.45,0.0,0.002283,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-13,1,1.098133861717857,-3785.4162992276824,27.34,36660744.463650316,0.002823,200000,206986.56324176968,6986.563241769676,1.0349328162088485
2020-03-14,1,1.1941459774143075,-3785.4162992276824,24.95,36660744.463650316,0.002545,200000,187747.73132572073,-12252.268674279272,0.9387386566286037
2020-03-15,2,1.593733322575867,0.0,25.68,0.0,0.002524,200000,211664.33477968315,11664.334779683151,1.0583216738984158
2020-03-16,2,2.2271175452905765,0.0,24.68,0.0,0.00226,200000,211664.33477968315,11664.334779683151,1.0583216738984158
2020-03-17,1,1.1201134245046227,-4223.151132874764,25.06,42899135.545132376,0.002467,200000,211664.33477968315,11664.334779683151,1.0583216738984158
2020-03-18,2,2.3978432047286344,0.0,29.73,0.0,0.002544,200000,228083.21713323312,28083.21713323312,1.1404160856661656
2020-03-19,2,1.4716462018179224,0.0,31.95,0.0,0.002907,200000,228083.21713323312,28083.21713323312,1.1404160856661656
2020-03-20,2,1.8065856582458157,0.0,33.08,0.0,0.002845,200000,228083.21713323312,28083.21713323312,1.1404160856661656
2020-03-21,2,1.4180871156847903,0.0,33.03,0.0,0.002897,200000,228083.21713323312,28083.21713323312,1.1404160856661656
2020-03-22,1,1.1939701872043635,-3867.128130437998,29.49,43694102.8990868,0.00261,200000,228083.2171332331,28083.21713323309,1.1404160856661654
2020-03-23,1,1.0115572715376207,-3867.128130437998,32.05,43694102.8990868,0.002859,200000,248862.896769027,48862.89676902699,1.244314483845135
2020-03-24,1,0.5187180741495964,-3867.128130437998,32.79,43694102.8990868,0.00306,200000,260507.08626826757,60507.086268267565,1.3025354313413378
2020-03-25,1,0.2838718298259032,-3867.128130437998,32.2,43694102.8990868,0.003056,200000,258050.70425971283,58050.70425971283,1.2902535212985642
2020-03-26,1,0.21398275265998817,-3867.128130437998,32.46,43694102.8990868,0.003079,200000,260061.1219403057,60061.12194030569,1.3003056097015284
2020-03-27,0,-0.0742015690086216,0.0,31.01,0.0,0.002998,200000,217007.9399666532,17007.93996665321,1.085039699833266
2020-03-28,0,-0.27204565991203755,0.0,30.38,0.0,0.002969,200000,217007.9399666532,17007.93996665321,1.085039699833266
2020-03-29,0,-0.2056125770681597,0.0,28.22,0.0,0.002721,200000,217007.9399666532,17007.93996665321,1.085039699833266
2020-03-30,0,-0.29327112042525366,0.0,30.54,0.0,0.002933,200000,217007.9399666532,17007.93996665321,1.085039699833266
2020-03-31,-1,-1.1989554701423923,3511.4553392662333,30.9,-34911187.25332259,0.003108,200000,217007.9399666532,17007.93996665321,1.085039699833266
2020-04-01,-1,-1.094816245896385,3511.4553392662333,31.32,-34911187.25332259,0.003153,200000,220053.75463554455,20053.754635544552,1.1002687731777228
2020-04-02,-1,-1.0713042624326599,3511.4553392662333,32.23,-34911187.25332259,0.003228,200000,225867.518038276,25867.518038276,1.12933759019138
2020-04-03,-1,-1.0567202379053382,3511.4553392662333,32.66,-34911187.25332259,0.00326,200000,228494.6018262668,28494.601826266793,1.142473009131334
2020-04-04,-1,-0.7780567487440213,3511.4553392662333,33.03,-34911187.25332259,0.003245,200000,229270.17249299548,29270.17249299548,1.1463508624649774
2020-04-05,-1,-0.8834673445838681,3511.4553392662333,32.52,-34911187.25332259,0.00323,200000,226955.66246116988,26955.66246116988,1.1347783123058495
2020-04-06,-1,-0.4849220305931096,3511.4553392662333,37.56,-34911187.25332259,0.003643,200000,259071.71770669392,59071.71770669392,1.2953585885334695
2020-04-07,-2,-1.8514352418669162,0.0,36.45,0.0,0.003872,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-08,-2,-1.482671250002573,0.0,37.86,0.0,0.003979,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-09,0,0.3461476469398043,0.0,40.71,0.0,0.003866,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-10,0,-0.29139877820706545,0.0,36.62,0.0,0.003608,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-11,0,-0.9103526307129701,0.0,36.2,0.0,0.003679,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-12,0,-0.7706571781629167,0.0,36.38,0.0,0.003681,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-13,0,-0.6298919824655437,0.0,35.75,0.0,0.003609,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-14,-2,-1.209846962629358,0.0,35.51,0.0,0.003667,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-15,-2,-1.376041439350044,0.0,35.08,0.0,0.003658,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-16,0,0.38609001228097606,0.0,38.74,0.0,0.003828,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-17,2,1.9591083257204485,0.0,40.4,0.0,0.003783,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-18,2,1.6497566259891496,0.0,42.13,0.0,0.003968,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-19,2,3.3025884033097688,0.0,46.44,0.0,0.003904,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-20,2,2.105772132005547,0.0,41.89,0.0,0.003644,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-21,2,1.7451715625212232,0.0,42.09,0.0,0.003677,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-22,2,1.7906028183138631,0.0,45.53,0.0,0.003898,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-23,1,1.0958910643054904,-2521.272041107333,44.46,28364310.462457497,0.003952,200000,224191.50989526405,24191.509895264055,1.1209575494763202
2020-04-24,1,0.45330698106553613,-2521.272041107333,44.08,28364310.462457497,0.004085,200000,227005.8798111501,27005.87981115011,1.1350293990557505
2020-04-25,0,0.1738784178769685,0.0,44.7,0.0,0.004216,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-04-26,0,-0.6479749173762949,0.0,44.59,0.0,0.00448,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-04-27,0,-0.38883550751138785,0.0,44.46,0.0,0.004356,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-04-28,0,-0.1839446979310041,0.0,44.62,0.0,0.004287,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-04-29,0,-0.8807229292208425,0.0,47.07,0.0,0.004766,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-04-30,0,-0.32101269764378565,0.0,44.76,0.0,0.004353,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-05-01,0,-0.3274125926135517,0.0,45.73,0.0,0.004437,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-05-02,0,-0.3760204765296122,0.0,46.5,0.0,0.004515,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-05-03,0,-0.35973073225086366,0.0,44.78,0.0,0.004332,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-05-04,-1,-1.0478868202609968,2468.2921083943775,44.02,-24449644.152007315,0.004444,200000,217308.43722304102,17308.437223041023,1.0865421861152051
2020-05-05,-1,-1.08807509698411,2468.2921083943775,43.84,-24449644.152007315,0.004419,200000,216252.90353972986,16252.903539729858,1.0812645176986493
2020-05-06,-1,-1.010899799812595,2468.2921083943775,42.3,-24449644.152007315,0.00425,200000,208319.74383111327,8319.743831113272,1.0415987191555665
2020-05-07,-1,-1.147901289330693,2468.2921083943775,44.17,-24449644.152007315,0.00451,200000,219292.35755333264,19292.357553332637,1.0964617877666631
2020-05-08,-1,-1.0748460285727652,2468.2921083943775,46.76,-24449644.152007315,0.004783,200000,232359.98696757207,32359.98696757207,1.1617999348378603
2020-05-09,-1,-0.8458144623318892,2468.2921083943775,45.0,-24449644.152007315,0.004549,200000,222294.57612522825,22294.576125228254,1.1114728806261414
2020-05-10,-1,-0.8906106468125948,2468.2921083943775,40.9,-24449644.152007315,0.004165,200000,202785.91512644052,2785.9151264405227,1.0139295756322027
2020-05-11,-1,-1.128600949965438,2468.2921083943775,39.68,-24449644.152007315,0.004113,200000,198503.217258295,-1496.782741705014,0.9925160862914749
2020-05-12,-1,-0.5046210920468497,2468.2921083943775,42.21,-24449644.152007315,0.004243,200000,207926.45003229374,7926.450032293738,1.0396322501614688
2020-05-13,-2,-1.4066846605702665,0.0,42.89,0.0,0.004459,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-14,-2,-1.3874518769118083,0.0,43.2,0.0,0.004494,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-15,-2,-1.4751597322418197,0.0,41.87,0.0,0.004377,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-16,-2,-1.3649214460653887,0.0,42.51,0.0,0.004449,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-17,2,1.6902536292634824,0.0,46.25,0.0,0.004426,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-18,2,2.287740044277939,0.0,48.07,0.0,0.004487,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-19,2,2.1017173467341985,0.0,48.97,0.0,0.004534,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-20,2,1.6493206176861208,0.0,48.39,0.0,0.004525,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-21,2,1.8184739417745683,0.0,46.0,0.0,0.004237,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-22,0,0.5085941678255778,0.0,47.7,0.0,0.00464,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-23,0,0.29628897950325667,0.0,46.91,0.0,0.004609,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-24,0,0.03776208709690667,0.0,45.0,0.0,0.004467,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-25,-2,-1.940788407108637,0.0,45.94,0.0,0.005064,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-26,-2,-1.4855457911410066,0.0,44.85,0.0,0.004871,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-27,0,-0.9823624983358578,0.0,46.21,0.0,0.004896,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-28,-2,-2.0500971151257454,0.0,47.73,0.0,0.005508,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-29,-2,-2.0661758666260974,0.0,46.6,0.0,0.005547,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-30,-2,-1.3892420526809792,0.0,54.55,0.0,0.006227,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-05-31,-2,-1.8083915169860891,0.0,51.51,0.0,0.006247,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-06-01,-2,-1.6157061307622638,0.0,54.65,0.0,0.006655,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-06-02,-2,-2.3063394696246924,0.0,51.48,0.0,0.00725,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-06-03,-2,-1.7143275760538088,0.0,52.83,0.0,0.007099,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-06-04,-2,-1.2910249793231003,0.0,52.24,0.0,0.006732,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-06-05,-1,-1.1024529574054354,2096.86467536434,52.57,-16469770.802913995,0.006693,200000,220464.35196780675,20464.351967806753,1.1023217598390338
2020-06-06,-2,-1.4295276541215547,0.0,52.83,0.0,0.007301,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-07,-2,-1.3150362765261812,0.0,52.21,0.0,0.007246,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-08,-2,-1.5199643907447855,0.0,52.5,0.0,0.007787,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-09,-2,-1.6458307254470188,0.0,51.98,0.0,0.008181,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-10,-2,-1.6773918686882916,0.0,55.21,0.0,0.009008,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-11,-2,-1.8276429762004656,0.0,49.64,0.0,0.008762,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-12,-2,-1.8768497374047441,0.0,51.61,0.0,0.00971,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-13,-2,-1.5919536554754616,0.0,52.81,0.0,0.009597,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-14,-1,-1.1483032850483392,2249.831583174009,51.1,-13306295.590299986,0.00864,200000,229932.78780038375,29932.787800383754,1.1496639390019188
2020-06-15,-1,-1.1385636500108796,2249.831583174009,52.2,-13306295.590299986,0.00901,200000,237330.9319102862,37330.93191028619,1.186654659551431
2020-06-16,-1,-1.021921072712223,2249.831583174009,52.97,-13306295.590299986,0.009061,200000,239741.92330443545,39741.92330443545,1.1987096165221773
2020-06-17,-1,-0.9124395917793356,2249.831583174009,52.91,-13306295.590299986,0.009013,200000,238968.2312211106,38968.23122111059,1.194841156105553
2020-06-18,-1,-0.7153630077687512,2249.831583174009,51.95,-13306295.590299986,0.00866,200000,232111.27055788768,32111.270557887678,1.1605563527894385
2020-06-19,-1,-0.5113512325205969,2249.831583174009,51.41,-13306295.590299986,0.008379,200000,227157.29244209937,27157.292442099366,1.135786462210497
2020-06-20,-1,-0.3642029988821534,2249.831583174009,51.4,-13306295.590299986,0.00829,200000,225950.53381873097,25950.533818730968,1.1297526690936548
2020-06-21,-1,-0.6989634895339494,2249.831583174009,50.51,-13306295.590299986,0.008626,200000,228419.09902804688,28419.099028046883,1.1420954951402345
2020-06-22,-1,-0.7340501023579449,2249.831583174009,53.53,-13306295.590299986,0.009283,200000,243955.8266120595,43955.82661205949,1.2197791330602974
2020-06-23,0,0.35428836829934574,0.0,58.23,0.0,0.008903,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-24,0,-0.10559513491402399,0.0,55.2,0.0,0.008996,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-25,0,0.31608166020034506,0.0,55.81,0.0,0.008882,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-26,0,0.34855208073950983,0.0,55.7,0.0,0.008949,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-27,0,0.15238216327923437,0.0,52.24,0.0,0.008608,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-28,0,-0.05483517618409176,0.0,51.81,0.0,0.00869,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-29,0,0.2484258630793992,0.0,52.42,0.0,0.008691,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-06-30,0,-0.45064791340813604,0.0,51.44,0.0,0.008837,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-01,-2,-1.5243084214579614,0.0,51.86,0.0,0.009436,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-02,-2,-2.0462408916505748,0.0,51.18,0.0,0.009556,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-03,-2,-2.6720231194868322,0.0,51.11,0.0,0.010223,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-04,-2,-3.2417920085797913,0.0,51.43,0.0,0.012525,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-05,-2,-2.9251582580642546,0.0,51.16,0.0,0.014307,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-06,-2,-2.0980234919044385,0.0,55.55,0.0,0.01442,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-07,-2,-2.3064697396762517,0.0,55.08,0.0,0.017325,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-08,-2,-2.1178007351857273,0.0,57.94,0.0,0.019932,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-09,-2,-1.6795105233769334,0.0,56.86,0.0,0.01825,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-10,-2,-1.379465534477887,0.0,56.07,0.0,0.017119,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-11,-2,-1.4076989944249543,0.0,55.84,0.0,0.018535,200000,217391.04435260195,17391.04435260195,1.0869552217630098
2020-07-12,-1,-1.1216091961527908,1853.2910856999315,58.65,-5987084.6695841905,0.018155,200000,217391.04435260198,17391.04435260198,1.0869552217630098
2020-07-13,-1,-0.96122443373931,1853.2910856999315,61.26,-5987084.6695841905,0.018461,200000,224060.18199517153,24060.18199517153,1.1203009099758576
2020-07-14,-1,-0.8399619656941393,1853.2910856999315,62.02,-5987084.6695841905,0.01845,200000,225402.82528893807,25402.825288938067,1.1270141264446902
2020-07-15,-1,-0.8626946794824435,1853.2910856999315,61.14,-5987084.6695841905,0.018996,200000,227040.87736311508,27040.877363115083,1.1352043868155755
2020-07-16,-1,-0.7379293205591221,1853.2910856999315,59.1,-5987084.6695841905,0.018036,200000,217512.5622654864,17512.5622654864,1.087562811327432
2020-07-17,-1,-0.6700655906970175,1853.2910856999315,59.5,-5987084.6695841905,0.018211,200000,219301.61851694362,19301.61851694362,1.0965080925847182
2020-07-18,-1,-0.611206900305722,1853.2910856999315,59.06,-5987084.6695841905,0.018168,200000,218228.72579844354,18228.725798443542,1.0911436289922176
2020-07-19,-1,-0.5529299077059939,1853.2910856999315,58.38,-5987084.6695841905,0.018017,200000,216064.43807506037,16064.438075060374,1.080322190375302
2020-07-20,0,-0.1046272143134597,0.0,57.05,0.0,0.016074,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-21,0,0.05651183740183881,0.0,62.45,0.0,0.0175,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-22,0,0.49918821881896747,0.0,64.28,0.0,0.017467,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-23,0,0.9343540616266135,0.0,63.51,0.0,0.017381,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-24,2,1.3842158507218305,0.0,63.01,0.0,0.016995,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-25,0,0.9648793134248486,0.0,65.69,0.0,0.018218,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-26,2,1.6831261994367788,0.0,66.15,0.0,0.017554,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-27,2,3.1175502782781845,0.0,70.77,0.0,0.015641,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-28,2,2.318931054255209,0.0,70.57,0.0,0.01598,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-29,2,2.302879322498653,0.0,72.13,0.0,0.015583,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-30,0,0.977783728269169,0.0,70.48,0.0,0.017315,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-07-31,2,1.4293315014704164,0.0,74.9,0.0,0.017204,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-08-01,2,2.4648595256530164,0.0,89.37,0.0,0.017319,200000,207897.18689231717,7897.186892317171,1.0394859344615859
2020-08-02,2,2.1011875594902074,0.0,84.31,0.0,0.016207,200000,207897.18689231717,7897.186892317171,1.0394859344615859
