date,statusList,zscore,FETUSDT_position,FETUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-08-04,0,0.41446608197568335,0.0,0.07713,0.0,2.848,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-05,2,1.475746898654166,0.0,0.08762,0.0,2.773,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-06,2,2.044974305564077,0.0,0.097,0.0,2.762,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-07,2,1.96895244519675,0.0,0.09591,0.0,2.642,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-08,2,1.224299663440055,0.0,0.09248,0.0,2.756,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-09,2,1.284505380627483,0.0,0.09382,0.0,2.717,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-10,2,1.5062815855351448,0.0,0.10691,0.0,2.926,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-11,1,1.0143763220369326,-874762.2195344365,0.09418,30266.387154942408,2.722,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-12,1,0.9210204442486055,-874762.2195344365,0.09679,30266.387154942408,2.799,200000,169383.8528754219,-30616.1471245781,0.8469192643771095
2020-08-13,1,0.5593430946872674,-874762.2195344365,0.09497,30266.387154942408,2.86,200000,169638.0352523207,-30361.964747679303,0.8481901762616035
2020-08-14,1,1.1371912329946894,-874762.2195344365,0.11117,30266.387154942408,3.1,200000,191073.1161259648,-8926.883874035208,0.955365580629824
2020-08-15,2,1.5960952180155312,0.0,0.11678,0.0,3.095,200000,173250.47542419122,-26749.524575808784,0.866252377120956
2020-08-16,2,2.136825711771229,0.0,0.1361,0.0,3.336,200000,173250.47542419122,-26749.524575808784,0.866252377120956
2020-08-17,2,2.6633846397459977,0.0,0.15761,0.0,3.418,200000,173250.47542419122,-26749.524575808784,0.866252377120956
2020-08-18,2,2.1730968379348954,0.0,0.15153,0.0,3.293,200000,173250.47542419122,-26749.524575808784,0.866252377120956
2020-08-19,0,0.7312975323189491,0.0,0.12791,0.0,3.296,200000,173250.47542419122,-26749.524575808784,0.866252377120956
2020-08-20,-1,-1.0953033692398357,734112.1840008103,0.118,-21242.088698405,4.078,200000,173250.47542419122,-26749.524575808784,0.866252377120956
2020-08-21,-2,-1.2721997618891674,0.0,0.10529,0.0,3.769,200000,176017.23587503436,-23982.764124965644,0.8800861793751718
2020-08-22,0,-0.7134644260742389,0.0,0.12928,0.0,4.162,200000,176017.23587503436,-23982.764124965644,0.8800861793751718
2020-08-23,-1,-1.0922943162564636,754079.4956517624,0.11671,-22068.3595630685,3.988,200000,176017.23587503436,-23982.764124965644,0.8800861793751718
2020-08-24,-1,-0.49943936996870797,754079.4956517624,0.12526,-22068.3595630685,3.818,200000,178712.9944371353,-21287.00556286471,0.8935649721856764
2020-08-25,-1,-0.532787012751944,754079.4956517624,0.11393,-22068.3595630685,3.482,200000,162754.30493820983,-37245.695061790175,0.8137715246910491
2020-08-26,-1,-1.0096195875445089,754079.4956517624,0.11347,-22068.3595630685,3.784,200000,169072.07295825667,-30927.92704174333,0.8453603647912833
2020-08-27,-1,-0.7707896958476848,754079.4956517624,0.10399,-22068.3595630685,3.37,200000,152787.09848036763,-47212.901519632374,0.7639354924018381
2020-08-28,-1,-0.5059970068552904,754079.4956517624,0.10736,-22068.3595630685,3.342,200000,154710.43231294816,-45289.56768705184,0.7735521615647408
2020-08-29,-1,-0.41160433014314146,754079.4956517624,0.1115,-22068.3595630685,3.431,200000,159796.40542605956,-40203.59457394044,0.7989820271302978
2020-08-30,0,0.28469684879704904,0.0,0.12439,0.0,3.449,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-08-31,0,-0.16104074467838783,0.0,0.11328,0.0,3.359,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-01,0,-0.5875667547095269,0.0,0.11023,0.0,3.518,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-02,0,-0.23241103927934692,0.0,0.10744,0.0,3.238,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-03,0,0.7505629267730148,0.0,0.0919,0.0,2.388,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-04,0,0.17176769367483347,0.0,0.091,0.0,2.578,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-05,0,-0.4655238833953087,0.0,0.07406,0.0,2.344,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-06,0,0.32354115404299294,0.0,0.08408,0.0,2.422,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-07,0,0.7234455081010024,0.0,0.08422,0.0,2.41,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-08,0,-0.243147160161911,0.0,0.07511,0.0,2.359,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-09,0,-0.44509842396740823,0.0,0.07683,0.0,2.439,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-10,0,0.12106859571465389,0.0,0.08685,0.0,2.622,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-11,-2,-1.4971685610545573,0.0,0.08252,0.0,2.816,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-12,-1,-1.093083779010928,913097.2292037767,0.0867,-27738.447712672543,2.854,200000,158331.05954393488,-41668.94045606512,0.7916552977196745
2020-09-13,-2,-1.5484699114260345,0.0,0.07655,0.0,2.648,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-14,-2,-1.6646363463332674,0.0,0.07402,0.0,2.639,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-15,-2,-1.9496543834669315,0.0,0.06568,0.0,2.466,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-16,-2,-1.2204924098955863,0.0,0.06971,0.0,2.448,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-17,-2,-1.5546131288602427,0.0,0.06896,0.0,2.566,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-18,-2,-2.150508364159327,0.0,0.06569,0.0,2.804,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-19,-2,-1.3639558407535768,0.0,0.06784,0.0,2.631,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-20,-1,-1.107208893991743,1221588.259821481,0.06626,-32120.015117369574,2.52,200000,161884.87619154266,-38115.12380845734,0.8094243809577133
2020-09-21,-2,-1.2091676645131515,0.0,0.05752,0.0,2.263,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-22,-2,-1.4813157363812015,0.0,0.05516,0.0,2.341,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-23,-2,-1.7884449156549782,0.0,0.04735,0.0,2.176,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-24,0,-0.9291370617506763,0.0,0.05764,0.0,2.319,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-25,0,-0.583686105333725,0.0,0.06113,0.0,2.36,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-26,0,-0.8674775114625126,0.0,0.05893,0.0,2.399,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-27,0,-0.6835312080331074,0.0,0.05924,0.0,2.37,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-28,0,-0.34071241497751165,0.0,0.06259,0.0,2.425,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-29,0,0.9851102810919168,0.0,0.07136,0.0,2.433,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-09-30,0,0.8171534240267665,0.0,0.06888,0.0,2.435,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-10-01,0,-0.09096059947502308,0.0,0.06166,0.0,2.365,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-10-02,-1,-1.0052174255794362,1499969.9990616983,0.05477,-35906.1874338327,2.288,200000,164306.71369721842,-35693.28630278158,0.8215335684860922
2020-10-03,-2,-1.6658929693407387,0.0,0.05104,0.0,2.297,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-04,-2,-1.289171410566398,0.0,0.05235,0.0,2.306,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-05,-2,-1.2484378327596117,0.0,0.05177,0.0,2.302,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-06,-2,-1.9897480145789261,0.0,0.04407,0.0,2.172,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-07,-2,-1.4173633390735905,0.0,0.04642,0.0,2.192,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-08,0,-0.7350376921232306,0.0,0.05109,0.0,2.251,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-09,0,-0.5353086680965428,0.0,0.05365,0.0,2.33,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-10,0,-0.6119781722226242,0.0,0.05217,0.0,2.3,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-11,0,-0.4861736598788223,0.0,0.05378,0.0,2.354,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-12,0,-0.38694508397605026,0.0,0.05404,0.0,2.345,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-13,0,-0.5472456018830388,0.0,0.053,0.0,2.33,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-14,0,-0.38153974028493104,0.0,0.05191,0.0,2.254,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-15,0,-0.5079685293211295,0.0,0.05039,0.0,2.23,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-16,-2,-1.423379154957319,0.0,0.04366,0.0,2.166,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-17,0,-0.7112076535165167,0.0,0.0472,0.0,2.179,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-18,0,-0.5122311409351403,0.0,0.04868,0.0,2.216,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-19,0,-0.1017925771670695,0.0,0.05006,0.0,2.212,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-20,-1,-1.1034058057190455,1885520.1315975087,0.04514,-39660.94069912001,2.146,200000,170224.75748062308,-29775.242519376916,0.8511237874031155
2020-10-21,-2,-2.042365024817273,0.0,0.04545,0.0,2.283,200000,175073.79511560727,-24926.204884392733,0.8753689755780363
2020-10-22,-1,-1.0167739022500357,1786102.7863253138,0.04901,-37392.95068680206,2.341,200000,175073.79511560727,-24926.204884392733,0.8753689755780363
2020-10-23,0,1.0687153635213629,0.0,0.05312,0.0,2.291,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-24,2,1.9160935688579053,0.0,0.05642,0.0,2.312,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-25,0,0.6483481901693391,0.0,0.0511,0.0,2.229,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-26,0,-0.22682657792670347,0.0,0.04778,0.0,2.174,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-27,0,-0.8059876198203202,0.0,0.04683,0.0,2.194,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-28,0,-0.4141850606695263,0.0,0.04518,0.0,2.079,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-29,0,0.3421036439256099,0.0,0.04583,0.0,2.033,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-30,0,0.8905186043528728,0.0,0.04512,0.0,1.946,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-10-31,0,0.23207900118706973,0.0,0.04405,0.0,1.964,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-11-01,0,0.34741517603420885,0.0,0.04523,0.0,2.008,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-11-02,0,-0.9555821205986913,0.0,0.0404,0.0,1.924,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-11-03,-2,-1.7565097657697708,0.0,0.03699,0.0,1.868,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-11-04,0,-0.2234100101976706,0.0,0.03956,0.0,1.833,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-11-05,-1,-1.1229891723895906,2087906.157218909,0.03972,-42947.505212188014,1.931,200000,165863.26512947012,-34136.73487052988,0.8293163256473506
2020-11-06,-1,-0.6169432476895329,2087906.157218909,0.04374,-42947.505212188014,2.071,200000,180269.29861119646,-19730.701388803544,0.9013464930559822
2020-11-07,-1,-1.0157883221314774,2087906.157218909,0.04005,-42947.505212188014,1.949,200000,167325.32925517176,-32674.67074482824,0.8366266462758588
2020-11-08,-1,-0.8061364341991996,2087906.157218909,0.04196,-42947.505212188014,2.027,200000,174663.13542201053,-25336.864577989472,0.8733156771100526
2020-11-09,-1,-0.3673012852921095,2087906.157218909,0.04225,-42947.505212188014,1.989,200000,173636.62300954087,-26363.37699045913,0.8681831150477044
2020-11-10,0,0.8318963191085069,0.0,0.0457,0.0,2.006,200000,156598.64920021512,-43401.35079978488,0.7829932460010756
2020-11-11,0,-0.03611429623498627,0.0,0.04484,0.0,2.054,200000,156598.64920021512,-43401.35079978488,0.7829932460010756
2020-11-12,-1,-1.0557992971147,1876331.7661180818,0.04173,-38571.095862121954,2.03,200000,156598.64920021512,-43401.35079978488,0.7829932460010756
2020-11-13,0,0.37471589139475037,0.0,0.046,0.0,2.094,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-14,0,0.30571801658895903,0.0,0.04454,0.0,2.04,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-15,0,-0.1091489434172,0.0,0.04241,0.0,1.978,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-16,0,-0.9560275205698852,0.0,0.04279,0.0,2.073,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-17,2,1.5668881685449574,0.0,0.05092,0.0,2.206,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-18,0,0.05970871598979551,0.0,0.04639,0.0,2.15,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-19,2,2.1023928799629297,0.0,0.05311,0.0,2.25,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-20,1,1.1915384278611099,-1405688.2811657058,0.05373,31976.135201961628,2.362,200000,151055.26269406674,-48944.73730593326,0.7552763134703337
2020-11-21,0,0.1555878555244268,0.0,0.05839,0.0,2.695,200000,146957.7170620457,-53042.282937954296,0.7347885853102285
2020-11-22,0,-0.3232450893574083,0.0,0.05424,0.0,2.557,200000,146957.7170620457,-53042.282937954296,0.7347885853102285
2020-11-23,1,1.0297545400054309,-1163744.9878210777,0.06314,26298.804055484197,2.794,200000,146957.7170620457,-53042.282937954296,0.7347885853102285
2020-11-24,0,-1.4274510365348339,0.0,0.06227,0.0,3.079,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-11-25,-2,-1.2410053177036984,0.0,0.05959,0.0,2.924,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-11-26,-2,-1.6979068446253842,0.0,0.04975,0.0,2.522,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-11-27,-2,-2.101355831972758,0.0,0.0493,0.0,2.602,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-11-28,-2,-1.5874286333215122,0.0,0.05209,0.0,2.69,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-11-29,-2,-2.0526709119028985,0.0,0.04992,0.0,2.734,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-11-30,-2,-2.2305591687902226,0.0,0.05069,0.0,2.932,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-01,-2,-1.5550056560455974,0.0,0.04903,0.0,2.718,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-02,0,-0.9795244860538589,0.0,0.05272,0.0,2.787,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-03,0,-0.7435404425602936,0.0,0.05524,0.0,2.877,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-04,0,-0.579259496660721,0.0,0.05021,0.0,2.591,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-05,0,-0.3674898359330803,0.0,0.05347,0.0,2.718,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-06,0,-0.37559651823709195,0.0,0.05201,0.0,2.653,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-07,0,0.1336263794149771,0.0,0.05318,0.0,2.612,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-08,0,-0.10215909380225252,0.0,0.04793,0.0,2.41,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-09,0,-0.25665504433523434,0.0,0.04855,0.0,2.491,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-10,0,0.7220872080924929,0.0,0.05014,0.0,2.43,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-11,2,1.6501433931712617,0.0,0.05096,0.0,2.337,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-12,0,0.6721457566875456,0.0,0.05069,0.0,2.469,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-13,0,0.7161456518990592,0.0,0.05199,0.0,2.557,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-14,1,1.1984459462891757,-1314067.0061392214,0.05268,27459.36131829202,2.521,200000,138450.09976682835,-61549.90023317165,0.6922504988341418
2020-12-15,1,0.47280234136477844,-1314067.0061392214,0.05202,27459.36131829202,2.586,200000,139367.67402846547,-60632.325971534534,0.6968383701423273
2020-12-16,1,0.5320335154388265,-1314067.0061392214,0.05589,27459.36131829202,2.766,200000,149395.7983795168,-50604.20162048319,0.746978991897584
2020-12-17,2,1.3197738725776442,0.0,0.05699,0.0,2.688,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-18,2,1.6819642832102517,0.0,0.05995,0.0,2.74,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-19,0,0.8391054614485003,0.0,0.05898,0.0,2.811,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-20,0,-0.02580572239458312,0.0,0.05643,0.0,2.802,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-21,0,0.15298227690038002,0.0,0.05289,0.0,2.592,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-22,0,0.7478499657784462,0.0,0.05391,0.0,2.574,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-23,2,3.2315400022000746,0.0,0.0505,0.0,2.096,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-24,2,1.3064895882198864,0.0,0.05129,0.0,2.312,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-25,2,1.591011575807325,0.0,0.052,0.0,2.288,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-26,1,1.0697294515846711,-1386682.7193712345,0.05031,30869.029916622483,2.26,200000,139528.0152231336,-60471.98477686639,0.697640076115668
2020-12-27,2,1.7539185741915049,0.0,0.05313,0.0,2.275,200000,142975.42504301114,-57024.57495698886,0.7148771252150556
2020-12-28,2,1.2740632922858341,0.0,0.05469,0.0,2.384,200000,142975.42504301114,-57024.57495698886,0.7148771252150556
2020-12-29,2,1.2342459075444658,0.0,0.05231,0.0,2.271,200000,142975.42504301114,-57024.57495698886,0.7148771252150556
2020-12-30,2,1.4329318812225,0.0,0.05205,0.0,2.215,200000,142975.42504301114,-57024.57495698886,0.7148771252150556
2020-12-31,1,1.0949229372107807,-1387572.0598118317,0.05152,32172.687903467853,2.222,200000,142975.42504301114,-57024.57495698886,0.7148771252150556
2021-01-01,2,1.2087087771009806,0.0,0.05333,0.0,2.268,200000,144006.98682771105,-55993.01317228895,0.7200349341385552
2021-01-02,0,0.5985019101317672,0.0,0.05127,0.0,2.249,200000,144006.98682771105,-55993.01317228895,0.7200349341385552
2021-01-03,0,0.6769653666073416,0.0,0.05671,0.0,2.466,200000,144006.98682771105,-55993.01317228895,0.7200349341385552
2021-01-04,0,0.41468570378828706,0.0,0.05723,0.0,2.515,200000,144006.98682771105,-55993.01317228895,0.7200349341385552
2021-01-05,1,1.0834452829678147,-1164728.1367495232,0.06182,27566.421674523554,2.612,200000,144006.98682771105,-55993.01317228895,0.7200349341385552
2021-01-06,2,1.431761141035041,0.0,0.07311,0.0,3.013,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-07,2,1.4946452079080037,0.0,0.07112,0.0,2.894,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-08,2,1.526686056476701,0.0,0.07104,0.0,2.861,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-09,0,-0.49096267913466635,0.0,0.07261,0.0,3.228,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-10,-2,-2.2578876868233473,0.0,0.0699,0.0,3.383,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-11,-2,-2.039594092647987,0.0,0.06049,0.0,2.898,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-12,-2,-1.3889239038200085,0.0,0.05881,0.0,2.75,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-13,0,-0.4698252119845159,0.0,0.06604,0.0,2.948,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-14,2,1.9816701816663311,0.0,0.07696,0.0,3.021,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-15,2,3.361786219253762,0.0,0.08851,0.0,2.941,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-16,2,1.8335611139260195,0.0,0.08459,0.0,3.056,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-17,2,2.238145211367463,0.0,0.09487,0.0,3.188,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-18,2,1.7759501567246478,0.0,0.0968,0.0,3.301,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-19,2,1.424283679170352,0.0,0.09115,0.0,3.161,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-20,1,1.157063386458633,-794036.0456528763,0.092,22560.628844985982,3.238,200000,146102.63240012922,-53897.36759987078,0.7305131620006462
2021-01-21,2,1.3394517268189843,0.0,0.08064,0.0,2.736,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-22,2,1.510865076845629,0.0,0.08955,0.0,2.918,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-23,0,-0.8269098736680287,0.0,0.08933,0.0,3.938,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-24,0,-0.25311597254829127,0.0,0.08779,0.0,3.545,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-25,0,-0.16749651692619136,0.0,0.08253,0.0,3.284,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-26,0,0.5530038667825539,0.0,0.09518,0.0,3.434,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-27,0,0.8340879133646733,0.0,0.09,0.0,3.112,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-28,0,0.2603024683789923,0.0,0.08857,0.0,3.271,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-29,2,1.9052969604652736,0.0,0.11164,0.0,3.307,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-30,2,1.241673570555402,0.0,0.10452,0.0,3.297,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-01-31,0,0.6497605282427321,0.0,0.09803,0.0,3.283,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-02-01,1,1.0480626955714911,-681770.5742452018,0.10884,21378.251023004254,3.471,200000,148407.81860169553,-51592.18139830447,0.7420390930084777
2021-02-02,1,0.8908964972610032,-681770.5742452018,0.1101,21378.251023004254,3.543,200000,150806.0835989008,-49193.91640109921,0.754030417994504
2021-02-03,2,3.29852288440572,0.0,0.15841,0.0,3.683,200000,177670.99675015328,-22329.00324984672,0.8883549837507664
2021-02-04,2,2.4441285260972636,0.0,0.14849,0.0,3.506,200000,177670.99675015328,-22329.00324984672,0.8883549837507664
2021-02-05,2,2.4863014282010503,0.0,0.17848,0.0,3.857,200000,177670.99675015328,-22329.00324984672,0.8883549837507664
2021-02-06,1,1.0824473131348507,-522561.7551475096,0.17,20044.110644195993,4.432,200000,177670.99675015328,-22329.00324984672,0.8883549837507664
2021-02-07,2,1.5792889257212557,0.0,0.18214,0.0,4.246,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-08,2,1.6774575804007437,0.0,0.21432,0.0,4.731,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-09,2,1.9584414518450581,0.0,0.25112,0.0,5.015,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-10,0,-0.2926603831947127,0.0,0.23952,0.0,7.514,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-11,0,-0.3153517106580432,0.0,0.23532,0.0,7.411,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-12,0,-0.0821445219915489,0.0,0.25158,0.0,7.345,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-13,0,-0.15792285475346557,0.0,0.26402,0.0,7.718,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-14,0,-0.051293195792423744,0.0,0.24813,0.0,6.986,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-15,0,0.15130110063097182,0.0,0.2394,0.0,6.412,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-16,0,-0.21808332896188753,0.0,0.22679,0.0,6.426,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-17,0,-0.26318770879290193,0.0,0.23594,0.0,6.639,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-18,0,0.92304899195877,0.0,0.30729,0.0,7.133,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-19,0,0.38724400537497045,0.0,0.29228,0.0,7.262,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-20,0,0.7902379124637201,0.0,0.2884,0.0,6.693,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-21,0,0.45299835193051247,0.0,0.29609,0.0,7.118,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-22,0,0.6506281965742775,0.0,0.27521,0.0,6.389,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-23,0,0.7283533843160924,0.0,0.22399,0.0,5.148,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-24,0,0.7837099151909155,0.0,0.23287,0.0,5.303,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-25,0,0.8400175483021329,0.0,0.22555,0.0,5.128,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-26,0,0.6727606000590873,0.0,0.22514,0.0,5.184,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-27,2,2.046076117359288,0.0,0.27529,0.0,5.267,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-02-28,2,1.645995927600035,0.0,0.24682,0.0,4.855,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-03-01,2,1.891911345924434,0.0,0.27925,0.0,5.27,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
2021-03-02,2,2.4191360442438428,0.0,0.31185,0.0,5.193,200000,187743.1010374645,-12256.898962535488,0.9387155051873226
