date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,ENJUSDT_position,ENJUSDT_price,init,total_asset,pnl,return
2020-03-14,2,1.2072211279609013,0.0,1.837,0.0,0.04949,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-15,2,1.6902560512713847,0.0,1.921,0.0,0.05047,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-16,0,0.5293418837774982,0.0,1.671,0.0,0.04598,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-17,0,-0.6704758258655059,0.0,1.763,0.0,0.05107,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-18,0,-0.36734574511762474,0.0,1.811,0.0,0.05195,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-19,-2,-3.293436720726233,0.0,2.067,0.0,0.07392,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-20,-2,-2.277361507689577,0.0,2.165,0.0,0.07488,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-21,-2,-2.1305326698128093,0.0,2.168,0.0,0.07671,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-22,-2,-2.035284326639957,0.0,1.917,0.0,0.07,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-23,-2,-1.5483328102895777,0.0,2.111,0.0,0.0745,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-24,-2,-1.8700495464027138,0.0,2.143,0.0,0.08232,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-25,-2,-1.721203462516676,0.0,2.079,0.0,0.08132,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-26,-2,-1.891718786570006,0.0,2.173,0.0,0.09292,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-27,-2,-1.5376659601519478,0.0,1.992,0.0,0.08281,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-28,-2,-1.5424326406469058,0.0,1.971,0.0,0.08585,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-29,-2,-1.4178564794192376,0.0,1.85,0.0,0.08165,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-30,-2,-1.4983613871898118,0.0,1.957,0.0,0.0928,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-03-31,-2,-1.360737506754803,0.0,1.95,0.0,0.09304,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-04-01,-2,-1.2075380978832488,0.0,1.969,0.0,0.09292,200000,217521.34093548896,17521.34093548896,1.087606704677445
2020-04-02,-1,-1.0443317335737403,54874.20306142507,1.982,-1183210.0790659755,0.09192,200000,217521.34093548893,17521.34093548893,1.0876067046774447
2020-04-03,-1,-0.89643692090214,54874.20306142507,1.978,-1183210.0790659755,0.09009,200000,215136.5696785525,15136.569678552507,1.0756828483927625
2020-04-04,-1,-1.0652392106483315,54874.20306142507,2.022,-1183210.0790659755,0.09744,200000,226247.62869439012,26247.62869439012,1.1312381434719505
2020-04-05,-1,-0.7294145090237222,54874.20306142507,2.064,-1183210.0790659755,0.09335,200000,223713.01599959016,23713.015999590163,1.1185650799979507
2020-04-06,0,-0.1095931254873531,0.0,2.407,0.0,0.099,200000,202576.93199417042,2576.931994170416,1.012884659970852
2020-04-07,0,0.166106419839062,0.0,2.346,0.0,0.0951,200000,202576.93199417042,2576.931994170416,1.012884659970852
2020-04-08,0,0.557986577696922,0.0,2.493,0.0,0.09748,200000,202576.93199417042,2576.931994170416,1.012884659970852
2020-04-09,0,0.9866076523539459,0.0,2.573,0.0,0.09743,200000,202576.93199417042,2576.931994170416,1.012884659970852
2020-04-10,1,1.0371935720053742,-43904.84005075215,2.307,1154021.4879467383,0.08777,200000,202576.93199417042,2576.931994170416,1.012884659970852
2020-04-11,1,1.1505884796486825,-43904.84005075215,2.306,1154021.4879467383,0.08727,200000,201956.01641014632,1956.016410146316,1.0097800820507317
2020-04-12,1,1.159036262911301,-43904.84005075215,2.299,1154021.4879467383,0.08803,200000,202525.73886063055,2525.7388606305467,1.0126286943031528
2020-04-13,1,0.7593229857667178,-43904.84005075215,2.259,1154021.4879467383,0.0896,200000,202581.35899467685,2581.358994676848,1.0129067949733843
2020-04-14,1,1.0945294909979442,-43904.84005075215,2.361,1154021.4879467383,0.09103,200000,208709.9034076174,8709.903407617414,1.043549517038087
2020-04-15,1,0.4156408307339023,-43904.84005075215,2.27,1154021.4879467383,0.09227,200000,206145.54960805294,6145.549608052941,1.0307277480402648
2020-04-16,1,0.6575507969001436,-43904.84005075215,2.422,1154021.4879467383,0.09621,200000,217365.9299582774,17365.92995827741,1.086829649791387
2020-04-17,1,0.6042226731993201,-43904.84005075215,2.367,1154021.4879467383,0.094,200000,212400.77626712376,12400.776267123758,1.0620038813356187
2020-04-18,0,0.028643521624791814,0.0,2.509,0.0,0.10438,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-19,0,-0.06822812807103368,0.0,2.382,0.0,0.0993,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-20,0,-0.5306347185446411,0.0,2.271,0.0,0.09763,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-21,-2,-1.6639347507789597,0.0,2.271,0.0,0.10726,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-22,-2,-1.6387929258055036,0.0,2.388,0.0,0.11295,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-23,-2,-1.991599306020477,0.0,2.427,0.0,0.12095,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-24,-2,-1.5308967856700904,0.0,2.748,0.0,0.13049,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-25,-2,-2.0982810852160085,0.0,2.871,0.0,0.14889,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-26,-2,-1.6173268396338056,0.0,2.808,0.0,0.14149,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-27,-2,-1.3070100783320127,0.0,2.767,0.0,0.13679,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-28,-2,-1.2199956503573604,0.0,2.793,0.0,0.13898,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-29,0,-0.9739550716648668,0.0,2.929,0.0,0.14303,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-04-30,-1,-1.0538517657312862,35164.12084301885,2.734,-703385.3261985186,0.13668,200000,192277.41276962706,-7722.587230372941,0.9613870638481353
2020-05-01,-1,-0.9415223044680531,35164.12084301885,2.828,-703385.3261985186,0.14096,200000,198593.32932500046,-1406.6706749995355,0.9929666466250023
2020-05-02,-1,-0.8943918529769355,35164.12084301885,2.873,-703385.3261985186,0.14384,200000,202201.4645023881,2201.4645023880876,1.0110073225119405
2020-05-03,-1,-0.6227723876997969,35164.12084301885,2.774,-703385.3261985186,0.13582,200000,193079.06622281708,-6920.933777182916,0.9653953311140854
2020-05-04,-1,-0.6436834993254846,35164.12084301885,2.761,-703385.3261985186,0.13653,200000,193121.3362334588,-6878.663766541198,0.965606681167294
2020-05-05,-2,-1.3367471190129823,0.0,2.707,0.0,0.14571,200000,199578.41352796118,-421.5864720388199,0.9978920676398059
2020-05-06,-2,-1.2908815293722142,0.0,2.619,0.0,0.14136,200000,199578.41352796118,-421.5864720388199,0.9978920676398059
2020-05-07,0,-0.927292501307741,0.0,2.725,0.0,0.14239,200000,199578.41352796118,-421.5864720388199,0.9978920676398059
2020-05-08,0,-0.6167044957554149,0.0,2.806,0.0,0.14369,200000,199578.41352796118,-421.5864720388199,0.9978920676398059
2020-05-09,-1,-1.075098305372395,36286.98427781113,2.75,-687916.770743007,0.14506,200000,199578.41352796118,-421.5864720388199,0.9978920676398059
2020-05-10,-2,-2.342003284427701,0.0,2.514,0.0,0.14216,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-11,-2,-2.8988333634182792,0.0,2.394,0.0,0.14798,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-12,-2,-2.7569708163585838,0.0,2.486,0.0,0.16301,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-13,-2,-2.0143751129938274,0.0,2.54,0.0,0.1613,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-14,-2,-1.8303808030436828,0.0,2.528,0.0,0.16216,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-15,-2,-1.770703857699157,0.0,2.473,0.0,0.16284,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-16,-2,-1.2911971068151145,0.0,2.555,0.0,0.16157,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-17,-2,-1.2174555550055757,0.0,2.544,0.0,0.16216,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-18,0,-0.7864446371484066,0.0,2.6,0.0,0.15863,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-19,0,-0.9851875401229798,0.0,2.617,0.0,0.16573,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-20,0,-0.857313424781237,0.0,2.705,0.0,0.1705,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-21,-2,-1.5728534882645688,0.0,2.513,0.0,0.17819,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-22,0,-0.8443328331269548,0.0,2.65,0.0,0.17229,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-23,-1,-1.1348849479041416,39766.04613857444,2.592,-583028.4042716498,0.17679,200000,206147.18318236992,6147.183182369918,1.0307359159118497
2020-05-24,-1,-0.8164219618720555,39766.04613857444,2.495,-583028.4042716498,0.16501,200000,195421.80210460816,-4578.197895391844,0.9771090105230408
2020-05-25,-2,-1.3595255445470695,0.0,2.612,0.0,0.18673,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-05-26,-2,-1.306678088503858,0.0,2.583,0.0,0.1864,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-05-27,-2,-2.0796671259077772,0.0,2.601,0.0,0.21381,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-05-28,-2,-1.5240579923085626,0.0,2.671,0.0,0.20497,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-05-29,-2,-1.36783545513311,0.0,2.677,0.0,0.20202,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-05-30,0,-0.8124415883337687,0.0,2.817,0.0,0.20269,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-05-31,-2,-1.2785541077869016,0.0,2.728,0.0,0.20685,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-01,0,-0.7171570866357326,0.0,2.862,0.0,0.20784,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-02,0,-0.5065051333560394,0.0,2.761,0.0,0.19804,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-03,0,0.11445100057864652,0.0,2.906,0.0,0.19882,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-04,0,0.9348446297664722,0.0,3.11,0.0,0.19949,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-05,0,0.7570606702751045,0.0,3.093,0.0,0.2016,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-06,0,0.652735287102756,0.0,3.056,0.0,0.20127,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-07,0,0.8883962297881017,0.0,3.02,0.0,0.19704,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-08,0,0.9329425076678755,0.0,3.155,0.0,0.20589,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-09,1,1.095315180405789,-33870.25418640658,3.117,522770.8952663001,0.20195,200000,211147.16459805862,11147.164598058618,1.0557358229902931
2020-06-10,1,0.6695853501088715,-33870.25418640658,3.114,522770.8952663001,0.20661,200000,213481.66620744034,13481.666207440343,1.0674083310372018
2020-06-11,1,0.5221753302204817,-33870.25418640658,2.763,522770.8952663001,0.18555,200000,190583.65193370334,-9416.348066296661,0.9529182596685167
2020-06-12,1,0.47960264397909047,-33870.25418640658,2.862,522770.8952663001,0.19258,200000,197611.8864918797,-2388.1135081202956,0.9880594324593985
2020-06-13,1,0.6868012614739871,-33870.25418640658,2.873,522770.8952663001,0.19078,200000,197043.47167645086,-2956.528323549137,0.9852173583822543
2020-06-14,1,0.7801871830778334,-33870.25418640658,2.756,522770.8952663001,0.18106,200000,187999.31883465283,-12000.681165347167,0.9399965941732642
2020-06-15,1,0.685100923401113,-33870.25418640658,2.705,522770.8952663001,0.178,200000,184672.25693163121,-15327.743068368785,0.923361284658156
2020-06-16,1,0.5929004045512619,-33870.25418640658,2.729,522770.8952663001,0.18002,200000,186541.1402405429,-13458.85975945709,0.9327057012027146
2020-06-17,1,1.05269503836995,-33870.25418640658,2.703,522770.8952663001,0.17334,200000,182168.40405131743,-17831.595948682574,0.9108420202565871
2020-06-18,0,-0.0807486865957021,0.0,2.643,0.0,0.17833,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-19,0,0.24290071099814234,0.0,2.597,0.0,0.17215,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-20,0,0.7312730640310101,0.0,2.62,0.0,0.1702,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-21,0,0.44483973012097355,0.0,2.599,0.0,0.17002,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-22,0,-0.12557582230713746,0.0,2.688,0.0,0.17744,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-23,0,0.3049666304437148,0.0,2.774,0.0,0.18156,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-24,0,0.6435372815742565,0.0,2.685,0.0,0.17518,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-25,2,1.3642510868001436,0.0,2.624,0.0,0.16943,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-26,2,3.367172661500616,0.0,2.622,0.0,0.15988,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-27,2,1.628189981207696,0.0,2.429,0.0,0.15288,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-28,2,1.7398137460894707,0.0,2.504,0.0,0.15626,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-29,0,0.2958087415487824,0.0,2.646,0.0,0.17126,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-06-30,0,0.3942102190506566,0.0,2.595,0.0,0.16731,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-01,0,0.11201611400385111,0.0,2.659,0.0,0.1724,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-02,2,1.3799763526961322,0.0,2.659,0.0,0.16659,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-03,0,0.5693947443559754,0.0,2.69,0.0,0.17156,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-04,0,-0.3883569717063373,0.0,2.779,0.0,0.1813,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-05,2,2.841009379613268,0.0,2.93,0.0,0.17281,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-06,2,2.1848242377274794,0.0,3.021,0.0,0.17904,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-07,2,3.142211606395712,0.0,3.249,0.0,0.17649,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-08,2,2.9121171676219197,0.0,3.554,0.0,0.18493,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-09,2,2.8677125322170247,0.0,3.788,0.0,0.18497,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-10,2,3.0353504301323078,0.0,4.053,0.0,0.17662,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-11,2,1.9955919837522393,0.0,3.921,0.0,0.18153,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-12,2,2.0662833817191517,0.0,4.023,0.0,0.1769,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-13,2,1.4014527188586645,0.0,3.872,0.0,0.18039,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-14,1,1.1939411947656111,-26198.59972971608,3.959,557096.6609192499,0.18618,200000,207440.51265989192,7440.512659891916,1.0372025632994595
2020-07-15,2,1.2966859719525634,0.0,4.047,0.0,0.18421,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-16,0,0.9484629059092433,0.0,4.077,0.0,0.19179,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-17,0,0.6425463216092622,0.0,4.145,0.0,0.20133,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-18,0,0.6850760757923983,0.0,4.36,0.0,0.20832,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-19,0,0.37734665533510253,0.0,4.202,0.0,0.2074,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-20,0,0.23784980950577458,0.0,3.881,0.0,0.19329,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-21,0,0.4020820971047762,0.0,4.01,0.0,0.1938,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-22,0,0.4721355771169111,0.0,4.012,0.0,0.19071,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-23,0,0.5384331311384088,0.0,3.963,0.0,0.18567,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-24,0,0.0028610459011394634,0.0,3.825,0.0,0.18625,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-25,0,0.09257465438852977,0.0,3.917,0.0,0.18782,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-26,0,0.30580337316183226,0.0,3.81,0.0,0.17916,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-27,0,0.21352886843946084,0.0,3.593,0.0,0.1689,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-28,0,0.3924758049215917,0.0,3.751,0.0,0.17452,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-29,0,-0.8239188749233558,0.0,3.634,0.0,0.17634,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-30,0,-0.4552173267065182,0.0,3.703,0.0,0.1778,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-07-31,1,1.0706881386110634,-27793.760856593435,3.793,605211.1770426482,0.17419,200000,210843.4698581178,10843.469858117809,1.054217349290589
2020-08-01,2,2.960228186562841,0.0,4.084,0.0,0.17653,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-02,2,1.5867915249755336,0.0,3.912,0.0,0.17523,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-03,0,0.37853842406196425,0.0,3.82,0.0,0.178,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-04,0,0.38819609848108017,0.0,4.021,0.0,0.18761,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-05,0,0.8979111067468837,0.0,4.144,0.0,0.18978,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-06,0,0.4997551399883103,0.0,4.172,0.0,0.1932,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-07,-2,-2.2513543124655024,0.0,4.015,0.0,0.20833,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-08,0,-0.3877167946161891,0.0,4.426,0.0,0.21207,200000,217515.2601131067,17515.26011310669,1.0875763005655334
