date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,ENJUSDT_position,ENJUSDT_price,init,total_asset,pnl,return
2020-08-09,2,2.5763817087364975,0.0,5.273,0.0,0.22091,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-10,2,2.386834453346072,0.0,5.474,0.0,0.22517,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-11,2,1.9389139817410195,0.0,4.916,0.0,0.20301,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-12,2,3.2005070995375,0.0,5.902,0.0,0.20836,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-13,2,2.6134845164387634,0.0,6.085,0.0,0.21088,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-14,2,2.232317624648803,0.0,6.096,0.0,0.20863,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-15,2,1.9666253415111608,0.0,6.077,0.0,0.20575,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-16,2,1.5927458918102273,0.0,6.243,0.0,0.21471,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-17,2,1.3195327722596502,0.0,5.907,0.0,0.20589,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-18,1,1.0183714473654188,-18667.63303408056,5.826,522898.36077000503,0.20799,200000,217515.2601131067,17515.26011310669,1.0875763005655334
2020-08-19,1,1.0943234668958122,-18667.63303408056,5.65,522898.36077000503,0.19695,200000,208456.95879620768,8456.958796207677,1.0422847939810385
2020-08-20,2,1.3673709851284828,0.0,6.297,0.0,0.20824,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-21,0,0.35341497323415977,0.0,5.606,0.0,0.20989,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-22,0,0.749815403507509,0.0,6.411,0.0,0.22542,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-23,2,2.6856986441640736,0.0,8.532,0.0,0.22097,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-24,2,1.3942547019799318,0.0,8.211,0.0,0.2447,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-25,2,1.8572008683063586,0.0,8.378,0.0,0.2264,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-26,1,1.115325854076085,-14671.57438258732,7.708,497836.30630825437,0.22716,200000,226176.99068196613,26176.990681966126,1.1308849534098306
2020-08-27,1,1.1681357907223895,-14671.57438258732,7.291,497836.30630825437,0.21113,200000,212078.6281743059,12078.628174305893,1.0603931408715295
2020-08-28,1,1.018400523303564,-14671.57438258732,7.559,497836.30630825437,0.22119,200000,221018.84335030033,21018.843350300333,1.1050942167515017
2020-08-29,1,0.9133606054636223,-14671.57438258732,7.27,497836.30630825437,0.2132,200000,212801.04626632965,12801.04626632965,1.0640052313316481
2020-08-30,1,1.024335786126262,-14671.57438258732,7.621,497836.30630825437,0.21843,200000,220554.45275660997,20554.45275660997,1.10277226378305
2020-08-31,1,0.617630596703784,-14671.57438258732,7.205,497836.30630825437,0.21423,200000,212360.165326959,12360.165326958988,1.061800826634795
2020-09-01,1,0.747756618973345,-14671.57438258732,7.218,497836.30630825437,0.21008,200000,210484.87512275332,10484.875122753321,1.0524243756137666
2020-09-02,1,0.2509868007720032,-14671.57438258732,6.643,497836.30630825437,0.20222,200000,198135.72648518276,-1864.273514817236,0.9906786324259138
2020-09-03,0,-0.9953443614142236,0.0,4.899,0.0,0.1711,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-04,0,-0.007380668707922852,0.0,5.463,0.0,0.17026,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-05,0,-0.03651663934313554,0.0,4.918,0.0,0.15299,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-06,0,-0.00818827508767829,0.0,5.178,0.0,0.15969,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-07,0,0.31120120459210504,0.0,5.053,0.0,0.15015,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-08,0,-0.2606219250721798,0.0,4.952,0.0,0.1539,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-09,0,-0.2414709208165997,0.0,5.32,0.0,0.16444,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-10,-2,-1.205350708620234,0.0,5.324,0.0,0.1757,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-11,-1,-1.061259235790387,19924.489102669326,5.342,-617560.89809376,0.17235,200000,212873.24157291907,12873.241572919069,1.0643662078645955
2020-09-12,-1,-0.2859606601926488,19924.489102669326,5.603,-617560.89809376,0.17241,200000,218110.5868826014,18110.586882601405,1.090552934413007
2020-09-13,0,0.012794443791165396,0.0,5.32,0.0,0.16116,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-14,0,-0.3564017791330402,0.0,5.381,0.0,0.16712,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-15,-2,-1.2362286882313775,0.0,4.866,0.0,0.15889,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-16,0,0.20468780517250856,0.0,5.122,0.0,0.15613,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-17,0,-0.6919641765920657,0.0,5.062,0.0,0.16159,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-18,-2,-1.4970946087323662,0.0,4.966,0.0,0.16631,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-19,-2,-1.7267233392222412,0.0,4.943,0.0,0.16898,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-20,-2,-1.6054164071067352,0.0,4.664,0.0,0.16018,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-21,-2,-1.8273183112066747,0.0,4.081,0.0,0.14348,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-22,-2,-2.1551616403176035,0.0,4.21,0.0,0.15481,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-23,-2,-2.1461335023336563,0.0,3.839,0.0,0.14358,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-24,0,-0.95109008927729,0.0,4.483,0.0,0.15513,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-25,0,0.2089576368546613,0.0,4.791,0.0,0.15373,200000,206401.0738835086,6401.073883508594,1.032005369417543
2020-09-26,-1,-1.0030242308886876,22400.811144292227,4.607,-639725.6195248842,0.16132,200000,206401.07388350862,6401.073883508623,1.032005369417543
2020-09-27,-2,-1.2563233375662357,0.0,4.727,0.0,0.16988,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-09-28,0,-0.7159160247007132,0.0,4.826,0.0,0.16803,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-09-29,2,1.5287845272574305,0.0,5.309,0.0,0.16013,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-09-30,2,1.5013533499368068,0.0,5.372,0.0,0.16054,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-01,2,1.3472674435058722,0.0,5.135,0.0,0.15373,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-02,0,0.9793058282743798,0.0,4.906,0.0,0.15051,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-03,2,1.317038312864731,0.0,5.01,0.0,0.15,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-04,2,1.7809249845744186,0.0,5.314,0.0,0.15222,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-05,2,1.4984954506488748,0.0,5.366,0.0,0.15475,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-06,0,0.8311160036922165,0.0,4.736,0.0,0.14373,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-07,0,0.7061090597412496,0.0,4.873,0.0,0.14894,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-08,0,0.8915832314849026,0.0,5.034,0.0,0.15058,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-09,0,0.8052141045594757,0.0,5.155,0.0,0.15425,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-10,1,1.131359114483916,-18900.345848330915,5.534,654697.7586671461,0.15976,200000,209189.02784932655,9189.02784932655,1.0459451392466328
2020-10-11,2,2.0490660650400416,0.0,6.072,0.0,0.15879,200000,219992.4707416357,19992.470741635712,1.0999623537081786
2020-10-12,2,1.2026444052393794,0.0,5.97,0.0,0.1659,200000,219992.4707416357,19992.470741635712,1.0999623537081786
2020-10-13,2,1.5182512634440655,0.0,6.012,0.0,0.16149,200000,219992.4707416357,19992.470741635712,1.0999623537081786
2020-10-14,2,1.3803749731357724,0.0,5.727,0.0,0.15381,200000,219992.4707416357,19992.470741635712,1.0999623537081786
2020-10-15,2,1.4044269721632259,0.0,5.769,0.0,0.15265,200000,219992.4707416357,19992.470741635712,1.0999623537081786
2020-10-16,1,1.0954952315589568,-20358.363015143044,5.403,755987.871964384,0.1455,200000,219992.4707416357,19992.470741635712,1.0999623537081786
2020-10-17,1,0.9504864269709362,-20358.363015143044,5.466,755987.871964384,0.14843,200000,223490.0920764454,23490.092076445406,1.117450460382227
2020-10-18,2,1.5456571034249058,0.0,5.762,0.0,0.15078,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-19,0,0.7998013885296746,0.0,5.502,0.0,0.14922,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-20,0,0.19805053331165326,0.0,5.024,0.0,0.14048,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-21,0,0.5102621388971178,0.0,5.241,0.0,0.14353,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-22,0,0.17868568012451366,0.0,5.444,0.0,0.15113,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-23,0,0.3402412528017077,0.0,5.364,0.0,0.1472,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-24,1,1.021942371785141,-20143.379677079214,5.543,761524.7138865781,0.14662,200000,223309.50710010016,23309.507100100163,1.1165475355005008
2020-10-25,1,0.3829356901267706,-20143.379677079214,5.292,761524.7138865781,0.14392,200000,216197.40207365953,16197.402073659527,1.0809870103682977
2020-10-26,1,0.5699229940349739,-20143.379677079214,5.145,761524.7138865781,0.13821,200000,208888.01914483652,8888.019144836522,1.0444400957241826
2020-10-27,1,0.31962435491619134,-20143.379677079214,5.138,761524.7138865781,0.13901,200000,209356.23525820623,9356.23525820623,1.046781176291031
2020-10-28,0,-0.8287188641881995,0.0,4.803,0.0,0.13467,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-10-29,-2,-1.71098591310485,0.0,4.633,0.0,0.13221,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-10-30,0,-0.21964228889008963,0.0,4.62,0.0,0.12612,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-10-31,0,-0.6018628121138956,0.0,4.616,0.0,0.12736,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-01,0,0.7270043267660462,0.0,4.743,0.0,0.12697,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-02,2,1.363645618616249,0.0,4.603,0.0,0.12133,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-03,0,0.9605800162028643,0.0,4.48,0.0,0.11901,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-04,0,0.33154511125782277,0.0,4.387,0.0,0.11833,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-05,0,-0.41935754012053317,0.0,4.504,0.0,0.12362,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-06,-2,-1.468550104114904,0.0,4.88,0.0,0.13769,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-07,0,-0.572581058269732,0.0,4.619,0.0,0.12778,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-08,-2,-1.4866523322498744,0.0,4.809,0.0,0.13634,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-09,2,2.0609128913717134,0.0,5.155,0.0,0.13357,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-10,0,-0.3165142636928009,0.0,5.084,0.0,0.13984,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-11,0,-0.24723839007721216,0.0,5.033,0.0,0.1381,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-12,0,0.6956701867398307,0.0,5.03,0.0,0.13458,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-13,0,-0.3572596714194049,0.0,5.213,0.0,0.14352,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-14,0,-0.9838092098509864,0.0,5.045,0.0,0.14142,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-15,-2,-1.8508642286587447,0.0,4.979,0.0,0.14405,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-16,-2,-1.2811027564615383,0.0,5.084,0.0,0.14528,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-17,0,-0.1723559885041443,0.0,5.285,0.0,0.14597,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-18,0,0.4164605785880539,0.0,5.105,0.0,0.13834,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-19,0,0.7793834064080215,0.0,5.097,0.0,0.13659,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-20,1,1.0311327502685914,-20643.852170653583,5.268,777798.6928551213,0.13982,200000,217503.62647000613,17503.62647000613,1.0875181323500307
2020-11-21,2,2.1748946290271944,0.0,5.922,0.0,0.1506,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-22,0,0.8519886401151531,0.0,5.481,0.0,0.1454,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-23,0,0.6886984103290098,0.0,5.811,0.0,0.15501,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-24,0,0.6353141345469191,0.0,5.966,0.0,0.15931,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-25,0,-0.19574388348191182,0.0,5.904,0.0,0.16198,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-26,0,0.7352019004339244,0.0,5.33,0.0,0.1415,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-27,0,0.8562527839337163,0.0,5.368,0.0,0.14159,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-28,0,0.49353394505223874,0.0,5.43,0.0,0.14455,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-29,0,0.7642397334544834,0.0,5.429,0.0,0.14362,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-11-30,0,0.3690057039596158,0.0,5.571,0.0,0.14889,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-01,0,-0.9730042195451208,0.0,5.256,0.0,0.14642,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-02,-2,-2.128154892517123,0.0,5.51,0.0,0.16168,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-03,-2,-1.311474810988876,0.0,5.5,0.0,0.15721,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-04,-2,-1.5552908807155947,0.0,5.049,0.0,0.14643,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-05,-2,-1.5361413069205527,0.0,5.261,0.0,0.15251,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-06,-2,-1.6644377952684886,0.0,5.213,0.0,0.15257,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-07,-2,-1.7546346192818296,0.0,5.1,0.0,0.15153,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-08,-2,-1.4880008247084167,0.0,4.738,0.0,0.14028,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-09,-1,-1.1505233014466953,23170.278505478283,4.804,-791115.976832393,0.1407,200000,222620.03588063538,22620.035880635376,1.113100179403177
2020-12-10,-2,-1.6836280538598587,0.0,4.655,0.0,0.14221,200000,227266.99250296853,27266.992502968526,1.1363349625148427
2020-12-11,-1,-1.1337727670163376,24141.38437465143,4.707,-811667.8303677447,0.14,200000,227266.99250296853,27266.992502968526,1.1363349625148427
2020-12-12,-1,-0.2946440965039235,24141.38437465143,5.06,-811667.8303677447,0.14447,200000,239417.0563889643,39417.056388964294,1.1970852819448214
2020-12-13,0,0.38827484441544236,0.0,5.195,0.0,0.14378,200000,218554.1013269287,18554.101326928707,1.0927705066346436
2020-12-14,0,-0.4148171901927317,0.0,5.227,0.0,0.15084,200000,218554.1013269287,18554.101326928707,1.0927705066346436
2020-12-15,0,-0.6973690706249507,0.0,5.291,0.0,0.1553,200000,218554.1013269287,18554.101326928707,1.0927705066346436
2020-12-16,0,0.2804650828900534,0.0,5.494,0.0,0.15459,200000,218554.1013269287,18554.101326928707,1.0927705066346436
2020-12-17,0,0.07621248205631899,0.0,5.354,0.0,0.15266,200000,218554.1013269287,18554.101326928707,1.0927705066346436
2020-12-18,-1,-1.1694385398432556,20506.10821232208,5.329,-681405.8156978509,0.16037,200000,218554.1013269287,18554.101326928707,1.0927705066346436
2020-12-19,-1,-1.0943319577318698,20506.10821232208,5.289,-681405.8156978509,0.15884,200000,216691.30610041812,16691.30610041812,1.0834565305020907
2020-12-20,-2,-1.336344352305554,0.0,5.036,0.0,0.15236,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-21,0,0.4930672077361296,0.0,5.031,0.0,0.14511,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-22,0,-0.10146335849461158,0.0,4.943,0.0,0.1447,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-23,2,1.8300078738839924,0.0,4.395,0.0,0.12203,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-24,0,0.1640122281675355,0.0,4.959,0.0,0.14394,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-25,0,0.6120255303652867,0.0,4.909,0.0,0.14067,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-26,0,-0.13066257285740057,0.0,4.81,0.0,0.14066,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-27,1,1.0613255876191443,-22625.395544134586,4.842,801640.313366747,0.13666,200000,219104.3304493993,19104.330449399306,1.0955216522469966
2020-12-28,2,3.057301569394686,0.0,5.391,0.0,0.13875,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2020-12-29,2,3.3161009455430803,0.0,5.622,0.0,0.13286,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2020-12-30,2,2.4666409024248668,0.0,5.424,0.0,0.12934,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2020-12-31,2,3.3075789846899686,0.0,6.465,0.0,0.12977,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2021-01-01,2,1.4908737049260037,0.0,5.861,0.0,0.13561,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2021-01-02,0,0.9430076680141815,0.0,5.42,0.0,0.13156,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2021-01-03,2,1.2452421515929155,0.0,5.829,0.0,0.135,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2021-01-04,1,1.0606456151414378,-19014.745561564585,6.044,814782.8583771453,0.14105,200000,229850.2443481927,29850.244348192704,1.1492512217409636
2021-01-05,1,0.855946393374617,-19014.745561564585,6.196,814782.8583771453,0.14654,200000,237213.64356604102,37213.64356604102,1.186068217830205
2021-01-06,1,0.6735990244836182,-19014.745561564585,6.682,814782.8583771453,0.16005,200000,257462.52632563666,57462.52632563666,1.2873126316281833
2021-01-07,0,-0.12322821788663281,0.0,6.264,0.0,0.16388,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-08,-2,-2.135504390269499,0.0,5.931,0.0,0.21488,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-09,-2,-1.252879430194831,0.0,6.54,0.0,0.20456,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-10,0,-0.7447942336586318,0.0,6.409,0.0,0.18527,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-11,0,-0.664284060372066,0.0,5.726,0.0,0.16323,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-12,0,-0.8127675889546079,0.0,5.711,0.0,0.16712,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-13,0,-0.7122668737567232,0.0,6.242,0.0,0.1798,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-14,0,-0.5919168315615679,0.0,6.476,0.0,0.18307,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-15,0,0.5844324011003285,0.0,7.896,0.0,0.18883,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-16,2,1.3126289193531917,0.0,9.03,0.0,0.1948,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-17,0,-0.43092075301978455,0.0,8.544,0.0,0.23114,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-18,0,-0.0856973402744064,0.0,9.539,0.0,0.24692,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-19,-2,-2.2012942570622056,0.0,8.891,0.0,0.36023,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-20,-2,-2.359592537115084,0.0,8.909,0.0,0.42131,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-21,-2,-1.923047488528185,0.0,7.177,0.0,0.32925,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-22,-2,-1.7604600544330335,0.0,7.985,0.0,0.38157,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-23,-2,-1.7095820361161793,0.0,8.329,0.0,0.42973,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-24,-2,-1.5000899169217705,0.0,8.24,0.0,0.42099,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-25,-2,-1.6501934216876128,0.0,7.738,0.0,0.4722,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-26,-2,-1.3611543660475043,0.0,7.732,0.0,0.43936,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-27,-1,-1.073965930406632,15492.017525887148,6.953,-296632.054243641,0.36313,200000,215431.9957149867,15431.995714986697,1.0771599785749335
2021-01-28,-1,-0.7675107754423126,15492.017525887148,8.041,-296632.054243641,0.37379,200000,235449.4084813891,35449.40848138911,1.1772470424069454
2021-01-29,-1,-0.638192695200645,15492.017525887148,7.975,-296632.054243641,0.35973,200000,230256.28864201496,30256.28864201496,1.1512814432100749
2021-01-30,-1,-0.3856351694282801,15492.017525887148,8.048,-296632.054243641,0.33502,200000,224057.42786104436,24057.427861044358,1.1202871393052218
2021-01-31,-1,-0.364230248490449,15492.017525887148,8.145,-296632.054243641,0.34366,200000,228123.05450972047,28123.054509720474,1.1406152725486023
2021-02-01,0,0.058382377625375896,0.0,9.29,0.0,0.34187,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-02,0,-0.2039998811155003,0.0,8.893,0.0,0.3651,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-03,0,-0.08596893344670228,0.0,9.303,0.0,0.37383,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-04,0,0.03501510919395401,0.0,9.152,0.0,0.36555,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-05,0,0.9881506240449571,0.0,12.19,0.0,0.41204,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-06,2,1.4126805362908577,0.0,12.087,0.0,0.3917,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-07,2,2.6915563944763607,0.0,13.841,0.0,0.38024,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-08,2,2.095422634305024,0.0,14.169,0.0,0.39831,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-09,2,1.8476424157050622,0.0,15.057,0.0,0.4184,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-10,2,1.5034244104655121,0.0,14.965,0.0,0.42595,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-11,0,0.5524147931723555,0.0,17.652,0.0,0.59987,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-12,2,1.216360727927715,0.0,21.076,0.0,0.61036,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-13,1,1.051440676786587,-4270.069964533994,20.248,145927.14922088862,0.59249,200000,172920.7532837686,-27079.2467162314,0.8646037664188431
2021-02-14,1,1.0355489380825877,-4270.069964533994,19.084,145927.14922088862,0.55135,200000,161946.94892610368,-38053.05107389632,0.8097347446305184
2021-02-15,2,2.094361295606727,0.0,22.489,0.0,0.52371,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-16,2,2.1983512410461357,0.0,25.067,0.0,0.54418,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-17,2,1.6063229233286485,0.0,23.83,0.0,0.54998,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-18,0,0.947198986127932,0.0,23.092,0.0,0.58712,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-19,0,0.6790833802386478,0.0,22.898,0.0,0.602,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-20,0,0.7909558173643227,0.0,21.648,0.0,0.55072,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-21,0,0.454409518176261,0.0,21.569,0.0,0.57323,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-22,0,0.6019067787351008,0.0,21.152,0.0,0.54271,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-23,2,1.4599182167988871,0.0,20.08,0.0,0.45247,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-24,0,0.4748519611855911,0.0,19.42,0.0,0.49174,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-25,-1,-1.0696637230341834,5442.916696757378,17.686,-178103.98841579122,0.54049,200000,192526.849397702,-7473.150602298003,0.96263424698851
2021-02-26,-1,-1.1435465865942915,5442.916696757378,18.86,-178103.98841579122,0.57809,200000,205613.5435641289,5613.543564128893,1.0280677178206445
2021-02-27,-1,-0.8633878508319482,5442.916696757378,19.121,-178103.98841579122,0.5688,200000,205379.55876959988,5379.558769599884,1.0268977938479995
2021-02-28,-2,-1.404575964126536,0.0,17.649,0.0,0.57548,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-01,-2,-1.9099735265274924,0.0,18.701,0.0,0.69667,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-02,-2,-2.0666168678631305,0.0,18.851,0.0,0.7865,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-03,-2,-2.481715175131087,0.0,21.431,0.0,1.1753,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-04,-2,-2.380447268467947,0.0,18.855,0.0,1.29987,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-05,-2,-1.912686886847351,0.0,18.671,0.0,1.19787,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-06,-2,-1.6036929827326556,0.0,18.91,0.0,1.1539,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-07,-2,-1.629889152877062,0.0,19.458,0.0,1.41057,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-08,-2,-1.662843408880459,0.0,19.392,0.0,1.73127,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-09,-2,-1.398325004332011,0.0,21.107,0.0,1.70428,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
2021-03-10,-2,-1.292813602291214,0.0,19.61,0.0,1.64608,200000,198960.09587015054,-1039.9041298494558,0.9948004793507528
